,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anthony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divine Comedy,"Alighieri, Dante",0679433139,9780679433132,0679433139,798        pp,4.08,"152,606",1320,"Aug 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,Jun 2020,"Aug 07, 2020","Jan 13, 2020",,Hardcover,view,/book/show/6656.The_Divine_Comedy
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Truss, Lynne",1592402038,9781592402038,1592402038,209        pp,3.87,"105,109","Jan 02, 2003",Apr 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2020",,Hardcover,view,/book/show/8600.Eats_Shoots_Leaves
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elements of Style,"Strunk Jr., William",,,,105        pp,4.18,"83,786",1918,"Aug 24, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2020",,Hardcover,view,/book/show/33514.The_Elements_of_Style
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,595","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2020",,Hardcover,view,/book/show/44318414-the-dutch-house
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,137","Apr 10, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book, it really touched my heart.A truly classic novel and a must read, dont you think?",Notes are private!,0,3,1,"Jan 22, 2020","Jan 24, 2020","Jan 11, 2020",,Paperback,view (with text),/book/show/4671.The_Great_Gatsby
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,553","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2020",,Hardcover,view,/book/show/35959740-circe
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,425        pp,4.09,"988,050","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,Kindle Edition,view,/book/show/49233093-red-white-royal-blue
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Castle,"Kafka, Franz",0805211063,9780805211061,0805211063,328        pp,3.94,"62,695",1926,"Dec 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,Paperback,view,/book/show/333538.The_Castle
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Labyrinths: Selected Stories & Other Writings,"Borges, Jorge Luis",0811200124,9780811200127,0811200124,260        pp,4.45,"31,695",1962,1964,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I would love to have lived in your brains Borges.,Notes are private!,0,1,1,"Jan 12, 2020","Jan 13, 2020","Jan 08, 2020",,Paperback,view (with text),/book/show/17717.Labyrinths
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Human Bondage,"Maugham, W. Somerset",0451530179,9780451530172,0451530179,684        pp,4.14,"57,089",1915,"Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2020",,Mass Market Paperback,view,/book/show/31548.Of_Human_Bondage
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guns of August,"Tuchman, Barbara W.",,,B002TXZS8A,658        pp,4.18,"76,430",1962,"Jul 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2020",,Kindle Edition,view,/book/show/40779082-the-guns-of-august
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,478","Apr 06, 1943","Jun 29, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2020",,Paperback,view,/book/show/157993.The_Little_Prince
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey to the End of the Night,"Céline, Louis-Ferdinand",0811216543,9780811216548,0811216543,453        pp,4.19,"42,089",1932,"May 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Celine's writing bored me to death, I have never came across anything like it before. It almost seems to be like sitting at the table with a drunk andCeline's writing bored me to death, I have never came across anything like it before. It almost seems to be like sitting at the table with a drunk and hearing him talk about his life for a whole night, on one hand you are interested in the other you wouldn't want to listen to him because he unmasks all that is more atrocious, petty and rot in him.It is a fascinating, intoxicating book of sublime melancholic clarity. It decisively and directly describes a supposedly autobiography - (twenty years of the life) of a person who has nothing good to offer; a misanthrope, a coward, a misogyny, violent and an egoist. Surrounded by characters who have nothing better to offer, difficult to classify, everything is unexpected and diffuse.However, we recognize a thousand details and hundreds of reflections that ring true even if they are excessively pessimistic. Reflections on anarchy, on heroism, on nationalism, on capitalism; the reverse side of everything that makes up our society is brought to light. It also, in large part of the book, portrays the existential bewilderment and vital anguish in time of war, in absolute crisis, with overwhelming sensitivity. The grim reality, that which inevitably resembles to the darkest night, the one we intend to avoid despite being hidden but omnipresent: The loneliness of man and the meanness and misery of his spirit.The end of the book allows us to hope that our journey does not end at night....more",Notes are private!,0,2,1,"Feb 23, 2020","Mar 11, 2020","Jan 05, 2020",,Paperback,view (with text),/book/show/12395.Journey_to_the_End_of_the_Night
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dracula,"Stoker, Bram",0393970124,9780393970128,0393970124,488        pp,4.01,"1,275,054","May 26, 1897","May 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2020",,Paperback,view,/book/show/17245.Dracula
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,305",1868,"Apr 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2020",,Paperback,view,/book/show/1934.Little_Women
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Laughter and Forgetting,"Kundera, Milan",0060932147,9780060932145,0060932147,313        pp,3.96,"49,427",1979,"May 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2019",,Paperback,view,/book/show/240976.The_Book_of_Laughter_and_Forgetting
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blindness,"Saramago, José",,,B003T0GBOM,349        pp,4.17,"289,730",1995,"Aug 23, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Mar 27, 2023","Mar 31, 2023","Dec 30, 2019",,Kindle Edition,view,/book/show/40495148-blindness
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fictions,"Borges, Jorge Luis",0141183845,9780141183848,0141183845,184        pp,4.42,"67,783",1944,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Paperback,view,/book/show/20579877-fictions
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mind Hunter: Inside the FBI's Elite Serial Crime Unit        (Mindhunter #1),"Douglas, John E.",,,,444        pp,4.09,"70,160","Oct 31, 1995","Nov 28, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 10, 2020","May 15, 2020","Dec 26, 2019",,Kindle Edition,view,/book/show/8132279-mind-hunter
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Malcolm X,"X, Malcolm",,,,466        pp,4.36,"267,695","Oct 29, 1965",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Mass Market Paperback,view,/book/show/92057.The_Autobiography_of_Malcolm_X
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,321","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/6149.Beloved
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rebel: An Essay on Man in Revolt,"Camus, Albert",,,B0092EE9TI,360        pp,4.14,"15,983",1951,"Sep 19, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this book was very challenging but in the end it's well worth the effort. The message and core ideas of this book are so poignant and raw thatReading this book was very challenging but in the end it's well worth the effort. The message and core ideas of this book are so poignant and raw that it vastly outshines what I would consider to be its overly dense and confusing prose.Camus takes the reader on a journey to the history of philosophy and historical revolutions. In concise anecdotes, covering the French Revolution to the Russian Revolutions, Rousseau, Hegel, Marx, Lenin, Nietzsche, The Marquis de Sade and Surrealism; easily moving from large historical context to the individual and back again. I could not recommend this book enough to the right kind of reader....more",Notes are private!,0,6,1,"Jul 03, 2020","Sep 15, 2020","Dec 18, 2019",,Kindle Edition,view (with text),/book/show/19003904-the-rebel
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Poems of Emily Dickinson,"Dickinson, Emily",1593080506,9781593080501,1593080506,400        pp,4.23,"14,967",1924,"Oct 12, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2019","Dec 22, 2019","Dec 18, 2019",,Paperback,view,/book/show/67522.The_Collected_Poems_of_Emily_Dickinson
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"185,815","Sep 28, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/34466963-why-we-sleep
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions,Augustine of Hippo,014044114X,9780140441147,B001CG9U4S,346        pp,3.96,"63,584",378,"Nov 30, 1961",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2018",May 2018,"Dec 16, 2019",,Paperback,view,/book/show/361947.Confessions
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and Trembling,"Kierkegaard, Søren",,9780140444490,0140444491,166        pp,4.00,"26,321","Oct 16, 1843",1985,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The religious stage requires passionate, subjective belief rather than objective proof, in the paradoxical and the absurd.So, what’s the absurd? That The religious stage requires passionate, subjective belief rather than objective proof, in the paradoxical and the absurd.So, what’s the absurd? That which Christianity asks us to accept as true, that God became man born of a virgin, suffered, died and was resurrected.According to Kierkegaard Abraham was the ultimate “knight of faith”. Without doubt there is no faith, and so in a state of “fear and trembling” Abraham was willing to break the universal moral law against murder by agreeing to kill his own son, Isaac.I don't believe in God, I'm one of those people Kierkegaard wrote about who discards religion because of science and I cant get passed reason, but disagreeing with a writer is not the basis for my enjoying his/her writing. And i would like to comment just a bit on this little work.Kierkegaard writes;""...passion is necessary. Every movement comes about by passion. And no reflection can bring a movement about.""  1. Is irrationality necessarily illogical or does it have its own logic; is the law of non-contradiction inherent in human nature? In a sense (as Kierkegaard writes of Abraham and Isaac) where the sacrifice of his son is both murder contrary to morality and faith according to divine will, hence the significance of anxiety/anguish/angst amongst the existential philosophers. Abrahams intent is irrational; and that it is both murder and sacrifice according the human mind and hence is irrational in different fields of Philosophy i.e Ethics resulting to contradiction.  2. Must all areas of philosophy cohere or must we take the either/or position of logic-either Ethics or Metaphysics, yet not both? I found Kierkegaard's writing really accessible. This is my first Kierkegaard and Im sure it won't be the last...more",Notes are private!,0,5,1,"Feb 19, 2020","Feb 19, 2020","Dec 15, 2019",,Paperback,view (with text),/book/show/19742521-fear-and-trembling
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall,"Camus, Albert",0679720227,9780679720225,0679720227,147        pp,4.04,"106,472","May 16, 1956","May 07, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 13, 2019","Dec 14, 2019","Dec 12, 2019",,Paperback,view,/book/show/11991.The_Fall
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Without Qualities,"Musil, Robert",0330349422,9780330349420,0330349422,"1,774        pp",4.19,"6,729",1930,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2019",,Paperback,view,/book/show/527756.The_Man_Without_Qualities
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,0141182806,933        pp,3.75,"127,964","Feb 02, 1922","Mar 30, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think Joyce was out of his mind, and this is the novel that makes that in irrefutable fact. Internalizing and comprehending was not a viable option I think Joyce was out of his mind, and this is the novel that makes that in irrefutable fact. Internalizing and comprehending was not a viable option for my pea-sized brain.I'm just proud to say I'm one of those few who have read and finished the entire 930 pages thing....more",Notes are private!,0,15,1,"Dec 22, 2019","Mar 02, 2020","Dec 11, 2019",,Paperback,view (with text),/book/show/10545.Ulysses
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",0374100144,9780374100148,0374100144,898        pp,4.21,"41,674",2004,"Nov 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2019",,Hardcover,view,/book/show/3115359-2666
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Dickinson, Emily",0517206064,9780517206065,0517206064,256        pp,4.18,"28,013",1890,"Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2019",,Hardcover,view,/book/show/112200.Selected_Poems
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotica Romana,"Goethe, Johann Wolfgang von",116266150X,9781162661506,116266150X,42        pp,3.53,483,1795,"Sep 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 06, 2020","Jan 06, 2020","Dec 09, 2019",,Paperback,view,/book/show/10090150-erotica-romana
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Land and Other Poems,"Eliot, T.S.",1411433483,9781411433489,,132        pp,4.22,"68,890",1922,"Jun 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eliot's poems can be confusing, because they're laced with classical, religious, and literary references, from Shakespeare and Dante, to Hindu folk taEliot's poems can be confusing, because they're laced with classical, religious, and literary references, from Shakespeare and Dante, to Hindu folk tales. Yet the poems are to be enjoyed, as something to be experienced more than read. Treating this collection like wrapping yourself in a comfy blanket of gloom.Elliot's work resonates ever more now as the world is going through a collective trauma. The odd bittersweet feeling of closing dark and cold, but also warmth and fires....more",Notes are private!,0,7,1,"Feb 27, 2021","Apr 17, 2021","Dec 09, 2019",,ebook,view (with text),/book/show/7132073-the-waste-land-and-other-poems
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,100","Jul 16, 2019","Jul 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Colson Whitehead's novel is beautifully rendered and examines man's inhumanity to man with a deeply sympathetic main character and an ending you won'tColson Whitehead's novel is beautifully rendered and examines man's inhumanity to man with a deeply sympathetic main character and an ending you won't see coming. Devastating, but a necessary reads....more",Notes are private!,0,2,1,"Dec 27, 2019","Dec 28, 2019","Dec 08, 2019",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,477",1818,"Mar 08, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m surprised at how much I enjoyed Frankenstein. I started it with no enthusiasm whatsoever and expecting something completely different and ended upI’m surprised at how much I enjoyed Frankenstein. I started it with no enthusiasm whatsoever and expecting something completely different and ended up getting it.I also loved the creature's narrative within the novel I found it quite illuminating....more,Notes are private!,0,4,1,"Dec 08, 2019","Dec 09, 2019","Dec 07, 2019",,Paperback,view (with text),/book/show/35031085-frankenstein
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Importance of Being Earnest,"Wilde, Oscar",158049580X,9781580495806,158049580X,89        pp,4.17,"370,442","Feb 14, 1895",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Simply brilliant and outstanding.,Notes are private!,0,2,1,"Dec 18, 2019","Dec 19, 2019","Dec 01, 2019",,Paperback,view (with text),/book/show/92303.The_Importance_of_Being_Earnest
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me,"John, Elton",1250147603,9781250147608,1250147603,374        pp,4.33,"63,471","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2019",,Hardcover,view,/book/show/44303730-me
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,052","Apr 05, 2005","Aug 31, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the stand out work of Dystopian Fiction, it contains elements of science fiction, thrilling mystery, and romance. I loved this stellar work ofThis is the stand out work of Dystopian Fiction, it contains elements of science fiction, thrilling mystery, and romance. I loved this stellar work of literature - so moving, so chilling, so thought-provoking and also deeply sad, a book that will tug your heart and make you tremble. It tells the stories of Kathy H., Ruth, and Tommy, adolescents at a boarding school called Hailsham. The students learn they are clones, created to give vital organ donations to others, and that after such donations, they will die young.Its a fascinating read, to think more about it only makes the whole idea seem more plausible and terrifying. Imagine finding out your purpose was to keep others living longer. The book leaves you trying to comprehend what it means to be a human....more",Notes are private!,0,3,1,Dec 2019,"Dec 05, 2019","Nov 30, 2019",,Paperback,view (with text),/book/show/6334.Never_Let_Me_Go
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Grief Observed,"Lewis, C.S.",,,,76        pp,4.22,"80,969",1961,"Apr 21, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Actual rating 2.5,Notes are private!,0,1,1,"Nov 30, 2019","Nov 30, 2019","Nov 29, 2019",,Paperback,view (with text),/book/show/26077627-a-grief-observed
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,525",1984,"Oct 27, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2019","Jan 03, 2020","Nov 29, 2019",,Paperback,view,/book/show/9717.The_Unbearable_Lightness_of_Being
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"332,991","Jul 14, 2015","Jul 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A short book with a big impact. A must read,Notes are private!,0,2,1,"Nov 30, 2019","Nov 30, 2019","Nov 21, 2019",,Hardcover,view (with text),/book/show/25489625-between-the-world-and-me
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thick: And Other Essays,"Cottom, Tressie McMillan*",1620974363,9781620974360,1620974363,244        pp,4.44,"17,124","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2019",,Hardcover,view,/book/show/40365093-thick
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future Is History: How Totalitarianism Reclaimed Russia,"Gessen, Masha",159463453X,9781594634536,159463453X,515        pp,4.19,"6,347","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2019",,Hardcover,view,/book/show/34713325-the-future-is-history
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Gospel of Judas Iscariot: A New Look at Betrayer and Betrayed,"Ehrman, Bart D.",0195314603,9780195314601,0195314603,208        pp,3.85,"1,697","Oct 01, 2006","Oct 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2019",,Hardcover,view,/book/show/104279.The_Lost_Gospel_of_Judas_Iscariot
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,580","Aug 28, 1844","May 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2019",,Paperback,view,/book/show/7126.The_Count_of_Monte_Cristo
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth","Maddow, Rachel*",,,B07Q18953R,434        pp,4.35,"14,862","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2019",,Kindle Edition,view,/book/show/45897523-blowout
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deaf Republic,"Kaminsky, Ilya",1555978312,9781555978310,1555978312,80        pp,4.41,"8,182","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant and original. I loved this book,Notes are private!,0,2,1,"Dec 20, 2019","Dec 20, 2019","Nov 10, 2019",,Paperback,view (with text),/book/show/40121980-deaf-republic
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,268,832","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2019","Nov 29, 2019","Nov 02, 2019",,Paperback,view,/book/show/1885.Pride_and_Prejudice
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outgrowing God: A Beginner’s Guide,"Dawkins, Richard*",,,B07NBZZ1D7,294        pp,4.05,"5,401","Sep 19, 2019","Sep 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richard is a great, learned and highly intelligent man. His views as a scientist will make atheist proud to be atheists and even convince others to coRichard is a great, learned and highly intelligent man. His views as a scientist will make atheist proud to be atheists and even convince others to come out of the closet. Though Outgrowing God seem like a version of The God Delusion for a younger reader, Dawkins is still aiming at people who have their doubts about religion but see no easy way to reject or separate themselves from it.Nevertheless is a nice read and i recommend it....more",Notes are private!,0,2,1,Nov 2019,"Nov 03, 2019","Oct 28, 2019",,Kindle Edition,view (with text),/book/show/44210213-outgrowing-god
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nausea,"Sartre, Jean-Paul",0811217000,9780811217002,0811217000,178        pp,3.94,"119,307",1938,"May 23, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading Nausea there is no way you don't see yourself reflected, even at times. And to be reflected is to see a part of the misery and incongruity in Reading Nausea there is no way you don't see yourself reflected, even at times. And to be reflected is to see a part of the misery and incongruity in existence itself. Its quite a curious little read, I will visit Sartre again soon....more",Notes are private!,0,6,2,"May 30, 2022Oct 29, 2019","Jun 15, 2022Dec 22, 2019","Oct 28, 2019",,Paperback,view (with text),/book/show/380919.Nausea
