,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New House,"Stimson, Tess*",0008386099,9780008386092,B09PQHZ41V,376        pp,4.04,"11,992","Aug 04, 2022","Aug 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2022",,Kindle Edition,view,/book/show/59722110-the-new-house
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Little World,"Winn, Karen*",0593184491,9780593184493,0593184491,352        pp,3.87,"2,894","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story reminded me of one that takes place in a snow globe- Without the snow. Our lives as young children growing up in the security and love of oThis story reminded me of one that takes place in a snow globe- Without the snow. Our lives as young children growing up in the security and love of our families. The world not reaching past the outer part of that globe. Until a tragedy happens and the globe bursts.A coming of age story of a family and two sisters - Bee & Audrina -and a 4 year old neighbour who disappears at the lake where they all had been. The wedge of miscommunication and secrets; guilt and remorse. The decisions made and the repercussions. How small things can evolve into big, colossal mistakes and regrets. A terrific debut with an authentic character and the dynamics of sisters and family. How the developing of identity is shaped and defined by those around them.A heart tugger.4⭐️...more",Notes are private!,0,102,1,"Sep 05, 2022","Sep 07, 2022","Jun 05, 2022",,Hardcover,view (with text),/book/show/57926115-our-little-world
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anywhere You Run,"Morris, Wanda M.",,,B09R22X1HS,384        pp,4.05,"5,949","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2022",,Kindle Edition,view,/book/show/60306663-anywhere-you-run
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Girls of Willowbrook,"Wiseman, Ellen Marie*",1496715888,9781496715883,1496715888,355        pp,3.93,"36,579","Aug 30, 2022","Aug 30, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is it me or is it this story? It’s shocking the treatment used on those who had mental illness. Shocking more the fact this took place in the early 70Is it me or is it this story? It’s shocking the treatment used on those who had mental illness. Shocking more the fact this took place in the early 70’s. I don’t doubt the reality of this one- the abuse -physical, mental, emotional.What didn’t work for me was the simplistic nature of the writing and the story. It read too much like YA. Was too drawn out in parts. Cropsey the clown killer? Was too convenient how Sage got confused with Rosemary and bam! The administration has locked her up. Too too much. Wiseman has disappointed me with this one. I’m not finishing it but will rate it based on the historical facts.2⭐️...more",Notes are private!,12,244,1,"Oct 02, 2022","Oct 03, 2022","May 28, 2022",,Paperback,view (with text),/book/show/59530862-the-lost-girls-of-willowbrook
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,930","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know why I still get shocked by the lack of humanity humans show over the past, the present, No doubt the future.Daiyu, 11, has been abandonedI don’t know why I still get shocked by the lack of humanity humans show over the past, the present, No doubt the future.Daiyu, 11, has been abandoned. Her parents taken. Her grandmother sends her to city of Zhifu, China in order to be “safe”. The story begins in China in 1882. Safety is found in a calligraphy school. Where she learns by listening outside classroom windows. But when she ventures into the market, it is here where she is kidnapped and sent to america to work in a brothel. She escapes but racism and discrimination by the white man follow her and the Chinese population across the west.The writing is beautiful. The character is amazingly strong & resilient. How she employs ways of separating herself in order to survive. Living as a male to keep her safe. Living the truth through calligraphy. Another shameful history quietly hidden. Chinese exclusion act?! Wtf. History has a way of repeating itself in different forms but with the same horrid results. Discrimination still exists- louder in some countries/cities/towns than others but it unfortunately still rears its ugly face.5⭐️...more",Notes are private!,0,127,1,"Aug 03, 2022","Aug 07, 2022","May 23, 2022",,Hardcover,view (with text),/book/show/55987334-four-treasures-of-the-sky
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three,"Perrin, Valérie",,,B09GJ4BNVW,512        pp,4.29,"17,487",2021,"Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This may have been""Three"" but it's a 5!Three is the story of 3 childhood friends. Bound together from grade 4. The bestest of friends. Adrienne, EtienThis may have been""Three"" but it's a 5!Three is the story of 3 childhood friends. Bound together from grade 4. The bestest of friends. Adrienne, Etienne & Nina with the same dream: to escape their province outside of the city and together venture to Paris and never part.But tragedy strikes one life, shattering their threesome and childhoods dreams. And like dominoes, the three fall. A car is dredged up in the local lake that reunites the 3 back again decades later.Beautiful, intimate characterizations. This is a story about life. The choices we make; the relationships we have; the endurance of those relationships throughout long gaps and life events. The complexity and dynamics of friendships.There is something magical and lyrical in Perrin’s writings. Nothing lost in the actual translation. I have an affinity to France now having been there recently. But also an affinity to animal shelters. I adored Fresh Water for Flowers and this one also successfully yanked at my heart strings. Be still my heart ❤︎ Hands down - on my all time favourites and favourites for 2022!...more",Notes are private!,0,132,1,"Jul 18, 2022","Jul 23, 2022","May 19, 2022",,Kindle Edition,view (with text),/book/show/59630961-three
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Opera Sisters,"Monson, Marianne*",1639930469,9781639930463,1639930469,352        pp,4.06,910,unknown,"Sep 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 18, 2022",,Hardcover,view,/book/show/60439680-the-opera-sisters
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0804172447,9780804172448,0804172447,336        pp,4.07,"517,869","Aug 26, 2014","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/23995368-station-eleven
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,389","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Who is this Demon Copperhead?? Well, let me tell you: He’s a wild red headed melungeon, whipper snapper of a hillbilly. A young boy with a mind so expWho is this Demon Copperhead?? Well, let me tell you: He’s a wild red headed melungeon, whipper snapper of a hillbilly. A young boy with a mind so expansive, how he describes life, is large.Orphaned at 11, Demon’s teenage years are fraught with sadness and hopelessness. Through foster homes, running away and at last finding his grandmother. A life headed to go off the rails, somehow maintained its balance, until it didn’t. As in life, there are tops and bottoms. In Demon’s, the bottom bottoms out with opiates- plundering his chances of making it out of poverty.Demon is a character you will grow attached to and cheer for in his early ages simply for his resilience. But life can be tough and heavy choices are made.Kingsolver, you haven’t lost your touch. This one is epic. This character; this story; the writing. But whoa. It does get dark and heavy for a long part of this journey and it makes one wonder of the helplessness and fear these addicts feel and face in reality.5⭐️Your 2nd story to grace my all time favourites standing next to The Poisonwood Bible...more",Notes are private!,2,216,1,"Jan 20, 2023","Jan 29, 2023","May 15, 2022",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book Woman's Daughter        (The Book Woman of Troublesome Creek, #2)","Richardson, Kim Michele*",1728242592,9781728242590,1728242592,336        pp,4.23,"64,140","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love me some Honey in my reading repertoire. Back to Troublesome Creek in the heart of the Kentucky Appalachians. In this sequel, Honey, Cussy’s daughLove me some Honey in my reading repertoire. Back to Troublesome Creek in the heart of the Kentucky Appalachians. In this sequel, Honey, Cussy’s daughter, takes the reins as the junior Bookwoman. Continuing her mom’s journey delivering books to those isolated in the Mountains.I Can never get enough of these blue, tough, book loving women. Honey is seeking her freedom - emancipation -at the tender age of 15. Why? Her parents, wrongly jailed for miscegenation laws. Wtf?!? A lot of other inbreeding that went on that was way more concerning!The characters are brilliantly memorable. Honey, Pearl, the feisty mule Junia, and what about that vigilante hen, Tommie?!? This was a good place to land ...more",Notes are private!,0,119,1,"May 13, 2022","May 19, 2022","May 13, 2022",,Paperback,view (with text),/book/show/58803339-the-book-woman-s-daughter
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pledge of Silence,"Solomon, Flora J.*",1477870857,9781477870853,B00LWE0QZC,360        pp,4.21,"6,828","Dec 13, 2012","Feb 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Kindle Edition,view,/book/show/23744300-a-pledge-of-silence
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Change,"Miller, Kirsten*",0063144042,9780063144040,0063144042,480        pp,4.10,"41,008","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,0,not set,not set,"May 02, 2022",,Hardcover,view,/book/show/59030015-the-change
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury Pictures Presents,"Marra, Anthony*",0451495209,9780451495204,0451495209,416        pp,3.68,"10,974","Jul 19, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I adore Marra and his masterfully skilled writing.It’s the 1940’s. Immigrants have arrived to LA from pre war Europe. Movies become the propaganda forI adore Marra and his masterfully skilled writing.It’s the 1940’s. Immigrants have arrived to LA from pre war Europe. Movies become the propaganda for the war.At the centre, the story of Maria. An immigrant herself from Italy. Her reflection on a disastrous mistake haunting her through life.The characters are brilliant. A miniaturist; a man of toupees; a photographer who takes the persona of another. The story is humorous and sobering as the European war begins to rage. The racism and sexism surrounding these emigrants and the ridicule they faced. Shameful.A bit long and the stories were a bit messy but did upright themselves. My favourite will remain A Constellation of Vital Phenomena4⭐️...more",Notes are private!,0,152,1,"Aug 12, 2022","Aug 17, 2022","May 02, 2022",,Hardcover,view (with text),/book/show/59109471-mercury-pictures-presents
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Time of the Butterflies,"Alvarez, Julia*",1565129768,9781565129764,1565129768,337        pp,4.15,"71,758",1994,"Apr 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2022",,Paperback,view,/book/show/45013993-in-the-time-of-the-butterflies
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Russian Tattoo: A Memoir,"Gorokhova, Elena*",1451689829,9781451689822,1451689829,336        pp,4.03,"1,199","Jan 06, 2015","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Hardcover,view,/book/show/21412301-russian-tattoo
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ocean State,"O'Nan, Stewart*",0802159273,9780802159274,0802159273,240        pp,3.44,"4,324","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one was a quick page turner. It’s the Teen angst gone savage. You know, boy cheats on girl then girl gets jealous and plots for them to murder giThis one was a quick page turner. It’s the Teen angst gone savage. You know, boy cheats on girl then girl gets jealous and plots for them to murder girl.A little dramatic for me and not sure what the author set out to accomplish. I was waiting for it and hoped to find it, but didn’t. Just seemed like the author could have gone deeper. This one just seemed to skim the surface. Not one I will remember. 3⭐️...more",Notes are private!,0,113,1,"Apr 27, 2022","Apr 28, 2022","Apr 27, 2022",,Hardcover,view (with text),/book/show/58664624-ocean-state
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Butterflies,"Morris, Priscilla*",,,,256        pp,4.27,"5,407","May 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I searched high and low for this since its publication last year. Even crossed a continent but couldn’t land a copy until I found one online this yearI searched high and low for this since its publication last year. Even crossed a continent but couldn’t land a copy until I found one online this year. Finally.This is the story of the Sarajevo siege that raged from 1992-1996. A story of Zora, an artist, who didn’t travel with her daughter, husband and mother to England. While they were gone, she became trapped within her city. Hunger, fear, cold. Their constants.An ugly history and an annihilation. What started as a war for territory shifted to one of religion, with muslims being targeted.Black Butterflies fluttering the landscape. The ashes from the fires that took the library books, the artist’s canvasses and other historical items of significance.The writing captivating. The art a reflection of the beauty Sarajevo had before the war. The landscape; the bridges; the people.The cost of war: devastating.4.5⭐️...more",Notes are private!,2,128,1,"May 30, 2023","Jun 03, 2023","Apr 27, 2022",,Kindle Edition,view (with text),/book/show/60102361-black-butterflies
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Must Be the Place,"O'Farrell, Maggie*",,,B0174PRH7C,402        pp,3.98,"32,344","May 17, 2016","Jul 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Apr 26, 2022",,Kindle Edition,view,/book/show/36680804-this-must-be-the-place
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Keeper of Kyiv,"Litteken, Erin*",,9781804157572,B0B3BGV5WT,373        pp,4.46,"16,569","May 16, 2022","May 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 20, 2022",,ebook,view,/book/show/60848360-the-memory-keeper-of-kyiv
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Watchmaker's Daughter,"Haley, Dianne",,,B09XN8WWX6,unknown,4.09,"1,650",unknown,"Apr 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Apr 19, 2022",,Audible Audio,view,/book/show/60828191-the-watchmaker-s-daughter
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Left Undone,"Trigiani, Adriana*",0593183320,9780593183328,0593183320,439        pp,3.99,"24,098","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I grew up with Italians. I was indoctrinated into their culture learning the curse words, the talking with the hands, the loud passionate voices, the I grew up with Italians. I was indoctrinated into their culture learning the curse words, the talking with the hands, the loud passionate voices, the delicious Nutella, gnocchi, pasta and later the homemade wine! Ooooh lala. Even some of those Italian mamas chasing my friends with a slipper or a wooden spoon. This story was much more than what I was expecting. It’s a beautiful multi generational story. Matilda, the matriarch, is facing old age and death. It’s her reflection on her life, her mother’s own love stories that she shares with her granddaughter.It spans from the 30’s to present. Trudging through the war, the losses, the grief and at the heart of it, the family. The strong and courageous women of generations.Bellisimo!5⭐️...more",Notes are private!,0,180,1,"Jul 05, 2022","Jul 10, 2022","Apr 19, 2022",,Hardcover,view (with text),/book/show/58065358-the-good-left-undone
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sparks Like Stars,"Hashimi, Nadia*",0063008289,9780063008281,0063008289,464        pp,4.29,"19,307","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/53746807-sparks-like-stars
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Foundling: A Novel,"Leary, Ann*",1982120401,9781982120405,,336        pp,3.89,"11,851","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is a foundling? An alien? Nope. A foundling is an orphan. At least back in 1927 it was.This is the story of Mary Engle and the opportunity she laWhat is a foundling? An alien? Nope. A foundling is an orphan. At least back in 1927 it was.This is the story of Mary Engle and the opportunity she lands as a secretary, in a highly recognized Pennsylvania institution. The place houses young women who are ‘idiots’, ‘morons’, feeble minded ones. WHAT?! This is what young women were labelled when they didn't conform to the norm.When she recognizes a girl from her childhood there, she realizes there is something mysteriously frightening going on.Young girls imprisoned for incorrect choices made in their formidable years. Now labelled as deviants with low IQs when this in fact, isn’t the case. Then kept there during their childbearing years.A fascinating glimpse into the horrific history of eugenics. A shameful history.This was fast paced. Leary builds the story into heart racing momentum for the second half.4⭐️...more",Notes are private!,0,123,1,"Jun 15, 2022","Jun 18, 2022","Apr 13, 2022",,ebook,view (with text),/book/show/59364084-the-foundling
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Look Closer,"Ellis, David",0399170928,9780399170928,0399170928,448        pp,4.24,"43,299","Jul 05, 2022","Jul 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pssst. come here. Look closer. A murder. whodunnit it? He/she/they? This was a mind spinner. A bitter cast of characters all selfishly want Simon’s moPssst. come here. Look closer. A murder. whodunnit it? He/she/they? This was a mind spinner. A bitter cast of characters all selfishly want Simon’s money. Some marvellous twists that surprised even this thriller cynic. A Clever and satisfying read. 4⭐️...more,Notes are private!,0,123,1,"Jul 27, 2022","Jul 29, 2022","Apr 12, 2022",,Hardcover,view (with text),/book/show/59316367-look-closer
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unlasting Home,"Al-Nakib, Mai*",0063135094,9780063135093,0063135094,380        pp,4.07,943,"Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Hardcover,view,/book/show/58587885-an-unlasting-home
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ballad of Love and Glory,"Grande, Reyna*",198216526X,9781982165260,198216526X,384        pp,3.82,"1,879","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is definitely a story that needs to be told. Lost or quietly forgotten in American history. Mexico 1846. The war has begun between Mexico and theThis is definitely a story that needs to be told. Lost or quietly forgotten in American history. Mexico 1846. The war has begun between Mexico and the US over the Rio Grande boundary. Irish immigrants supporting Americans in stealing land from the Mexicans. But, the Americans degraded them; mistreated them. Many deserted, crossing the raging Rio Grande to fight alongside the Mexicans, raising more than a finger in resisting them and fighting for their own dignity.This isn’t an Irish lullaby or a Mexican fiesta. This is the grit of war, the loss of land and home. The degradation of fighting for a country not yours and suffering for it. I had no idea California & New Mexico at one time was part of Mexico. But the dissatisfaction and mammoth detractor was in the love story. It was cringy. It could have been way more subtle than a harlequin romance. Maybe this was why I couldn’t connect with the character. ‘Twas a shame.3.5⭐️ As the historical aspects were well researched and the maps were excellent to reference the path the war took....more",Notes are private!,0,109,1,May 2022,"May 07, 2022","Apr 10, 2022",,Hardcover,view (with text),/book/show/58438579-a-ballad-of-love-and-glory
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Love: A Memoir of Love and Loss,"Bloom, Amy",0593243943,9780593243947,0593243943,240        pp,4.27,"21,193","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,2,0,not set,not set,"Apr 10, 2022",,Hardcover,view,/book/show/58065372-in-love
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Train to Moscow,"Gorokhova, Elena*",,,B0919V4MR9,316        pp,3.99,"12,021","Mar 01, 2022","Mar 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I debated reading this. Thinking I would do my own self imposed sanction on Russia. But not all Russians are Putin supporters. Sasha is a young girl wI debated reading this. Thinking I would do my own self imposed sanction on Russia. But not all Russians are Putin supporters. Sasha is a young girl who dreams. Dreams themselves being a defiant act. She hopes of becoming an actress in post war Russia in Moscow. A dangerous proposition if you live under the oppressive regime. Dreams don’t exist here. Survival does. Dreams are a luxury for the elite. But after finding her uncle’s journal, an artist forced to become a soldier, she knows she must escape. But escape isn’t what we in the western world would think. Characters she portrays enable her to slip into another skin rather than living her own life under the lies and corruption of the regime. Gorokhova delivers a poetic, impactful and authentic story of Sasha, her horrific family history & the brutal world in which she lives. Forbidden Love, disappointment, hopelessness- themes that are “unpatriotic” under the iron curtain.What is happening in Ukraine are the unthinkable horrors that happened decades ago. The Russian people being fed lies by this regime and the proverb: hear no evil, see no evil, speak no evil. Add in believe no evil: Live strong. Keeping the population in a fog of fear by intimidation, ignorance and silence. 5⭐️Interestingly enough, the author herself left Russia and resides in the U.S. now. Much of this story parallels her own plight out of the motherland....more",Notes are private!,0,166,1,"Apr 09, 2022","Apr 14, 2022","Apr 09, 2022",,Kindle Edition,view (with text),/book/show/58262242-a-train-to-moscow
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perla,"De Robertis, Carolina*",0307599590,9780307599599,0307599590,236        pp,3.96,"1,782",2012,"Mar 27, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My love for Latin America continues to be fed by some amazing authors who have some fascinating & horrifying stories to tell.This one gutted me. Wide My love for Latin America continues to be fed by some amazing authors who have some fascinating & horrifying stories to tell.This one gutted me. Wide open.It takes place in Buenos Aires, Argentina. The history here is a conflicted one. The military dictatorship did some horrible abusive crimes to Argentinians who were known as ‘subversives’ and became the desparecidos aka the disappeared. Children taken and folded into new families; previous ones erased.Perla, who was born into privilege, has her own demons to face. The false narrative she has of her own father and his career; And the reality of what he did and his own role in her life that was created. The truth is unveiled when a “stranger”appears. The identity she has been seeking, longing for, has now come to fruition with all of its shocking and painful pieces. The writing- exquisitely descriptive. There is some magical realism here and as much as I am not a fan, this worked magnificently. 5⭐️I adored Cantoras which is a later one and I strongly recommend too.Thanks Ann for the reco!!...more",Notes are private!,0,102,1,"Jun 29, 2022","Jul 02, 2022","Apr 07, 2022",,Hardcover,view (with text),/book/show/12303508-perla
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Eye,"Quinn, Kate*",0062943510,9780062943514,0062943510,435        pp,4.29,"135,108","Mar 29, 2022","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me some time to get through this one but not because it was a sludge, oh contraire. I was in France- with little luxury time for reading.AnyonIt took me some time to get through this one but not because it was a sludge, oh contraire. I was in France- with little luxury time for reading.Anyone who follows me knows I’ve been gobbling up Ukraine, and Soviet reads. This one takes places when Ukraine was still part of the USSR in 1942. Germany made the bold step to move into Soviet territory in their quest to take over Europe.Mila, is a sharp shooter whose skills make her a Soviet war heroine. But this story is also based on fact and her 309 noted kills. Also known as Lady Death, she was a graduate and historian. But even as that title harbours steel, this is the story of her relationships, single parenting, and the strong female in a time when women were shunned for holding high ranks. And the character development from being a child bride at 15.It’s also about the Soviet culture and how it’s communism is ingrained at an early age. Individualism is not. Everything is done for the motherland.I haven’t read anything by Quinn before so I’m thrilled to know she has a few more out there waiting for me.If you get a chance to read a physical copy, it does include some great photos of her. The author's notes are excellent as well as her research to the her previous novel lead to the discovery of Mila.5⭐️...more",Notes are private!,0,171,1,"May 29, 2022","Jun 12, 2022","Apr 07, 2022",,Hardcover,view (with text),/book/show/58490567-the-diamond-eye
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Groupies,"Priscus, Sarah*",0063218011,9780063218017,0063218011,384        pp,3.39,"2,666","Jul 12, 2022","Jul 12, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love all things 70’s. The music, the bell bottoms, the roller skating, ok maybe not so much the hair. It seemed like a groovy time to be a teen. I wI love all things 70’s. The music, the bell bottoms, the roller skating, ok maybe not so much the hair. It seemed like a groovy time to be a teen. I wasn’t one until the 80’s - but boy, I envied those teens like a drooling dog. But as much as I love the decade, I didn’t love this story. It was bland. Boring. Benign. I saw the ratings plummet on this release which was a month ago. A sign I failed to acknowledge. Too YA for me.It does not compare to Daisy Jones & The Six. Read that if you haven't. The Final Revival of Opal & Nev is also a great 70's story. Mary Jane also a delightful one. The movie, ""Almost Famous"" is a fantastic glimpse into the groupie world. DNF 1⭐️...more",Notes are private!,0,121,1,"Aug 09, 2022","Aug 10, 2022","Apr 07, 2022",,Hardcover,view (with text),/book/show/57883989-groupies
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lark Ascending,"House, Silas*",164375159X,9781643751597,164375159X,288        pp,4.16,"3,621","Sep 27, 2022","Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I keep thinking I don’t like post apocalyptic stories, but I keep reading stories that prove me wrong. This is all about survival. Surviving the wildfI keep thinking I don’t like post apocalyptic stories, but I keep reading stories that prove me wrong. This is all about survival. Surviving the wildfires in the US that have burned it to the ground. The entire continent. Surviving a perilous journey across the sea from America to Ireland in the hopes they are taking refugees. But by the time they almost arrive, a storm takes most of them out and those remaining are targeted by the militia. Lark somehow survives and meets up with a dog, Seamus, and a woman, Helen.This is a dark read. It makes you wonder if this is the path humanity will take. History repeating itself. Discriminating against groups. Ignoring the warning signs happening now with climate change.House takes on a frightening journey. But there is hope in this darkness. And a beagle who just makes you appreciate life in all its forms. ...more",Notes are private!,5,101,1,"Oct 20, 2023","Oct 23, 2023","Apr 06, 2022",,Hardcover,view (with text),/book/show/59892263-lark-ascending
