,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Glee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Sad True Love Story,"Shteyngart, Gary*",1400066409,9781400066407,1400066409,331        pp,3.45,"40,736","Jul 06, 2010","Jul 27, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cannot finish. Super gross whiny execution of pretty good idea (observations of a society obsessed with illiterate twenty-somethings who can't put dowCannot finish. Super gross whiny execution of pretty good idea (observations of a society obsessed with illiterate twenty-somethings who can't put down their smart-phonish ""apparats"" long enough to make eye contact). Gross middle-aged guy pursuing 86 pound teenager and seems only to engage in oral sex with the kind of detail I can live without. At least for the first 100 pages or so. I quit. One of those truly weird experiences...every paragraph, every page so blisteringly achingly funny and observant, but hung together on truly repulsive characters and motivation [other than to live forever] scant or non-existent....more",Notes are private!,0,33,1,not set,"Apr 22, 2011","Apr 22, 2011",,Hardcover,view (with text),/book/show/7334201-super-sad-true-love-story
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eyre Affair        (Thursday Next, #1)","Fforde, Jasper*",0142001805,9780142001806,0142001805,374        pp,3.89,"132,382","Jul 19, 2001","Feb 25, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just remembered this book after watching the recent (awful, plodding too dark - literally) release of Jane Eyre. One of the most creative ideas I've rJust remembered this book after watching the recent (awful, plodding too dark - literally) release of Jane Eyre. One of the most creative ideas I've run across, ever. The protagonist is a ""literary"" detective who ends up chasing after a dangerous miscreant who has altered Jane Eyre! He has the ability to enter the pages of the book and mess with it, and he alters the fateful, first meeting of Jane and Rochester.. the horse doesn't fall. Jane doesn't help Rochester up. He goes on back to the homestead (yes, I know it has a proper name, but not coming to me now) and leaves without ever really talking to her. Or something like that. Anyway, Jane Eyre (the book) is ruined, and all the Victorian romance novels that were inspired by JE disappear from literary fiction. Or something like that. (It has been several years since I read it.) Since the literary detectives are fairly low-level in the MI branches (oh yeah, this all takes place in England), our protagonist, Thursday Next [see how clever! see how British!], has to team up with other low-level detectives, such as vampire and werewolf hunters.This is just fun and imaginative and well worth anyone's time. Anyone, that is, if you like Jane Eyre, or have never even read Jane Eyre, but you like creative, playful writers!...more",Notes are private!,0,6,1,not set,Jan 2006,"Apr 06, 2011",,Paperback,view (with text),/book/show/27003.The_Eyre_Affair
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of Jade        (Temeraire, #2)","Novik, Naomi*",0345481291,9780345481290,0345481291,398        pp,3.89,"49,686","Apr 25, 2006","Apr 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m beginning to think of this series as sort of eating M&M’s. That are good for you. I kinda want to give them 5-stars, and maybe I should, but readiI’m beginning to think of this series as sort of eating M&M’s. That are good for you. I kinda want to give them 5-stars, and maybe I should, but reading them tires me in some way. Maybe that is because I stay up late into the wee hours reading them. I really like inserting dragons into history, and this series does it well. But it is much more than just making sense (and fun) of Victorian sensibilities. Actually, the author does a very good job of putting you inside the head of someone who believes dearly in honor, the Crown, and the superiority of British civilization, while having him over time come to the realization that many of these very conventional foundations are rotten. Civil rights for dragons. For women. And he comes to realize that in this book via his exposure to Chinese civilization – which, if my stereotypes hold, was and is not the most favorable toward women…but in this book, women’s rights in China are a byproduct of the Chinese reverence for dragons…so, take it where you can get it.In between the (aerial, as in on the back of dragons in flight) swordfights is political intrigue – the rather obvious plodding politics of Britain in the Victorian age, the more sophisticated politics of the Chinese Emperor’s Court (which are complicated by the related dragon issues, as compared to the British who assume they are superior to dragons, just like they are to everyone and everything else on the planet) play out. (Someday, I’ll figure out a way to express my run-on parenthetical thoughts without destroying the underlying sentence, but obviously, that day is not yet here.)So, enjoyable and a lot of food for thought. Will Laurence, the annoyingly endearing British Naval officer converted to dragon handler, is moving through a lot of evidence to refute his heretofore unassailable belief in everything he has held dear and it will be interesting to see if he will use this knowledge to better the situation of dragons and women in Britain, or at least try. And for his dragon Temeraire, this is a nice if very unusual coming-of-age story….imagine a brilliant mind and adolescence in a 20 ton dragon and you get the idea….but Temeraire has a much clearer view of the world, and it is through his questioning of duty and Crown and everything else that Will is growing beyond what he has always “known” as the truth.I look forward to the other books in the series, but I need a break from dragons for a couple of days…the (necessary) slaughter of many beeves, sheep, and tunnies (tuna) that is required to sustain dragons wears on me. And I’m not even a vegetarian…....more",Notes are private!,0,7,1,not set,"Apr 05, 2011","Apr 05, 2011",,Mass Market Paperback,view (with text),/book/show/14069.Throne_of_Jade
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Architecture of the Arkansas Ozarks,"Harington, Donald",1592640737,9781592640737,1592640737,425        pp,3.90,941,"Jan 01, 1975","Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't really know where to start with this one. It was charming, informative (about things that are of little or no interest generally, but become sI don't really know where to start with this one. It was charming, informative (about things that are of little or no interest generally, but become so with this author), playful, snarky, and above all, affectionate in the portrayal of the settlers/citizens of the hamlet of Stay More, Arkansas. (Happily referred to as Stay Morons.) I have to admit to a personal bias here, having been born in northwest Arkansas to a native Arkansan and a DamnYankee (who had only ventured out of the Hudson Valley to attend the University of Arkansas). Although we left for the Hudson Valley when I was very young, I have always had a somewhat romanticized notion of my Ozarks roots, and this book addresses many of my preconceptions. But even without that, this is a gifted author who skillfully (and again, very playfully) recounts a fictional history of the Arkansas Ozarks. The gimmick he uses is to begin each chapter with an example of architecture associated with the characters and history to be covered in that chapter. The point isn't the architecture, other than as it reflects the life and times of the people in this historical (but fictional) narrative.Mr. Harington knows whereof he speaks as an architect (at one point he was on the faculty of the University of Arkansas) and as an observer of human nature. And his chapters all start with a drawing of the architectural example for the chapter.An overlay at the beginning of the book is a quote from Frank Lloyd Wright:""The true basis for any serious study of the art of Architecture still lies in those indigenous, more humble buildings everywhere that are to architecture what folklore is to literature or folk song to music and with which academic architects were seldom concerned....These many folk structures are of the soil, natural. Though often slight, their virtue is intimately related to the environment and to the heartlife of the people. Functions are usually truthfully conceived and rendered invariably with natural feeling. Results are often beautiful and always instructive.""A wonderful book that I thought about a lot both while I was reading it and after I finished it. I hope to keep thinking about it for a long time....more",Notes are private!,0,1,1,not set,"Mar 31, 2011","Apr 02, 2011",,Paperback,view (with text),/book/show/563784.The_Architecture_of_the_Arkansas_Ozarks
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"His Majesty's Dragon        (Temeraire, #1)","Novik, Naomi*",0345481283,9780345481283,0345481283,374        pp,4.06,"100,051","Jan 03, 2006","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a great can’t-put-it-down quick read! The Napoleonic Wars! With dragons! And a (human) hero who is right out of 19th century British Naval fustinWhat a great can’t-put-it-down quick read! The Napoleonic Wars! With dragons! And a (human) hero who is right out of 19th century British Naval fustiness – living up to those wonderful hypocritical conventions of what it meant to be “civilized” in England at the height of her colonial expansiveness. In other words, he was brave, stalwart, incredibly annoying, and yet endearingly so. If you are up for reimagining the Battle of Trafalgar with an aerial component (dragons), this is your book! If you like the hilarity of maintaining one’s grooming and dress standards whilst training with dragons (who really don’t have very tidy dinner manners) – and when you are realizing that your dragon is probably quite a bit brighter than you are – then you have the general idea of what our hero, Will Laurence, is facing…...more",Notes are private!,0,2,1,not set,"Apr 02, 2011","Apr 02, 2011",,Mass Market Paperback,view (with text),/book/show/28876.His_Majesty_s_Dragon
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things a Brother Knows,"Reinhardt, Dana",0375844554,9780375844553,0375844554,256        pp,3.85,"3,087","Sep 14, 2010","Sep 14, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very well done young adult novel about two brothers, both of whom have been profoundly affected by the older brother unexpectedly joining thThis is a very well done young adult novel about two brothers, both of whom have been profoundly affected by the older brother unexpectedly joining the Marines after graduating from high school. The prose is uncomplicated and straightforward, with a good ear for dialogue. The book begins as the older brother returns home after three years of service in the military, a good deal of which was spent in combat. While unspecified, the desert played a large part, so you can infer where the combat occurred. And you realize it doesn’t matter. Combat changes people forever, whenever and wherever experienced. The characters are well developed, especially the younger brother and his two best friends.As the older brother struggles to come to terms with his experiences, he isolates himself from the world, locking himself in his room for days, refusing to ride in cars (or buses or taxis or trains), and rejecting overtures from his family and old girlfriend. The younger brother desperately wants things to be as they were “before”. The journey (literally and figuratively) to connect with his brother leads to his growing understanding, and finally acceptance, that the past is not recoverable. And the end of the younger brother’s journey provides for the beginning of the older brother’s journey to recovery.Another interesting point of contrast in the book is between this generation's experience of military service and the experience of the parents (and even grandparents) of the brothers. The brothers are modern day young adults, so military service is unevenly distributed across the population, and is very unusual in their middle class suburban existence. When the older brother made the decision to join the Marines, his family and friends were horrified...after all, he had been accepted at Cornell, Columbia and Berkeley. So why was it he joined the Marines? In contrast, the father and grandfather of the brothers were Israeli, and their military experience was culturally universal, one that everyone they knew had experienced. Nonetheless, after emigrating to America and raising a family, they were still dismayed that their older son decided to join the military rather than going off to the university of his choice. But the father and the sons actually talked about the differences in expectations and experiences and how that affected their re-entry (or difficulty in re-entry) into ""normal"" society.Finally, like many YA novels, it is also a quick read, and that helped me like it even more…....more",Notes are private!,0,0,1,not set,"Mar 04, 2011","Mar 04, 2011",,Hardcover,view (with text),/book/show/7507905-the-things-a-brother-knows
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sentry        (Elvis Cole, #14; Joe Pike, #3)","Crais, Robert",0399157077,9780399157073,0399157077,306        pp,4.23,"21,619","Jan 11, 2011","Jan 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably not really a five star, but just what I needed. I love Joe Pike. And Robert Crais is a very readable author. Straightforward, interesting ploProbably not really a five star, but just what I needed. I love Joe Pike. And Robert Crais is a very readable author. Straightforward, interesting plots, and unforgettable characters. The first five or six of the Elvis Cole/Joe Pike novels were wonderful, and this is up to those. My trio of reliable murder mystery authors - Lehane, Connelly, and now Crais. Three in a row in the last week or two. Lehane the darkest, Connelly the most variable (but always pretty good), and Crais, always a deft touch. The novels that lean on Elvis Cole are the lightest because of Elvis' wise-cracking, but I can't get enough of Joe Pike. Reading Crais is like drinking a ""tall glass of cool water"", with apologies to somebody......more",Notes are private!,0,0,1,not set,"Feb 24, 2011","Feb 24, 2011",,Hardcover,view (with text),/book/show/8805443-the-sentry
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reversal        (The Lincoln Lawyer, #3; Harry Bosch Universe, #22)","Connelly, Michael*",0316069485,9780316069489,0316069485,389        pp,4.20,"77,570","Oct 05, 2010","Oct 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As much as I love Michael Connelly's writings, this one didn't hit the spot for me. It is so comfortable to read his stuff that it partially makes up As much as I love Michael Connelly's writings, this one didn't hit the spot for me. It is so comfortable to read his stuff that it partially makes up for some of the shortcomings. This book features a (relatively) new character, Mickey Haller, a defense attorney. (Haller is first introduced in The Lincoln Lawyer, which is evidently about to be released as a movie with, someone please save us, Matthew McConaughey as Haller. That, in and of itself, is enough reason for me not to see it...and I'm not a particularly discriminating movie-goer, as evidenced by the fact that I intend to see I Am Number Four tomorrow.) Sheesh. Back to the book.The story is tidy, well-laid out, and moves quickly to a reasonably satisfying conclusion. The real problem is that I don’t find Haller a particularly interesting or compelling character. Connelly’s Harry Bosch, however, is both. And he is also in this story, which only serves to make Haller even less interesting than he is.The plot explores the interesting games that defense lawyers and district attorneys play in their respective parts in delivering “justice”. And, just like a lot of Law and Order shows, justice is subverted by the complexities of real life and real people and real problems. Luckily, Connelly’s villain deserves everything coming to him – but it certainly doesn’t happen because of the trial process. I really like Connelly’s clean expository style (if memory serves, he was an LA Times reporter before he started writing full time). Anyway, an easy read, and satisfying – just not the best that Connelly has produced in the past with Harry Bosch. (I do have to acknowledge I almost gave up on Harry Bosch in Connelly’s last book – “Nine Dragons”, I think – because his self-destructive tendencies caused hideous collateral damage.. while his behavior often creates havoc, but it was to an extreme that made me a bit ill in that book.)...more",Notes are private!,0,0,1,not set,"Feb 21, 2011","Feb 21, 2011",,Hardcover,view (with text),/book/show/7936809-the-reversal
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moonlight Mile        (Kenzie & Gennaro, #6)","Lehane, Dennis*",0061836923,9780061836923,0061836923,324        pp,3.75,"23,584","Nov 02, 2010","Nov 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This twelve-years-later sequel to “Gone Baby Gone” seems to be Lehane’s attempt to bring to some sort of more satisfying resolution to Amanda McCreadyThis twelve-years-later sequel to “Gone Baby Gone” seems to be Lehane’s attempt to bring to some sort of more satisfying resolution to Amanda McCready’s (the ‘Baby’ of GBG) life than how he left it at the end of GBG. The ending of that novel/movie was when his protagonist made an awful choice between two options (bad and much worse – he picked much worse) by returning four-year-old Amanda to her skank of a mother after taking her from a wonderful couple (that, it has to be noted, had kidnapped Amanda) who loved her and were raising her with love, affection, and stability -- circumstances her mother was notably unable to provide. Lehane is an incredibly skilled author – he specializes in exploring the uncomfortable seam between our system of justice and justice itself – and if you think they are remotely related, you haven’t read Lehane. His protagonist, Patrick Kenzie, is a “good” man who leaves a trail of grief and havoc wherever he ventures. Anyway, now-sixteen-year-old Amanda has disappeared again, and Patrick once again goes in search. In this search, he introduces his usual cast of thugs and psychos, some of whom are also “good” guys – a Russian hitman, who’d a thunk it? – and truly bad guys, who are often people in authority in various bureaucracies – cops, social workers, etc.I don’t know if Lehane takes all readers out of their comfort zones. He certainly does me. And while I rated this a four-star – as much for sentimental reasons about Amanda’s resolution as his skill, I do have to confess I am getting a bit tired with the “my Boston thugs are way tougher, meaner, more psychotic than your thugs”. Not to mention the unbelieveable skanks (I really don’t use that word a lot); maybe I saw this too soon after “The Fighter” which brought to the screen true skankiness in the form of the mother and the seven sisters of the titular hero. And again, from Boston (OK, Lowell, but close enough)….So, if you like Lehane and you can deal with his unrelenting violence, read this. Especially if you always wondered what happened to Amanda after she was returned to sweet Helene of Dorchester…...more",Notes are private!,0,0,1,not set,not set,"Feb 06, 2011",,Hardcover,view (with text),/book/show/7853757-moonlight-mile
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Gate        (Mither Mages, #1)","Card, Orson Scott",0765326574,9780765326577,0765326574,379        pp,3.82,"29,046","Jan 04, 2011","Jan 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Orson Scott Card is a very good writer. The man can tell a story. And one of the things he does best is coming-of-age stories, especially with adolescOrson Scott Card is a very good writer. The man can tell a story. And one of the things he does best is coming-of-age stories, especially with adolescent misfits as the protagonists. “The Lost Gate” has such a misfit, Danny North. Danny is the only kid in his village who can’t do magic. He is smart and athletic and funny, but he can’t do the simplest magic. Sadly for Danny, magic is not only the most valued skill, but also the ticket to success and status in his community. So Danny feels pretty sorry for himself until one day he figures out he CAN do magic – unfortunately, it is the one kind of magic that is forbidden; and they aren’t kidding around. If his elders discover he can do this particular kind of magic, he will have to be killed. So, of course, he is discovered and has to flee. And thus the story begins.I wasn’t as stunned by this book as I was by “Ender’s Game”, but not much has the kind of impact that book had. And I like that Card is developing this as a basis for a series – not dependent trilogies, but books you can read and not be pissed off because it ends in a cliff hanger.If you like fantasy, this is a nice easy, fairly quick read. And Card has a real ear for dialog, especially adolescent patter. And snark.Warning: maybe it was just me, but I did get a bit confused in the last third of the book when Danny’s skills are advancing so quickly I had trouble keeping up…but I think a lot of this is laying the groundwork for subsequent books in a “Mithermages” series. So it will be more familiar next time around. And I will be reading them....more",Notes are private!,0,1,1,not set,"Jan 28, 2011","Jan 30, 2011",,Hardcover,view (with text),/book/show/9265891-the-lost-gate
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Unicorn        (The Last Unicorn, #1)","Beagle, Peter S.*",,,,294        pp,4.18,"119,697",Mar 1968,Jul 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to really love this book, but I didn’t - quite. I did really like it, but I got bogged down at times, often for the good reason that the writI wanted to really love this book, but I didn’t - quite. I did really like it, but I got bogged down at times, often for the good reason that the writing was so amazing that I had to slow down and let it roll around in my brain for a while. I read it many years ago and had appreciated it as a sad, sweet fairy tale. It is that, but the writing is remarkable. Lyrical, funny, tender, and often heart-breaking. Some samples:“…the tiny, dry sound of a spider weeping…”“…but the coincidence trailed down (his) spine like wet seaweed…”“When you are old, anything that does not disturb you is a comfort. Cold and darkness and boredom long ago lost their sharp edges for us, but warmth, singing, spring – no, they would all be disturbances..”--The skull gave a rattling chuckle. “I’ve been up on this pillar a long time,” it said. “I was Haggard’s chief henchman once, until he smote off my head for no reason. That was back in the days when he was being wicked to see if that was what he really liked to do. It wasn’t, but he thought he might as well get some use out of my head, so he stuck it up here to serve as his sentinel. Under the circumstances, I’m not as loyal to King Haggard as I might be.”So… all told, witches and princes and magic, oh my! Enjoy....more",Notes are private!,0,1,1,not set,"Jan 23, 2011","Jan 23, 2011",,Paperback,view (with text),/book/show/29127.The_Last_Unicorn
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Giants        (The Century Trilogy, #1)","Follett, Ken*",0525951652,9780525951650,0525951652,985        pp,4.31,"323,196","Sep 28, 2010","Sep 28, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A disappointment. I was so taken with The Pillars of the Earth, I really looked forward to this book. However, this has a real paint-by-numbers feel aA disappointment. I was so taken with The Pillars of the Earth, I really looked forward to this book. However, this has a real paint-by-numbers feel and while reading it was a notch above reading my high school history tomes, it wasn't by much. It was sort of interesting to have characters inserted into World War I events (pre- and a tiny bit post-), but it still felt like plodding through a textbook. And the Russian Revolution. Sheesh. What a bunch of ideological/philosophical claptrap... it reminded me of the worst of Kim Stanley Robinson's lecturing on not just forms of government but the actual forming of government in the Red/Green/Blue Mars trilogy. Whether or not you agree or disagree with Robinson's world view, I found it hard to appreciate 50 pages of dialog of actual floor debates. And now to my disappointment, Follett does the same thing with the Bolsheviks, the Mensheviks, the revolutionaries, the counter-revolutionaries, the Reds, the Whites.... I have a headache. Important issues of justice and civil liberties turned into an absolute bore.Nevertheless, I do feel I understand the whys and wherefores of WWI in much greater depth than I did before. And I can really appreciate the citation for bravery that my grandfather earned in France in 1917-1918 (signed by Pershing, no less). What a nightmare those never-ending battles were. So, while I can't recommend this book unless you are looking for a way to avoid reading an actual history text, I am glad I read it. And I'm really glad I'm done.As always, historical fiction is much easier to digest than straight history....more",Notes are private!,0,16,1,not set,"Jan 04, 2011","Jan 04, 2011",,Hardcover,view (with text),/book/show/7315573-fall-of-giants
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Grit,"Portis, Charles",1585673692,9781585673698,1585673692,224        pp,4.17,"59,301","May 21, 1968","Dec 30, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good. Suffered from very high expectations. Several mentions of the book in various promotions for movie opening tomorrow, and the references werVery good. Suffered from very high expectations. Several mentions of the book in various promotions for movie opening tomorrow, and the references were almost reverential about this book. I think I would have liked it better if I had ""discovered"" it, instead of being told it was the greatest book ever written (or something like that, according to the NY Times). But a great little read, great characters, unbelievable dialog (which I understand the Coen brothers adopted wholesale -- I'll see soon enough), and Miss Mattie Ross is a character who will stick with me for quite a while, I think....more",Notes are private!,0,0,1,not set,"Dec 21, 2010","Dec 21, 2010",,Paperback,view (with text),/book/show/257845.True_Grit
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Passage        (The Passage, #1)","Cronin, Justin*",0345504968,9780345504968,0345504968,784        pp,4.04,"211,988","Jun 08, 2010","Jun 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Again, WTF? Why does this keep happening? I write a , and it disappears!!! Every time this happens, I think ""bye bye"" Goodreads. It's not like IAgain, WTF? Why does this keep happening? I write a , and it disappears!!! Every time this happens, I think ""bye bye"" Goodreads. It's not like I have such wonderful things to say that the world will be a lesser place without my s, it's just that same feeling you get when you forget to save a document and the power goes out..So, I'll try one more time.I must be the only person in North America who didn't know this was Part 1 of a trilogy. After slogging through 766 pages, there is this nonconclusive series of depressing events that happen to several of the main protagonists on the last few pages. Now I know they are cliffhangers...sheesh! However, I am a fan of post-apocalyptic survival stories (especially when we have done the damage to ourselves) and this is certainly that. And while I love sci-fi and mindless thrillers, I don't like horror, and this verges into that territory with the creatures (called smokes by the civilian survivors, and dracs by the military survivors) that prey upon our intrepid heroes and heroines. I DO love the geeky detail of surviving -- how will we keep the lights on, folks (and lights are VERY important to survival in this book)? The reason for the survival colony being near San Gorgonio Pass is that's where all those wind turbines are, and they keep on trucking (not without significant maintenance, mind you, but nonetheless). But OMG! Those batteries are not very good at holding a charge after 100 years, so a contingent of our plucky survivors must head out on a cross country journey where they will be snacked on by the smokes/dracs and have many, many close calls and assorted adventures!! My favorite character is Michael, a mechanical/electrical/computer programming genius, affectionately nicknamed ""Circuit"" by the civilian survivors, and ""Lugnut"" by the miltary guys. Turns out he prefers ""Lugnut"" to ""Circuit"". Who knew?Also, this is being marketed as a vampire book. And while the creatures certainly have some ""classic"" vampire qualities - fangs, sunlight kills them [into smoke - get it???] -- they seem more like (fast) zombies. And I really don't like zombies. Or reading about them, or watching movies with them. Vampires, sometimes yes. If they are witty and cultured... And no, I don't mean Twilight. I don't think much of sensitive vampires with teenage angst.So if I had known this was part 1 of a trilogy and about vampires, I probably wouldn't have picked it up. But it was a decent read, and I will read parts 2/3 but only after they both come out....more",Notes are private!,0,0,1,not set,"Dec 15, 2010","Dec 16, 2010",,Hardcover,view (with text),/book/show/6690798-the-passage
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Kicked the Hornet's Nest        (Millennium, #3)","Larsson, Stieg",,,B0031YJFCQ,675        pp,4.24,"735,124",May 2007,"May 25, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A rollicking finish to the trilogy! Couldn't put the book down. I really enjoyed this series, despite the author's tendency to confuse prose with writA rollicking finish to the trilogy! Couldn't put the book down. I really enjoyed this series, despite the author's tendency to confuse prose with writing catalog descriptions. If you liked the first two, you will not be disappointed in the third!...more",Notes are private!,0,0,1,not set,"Nov 20, 2010","Nov 22, 2010",,Kindle Edition,view (with text),/book/show/8300755-the-girl-who-kicked-the-hornet-s-nest
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why the Devil Chose New England for His Work,"Brown, Jason*",1890447471,9781890447472,1890447471,276        pp,3.66,316,"Jan 01, 2007","Nov 10, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had a really hard time with this book. The writing is truly amazing, from a literary/craftsman point of view. But reading it was a very unpleasant eI had a really hard time with this book. The writing is truly amazing, from a literary/craftsman point of view. But reading it was a very unpleasant experience. If Stephen King's descriptions of Maine don't keep you away, try this book. I don't mean to compare the two authors because they couldn't be more different, not just in terms of skill, but King is so ham-handed and brutal, and Brown is so elegant, spare and haunting. And yet. Truly a hatchet job on Maine. Or any other cold and harsh environments, populated by people in poverty (of spirit as much as of money) and hard luck. What's that old joke -- if it weren't for bad luck, I'd have no luck at all?The horrors in this book are about quiet desperate lives being lived on the margins of nowhere. No hope. And glimmers of hope are crushed, making you sorry you ever had the temerity to hope. Kids falling through the ice in winter and drowning. Lissome teenagers implying unwanted sexual attention from adults, who are then shunned or killed. And it is never clear what is real and what is not.I have a similar complaint about Joan Didion -- exquisite prose squandered on bleakness. ...more",Notes are private!,0,0,1,not set,"Nov 12, 2010","Nov 14, 2010",,Paperback,view (with text),/book/show/1782268.Why_the_Devil_Chose_New_England_for_His_Work
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sizzling Sixteen        (Stephanie Plum, #16)","Evanovich, Janet*",0739377728,9780739377727,0739377728,371        pp,3.97,"82,101","Jun 22, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 05, 2010","Nov 05, 2010",,Paperback,view,/book/show/7023554-sizzling-sixteen
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nature Girl,"Hiaasen, Carl*",0307262995,9780307262998,0307262995,306        pp,3.66,"25,047","Oct 30, 2006","Nov 14, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I already wrote a meaningless  that for some reason again got lost when I tried to post it. I am considering giving up on Goodreads.Read it, donI already wrote a meaningless  that for some reason again got lost when I tried to post it. I am considering giving up on Goodreads.Read it, don't read it. Not a life-changing book, a few good yuks along the way. Typical Hiaasen....more",Notes are private!,0,0,1,not set,"Oct 14, 2010","Oct 16, 2010",,Hardcover,view (with text),/book/show/13060.Nature_Girl
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Dead Thing        (Charlie Parker, #1)","Connolly, John*",067102731X,9780671027315,067102731X,467        pp,3.96,"30,250","May 11, 1999","Jul 01, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A frustrating read. Very good book for a first novel, but overly complicated and overly gory. Hard to believe that author is Irish -- his depictions oA frustrating read. Very good book for a first novel, but overly complicated and overly gory. Hard to believe that author is Irish -- his depictions of Louisiana swamps, New Orleans ambiance, etc really ring true. Hard for me to get through -- too many characters, too many plot lines....more",Notes are private!,0,1,1,not set,"Sep 25, 2010","Sep 25, 2010",,Mass Market Paperback,view (with text),/book/show/175242.Every_Dead_Thing
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Fall        (Leonid McGill, #1)","Mosley, Walter",1594488584,9781594488580,1594488584,306        pp,3.78,"5,189",2009,"Mar 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 24, 2010","Sep 06, 2010",,Hardcover,view,/book/show/4163411-the-long-fall
