,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mari's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alex        (Verhœven, #2)","Lemaitre, Pierre",8804613599,9788804613596,8804613599,341        pp,4.09,"17,616","Feb 02, 2011","Oct 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"L'uomo si avvicina e si ferma a guardare quella ragazza nuda, rannicchiata in fondo alla cassa. Gli occhi sgranati, rapiti, come un entomologo che os L'uomo si avvicina e si ferma a guardare quella ragazza nuda, rannicchiata in fondo alla cassa. Gli occhi sgranati, rapiti, come un entomologo che osservi una specie rara. Sembra appagato. Poi si riscuote e impugna l'avvitatore.Qualcuno di voi vedeva Lost? Ricordate quei finali di puntata in cui una certa situazione sembrava quasi chiarita e quindi fiduciosi aspettavate l'inizio della puntata successiva per riprendere il filo della storia e chiudere il capitolo? E invece...zac! Cambio di scena, di epoca, di tutto....si ricomincia! Bene, perché Alex del francese Pierre Lemaitre, classe 1951 è proprio così.Alex, appunto, viene rapita, malmenata e rinchiusa in una gabbia sospesa in aria. Il suo aguzzino le da dei croccantini per animali, dell'acqua centellinata e torna quotidianamente per scattarle delle foto. E' convinta di morire Alex, è questo che il suo rapitore le ha detto  “ti guarderò crepare lurida puttana”.  Un giorno le porta per compagnia dei topi, e poi sparisce e non torna più. Alex ormai è stremata, sta perdendo le forze, non dorme quasi più, vede appannato, i rumori le giungono ovattati. La gabbia è troppo piccola, non può allungare le gambe ne alzarsi in piedi. Ha dolore ovunque, è terrorizzata, i topi aumentano, all'inizio si accontentano dei croccantini ma poi capisce che è lei che vogliono, la guardano, la annusano....ma Alex non vuole morire, non così, non ora!La polizia brancola nel buio. Una ragazza è stata rapita, un passante ha visto un uomo in strada picchiare una donna, scaraventarla in un furgone e fuggire. La paura non gli ha permesso di intervenire e dal punto in cui si trovava non è riuscito a distinguere bene le figure. Non si riesce a risalire all'identità della ragazza, forse però uno spiraglio si apre sul rapitore, ma poi succede che....Succede che dovrete leggerlo, perché io proprio non posso dirvi più niente. Credetemi vi farei un torto, vi rovinerei una storia agghiacciante, sorprendete e anche commovente. Non mi ha risparmiato un'emozione Lemaitre con questo suo esordio italiano. E' azzeccata la trama, sono giusti i tempi, i personaggi...è tutto perfettamente e sapientemente dosato con la maestria di uno chef. Alex è una donna che sbalordisce, intenerisce e suscita emozioni contrastanti in ogni pagina, ma fantastico è anche il personaggio del comandante Camille Verhoeven che dal basso del suo metro e quarantacinque sembra, per usare una battutaccia che troppo spesso è costretto a sentire, non essere all'altezza del caso, ma che invece ci si attacca come un mastino al polpaccio e non molla la presa fino a quando non è soddisfatto del risultato.Consigliatissimo!http://corpifreddi.blogspot.it/2011/1......more",Notes are private!,0,0,1,"Nov 20, 2011","Nov 25, 2011","Jul 08, 2012",,Hardcover,view (with text),/book/show/13121248-alex
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pessime scuse per un massacro        (Les italiens, #4)","Pandiani, Enrico",8817055972,9788817055970,8817055972,384        pp,3.80,59,"Jan 25, 2012","Jan 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sono rimasta molto delusa da Pessime scuse per un massacro e dovrà passare del tempo prima che (forse!) mi verrà voglia di leggere ancora Pandiani. IlSono rimasta molto delusa da Pessime scuse per un massacro e dovrà passare del tempo prima che (forse!) mi verrà voglia di leggere ancora Pandiani. Il suo stile mi piace, l'ironia presente ne Les Italiens mi aveva colpito molto, ma con il tempo i suoi personaggi sono diventati delle macchiette, uomini boriosi e sempre arrapati e donne strafighe, il tutto a scapito del noir che dovrebbe essere l'elemento principale del romanzo...L’aria di campagna non sempre fa bene………....more",Notes are private!,0,3,1,not set,"Aug 19, 2015","Jul 08, 2012",,Hardcover,view (with text),/book/show/13458856-pessime-scuse-per-un-massacro
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se ti abbraccio non aver paura. Il viaggio di Franco e Andrea,"Ervas, Fulvio",8871686144,9788871686141,8871686144,320        pp,3.82,"1,347",Apr 2012,Apr 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Per certi viaggi non si parte mai quando si parte. Si parte prima. A volte molto primaUn padre coraggioso, Franco. Un figlio affetto da autismo, AndrePer certi viaggi non si parte mai quando si parte. Si parte prima. A volte molto primaUn padre coraggioso, Franco. Un figlio affetto da autismo, Andrea. Un viaggio non solo attraverso l’America, ma dentro l’animo umano, un viaggio fatto di speranza, sogni, paura, ma anche tanta gioia. Quella di Andrea che ha bisogno di toccare la pancia delle persone per “sentirle”, che vorrebbe uscire dal guscio in cui è rinchiuso ma non ci riesce, non si può……………L’autismo è un mistero. Non si sa da cosa dipenda, non si sa come affrontarla, non si sa cosa prova chi ne soffre. Andrea allinea oggetti, fa a pezzettini la carta, vuole che gli si morda il braccio……….quale dottore è in grado di capirlo se la medicina non è ancora in grado di curarlo? Forse neanche suo padre ci riesce totalmente ma almeno prova ad infrangere le regole dell’ordine e della quotidianità, lo fa salire su una moto e lo porta in giro per l’America. Lo catapulta tra la gente, gli parla di sesso, gli regala sapori e colori nuovi.Qualcuno lo ha criticato, qualcuno ha accusato Franco Antonello di protagonismo, qualcuno sostiene che non si tratta di autismo ma sindrome di Asperger, può darsi, non conosco l’autismo direttamente, non so quanto possa essere vera l’accusa di aver pilotato le parole di Andrea sulla tastiera, so solo che mi sono emozionata a leggere questa storia e che ammiro Franco per il coraggio che ha, perché la vita di Andrea non è solo quella raccontata in questo libro, ma c’è anche una quotidianità che noi lettori non conosciamo e non possiamo giudicare………...more",Notes are private!,0,1,1,"Aug 11, 2012","Aug 14, 2012","Jul 08, 2012",,Paperback,view (with text),/book/show/13611064-se-ti-abbraccio-non-aver-paura-il-viaggio-di-franco-e-andrea
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non lasciarmi,"Ishiguro, Kazuo*",8806190458,9788806190453,8806190458,291        pp,3.85,"694,163","Apr 05, 2005","Oct 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/7881201-non-lasciarmi
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive,"Sallis, James",8862511124,9788862511124,8862511124,192        pp,3.46,"9,158","Sep 01, 2005",Sep 2011,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2012","Mar 24, 2012","Jul 08, 2012",,Hardcover,view,/book/show/13131987-drive
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Io, Robot        (Il ciclo dei robot, #0.1)","Asimov, Isaac",8804519525,9788804519522,8804519525,291        pp,4.21,"346,447","Dec 02, 1950",2003,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Peccato...però dovevo provarci!  Sapevo che sarebbe andata così, ho voluto sfidare me stessa, mettermi alla prova, e capire se il poco appeal che ho  Peccato...però dovevo provarci!  Sapevo che sarebbe andata così, ho voluto sfidare me stessa, mettermi alla prova, e capire se il poco appeal che ho sempre sentito nei confronti dei libri di fantascienza fosse più un punto preso o qualcosa di concreto. Beh adesso l’ho capito, ci avevo provato anche con Lansdale che adoro e il risultato fu lo stesso. Io e la fantascienza non andiamo d’accordo, e un po’ mi dispiace, ma in queste storie non ho saputo far emergere il lato umano dei robot (tranne rarissime eccezioni) e così mi sono annoiata a morte. -Siete la psicologa della U.S. Robots, vero? -Non psicologa, ma robopsicologa. -Oh, perchè, i robot sono così diversi dagli uomini, dal punto di vista mentale? -Diversissimi.-La Calvin si concesse un sorriso gelido.-I robot sono fondamentalmente onesti....more",Notes are private!,0,0,1,"Oct 05, 2012","Oct 24, 2012","Jul 08, 2012",,Paperback,view (with text),/book/show/4698184-io-robot
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un amore,"Buzzati, Dino",8804555149,9788804555148,8804555149,262        pp,3.84,"5,613",Mar 1963,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sconfitto, svillaneggiato, ingannato, tradito, eppure vivo, idiota, ingenuo, misero, vile sì ma vivo.  Capita di essere colpiti da un titolo senza sapSconfitto, svillaneggiato, ingannato, tradito, eppure vivo, idiota, ingenuo, misero, vile sì ma vivo.  Capita di essere colpiti da un titolo senza sapere di cosa parla un libro! Poi un'amica o forse due, non ricordo, ti dicono che è molto bello e allora mi decido, ho proprio voglia di leggere un bel romanzo d'amore. Amore? Forse, ma non del tipo e vissero felici e contenti! Una storia tormentata, di quelle che non ti fanno dormire la notte, che ti fanno diventare ridicolo. La gelosia che consuma, che non fa ragionare, che si alimenta con il sospetto. Qualche cosa mi ha disturbato, in parte l'uso di alcune espressioni oggi in disuso e poi perché nella storia il punto di vista preso in considerazione è solo quello di Dorigo, manca a mio avviso il pensiero di Laide. Di lei non sappiamo quasi niente, se non quello che Dorigo ci racconta. Sicuramente è una bugiarda, sicuramente ha qualche scheletro nell'armadio, ma chi non ne ha? ...l'ombra turpe dell'incubo è dentro di lui, riempie la stanza, ristagna intorno sul mondo. Non accade dentro di lui lo schianto. Anzi una esaltata tensione lo sostiene. Lo sprigionamento quasi incredibile che dà l'amore e specialmente l'amore sfortunato, è così intenso da permettergli sul primo momento di tener testa alla disgrazia con una specie di furia. È quasi una liberazione....more",Notes are private!,0,0,1,not set,"Mar 27, 2013","Jul 08, 2012",,Paperback,view (with text),/book/show/6322018-un-amore
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La giocatrice di go,Shan Sa,8845232883,9788845232886,8845232883,224        pp,3.79,"5,678",2001,"Nov 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/9783353-la-giocatrice-di-go
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gli occhi del buio        (Smoky Barret, #2)","McFadyen, Cody",8838410860,9788838410864,8838410860,415        pp,4.25,"8,763","May 29, 2007",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Hardcover,view,/book/show/9755433-gli-occhi-del-buio
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'uomo nero e la bicicletta blu,"Baldini, Eraldo",8806195395,9788806195397,8806195395,275        pp,4.12,210,2011,"Mar 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Fu allora che capii che l'eternità è solo un nostro pensiero, una nostra illusione. L'eternità è una cosa fittizia, una speranza vana e molto, molto ""Fu allora che capii che l'eternità è solo un nostro pensiero, una nostra illusione. L'eternità è una cosa fittizia, una speranza vana e molto, molto breve.""E' il 1963 e Gigi ha 10 anni. Come tutti i bambini della sua età ama giocare a pallone, passare il tempo con Francesco il suo amico del cuore e sognare una bicicletta blu con le cromature d'oro vista in un negozio di Bagnago, il paese dove vive. La sua famiglia è povera e non possono regalargliela e così lui decide di mettere da parte da solo i soldi che gli servono facendo qualche lavoretto e qualche favore a chi può in paese. Poi un giorno, dalla città, arriva Allegra, e Gigi prende una bella cotta per quella ragazzina bionda e dall'aria altezzosa....E' il 1963. L'anno in cui morirono Marilyn Monroe, John F. Kennedy, Papa Giovanni XXIII, l'anno del Vajont. Sono anni di speranza in Italia e confrontarli con quelli che stiamo vivendo oggi mi ha messo addosso tanta tristezza....Sono tanti i personaggi che popolano il mondo di Gigi, il Morto, il cugino Luciano, la Rospa, la Tugnina, per non parlare degli animali, il gatto Merdo e Pess-can...tutti si conoscono in paese e così quando si ritrovano insieme a vedere il Festival di San Remo o a festeggiare il Carnevale nella sala della Casa del Popolo c'è sempre qualche avvenimento che finirà per diventare un aneddoto da ricordare.Mi è piaciuto leggere questo libro, mi sono tornate in mente tante storie che mi raccontavano i miei nonni e i miei genitori. Un mondo, quello contadino, che sembra così lontano oggi dove la tecnologia ha preso il sopravvento su tutto...Una storia spassosa e struggente allo stesso tempo, che mi ha ricordato le avventure di Tom Sawyer lette tantissimi anni fa e le atmosfere di Stand by me di King.Voto 9/10 ...more",Notes are private!,0,1,1,"Mar 16, 2012","Mar 21, 2012","Jul 08, 2012",,Paperback,view (with text),/book/show/11222495-l-uomo-nero-e-la-bicicletta-blu
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il deserto dei Tartari,"Buzzati, Dino",8804327030,9788804327035,8804327030,234        pp,4.20,"31,016",1940,"Jan 28, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/171306.Il_deserto_dei_Tartari
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arancia meccanica,"Burgess, Anthony",8806136402,9788806136406,8806136402,235        pp,4.00,"712,082",1962,"Dec 31, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/3407973-arancia-meccanica
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trilogia della città di K.,"Kristóf, Ágota",8806173987,9788806173982,8806173987,384        pp,4.41,"29,016",1991,"May 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/3949125-trilogia-della-citt-di-k
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna dai capelli rossi,"Montgomery, L.M.",8817037079,9788817037075,8817037079,416        pp,4.31,"978,825",1908,"Nov 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/9919661-anna-dai-capelli-rossi
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka sulla spiaggia,"Murakami, Haruki",8806199676,9788806199678,8806199676,518        pp,4.13,"468,882",Sep 2002,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/7775643-kafka-sulla-spiaggia
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acciaio,"Avallone, Silvia",881703763X,9788817037631,881703763X,358        pp,3.58,"8,820",Jan 2010,Jan 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Hardcover,view,/book/show/9272035-acciaio
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un filo d'olio,"Agnello Hornby, Simonetta",8838925496,9788838925498,8838925496,266        pp,3.63,263,2011,Jan 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/11349761-un-filo-d-olio
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultimo vero bacio        (C.W. Sughrue #1),"Crumley, James",880617200X,9788806172008,880617200X,309        pp,4.05,"8,013",1978,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/9549199-l-ultimo-vero-bacio
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le ho mai raccontato del vento del nord,"Glattauer, Daniel",8807702177,9788807702174,8807702177,192        pp,3.85,"27,144","Aug 05, 2006",Feb 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 07, 2014","May 08, 2014","Jul 08, 2012",,Paperback,view,/book/show/9688391-le-ho-mai-raccontato-del-vento-del-nord
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quello era l'anno,"Lehane, Dennis*",8856601486,9788856601480,8856601486,624        pp,4.06,"26,614","Sep 23, 2008",Sep 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 08, 2012",,Hardcover,view,/book/show/10432204-quello-era-l-anno
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonlight Mile        (Kenzie & Gennaro #6),"Lehane, Dennis*",8856617145,9788856617146,8856617145,333        pp,3.75,"23,584","Nov 02, 2010",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/10814770-moonlight-mile
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita accanto,"Veladiano, Mariapia",8806205986,9788806205980,8806205986,172        pp,3.35,550,"Jan 18, 2011","Jan 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ma non ci sono parole per raccontare tutto, non a quell'età. Qualche volta le si impara più tardi, quando hanno perso odore, colore, e soprattutto dolMa non ci sono parole per raccontare tutto, non a quell'età. Qualche volta le si impara più tardi, quando hanno perso odore, colore, e soprattutto dolore.Un libro “incontrato” per caso, incuriosita dalla recensione della mia amica Gracy; iniziato e finito in meno di ventiquattro ore perché la storia di Rebecca cattura competamente.Rebecca è brutta dalla nascita. Una bambina brutta è grata a tutti per il bene che le vogliono nonostante la delusione per la sua nascita, sta al suo posto, ringrazia per i regali che sono proprio quelli giusti per lei, è sempre felice di una proposta che le viene rivolta, non chiede attenzioni o coccole, si tiene in buona salute, almeno non dà preoccupazioni dal momento che non può dare soddisfazioni. Una bambina brutta vede, osserva, indaga, ascolta, percepisce, intuisce; in ogni inflessione di voce, espressione del viso, gesto sfuggito al controllo, in ogni silenzio breve o lungo, cerca un indizio che la riguardi, nel bene e nel male. Teme di ascoltare qualcosa che confermi quello che sa già, e cioè che la sua esistenza è una vera disgrazia. Spera di sentire una parola che la assolva, fosse pure di pietà. Una bambina brutta è figlia del caso, della fatalità, del destino, di uno scherzo della natura. Di certo non è figlia di Dio.Affronta il mondo con questa consapevolezza, crescendo sola, sotto gli occhi vigili della tata Maddalena. Ma è difficile crescere così, è difficile sopportare il disprezzo altrui, i dispetti degli altri bambini, la cattiveria di una provincia ottusa e limitata la santacattolicaapostolicapettegola città dei preti e delle monache. Lo sai che in proporzione ne abbiamo più che a Roma? Un giorno la Vergine guarda giù e ci incenerisce tale e quale Sodoma e Gomorra. Le vetrine e i palazzi luccicano come le squame dei coccodrilli ma questa città ha l'anima nera come le acque del Retrone…Pochissime pagine intrise di una tristezza densa e melmosa come l’acqua del fiume che circonda la casa della protagonista. La sensazione è stata quella di scivolare nella vita di questa bambina abituata a vivere in punta di piedi e osservarla crescere, percependo il suo dolore, il suo bisogno di affetto represso dietro silenzi e sguardi furtivi…Come dice la Signora della notte Si sta sulla terra tre giorni appena e li si passa a edificare un inferno l'uno all'altro con queste storie dell'aspetto e dell'apparenza. Bellissimo e coinvolgente, un po’ troppo precipitoso il finale però…....more",Notes are private!,0,1,1,"Sep 15, 2013","Sep 16, 2013","Jul 08, 2012",,Paperback,view (with text),/book/show/11764736-la-vita-accanto
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morte a Firenze        (Il commissario Bordelli #4),"Vichi, Marco",8860881846,9788860881847,8860881846,344        pp,3.58,"1,055","Aug 27, 2009","Aug 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/9667218-morte-a-firenze
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vendetta a freddo        (Jack Reacher, #11)","Child, Lee*",8830426466,9788830426467,8830426466,447        pp,4.22,"92,256","Apr 02, 2007","Mar 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Hardcover,view,/book/show/10297058-vendetta-a-freddo
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Via col vento,"Mitchell, Margaret",8804496010,9788804496014,8804496010,872        pp,4.31,"1,207,893","Jun 30, 1936","May 01, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2014","May 13, 2014","Jul 08, 2012",,Paperback,view,/book/show/9692838-via-col-vento
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un colpo di vento,"Schirach, Ferdinand von",8830427691,9788830427693,8830427691,240        pp,4.23,"12,091",2009,"May 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2012",,Hardcover,view,/book/show/9702297-un-colpo-di-vento
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le mille luci di New York,"McInerney, Jay*",8845243672,9788845243677,8845243672,153        pp,3.79,"33,880","Aug 12, 1984",2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 17, 2013","Sep 28, 2013","Jul 08, 2012",,Paperback,view,/book/show/9669008-le-mille-luci-di-new-york
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Posizione di tiro,"Manchette, Jean-Patrick",8806170015,9788806170011,8806170015,152        pp,3.60,"1,760",1981,"Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/9714705-posizione-di-tiro
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastorale americana,"Roth, Philip",8806174118,9788806174118,8806174118,458        pp,3.94,"80,032","May 12, 1997","Jul 12, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ma cos’ha la loro vita che non va?Capire bene la gente non è vivere. Vivere è capirla male, capirla male e male e poi male e, dopo un attento riesame,Ma cos’ha la loro vita che non va?Capire bene la gente non è vivere. Vivere è capirla male, capirla male e male e poi male e, dopo un attento riesame, ancora male. Ecco come sappiamo di essere vivi: sbagliando. Forse la cosa migliore sarebbe dimenticare di aver ragione o torto sulla gente e godersi semplicemente la gita. Ma se ci riuscite… Beh, siete fortunati. Tre generazioni a confronto; le vicissitudini di una famiglia che abbracciano tutto il ventesimo secolo, il sogno americano che si sgretola davanti ai nostri occhi pagina dopo pagina, il crollo delle certezze, la disperata ricerca di un motivo, una causa, un fatto scatenante. La negazione ostinata della realtà, non voler accettare il fatto che purtroppo le cose brutte avvengono anche nelle migliori famiglie, a volte senza un perché. Immenso Roth, il libro sembra alternare pagine romanzate a pagine di storia e di sociologia. A volte è un po’ troppo ripetitivo, non sempre è riuscito a tenermi incollata alle pagine, perché si parla molto addosso dilungandosi e riprendendo fatti già raccontati ma nel complesso è innegabilmente un gran libro, duro da digerire, un libro che si fa amare e odiare al tempo stesso ma che non può lasciare indifferenti. Ci sono cento diversi modi di tenere la mano di una persona. Ci sono i modi in cui tieni la mano di un bambino, i modi in cui tieni la mano di un amico, i modi in cui tieni la mano di un anziano genitore, i modi in cui tieni le mani dei parenti, dei morenti, dei defunti. Lui tenne la mano di Dawn come un uomo tiene la mano della donna che adora, con tutta l’emozione che si riversa nella sua stretta, come se la pressione sul palmo della mano producesse uno scambio spirituale, come se l’intrecciarsi delle dita simboleggiasse ogni intimità. ...more",Notes are private!,0,4,1,"Jan 12, 2014","Jan 26, 2014","Jul 08, 2012",,Paperback,view (with text),/book/show/3750853-pastorale-americana
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuori l'ultimo,"Spillane, Mickey",8811668166,9788811668169,8811668166,218        pp,3.48,189,1973,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2012",,Paperback,view,/book/show/13486108-fuori-l-ultimo
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La strada,"McCarthy, Cormac",8806185829,9788806185824,8806185829,218        pp,3.99,"904,443","Sep 26, 2006","Aug 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"...mai il mondo che sarebbe stato davvero.""Nessuna lista di cose da fare. Ogni giornata sufficiente a se stessa. Ogni ora. Non c'è un dopo. Il dopo è ...mai il mondo che sarebbe stato davvero.""Nessuna lista di cose da fare. Ogni giornata sufficiente a se stessa. Ogni ora. Non c'è un dopo. Il dopo è già qui. Tutte le cose piene di grazia e bellezza che ci portiamo nel cuore hanno un'origine comune nel dolore. Nascono dal cordoglio e dalle ceneri. Ecco, sussurrò al bambino addormentato. Io ho te"".Non hanno nome i protagonisti di questo libro. Sono un padre e un figlio, quelli buoni, quelli che portano il fuoco. Quelli che sopravvissuti a un probabile ma non precisato attacco nucleare o disastro ambientale si ritrovano a percorrere chilometri di strada per sfuggire ai cattivi, per trovare del cibo, verso il caldo.L’amore che unisce padre e figlio esplode da queste pagine con una potenza tale da alimentare la fiamma della speranza fino all’ultima pagina. Mc Carthy scrive in modo essenziale, asciutto, un botta e risposta continuo tra l’adulto e il bambino, intervallato da descrizioni paesaggistiche e stati d’animo così reali e magnetici che è stato difficilissimo non poterlo leggere tutto d’un fiato. La speranza alla fine ha il volto di una donna. Doloroso! Ricordati che le cose che ti entrano in testa poi ci restano per sempre, gli disse. Forse dovresti rifletterci....more",Notes are private!,0,3,1,"Jul 29, 2013","Jul 30, 2013","Jul 08, 2012",,Hardcover,view (with text),/book/show/6413812-la-strada
