,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148506,9780802148506,0802148506,430        pp,4.31,"151,852","Feb 11, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 23, 2022","Jun 03, 2022","Jun 21, 2021",,Paperback,view,/book/show/55504502-shuggie-bain
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunshine Girl: An Unexpected Life,"Margulies, Julianna",0525480250,9780525480259,0525480250,229        pp,4.05,"6,341","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2021",May 2021,"Jun 21, 2021",,Hardcover,view,/book/show/55120306-sunshine-girl
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than Enough: Claiming Space for Who You Are,"Welteroth, Elaine",0525561587,9780525561583,0525561587,336        pp,4.40,"10,133","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,May 2021,"May 04, 2021","Jun 21, 2021",,Hardcover,view,/book/show/42729452-more-than-enough
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thorn Birds,"McCullough, Colleen",0517201658,9780517201657,0517201658,704        pp,4.24,"349,913","Apr 01, 1977","Sep 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2021","Jun 24, 2021","Jun 21, 2021",,Hardcover,view,/book/show/69065.The_Thorn_Birds
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not That Bad: Dispatches from Rape Culture,"Gay, Roxane*",0062413503,9780062413505,,368        pp,4.43,"20,221","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2019",,ebook,view,/book/show/35068524-not-that-bad
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Famous Father Girl: A Memoir of Growing Up Bernstein,"Bernstein, Jamie",0062848410,9780062848413,,unknown,3.90,"1,455",2018,"Jun 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 13, 2019",,Audiobook,view,/book/show/36300698-famous-father-girl
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,063","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2019","Sep 16, 2019","Sep 12, 2019",,Hardcover,view,/book/show/42975172-the-testaments
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Circus: Or, Moira Orfei in Aigues-Mortes","Koestenbaum, Wayne",1593764863,9781593764869,1593764863,304        pp,3.73,90,2004,"Jul 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2019","Sep 12, 2019","Sep 12, 2019",,Paperback,view,/book/show/42372714-circus
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Word,"Henstra, Sarah",177041424X,9781770414242,177041424X,352        pp,3.74,"1,476","Mar 13, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2018",,Paperback,view,/book/show/36393928-the-red-word
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Split Tooth,"Tagaq, Tanya",0143198041,,B07CR2Y9QX,202        pp,3.92,"11,226","Sep 25, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 02, 2018","Oct 04, 2018","Oct 02, 2018",,Kindle Edition,view,/book/show/40044460-split-tooth
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,286","May 06, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2018",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,605","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2018",,Hardcover,view,/book/show/36692478-there-there
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sheets        (Sheets, #1)","Thummler, Brenna",194130267X,9781941302675,194130267X,242        pp,3.85,"43,638","Aug 28, 2018","Aug 28, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 17, 2018",,Paperback,view,/book/show/38958846-sheets
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (Time Quintet, #1)","L'Engle, Madeleine",0312367546,9780312367541,B00QFWZA9I,247        pp,3.98,"1,202,310",1962,May 2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2018","Sep 12, 2019","Jun 10, 2018",,Paperback,view,/book/show/159069.A_Wrinkle_in_Time
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,273","Jan 24, 2012","Jan 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,11,"May 31, 2018May 2018not setnot setnot setnot setnot setnot setnot setnot setnot set","Jun 03, 2018Jun 2018not setnot setnot setnot setnot setnot setnot setnot setnot set","May 31, 2018",,Hardcover,view,/book/show/8520610-quiet
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,337","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2018",,Paperback,view,/book/show/6149.Beloved
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",1455563927,9781455563920,1455563927,527        pp,4.33,"471,153","Feb 07, 2017","Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2018","Jun 03, 2018","Feb 01, 2018",,Paperback,view,/book/show/35099568-pachinko
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I'm No Longer Talking to White People About Race,"Eddo-Lodge, Reni",140887055X,9781408870556,140887055X,249        pp,4.38,"95,427","Jun 01, 2017","Jun 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2021","Jul 13, 2021","Jan 30, 2018",,Hardcover,view,/book/show/33606119-why-i-m-no-longer-talking-to-white-people-about-race
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Us Conductors,"Michaels, Sean*",0345815769,9780345815767,0345815769,368        pp,3.67,"3,905","Jan 01, 2014","Nov 17, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2018",,Hardcover,view,/book/show/23602494-us-conductors
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lightfoot,"Jennings, Nicholas",0735232555,9780735232556,0735232555,336        pp,3.97,753,unknown,"Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2018",,Hardcover,view,/book/show/33517408-lightfoot
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",0375704027,9780375704024,0375704027,296        pp,4.01,"601,915","Sep 04, 1987","Sep 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2018",,Paperback,view,/book/show/11297.Norwegian_Wood
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Train in Winter: An Extraordinary Story of Women, Friendship and Survival in World War Two","Moorehead, Caroline",0307356957,9780307356956,0307356957,384        pp,3.85,"8,445","Nov 01, 2011","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2018",,Paperback,view,/book/show/13331205-a-train-in-winter
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",0804172706,9780804172707,0804172706,816        pp,4.34,"618,230","Mar 10, 2015","Jan 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 24, 2018",,Paperback,view,/book/show/25852828-a-little-life
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nocturnes: Five Stories of Music and Nightfall,"Ishiguro, Kazuo*",0307397882,9780307397881,0307397882,240        pp,3.51,"27,973","May 05, 2009","Sep 21, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 10, 2018","Sep 12, 2019","Jan 23, 2018",,Paperback,view,/book/show/8727424-nocturnes
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tales of Beedle the Bard,"Rowling, J.K.",0747599874,9780747599876,0747599874,105        pp,4.04,"488,369","Jan 01, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Hardcover,view,/book/show/3950967-the-tales-of-beedle-the-bard
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",1551929767,9781551929767,1551929767,607        pp,4.62,"3,707,741","Jul 21, 2007","Jul 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 18, 2018Jan 16, 2018","Jan 21, 2018not set","Jan 16, 2018",,Hardcover,view,/book/show/818056.Harry_Potter_and_the_Deathly_Hallows
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here Comes the Sun,"Dennis-Benn, Nicole *",1631491768,9781631491764,1631491768,352        pp,3.85,"10,964","Jul 19, 2016","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2018",,Hardcover,view,/book/show/26530351-here-comes-the-sun
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",155192756X,9781551927565,155192756X,607        pp,4.58,"3,274,376","Jul 16, 2005","Jul 16, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Jan 12, 2018not set","Jan 19, 2018not set","Jan 12, 2018",,Hardcover,view,/book/show/330785.Harry_Potter_and_the_Half_Blood_Prince
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrophysics for People in a Hurry,"Tyson, Neil deGrasse *",0393609391,9780393609394,0393609391,223        pp,4.08,"179,153","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2018",,Hardcover,view,/book/show/32191710-astrophysics-for-people-in-a-hurry
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellevue Square,"Redhill, Michael",0385684835,9780385684835,0385684835,262        pp,3.11,"6,922","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2018",,Hardcover,view,/book/show/33595663-bellevue-square
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Who Run With the Wolves,"Pinkola Estés, Clarissa",0345409876,9780345409874,0345409876,537        pp,4.13,"75,285",1992,Sep 1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2017",,Paperback,view,/book/show/241823.Women_Who_Run_With_the_Wolves
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Kitchen to Carnegie Hall: Ethel Stark and the Montreal Women’s Symphony Orchestra,"Rachwal, Maria Noriega*",1927583888,9781927583883,B015ELSD1C,240        pp,3.94,36,"Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2017",,Kindle Edition,view,/book/show/35307774-from-kitchen-to-carnegie-hall
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Explain Things to Me,"Solnit, Rebecca",,,B00IWGQ8PU,130        pp,3.84,"78,338","Apr 14, 2014","Apr 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2017",,Kindle Edition,view,/book/show/22124901-men-explain-things-to-me
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tipping the Velvet,"Waters, Sarah",,,,472        pp,4.05,"71,072","Feb 05, 1998","May 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2017",,Paperback,view,/book/show/25104465-tipping-the-velvet
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",1551925702,9781551925707,,766        pp,4.50,"3,383,087","Jun 21, 2003","Jun 21, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 09, 2017","Jan 11, 2018","Nov 09, 2017",,Hardcover,view,/book/show/532837.Harry_Potter_and_the_Order_of_the_Phoenix
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Feminist: Essays,"Gay, Roxane*",,,,380        pp,3.93,"113,006","Aug 05, 2014","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2017",,Paperback,view,/book/show/34217495-bad-feminist
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",155192515X,9781551925158,155192515X,636        pp,4.57,"3,694,698","Jul 08, 2000",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 04, 2017","Nov 09, 2017","Nov 04, 2017",,Paperback,view,/book/show/862299.Harry_Potter_and_the_Goblet_of_Fire
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",1551924781,9781551924786,1551924781,317        pp,4.58,"4,184,650","Jul 08, 1999",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2017","Nov 04, 2017","Oct 31, 2017",,Paperback,view,/book/show/1099023.Harry_Potter_and_the_Prisoner_of_Azkaban
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,076","Apr 05, 2005","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2017",,Paperback,view,/book/show/6334.Never_Let_Me_Go
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,384","Sep 26, 2006","Oct 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2017",,Hardcover,view,/book/show/6288.The_Road
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",155192370X,9781551923703,155192370X,251        pp,4.43,"3,928,007","Jul 02, 1998",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2017","Oct 31, 2017","Oct 23, 2017",,Paperback,view,/book/show/1045206.Harry_Potter_and_the_Chamber_of_Secrets
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,261",2017,"Feb 14, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2018","Jun 10, 2018","Oct 19, 2017",,Hardcover,view,/book/show/29906980-lincoln-in-the-bardo
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher's Stone        (Harry Potter, #1)","Rowling, J.K.",155192398X,9781551923987,155192398X,223        pp,4.47,"10,052,309","Jun 26, 1997","Jun 30, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 18, 2017","Oct 23, 2017","Oct 18, 2017",,Paperback,view,/book/show/858352.Harry_Potter_and_the_Philosopher_s_Stone
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Martin        (Dear Martin, #1)","Stone, Nic*",1101939494,,,224        pp,4.35,"79,246","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2017",,Hardcover,view,/book/show/24974996-dear-martin
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,051","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 14, 2017",,Paperback,view,/book/show/7624.Lord_of_the_Flies
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Oracle,"Atwood, Margaret*",,,,346        pp,3.68,"14,155","Sep 27, 1976","Apr 13, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Paperback,view,/book/show/47122.Lady_Oracle
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,773","Sep 22, 2009","Sep 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Hardcover,view,/book/show/6080337-the-year-of-the-flood
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,118","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Hardcover,view,/book/show/29751398-the-power
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,289","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Hardcover,view,/book/show/34273236-little-fires-everywhere
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",0143127551,9780143127550,0143127551,297        pp,3.85,"549,930","Jun 26, 2014","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2017",,Paperback,view,/book/show/23398763-everything-i-never-told-you
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,001,946","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2017",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inside the Mind of Gideon Rayburn: A Novel        (Midvale Academy, 1)","Miller, Sarah",0312333765,9780312333768,0312333765,304        pp,3.36,"1,322","May 02, 2006","May 29, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 28, 2017",,Paperback,view,/book/show/465158.Inside_the_Mind_of_Gideon_Rayburn
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0679775439,9780679775430,0679775439,607        pp,4.15,"283,459","Apr 12, 1994",2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2017",,Paperback,view,/book/show/284066.The_Wind_Up_Bird_Chronicle
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Need to Talk About Kevin,"Shriver, Lionel*",0062119044,9780062119049,0062119044,400        pp,4.08,"195,107","Apr 14, 2003","Dec 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2017",,Paperback,view,/book/show/11717915-we-need-to-talk-about-kevin
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,671        pp,4.27,"903,816",1866,"Dec 31, 2002",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 25, 2017",,Paperback,view,/book/show/7144.Crime_and_Punishment
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartbeat,"Steel, Danielle",044024403X,9780440244035,044024403X,432        pp,3.86,"8,943",1988,"May 29, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2017",,Paperback,view,/book/show/419562.Heartbeat
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Mahler?: How One Man and Ten Symphonies Changed Our World,"Lebrecht, Norman",0375423818,9780375423819,0375423818,336        pp,3.70,397,"Jan 01, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2017",,Hardcover,view,/book/show/8249770-why-mahler
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fall on Your Knees,"MacDonald, Ann-Marie",,,,592        pp,3.97,"66,281",1996,Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 20, 2022Nov 20, 2021","Dec 31, 2022Dec 30, 2021","Sep 25, 2017",,Paperback,view,/book/show/63098483-fall-on-your-knees
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened,"Clinton, Hillary Rodham",,,B01MYE7QP0,512        pp,3.93,"59,263","Sep 12, 2017","Sep 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 27, 2017","Oct 18, 2017","Sep 25, 2017",,Kindle Edition,view,/book/show/34114362-what-happened
