,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lavinia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O nouă speranță,"Noailles, Anna de",9734658190,9789734658190,9734658190,208        pp,2.85,72,1903,Feb 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"E greu de dus romanul ăsta în 2021. Mult, mult prea sentimental, probabil și la momentul publicării, acum aproape 120 de ani. N-am înțeles miza lui, iE greu de dus romanul ăsta în 2021. Mult, mult prea sentimental, probabil și la momentul publicării, acum aproape 120 de ani. N-am înțeles miza lui, iar personajul pe care l-a construit Anna de Noailles e prea puțin veridic. Partea bună e că „O nouă speranță” e o scriere de tinerețe, mizez pe faptul că pînă cînd Academia Franceză a premiat-o, în 1921, a avut timp să-și șlefuiască stilul....more",Notes are private!,0,4,1,"Jan 09, 2021","Jan 10, 2021","Jan 10, 2021",,Paperback,view (with text),/book/show/52963540-o-nou-speran
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations,"Ai, Weiwei*",023119739X,9780231197397,023119739X,152        pp,3.95,38,unknown,"Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thought-provoking conversations on freedom, activism, oppressive regimes, technology, art and the artist's place (literal and figurative).I always finThought-provoking conversations on freedom, activism, oppressive regimes, technology, art and the artist's place (literal and figurative).I always find it fascinating to be able to understand what is behind someone's art or statement. Unfortunately, some of the topics are a bit repetitive, however AW brings new points of view and details to his stories....more",Notes are private!,0,3,1,"Feb 04, 2021","Feb 16, 2021","Jan 06, 2021",,Paperback,view (with text),/book/show/49151704-conversations
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Levels of Life,"Barnes, Julian",0345813553,9780345813558,0345813553,128        pp,3.91,"12,977","Apr 04, 2013","Apr 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) I get that the whole point of the book was putting together two things that haven't been put together before, but ballooning and grief didn't r(3.5*) I get that the whole point of the book was putting together two things that haven't been put together before, but ballooning and grief didn't really do the trick for me. I found both topics equally interesting, but why have them together in a book is beyond my comprehension. ...more",Notes are private!,0,5,1,"Jan 06, 2021","Jan 07, 2021","Jan 06, 2021",,Hardcover,view (with text),/book/show/17212235-levels-of-life
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caragiale: scrisoarea pierdută,"Stănescu, Bogdan-Alexandru",9734679201,9789734679201,9734679201,192        pp,4.31,259,Sep 2019,Sep 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cît de meta ar fi să-i mai scriu și eu o scrisoare lui BAS? :))Mi-am dat seama că totuși nu-mi doresc foarte tare să citesc biografii romanțate (deși Cît de meta ar fi să-i mai scriu și eu o scrisoare lui BAS? :))Mi-am dat seama că totuși nu-mi doresc foarte tare să citesc biografii romanțate (deși asta e scurtă și simpatică așa, în ansamblu) și că prefer ori o biografie cinstită ori o ficțiune istorică cu Icsulescu personaj. À la Mantel, așa....more",Notes are private!,0,7,1,"Jan 02, 2021","Jan 03, 2021","Jan 02, 2021",,Paperback,view (with text),/book/show/51841354-caragiale
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of China Iron,"Cabezón, Gabriela",,,,200        pp,3.84,"4,269",2017,"Nov 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2020",,Paperback,view,/book/show/43401565-the-adventures-of-china-iron
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women In Black: 'An uplifting book for our times' Observer,"St. John, Madeleine",0748127232,9780748127238,B0050C88HK,202        pp,3.56,"11,012","Dec 01, 1993","Jun 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This looks like a feel-good novel (and it sure is, on one level, perfect choice for the end of the year stay-in-bed party), but it has more layers to This looks like a feel-good novel (and it sure is, on one level, perfect choice for the end of the year stay-in-bed party), but it has more layers to it, discussing gender roles, socioeconomics, and post-war immigration. ...more",Notes are private!,0,4,1,"Dec 30, 2020","Jan 02, 2021","Dec 30, 2020",,Kindle Edition,view (with text),/book/show/20526248-the-women-in-black
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog of the Marriage: Stories,"Hempel, Amy",,,B003T0FJZ4,165        pp,3.99,"1,393",2005,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) I'm sure I'll go back to reading Hempel again, now that I have just discovered her, and I wonder why it took me so long to do so, seeing that s(3.5*) I'm sure I'll go back to reading Hempel again, now that I have just discovered her, and I wonder why it took me so long to do so, seeing that she's probably the most acclaimed female short story writer in the US today. If it wasn't clear from the title (and many of the stories in the collection), wiki considers it very important to mention that Amy is a dog enthusiast. Advising all writers to mention their animal preferences in their bio!...more",Notes are private!,0,2,1,"Feb 08, 2021","Feb 14, 2021","Dec 28, 2020",,Kindle Edition,view (with text),/book/show/10330810-the-dog-of-the-marriage
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Belongs to You,"Greenwell, Garth*",0374288224,9780374288228,0374288224,195        pp,3.77,"13,603","Jan 19, 2016","Jan 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Hardcover,view,/book/show/22929602-what-belongs-to-you
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eighties: One Day, One Decade","Jones, Dylan*",1409052257,9781409052258,1409052257,unknown,3.64,86,"Jun 06, 2013","Jun 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2020",,Kindle Edition,view,/book/show/18001315-the-eighties
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charleston: A Bloomsbury House and Garden,"Bell, Quentin",0711211337,9780711211339,0711211337,152        pp,4.39,212,"Nov 15, 1997","Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 20, 2020","Dec 28, 2020","Dec 20, 2020",,Hardcover,view,/book/show/1891765.Charleston
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viaţa şi opiniile lui Zacharias Lichter,"Călinescu, Matei",9735053853,9789735053857,,158        pp,3.80,259,1969,Aug 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 15, 2020","Dec 18, 2020","Dec 15, 2020",,ebook,view,/book/show/41256681-via-a-i-opiniile-lui-zacharias-lichter
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Childhood / Youth / Dependency        (The Copenhagen Trilogy, #1-3)","Ditlevsen, Tove",0374602395,9780374602390,0374602395,371        pp,4.37,"14,632",1967,"Jan 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Jan 2022,"Feb 10, 2022","Dec 14, 2020",,Hardcover,view,/book/show/53317528-childhood-youth-dependency
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny Weather: Art in an Emergency,"Laing, Olivia*",132400570X,9781324005704,132400570X,272        pp,4.02,"4,787","Apr 14, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2020",,Hardcover,view,/book/show/50755102-funny-weather
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Appointment,"Volckmer, Katharina",1913097323,9781913097325,1913097323,112        pp,3.53,"3,080","Sep 01, 2020","Sep 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2020",,Paperback,view,/book/show/54429868-the-appointment
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Topics of Conversation,"Popkey, Miranda*",0525656286,9780525656289,0525656286,224        pp,2.82,"9,134","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2020",,Hardcover,view,/book/show/45754997-topics-of-conversation
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,,B0871LKPJ3,403        pp,4.54,"18,703","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2020",,Kindle Edition,view,/book/show/53487237-a-swim-in-a-pond-in-the-rain
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liar's Dictionary,"Williams, Eley",178515205X,9781785152054,178515205X,256        pp,3.36,"9,981","Jul 16, 2020","Jul 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 01, 2020",,Paperback,view,/book/show/41087364-the-liar-s-dictionary
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Dreams: The Story of the New Romantics,"Jones, Dylan*",,,B083LG9PQH,715        pp,3.85,332,"Oct 06, 2020","Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5*) In a year in which music—more than any art form (sorry, books!)—kept me sane, this book is worthy of (almost) all the stars Goodreads allows. I(4.5*) In a year in which music—more than any art form (sorry, books!)—kept me sane, this book is worthy of (almost) all the stars Goodreads allows. Informative and entertaining, a testament to the best decade in music....more",Notes are private!,0,3,1,"Nov 29, 2020","Dec 29, 2020","Nov 29, 2020",,Kindle Edition,view (with text),/book/show/55341467-sweet-dreams
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea Reghinei,"Nicolaie, Ioana",9735064383,9789735064389,9735064383,224        pp,4.19,481,May 2019,May 2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hai să fie 3* doar pentru c-am acceptat convenția în care o femeie simplă de la țară își rememorează viața într-un stil poetic, amestecînd regionalismHai să fie 3* doar pentru c-am acceptat convenția în care o femeie simplă de la țară își rememorează viața într-un stil poetic, amestecînd regionalisme cu metafore nu de puține ori exagerate (vara scăldată în lumină, ninsori aromate) și viitorul anterior, pe care nu știu să-l fi folosit vreodată un țăran. Dar, cum zic. Am acceptat convenția, admit și că fraza e e fluidă, deși pare bibilită pînă la punct și virgulă, trecerile între planurile temporale sînt și ele foarte reușite, dar stilul nu e pentru mine....more",Notes are private!,0,20,1,"Nov 27, 2020","Nov 29, 2020","Nov 27, 2020",,Paperback,view (with text),/book/show/46032780-cartea-reghinei
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Actual,"Ellams, Inua*",1908058781,9781908058782,1908058781,84        pp,4.32,185,"Oct 05, 2020","Oct 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2020",,Paperback,view,/book/show/55538898-the-actual
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earthlings,"Murata, Sayaka",1783785675,9781783785674,1783785675,247        pp,3.60,"63,735","Aug 31, 2018","Oct 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) This book is a bit of a roller coaster and if you’re like me and wanted to read it because you liked Convenience Store Woman and you fancy cont(3.5*) This book is a bit of a roller coaster and if you’re like me and wanted to read it because you liked Convenience Store Woman and you fancy contemporary Japanese lit written by women, well, you’re in for a treat! (pun unintended but oh, so appropriate.)Trigger warning: mostly everything. Keep your mind open and your stomach empty....more",Notes are private!,0,11,1,"Nov 22, 2020","Nov 26, 2020","Nov 20, 2020",,Hardcover,view (with text),/book/show/50269327-earthlings
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aphasia,"Cárdenas, Mauro Javier*",0374257868,9780374257866,0374257868,208        pp,3.66,179,"Nov 03, 2020","Nov 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(2.5*) Unfortunately, to me, the book ended up being more experimental and ambitious than interesting. I felt it tries too hard and the interesting bi(2.5*) Unfortunately, to me, the book ended up being more experimental and ambitious than interesting. I felt it tries too hard and the interesting bits end up buried beneath intellectual mumbo jumbo....more",Notes are private!,0,4,1,"Nov 18, 2020","Nov 21, 2020","Nov 18, 2020",,Hardcover,view (with text),/book/show/50403456-aphasia
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collected Stories,"Hazzard, Shirley",0374126488,9780374126483,0374126488,368        pp,3.85,376,"Nov 03, 2020","Nov 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I might have just found a new favourite author. (Well, I have many, but who's counting.)Hazzard is funny in a non obvious way; the stories in ""People I might have just found a new favourite author. (Well, I have many, but who's counting.)Hazzard is funny in a non obvious way; the stories in ""People in Glass Houses"", which probably reflect her own experience at the UN, are humorous with a touch of kafkaesque absurdity. But she also manages to capture domestic conflicts in a very particular way—her characters in ""Cliffs of Fall"" are incredibly believable; they're mature, intellectual, they quote poetry and know about art and mythology, they're flawed and sometimes misogynistic, they have affairs or live in solitude. I only wished it was a collection of selected stories, but I'm just picky. P.S. William Maxwell really did have a nose for good storytelling....more",Notes are private!,0,15,1,Dec 2020,"Dec 13, 2020","Nov 16, 2020",,Hardcover,view (with text),/book/show/45892254-collected-stories
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Am fost cândva femeie de onoare și alte povestiri,"Paraschivescu, Radu",9735057751,9789735057756,9735057751,200        pp,4.08,277,May 2017,May 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) Simpatică și relaxa(n)tă, se recomandă în pandemie, face bine la moral. Un amestec de Muzici și faze și orice non-ficțiune scrisă de Nick Hornb(3.5*) Simpatică și relaxa(n)tă, se recomandă în pandemie, face bine la moral. Un amestec de Muzici și faze și orice non-ficțiune scrisă de Nick Hornby, alt mare pasionat de muzică și fotbal, cu care mi-ar plăcea odată să beau o cafea. Nu știu dacă e frumos să-i compari unui scriitor cărțile cu ale altora sau pe el, scriitorul, cu altul, dar se întîmplă. Acum mă întreb dacă Radu i-o fi tradus lui Nick vreo carte. Te pomenești c-or fi și prieteni și povestesc despre muzici și faze....more",Notes are private!,0,7,1,"Nov 07, 2020","Nov 13, 2020","Nov 13, 2020",,Paperback,view (with text),/book/show/35170136-am-fost-c-ndva-femeie-de-onoare-i-alte-povestiri
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Life,"Taylor, Brandon",0525538887,9780525538882,0525538887,329        pp,3.81,"33,266","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2020",,Hardcover,view,/book/show/46263943-real-life
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory Rose into Threshold Speech: The Collected Earlier Poetry: A Bilingual Edition,"Celan, Paul",0374298378,9780374298371,0374298378,592        pp,4.61,74,"Nov 24, 2020","Nov 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Oct 2020,Nov 2020,"Nov 01, 2020",,Hardcover,view,/book/show/50403457-memory-rose-into-threshold-speech
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Genius and Ink: Virginia Woolf on How to Read,"Woolf, Virginia",000835572X,9780008355722,000835572X,256        pp,3.83,508,"Nov 28, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2020",,Hardcover,view,/book/show/46061743-genius-and-ink
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dice Man,"Rhinehart, Luke",0006513905,9780006513902,0006513905,541        pp,3.55,"20,446",1971,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2020",,Paperback,view,/book/show/70912.The_Dice_Man
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True History of the Kelly Gang,"Carey, Peter",0375724672,9780375724671,0375724672,384        pp,3.83,"22,795",2000,"Dec 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Paperback,view,/book/show/110090.True_History_of_the_Kelly_Gang
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,862","Feb 11, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 14, 2020","Nov 17, 2020","Oct 14, 2020",,Hardcover,view,/book/show/52741293-shuggie-bain
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",,,,441        pp,4.24,"628,890",Aug 1938,"Jan 30, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Oct 09, 2020","Oct 17, 2020","Oct 09, 2020",,Paperback,view,/book/show/27823798-rebecca
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fotograful Curții Regale,"Antonescu, Simona",9732331259,9789732331255,9732331259,376        pp,4.35,272,Apr 2015,Apr 2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(2.5) Pot să înțeleg fascinația pentru acest roman, dar mă tem că n-a fost pentru mine. Greu îmi găsesc cuvintele pentru cît de tare m-a frustrat.De l(2.5) Pot să înțeleg fascinația pentru acest roman, dar mă tem că n-a fost pentru mine. Greu îmi găsesc cuvintele pentru cît de tare m-a frustrat.De la Elefteria din Fanar care vorbește ca în Moldova și tinerii bucureșteni care cunoșteau toate mărcile de automobile nemțești și americane înainte ca ele să fi fost barem patentate, ce să mai vorbim de aflate în circulație în București, pînă la dezrobirea țiganilor care NU a fost făcută de Cuza și imposibila participare a lui Carol Davila (pe motiv că era nițel decedat) la expoziția universală de la Paris din 1889, plus multe alte detalii în care nu intru, că nu vreau să fiu chiar atît de enervantă, cartea asta e plină de inexactități și anacronisme. Pentru un roman care se vrea a fi o ficțiune istorică (sau istorie romanțată, cum îi place autoarei să zică, insistînd că prea multă ficțiune nu este în cărțile ei), e un lucru impardonabil. Sigur, ea are oarecum scuza debutului, deși în zilele noastre poți cerceta lejeruț din fața monitorului. Însă redactorul (al cărui nume nu apare în caseta tehnică, dacă o fi existat), nu are nici un fel de scuză. Altfel, cartea poate prinde la public prin farmecul epocii (posibil pe locul doi la capitolul nostalgie, după interbelic), limbaj și personajele colorate & diverse pe care Simona Antonescu le aduce în fața cititorului și a aparatului de fotografiat—un detaliu la fel de enervant, pentru că romanul nu are propriu-zis o intrigă, toate poveștile sînt legate de acest fir roșu care este fotograful Franz Mayer, personaj care, din păcate, în afară de faptul că posedă un studio foto nu se remarcă prin nimic, ca profunzime. La fel ca majoritatea celorlalte personaje, de altfel, dintre care multe sînt extrem de evident alese pentru a ilustra o părticică de istorie sau vreo tradiție (vezi episodul cu Sînzienele, relatat pînă în cel mai mic și plictisitor detaliu). Iar dacă personajele sînt în marea lor majoritate fade (Despina, un pic muncită, ar fi ieșit un personaj grozav), se mai plusează cu niște naționalism absolut inutil, de la sîngele locuitorilor din Țara Loviștei, dac (!), curat și neamestecat cu cel al cotropitorilor, la Anna, care, aflată la Paris, nu dorește limonadă decît dacă e de la Grigore Capșa (!!), totul culminînd cu Fărîmiță al nostru, care, într-o mare de muzicieni profesioniști din toată lumea, e singurul (!!!) care-și amintește linia muzicală a celor două piese, și uimește, evident, întreg mapamondul.Dar nu vă luați după mine, cartea e premiată și apreciată, posibil să vă placă....more",Notes are private!,0,15,1,"Oct 02, 2020","Oct 08, 2020","Oct 02, 2020",,Paperback,view (with text),/book/show/25267682-fotograful-cur-ii-regale
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El verano en que mi madre tuvo los ojos verdes,"Țîbuleac, Tatiana",8417553150,,B07PLJJTRN,256        pp,4.36,"22,741",2017,"Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fain, Tatiană.Acum dau tot peste romane de-astea dure, scurte și puternice, care au în centru relații părinți-copii fracturate de moarte, și uite, tu Fain, Tatiană.Acum dau tot peste romane de-astea dure, scurte și puternice, care au în centru relații părinți-copii fracturate de moarte, și uite, tu erai trendsetăriță încă din 2017....more",Notes are private!,0,11,1,"Sep 30, 2020","Oct 02, 2020","Oct 02, 2020",,Kindle Edition,view (with text),/book/show/51338165-el-verano-en-que-mi-madre-tuvo-los-ojos-verdes
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Doesn't End,"Simic, Charles",0156983508,9780156983501,0156983508,96        pp,4.14,"2,847",1989,"Mar 14, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2020",,Paperback,view,/book/show/539143.The_World_Doesn_t_End
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Church Ladies,"Philyaw, Deesha*",1949199738,9781949199734,1949199738,179        pp,4.18,"34,392","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5*) Am I a tad too excited for these stories? Well, maybe, but they're SO good.(4.5*) Am I a tad too excited for these stories? Well, maybe, but they're SO good....more",Notes are private!,0,11,1,"Mar 23, 2021","Mar 26, 2021","Oct 01, 2020",,Paperback,view (with text),/book/show/51582376-the-secret-lives-of-church-ladies
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fin de Siècle: A Reader in Cultural History, c. 1880-1900","Ledger, Sally",0198742797,9780198742791,0198742797,392        pp,4.02,93,"Dec 07, 2000","Dec 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Paperback,view,/book/show/551770.The_Fin_de_Si_cle
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manservant and Maidservant,"Compton-Burnett, Ivy",0940322633,9780940322639,0940322633,309        pp,3.45,437,1947,"Mar 12, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2020",,Paperback,view,/book/show/410138.Manservant_and_Maidservant
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Walker: On Losing and Finding Yourself in the Modern City,"Beaumont, Matthew",1788738918,9781788738910,1788738918,336        pp,3.31,206,"Nov 10, 2020","Nov 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5*) Highly enjoyable, despite being an academic reading not easy to classify. I particularly liked the way Beaumont structured the chapters, focusi(3.5*) Highly enjoyable, despite being an academic reading not easy to classify. I particularly liked the way Beaumont structured the chapters, focusing on different types of walking the city (convalescing, fleeing, collapsing, etc.) with relevant examples from various works of fiction. Very well researched and quite dense, I have to admit that the parts that shifted from literature were not as exciting for me, personally....more",Notes are private!,0,6,1,"Sep 23, 2020","Oct 07, 2020","Sep 23, 2020",,Hardcover,view (with text),/book/show/53563458-the-walker
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey from St. Petersburg to Moscow,"Radishchev, Aleksandr",0231546394,9780231546393,,unknown,3.53,580,1790,"Nov 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2021,"Jan 08, 2021","Sep 20, 2020",,ebook,view,/book/show/52972208-journey-from-st-petersburg-to-moscow
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jack        (Gilead, #4)","Robinson, Marilynne",0374279306,9780374279301,0374279306,309        pp,3.86,"8,830","Sep 29, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just like Gilead, it’s slow paced, meditative, obviously influenced by religious concepts, and poetic (literally, poetry plays such an important role,Just like Gilead, it’s slow paced, meditative, obviously influenced by religious concepts, and poetic (literally, poetry plays such an important role, from Frost to Shakespeare's Hamlet and many others in between). On the other hand, it’s imbued with the racial tensions of the '50s, threats and hostilities. Jack is troubled, haunted by past choices, regret, guilt, constantly doubting himself, and oh, so human, he’s now part of the gallery of my favourite book characters.Maybe reading Jack right after Gilead was not the brightest idea ever, somehow it requires even more patience, though it is more dynamic. But I’m happy I did it, if only to raise Gilead to the 5 star rating it deserves. Jack is a wonderful prequel, though according to Robinson there’s no specific order in which one should read the books in the quartet (start with Gilead, trust me!)Thanks to the publisher for the ARC....more",Notes are private!,0,12,1,"Sep 23, 2020","Sep 30, 2020","Sep 16, 2020",,Hardcover,view (with text),/book/show/50403478-jack
