,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fernando's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Messias,"Starling, Boris*",9722511491,9789722511490,9722511491,534        pp,4.13,"3,069",1999,2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2021",,Paperback,view,/book/show/13598895-messias
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Quando a tua ira passar        (Rebecka Martinsson, #4)","Larsson, Åsa",9896574782,9789896574789,9896574782,312        pp,3.89,"7,436",2008,"Feb 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2021",,Paperback,view,/book/show/20737042-quando-a-tua-ira-passar
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aurora boreal        (Rebecka Martinsson, #1)","Larsson, Åsa",9896573999,9789896573997,9896573999,unknown,3.63,"21,399",2003,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2021",,Paperback,view,/book/show/34372929-aurora-boreal
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Senda Obscura        (Rebecka Martinsson #3),"Larsson, Åsa",9896573018,9789896573010,9896573018,400        pp,3.76,"7,414",2006,Jul 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2021",,Paperback,view,/book/show/15757962-a-senda-obscura
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oito Noites Brancas,"Aciman, André*",9898461233,9789898461230,9898461233,404        pp,3.32,"1,638",2010,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2021",,Paperback,view,/book/show/13412136-oito-noites-brancas
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorte,"Sebold, Alice",9724616398,9789724616391,9724616398,330        pp,3.77,"100,084","Aug 04, 1999",Feb 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 14, 2021",,Paperback,view,/book/show/6536044-sorte
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sonho Roubado,"Marinina, Alexandra",9722328328,9789722328326,9722328328,311        pp,3.79,471,1994,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2021",,Paperback,view,/book/show/10727700-sonho-roubado
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chicago,"Al Aswany, Alaa",989722033X,9789897220333,989722033X,416        pp,3.42,"22,260",2007,Jul 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 14, 2021",,Paperback,view,/book/show/15761726-chicago
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Palácio dos Prazeres Celestiais,"Williams, Adam",9722907670,9789722907675,9722907670,765        pp,3.81,423,2003,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 14, 2021",,Paperback,view,/book/show/8388983-o-pal-cio-dos-prazeres-celestiais
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,503",1982,"Aug 30, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 02, 2022","Jan 06, 2022","Mar 13, 2021",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A História Secreta,"Tartt, Donna",9722355554,9789722355551,9722355554,544        pp,4.17,"741,939","Sep 16, 1992","Jun 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 12, 2021",,Paperback,view,/book/show/25693401-a-hist-ria-secreta
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cem Anos de Solidão,"García Márquez, Gabriel",972206388X,9789722063883,972206388X,384        pp,4.11,"971,206",1967,Nov 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 11, 2021","Mar 14, 2021","Mar 11, 2021",,Paperback,view,/book/show/42399952-cem-anos-de-solid-o
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Equador,"Tavares, Miguel Sousa",9895550138,,,527        pp,4.16,"8,239",2003,Dec 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 11, 2021",,Paperback,view,/book/show/8875360-equador
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Oficial e o Espião,"Harris, Robert*",9722352822,9789722352826,9722352822,496        pp,4.21,"28,186","Sep 26, 2013",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 10, 2021",,Paperback,view,/book/show/22597596-o-oficial-e-o-espi-o
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lembro-me de Ti,"Sigurdardottir, Yrsa",9897220437,9789897220432,9897220437,398        pp,3.84,"11,430",2010,Aug 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 10, 2021",,Paperback,view,/book/show/15771835-lembro-me-de-ti
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Hipnotista,"Kepler, Lars*",9720040661,9789720040664,9720040661,560        pp,3.74,"64,600",2009,"May 20, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 10, 2021",,Paperback,view,/book/show/8294616-o-hipnotista
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morte Sem Testemunhas        (Inspector Lynley #13),"George, Elizabeth*",9727311881,9789727311880,9727311881,700        pp,4.08,"14,483",Mar 2005,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 10, 2021",,Paperback,view,/book/show/19460509-morte-sem-testemunhas
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Amante Ingénuo e Sentimental,"le Carré, John",9722057650,9789722057653,9722057650,512        pp,3.14,"1,598",1971,Jun 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/25748266-o-amante-ing-nuo-e-sentimental
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Último Capítulo,"Power, Edmund",,9789728839819,,256        pp,3.29,41,"Sep 01, 2003","Mar 16, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 09, 2021",,Capa Mole,view,/book/show/2260525.O_ltimo_Cap_tulo
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Segredos de Gray Mountain,"Grisham, John*",9722530437,9789722530439,9722530437,400        pp,3.65,"100,422","Oct 21, 2014","Oct 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/26704135-os-segredos-de-gray-mountain
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Vingança,"Grisham, John*",9722537741,9789722537742,9722537741,0        pp,3.74,"92,559","Oct 23, 2018","Jan 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/49923352-a-vingan-a
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Guardiões,"Grisham, John*",972253999X,9789722539999,972253999X,344        pp,4.14,"105,405","Oct 15, 2019","Jul 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/53886805-os-guardi-es
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Morte do Comendador Vol. II        (A Morte do Comendador, #2)","Murakami, Haruki",9897800859,9789897800856,9897800859,418        pp,3.94,"14,298","Feb 24, 2017","Mar 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/44222700-a-morte-do-comendador-vol-ii
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",9897416269,9789897416262,9897416269,376        pp,4.01,"601,967","Sep 04, 1987","Nov 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/32721928-norwegian-wood
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,634","Apr 06, 1943","Jun 29, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/157993.The_Little_Prince
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sombra da Sereia,"Läckberg, Camilla*",9722052551,9789722052559,9722052551,0        pp,3.96,"23,291",2008,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/52705379-a-sombra-da-sereia
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Domador de Leões        (Fjällbacka #9),"Läckberg, Camilla*",9722060279,9789722060271,9722060279,424        pp,3.97,"16,130",2014,"Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/30246408-o-domador-de-le-es
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Prisioneiro do Céu,"Ruiz Zafón, Carlos",9896578192,9789896578190,9896578192,377        pp,4.12,"100,638","Nov 01, 2011",Aug 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/33409218-o-prisioneiro-do-c-u
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Jogo do Anjo,"Ruiz Zafón, Carlos",9896574901,9789896574901,9896574901,548        pp,4.00,"162,262","Apr 17, 2008",Oct 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/36041829-o-jogo-do-anjo
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prenúncio de Chuva        (Kenzie & Gennaro #5),"Lehane, Dennis*",9727922139,9789727922130,9727922139,478        pp,4.09,"22,316","May 19, 1999",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/11880264-pren-ncio-de-chuva
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shutter Island,"Lehane, Dennis*",9727922317,9789727922314,9727922317,316        pp,4.12,"194,961","Apr 13, 2003",Mar 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/20320328-shutter-island
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Livro das Ilusões,"Auster, Paul",,9789724131634,,272        pp,3.90,"24,132","Sep 04, 2002",Nov 2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 07, 2021",,Paperback,view,/book/show/6321747-o-livro-das-ilus-es
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Noite Está a Chegar,"Bryndza, Robert*",,9789898999849,,288        pp,4.23,"11,582","Nov 03, 2020",Feb 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2021","Mar 23, 2021","Mar 07, 2021",,Capa mole,view,/book/show/56984939-a-noite-est-a-chegar
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Educação de Eleanor,"Honeyman, Gail",9720048980,9789720048981,9720048980,328        pp,4.24,"1,227,062","May 09, 2017",Sep 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 15, 2021","Mar 17, 2021","Mar 07, 2021",,Paperback,view,/book/show/42979574-a-educa-o-de-eleanor
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viajo Sozinha,"Bjørk, Samuel*",9722070851,9789722070850,9722070851,536        pp,4.07,"27,815",2013,"Sep 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 24, 2021","Mar 28, 2021","Mar 07, 2021",,Capa mole,view,/book/show/55145477-viajo-sozinha
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Munique,"Harris, Robert*",9722366327,9789722366328,9722366327,344        pp,3.87,"24,901","Sep 21, 2017",Nov 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2021","Mar 20, 2021","Mar 07, 2021",,Paperback,view,/book/show/55925557-munique
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Tempo Entre Costuras,"Dueñas, María",8576655438,,,632        pp,4.18,"44,092",Jun 2009,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 02, 2021",,Paperback,view,/book/show/10087991-o-tempo-entre-costuras
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Perfume: História de um Assassino,"Süskind, Patrick",,,,273        pp,4.04,"468,467","Feb 26, 1985",1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2021",,Paperback,view,/book/show/2562708.O_Perfume
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Toupeira        (The Karla Trilogy #1),"le Carré, John",9722046454,9789722046459,9722046454,417        pp,4.06,"94,543",Apr 1974,Jun 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,not setnot set,"Feb 27, 2021",,Paperback,view,/book/show/12391086-a-toupeira
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Não Matarás,"Navarro, Julia",9722537547,9789722537544,9722537547,992        pp,3.93,"4,890","Oct 25, 2018",Jul 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/53039026-n-o-matar-s
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Rapariga no Gelo        (Detective Erika Foster, #1)","Bryndza, Robert*",9899970581,9789899970588,9899970581,360        pp,3.96,"81,917","Feb 12, 2016",Jun 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/35274024-a-rapariga-no-gelo
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",9725648161,9789725648162,9725648161,"1,032        pp",4.21,"41,675",2004,"Sep 26, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/7058602-2666
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Apanhadores de Conchas,"Pilcher, Rosamunde",,9789897541063,9897541063,397        pp,4.19,"110,888","Dec 15, 1987",Apr 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/17374482-os-apanhadores-de-conchas
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Farmacêutico de Auschwitz,"Posner, Patricia*",989997059X,9789899970595,989997059X,271        pp,4.01,"4,522","Apr 25, 2000",Jul 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/36116238-o-farmac-utico-de-auschwitz
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uma Casa para Mr. Biswas,"Naipaul, V.S.",9897220127,9789897220128,9897220127,768        pp,3.81,"21,090",1961,May 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Feb 26, 2021",,Paperback,view,/book/show/22596520-uma-casa-para-mr-biswas
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Filhas do Capitão,"Dueñas, María",9720032189,9789720032188,9720032189,576        pp,3.71,"6,855",Apr 2018,Sep 2109,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 26, 2021",,Paperback,view,/book/show/51941285-as-filhas-do-capit-o
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Coragem de Cilka        (O Tatuador de Auschwitz, #2)","Morris, Heather*",9722365029,9789722365024,9722365029,352        pp,4.40,"174,937","Oct 01, 2019",Feb 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2021",,Paperback,view,/book/show/50693552-a-coragem-de-cilka
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homens Bons,"Pérez-Reverte, Arturo",9892336534,9789892336534,9892336534,512        pp,3.91,"3,308","Mar 12, 2015",Sep 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2021",,Paperback,view,/book/show/32065833-homens-bons
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Susana em Lágrimas,"Kimhi, Alona",9724130282,9789724130286,9724130282,328        pp,3.70,196,1999,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2021",,,view,/book/show/6304134-susana-em-l-grimas
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Linha da Beleza,"Hollinghurst, Alan",,9789724143132,9724143139,560        pp,3.75,"27,937","Apr 16, 2004",Jun 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2021",,Paperback,view,/book/show/8423061-a-linha-da-beleza
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,10 Minutos e 38 Segundos Neste Mundo Estranho,"Shafak, Elif*",9722365738,9789722365734,9722365738,328        pp,4.09,"62,010",Jun 2019,Jul 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Feb 18, 2021not set","Feb 22, 2021not set","Feb 11, 2021",,Paperback,view,/book/show/54634155-10-minutos-e-38-segundos-neste-mundo-estranho
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt-Marie esteve aqui,"Backman, Fredrik*",9720032448,9789720032447,9720032448,304        pp,4.09,"163,662","Oct 03, 2014",Nov 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2021","Feb 18, 2021","Feb 11, 2021",,Paperback,view,/book/show/48706265-britt-marie-esteve-aqui
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Legado de Humboldt,"Bellow, Saul",9897220038,9789897220036,9897220038,528        pp,3.85,"9,477",1975,Apr 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2021","Mar 04, 2021","Feb 11, 2021",,Paperback,view,/book/show/15721984-o-legado-de-humboldt
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coração tão branco,"Marías, Javier",9896721890,9789896721893,9896721890,336        pp,4.02,"14,629","Feb 13, 1992",Apr 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 06, 2021","Mar 07, 2021","Feb 11, 2021",,Paperback,view,/book/show/46156801-cora-o-t-o-branco
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Aventuras de Augie March,"Bellow, Saul",9725648986,9789725648988,9725648986,709        pp,3.84,"18,126","Sep 18, 1953",Sep 2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/10098621-as-aventuras-de-augie-march
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Era Uma Vez Um Rapaz,"Hornby, Nick",9726958687,9789726958680,9726958687,294        pp,3.80,"136,247","Jan 01, 1998",2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/45495465-era-uma-vez-um-rapaz
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tóquio,"Hayder, Mo",,9789727921386,,400        pp,3.92,"10,908",2004,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,,view,/book/show/15788754-t-quio
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Interessantes,"Wolitzer, Meg",9724749614,9789724749617,9724749614,592        pp,3.59,"118,446","Apr 09, 2013","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/23125798-os-interessantes
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastoral Americana,"Roth, Philip",9722041096,9789722041096,9722041096,416        pp,3.94,"80,029","May 12, 1997",Nov 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/11034411-pastoral-americana
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escrito na Água,"Hawkins, Paula*",9898800887,9789898800886,9898800887,384        pp,3.59,"388,697","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/34474680-escrito-na-gua
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Rapariga no Comboio,"Hawkins, Paula*",9898800542,9789898800541,9898800542,319        pp,3.96,"2,942,786","Jan 13, 2015","Jun 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,not setnot set,"Jan 31, 2021",,Paperback,view,/book/show/25459160-a-rapariga-no-comboio
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Em Parte Incerta,"Flynn, Gillian*",9722530011,9789722530019,9722530011,672        pp,4.13,"3,091,005","Dec 06, 2012",Apr 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/25849641-em-parte-incerta
