,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deborah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wishful Drinking,"Fisher, Carrie",143915371X,9781439153710,143915371X,163        pp,3.82,"85,936","Dec 02, 2008","Sep 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2009",,Paperback,view,/book/show/6734757-wishful-drinking
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Will Darken It,"Maxwell, William",0679772588,9780679772583,0679772588,368        pp,4.05,987,1948,"Feb 04, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2009",,Paperback,view,/book/show/1107457.Time_Will_Darken_It
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The First Fall Classic: The Red Sox, the Giants and the Cast of Players, Pugs and Politicos Who Re-Invented the World Series in 1912","Vaccaro, Mike",0385526245,9780385526241,0385526245,304        pp,4.08,193,"Oct 06, 2009","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2009",,Hardcover,view,/book/show/6775862-the-first-fall-classic
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Change of Climate,"Mantel, Hilary",0007172907,9780007172900,0007172907,342        pp,3.88,"2,879","Jan 01, 1994","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2009",,Paperback,view,/book/show/101922.A_Change_of_Climate
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Black,"Mantel, Hilary",0312426054,9780312426057,0312426054,432        pp,3.43,"9,018",2005,"Apr 18, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2009",,Paperback,view,/book/show/101923.Beyond_Black
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,306","Apr 30, 2009",2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It will be difficult for me to move back into my own home now that I have been residing at ""Wolf Hall"" for the past couple of weeks. I feel I have livIt will be difficult for me to move back into my own home now that I have been residing at ""Wolf Hall"" for the past couple of weeks. I feel I have lived an entire lifetime there, an intimate observer in the court of Henry VIII and Anne Boleyn. Thomas Cromwell has been my host in this place, and never has there been a host as ruggedly self-sufficient, capable and well-rounded as he. A dreamer and a realist at the same time, Hilary Mantel's Cromwell is as loyal a protector as he is ruthless competitor, as benevolent a father as he is determined materialist, and as refined a soul as he is a seasoned terrorist. In the film, I picture him played by Daniel Craig. The story of the Tudors is an old story. We have heard it in one form or another a hundred times. If that keeps you from picking up this book, it is a pity, because this story has never been told before. Utilizing the perfect device of perspective, Mantel has brought us a new hero in an old saga by telling us this story as Cromwell's story. Meticulously researched, Mantel gives us shocking new insights into people we thought we knew well. Thomas More, for instance, known mostly for ""Utopia"" now, seems deceptively kind and gentle when viewed solely by that work. But Mantel shows us a man who fiercely defended his opinions as God's opinions and was eager to mercilessly torture those who disagreed, a man who childishly sought the weakness in others to use to his advantage and amusement. King Henry, such a caricature of girth and homicide in most modern minds is shown as a paradox of a man, as capable of brilliant diplomacy as he is of careless disregard, as eager to erase his marriage of twenty six years through world-altering religious turmoil as he is to hunt fox and shoot arrows in the noonday sun. And that is the triumph of ""Wolf Hall."" Every member of the immediate court becomes a flesh and blood entity. These are no longer two-dimensional faces on paintings and relics, no longer archaic titles that have no breathing, feeling bodies attached. When you finish ""Wolf Hall"" you feel you have known these people, you understand the history of the time, you are a confidant within the court of England. Cromwell is a magnificent host. I will be the first in line to buy Mantel's next book, which continues the saga. ...more",Notes are private!,0,5,1,not set,"Jan 29, 2010","Nov 05, 2009",,Paperback,view (with text),/book/show/6101138-wolf-hall
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wicked Good Year: How the Red Sox, Patriots, and Celtics Turned the Hub of the Universe into the Capital of Sports","Buckley, Steve",0061787388,9780061787386,0061787388,352        pp,3.77,30,"Nov 01, 2009","Nov 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2009",,Hardcover,view,/book/show/6611757-wicked-good-year
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nights at the Circus,"Carter, Angela",0140077030,9780140077032,0140077030,295        pp,3.88,"13,339","Sep 27, 1984","Mar 04, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2009",,Paperback,view,/book/show/653651.Nights_at_the_Circus
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night in Twisted River,"Irving, John*",1400063841,9781400063840,1400063841,554        pp,3.78,"26,879",2009,"Oct 27, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I heard the riveting title of John Irving’s most recent novel, “Last Night in Twisted River,” and read a few blurbs describing the subject matterWhen I heard the riveting title of John Irving’s most recent novel, “Last Night in Twisted River,” and read a few blurbs describing the subject matter and the characters, I just knew in my heart he had finally written another book worthy of being placed next to his early masterpieces on the bookshelf of honor. I just knew I would feel the same rush of excitement I felt when I was introduced to Owen Meany or T.S. Garp, or Dr. Larch or even Susie the Bear, and first entered their strange and revelatory worlds. My palms were sweaty just thinking about it. I just knew this was the one. I knew it. And that was my first mistake. “Last Night in Twisted River” is an ambitious novel that tackles themes that might seem a natural progression for Irving who tackled themes relating to childhood, young love, lust, sexuality, infidelity, rebellion, and identity, in earlier books, then began to further explore themes related to parenting, child-rearing, loss, grief, success, human rights, and the nature of religion in later works, and now adds to those themes with an in-depth look at the nature of aging, dying, and coming to terms with one’s past decisions (not to mention a lengthy running theme about lethal grudges and warring factions that is meant to tie in to America’s political and military history, and our contemporary war on terrorism). In fact, there is a literal “running” theme of running away from danger, and of danger always following, always being right there at your heels. Compelling stuff, in theory. And let me be clear, I was not put off by either the themes or by the political platform (admittedly, Irving’s politics have usually mirrored my own, and his themes have always captivated me). In fact, I desperately wanted Irving to write a novel that illuminated those themes for me in a way that moved me, caused me to reflect, or even left me emotionally gutted, if necessary. At the very least, kept me engaged. None of those things, however, indeed, actually happened.Some s have criticized the fact that Irving seemed to be rehashing material he had used before, reaching into an old bag of tricks and trying to make something new out of it. Have these people not read Irving before? He started doing that in book two. In my opinion, this is part of Irving’s allure, part of his familiar voice, a little shout out to his cult following. We want to see the usual hallmarks. If you go to the carnival, you want to see a Ferris wheel. If you read a John Irving novel, you want to see some bears. And this novel does not disappoint on that front. He mentions most of the biggies: bears, wrestling, New Hampshire (even Exeter, by name), the draft, the usual “sexual suspects,” odd mixes of people living together in one big complex, the writing life, and even a shout out to his own books. It had all the elements. It really should have worked.So, why didn’t it? As a big fan of Mr. Irving (and I am – a huge fan), this novel seemed really self-indulgent. Stopping just short of building a soapbox, Irving preached his views rather than incorporating them into a well-crafted story. Irving certainly knows how to craft a brilliant story. In “Cider House Rules” he managed to take a volatile issue like abortion and explore it with depth and purpose through the lives of his very well-developed characters and the situations that were thrust upon them as they explored both the theme and their own feelings about it. Intelligent people on either side of that issue could have appreciated the story despite their feelings about the subject matter. But here, rather than having characters engrossed in situations that let the reader discern the struggles and inherent complexities of those situations, Irving just basically went on tirades that often seemed bombastic, and worse, unrelated to the material at hand. But even more troubling, in “Twisted River,” there also seemed to be an emotional disconnect, something I never detected in Irving’s other novels. Early in the book, for instance, we are introduced to a sympathetic maternal character who unexpectedly meets a tragic end at the hand of another main character, someone for whom the victim cares deeply and who supposedly cares deeply for her. The death is accidental, but never once do we feel that the victim is mourned, that her death is anything more than a convenient plot contrivance to further the theme. Not once are there any genuine feelings of grief expressed or of wistful remembrance or even of guilt or regret. More is made of the absurd logistics of disposing her body than of the affect she had on the child she cared for or the character who was her lover. She is forgotten almost as soon as her body is left behind. This type of emotional disconnect with various important characters occurred throughout the novel for me, and always made me cringe. I realize that part of Irving’s purpose was to convey to the reader that often people come into our lives unexpectedly and sometimes those people are just as unexpectedly removed from our lives; but, he also set these characters up as people we should care about. How can we care about them if they don’t seem to care about each other all that much? In fact, the very few attempts at emotional connection (usually merely sexual) bothered me almost as much as the many instances in which it was non-existent. For instance, at the end of the book, an emotional connection is actually forced upon us, and is so implausible in its ridiculousness as to border on insulting our intelligence. (I’ll just say it involves buying a suddenly urgent and deep love between two characters who met once, briefly, and haven’t had ANY contact in forty years.) I often found myself thinking that, perhaps in the writing of this novel, Irving had made a list of absurd images and plot developments in his head, all of which had to be strung together using the characters at hand, and, as such, the characters became mere props for those images, more important as plot contrivances than as genuine people actually witnessing or taking part in the events. Irving has written many books that involved plot contrivances and absurd situations, but in the best of those, I never once questioned the validity of the situations, and never once felt that the characters involved had less than authentic reactions to the events. In this book, nothing ever felt fully real or fully realized.  Another bothersome aspect for me involved the dialogue. Perhaps, in trying to capture the way he believed Coos County loggers would speak (or the way North End Sicilians would speak), Irving took a risk and went whole hog. Granted, for me, his river driver character, Ketchum, is the most interesting (and endearing) character in the book and makes for the most lively aspects of it, but Irving never quite makes the dialogue natural, not only with Ketchum but with most of the other characters, as well. Ketchum, in particular, comes off more as cartoon than man, (I always pictured him as a kind of fleshed out version of Yukon Cornelius from the “Rudolph the Red-Nosed Reindeer” special). And Ketchum was my favorite character, so you can see how things deteriorated from there. As a last aside, (and just a pet peeve, really), I was also irritated with Irving’s obvious use of the Danny Angel character to mirror his own literary ascent. I don’t mind that he wrote a character based on himself or made reference to obvious milestones in his own career. That’s not it at all. It was the constant references to how great he was and how many famous people he knew and how rich he had become and how ignorant ALL those press people were who asked him such tedious questions and all those fans who mischaracterized his work and how he could never possibly answer all their letters. Ah yes, fame is so difficult and being great is such a chore. That grew tiresome rather quickly. So, my favorite author has written a book that I just don’t like. I’m sure he’ll get over my disapproval. As his friend and mentor, Kurt Vonnegut, (who is mentioned several times in the book) would say, “And so it goes.” The truth is, it doesn’t matter. My great love of many of his other novels is not diminished by my lack of love for this one. Would I have liked to have gotten some meaningful insights into these compelling themes from a man I have always admired and maybe idolized a little? Of course I would have. But if I am expecting to learn my life lessons from a John Irving novel, maybe I am already lost. If anyone is reading this , and has never read an Irving book before, please don’t let this stop you. In fact, go out and buy a copy of “A Prayer for Owen Meany” immediately. Trust me, you’ll never be the same. And you’ll love him, too – no matter what....more",Notes are private!,0,8,1,"Feb 05, 2010","Feb 08, 2011","Oct 22, 2009",,Hardcover,view (with text),/book/show/6323821-last-night-in-twisted-river
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lacuna,"Kingsolver, Barbara",0060852577,9780060852573,0060852577,508        pp,3.81,"69,416","Nov 03, 2009","Nov 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2009",,Hardcover,view,/book/show/6433752-the-lacuna
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice Fantastic,"Estep, Maggie",193335481X,9781933354811,193335481X,244        pp,3.76,181,"May 01, 2009","May 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2009",,Paperback,view,/book/show/6262454-alice-fantastic
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",0312429215,9780312429218,0312429215,912        pp,4.21,"41,675",2004,"Sep 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful. Terrible. Gorgeous. Grotesque. Brilliant. Horrifying. I am still too shaken by it all to write a coherent , but once I have processedBeautiful. Terrible. Gorgeous. Grotesque. Brilliant. Horrifying. I am still too shaken by it all to write a coherent , but once I have processed it a bit more, I will encapsulate my thoughts. I am deeply grateful to have read this book and hope never to read it again. Like watching the Nazi war films or seeing an autopsy - it's good to know the truth, and it's bad to know the truth and some things are better to vaguely forget than to continually remember. ...more",Notes are private!,0,0,1,"Jul 25, 2011","Oct 19, 2011","Oct 22, 2009",,Paperback,view (with text),/book/show/6372225-2666
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whistling Season        (Morrie Morgan #1, Two Medicine Country #7)","Doig, Ivan",0151012377,9780151012374,0151012377,345        pp,4.06,"19,907","Jun 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2009",,Hardcover,view,/book/show/262545.The_Whistling_Season
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness: A Guide to Developing Life's Most Important Skill,"Ricard, Matthieu",0316167258,9780316167253,0316167258,304        pp,4.08,"7,581","Jun 30, 2003","Jan 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2009",,Paperback,view,/book/show/96885.Happiness
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End,"Scibona, Salvatore",1555974988,9781555974985,1555974988,320        pp,3.35,646,"May 13, 2008","May 13, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2009",,Hardcover,view,/book/show/2302476.The_End
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",,,,287        pp,4.30,"213,565","Apr 23, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2009",,Hardcover,view,/book/show/6289283-born-to-run
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Friend,"Tartt, Donna",1400031699,9781400031696,1400031699,624        pp,3.47,"69,748","Oct 22, 2002","Oct 28, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rarely has a book stirred up so many conflicting emotions in me. My love/hate relationship with “The Little Friend” makes it difficult for me to revieRarely has a book stirred up so many conflicting emotions in me. My love/hate relationship with “The Little Friend” makes it difficult for me to  in any coherent, linear fashion, so my apologies in advance. And there may be spoilers. 3.5 stars but I'm rounding up.First of all, the book is too long. I know, I know – the descriptive elements, the extravagant attention to detail, the elegant, hazy, evocative fragments of a Mississippi childhood full of crazy aunts and backyard theatrics, and real and imagined dangers, and meth-making poverty-stricken troublemakers, and…little friends…is why so many people love this book, but it is also why so many readers could not finish it. On the one hand, Tartt writes like a dream. You can see every single scene as if it is laid out before you, like a painting or a walking play. No detail is too small to be left out. No conversation too irrelevant to be ignored. And yet, in some ways, its greatest strength is also its greatest flaw. The descriptions are sheer perfection in their rendering, but there is just too much of a good thing. The reader can see that Tartt becomes lost in these reveries, lovingly recreating every moment, every cicada chirping, every wafting blade of grass, every item in the pantry, but so often these vignettes lead nowhere (not that they have to, I understand that) or lead to their destinations far too slowly, which creates a real problem for me with the pacing of the book. I know there are books that can be savored for their lush descriptive elements alone, and I love many such books, but this book gives us many reasons to expect more urgent pacing (the murder at the book’s beginning, the quest for answers, the Ratliff family, the SNAKES!) and too often leaves us to meander through page after page of minor characters who never matter and side trips that bear no fruit. So, I loved the writing and was frustrated with it in equal turns. I nearly stopped reading at least three or four times. So, why did I keep going?Harriet.Despite the issues with length and pacing, Harriet is one of the more interesting characters you will ever meet. This fierce, independent, inquisitive little pit bull of a girl is a force of nature. You keep reading just to find out what she will do or say or think next. Her relationship with her friend Hely makes for some of the strongest passages in the book for me, even when some of their antics become far-fetched, and their dialogue seems natural, born of a stage in life when everything is important, everything is “life and death” and you can only share it with your best friend. Harriet is navigating a difficult youth with a massive amount of bravado. Her brother has been murdered, her father has all but abandoned the family, her mother is useless, her sister vague and elusive, and the only person she seems to love is the maid she inadvertently gets fired, but, through it all, she has convictions and goals and a certain self-confidence born of her intelligence and interests. I would recommend that people read this if for no other reason than to meet Harriet Dufresnes. Okay, now for the meat of it all. Who is “The Little Friend,” who murdered Robin, and what is this book about anyway?Donna Tartt showed us in “The Secret History” that crimes often go unpunished. In that book, we knew who the culprits were, but society never would. Sometimes terrible things happen and no one is held accountable. We all know this is true, but as readers, we all want closure. For Harriet, the lesson hits hard. Her goal in life was to take revenge on the man she thought had murdered her brother, when in fact, he hadn’t murdered anyone, until the end, when his own brother is the victim. Had Harriet’s meddling caused that relationship to grow violent? Had it spurred the paranoia that caused events to escalate? We are left to wonder. And Harriet is left with a secret that will haunt her forever.We may not find out the identity of Robin’s killer, but there are many candidates for the title “Little Friend.” Harriet herself is the little friend to others in the book, Hely is her little friend. We learn near the end that rather than being an adversary to Robin, Danny was his little friend. These characters and others in the book start out in the usual world of childhood until something changes that world. For Danny, poverty and drugs changed his world and erased the promise of childhood. For Harriet, loss and tragedy mark the end of her childhood. For Hely, entitlement and popularity mark his transformation. Somewhere along the line, we all make the transition, we all stop being “the little friend” and have to decide who we are going to be in the world, how we are going to interact in a place so fraught with pitfalls and hardship. It is no mistake that the family homestead in the book was called “Tribulation.” This is a book about suffering, about difficulties, about things not turning out the way anyone hopes. The characters in “The Little Friend” have little control over the socioeconomic system in rural Mississippi that has guided their fates to a large degree. In the same way that Danny and the Ratliffs are born into their destinies, and Ida Rhew and Odean have little control over their lot in life, Harriet is born into the legacy of Tribulation. The only thing these characters have that is truly their own is how they react to their particular trials. A family from a home called Tribulation is surely going to have their share of sadness. But even when that home is torn down, erased from town history, nothing but a cornerstone, they all miss it terribly and remember it fondly. Isn’t that just life? All of our stories are tinged with loss and sadness at one time or another, some more difficult than others, but usually there is a nostalgia that recalls the sweeter memories of childhood and makes us willing to relive the past, no matter how difficult....more",Notes are private!,0,4,1,"May 28, 2019","Aug 26, 2019","Oct 13, 2009",,Paperback,view (with text),/book/show/775346.The_Little_Friend
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children's Hospital,"Adrian, Chris",0802143334,9780802143334,0802143334,624        pp,3.57,"2,955","Aug 22, 2006","Oct 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2009",,Paperback,view,/book/show/457310.The_Children_s_Hospital
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poe's Children: The New Horror,"Straub, Peter",0385522835,9780385522830,0385522835,544        pp,3.43,"2,036","Jan 01, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2009",,Hardcover,view,/book/show/2808929-poe-s-children
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East To The Dawn: The Life of Amelia Earhart,"Butler, Susan",030681837X,9780306818370,030681837X,421        pp,3.92,"1,034","Oct 16, 1997","Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2009",,Paperback,view,/book/show/6745902-east-to-the-dawn
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shutter Island,"Lehane, Dennis*",038073186X,9780380731862,038073186X,369        pp,4.12,"194,957","Apr 13, 2003","Apr 27, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have rarely been this conflicted about a  or rating. Three stars seems kind of paltry in my estimation for a book that I started a day and halI have rarely been this conflicted about a  or rating. Three stars seems kind of paltry in my estimation for a book that I started a day and half ago and that was so thoroughly riveting that I stayed up almost all night to finish it. There was absolutely no way on earth I could have allowed myself to sleep last night with but a few measly pages standing between me and either the confirmation or refutation of my fears. So, let me tell you why you should read this book - and I do recommend it, even highly for some - before I get into the less compelling reasons I gave this three stars instead of four. First of all, this is the fictional equivalent of a roller coaster ride, and I say that as a compliment. From the moment you get on board, everything flies by in a colorful blur of exhilarating images and distorted emotions, until you are not sure if the screams are from excitement or pure terror. Pages fly by before you even realize you have read them, and I am not a fast reader. In fact, I almost pride myself on that trait, since I like to savor the books I read and pay attention to the nuances. I completed this book in two nights (the first night constituting a mere hour or so of reading and the second composed of several hours of obsessive reading with the book glued to my hand). For any book to maintain that level of interest and exhilaration alone makes it a worthwhile read. Lehane is also a master of character. This is a not a story dependent upon character development as much as plotline, but somehow Lehane takes us inside the characters immediately - their body language, turns of phrase, the snippets of history we are allowed to glimpse, the way they interact with others. Lehane always gives us enough to care. And then there is the island. A desolate, mysterious little tract of land off the coast of Boston, housing a fortress filled with the criminally insane. Add an escaped prisoner who would have had to have walked through walls to get out, a couple of doctors out of an Ira Levin plotline, and a hurricane that cuts off all communication with the mainland and you have yourselves all the elements of a first-rate nightmare. Add in a heroic US Marshall grieving over his murdered wife and wrestling with fleeting thoughts of suicide, and suddenly it is impossible not to be fully invested in the fate of this protagonist.So, why three stars instead of four? This is a book dependent upon the big reveal. Unfortunately, I saw it coming a short way through the book. Had the book succeeded in surprising me - hell, I would have given it five stars. But being able to piece so much of the truth together on my own seemed like a bit of a flaw in the narrative. Just my opinion. Did it harm my enjoyment of the book? Not at all. A great, breathless, carnival ride of a book. If that sounds appealing - and why shouldn't it? - do yourself a favor and spend a night or two with this absorbing read. How often does a few hours spent sitting in a chair get to feel like that?...more",Notes are private!,0,2,1,"Jan 30, 2010","Feb 05, 2010","Oct 06, 2009",,Mass Market Paperback,view (with text),/book/show/21686.Shutter_Island
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Scripture,"Barry, Sebastian",0571215289,9780571215287,0571215289,300        pp,3.83,"21,387","Apr 02, 2008","May 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 02, 2009",,Hardcover,view,/book/show/3419808-the-secret-scripture
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South of Broad,"Conroy, Pat",038541305X,9780385413053,038541305X,514        pp,3.85,"47,807","Aug 11, 2009","Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2009",,Hardcover,view,/book/show/6135237-south-of-broad
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Cities,"Calvino, Italo",0156453800,9780156453806,0156453800,165        pp,4.12,"83,831","Nov 03, 1972",1974,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is a reason Italo Calvino's cities are invisible. It is not just that his tale is set in an earlier time period with cities that may no longer eThere is a reason Italo Calvino's cities are invisible. It is not just that his tale is set in an earlier time period with cities that may no longer exist in their ancient forms. Nor is it just that a city is a sociological beast, a place that only exists as defined by a group of people who populate it on a particular date in history, slightly different the day before or the day yet to come. Calvino knows that each city is a dynamic, ever-changing social habitat couched in struts and beams, offering its own unique resources for consumption, but existing wholly as an imagined construction, a hollow shell without the plans and needs of those who reside there. Calvino's cities are the cities of the mind, places that spring from the imagination, some of which can only exist because someone has thought of them. And some are not cities at all. If a  that begins with such a conceptual framework is intriguing to you, then you should put ""Invisible Cities"" on your ""to-read"" list immediately. If not, I recommend passing it by. And I seriously mean that, with no judgment one way or the other. This a book for lovers of abstract thought, for those who enjoy having their perspectives challenged and who do not mind being led by confusing clues into disorienting places only to find that any answers that ultimately come, do so, as usual, from within. Unconventional notions, a loose framework housing flights of fancy and raw emotion, horror rendered as poetry, desires built into cities, cities made into women, it all gets a bit heady at times. If you like a straightforward narrative that is either plot-driven or character-driven and has clear situations that are ultimately resolved, you will not enjoy this book. There is no plot. There are two characters, Kublai Khan and Marco Polo, and even though we know they existed and are quite real in the records of history, this is not Khan and Polo, but creations of who Khan and Polo might be as imagined by Calvino for the purposes of embodying other entities, perhaps his own, or perhaps those of society at large, or perhaps both. There is no story, per se, except the one important linear thread: Polo describes a series of cities to Khan that are meant to embody the cities of Khan's own crumbling empire. We learn along the way, however, that these cities are most likely not cities Polo has seen on his travels, (some are not even cities that could logistically exist), but are an inner city that Polo decribes differently every time, depending upon his particular mood, viewpoint, outlook on humanity, relationship with desire or mortality, philosophical bent or ideological perspective. Khan comes to believe that each description is a different take on Polo's own home city of Venice, and that every city reflects every other city in the end. As you can see, this is that rare conceptual piece that is about, well, everyone. It is about society and social constructs in its depictions of fantastical cities and the people who build them and reside in them, and it is about the individual in that no city exists without first residing as an image in the mind of a creator, and no inhabitant has an image of his own city that is not informed by his own psychology or philosophy. Calvino echoes what Anais Nin once brilliantly observed, ""We do not see things as they are, we see them as we are."" How Calvino's cities take shape also provide commentary on the human condition. Some are formed out of fear, out of desire, out of a yearning for lost youth or as a makeshift response to war or forced exodus. Oh, and each city is named for a woman. Make of that what you will. The book has surely been compared to many other famous works, although it resembles nothing conceived before. For my part, as I read it, I was reminded of two other works, one ancient and one modern. In its lush, textural and exotic descriptions and its framework of stories being told to appease and entertain a powerful ruler, it reminded me of ""1001 Arabian Nights."" The dynamic, the stories, all quite different, but still the reference to that work is not lost on the reader if only due to the parallels of nightly stories and ancient origins. Oddly, the modern work that paralleled this one for me was ""Einstein's Dreams."" Like ""Invisible Cities"" that book offered mind-altering perspectives of one concept (time) told in a series of short vignettes, each of which contains a new look at an old theme and a conceptual framework that challenges the reader, both in terms of the abstract world of physics and the abstract world of philosophy. Calvino similarly offers stunning vistas of the mind in his series of vignettes about one subject, cities. Cities and Signs, Cities and Desire, Thin Cities. Calvino describes these and many others for us to ponder and explore in the realms of our own imaginations, but in the end, all of them have one distinguishing feature. They are all, collectively, invisible. ...more",Notes are private!,0,1,1,"Feb 05, 2010","Aug 28, 2010","Sep 21, 2009",,Paperback,view (with text),/book/show/9809.Invisible_Cities
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If on a Winter’s Night a Traveler,"Calvino, Italo",,9780088619451,,260        pp,4.03,"97,925","Jun 02, 1979","Oct 20, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2009",,Paperback,view,/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
