,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Radu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biblioteca Nopții,"Manguel, Alberto*",,,,320        pp,3.99,"3,825",Jan 2006,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/17261871-biblioteca-nop-ii
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mielul: Evanghelia după Biff, tovarășul de joacă al lui Iisus","Moore, Christopher*",9734608037,9789734608034,9734608037,579        pp,4.23,"173,679","Mar 01, 2002",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/13641270-mielul
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conjuratia imbecililor,"Toole, John Kennedy",9734625519,9789734625512,9734625519,432        pp,3.89,"275,443","May 01, 1980",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/16086394-conjuratia-imbecililor
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Istoria lui Dumnezeu,"Armstrong, Karen",6068073629,9786068073620,6068073629,512        pp,3.88,"49,730",1993,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/17186720-istoria-lui-dumnezeu
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deriva continentelor,"Banks, Russell",1602570299,9781602570290,,380        pp,3.87,"3,773","Feb 01, 1985",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/17206481-deriva-continentelor
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Club,"Palahniuk, Chuck*",9734627902,9789734627905,9734627902,256        pp,4.19,"591,678","Aug 17, 1996",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/15838438-fight-club
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Familia Polaniecki        (3 vol.),"Sienkiewicz, Henryk",,,,824        pp,3.56,224,1894,1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/53454009-familia-polaniecki
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acid House,"Welsh, Irvine",9734616080,9789734616084,9734616080,376        pp,3.74,"16,648",1994,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18273032-acid-house
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Acceptare        (Southern Reach, #3)","VanderMeer, Jeff*",6067196530,9786067196535,6067196530,360        pp,3.64,"65,334","Sep 02, 2014",Mar 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/29467879-acceptare
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autoritate        (Southern Reach, #2)","VanderMeer, Jeff*",6067191938,9786067191936,6067191938,368        pp,3.54,"85,018","May 06, 2014",Apr 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/25375732-autoritate
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anihilare        (Southern Reach, #1)","VanderMeer, Jeff*",6067190524,9786067190526,6067190524,208        pp,3.77,"232,200","Feb 04, 2014",Aug 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/23149717-anihilare
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talion: Revenantul,"Stackpole, Michael A.*",9737078217,9789737078216,9737078217,624        pp,4.17,"2,843",1997,Nov 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/23517013-talion
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sfâşierea cerului,"Le Guin, Ursula K.",9737077237,9789737077233,9737077237,224        pp,4.12,"73,972",May 1971,2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18074459-sf-ierea-cerului
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Testamentul Francez,"Makine, Andreï",9736839184,9789736839184,9736839184,300        pp,3.83,"3,845","Dec 06, 1995",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/6979009-testamentul-francez
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pfitz,"Crumey, Andrew*",,9781602570641,,176        pp,3.59,339,"Jan 01, 1995",2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18659664-pfitz
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chatterton,"Ackroyd, Peter",,9781602570092,,302        pp,3.68,"1,857",1987,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/22582825-chatterton
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Napoleon Bonaparte,"Castelot, André",,,,"1,423        pp",4.32,191,"Jan 01, 1968",1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 13, 2024",,,view,/book/show/22317596-napoleon-bonaparte
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blues pentru o pisică neagră,"Vian, Boris",1602570302,9781602570306,1602570302,142        pp,3.78,"1,144",1949,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/13415108-blues-pentru-o-pisic-neagr
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Priveste, inger, catre casa","Wolfe, Thomas",,9789734609352,9734609351,704        pp,3.92,"14,819",1929,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/13487724-priveste-inger-catre-casa
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cronoliții,"Wilson, Robert Charles",9737076524,9789737076526,9737076524,392        pp,3.68,"5,386",Aug 2001,May 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/16051007-cronoli-ii
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zalacaín, el aventurero","Baroja, Pío",,,,272        pp,3.54,"1,807",1908,"Jun 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/59007.Zalaca_n_el_aventurero
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teroristul,"Updike, John",9735016850,9789735016852,9735016850,304        pp,3.17,"4,581",2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/12889280-teroristul
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martin cel avid,"Golding, William",,,,224        pp,3.56,"2,357",1956,Mar 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/22919801-martin-cel-avid
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cavalerii Teutoni,"Sienkiewicz, Henryk",,9789731020457,,840        pp,3.37,"5,956",1900,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/15787728-cavalerii-teutoni
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eu, Supremul","Roa Bastos, Augusto",9736692647,9789736692642,9736692647,560        pp,3.88,827,1974,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18133707-eu-supremul
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dintr-un Buick 8,"King, Stephen*",9737140516,9789737140517,,528        pp,3.48,"69,200",2002,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/17876261-dintr-un-buick-8
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fundătura îngerilor,"Priestley, J.B.",,,,480        pp,3.99,394,1930,1965,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/26838643-fund-tura-ngerilor
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Varieteu pe apă,"Barth, John",,9789731430492,,384        pp,3.87,"2,816",1956,Sep 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18714869-varieteu-pe-ap
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pe drum,"Kerouac, Jack",9736813274,,,440        pp,3.61,"411,206","Sep 05, 1957",2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/11121132-pe-drum
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tehnica loviturii de stat,"Malaparte, Curzio",,9789731430782,,225        pp,3.91,296,1931,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,,view,/book/show/21838305-tehnica-loviturii-de-stat
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trei într-o barcă. Trei pe două biciclete,"Jerome, Jerome K.",,9786065390355,,397        pp,4.02,"3,940",1889,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/15787474-trei-ntr-o-barc-trei-pe-dou-biciclete
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Duma Key,"King, Stephen*",1416552510,9781416552512,1416552510,611        pp,3.97,"123,448","Jan 22, 2008","Jan 22, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/472343.Duma_Key
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jumatatea intunecata,"King, Stephen*",9737141172,9789737141170,,648        pp,3.80,"142,626",1989,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/20881347-jumatatea-intunecata
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galaad,"Robinson, Marilynne",,9781602570511,,272        pp,3.85,"110,304","Oct 28, 2004",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/18662566-galaad
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nesuferitele zile de luni,"Grunberg, Arnon",9736892689,9789736892684,9736892689,272        pp,3.08,"3,710",May 1994,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/17619153-nesuferitele-zile-de-luni
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abandonatii,"Tzouliadis, Tim",6068623041,9786068623047,6068623041,640        pp,4.35,"1,053","Jul 17, 2007",May 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5 *",Notes are private!,0,2,1,not set,not set,"Feb 13, 2024",,Paperback,view (with text),/book/show/30076150-abandonatii
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jocul lui Gerald,"King, Stephen*",973143125X,9789731431253,973143125X,369        pp,3.57,"162,530",1992,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/16080693-jocul-lui-gerald
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",2266047426,9782266047425,2266047426,324        pp,3.92,"153,340",Nov 1992,"Nov 06, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 11, 2024",,Mass Market Paperback,view,/book/show/10625.Dolores_Claiborne
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capcana pentru vise,"King, Stephen*",9738250838,9789738250833,,942        pp,3.65,"175,445","Feb 20, 2001",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/20881319-capcana-pentru-vise
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O mana de oase,"King, Stephen*",9737140206,9789737140203,,836        pp,3.92,"198,890","Sep 22, 1998",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/17876252-o-mana-de-oase
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mobilul,"King, Stephen*",9735698838,9789735698836,,438        pp,3.66,"223,006","Jan 24, 2006",2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/11121588-mobilul
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zona moartă,"King, Stephen*",,9789737140029,,824        pp,3.96,"223,107","Aug 30, 1979",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/20881604-zona-moart
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucruri pretioase,"King, Stephen*",9737140745,9789737140746,,760        pp,3.97,"252,313",Oct 1991,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/20881371-lucruri-pretioase
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christine,"King, Stephen*",6065796557,9786065796553,6065796557,640        pp,3.84,"241,990","Apr 29, 1983",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/20661138-christine
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cimitirul animalelor,"King, Stephen*",9735697610,9789735697617,,432        pp,4.06,"591,596","Nov 14, 1983",Oct 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/13602955-cimitirul-animalelor
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misery,"King, Stephen*",6065799432,9786065799431,6065799432,384        pp,4.21,"698,218","Jun 08, 1987",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/23564468-misery
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apocalipsa,"King, Stephen*",6065791792,9786065791794,6065791792,"1,152        pp",4.35,"760,553",1990,May 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/11682213-apocalipsa
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salem's Lot,"King, Stephen*",9731430415,9789731430416,9731430415,565        pp,4.06,"455,848","Oct 17, 1975","Aug 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/16155959-salem-s-lot
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",,9786065792296,6065792292,192        pp,3.99,"721,563",1974,Jun 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/13212579-carrie
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oraşul bântuIT 2,"King, Stephen*",,,,704        pp,4.20,"1,951",Sep 1986,Dec 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/25792992-ora-ul-b-ntuit-2
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oraşul bântuIT 1,"King, Stephen*",,,,504        pp,4.23,"2,637","Sep 15, 1986",Dec 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/25792983-ora-ul-b-ntuit-1
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mântuitorul Dunei,"Herbert, Frank",6064304847,9786064304841,6064304847,272        pp,3.89,"288,948","Jul 01, 1969","May 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/45997951-m-ntuitorul-dunei
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dune,"Herbert, Frank",6064304839,9786064304834,6064304839,736        pp,4.27,"1,357,781","Jun 01, 1965","Apr 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/44681626-dune
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doamna Bovary,"Flaubert, Gustave",,9789731999395,,318        pp,3.70,"334,512","Dec 15, 1856","Mar 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/9298727-doamna-bovary
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fructele pământului. Noile fructe,"Gide, André",,9786068516165,,288        pp,3.62,"2,529",1897,Sep 2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/40849922-fructele-p-m-ntului-noile-fructe
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dacă ți-a plăcut școala, munca o să-ți placă și mai mult","Welsh, Irvine",9734614452,9789734614455,9734614452,512        pp,3.45,"4,036","Jul 05, 2007",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/17925419-dac-i-a-pl-cut-coala-munca-o-s---i-plac-i-mai-mult
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acordorul de piane,"Mason, Daniel*",9736817148,,,438        pp,3.60,"13,877",2002,2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/4576661-acordorul-de-piane
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvând peștii de la înec,"Tan, Amy*",9734609025,9789734609024,9734609025,632        pp,3.46,"32,067",2005,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/15830450-salv-nd-pe-tii-de-la-nec
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zanzibar,"Brunner, John",,9789735698811,,510        pp,3.94,"16,521",Sep 1968,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/17224851-zanzibar
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fii binecuvântat, domnule Rosewater","Vonnegut, Kurt, Jr.",9736813754,9789736813757,9736813754,264        pp,3.96,"67,354",1965,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/25009449-fii-binecuv-ntat-domnule-rosewater
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hocus Pocus,"Vonnegut, Kurt, Jr.",9734600109,9789734600106,9734600109,347        pp,3.83,"34,063",1990,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/10394588-hocus-pocus
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Febra stadioanelor,"Hornby, Nick",9736815706,,,336        pp,3.77,"40,895",1992,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2024",,Paperback,view,/book/show/17210050-febra-stadioanelor
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sfârşitul lumii în alb şi negru,"Roszak, Theodore",,9789731432052,,894        pp,3.98,"1,842",1991,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/22598841-sf-r-itul-lumii-n-alb-i-negru
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Absalom, Absalom!","Faulkner, William",,,,376        pp,3.98,"44,541",May 1936,1974,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/15984033-absalom-absalom
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banchet in Blituania,"Krleža, Miroslav",,,,640        pp,3.97,112,"Jan 01, 1938",1986,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/35232195-banchet-in-blituania
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Donul liniștit,"Sholokhov, Mikhail",,,,"1,824        pp",4.10,"12,350",1928,Nov 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/23566207-donul-lini-tit
