,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Key,"Ware, Ruth*",1501188771,9781501188770,1501188771,337        pp,3.92,"279,550","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2019",,Hardcover,view,/book/show/42080142-the-turn-of-the-key
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is the Time for Running,"Williams, Michael",0316077909,9780316077903,0316077909,240        pp,4.05,"1,686",2009,"Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2019",,Hardcover,view,/book/show/9415942-now-is-the-time-for-running
772,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deadline,"Crutcher, Chris",0060850892,9780060850890,0060850892,316        pp,3.93,"13,208","Sep 01, 2007","Sep 18, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2019","Aug 22, 2019","Aug 19, 2019",,Hardcover,view,/book/show/275844.Deadline
773,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shark Girl        (Shark Girl #1),"Bingham, Kelly",0763632074,9780763632076,0763632074,288        pp,3.85,"3,734","Jan 01, 2007","Apr 10, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2019","Aug 18, 2019","Aug 15, 2019",,Hardcover,view,/book/show/615359.Shark_Girl
774,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee","Cep, Casey*",1101947861,9781101947869,1101947861,314        pp,3.78,"24,095","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2019",,Hardcover,view,/book/show/41883932-furious-hours
775,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Critic Law: 101 Unbreakable Rules for Writing Badly About Music,"Azerrad, Michael",0062696750,9780062696755,,224        pp,3.29,73,"Oct 23, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2019",,ebook,view,/book/show/34605649-rock-critic-law
776,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marrow Thieves,"Dimaline, Cherie",1770864865,9781770864863,1770864865,234        pp,3.99,"35,846","May 22, 2017","Sep 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2020","Oct 21, 2020","Aug 08, 2019",,Paperback,view,/book/show/34649348-the-marrow-thieves
777,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Daughter's Mother,"Petrova, Daniela*",0525539972,9780525539971,0525539972,320        pp,3.78,"3,965","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2019",,Hardcover,view,/book/show/43063328-her-daughter-s-mother
778,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Careful What You Wish For,"Ephron, Hallie*",0062473654,9780062473653,0062473654,288        pp,3.35,"2,965","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2019",,Hardcover,view,/book/show/41154239-careful-what-you-wish-for
779,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mother's Reckoning: Living in the Aftermath of Tragedy,"Klebold, Sue",1101902760,9781101902769,,336        pp,4.13,"40,394","Feb 15, 2016","Feb 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2019",,ebook,view,/book/show/25937671-a-mother-s-reckoning
780,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kid Gloves: Nine Months of Careful Chaos,"Knisley, Lucy*",,,,248        pp,4.38,"9,313","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2019",,Paperback,view,/book/show/30145085-kid-gloves
781,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Body Leaping Backward: Memoir of a Delinquent Girlhood,"Stanton, Maureen*",1328900231,9781328900234,1328900231,240        pp,3.62,370,"Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2019",,Hardcover,view,/book/show/40796214-body-leaping-backward
782,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Say #NeverAgain: Reporting by the Parkland Student Journalists,"Falkowski, Melissa",1984843427,9781984843425,,unknown,4.08,442,"Oct 02, 2018","Oct 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2019","Jul 26, 2019","Jul 21, 2019",,Hardcover,view,/book/show/40252486-we-say-neveragain
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Street,"Zoboi, Ibi*",0062473042,9780062473042,0062473042,336        pp,4.00,"20,694","Feb 14, 2017","Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2019",,Hardcover,view,/book/show/30256109-american-street
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gunners,"Kauffman, Rebecca",1619029898,9781619029897,1619029898,261        pp,3.68,"6,892","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2019",,Hardcover,view,/book/show/36318757-the-gunners
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady in the Lake,"Lippman, Laura*",,,B07H52GMTH,352        pp,3.50,"28,734","Jul 23, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2019",,Kindle Edition,view,/book/show/41735375-lady-in-the-lake
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch Elm,"French, Tana*",0735224641,9780735224643,0735224641,509        pp,3.57,"99,152","Oct 09, 2018","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2019",,Paperback,view,/book/show/46007673-the-witch-elm
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Book Love: Developing Depth, Stamina, and Passion in Adolescent Readers","Kittle, Penny*",0325042950,9780325042954,0325042950,192        pp,4.57,"2,874","Oct 26, 2012","Oct 26, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book gave me concrete ideas on how to do a better job with what I already strongly believe in: giving students time in class to read independent This book gave me concrete ideas on how to do a better job with what I already strongly believe in: giving students time in class to read independent books of their choice while setting standards they read a lot to build stamina and fluency. Penny Kittle has clear examples from her practice, tons of passion for reading and helping students become better readers, and book recommendations woven in, too. ...more",Notes are private!,0,1,1,"Jul 18, 2019","Jul 21, 2019","Jul 18, 2019",,Paperback,view (with text),/book/show/15858200-book-love
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything,"Brockman, Cambria*",1473565170,9781473565173,1473565170,368        pp,3.66,"7,218","Jun 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2019",,Kindle Edition,view,/book/show/41817363-tell-me-everything
789,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 100 Best African American Poems: A Black Poetry Collection,"Giovanni, Nikki",1402221118,9781402221118,1402221118,256        pp,4.27,269,"Nov 01, 2010","Nov 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2019",,Hardcover,view,/book/show/7960189-the-100-best-african-american-poems
790,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Too Long,"Roy, Lori*",1524741965,9781524741969,1524741965,352        pp,3.69,"1,413","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2019",,Hardcover,view,/book/show/42835231-gone-too-long
791,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookish Life of Nina Hill,"Waxman, Abbi*",0451491874,9780451491879,0451491874,333        pp,3.81,"101,543","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2019",,Paperback,view,/book/show/42431386-the-bookish-life-of-nina-hill
792,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,622","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2019",,Hardcover,view,/book/show/42201100-three-women
793,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifted School,"Holsinger, Bruce*",0525534962,9780525534969,0525534962,452        pp,3.71,"38,699","Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2019",,Hardcover,view,/book/show/42207168-the-gifted-school
794,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parkland: Birth of a Movement,"Cullen, Dave*",0062882945,9780062882943,0062882945,385        pp,3.99,"6,932","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2019",,Hardcover,view,/book/show/41154327-parkland
795,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Dalcher, Christina*",0440000815,9780440000815,0440000815,352        pp,3.54,"80,074","Aug 21, 2018","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2019",,Paperback,view,/book/show/44549137-vox
796,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stop Time,"Haig, Matt*",0525522891,9780525522898,0525522891,339        pp,3.84,"171,943","Jul 06, 2017","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Paperback,view,/book/show/45152372-how-to-stop-time
797,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survival Math: Notes on an All-American Family,"Jackson, Mitchell S.*",1501131702,9781501131707,1501131702,336        pp,3.77,"1,240","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/36373576-survival-math
798,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wordslut: A Feminist Guide to Taking Back the English Language,"Montell, Amanda*",006286887X,9780062868879,006286887X,304        pp,4.31,"16,473","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Hardcover,view,/book/show/41716694-wordslut
799,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patsy,"Dennis-Benn, Nicole *",1631495631,9781631495632,1631495631,419        pp,3.92,"11,167","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Hardcover,view,/book/show/41817523-patsy
800,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Child,"Berry, Lucinda*",1503960110,9781503960114,B07F6C3YYL,371        pp,4.05,"123,228","Mar 01, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2019",,Kindle Edition,view,/book/show/40886917-the-perfect-child
801,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Expelled,"Patterson, James*",,,,unknown,3.51,"4,127","Oct 23, 2017","Oct 23, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing is fine but the entire premise is stupid. I’m annoyed with myself that I actually stuck with it and finished the whole dang thing. I guessThe writing is fine but the entire premise is stupid. I’m annoyed with myself that I actually stuck with it and finished the whole dang thing. I guess I always wondered what the deal was with James Patterson. Now, I guess, I know, and I also know I’ll pass on any other of his books. ...more",Notes are private!,0,0,1,Jun 2019,"Jun 08, 2019","Jun 01, 2019",,Kindle Edition,view (with text),/book/show/34183589-expelled
802,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee","Cep, Casey*",1984892231,9781984892232,1984892231,544        pp,3.78,"24,095","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2019",,Paperback,view,/book/show/43205960-furious-hours
803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reason I Jump: the Inner Voice of a Thirteen-Year-Old Boy with Autism,"Higashida, Naoki",0812994868,9780812994865,0812994868,135        pp,3.87,"56,774",2005,"Aug 27, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2019","May 25, 2019","May 19, 2019",,Hardcover,view,/book/show/16113737-the-reason-i-jump
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,451","Jun 19, 2018","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2019",,Paperback,view,/book/show/45304101-the-great-believers
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Genuine Fraud,"Lockhart, E.*",0385744781,9780385744782,0385744781,288        pp,3.25,"46,680","Sep 05, 2017","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Paperback,view,/book/show/42358985-genuine-fraud
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Female Persuasion,"Wolitzer, Meg",0399573232,9780399573231,0399573232,480        pp,3.56,"55,546","Apr 03, 2018","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2019",,Paperback,view,/book/show/44564172-the-female-persuasion
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far from the Tree,"Benway, Robin*",0062330632,9780062330635,0062330632,377        pp,4.26,"44,419","Oct 03, 2017","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2019",,Paperback,view,/book/show/41716586-far-from-the-tree
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Furies,"Lowe, Katie*",1250297893,9781250297891,1250297893,368        pp,3.02,"4,447","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Hardcover,view,/book/show/43263485-the-furies
