,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Travis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spinning Silver,"Novik, Naomi*",0399180982,9780399180989,0399180982,466        pp,4.20,"129,768","Jul 10, 2018","Jul 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read several fairy tale re-tellings or re-imaginings, but Naomi Novik's Spinning Silver is easily among the best. Spinning Silver takes only the I've read several fairy tale re-tellings or re-imaginings, but Naomi Novik's Spinning Silver is easily among the best. Spinning Silver takes only the basic idea from Rumplestiltskin (transforming one material, straw in the original fairy tale and silver in Novik's tale, into gold) and spins out a tale that is otherwise original. Novik's tale has everything you could want in a fairy tale--strange magic, a clever and resourceful heroine, a brave princess, evil nobles, noble peasants, a fairy king who rules a land of winter, a vile monster, and even a bit of romance--with a plot that keeps surprising you and great characterization. Spinning Silver is a novel-length fairy tale that is both a perfectly told fairy tale and a well-written novel....more",Notes are private!,0,0,1,not set,Aug 2018,"Aug 01, 2018",,Hardcover,view (with text),/book/show/37168303-spinning-silver
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",0441013597,9780441013593,0441013597,704        pp,4.27,"1,357,622","Jun 01, 1965","Aug 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Upon learning that one of my favorite directors, Denis Villeneuve, is adapting Dune for the screen, I decided that I should finally get around to readUpon learning that one of my favorite directors, Denis Villeneuve, is adapting Dune for the screen, I decided that I should finally get around to reading the novel, which is much lauded in the science fiction community where it has a reputation as one of the best, if not the best, science fiction novels ever written. While I found Dune to be a very well written novel that entertained me from beginning to end, it did not quite live up to the hype for me: I would not rank it among the top tier of science fiction novels that I have read--though it is far better than average.Dune for me reads more as fantasy than science fiction. It is filled with the magic and mysticism of the Bene Gesserit, the fanaticism and superstition of the Fremen, and the occult soothsaying abilities of Paul (Muad'Dib). Like other fantasy novels, it is a novel of palace intrigue, power struggles, adventures in an exotic land, and war. Apart from space travel, which plays only a tertiary role in Dune, and the Fremen efforts to terraform Arrakis from an extreme desert into a less arid planet, science takes a distant back seat to the fantasy elements and the conflict between Paul and his Fremen supporters and their enemies, the Hakonnens. So while Dune is not among the best science fiction novels that I have read, I have few qualms about placing it among the best fantasy novels.Still, however one might classify Dune, it is a fantastically entertaining read with some very well developed characters and marvelous world-building. I did feel that the novel ended rather abruptly and a bit too easily: Paul's victories--his military conquest of the Harkonnens and his political out-maneuvering of the Padishah emperor by forcing the emperor to give his daughter in marriage to Paul--come about rather hastily with Baron Harkonnen's and the emeperor's forces providing too little resistance based upon their strength and formidability as portrayed earlier in the novel. And so Dune ends with Paul in ascendancy and moving to consolidate his power but with a very uncertain future. Of course, there are sequels to Dune, so I realize that the story does continue and likely provides more narrative closure in those sequels, but this original novel as a self-contained whole did not quite satisfy me. My  may seem overly critical, but that is not reflective of my general experience with this novel. I very much enjoyed reading Dune. The characters are wonderful; the plot is beautifully developed; the world-building is extraordinary; the intrigue and betrayals and adventures in the desert landscape are thoroughly engaging; all of these factors come together in a novel that kept me eagerly turning the pages the entire way through; I was never once even remotely bored. And now that I have finished Dune, I cannot wait to see how this world looks through the lens of Denis Villeneuve's cinematic imagination....more",Notes are private!,0,2,1,not set,"Jul 30, 2018","Jul 30, 2018",,Paperback,view (with text),/book/show/39776179-dune
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",1787330419,9781787330412,1787330419,289        pp,3.64,"394,885","Jul 10, 2018","Jul 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Moshfegh's prose; her sentences are mad adventures. Never once did I find myself bored while reading this book.Moshfegh's powers of characterizI love Moshfegh's prose; her sentences are mad adventures. Never once did I find myself bored while reading this book.Moshfegh's powers of characterization, even with characters who seem almost too strange and quirky to be real, are brilliant. The two primary characters, the narrator and her best friend, are sculpted exquisitely; they are vivid works of art.The narrative conceit is intriguing; its execution is well imagined, thoughtful, witty, and, at times, quite funny.The only drawback is that this novel (or, at 290 pages, perhaps novella is a better description) does become repetitive, with the same structural elements being somewhat overused. Still, the writing is so good that I very much enjoyed My Year of Rest and Relaxation.My Year of Rest and Relaxation will be off-putting to some readers. It's odd. At times, it's gross. It can be rather unpleasant. Depression, mental illness, death, and dealing with these are dominant themes. These elements are definitely in my wheelhouse, so I really liked this book, but if this sounds too dark to you, it might not be your cup of tea. But I certainly drank deeply and was very much satisfied with this unique offering....more",Notes are private!,0,1,1,not set,"Jul 23, 2018","Jul 23, 2018",,Paperback,view (with text),/book/show/36203391-my-year-of-rest-and-relaxation
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Order of Time,"Rovelli, Carlo",073521610X,9780735216105,073521610X,224        pp,4.12,"31,285","May 25, 2017","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a relatively short explication of the nature of time from Carlo Rovelli, a physicist who specializes in loop quantum gravity. Rovelli has a teThis is a relatively short explication of the nature of time from Carlo Rovelli, a physicist who specializes in loop quantum gravity. Rovelli has a tendency to wax poetic and existential, so while the focus of this book is a scientific examination of time, there is also a great deal of personal reflection.Rovelli deconstructs some of the more popular scientific and philosophical views of time and then provides his own view, the details of which are complex and which I won't summarize here as anyone interested should simply read this relatively short book. Having read fairly widely on the physics of time, I can say that Rovelli's view is novel and attractive: to this layperson, it makes sense, which is not always the case in the strange worlds of relativity and quantum physics, and is grounded scientifically, drawn from a cutting edge field of contemporary physics, loop quantum gravity. Rovelli's approach to time makes a valiant effort at resolving the paradoxes that arise in both presentism and eternalism while also providing a fascinating answer to the question of why the universe seems to have been in a low entropy state in its earliest history.For those who are curious about one of the most baffling of metaphysical mysteries, the nature of time, I highly recommend this book....more",Notes are private!,0,1,1,not set,"Jul 18, 2018","Jul 18, 2018",,Hardcover,view (with text),/book/show/36442813-the-order-of-time
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf Lake,"Verdon, John",1619029472,9781619029477,1619029472,384        pp,3.89,"5,347",2015,"Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"-4.5 stars, so rounding up to 5 stars-very creepy, unusual premise: four apparent suicides who seem to be have been coerced into suicide by hypnotic s-4.5 stars, so rounding up to 5 stars-very creepy, unusual premise: four apparent suicides who seem to be have been coerced into suicide by hypnotic suggestion-perfect setting, a rural lodge in upstate New York pounded by winter storms and beset with power outages, for a murder mystery-great two-fold mystery that will keep readers engrossed and guessing from beginning to end...more",Notes are private!,0,1,1,not set,"Jul 17, 2018","Jul 17, 2018",,Paperback,view (with text),/book/show/32332868-wolf-lake
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Need to Talk About Kevin,"Shriver, Lionel*",0062119044,9780062119049,0062119044,400        pp,4.08,"195,106","Apr 14, 2003","Dec 27, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mere minutes ago, I finished reading We Need to Talk About Kevin, and I am now in desperate need of an intellectual and spiritual palate cleanser. TheMere minutes ago, I finished reading We Need to Talk About Kevin, and I am now in desperate need of an intellectual and spiritual palate cleanser. The bleak, gray intellectual nihilism with which this novel begins morphs, by the end of the novel, into the soul-crushing, grievous, cold, black moral and existential nihilism of an unrelenting, unforgiving void. I want to go watch a bunch of upbeat re-runs of Frasier or The Mindy Project. I want to watch some heart-warming or humorous Christmas movies. I long for the comfort, long since departed, that my innocent and hopeful religious faith provided me from early childhood through early adulthood. We Need to Talk About Kevin has left me in an existential stupor, the likes of which no novel has ever before induced.Reading We Need to Talk About Kevin has been a strange experience. At first, I was fascinated by the contentious, hostile relationship between Eva and Kevin. I was psychoanalyzing Kevin throughout and marveling at how, despite the persistent antagonism between him and his mother, Kevin was every bit Eva's son and barely that of his doting father, Franklin. Everything that Eva hated and feared in Kevin could be traced right back to Eva: Kevin's disdain, his arrogance, his cold-heartedness, his quiet, seething anger--all of this we could see, to a degree, in Eva. This is not to say that everything about Kevin had come from Eva: his sociopathic amorality is an anomaly, and that's what makes this novel truly terrifying: in the final analysis, Kevin's evil is ultimately inexplicable. We want a universe that we can understand. We want the ills and evils of this world to somehow make some sort of sense: it was a crime of passion; it was drugs; it was a mental disorder; it was parental abuse; it was due to abject poverty; it was God working in mysterious but ultimately justifiable ways; etc. What we don't want is to dig into the mind of the killer, into the heart of darkness, and find, at bottom, an evil that is not a mere Platonic absence of the Good but rather an impersonal, demoniac force that eats away at hope and light and joy.We Need to Talk About Kevin is so many things. It is a profound and disturbing meditation on parenthood, especially motherhood, and the idols and idylls that society creates around the parent-child relationship. It is a brilliant excoriation of a modern culture that revels in titillation and that is all too eager for consumption of stories of the deepest darkness of which humanity is capable, and, ironically, this very novel itself plays to our fascination with this very type of evil.We Need to Talk About Kevin begins by painting a picture of an indifferent nihilism: a detached amorality that rises above society, that laughs at the slave-morality that Nietzsche skewered. But Shriver shows how this intellectual nihilism oozes into all aspects of life and corrupts everything, ending in mass murder and patricide and sororicide.****SPOILERS AHEAD********SPOILERS AHEAD********SPOILERS AHEAD********SPOILERS AHEAD********SPOILERS AHEAD****What struck me the most about this novel was how harshly the murders of Franklin and Celia affected me. Although I suspected early on that Franklin and, when we finally met her, Celia, might be dead, I was never really certain until Eva discovered their bodies. From the very beginning, we know that Kevin has murdered a handful of classmates, a teacher, and a cafeteria worker, and while these murders are terrible, there is a level of detachment to these murders: one, we don't really know any of these murder victims; and, two, Kevin doesn't have a close relationship with any of them. However, we have seen how Franklin dotes on Kevin and how Celia worships her big brother. Although he has been cruel and heedless of everyone's feelings throughout, I still had hoped that somehow, there was a family bond between him and his father and sister. Thus, their murders left me distraught.While the novel takes us into to the bowels of hell, it does, at long last, give us some small modicum of hope: Kevin's refusal to speak ill of Eva in the interview he gives to the documentary filmmaker; his displaying Eva's picture on his cell wall; his gift to Eva of Celia's prosthetic eye; and finally and most moving, the last exchange he has with Eva in which he lamentably answers her question of why by honestly saying that he doesn't know. Kevin, at long last, seems to be remorseful. Maybe he is not utterly lost. And if he is not lost, then there is still hope for Eva, for all she has left in the world is Kevin.We Need to Talk About Kevin is a remarkable work. It is the best literary portrayal of sociopathy that I have ever encountered as well as being a fascinating exploration of family dynamics. It is also interesting as a pointedly secular, areligious (but not anti-religious) novel. It shows a godless, nihilistic world, and although it does not give us any grand redemption or dramatic spiritual conversions, it does, in the final meeting between Kevin and Eva, show us that the world is not totally devoid of hope....more",Notes are private!,0,2,1,not set,"Jul 08, 2018","Jul 08, 2018",,Paperback,view (with text),/book/show/11717915-we-need-to-talk-about-kevin
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bearskin,"McLaughlin, James A.*",0062742795,9780062742797,0062742795,352        pp,3.75,"6,610","Jun 12, 2018","Jun 12, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bearskin beautifully and viscerally describes the wildlife, the forests, the weather, and the rural residents of the Virginia mountains in which the sBearskin beautifully and viscerally describes the wildlife, the forests, the weather, and the rural residents of the Virginia mountains in which the story is set. The prose is far, far better than what one would expect in a crime thriller.The story itself, though, is just another crime thriller. When I finished reading Bearskin and marveling at the gorgeous writing, I asked myself, ""Is there anything in this story that stands out? In a year's time, will I be able to recall anything beyond a vague outline of the plot?"" Because I had to answer this question in the negative, I can't really rate this novel more than three stars. Yes, this novel was an entertaining read that was extremely well written, but, ultimately, it's standard fare for this genre.Based on the talent that the author has demonstrated here, I would say that he has the potential to write an exceptional novel, and so I will be interested to see what he writes next. But Bearskin, while a solid effort, is not that exceptional novel....more",Notes are private!,0,1,1,not set,"Jul 02, 2018","Jul 02, 2018",,Hardcover,view (with text),/book/show/36301046-bearskin
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Word is Murder        (Hawthorne & Horowitz, #1)","Horowitz, Anthony*",0062676784,9780062676788,0062676784,400        pp,3.93,"74,615","Aug 24, 2017","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Delightful. Is it appropriate to call a murder mystery delightful? Perhaps not. Nevertheless, The Word Is Murder is engrossing. It's witty, twisty, anDelightful. Is it appropriate to call a murder mystery delightful? Perhaps not. Nevertheless, The Word Is Murder is engrossing. It's witty, twisty, and twisted. I thoroughly enjoyed it.The Word Is Murder is one of those mysteries where all the clues are carefully dispersed, but, unless you're Sherlock Holmes, you won't solve the puzzle yourself. You'll find yourself rather surprised by the solution while appreciating the author's subtlety and creativity.Besides the mystery, there is also the brilliant literary device adopted in the novel: the author, Anthony Horowitz, writes this novel in the first-person and reports on events that, he claims, actually happened. Never once, not even in the acknowledgements, does he give up the game. This novel is written not as a novel but as a work of true crime. But, of course, it is fiction. Or is it?After the great success of last year's Magpie Murders, The Word Is Murder firmly establishes Anthony Horowitz among the leading lights of mystery novelists. Well done, Mr. Horowitz!...more",Notes are private!,0,2,1,not set,"Jun 28, 2018","Jun 28, 2018",,Hardcover,view (with text),/book/show/36204075-the-word-is-murder
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,481","May 22, 2018","May 22, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Stephen King murder mystery set in my home state of Oklahoma? This was more than enough to lure me into reading this book.As I began reading, I was A Stephen King murder mystery set in my home state of Oklahoma? This was more than enough to lure me into reading this book.As I began reading, I was instantly hooked by the premise: a murder suspect who, on one hand, has a perfect, ironclad alibi but, on the other hand, has irrefutable DNA and fingerprint evidence identifying him as as the murderer.So, I was poised to love this novel, and I really did for the first third of the story. But then came the revelation as to how the plot would be untangled: (view spoiler)[a shape-shifting creature with supernatural abilities is the murderer (hide spoiler)]. This element made the unraveling of the mystery not only far-fetched and incredible but also too easy. There was still the matter of tracking down and apprehending the guilty party, and that aspect of the story was interesting, but the ultimate answer to the mystery was deeply unsatisfying.All in all, though, this was a relatively quick and easy read for a 560-page novel, and it was certainly very captivating initially, and the final scenes in which the murderer is located and stopped were also good. This wasn't a great novel, but it was nevertheless very entertaining....more",Notes are private!,0,3,1,not set,"Jun 25, 2018","Jun 25, 2018",,Hardcover,view (with text),/book/show/36124936-the-outsider
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Neighbors,"Lelic, Simon",,,,328        pp,3.42,"4,834","Aug 17, 2017","Apr 10, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The plot is extraordinarily convoluted--to the point that it strains credibility; the characterization is superficial with villains who seem to be eviThe plot is extraordinarily convoluted--to the point that it strains credibility; the characterization is superficial with villains who seem to be evil simply for the sake of being evil while lacking any motivation for their villainy and protagonists who are not fully developed; and the prose, especially the dialogue, too often rings artificial. Still, the mystery and the action are good enough to overcome these defects and make this, overall, an interesting read....more",Notes are private!,0,0,1,not set,"Jun 18, 2018","Jun 18, 2018",,Paperback,view (with text),/book/show/39722233-the-new-neighbors
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",0316392383,9780316392389,0316392383,261        pp,4.11,"132,513","May 29, 2018","May 29, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Calypso finds David Sedaris in top form: sardonic and occasionally sad, pointed and poignant, and often uproariously funny. As always, the focus of thCalypso finds David Sedaris in top form: sardonic and occasionally sad, pointed and poignant, and often uproariously funny. As always, the focus of these essays is primarily on his family, but unlike some of his recent works which contained some short fiction, Calypso is all memoir.Some of Sedaris's more recent works have lacked the bite and emotional resonance of earlier works like Holidays on Ice and Me Talk Pretty One Day. Calypso is a return to form. This is the David Sedaris that I first fell in love with.For any longtime fans of David Sedaris, Calypso is a must read. ...more",Notes are private!,0,0,1,not set,"Jun 13, 2018","Jun 13, 2018",,Hardcover,view (with text),/book/show/36341620-calypso
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",0451528956,9780451528957,0451528956,139        pp,3.83,"580,434","Jan 05, 1886","Sep 02, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The basic conceit of this story is absurd: Dr. Jekyll believes that we all have two natures warring inside of us, one evil and the other good. He descThe basic conceit of this story is absurd: Dr. Jekyll believes that we all have two natures warring inside of us, one evil and the other good. He describes these two natures as ""polar twins . . . continuously struggling,"" and he believes that if these twins ""could be housed in separate identities, life would be relieved of all that was unbearable; the unjust might go his way . . . and the just could walk steadfastly and securely on his upward path . . . ""Now, of course, it's not absurd to believe that we all do struggle with conflicting desires, but to believe that we have two separate natures completely opposed is not reflective of how I feel nor, I venture to say, how most people feel. But even if we all felt ourselves torn between good and evil natures struggling within us, I don't think any of us find our moral struggles unbearable. For most of us, we are easily able to make the right choices and don't find making and doing the right thing to be remotely unbearable.Moreover, the idea of splitting ourselves from a complex, morally ambiguous, singular identity into two separate, unambiguous, moral identities does not seem a good solution to the problem of our internal struggles with our conscience: in creating two new identities, we destroy our previous identity. Dr. Jekyll's solution is a form of psychological suicide: the original Dr. Jekyll, with his conflicted conscience, is destroyed in order to produce two new identities: the purified Dr. Jekyll and the evil Mr. Hyde, neither of whom is the same person as the original Dr. Jekyll. Dr. Jekyll, rather than solving the problem of his conflicted conscience, simply evades the problem entirely by creating, through his potion-making, two entirely new identities. And since these two new identities still inhabit the same body, there is still the struggle between these two identities as to which will ultimately control the body, so there is still a rather difficult conflict even with the ""solution"" at which Dr. Jekyll arrives.Because the psychological conceit of and solution to this story are utterly ridiculous, I found the story itself equally ridiculous. Still, the writing is good, and I was entertained and caught up in the story of the murder of Carew, and I did appreciate the way the story ended with Mr. Hyde committing suicide (which seemed a logical outcome granted the arc of the narrative), thus bringing an end to all three identities (the original Dr. Jekyll, the purified Dr. Jekyll, and Mr. Hyde) for good. As a result, I didn't hate this story, but I didn't really like it either, so I have rated it two stars....more",Notes are private!,0,0,1,not set,"Jun 11, 2018","Jun 11, 2018",,Mass Market Paperback,view (with text),/book/show/51496.Dr_Jekyll_and_Mr_Hyde
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunger,"Katsu, Alma*",0735212511,9780735212510,0735212511,376        pp,3.61,"29,162","Mar 06, 2018","Mar 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Hunger is without doubt one of the best works of horror fiction I've read in the last decade, and I daresay it's among the best I've ever read. ItThe Hunger is without doubt one of the best works of horror fiction I've read in the last decade, and I daresay it's among the best I've ever read. It's also a beautifully structured work of historical fiction, but it's historical fiction with a chilling supernatural twist.Unlike much horror fiction, The Hunger excels at characterization. It doesn't give us cardboard cut-out characters put forth just to be slaughtered or to serve as simplistic villains and heroes; instead, our author, Alma Katsu, gives us layered, complex characters, most of whom are morally ambiguous with a realistic mix of traits such that we go from being disgusted by a character's vice in one chapter to being delighted by her or his virtue in another. Katsu's artistic genius shines in her development of the setting. The landscape of the wagon trail from Missouri to California becomes a character in its own right--from the hot, harsh, parched plains in summer to the brutally frigid, unforgiving snows of the mountains in winter. Nature oppresses and harasses the members of the wagon train to the point of becoming a villain in its own right. This novel submerses the reader in sensory experience: parched throats, starving stomachs, bloodied and gaping gashes, bone-crushing wounds, blackly frostbitten fingers, eerie and unsettling screams and howls, stinking corpses, and reeking human bodies in cramped and crowded tents. You feel, taste, smell, see, and hear all the evil of the unforgiving environment, the human characters, and the animal and supernatural elements. By so pointedly and realistically depicting the sensory world, Katsu places the reader inescapably in the midst of the horror.The Hunger maintains an atmosphere of unease and unsettledness from beginning to end. This is not a novel that relies on jump scares or horrifying encounters (though there are certainly some of these elements in the novel); Katsu creates a realm permeated by a mysterious terror that haunts the reader throughout and never lets up. Finally, The Hunger ends perfectly: (view spoiler)[there is enough redemption in the survival of James Reed and his discovery and rescue of his step-daughter, Virginia Reed, at Truckee Lake, to allow the story to end, despite all of its horrors, on a hopeful note. (hide spoiler)]I absolutely loved The Hunger. It is one of the best new novels--if not the best--that I have read in 2018....more",Notes are private!,0,0,1,not set,"Jun 10, 2018","Jun 10, 2018",,Hardcover,view (with text),/book/show/30285766-the-hunger
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Mother,"Molloy, Aimee",0062696793,9780062696793,0062696793,317        pp,3.53,"59,265","May 01, 2018","May 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsThe Perfect Mother is another in a long line of psychological thrillers focused on women in dire straits--novels like The Girl on the Train, 3.5 starsThe Perfect Mother is another in a long line of psychological thrillers focused on women in dire straits--novels like The Girl on the Train, In a Dark, Dark Wood, The Woman in the Window, and Behind Her Eyes. The Perfect Mother is slightly above the cut for this genre, but all in all, it's fairly typical--definitely entertaining but still lacking anything to really distinguish it from other novels in this genre.What I most enjoyed about this novel was the surprise it delivers. It's not really a twist ending; rather, the novel plays on a fairly fundamental assumption that most readers--myself included--will make, and then it reveals that that assumption, while rational and understandable, was completely wrong.I also enjoyed how the author was able to create perhaps the most annoying character I've encountered in quite some time: Francie. Francie is one of the four main characters (the others being Nell, Colette, and Winnie), and all three other main characters as well as Francie's husband find their patience extraordinarily tried by Francie. And Francie definitely drove me bananas as well, but I liked the arc her story took in this novel. It takes a good writer to create such an unlikable character and yet keep that character from being hated by the readers. We don't hate Francie; we just get sick to death of her.Besides not being terribly original, my main problem with The Perfect Mother is the number of red herrings. The red herrings are problematic not because they are red herrings but because they are so obviously red herrings. The story follows numerous tangents down paths that any reader can see are dead ends, and so these red herrings ultimately serve more as filler instead of adding anything of much substance to the story.The Perfect Mother is a quick, easy, and fun read but falls into that category of novels that you enjoy while you're reading but that you largely forget shortly after you finish....more",Notes are private!,0,3,1,not set,"Jun 05, 2018","Jun 05, 2018",,Hardcover,view (with text),/book/show/35887193-the-perfect-mother
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foucault's Pendulum,"Eco, Umberto",0151327653,9780151327652,0151327653,641        pp,3.91,"70,049",1988,"Nov 01, 1989",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having loved Umberto Eco's earlier novel, The Name of the Rose, I had high hopes for Foucault's Pendulum. Those hopes were dashed. Foucault's PendulumHaving loved Umberto Eco's earlier novel, The Name of the Rose, I had high hopes for Foucault's Pendulum. Those hopes were dashed. Foucault's Pendulum begins promisingly enough, with the narrator, Casaubon, hiding out in a Paris museum and giving us the back story as to how he finds himself there, and over the first 100 or so pages (of 641 pages), he spins an interesting tale about how his work for a publishing company in Milan has brought him into contact with a number of conspiracy theorists and their works. For those first 100 pages, I was hooked.And then come the final 500-odd pages. These are the pages that try men's and women's souls. The novel becomes a labyrinthine morass of conspiracy theories, tales of from Belbo's childhood during World War II, Casaubon's recollections of his time in Brazil learning about secret societies and attending occult rituals, and various interludes relating to both Belbo's and Casaubon's romantic lives--all told in such a manner as to bore the average reader to tears. But it's not merely boring. It's worse; it's so bad that it's painful. Rarely have I wanted to throw a book across the room, but I felt that urge on many occasions with Foucault's Pendulum. The examination of conspiracy theories that forms the main body of Foucault's Pendulum is both exhausting and trivial; these chaotic ramblings would try the patience even of the most ardent believer in secret societies and mysterious powers that seek to control the world: pages and pages and still more pages discussing the inane ideas and spurious connections posited by innumerable medieval and modern writers about the Templars, the Rosicrucians, the Masons, the Illuminati, the Golden Dawn, and the Assassins. So many times, I wanted to quit, but I pressed on, believing that surely a good end would justify the means of getting to said end through this insipid madness, this horrendous word salad of a middle section. But I was disappointed: the ending is terrible. Although the build-up to the climax that begins about 100 pages before the novel's end is actually pretty good, the climax itself is anticlimactic and unimaginative. I was left cold and frustrated. I cannot help but wonder if Eco intended this massive tome as a farce, as a joke on the reader. Eco is undoubtedly a brilliant writer, and we see flashes of his genius throughout Foucault's Pendulum, but brilliant writers still can and do write tripe. This is tripe. Now, I understand that one can find a larger existential message about the absurdity and ridiculousness of existence in this novel, but I don't need 641 pages of mind-numbing minutiae about the Templars and the Rosicrucians and secret histories to get this message. I hated Foucault's Pendulum. The best part about reading this novel was finishing it and realizing I don't have to return to this stupid, boring world of occult nonsense. ...more",Notes are private!,0,0,1,not set,Jun 2018,"Jun 01, 2018",,Hardcover,view (with text),/book/show/529103.Foucault_s_Pendulum
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barracoon: The Story of the Last “Black Cargo”,"Hurston, Zora Neale",0062748203,9780062748201,0062748203,171        pp,4.04,"29,691","Apr 24, 2018","May 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was disappointed this book was so short. The material that is here is good, but there's just not as much as I would have liked. Additionally, there I was disappointed this book was so short. The material that is here is good, but there's just not as much as I would have liked. Additionally, there are only a few short passages that describe Kossola's life as a slave. Instead, the book focuses on Kossola's life in Africa before his capture and in Alabama after he was freed; now, these episodes in his life are very interesting in their own right, but the book's failure to address in detail Kossola's life as a slave leaves a huge hole in Kossola's story....more",Notes are private!,0,4,1,not set,"May 29, 2018","May 29, 2018",,Hardcover,view (with text),/book/show/35959199-barracoon
