,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark at the End of the Tunnel,"Grant, Taylor*",0994679335,9780994679338,0994679335,236        pp,4.32,53,"Nov 03, 2015","Nov 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 07, 2015",,Paperback,view,/book/show/27917501-the-dark-at-the-end-of-the-tunnel
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Farewell, My Lovely        (Philip Marlowe, #2)","Chandler, Raymond",014010979X,9780140109795,014010979X,306        pp,4.10,"39,403","Jan 01, 1940",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2015",,Paperback,view,/book/show/124196.Farewell_My_Lovely
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",0874068134,9780874068139,0874068134,36        pp,4.02,"24,895",1890,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2015",,ebook,view,/book/show/920649.An_Occurrence_at_Owl_Creek_Bridge
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nausea,"Kurtz, Ed",,,,unknown,3.93,58,unknown,"Jan 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Dec 04, 2015",,Kindle Edition,view,/book/show/28100049-nausea
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers in a Dumpster,"Gunnells, Mark Allan*",,,,314        pp,4.23,44,"Dec 04, 2015","Dec 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 04, 2015",,Kindle Edition,view,/book/show/27911326-flowers-in-a-dumpster
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After The Fog Clears,"Thompson, Lee*",,,,unknown,3.78,27,unknown,Feb 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Dec 04, 2015",,Hardcover,view,/book/show/28098760-after-the-fog-clears
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,McDowell's Ghost,"Cady, Jack",0877953430,9780877953432,0877953430,unknown,3.50,4,unknown,"Jan 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 02, 2015","Dec 04, 2015","Dec 02, 2015",,Hardcover,view,/book/show/1552953.McDowell_s_Ghost
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The World of Tiers, Volume 1        (World of Tiers Omnibus 1-3)","Farmer, Philip José",0312857616,9780312857615,0312857616,456        pp,4.00,830,1965,"Oct 15, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2015",,Paperback,view,/book/show/869158.The_World_of_Tiers_Volume_1
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Farewell to Arms,"Hemingway, Ernest",0099910101,9780099910107,0099910101,293        pp,3.82,"321,777",Sep 1929,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2015",,Paperback,view,/book/show/10799.A_Farewell_to_Arms
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filmish: A Graphic Journey Through Film,"Ross, Edward",1910593036,9781910593035,1910593036,200        pp,3.99,"1,727","Nov 10, 2015","Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2015",,Paperback,view,/book/show/24886299-filmish
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandman: Endless Nights,"Gaiman, Neil*",140120113X,9781401201135,140120113X,160        pp,4.33,"29,219",2003,"Sep 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 30, 2015",,Paperback,view,/book/show/47720.The_Sandman
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandman: The Dream Hunters,"Gaiman, Neil*",1840232048,9781840232042,1840232048,128        pp,4.41,"20,800",1999,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2015",,Paperback,view,/book/show/166580.The_Sandman
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Short Novels of John Steinbeck,"Steinbeck, John",0143105779,9780143105770,0143105779,610        pp,4.31,"10,108",Jul 2009,"Jul 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2015",,Paperback,view,/book/show/6665330-the-short-novels-of-john-steinbeck
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Busy Body,"Westlake, Donald E.",1453230408,9781453230404,B005UK7U8A,178        pp,3.84,725,1966,"Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2015",,Kindle Edition,view,/book/show/19250808-the-busy-body
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Get Caught,"Dinan, Kurt*",1492630144,9781492630142,1492630144,340        pp,3.92,"2,558","Apr 01, 2016","Apr 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 29, 2015",,Paperback,view,/book/show/24157427-don-t-get-caught
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sons of Noah & Other Stories,"Cady, Jack",0913089400,9780913089408,0913089400,149        pp,4.06,16,Oct 1992,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/1212398.The_Sons_of_Noah_Other_Stories
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of '48,"Cady, Jack",1597800856,9781597800853,1597800856,246        pp,3.78,166,"Mar 01, 2001","Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/1552951.Rules_of_48
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phantoms: Collected Writings vol 1,"Cady, Jack",1630230049,9781630230043,1630230049,280        pp,4.00,10,"Feb 09, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/22542170-phantoms
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jonah Watch,"Cady, Jack",1630230022,9781630230029,1630230022,260        pp,3.38,65,"Jan 01, 1983","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/20893931-the-jonah-watch
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Longest Night,"Williamson, J.N.",0843922885,9780843922882,0843922885,367        pp,3.20,45,"Jan 01, 1985",1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Paperback,view,/book/show/370251.The_Longest_Night
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Masques V,"Williamson, J.N.",188736885X,9781887368858,188736885X,469        pp,4.00,11,"May 30, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Hardcover,view,/book/show/1442453.Masques_V
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalkers,"Gorman, Ed",0451451481,9780451451484,0451451481,352        pp,3.86,655,1989,"Apr 07, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Mass Market Paperback,view,/book/show/923808.Stalkers
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Pilgrim,"Hayes, Terry",1439177724,9781439177723,1439177724,612        pp,4.29,"170,867","Jul 18, 2013","May 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2015",,Hardcover,view,/book/show/18144124-i-am-pilgrim
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man of the Crowd,"Poe, Edgar Allan",,,B008RCMJY8,13        pp,3.40,"2,073",1840,"Jul 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2015",,Kindle Edition,view,/book/show/20429802-the-man-of-the-crowd
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weep for Me,"MacDonald, John D.",,,,179        pp,3.97,161,1951,1951,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2015",,,view,/book/show/11074704-weep-for-me
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lethal Sex: the 1959 anthology of the mystery writers of America,"MacDonald, John D.",,,,256        pp,3.86,21,1959,Nov 1959,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2015",,Paperback,view,/book/show/8599682-the-lethal-sex
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Also Rises,"Hemingway, Ernest",0684718081,9780684718088,0684718081,247        pp,3.79,"444,873","Oct 22, 1926","Jan 01, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2015",not set,"Nov 22, 2015",,Paperback,view,/book/show/526617.The_Sun_Also_Rises
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter of Different Directions,"McDermott, Steven J.*",061514280X,9780615142807,061514280X,unknown,3.44,9,"Mar 01, 2007","Mar 19, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2015",,Paperback,view,/book/show/1370510.Winter_of_Different_Directions
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer He Didn't Die,"Harrison, Jim",0871138921,9780871138927,0871138921,277        pp,4.02,713,"Jul 05, 2005","Jul 10, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2015",,Hardcover,view,/book/show/199852.The_Summer_He_Didn_t_Die
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirteen Ways of Looking,"McCann, Colum*",1443446254,9781443446259,1443446254,256        pp,3.95,"6,689","Oct 13, 2015","Oct 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2015",,Hardcover,view,/book/show/25229229-thirteen-ways-of-looking
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After Dark, My Sweet: A Suspense Thriller","Thompson, Jim",0679732470,9780679732471,0679732470,133        pp,3.91,"4,463",1955,"Aug 11, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2015","Dec 02, 2015","Nov 19, 2015",,Paperback,view,/book/show/822473.After_Dark_My_Sweet
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sour Candy,"Burke, Kealan Patrick",,,B017QCGW24,84        pp,3.66,"15,928","Nov 13, 2015","Nov 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 19, 2015",,Kindle Edition,view,/book/show/27687495-sour-candy
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Incurables,"Bassoff, Jon*",,,B0175BQJ24,258        pp,3.66,141,"Nov 01, 2015","Oct 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 19, 2015",,Kindle Edition,view,/book/show/27275942-the-incurables
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batman: Whatever Happened to the Caped Crusader?,"Gaiman, Neil*",1401223036,9781401223038,1401223036,128        pp,3.98,"19,343","Jul 21, 2009","Jul 21, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2015",,Hardcover,view,/book/show/5599692-batman
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bomb Built in Hell: Wesley's Story,"Vachss, Andrew*",0307950859,9780307950857,0307950859,256        pp,3.79,601,2000,"Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 18, 2015","Nov 19, 2015","Nov 18, 2015",,Paperback,view,/book/show/13572867-a-bomb-built-in-hell
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bazaar of Bad Dreams,"King, Stephen*",1501111671,9781501111679,1501111671,495        pp,3.92,"61,231","Nov 03, 2015","Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 04, 2015",,Hardcover,view,/book/show/23512999-the-bazaar-of-bad-dreams
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of the Rising Sun        (Hackberry Holland, #4)","Burke, James Lee",1501107100,9781501107108,1501107100,435        pp,3.92,"4,020","Dec 01, 2015","Dec 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 17, 2015","Jan 15, 2016","Nov 04, 2015",,Hardcover,view,/book/show/25205414-house-of-the-rising-sun
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",,,,296        pp,4.01,"602,007","Sep 04, 1987",Aug 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2015",,Paperback,view,/book/show/21411194-norwegian-wood
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Detour,"Goldsmith, Martin M.",,,B00O07SCX6,146        pp,3.87,126,1939,"Sep 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2015",,ebook,view,/book/show/23350436-detour
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Mystery 63 Short Stories By the Master of Suspense,"Hitchcock, Alfred",0760745927,9780760745922,0760745927,636        pp,4.08,353,Feb 1980,"Jan 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2015",,Hardcover,view,/book/show/4778224-the-best-of-mystery-63-short-stories-by-the-master-of-suspense
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Country,"O'Nan, Stewart*",0374222150,9780374222154,0374222150,229        pp,3.62,"1,517",2003,"Oct 10, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 24, 2015","Oct 26, 2015","Oct 24, 2015",,Hardcover,view,/book/show/673914.The_Night_Country
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lord Came at Twilight,"Mills, Daniel",1937128873,,1937128873,228        pp,4.12,185,"May 01, 2014","May 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2015",,Paperback,view,/book/show/22379276-the-lord-came-at-twilight
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Born Crooked,"Post, Steph*",0990338975,9780990338970,0990338975,234        pp,3.91,224,"Sep 27, 2014","Sep 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2015",,Paperback,view,/book/show/23317952-a-tree-born-crooked
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cruelty,"Lorn, Edward",,,B00ZQG5ZRG,393        pp,4.06,54,unknown,"Jun 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2015",,ebook,view,/book/show/25739768-cruelty
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitten's First Full Moon,"Henkes, Kevin",0060588284,9780060588281,0060588284,40        pp,4.09,"24,821","Mar 02, 2004","Mar 02, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2015","Nov 03, 2015","Oct 21, 2015",,Hardcover,view,/book/show/237665.Kitten_s_First_Full_Moon
