,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Celia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
941,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babbitt,"Lewis, Sinclair",142640607X,9781426406072,142640607X,344        pp,3.69,"23,596",1922,"Jul 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2021",,Paperback,view,/book/show/169718.Babbitt
942,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller of Casablanca,"Valpy, Fiona*",1542032091,9781542032094,B08V5K7W31,315        pp,4.41,"37,157","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 05, 2021",,Kindle Edition,view,/book/show/57400334-the-storyteller-of-casablanca
943,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Bead Game,"Hesse, Hermann",,,B00ANI9G0O,580        pp,4.11,"38,674",1943,"Dec 06, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,Kindle Edition,view,/book/show/17207180-the-glass-bead-game
944,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rosshalde: A Novel,"Hesse, Hermann",,,B00AQUTPJG,229        pp,3.79,"5,332",1914,"Jan 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,Kindle Edition,view,/book/show/19285587-rosshalde
945,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steppenwolf,"Hesse, Hermann",,,B00AQUTONI,228        pp,4.13,"185,485",1927,"Jan 22, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"From The novel is constructed from a manuscript that the principal character, Harry Haller, or Steppenwolf, leaves behind at a boarding house. The nepFrom The novel is constructed from a manuscript that the principal character, Harry Haller, or Steppenwolf, leaves behind at a boarding house. The nephew of the landlady writes the preface explaining how he came to know Steppenwolf and why he chose to publish the manuscript. The manuscript, or ""Harry Haller’s Records,"" consists of three sections: events that occur prior to the treatise; ""the Treatise on the Steppenwolf""; and events occurring after the treatise, namely meeting Hermine and visiting the Magic Theater.My ImpressionsI found the story quite a study in the human psyche. Harry was continuously fighting between his dual natures: that of wolf and that of man. Because of his dual natures, he must separate himself from society and is very lonely.He does meet and interact with Hermine, Maria and Pablo who help him to enjoy life as never before.There are three main 'events' in this story: meeting Hermine who teaches him to dance, attending the Masked Ball and visiting the Magic Theatre (very strange thins happen there).Glad I read it.4 stars  ...more",Notes are private!,0,4,1,"Aug 22, 2022","Oct 17, 2022","Dec 04, 2021",,Kindle Edition,view (with text),/book/show/17378652-steppenwolf
946,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bed Stuy,"McGill, Jerry",1542030285,9781542030281,B08Y8KVHNW,207        pp,3.92,"2,501","Dec 01, 2021","Dec 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,Kindle Edition,view,/book/show/59127661-bed-stuy
947,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time After Time,"Grunwald, Lisa*",0679645489,,B07HVZKC9D,434        pp,3.74,"8,164","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,Kindle Edition,view,/book/show/57409085-time-after-time
948,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Liaisons,"Laclos, Pierre Choderlos de",0140449574,9780140449570,0140449574,418        pp,4.06,"53,310",1782,"Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2021",,Paperback,view,/book/show/326768.Dangerous_Liaisons
949,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interesting Narrative of the Life of Olaudah Equiano,"Equiano, Olaudah",,,B00AWJMUNO,202        pp,3.74,"13,485",1789,"Dec 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2021",,Kindle Edition,view,/book/show/20502474-the-interesting-narrative-of-the-life-of-olaudah-equiano
950,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gathering,"Enright, Anne",0802170390,9780802170392,B001LF2H7W,261        pp,3.12,"23,845","Mar 01, 2007","Sep 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2021",,Paperback,view,/book/show/998133.The_Gathering
951,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Box,"Hughes, Kathryn",,,B08KDGNGBS,430        pp,4.49,"12,831",2021,"Aug 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2021",,Kindle Edition,view,/book/show/57646736-the-memory-box
952,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Dahlia        (L.A. Quartet, #1)","Ellroy, James",,,B003BM9RCG,340        pp,3.77,"91,068","Sep 01, 1987","Aug 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2021",,Kindle Edition,view,/book/show/8388822-the-black-dahlia
953,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The O'Ruddy A Romance,"Barr, Robert",,,B004TPZJQM,192        pp,4.08,12,"Jan 01, 1903",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Satirical undertaking by the author. Tom O'Ruddy (from Ireland) has been sent to England to deliver some important papers. While there he duels and meSatirical undertaking by the author. Tom O'Ruddy (from Ireland) has been sent to England to deliver some important papers. While there he duels and meets a highway robber and an Irish immigrant who he befriends.I smiled or laughed out loud over the shenanigans and the descriptions.What really amazes me is that Crane was dying of TB while writing this. Fascinating and I have developed a new appreciation for Crane.I heard of this book while reading Hotel de Dream, a book describing Crane's life and last days.5 starsAnd yes, O'Ruddy falls in love!!...more",Notes are private!,0,6,1,"Jan 04, 2022","Jan 19, 2022","Dec 02, 2021",,Kindle Edition,view (with text),/book/show/11343056-the-o-ruddy-a-romance
954,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stephen Crane: The Collection of Complete Works (Annotated): Collection Includes The Red Badge of Courage, Active Service, The O'Ruddy, The Monster, Last Words, and More","Crane, Stephen",,,B0852S9N9Z,"1,187        pp",0.00,0,unknown,"Feb 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2021",,Kindle Edition,view,/book/show/57193481-stephen-crane
955,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mystery of the Magi: The Quest to Identify the Three Wise Men,"Longenecker, Dwight",,,B06XZF7D4X,242        pp,4.03,203,unknown,"Nov 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dwight Longenecker is a a married Catholic priest. I learned this from his Goodreads biographical paragraph.""Dwight Longenecker was brought up an EvanDwight Longenecker is a a married Catholic priest. I learned this from his Goodreads biographical paragraph.""Dwight Longenecker was brought up an Evangelical, studied at the fundamentalist Bob Jones University, and later was ordained an Anglican priest in England. After ten years in the Anglican ministry as a curate, a chaplain at Cambridge, and a country parson, in 1995 Dwight was received into full communion with the Catholic Church.""The auhtenticity of the magi story has been a topic near and dear to his heart for a few years.From his Author note:""The idea for Mystery of the Magi first appeared when Dr. Matthew Bunson asked me to write an article about the origins of the wise men for Catholic Answers magazine. I was aware of the opinions of the academics that the Magi story was either a fantasy, or that the Magi (if they existed) were Zoroastrian priests from Parthia.I wondered, however, if there might be more than meets the eye, and I asked whether the Old Testament prophecies about the Magi might indicate their origin.""Here is what I learned.Father refers to the Magi story as related in the gospel of Matthew. It does not name the Magi; it does not say they rode camels; it merely says they came 'from the East'. Seems that over the years the Magi story was embellished to the point of craziness by many, but especially the Gnostics.So....Father answers the questions:Were there Magi? Father believes there IS historical data to support their existence.Where did they come from? Arabia, not PersiaWhat was the 'star'? A comet or a planet? Was Paul influenced by the Magi of Petra?My favorite chapter is Chapter 12 in which Father takes the simple story of the Magi in Matthew's Gospel and disects it line by line. If you read nothing else in this book, read that. I believe the chapter stands on its own.5 stars...more",Notes are private!,0,10,1,"Dec 05, 2021","Jan 02, 2022","Dec 02, 2021",,Kindle Edition,view (with text),/book/show/36543951-mystery-of-the-magi
956,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Templar Mission to Oak Island and Beyond: Search for Ancient Secrets: The Shocking Revelations of a 12th Century Manuscript,"Halpern, Zena",,,B06XYVWPZZ,371        pp,4.14,449,unknown,"Mar 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Kindle Edition,view,/book/show/34750167-the-templar-mission-to-oak-island-and-beyond
957,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blind Tiger,"Brown, Sandra*",1538751968,9781538751961,1538751968,512        pp,4.19,"16,874","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 29, 2021",,Hardcover,view,/book/show/56625109-blind-tiger
958,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deception,"Lawton, Dan*",0996407618,,B00XZ7HK2G,252        pp,3.68,106,"May 22, 2015","Jun 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,Kindle Edition,view,/book/show/25641082-deception
959,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plum Springs,"Lawton, Dan*",,,B07CVL67L9,276        pp,4.23,31,unknown,"May 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,ebook,view,/book/show/39965852-plum-springs
960,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rose Code,"Quinn, Kate*",,,B089SZJF11,646        pp,4.45,"251,421","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 27, 2021",,Kindle Edition,view,/book/show/54067525-the-rose-code
961,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Green House,"Lawton, Dan*",,,B087X9PRB2,194        pp,3.79,213,unknown,"Jul 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVED THIS BOOK.1) Look at that cover. Very clever and advertises the fact that the reader will be learning about flowers. (My favorite flower introI LOVED THIS BOOK.1) Look at that cover. Very clever and advertises the fact that the reader will be learning about flowers. (My favorite flower introduction was to the bearded iris. If I can grow iris here in FL. I plan to plant a few.)2) The length. Perfect. I felt that the plot moved along quickly and things were not over-described. I never felt that even one word was unnecessary.3) The characters and location. Girard is a Math Professor in Helena MT. I was a math major in college and visited Helena on my travel challenge to vist every state capital, which it will take a miracle to complete. ...more",Notes are private!,0,7,1,"Nov 27, 2021",Dec 2021,"Nov 27, 2021",,Kindle Edition,view (with text),/book/show/53401562-the-green-house
962,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thousand Cranes,"Kawabata, Yasunari",,,B00B0LP3UK,161        pp,3.71,"13,221","Feb 10, 1952","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yasunari Kawabata was the first Japanese writer to win the Nobel Prize for Literature.Thousand Cranes is a novel by Japanese author Yasunari Kawabata,Yasunari Kawabata was the first Japanese writer to win the Nobel Prize for Literature.Thousand Cranes is a novel by Japanese author Yasunari Kawabata, first published in 1952. It is set in Japan after World War II, and focuses on an orphaned young man named Kikuji. He becomes involved with Mrs. Ota, a former mistress of his father. The book centers on the Japanese Tea Ceremony and begins with a description of this cultural event.""THE BEGINNINGS of the tea cult can be traced to the thirteenth century and the beginnings of Zen Buddhism in Japan. Early Zen masters recommended tea as the beverage most excellent for cultivating the spirit, and in the centuries that followed, an elaborate symbolism and a carefully contrived ritual encouraged the Zen disciple in his aim to achieve imperturbability.""The characters are many and diverse:Kikuji, the protagonistChikako Kurimoto, a former mistress of Kikuji's fatherMrs. Ota, a former mistress of Kikuji's fatherFumiko, Mrs. Ota's daughterYukiko Inamura, a pupil of Miss KurimotoI very much enjoyed reading this window into Japanese Culture. Another Boxall 1001 Challenge book I found worthwhile.4 stars...more",Notes are private!,0,3,1,"Jan 13, 2023","Jan 31, 2023","Nov 27, 2021",,Kindle Edition,view (with text),/book/show/19221605-thousand-cranes
963,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mathematician Reads The Newspaper,"Paulos, John Allen",0465089992,9780465089994,0465089992,235        pp,3.59,975,unknown,"Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2021",,Paperback,view,/book/show/17290742-a-mathematician-reads-the-newspaper
964,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Child in Time,"McEwan, Ian*",0385497520,9780385497527,0385497520,263        pp,3.58,"13,938",1987,"Nov 02, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/6869.The_Child_in_Time
965,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gods of Howl Mountain,"Brown, Taylor*",,,B0756JS1FR,304        pp,3.89,"2,644","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Kindle Edition,view,/book/show/36341263-gods-of-howl-mountain
966,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nathan Coulter,"Berry, Wendell",0865471843,9780865471849,0865471843,192        pp,3.92,"4,327",1960,"Jan 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/227273.Nathan_Coulter
967,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place on Earth,"Berry, Wendell",1582431248,9781582431246,1582431248,336        pp,4.33,"3,042","Nov 30, 1966","May 17, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/146155.A_Place_on_Earth
968,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of The Lower Case Letter,"Delany, Jack",,,,2        pp,4.06,107,unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very clever. Available on a URL. Takes 3 minutes to read.5 stars,Notes are private!,0,6,1,"Nov 20, 2021","Nov 20, 2021","Nov 20, 2021",,ebook,view (with text),/book/show/26217111-the-case-of-the-lower-case-letter
969,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortune Men,"Mohamed, Nadifa",0241466946,9780241466940,0241466946,315        pp,3.81,"4,957","May 27, 2021","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2021",,Hardcover,view,/book/show/55592200-the-fortune-men
970,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coward of Grimsby,"Ryan, Eric Daniel*",1737814404,9781737814405,B09JLJQVCX,37        pp,4.04,51,unknown,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,Kindle Edition,view,/book/show/59523246-the-coward-of-grimsby
971,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Finding,"Pilcher, Elizabeth*",,9781737866909,,unknown,4.14,7,unknown,"Nov 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,,view,/book/show/59604958-the-finding
972,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Songs,"Oliver, Mary",,,B00C5R79MI,145        pp,4.24,"14,483","Oct 08, 2013","Oct 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sometimes I like dogs better than people-except for my husband who I adore.,Notes are private!,0,10,1,"Nov 17, 2021","Nov 18, 2021","Nov 17, 2021",,Kindle Edition,view (with text),/book/show/18751905-dog-songs
973,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Wicked This Way Comes,"Bradbury, Ray",0380729407,9780380729401,0380729407,293        pp,3.91,"132,998","Sep 17, 1962","Mar 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2021",,Mass Market Paperback,view,/book/show/248596.Something_Wicked_This_Way_Comes
974,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Truss, Lynne",,,B000OIZSVY,240        pp,3.87,"105,109","Jan 02, 2003","Apr 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Kindle Edition,view,/book/show/6621198-eats-shoots-leaves
975,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of Light,"Williams, Niall*",,,B002SRL3QS,328        pp,4.01,874,"Sep 21, 2001",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2021",,Kindle Edition,view,/book/show/9431835-the-fall-of-light
976,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Seamstress,"Lester, Natasha*",073364001X,9780733640018,B0777KCNBX,448        pp,4.10,"20,496","Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Kindle Edition,view,/book/show/36604561-the-paris-seamstress
977,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grace,"Greenwood, T.*",,,B0063KB1PO,352        pp,3.98,"2,064","Mar 27, 2012","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Kindle Edition,view,/book/show/13562552-grace
978,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",,,B08TWYG991,416        pp,3.96,"68,599","Nov 09, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a book!!The main character is Tookie, an Ojibwe Indian.It is Tookie's too-muchness — her omnivorous appetites, her talent for storytelling and seWhat a book!!The main character is Tookie, an Ojibwe Indian.It is Tookie's too-muchness — her omnivorous appetites, her talent for storytelling and selling and embellishing — that makes her vulnerable and also ultimately saves her. Similarly, this brilliant novel thrives as a mish-mash of ghost story, mystery, comedy, picaresque, social commentary and book-lover's book, all of which is exactly enough.Tookie does not know her real name. She has been incarcerated for a crazy crime she does not know she is committing. When she gets out, she gets a job in a bookstore. MANY books are mentioned in this story.The author included a list of 160 books at the end which I copied into a word document.Anybody who wants this list should PM me.5 stars ...more",Notes are private!,3,10,1,"Sep 11, 2023","Sep 24, 2023","Nov 09, 2021",,Kindle Edition,view (with text),/book/show/57576425-the-sentence
979,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family,"Krupitsky, Naomi",0525541993,9780525541998,0525541993,368        pp,3.57,"25,766","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Hardcover,view,/book/show/57234739-the-family
980,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fierce Love: A Bold Path to Ferocious Courage and Rule-Breaking Kindness That Can Heal the World,"Lewis, Jacqui*",0593233867,9780593233863,0593233867,219        pp,4.01,410,unknown,"Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Hardcover,view,/book/show/56293867-fierce-love
981,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tin Man,"Winman, Sarah",0755390962,9780755390960,0755390962,213        pp,3.97,"44,151","Jul 27, 2017","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Paperback,view,/book/show/31117613-tin-man
982,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Country Friends,"Shteyngart, Gary*",1984855131,9781984855138,B08VRP55V1,336        pp,3.21,"15,332","Nov 02, 2021","Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"From penguinrandomhouse.com:In the rolling hills of upstate New York, a group of friends and friends-of-friends gathers in a country house to wait outFrom penguinrandomhouse.com:In the rolling hills of upstate New York, a group of friends and friends-of-friends gathers in a country house to wait out the pandemic. Over the next six months, new friendships and romances will take hold, while old betrayals will emerge, forcing each character to reevaluate whom they love and what matters most.How many friends? 8Where do they meet? Upstate NYWhen? During the Covid 19 pandemicWho?Sasha from Russia and the ""Landowner""Masha, his wife from Russia tooVinod from IndiaKaren from KoreaEd from KoreaDee from the Southern USThe Actor from ??Nat, adopted daughter of the Russians, but from KoreaDo you see the multi-cultural hook-ups available here?In closing my , I point you to an excellent  I found, which lauds the book as being an outstanding contribution in mid-pandemic America (I wish I could say post-pandemic, but can't quite yet)https://jacobinmag.com/2021/12/gary-s...4 stars...more",Notes are private!,0,3,1,"Jan 06, 2022","Jan 16, 2022","Nov 06, 2021",,Kindle Edition,view (with text),/book/show/58018973-our-country-friends
983,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Returned,"Di Pietrantonio, Donatella",,,B07KGJSCZT,167        pp,4.08,"21,065","Feb 14, 2017","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Kindle Edition,view,/book/show/42930998-a-girl-returned
984,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Geraldine Verne's Red Suitcase,"Riley, Jane*",,9781542017367,B08P1GPWZR,305        pp,4.19,"1,042","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Kindle Edition,view,/book/show/58114199-geraldine-verne-s-red-suitcase
985,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Rebellious Woman,"Griffin, Claire J.*",1951565479,9781951565473,1951565479,384        pp,3.87,30,unknown,"Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2021",,Paperback,view,/book/show/57498890-a-rebellious-woman
986,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way of Trust and Love: A Retreat Guided by St. Therese of Lisieux,"Philippe, Jacques",1594171769,9781594171765,B0089YQVGG,85        pp,4.69,"1,008","Jan 01, 2011","Jun 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2021",,Kindle Edition,view,/book/show/19048972-the-way-of-trust-and-love
987,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",,,B08W2XQ8FZ,464        pp,4.17,"66,112","Jun 01, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 01, 2021",,Kindle Edition,view,/book/show/57694740-still-life
