,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ralu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gauguin Din Orasul Albastru,"Bannalec, Jean-Luc",,,,320        pp,3.65,"6,148",2012,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 18, 2018",,Paperback,view,/book/show/40692640-gauguin-din-orasul-albastru
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O vară cu Isidor,"Niculescu, Veronica D.",9734668692,9789734668694,9734668692,224        pp,3.67,386,Jul 2017,Jul 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 18, 2018",,Paperback,view,/book/show/35599632-o-var-cu-isidor
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Troubling Love,"Ferrante, Elena",1933372168,9781933372167,1933372168,139        pp,3.26,"19,974",1992,"Sep 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 03, 2018","Jun 03, 2018","Jun 03, 2018",,Paperback,view,/book/show/290186.Troubling_Love
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uite-aşa o pierzi,"Díaz, Junot",6069423739,9786069423738,,176        pp,3.75,"97,831","Mar 22, 2010",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2018","May 22, 2018","May 14, 2018",,Paperback,view,/book/show/33705234-uite-a-a-o-pierzi
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea vieților mele,"Hemon, Aleksandar",,9786069450772,6069450779,180        pp,4.17,"3,239","Mar 19, 2013",Apr 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2018","May 12, 2018","May 06, 2018",,Paperback,view,/book/show/40012692-cartea-vie-ilor-mele
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suntem deja uitarea ce vom fi,"Abad Faciolince, Héctor",,,,288        pp,4.39,"17,689","Dec 01, 2006",Aug 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 22, 2018","May 22, 2018","Apr 22, 2018",,Paperback,view,/book/show/23626668-suntem-deja-uitarea-ce-vom-fi
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Familia Popescu. Opere I,"Popescu, Cristian",,9786066645812,,146        pp,4.74,113,1987,Nov 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2018","Jun 03, 2018","Apr 18, 2018",,Hardcover,view,/book/show/27869751-familia-popescu-opere-i
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cum să fii şi una, şi alta","Smith, Ali",,,,288        pp,3.66,"23,911","Aug 28, 2014",Nov 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2018","Apr 21, 2018","Apr 15, 2018",,Paperback,view,/book/show/28963391-cum-s-fii-i-una-i-alta
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Şirul pierdut al timpului,"Britt, Paige*",,9786067882667,,318        pp,4.01,"2,135","Mar 31, 2015",Jan 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 07, 2018","Apr 15, 2018","Apr 07, 2018",,Hardcover,view,/book/show/38603940-irul-pierdut-al-timpului
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonobo and the Atheist: In Search of Humanism Among the Primates,"de Waal, Frans",0393073777,9780393073775,0393073777,289        pp,4.15,"5,156",Mar 2013,Mar 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2018","Apr 07, 2018","Apr 02, 2018",,Hardcover,view,/book/show/4487598-the-bonobo-and-the-atheist
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart Is a Lonely Hunter,"McCullers, Carson",0618084746,9780618084746,0618084746,359        pp,3.99,"110,188","Jun 04, 1940","Jan 01, 1961",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2018","Jun 03, 2018","Mar 16, 2018",,Paperback,view,/book/show/37380.The_Heart_Is_a_Lonely_Hunter
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis 2: The Story of a Return        (Persepolis, #2)","Satrapi, Marjane",0375714669,9780375714665,0375714669,187        pp,4.22,"75,204",2003,"Aug 02, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2018",,Paperback,view,/book/show/9517.Persepolis_2
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pilda Semănătorului        (Earthseed, #1)","Butler, Octavia E.",9786069404,,,376        pp,4.21,"167,820",Oct 1993,Nov 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2018","Jun 03, 2018","Feb 25, 2018",,Paperback,view,/book/show/27995044-pilda-sem-n-torului
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis: The Story of a Childhood        (Persepolis, #1)","Satrapi, Marjane",037571457X,9780375714573,037571457X,153        pp,4.26,"208,419","Apr 29, 2003","Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 25, 2018","Mar 05, 2018","Feb 25, 2018",,Paperback,view,/book/show/9516.Persepolis
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O singurătate feroce,"Marin, Mariana",6066644785,9786066644785,6066644785,138        pp,4.47,72,"Jan 01, 2015",2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 28, 2018","Jan 29, 2018","Jan 28, 2018",,Hardcover,view,/book/show/25814988-o-singur-tate-feroce
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cartea Pricoliciului        (O istorie secretă a Ţării Vampirilor, #1)","Popescu, Adina*",,9786068620459,606862045X,432        pp,3.66,214,"Aug 01, 2015",Aug 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 08, 2018","Jan 11, 2018","Jan 08, 2018",,Hardcover,view,/book/show/26864845-cartea-pricoliciului
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trei etaje,"Nevo, Eshkol",6067792672,9786067792676,6067792672,296        pp,4.07,"11,599",2015,Nov 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2017","Dec 30, 2017","Dec 26, 2017",,Paperback,view,/book/show/36529893-trei-etaje
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vineri sau limburile Pacificului,"Tournier, Michel",9733404268,,,181        pp,3.68,"3,341",1967,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2017","Dec 16, 2017","Dec 15, 2017",,Paperback,view,/book/show/13374304-vineri-sau-limburile-pacificului
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exuvii,"Popescu, Simona",,9789734606757,,328        pp,3.89,"1,371",1997,2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 03, 2017","Dec 08, 2017","Dec 03, 2017",,Hardcover,view,/book/show/2353903.Exuvii
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opera postumă a lui Thomas Pilaster,"Chevillard, Éric",6068543978,9786068543970,6068543978,140        pp,3.45,38,"Feb 26, 1999",2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 03, 2017","Dec 08, 2017","Dec 03, 2017",,Paperback,view,/book/show/32680462-opera-postum-a-lui-thomas-pilaster
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Veşti din Paradis,"Lodge, David",9736813886,,,336        pp,3.77,"2,288",1991,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 21, 2017","Nov 29, 2017","Nov 21, 2017",,Paperback,view,/book/show/15824862-ve-ti-din-paradis
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiica ascunsă,"Ferrante, Elena",6069781082,9786069781081,6069781082,144        pp,3.73,"47,021","Jan 01, 2006",Nov 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Nov 19, 2017Nov 18, 2017","Nov 19, 2017Nov 19, 2017","Nov 18, 2017",,Paperback,view,/book/show/36551703-fiica-ascuns
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parohia,"Coman, Dan",9732329556,9789732329559,9732329556,160        pp,3.93,192,"Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2017","Dec 08, 2017","Nov 16, 2017",,Paperback,view,/book/show/13604807-parohia
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Certain Magical Acts,"Notley, Alice",0143108166,9780143108160,0143108166,160        pp,3.92,216,"Jun 07, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 03, 2017not set","Dec 03, 2017not set","Nov 16, 2017",,Paperback,view,/book/show/27209354-certain-magical-acts
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arta corpului,"DeLillo, Don",9734669796,9789734669790,9734669796,152        pp,3.28,"11,285","Jan 01, 2001",Sep 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2017","Dec 03, 2017","Nov 16, 2017",,Paperback,view,/book/show/36280509-arta-corpului
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celălalt pe care-l adoram,"Cusset, Catherine",6067792354,9786067792355,6067792354,256        pp,3.89,837,Aug 2016,Sep 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 13, 2017",,Paperback,view,/book/show/36244845-cel-lalt-pe-care-l-adoram
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iubire,"Morrison, Toni",9731244492,9789731244495,9731244492,344        pp,3.80,"12,282",2003,Jun 2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2017","Aug 25, 2017","Aug 20, 2017",,Hardcover,view,/book/show/18773368-iubire
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spre văi de jad și sălbăție,"Niculescu, Veronica D.",9734661655,9789734661657,9734661655,248        pp,3.87,106,Jul 2016,Jul 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2017","Aug 19, 2017","Aug 18, 2017",,Paperback,view,/book/show/31021138-spre-v-i-de-jad-i-s-lb-ie
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Du-te și pune un străjer,"Lee, Harper",9734657240,9789734657247,9734657240,296        pp,3.31,"273,807","Jul 14, 2015",Nov 2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 18, 2017",,Paperback,view,/book/show/27798693-du-te-i-pune-un-str-jer
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anul gândirii magice,"Didion, Joan",,,,176        pp,3.93,"242,905","Sep 01, 2005",2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 05, 2017","Aug 05, 2017","Aug 05, 2017",,Paperback,view,/book/show/35299325-anul-g-ndirii-magice
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea râsului și a uitării,"Kundera, Milan",,9789735021405,9735021404,267        pp,3.96,"49,429",1979,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Aug 2017,"Aug 06, 2017","Aug 01, 2017",,Paperback,view,/book/show/7713120-cartea-r-sului-i-a-uit-rii
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viata si opiniile lui Zacharias Lichter,"Călinescu, Matei",,,,166        pp,3.80,259,1969,1969,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2017",,Paperback,view,/book/show/8058610-viata-si-opiniile-lui-zacharias-lichter
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opiniile unui clovn,"Böll, Heinrich",9734606603,9789734606603,9734606603,344        pp,3.94,"28,887",1963,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 31, 2017",Aug 2017,"Jul 31, 2017",,Paperback,view,/book/show/9434124-opiniile-unui-clovn
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Copilăria lui Kaspar Hauser,"Stănescu, Bogdan-Alexandru",9734667610,9789734667611,9734667610,251        pp,4.10,415,May 2017,May 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2017",Aug 2017,"Jul 17, 2017",,Paperback,view,/book/show/35170184-copil-ria-lui-kaspar-hauser
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mai este oare acesta un om?,"Levi, Primo",9736815064,,,312        pp,4.33,"75,102",1947,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 30, 2017","Dec 08, 2017","Jun 30, 2017",,Paperback,view,/book/show/18740014-mai-este-oare-acesta-un-om
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cheia,"Tanizaki, Jun'ichirō",1602572283,9781602572287,1602572283,128        pp,3.57,"6,509",1956,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2017","Jun 27, 2017","Jun 25, 2017",,Paperback,view,/book/show/9443761-cheia
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Povestea fetiței pierdute        (Tetralogia Napolitană, #4)","Ferrante, Elena",6069780558,9786069780558,6069780558,469        pp,4.44,"137,112","Oct 29, 2014",2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 04, 2017","Jun 19, 2017","Jun 04, 2017",,Paperback,view,/book/show/35185204-povestea-feti-ei-pierdute
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultraviolenţă,"Coşa, Bogdan*",9734667645,9789734667642,,192        pp,2.93,82,May 2017,May 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2017","Jun 25, 2017","May 30, 2017",,Paperback,view,/book/show/35170201-ultraviolen
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apa vie. Ora stelei,"Lispector, Clarice",606771020X,9786067710205,606771020X,142        pp,3.95,19,unknown,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2017",Jun 2017,"May 29, 2017",,Paperback,view,/book/show/31680488-apa-vie-ora-stelei
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Costello: opt lecții,"Coetzee, J.M.",9736899063,9789736899065,9736899063,248        pp,3.47,"9,363","Sep 30, 2003",May 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2017","Jun 02, 2017","May 29, 2017",,Paperback,view,/book/show/25491314-elizabeth-costello
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ziua Morților,"Nooteboom, Cees",606863177X,9786068631776,606863177X,320        pp,3.67,"1,086",1998,Jul 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2017","May 13, 2017","May 10, 2017",,Paperback,view,/book/show/25865013-ziua-mor-ilor
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opera antumă,"Kafka, Franz",9735760606,,,unknown,4.08,379,unknown,1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2017","May 05, 2017","May 04, 2017",,Paperback,view,/book/show/12774423-opera-antum
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una novelita lumpen,"Bolaño, Roberto",8439709552,9788439709558,8439709552,121        pp,3.65,"4,821",2002,Nov 2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2017","May 03, 2017","May 03, 2017",,Paperback,view,/book/show/1895320.Una_novelita_lumpen
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Câinii romantici,"Bolaño, Roberto",,9786067710786,,80        pp,3.94,"2,021",1993,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2017","May 03, 2017","May 02, 2017",,Paperback,view,/book/show/35052725-c-inii-romantici
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cel mai iubit dintre pământeni vol. 1,"Preda, Marin",9736755819,9789736755811,9736755819,368        pp,4.26,"1,639",1980,2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2017","May 16, 2017","May 02, 2017",,Hardcover,view,/book/show/13580833-cel-mai-iubit-dintre-p-m-nteni-vol-1
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amuleta,"Bolaño, Roberto",6068631389,9786068631387,6068631389,127        pp,3.83,"8,708",1999,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 02, 2017",,Paperback,view,/book/show/33276134-amuleta
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tres,"Bolaño, Roberto",0811219275,9780811219273,0811219275,176        pp,3.80,862,2000,"Sep 30, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 02, 2017",,Hardcover,view,/book/show/10915347-tres
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cel care cheamă câinii,"Teodorovici, Lucian Dan*",9734666878,9789734666874,9734666878,264        pp,3.88,112,Apr 2017,Apr 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2017","Apr 28, 2017","Apr 26, 2017",,Paperback,view,/book/show/34823957-cel-care-cheam-c-inii
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nocturne. Cinci poveşti despre muzică şi amurg,"Ishiguro, Kazuo*",,978973461435,,300        pp,3.51,"27,973","May 05, 2009",2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2017","Apr 30, 2017","Apr 25, 2017",,Paperback,view,/book/show/9438875-nocturne-cinci-pove-ti-despre-muzic-i-amurg
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escapada,"Braniște, Lavinia",,9789734643479,9734643479,224        pp,3.70,443,2014,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 24, 2017","Apr 25, 2017","Apr 24, 2017",,Paperback,view,/book/show/20809407-escapada
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Domnişoara Brodie în floarea vârstei,"Spark, Muriel",6068642666,9786068642666,6068642666,132        pp,3.71,"54,734",1961,"Apr 10, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2017","Apr 24, 2017","Apr 22, 2017",,Paperback,view,/book/show/34838546-domni-oara-brodie-n-floarea-v-rstei
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jurnal scoţian,"Florescu, Ioan-Florin",973466705X,9789734667055,973466705X,240        pp,4.06,80,Apr 2017,Apr 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2017","Apr 22, 2017","Apr 21, 2017",,Paperback,view,/book/show/34842170-jurnal-sco-ian
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter Series Box Set        (Harry Potter, #1-7)","Rowling, J.K.",0545044251,9780545044257,0545044251,"4,100        pp",4.74,"287,694","Oct 01, 2007","Oct 16, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 20, 2017",,Hardcover,view,/book/show/862041.Harry_Potter_Series_Box_Set
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Julie,"Strindberg, August",,,,64        pp,3.43,"15,624",1888,"Sep 18, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/752912.Miss_Julie
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saturn, zeul","Ştefan, Olga",,9786067520620,,114        pp,4.27,45,unknown,May 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/32735810-saturn-zeul
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caravana cinematografica si alte povestiri,"Groșan, Ioan",9736537617,,,492        pp,3.93,57,"Nov 14, 2009",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/13961524-caravana-cinematografica-si-alte-povestiri
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frig,"Bernhard, Thomas",,,,346        pp,3.87,"1,674",1963,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 19, 2017","May 02, 2017","Apr 19, 2017",,,view,/book/show/33311362-frig
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,20 de ani în Siberia: amintiri din viață,"Nandriș-Cudla, Anița",,9789735035310,9735035316,268        pp,4.73,"1,668",1991,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/16155324-20-de-ani-n-siberia
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Întâmplări în irealitatea imediată,"Blecher, Max",,9789731243627,,208        pp,4.10,"2,299",1936,2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Hardcover,view,/book/show/6514439-nt-mpl-ri-n-irealitatea-imediat
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orlando,"Woolf, Virginia",0141184272,9780141184272,0141184272,336        pp,3.87,"93,126","Oct 11, 1928","Oct 03, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/18839.Orlando
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deșertul tătarilor,"Buzzati, Dino",9734619802,9789734619801,9734619802,224        pp,4.20,"31,011",1940,2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Apr 19, 2017",,Paperback,view,/book/show/13421371-de-ertul-t-tarilor
