,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheila's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unnatural Resources,"Uhrlaub, Mindy*",1579626408,9781579626402,1579626408,200        pp,4.00,27,unknown,"Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A village in the Congo is so far from my experience, I might feel sympathy for the people’s plight, but I surely won’t be able to relate to the steps A village in the Congo is so far from my experience, I might feel sympathy for the people’s plight, but I surely won’t be able to relate to the steps they take in their lives. Except… when I read Mindy Uhrlaub’s amazing novel, Unnatural Resources, I’m not just taken to the place, but I’m taken to the people, to hold the hand of a frightened child and see my own world and fears reflected in hers.Author Mindy Uhrlaub has created a deeply believable “village” of characters in this novel, some Congolese, some aid-givers, some wounded women and some wounded men, both old and young together. She builds plausible hope out of total hopelessness. And she convinces the reader, at least some of the lost can be found. Some small steps can truly grow into something huge. And somewhere, somehow, some coincidences become almost inevitable simply because it’s a small world—a wounded, pillaged, beautiful small world.The exploitation of place and exploitations of women and children combine to make this story sing with the beauty of lake and trees, ache with the effort of climbing mountains, and cry with the pain of lost lives. The singing continues to echo through the tears. Hope, a gift we mere Westerners would so quickly lose, proves as huge and strong as a young girl’s heart. And tiny steps leads ever on.In the end, the unnatural resources of wrong give way to natural good. The world is still broken and wounded, but the people prove to have hidden resources and depths, and a nature for more than mere survival. I couldn’t stop reading. I ached for the lost children. And I loved this book!Disclosure: I was given a p edition. I’m so lucky! And I offer my honest ....more",Notes are private!,0,2,1,not set,"Oct 06, 2020","Oct 06, 2020",,Hardcover,view (with text),/book/show/54233199-unnatural-resources
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,329","Sep 16, 1987","Jun 08, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m coming late to this classic, and I love it! I love the characters. I love the aching sadness and sense of history and mystery. I love the interweaI’m coming late to this classic, and I love it! I love the characters. I love the aching sadness and sense of history and mystery. I love the interweaving of damaged lives and hopes. And I ache at the sense of how true to life the situations are. This strange world isn’t the one I grew up in, but it’s not so far in the past for so many today. And the pains of the parent and grandparent don’t go away.Beloved reveals unflinching horrors of times gone by, genuine heart, and a powerful message for readers—not just a message to open our eyes to the past, but also to open our eyes to ourselves, to see the hope in hopelessness and find the forgiveness that allows us to move on.Beloved is deservedly a classic, and one I’m glad I finally got around to reading. That a book with so much pain can be put down with such a sense of rightness just proves the author’s power.Disclosure: I loved it!...more",Notes are private!,0,2,1,not set,"Oct 06, 2020","Oct 06, 2020",,Paperback,view (with text),/book/show/6149.Beloved
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Fifteen Lives of Harry August,"North, Claire",,,B00ECE9OD4,417        pp,4.03,"88,560","Apr 08, 2014","Apr 08, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best time-travel book I’ve read since the Time Traveler’s Wife, and it will hold a well-deserved prize spot on my bookshelf. The premise iThis is the best time-travel book I’ve read since the Time Traveler’s Wife, and it will hold a well-deserved prize spot on my bookshelf. The premise is clean and simple. The threat is intricate and complex. And the way a child-man’s character develops through multiple lives is told with such achingly plausible pain it makes each of the protagonist’s existences feel real.But, of course, this isn’t just about feelings, though friendship, love and betrayals will play their many parts. It’s a novel with enough echoes of science to sound true, and enough threat to feel scary and immediate. The tale is deepened with twists and turns of human accident and feeling, threaded with tinges of guilt, then hung to survive on a tiny chain of hope.Of all people, Harry August, once the threat appears, just might the only one in a position to know what’s happening. But the reader is left to experience past and multiple pasts alongside him, working it out, postulating present and future, and asking, eventually, just which world we’re living in.It could be confusing, but it’s not. The author has a deft hand with her twisted distances and creates a story that always present and real… and scarily relevant to today, whichever world we’re in. A really good read.Disclosure: A friend told me I’d like it and she was right!...more",Notes are private!,0,3,1,not set,"Oct 06, 2020","Oct 06, 2020",,Kindle Edition,view (with text),/book/show/35066358-the-first-fifteen-lives-of-harry-august
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code Name Verity,"Wein, Elizabeth*",1405258217,9781405258210,1405258217,452        pp,4.01,"118,682","Feb 06, 2012","Feb 06, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel that keeps its secrets as well-hidden as any spy; a tale of friendship told with an evocative sense of time, culture and history; and a war stA novel that keeps its secrets as well-hidden as any spy; a tale of friendship told with an evocative sense of time, culture and history; and a war story with plenty of guns and airplanes, Elizabeth Wein’s Code Name Verity is a veritable feast and a truly fascinating read.For a start, there’s the voice—so convincingly broken and yet so delightfully real. This pen will tell all her secrets and everyone will hate her, and we’ll slowly learn the agony that brought her here.Then there are the questions—small ones to start with, growing bigger in the reader’s mind, and the sense of devastating hope. The author, wisely, never breaks character to “tell” her readers anything—making this a book that truly respects the people reading it!And then there’s the second voice—the view from another side of life’s triangle. Because this is a complex novel that doesn’t tell all; its characters are complex people who may not even know all; and its strength is an honest friendship that perseveres, giving truth to lies and heart to those guns and planes.I really enjoyed this novel and found myself unable to put it down. The characters are fantastic. The writing is spot on. And the world of our not so distant past is hauntingly hurt, and promisingly healable.Disclosure: It’s been on my to-read list for ages. I’m so glad I finally got around to it....more",Notes are private!,0,1,1,not set,"Oct 06, 2020","Oct 06, 2020",,Paperback,view (with text),/book/show/11925514-code-name-verity
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Combustible Punch,"Peters, Paul Michael*",,,B07RS1D178,unknown,3.96,162,"May 19, 2019",Aug 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2020",,Kindle Edition,view,/book/show/55032906-combustible-punch
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Listener,"Caldwell, Taylor",0553244833,9780553244830,0553244833,292        pp,4.08,839,"Sep 01, 1976","Jul 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read these two books as a child and loved them. Now I wanted to read them again, though it was difficult to find affordable copies. They’re set in aI read these two books as a child and loved them. Now I wanted to read them again, though it was difficult to find affordable copies. They’re set in a small American town, and I wondered how they would have aged as years have passed. But the answer is they’ve aged well. The second book, No one hears but him, was written many years after the first, but carries the same flavor. And the building in its gardens, with its silent room and drawn curtain, is just as captivating now as it was then.So what has changed? As an adult, I find I’m “annoyed” as the author claims she intends, by some of the thoughts expressed. But the author very cleverly hides her own beliefs and opinions behind those of her characters. And listening is an answer in itself, not responding to arguments but responding to the person behind them. So yes, I don’t love the books quite as much as I once did. But I still love them and expect to reread them again. The pages are filled with believable characters, each with their own wrong assumptions, wounded prides, and trials and tribulations. And the listener is always revealed in the end as the only one who really knows how we feel.In the second book, I remember an antagonist arguing to claim a human soul. It’s an image that stayed with me from childhood, and an image surely as relevant today as then. Not quite what I remembered, but close enough to remind me and please me again.Disclosure: I’ll read them again, again....more",Notes are private!,0,3,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/369088.The_Listener
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Darker Place,"King, Laurie R.*",0553578243,9780553578249,0553578243,477        pp,3.82,"2,798",Feb 1999,"Dec 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Laurie King’s A Darker Place is an exciting adventure, an absorbing mystery, a globe-trotting investigation, and a deeply thought-provoking exploratioLaurie King’s A Darker Place is an exciting adventure, an absorbing mystery, a globe-trotting investigation, and a deeply thought-provoking exploration of faith, character, and cults. It manages to be all those things with equal vibrancy, drawing the reader in to a world of FBI undercover investigation, broken and tortured relationships, and the balance between caring for your neighbors and protecting them. The protagonist is a learned lecturer, as well as an FBI investigator. Passages from her writing start the chapters with intriguing hints of what might happen, what has happened in the past, and what thought processes go into analyzing what’s going on now. It’s all of it relevant to the book, and also to the present day and the world around us. The questions of what constitutes help, acceptance, mercy, protection and more are explored through the dynamics of very believable human relationships, and the whole is truly absorbing, fascinating, and ultimately terrifying. A really good read.Disclosure: A friend thought I’d like it. She was right....more",Notes are private!,0,2,1,not set,"Sep 15, 2020","Sep 15, 2020",,Mass Market Paperback,view (with text),/book/show/77254.A_Darker_Place
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Left Behind        (Left Behind, #1)","LaHaye, Tim",0842342702,9780842342704,B000OKS2SS,470        pp,3.85,"233,330","Sep 29, 1995","Apr 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t read this series when the books first came out, and I didn’t watch the movies. My Christian tradition has a very different interpretation of I didn’t read this series when the books first came out, and I didn’t watch the movies. My Christian tradition has a very different interpretation of Revelation from the authors’ one, and I wasn’t sure how I would relate to their stories. But time has passed; we’ve not been left behind. I felt like maybe it was time to catch up and see what I’d missed.What surprised me most about this series was how very dated it seems. The technology feels clunky and ancient – not surprising, I guess, if the world was meant to end long before today. The low-level horror of it surprised me too – more the teen movie “don’t go down that corridor” kind of scary than the cerebral, thought-provoking terrors I ascribe to Revelation.And what intrigued me most was the way the authors managed to bleed every possible image from Revelation into a solid, down-to-earth form. It’s a masterful effort, blending very earthbound imagination with the wonders of heaven, making the highest mountain and furthest star fall at just the right point to fit the “plot.”Reading them was interesting, but not enthralling. It intrigued me but didn’t educate me or change my faith. It makes science less relevant than technology in the face of end-times, and perhaps, in that, it’s fitting to the present day. But the blend of awkward horror with unswerving attention to detail left little room for the miracles of science and awed interpretation… and left me behind.Disclosure: I’m glad I finally read it but I’m disappointed not to share other readers’ enthusiasm. That probably says more about me than about the books....more",Notes are private!,0,3,1,not set,"Sep 15, 2020","Sep 15, 2020",,Mass Market Paperback,view (with text),/book/show/27523.Left_Behind
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Daughters of Eve: The Science That Reveals Our Genetic Ancestry,"Sykes, Bryan",0393020185,9780393020182,0393020185,320        pp,4.00,"7,270","Jan 01, 2001","Jul 17, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Science moves on quickly in the world of genetics, and in that sense, Bryan Sykes’ Seven Daughters of Eve might soon be outdated. But there’s another Science moves on quickly in the world of genetics, and in that sense, Bryan Sykes’ Seven Daughters of Eve might soon be outdated. But there’s another sense in which this science book is bound to remain timeless, as it gives the very personal account of a life in science. The author conveys an enthralling sense of excitement, tying it delightfully to the everyday—what color’s your golden hamster perhaps?—and tying that all to the mysteries of DNA.The author’s search starts with fossils and centers on Europeans. The wonders of history and inheritance, and the happy accident of mitochondrial DNA are delightful explained. And as families of change are matched together, solving an eon-bending mystery, so the seven daughters appear.Combining hard and soft science, the author ends the book by describing the possible lives of these seven ancestors, bringing them to life, and rewarding that search for evidence with evidence of humanity. It’s a truly absorbing journey, told in an enjoyably conversational style, and a highly recommended read.Disclosure: A friend recommended it to me....more",Notes are private!,0,2,1,not set,"Sep 15, 2020","Sep 15, 2020",,Hardcover,view (with text),/book/show/222637.The_Seven_Daughters_of_Eve
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"MaddAddam        (MaddAddam, #3)","Atwood, Margaret*",0385528787,9780385528788,0385528787,394        pp,4.02,"76,545","Aug 29, 2013","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It might help to have read (and remembered) Oryx and Crake and The Year of the Flood before reading MaddAddam, but it’s not essential. The twisting reIt might help to have read (and remembered) Oryx and Crake and The Year of the Flood before reading MaddAddam, but it’s not essential. The twisting relationships, odd history, and darkly broken world that come to life in this novel will be equally absorbing to new readers and old, drawing them in to something that recognizably came from the present, but represents no future we’re aiming for. Science gone wrong perhaps, but also faith gone wrong and dreams turned sour. And, as with all the best science fiction, the resulting tale will makes you stop and think.The questions are writ both large and small. Not just how will we break our world, or what almost innocent dream will bring it down? But also how willing are we now, or will we be, to learn from our mistakes, to accept our neighbors differences, to welcome strangers?MaddAddam is a wild, mad ride, confusing, sad, and yet oddly hopeful, with innocence behind the brokenness and dreams behind the nightmares it portrays. And it’s a really good read.Disclosure: I’d read the earlier books, but I have a really bad memory....more",Notes are private!,0,2,1,not set,"Sep 15, 2020","Sep 15, 2020",,Hardcover,view (with text),/book/show/17262203-maddaddam
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Marriage,"Chamberlain, Diane*",1250087287,9781250087287,1250087287,416        pp,4.27,"38,176","Oct 03, 2017","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Stolen Marriage is a surprisingly good read for a time of Covid, set as it is in a time of polio and black lives matter. A big-city woman reluctanThe Stolen Marriage is a surprisingly good read for a time of Covid, set as it is in a time of polio and black lives matter. A big-city woman reluctantly gives up her nursing career, in order to marry a rural gentleman, but the rural life isn’t all she expected. Her new husband’s family aren’t entirely welcoming, and neither is his town – even the servants seem unsure of her, though she’s trying her best. Then sickness strikes and she’s drawn into working at the polio hospital, over her husband’s objections. And now dreams and reality collide.A tale for our times, set in earlier times, the Stolen Marriage is absorbing, fascinating, and a really good read.Disclosure: It sat on my shelf for a while, but I’m glad I took it down and read it....more",Notes are private!,0,1,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/37638337-the-stolen-marriage
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in a Swing,"Adams, Richard",0140055339,9780140055337,0140055339,396        pp,3.53,"2,040",1980,"Apr 28, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this a long time ago and decided to reread it recently. Richard Adam’s Girl in a Swing is oddly absorbing, with a young man falling in love witI read this a long time ago and decided to reread it recently. Richard Adam’s Girl in a Swing is oddly absorbing, with a young man falling in love with a girl who tells him nothing, captivated by her beauty, and impulsively drawn to invite her to be his wife. Secrets are very smoothly threaded into the tale, like seeds waiting to bloom into thorns perhaps. And, even though I’d read the book before, I didn’t guess till quite a way through what was driving the sense of unease.The Girl in a Swing invites you to like its characters, then quietly shows their flaws. It’s a horror story with heart, where the horror is so low-key it’s more like an earie trickle of tears in the night. Sad and haunting, I’m glad I reread it, and I’ll probably reread it again one day.Disclosure: My copy even has that old-book smell!...more",Notes are private!,0,1,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/1354214.The_Girl_in_a_Swing
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch of Blackbird Pond,"Speare, Elizabeth George",,,,256        pp,4.02,"152,294",1958,"May 15, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Evocatively recreating Puritan America, Elizabeth George Speare’s The Witch of Blackbird Pond invites the reader into the life of a misfit girl—a BarbEvocatively recreating Puritan America, Elizabeth George Speare’s The Witch of Blackbird Pond invites the reader into the life of a misfit girl—a Barbados orphan brought to relatives in small-town Puritan Connecticut. The story contrasts Kit’s relaxed spirituality with the rule-based joylessness of her new family, on the way contrasting Kit’s generous spirit with the family’s dogmatic rules and regulations. An outsider offers kindness, not just to Kit. But their friendship will be tested when accusations of witchcraft abound.The seventeenth century becomes a place of real people, with nicely hidden lessons for today, in this coming of age story. The Witch of Blackbird Pond is a well-deserved Newberry award winner and a really good read. Thought-provoking, exciting and insightful.Disclosure: I love it....more",Notes are private!,0,4,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/703292.The_Witch_of_Blackbird_Pond
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow in August,"Hamill, Pete",0446675253,9780446675253,0446675253,384        pp,3.96,"6,960","May 01, 1997","Oct 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A young Catholic boy, out in a Brooklyn snowstorm in 1947, takes a few minutes to help an old man who can’t switch on the light… because it’s the SabbA young Catholic boy, out in a Brooklyn snowstorm in 1947, takes a few minutes to help an old man who can’t switch on the light… because it’s the Sabbath and the old man is Jewish. The boy is too young to imagine he shouldn’t help, too innocent to be casually cruel; and soon the two are friends. But Michael’s innocence will be tested as time goes by. When he sees the cruelty of less innocent teens, he’s caught in a web of “not telling” and “not condoning.” Because surely he’s not meant to help the police. He can’t risk his mother’s safety in a dangerous neighborhood. He can’t betray his father’s memory. And yet, how can he keep silent?The streets and people, poverty and hope all come vividly to life in Pete Hamill’s novel. There’s a sense of wonder, even in the darkest scenes. And a sense of miracles waiting to be seen. One of the most powerful scenes involves a surprising crowd coming together for good. But in other scenes the crowds mean nothing kind. And the man who doesn’t fit in still longs to belong.Snow in August is a beautiful novel, haunting, lyrical, powerful, and a wonderful coming of age story. Highly recommended.Disclosure: I loved it...more",Notes are private!,0,2,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/79109.Snow_in_August
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If I Stay        (If I Stay, #1)","Forman, Gayle*",0525421033,9780525421030,0525421033,208        pp,3.92,"906,223","Apr 02, 2009","Apr 02, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I Stay, by Gayle Forman, is told with a surprisingly light touch for its dark material. A girl in a coma questions what would make life still worthIf I Stay, by Gayle Forman, is told with a surprisingly light touch for its dark material. A girl in a coma questions what would make life still worth living, and the reader gets to travel along with her, gradually learning all the reasons it might not be, and wondering what really makes the future worth clinging to. Is it relationships, even when those relationships may not pan out? Is it family? Is it happy memories, ambition, love?Told in first person with a captivating, musical voice, the novel vividly imagines a well-adjusted musical teen, just entering the best years of her life. But what if best falls apart?The voice is consistent and believable. The tragedy is one played out all too often. The relationships are honest, and honestly imperfect. And the details are pitch perfect.If I stay is a haunting read that just might make you cry. It walks that fine line between maudlin and romantic and never overbalances. And it’s a really good book.Disclosure: I like the book better than the movie....more",Notes are private!,0,1,1,not set,"Sep 15, 2020","Sep 15, 2020",,Hardcover,view (with text),/book/show/4374400-if-i-stay
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Animals,"Kultgen, Chad",0062119842,9780062119841,0062119842,272        pp,3.46,328,"Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chad Kultgen’s Strange Animals reads like those true-life case-history sections in a self-help book. This girl had this problem and she really believeChad Kultgen’s Strange Animals reads like those true-life case-history sections in a self-help book. This girl had this problem and she really believed, and she couldn’t see this because of that, and she tried to solved it all this way. Meanwhile this guy… But the detached narration becomes oddly compelling after a while, as the protagonist tries to remain entirely detached from the emotional realities of her research project. Detachment gives the reader space to read without judging, as if this person were just as unreal as those on the imaginary psychologist’s chair. It allows the reader to separate from the anger they might feel toward these characters because “of course I don’t think that…” Until somehow everyone has become all too real, and the pages fly by because you have to see what will come of it all.Strange Animals is not an easy read. It’s judgmental, dark, sometimes foolish. But it’s also empathetic and thought-provoking. And I’m glad I read it.Disclosure: It looked intriguing and lived up to its promise....more",Notes are private!,0,0,1,not set,"Sep 15, 2020","Sep 15, 2020",,Kindle Edition,view (with text),/book/show/23361090-strange-animals
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mary Toft; or, The Rabbit Queen","Palmer, Dexter",1101871938,9781101871935,1101871938,319        pp,3.74,"1,820","Nov 19, 2019","Nov 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Are you comfortable in your own skin? Most of the characters, even the side characters, in Dexter Palmer’s Rabbit Queen seem, at least on the surface,Are you comfortable in your own skin? Most of the characters, even the side characters, in Dexter Palmer’s Rabbit Queen seem, at least on the surface, to believe they are comfortable. But an apprentice medic might as well be an apprentice magician in some situations, and teenage Zachary soon finds himself pondering the secret lives of others—from a woman giving birth to (dead) rabbits, to his first “black man,” to the travelers displayed in a wandering show of horrors. Readers might be tempted to jump to their own fast, superior conclusions. But Rabbit Queen defies our certainties, drawing a whole world of strangers into its strange world, and inviting us to ask, what would we believe.The story’s not simply one of rabbits and childbirth. It hovers at the fragile barriers between God and man, between man and woman, and between rich and poor. It offers the impossible, the horrifying, and the passingly strange with equal honest certitude, and paints a picture of gruesome town, countryside confused, and people learning and re-learning who they really are. Meanwhile, behind it all, an enigmatic woman chooses the version of truth that she’ll believe, as do we all.Haunting, captivating, enthralling and beautifully told, the Rabbit Queen is highly recommended.Disclosure: I read the library’s copy. Now I’ll have to buy my own. Definitely one to read and read again,...more",Notes are private!,0,0,1,not set,"Sep 15, 2020","Sep 15, 2020",,Hardcover,view (with text),/book/show/43911404-mary-toft-or-the-rabbit-queen
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Money and Good Things        (The Olivia Series, #5)","Politis, Yael*",,,B085MXZLNK,248        pp,4.62,177,unknown,"Mar 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This latest book in the Olivia Series by Yael Politis is firmly anchored on the road to America’s Civil War—a place that echoes hauntingly today. OlivThis latest book in the Olivia Series by Yael Politis is firmly anchored on the road to America’s Civil War—a place that echoes hauntingly today. Olivia is happily married now, and her colored son is a generous brother to his white sisters. But he’s growing up in a world that won’t understand him, so perhaps he’ll need his real father soon. And perhaps Mourning Free needs his son.Bringing together characters and situations from earlier novels, the author deftly weaves storylines together, keeping everything immediate and real so that Money and Good Things stands alone perfectly, questioning and proving the value of goodness and money well-used. Distances shrink as transport improves across the continent. Tempers fracture under an onslaught of peer pressure and misleading news. And lives might be in danger.Evocative, enticing, and unobtrusively informative, Money and Good Things is a thoroughly enjoyable story of good people, honest doubts, fine resolutions, and wrong assumptions upended. It’s an achingly real tale, set just before an achingly cruel time in American history, and it’s a thought-provoking, enjoyable, and seriously good read.Disclosure: I’ve read and enjoyed the rest of the series so I couldn’t resist the opportunity to read this before it came out!...more",Notes are private!,0,0,1,not set,"Sep 15, 2020","Sep 15, 2020",,ebook,view (with text),/book/show/52289147-money-and-good-things
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Find Love in a Bookshop,"Henry, Veronica*",0735223505,9780735223509,0735223505,340        pp,3.87,"25,533","May 19, 2016","Jul 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nightingale Books does business in a small town in the Cotswolds, and author Veronica Henry’s evocative descriptions take me back to favorite places oNightingale Books does business in a small town in the Cotswolds, and author Veronica Henry’s evocative descriptions take me back to favorite places of my youth. I can almost hear the bubbling water, see the bridge, and smell the books inside the store. But the store owner’s daughter has inherited a business that’s not quite as thriving as it seemed, and the developers would love to buy and change the property. Perhaps she should just take the money and run, because, after all, who really buys books anymore?How to Find Love in a Bookshop brings a time when booksellers knew their customers’ tastes back to life, adding all the modern twists (and coffees) we’d expect in a modern bookstore, with fascinating characters, intriguing relationships, inspiring helpfulness, and even a mystery to round it all out—a bookstore of topics in a book.The mystery is pleasingly resolved; the action leads to a satisfying ending; and the relationships go where the reader might hope, with lots of bumps and surprises along the way. It’s a fast, fun read, highly recommended for readers who like bookstores and books.Disclosure: I enjoyed the familiar of bookstores and the Cotswolds, and the surprises of the myriad characters; a really good book....more",Notes are private!,0,0,1,not set,"Sep 15, 2020","Sep 15, 2020",,Paperback,view (with text),/book/show/38821046-how-to-find-love-in-a-bookshop
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight at the Bright Ideas Bookstore,"Sullivan, Matthew J.*",1501116843,9781501116841,1501116843,328        pp,3.80,"36,644","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dead bodies belong in books, not in bookstores. But this dead body seems to be delivering a message to employee Lydia, dragging her away from the safeDead bodies belong in books, not in bookstores. But this dead body seems to be delivering a message to employee Lydia, dragging her away from the safety of the written and the known, to the seriously unwritten and unknown.Lydia has a history, a mystery behind her quietness that even her boyfriend doesn’t know. She wants to keep her secret to herself, but the people who love her—who just might include the dead “BookFrog”—want her to turn the pages over, forward and back, till she knows the whole tale. And eventually, she’s sure to be just as hooked on finding out as the reader is.An evocative tale with great characters, dark mystery, and tortuously wounded relationships, Midnight at the Bright Ideas Bookstore is a fast-moving, twisted story, with lots of books and just enough people-watching to bring it all to life. I really enjoyed it.Disclosure: It was on a “bookstore novels” shelf in my local bookstore! I couldn’t resist....more",Notes are private!,0,1,1,not set,"Sep 15, 2020","Sep 15, 2020",,Hardcover,view (with text),/book/show/32620349-midnight-at-the-bright-ideas-bookstore
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop,"Fitzgerald, Penelope",,,B00DAJ4XWE,163        pp,3.28,"23,746",1978,"Jun 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I watched the movie first. Then I thought I’d like to read the book. It’s an enjoyably understated novel of a determined woman purchasing a house, craI watched the movie first. Then I thought I’d like to read the book. It’s an enjoyably understated novel of a determined woman purchasing a house, crafting a bookstore, and fighting the vagaries and greed of local politics. Some delightfully classic scenes introduce a girl who doesn’t want to read (but is happy to work in a bookshop), a man with no conscience, a hermit with more honesty than half the village, the ever-helpful scouts, and many more. Soon the reader is eager to see the bookstore succeed. Then along comes that book… the book that will have tourists lining up down the street, and gentlemen readers perhaps trying to pretend they really haven’t seen it.But trouble is brewing behind the scenes, and politics speaks louder than words. The ending of the novel actually disappointed me, having seen the movie. But perhaps movies need more visuals than the written word. I really enjoyed the read, just the same, and can well see why it was short-listed for the Booker Prize. It’s highly recommended.Disclosure: You don’t need to have seen the movie, but I do recommend that too!...more",Notes are private!,0,0,1,not set,"Sep 15, 2020","Sep 15, 2020",,Kindle Edition,view (with text),/book/show/41015154-the-bookshop
