,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Peter's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Face It: A Memoir,"Harry, Debbie",0008229457,9780008229450,B07QK1R498,369        pp,3.61,"8,079","Oct 01, 2019","Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an honest, yet meandering memoir from Debbie Harry, lead singer of Blondie. If you're fascinated by the 1970s New York party scene and someoneThis is an honest, yet meandering memoir from Debbie Harry, lead singer of Blondie. If you're fascinated by the 1970s New York party scene and someone who delights in celebrity cameos, it's certainly the book for you. However, if you'd like to learn more about the songs the group created, you'll be left wanting.I get the feeling that music was very much a sideshow to the wild ride of being a frontwoman for such a popular band. Going by her recollections here, Harry seemed more interested in becoming a fashion icon or even a film star than recording music. A groundbreaking song like Rapture barely merits a page, whereas there are lengthy descriptions of photo shoots and stories from movie sets.It must have been hard to be a female frontwoman in a male-dominated industry, yet Harry never looks for sympathy. Even when she becomes the victim of a terrible sexual assault she plays the whole thing down, saying she was more upset about the guitars her attacker stole. She's one tough cookie, that's for sure.It's an entertaining, if rambling read. As a music fan, I wanted to know more about that side of things. I could have done with less of the party memories and business disputes. Not bad, but for me the most interesting stuff was left out....more",Notes are private!,5,21,1,"Jan 23, 2024","Jan 28, 2024","Jan 23, 2024",,Kindle Edition,view (with text),/book/show/46059211-face-it
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Romantic,"Boyd, William",0241542030,9780241542033,0241542030,451        pp,4.16,"6,187","Oct 06, 2022","Oct 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I mean, we have to accept the lives we’ve lived. Not imagine lives we might have lived.""This is not the first time William Boyd has written a 'cr""I mean, we have to accept the lives we’ve lived. Not imagine lives we might have lived.""This is not the first time William Boyd has written a 'cradle-to-grave' novel - Any Human Heart was a rollicking tale of a fictional man of letters named Logan Mountstuart, which took in many of the important events of the 20th century. The Romantic examines the fortunes of a very different kind of character, an adventurer by the name of Cashel Greville Ross.Ross is initially raised in Ireland by an aunt, but after some doubts about his parentage the pair move to Oxford. A family dispute prompts him to join the British Army and at age 15 he takes part in the Battle of Waterloo. A serious injury causes him to re-evaluate his purpose in life and he decides to travel the globe in the hopes of making his fortune. A stint in the East Indian Army doesn't work out so well, but he fares better in Italy, becoming friends with Mary Shelley and Lord Byron. There he meets the love of his life, a countess from Ravenna. Ross also writes a successful novel and ends up in Massachusetts, where he becomes a brewer. There he begins to raise a family but that path grows complicated, as old weaknesses return to haunt him.I found this an absorbing but melancholy tale. Cashel Greville Ross is a flawed, yet sympathetic character. He is haunted by his mistakes, forever wondering what might have been. And an impulsive fellow who has had his fair share of bad luck. However he lives an extraordinary if implausible life, and his escapades are a pleasure to read about. Once again William Boyd has bestowed upon us a picaresque that is fabulously entertaining and highly compelling....more",Notes are private!,6,20,1,"Jan 16, 2024","Jan 21, 2024","Jan 16, 2024",,Paperback,view (with text),/book/show/60049861-the-romantic
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vulnerables,"Nunez, Sigrid",0593715519,9780593715512,0593715519,256        pp,3.66,"6,031","Nov 07, 2023","Nov 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The latest effort from Sigrid Nunez is set in New York during the early days of the covid pandemic. Our narrator finds herself living in the apartmentThe latest effort from Sigrid Nunez is set in New York during the early days of the covid pandemic. Our narrator finds herself living in the apartment of a friend named Iris, looking after her pet macaw Eureka. All is going well until the previous bird-sitter shows up, an NYU student whom she takes an initial dislike to. Nicknaming him Vetch, the two avoid each other at first, but the ice gradually thaws and they begin to get along. On her forays outside the apartment in a deserted city, the narrator ruminates over the people she encounters and thinks about her life as a writer.Readers familiar with the work of Nunez will know that there is never much of a plot in her novels. The story is just a minimal frame on which she hangs her various observations of life. As always, she is witty and perceptive - there are paragraphs of clarity and wisdom which I couldn't help highlighting in my Kindle edition. However I did find this effort rather slight, and not quite as thought-provoking as her previous books. It was almost as if she said to herself: ""The pandemic is on everybody's mind right now, I better write something about it."" And though I'm not sorry I read it, for me it was less engaging than the likes of The Friend and What Are You Going Through....more",Notes are private!,9,20,1,"Jan 02, 2024","Jan 14, 2024","Jan 02, 2024",,Hardcover,view (with text),/book/show/125930473-the-vulnerables
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Club,"O'Connor, Christy",1844882527,9781844882526,1844882527,230        pp,4.08,157,"Jan 01, 2010",2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Club, which won the William Hill Irish Sports Book of the Year in 2010, takes a look at a season in the life of a hurling club from the west of IrThe Club, which won the William Hill Irish Sports Book of the Year in 2010, takes a look at a season in the life of a hurling club from the west of Ireland. St Joseph's Doora-Barefield, based in County Clare, won the national championship back in 1999. But in 2009 things are looking much bleaker - the club are one of the weaker sides in their own county, and the stars of the '99 triumph are fading fast. The players are also dealing with tragedies that transcend sport, hoping that the distraction and brotherhood of the dressing room will bring them together in pursuit of victory.The story is told by Christy O'Connor, goalkeeper of the team and a fine journalist in his own right. He gives us a fly-on-the-wall view of what goes on behind the scenes in such a club - the endless planning, the arguments, the politics. He's going through personal turmoil himself, trying to cope with the death of his baby daughter. Sport is a release for him, a diversion from grief. One of the things I liked most about this story is that it examines the fortunes of a struggling team. We hear so many tales of success, and it makes a refreshing difference to read about a club that is desperately trying to stay competitive. The sporting side of it is fascinating - the tension between management and the squad, the conversations that take place in the inner sanctum during a game, the motivational texts that players send each other before matches, the simmering resentments that can tip over into a full-blown row. Why do these guys put themselves under so much pressure, you might ask yourself? And it's because the club means everything to them. It's an escape from their day-to-day lives. For many, it gives them a purpose. And the chance to win, to achieve the ultimate prize with a group of people who become as close as family is something worth fighting for. It's a wonderful book - you don't need to be a dedicated fan of hurling or even sport to appreciate the life lessons spilling from its pages....more",Notes are private!,0,14,1,"Dec 19, 2023",Jan 2024,"Dec 19, 2023",,,view (with text),/book/show/9672635-the-club
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,196","Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've seen tons of praise for this book in the last few months, and when I saw it appear on several Best of 2023 lists I knew I had to check it out.It I've seen tons of praise for this book in the last few months, and when I saw it appear on several Best of 2023 lists I knew I had to check it out.It all centres on a secluded house in New England, and its inhabitants throughout the years, some who are of this world and some who are reluctant to leave it. They vary from a couple escaping a Puritan community, to a widower who becomes obsessed with growing apples, to his twin daughters - one of whom has many suitors, much to the chagrin of the other. And so on up until the present day. Most of these stories end in tragedy, and their spirits haunt the old house, unable to rest.This is one of those books that is a technical marvel. Mason invents so many vibrant characters that are all completely unique, and the style of each tale reflects the time period it is written in. The plot is complimented by historical documents, psychiatric case notes, song lyrics and love letters, all of which make the story feel more authentic. However I have to say that the novel overall left me cold. I couldn't really connect with the people it described - maybe it was down to the fact that the narrative jumped from one to another so often, and the differences between them often felt jarring. I can see why North Woods wowed the critics, and I'm still glad I read it, but it truly never moved or thrilled me....more",Notes are private!,5,40,1,"Dec 13, 2023","Dec 17, 2023","Dec 13, 2023",,Hardcover,view (with text),/book/show/71872930-north-woods
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",1982187638,9781982187637,1982187638,238        pp,3.45,"32,015","Feb 01, 2022","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The narrator of this intriguing debut is a fifty-something English professor at a liberal arts college. Her husband has become recently embroiled in aThe narrator of this intriguing debut is a fifty-something English professor at a liberal arts college. Her husband has become recently embroiled in a scandal, with several students claiming that he coerced them into inappropriate sexual conduct. The narrator herself has no problem with his exploits, seeing as they have always had an open marriage, but she comes under pressure from the faculty to react to the matter in a suitable way. To be honest, she is more concerned with her ageing body and writer's block. Everything changes when Vladimir, a handsome young novelist, joins the college staff. The narrator finds herself extremely attracted to him on an intellectual and physical level. It awakens a new sense of creativity in her, and she concocts a scheme to win his affections.I found this a fascinating read for the most part. I liked the way the author examined cancel culture and the MeToo movement through a different lens. It's also quite jarring to see a female transgressor for a change and it made me think about improper behaviour in another way. The narrator is not a very likeable person, truth be told - she's egotistical and blind to her own faults. But she's also very clever and witty - I couldn't help but be amused by her views on modern culture. However, I did feel like the story fell apart towards the end. Most of what happened at the cabin seemed implausible and at odds with the rest of the novel in my eyes - it felt like the author didn't know how to end things and came up with a convenient, improbable finale. It's a pity, for there is a lot of terrific writing in this thought-provoking tale. I'll be keeping an eye out for the next effort from Julia May Jonas....more",Notes are private!,6,11,1,"Nov 28, 2023","Dec 10, 2023","Nov 28, 2023",,Hardcover,view (with text),/book/show/57846324-vladimir
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Life: Days and Nights in the GAA,"Murphy, Ciarán",1844886328,9781844886326,B0BT738H1T,240        pp,4.12,121,unknown,"Sep 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you grow up in Ireland, you have an opinion on Gaelic games, whether you like it or not. Most children play either Gaelic football, hurling or caWhen you grow up in Ireland, you have an opinion on Gaelic games, whether you like it or not. Most children play either Gaelic football, hurling or camogie at school, and the All-Ireland Finals, contested every year by the best teams in the country, are impossible to ignore. For the record, Ciarán Murphy adores the GAA (Gaelic Athletic Association) unconditionally and unreservedly, and this book is his love letter to the sport.Murphy is a well-known journalist on the Emerald Isle: a regular contributor to the Irish Times and a host of the popular Second Captains podcast. Hailing from the village Milltown in North-East Galway (close to my own neck of the woods - hon Clonberne!), he has been steeped in the GAA from an early age. With his father coaching several Milltown teams over the years and uncle Jim Carney a renowned GAA reporter in his own right, avoiding Gaelic games was never an option. Just as well he loves it so much.It is quite a niche book, this one. There is a lot of precise detail about Galway football - county team, club championship etc, so some prior knowledge of the sport certainly helps. Remembering his schooldays, Murphy talks about his time in St Jarlath's of Tuam, a institution famous for producing the finest Galway footballers. A talented player himself by the sounds of it, he was never quite good enough to make the Galway senior squad, but a valuable member of his local team in Milltown. He lined out there for several years before transferring to Templeogue Synge Street in Dublin.So what makes the GAA so special? Murphy clearly admires the amateur ethos of the sport - your footballing hero on a Sunday could be delivering your post on Monday morning, as in the case of Galway legend Ja Fallon. But it's also the sense of community that grassroots GAA brings: you are born into a parish, you play alongside your friends and neighbours and support that club for the rest of your days. It fosters a bond that can never be broken - the joy of victory and heartache of loss is shared with the people you love most.The book finishes on a strong note. Murphy gives us a diary of his season as a member of a Templeogue Synge Street team and it really gets inside the mindset of a typical GAA player - the ambition, the addiction and the commitment it all takes, no matter what level you are operating at. And then there is a wonderful coda about the life of Sean Brennan, a Milltown player who lost everything but found himself again through Gaelic football. It's a beautiful, life-affirming piece and truly sums up what the GAA is all about. This memoir made me reassess and reappreciate my relationship with Gaelic games. When somebody writes so passionately and eloquently about a subject they love, you can't help but sit up and take notice....more",Notes are private!,2,18,1,"Nov 25, 2023","Nov 26, 2023","Nov 25, 2023",,Kindle Edition,view (with text),/book/show/87545366-this-is-the-life
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,150","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Titus Crown is the first black sheriff of Charon County, a small community in rural Virginia. The area has a bleak history of violence and bloodshed, Titus Crown is the first black sheriff of Charon County, a small community in rural Virginia. The area has a bleak history of violence and bloodshed, and this story continues in that vein, opening with a school shooting. The killer and his victim are soon linked to the disappearances of a number of black children. Titus discovers that there is a third party pulling all the strings, a mysterious figure wearing a wolf mask. With his background in FBI profiling, Titus believes he has the know-how to get to the bottom of these despicable crimes. But he'll also have to contend with the casual racism and bigotry he deals with on a daily basis, and the pressure to identify the masked monster soon begins to mount.This is the third novel I've read by S.A. Cosby. I loved the other two, but I had a harder time with this one. The first half of the story suffers from a lack of momentum - it's only about midway through that the trail for the Last Wolf, as he comes to be known, heats up. I also felt like we got to know Titus very well, but that the other characters could have done with fleshing out. There were so many cops and deputies that they all blurred into one for me. I still think this book is well written - it effectively blends the racial tension of a Southern community with a compelling murder investigation. However, if I was asked to recommend a Cosby novel, this isn't the one I'd choose....more",Notes are private!,2,25,1,"Nov 14, 2023","Nov 19, 2023","Nov 14, 2023",,Hardcover,view (with text),/book/show/61884832-all-the-sinners-bleed
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",0802128254,9780802128256,0802128254,163        pp,3.69,"278,579","Jul 27, 2016","Jun 12, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stories with neurodivergent characters seem to be all the rage these days and I'm wondering if this book is one of those that started the trend. KeikoStories with neurodivergent characters seem to be all the rage these days and I'm wondering if this book is one of those that started the trend. Keiko is a 36-year-old woman who has worked in a convenience store for half of her life. Growing up she found social interactions a challenge, but the routines and rhythms of the job helped her focus and provided a sense of purpose. However, she is finding it more and more difficult to explain her single, childless situation to those around her. Things change when Shiraha, a resentful deadbeat, comes to work in the store. He's a person who rages against the structures of modern society, and Keiko uses his situation to hatch a plan so that she can finally adhere to expectations. But despite some initial success, this doesn't quite go the way she envisaged.The book is clever in the way it explores social conformity - how difficult it is to live outside that sphere, the shame that can accompany such an existence, and the disapproval it can inspire in others. I didn't quite find it as funny as other ers, and the story is a little slight for me to enthusiastically recommend. Nonetheless, it was an enjoyable, illuminating read....more",Notes are private!,4,26,1,"Nov 07, 2023","Nov 12, 2023","Nov 07, 2023",,Hardcover,view (with text),/book/show/36739755-convenience-store-woman
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,284","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sally Milz is a 36-year-old writer for The Night Owls, a Saturday night comedy show loosely based on SNL. She has been unlucky in love, marrying youngSally Milz is a 36-year-old writer for The Night Owls, a Saturday night comedy show loosely based on SNL. She has been unlucky in love, marrying young and divorcing soon after. And after developing an unrequited crush on a colleague, she's more than skeptical about her chances of romance. To be honest, she barely has the time, pouring herself into all-nighters at work on a regular basis. One of her sketches is about how nerdy, ordinary-looking guys are often able to date beautiful women, and that the same would never happen if roles were reversed. But then Noah Brewster, a handsome singer and the host of that week's show, asks her to help him with a scene. The chemistry between them is undeniable. However, they lose contact for a couple of years before reconnecting. Surely it's too good to be true, Sally thinks to herself. She's excited and terrified, but has to find out if this will lead anywhere.The book is split into three acts - the first takes place during Sally and Noah's week working on TNO, the second consists of a string of emails to each other and the third occurs when they meet up in person again. I've heard some people complain that the email section went on for too long but I loved this part. It really captures that initial stage in a relationship when you have huge crush on somebody, wondering if they are feeling the same way, afraid of oversharing but thrilled every time you receive a response (reminding me of the Taylor Swift song Delicate). And I admired the way the story portrayed a budding romance in general, not just the good stuff: the second-guessing, the insecurity, and how a simple miscommunication can stop it in its tracks. I was rooting for Sally and Noah the whole way through. Romantic Comedy is a witty and intelligent take on modern relationships - a will-they-won't-they tale that keeps you turning the pages.Favourite Quotes:""When I saw him from behind as I walked toward the stage—he again wore a light T-shirt and black jeans—I felt a stomach-churning, pulse-quickening swooniness that I was so unaccustomed to I almost didn’t recognize it.""""“You know when you’re really vibing with another person?” he said. “Like for once the loneliness lifts, and you fully get each other—do you think that’s all bullshit?” I took a deep breath and said, “I don’t think it’s bullshit. I think it’s rare, but real.”""""On the one hand, I desperately wished I could rewind the conversation ninety seconds and un-say those things about models. On the other hand, feeling attracted to this man, experiencing his attention—it had been stressful and confusing, not just in the bar but for the last several days, and now it seemed like that stress and confusion had run their course. I could get back to my regular non-hopeful, non-tormenting life.""...more",Notes are private!,2,21,1,"Oct 30, 2023","Nov 05, 2023","Oct 30, 2023",,Hardcover,view (with text),/book/show/62628727-romantic-comedy
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Friends are Superheroes,"Kaufman, Andrew*",1552451305,9781552451304,1552451305,120        pp,3.80,"12,960","Oct 19, 2003","Oct 20, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I needed a short book to fill a gap and at just over a hundred pages, All My Friends are Superheroes fit the bill. It's not a very taxing read, but I I needed a short book to fill a gap and at just over a hundred pages, All My Friends are Superheroes fit the bill. It's not a very taxing read, but I also feel like that's one of its main problems.It's about an ordinary guy named Tom who's friends with a bunch of superheroes. He marries one of them, The Perfectionist, but on their wedding day, she's hypnotized by an ex into believing Tom is invisible. Six months later she's leaving town on a plane to Toronto, thinking Tom has left her. What she doesn't know is that he's in the next seat, wracking his brain for a solution before he loses his wife forever.If you enjoy whimsical tales, this might be the book for you. I can only manage that kind of thing in small doses. And when it's stretched throughout an entire story, however short it is, I find it hard to stomach. I need something more profound to sink my teeth into. It may deserve some points for originality, but this unusual romance was not my cup of tea....more",Notes are private!,2,17,1,"Oct 19, 2023","Oct 29, 2023","Oct 19, 2023",,Paperback,view (with text),/book/show/944334.All_My_Friends_are_Superheroes
