,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Blaine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code to Zero,"Follett, Ken*",0525945636,9780525945635,0525945636,358        pp,3.84,"24,534","Dec 01, 2000","Nov 30, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So many recent readers of Ken Follett know him for his epic works about Cathedrals and his Century Trilogy, but early Follett is just as enjoyable,ThiSo many recent readers of Ken Follett know him for his epic works about Cathedrals and his Century Trilogy, but early Follett is just as enjoyable,This is one of his books from the 1990's when he was still concentrating on military books and espionage, This particular book deals with the historically correct, last minute delay of the first American rocket into Space - Explorer One, and rocket that was in its final seconds before launch and was delayed due to alleged high speed upper atmospheric winds, Given that bit of historically accurate information, Follett writes about espionage and intrigue that he fictionalizes about what really really happened that night. He goes back and forth between 1941 and the launch date of 1958 and we meet a bunch of Harvard students who amazingly all become part of the US War effort and many of whom worked for the OSS and the CIA. The book is super fast reading and easy to read - I finished it in 2 days - and the plot is extremely plausible and deals with a character who has awoken with global amnesia and his resulting attempt to find out who he is and once that occurs what was the reason for the cause of the problem. I am not going to say more about the plot but rather just want to recommend this books to those fans of Follett's who may not have read some of his earlier works. Not only can he write epic novels, he can write great spy stories!...more",Notes are private!,0,1,1,"Dec 13, 2015","Dec 15, 2015","Dec 13, 2015",,Hardcover,view (with text),/book/show/967707.Code_to_Zero
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",,,B0036S4CIO,379        pp,3.90,"141,217",2010,"Mar 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Highly enjoyable book about staid Englishman, Major Ernest Pettigrew and Mrs. Jasmine Ali. Both of these lead characters have had their spouses die anHighly enjoyable book about staid Englishman, Major Ernest Pettigrew and Mrs. Jasmine Ali. Both of these lead characters have had their spouses die and there is just a great cast of characters, and a plot that is fun and yet which have some major life issues. The importance of personal property, family, Pakistani traditions, English social moires and a whole lot more. Definitely a great Book Club read. I am looking forward to reading the authors next book!...more",Notes are private!,0,10,1,"Dec 07, 2015","Jan 21, 2016","Dec 07, 2015",,Kindle Edition,view (with text),/book/show/8049561-major-pettigrew-s-last-stand
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Innocent Client        (Joe Dillard, #1)","Pratt, Scott*",,,,372        pp,4.22,"58,873","Nov 04, 2008","Oct 24, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Could say a lot about this book, but I begin by sending Kudos to the author who has independently published this book, and quite possibly his entire sCould say a lot about this book, but I begin by sending Kudos to the author who has independently published this book, and quite possibly his entire series. I wish I were as confident about my writing as Scott is about his. Great to read works by Indy authors.This is a very fast reading book. What does that tell us. First of all it is not heavy on prose and settings, but more importantly the author has written a very readable book, with a fast paced plot that, while it has some holes, keeps the readers interest. I was offput by some of his stereotype characters and the investigator for the TBI is just a tad bit unbelievable, as is the Madame with a heart of gold. But it does not detract from the story about a Defense attorney representing a client accused of murdering a preacher. One thing that did bother me was that the author kept referring his characters to other people. In one paragraph he had references to Jeff Foxworthy, John Wayne and one more person who I forget, but again it did not detract from the plot of the story and hopefully these references will be cleaned up in his future works. I enjoyed reading the book. I read it in one day and then purchased the Kindle bundle of his first books.These are great books for what they are, and they are a quite pleasing reading diversion that I hope only get better and better.Kudos Scott!!...more",Notes are private!,0,0,1,"Dec 05, 2015","Dec 06, 2015","Dec 05, 2015",,Kindle Edition,view (with text),/book/show/16130986-an-innocent-client
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cruelest Month        (Chief Inspector Armand Gamache, #3)","Penny, Louise*",,,,311        pp,4.16,"102,611",2007,"Mar 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another fine effort from Louise Penny, who to me is the best mystery writer of our current era. This time she tackles the duel cases of both a murder Another fine effort from Louise Penny, who to me is the best mystery writer of our current era. This time she tackles the duel cases of both a murder in Three Pines, as well a tackling the Arnot situation that's been in the background for each of her first two novels. I am hoping that the Arnot affair is settled, but even though things seemed to be tidily wrapped up, she left enough room to have Arnot continue to haunt and torment Gamache.The plot of the murder has to do with the death of a person at a seance, and that was a very unique type of mystery that I had never seen utilized previously. It is funny, everyone seems to love the idyllic Three Pines, and yet bad things always seem to be happening there, so that the ""under the surface"" tensions in this allegedly idyllic and serene location are both puzzling as well as bringing out the worst of many human emotions and behavior.Not sure if anyone else sees the similarity between Three Pines and the town of Brigadoon, not exactly the same sort of locale, but on the other hand Three Pines exists on no maps and most people have no idea the village even exists - which is where I got my Brigadoon parallel.Have Penny's next two books loaded on my Kindle, and have left broad hints that paperback copies of and and all books after those first five would be a welcome Christmas present! ...more",Notes are private!,0,8,1,"Nov 24, 2015","Dec 05, 2015","Nov 24, 2015",,Kindle Edition,view (with text),/book/show/8123447-the-cruelest-month
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with No Shadow        (Chocolat, #2)","Harris, Joanne*",006143163X,9780061431630,006143163X,461        pp,3.86,"19,221","May 02, 2007","Jan 06, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not her best. A much different type of story from Chocolat and one that is much darker and more difficult to read in my opinion. Most times I can realNot her best. A much different type of story from Chocolat and one that is much darker and more difficult to read in my opinion. Most times I can really breeze through her books but this one was a chore. Maybe because it was narrated by 3 different people, maybe because there was such obvious evil through the book, maybe because I felt the story never really ended and that much of the final ending to the story was so contrived that it was beyond belief. Did not really enjoy any of he characters in this book and not sure why the 2nd book of the series had to take such a dark turn and give us characters who were totally flat and undeveloped....more",Notes are private!,0,0,1,"Nov 22, 2015","Dec 13, 2015","Nov 22, 2015",,Paperback,view (with text),/book/show/3427448-the-girl-with-no-shadow
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pied Piper,"Shute, Nevil",,,B003EI2EEU,322        pp,4.26,"4,487",1942,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably a 4.5. Another typically good effort from Nevil Shute. He loves to bring us the stories of common people that are placed in uncommon or dangeProbably a 4.5. Another typically good effort from Nevil Shute. He loves to bring us the stories of common people that are placed in uncommon or dangerous circumstances and it is very natural and easy to root for that person. Here we have an elderly British gentleman who decides to go to the French/Swiss border to fish just prior to the outbreak of WW2. While there the war breaks out and he tries to return to England. He is placed on charge of 2 children, which eventually goes to 3, then 4 & 5, etc. and this is his story of his attempt to leave France with these small children.I did think that the first half of the book dragged a bit, but the last 150 pages really moved along and was a real page-turner! The book is only 304 pages in length and is a book that I read in a little over 2 days. If you are a fan of Shute you will love this book.Neil Shute has taken his place on my list of favorite authors along with Steinbeck & Michener. Great storytellers!!...more",Notes are private!,0,16,1,"Nov 20, 2015","Nov 24, 2015","Nov 20, 2015",,Kindle Edition,view (with text),/book/show/9456489-pied-piper
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,San Miguel,"Boyle, T. Coraghessan*",,,B007V65Q64,385        pp,3.69,"4,493","Sep 01, 2012","Sep 18, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5* for me. So hard with Boyle to rate his books. The man is a master linguist and a fine writer, and some of his books are among my all-time favorit3.5* for me. So hard with Boyle to rate his books. The man is a master linguist and a fine writer, and some of his books are among my all-time favorites, but then there are others that just fall flat for me. After reading the first 2 sections of this book I was ready to give it a 2* rating, but then the final section was just masterful and I wondered why the writing was not as captivating prior to that section. It basically reminds me of a narrative of two different peoples diaries which is sort of a weird type of fiction. Obviously the first two sections were about women who hated San Miguel, while the 3rd story was the polar opposite. Boyle returned to San Miguel in a later work and so this island obviously means a lot to him. I found the women of the book interesting and to be honest it was only the 3rd woman, Elise, who I felt gave the island and this book its meaning....more",Notes are private!,0,0,1,"Nov 09, 2015","Nov 20, 2015","Nov 09, 2015",,Kindle Edition,view (with text),/book/show/16084664-san-miguel
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Your Life, Harriet Chance!","Evison, Jonathan*",,,,304        pp,3.40,"9,376","Sep 08, 2015","Sep 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 09, 2015","Nov 14, 2015","Nov 09, 2015",,Kindle Edition,view,/book/show/25757334-this-is-your-life-harriet-chance
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dusk,"José, F. Sionil",,,B00BKK6F6C,353        pp,4.16,"1,363",1984,"Mar 20, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not sure about this book. Very dense writing style, and yet I enjoyed the story so very much. Thought the 1st part of of the book was more enjoyable aNot sure about this book. Very dense writing style, and yet I enjoyed the story so very much. Thought the 1st part of of the book was more enjoyable and easier to read. Is a book that has vast political passages and is about the coming of age of a young man who was raised and trained to be in the Catholic church and his road to changes in his life and thought process. Interested in the topic because I never read a book about the Philippines or by this author. Will eventually read the other 4 books in the series, but need a break after this first book.Probably a 3.5 for me....more",Notes are private!,0,0,1,"Nov 07, 2015","Nov 18, 2015","Nov 07, 2015",,Kindle Edition,view (with text),/book/show/20225420-dusk
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Princes Gate        (DCI Frank Merlin, #1)","Ellis, Mark*",,,B005CQ8FZY,329        pp,3.96,990,"Jun 01, 2011",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very enjoyable read of the first in the series featuring DCI Frank Merlin. Set in the months before German bombing in WW2, Merlin and his team are facVery enjoyable read of the first in the series featuring DCI Frank Merlin. Set in the months before German bombing in WW2, Merlin and his team are faced with trying to resolve 3 murders and a myriad of other crimes. Good plot. Enjoyable characters and well researched and written. I look forward to reading more in this series. ...more",Notes are private!,0,1,1,"Nov 05, 2015","Nov 09, 2015","Nov 05, 2015",,Kindle Edition,view (with text),/book/show/13123930-princes-gate
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth Like the Sun,"Lynch, Jim*",,,B005OCYQIQ,274        pp,3.33,"1,640","Jan 01, 2012","Apr 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an absolutely great book by one of my favorite modern writers. Jim Lynch has done it again with this tale of modern day Seattle, while blending iWhat an absolutely great book by one of my favorite modern writers. Jim Lynch has done it again with this tale of modern day Seattle, while blending in the 1962 Seattle Worlds Fair, as the starting point for Seattle of today. Chapters in the book switch back and forth between 1962 and 2001, as Lynch blends the story of a 70-year old politico who decides to run for mayor after a suicide jumper is egged on to jump by a frustrated driver stuck in traffic due to the potential jumper. We then switch back in time when the politico was the head (as well as the face) of the Seattle Worlds Fair. And into the fray jumps a newly arrived journalist who researches into Seattle's corrupt past and who tries to tie in this mayoral candidate to a 1962 Grand Jury inquest.Just a wonderful way the blend these incidents into a cohesive and fun to read book, While I was pulling for mayoral candidate, Roger, throughout the book, you can easily side with the reporter, the newspaper as it tries to expose the truth, as well as all the others who are being swamped by innuendo and partial truths. One of my favorite parts of the book came when Roger gave the journalist his version of her life story and she was appalled by his implications and innuendos, to which Roger turned it right back on her and said that she was doing the same thing to him.Really a fine effort and let me also recommend Tim Egan's book, Breaking Blue, about another State of Washington corruption books. Both are really well written and deal with completely different events, but the tie with official and police corruption is startling and amazing. I had the opportunity to speak with one of Lynch's publishers a few years back and he was amazed that someone from South Carolina would be reading and loving Lynch's work. I told him that to me it was a no-brainer, in that here was an author who could tell a great story no matter where the setting and since I have not spent a lot of time in the Pacific Northwest I loved his use of that setting in his novels, I guess I have gushed enough about Lynch, but if you have never had a chance to read his works it is worth your while to do so and this short (259 page) book is a great place to start!...more",Notes are private!,0,1,1,Nov 2015,"Nov 05, 2015","Nov 01, 2015",,Kindle Edition,view (with text),/book/show/18932687-truth-like-the-sun
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic of Virtue,"Flanders, Jefferson*",0990867501,9780990867500,B00PBLA1PW,367        pp,3.90,50,"Dec 12, 2014","Dec 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good historical fiction read about the turmoil during the 4th portion of the French Revolution in Paris in the 1880's. Author does a good job of Very good historical fiction read about the turmoil during the 4th portion of the French Revolution in Paris in the 1880's. Author does a good job of blending in his fictional characters with actual historical figures and all of the horror of that time, as Dr. Guillotin's device came in to much too frequent use. Lots of spies, treachery, and mystery in the book. Why not a 5*****, well I actually thought the last 10% was boring. Had hardly any interest in the remainder of the book after the mystery was solved, and this could have been a result of the authors switch to what I consider to be a Romantic style as we focus on the main characters love and it just bored me to tears. We knew it would happen, so get on with it and lets not drag it out. But other than that it was a very good first effort by the author, with the book being the first in the Tarkington history series, but which appears to only last one more novel before the authors switches to more modern times. Fast read, Give it a try!...more",Notes are private!,0,0,1,"Oct 27, 2015","Nov 03, 2015","Oct 27, 2015",,Kindle Edition,view (with text),/book/show/23513644-the-republic-of-virtue
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Faith,"Smiley, Jane*",,,B000FBFNJC,432        pp,3.26,"2,326","Jan 01, 2003",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really enjoyed this book. Good retro book on S&L crisis of the 80s and the entire real estate development business. As a retired attorney who used to Really enjoyed this book. Good retro book on S&L crisis of the 80s and the entire real estate development business. As a retired attorney who used to do a lot of this work, Smiley has all the characters and personas dead on. While you figured that the book would sort of end the way it did, nonetheless I love her writing and her characters and how she was able to capture that era of the real estate boom fueled by the S&L mess. Sadder is the fact that somebody will get away with this and never went to jail, which is reminiscent of the banking fiasco in 2008 which involved sub prime loans and the too big to fail banks. We never learn, but thanks to Jane Smiley for doing a bang up job with this topic in this novel....more",Notes are private!,0,0,1,"Oct 24, 2015","Oct 31, 2015","Oct 24, 2015",,Kindle Edition,view (with text),/book/show/8726884-good-faith
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trustee from the Toolroom,"Shute, Nevil",,,B003WUYPYW,409        pp,4.30,"4,736",1960,"Sep 14, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a nice book! Love Nevil Shute and his writing style and story telling. This is the story of a retired engineer who loves building little gizmos aWhat a nice book! Love Nevil Shute and his writing style and story telling. This is the story of a retired engineer who loves building little gizmos and he write about it in a magazine. His sister and brother-in-law are going away on a cruise and leave their daughter with him and his wife. Disaster occurs and now he has become the Trustee of this young girl, except there are no funds for her assistance. This sets up the entire story and it is just such a heart-warmimg tale of an ordinary working man who does his best to fulfill his duties as the Trustee for his niece and all the nice and helpful people he meets on his journey to find the missing family funds.On a side note, this seems to be the 2nd book by Nevil Shute that Bryce Courtney borrowed for his book The Persimmon Tree. I will not give away any details but there are such distinct similarities between portions of The Persimmon Tree and this book and A Town Called Alice, that Shute has to have been an inspiration for Courtney....more",Notes are private!,0,3,1,"Oct 22, 2015","Oct 27, 2015","Oct 22, 2015",,Kindle Edition,view (with text),/book/show/9407182-trustee-from-the-toolroom
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fatal Grace        (Chief Inspector Armand Gamache, #2)","Penny, Louise*",0312352565,9780312352561,0312352565,311        pp,4.10,"125,533","Sep 30, 2006","May 15, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The 2nd book of the Inspector Gamache series and we begin to see much more into the characters the author has developed. We read this for our book cluThe 2nd book of the Inspector Gamache series and we begin to see much more into the characters the author has developed. We read this for our book club and it was a unanimous hit. Only Louise Penny can be so bold as to not even introduce us to the main character, Gamache, or the crime until over 60 pages into the book. Great writing!...more",Notes are private!,0,3,1,not set,not set,"Oct 22, 2015",,Hardcover,view (with text),/book/show/352921.A_Fatal_Grace
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",,,B00DPM7TIG,552        pp,4.32,"1,661,350","May 06, 2014","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good book, but to me it is not as great as it was advertised. Found the ending chapters to be completely a let down and a poor way to end a novel suchGood book, but to me it is not as great as it was advertised. Found the ending chapters to be completely a let down and a poor way to end a novel such as this. Nonetheless the story was interesting, the writing was great, but I just cannot get over the lackluster ending that left me with more questions than answers. Would I recommend the book? Nor sure. I am waiting to read Nightingale by Kristin Hannah, which deals with the same time period and the entire WW2/Paris scenario. Will see how that book goes and then try and compare the two and determine which one really is one that I could recommend....more",Notes are private!,1,20,1,"Oct 17, 2015","Nov 22, 2015","Oct 17, 2015",,Kindle Edition,view (with text),/book/show/19398490-all-the-light-we-cannot-see
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drinking Coffee With a Fork: The Story of Steve Carlton and the '72 Phillies,"Bucci, Steve",1933822465,9781933822464,B005HZ0VWA,224        pp,3.71,49,"May 13, 2011","Aug 17, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"OK, let's be honest. Unless you are a Philly sports nut like I am this book will hold little interest for the average reader. As a Phillies fan who waOK, let's be honest. Unless you are a Philly sports nut like I am this book will hold little interest for the average reader. As a Phillies fan who was 19 way back when Steve Carlton had his amazing season this was a walk down memory lane and for that it is a 5*****. But the writing is pretty poor, the editing worse and there are a lot of disjointed things in the book, Plus the authors digress onto other Phillies issues or baseball issues at the wrong time. Lots of quotes but from the same 8 or so sources. Too much made up play calling by Harry Kallas and the authors try to hard to justify Carlton's season as the best ever for a pitcher. Trust me, unless you lived through this nightmare of a season you have no idea how good Lefty was. He was the only reason people came to the games. The other big thing in this book is that it shows how inept the Phlllies front office was in terms of personnel moves. They traded away so many good players and brought in little in return, They also over evaluated what was coming out of the PCL and their team in Eugene, OR. Lots of bad decisions, but there was one great decision - the day they brought Steve Carlton to Philly! He was great and todays pitchers can learn a whole lot about the game by reading this book and realizing that a pitcher can log lots of innings and pitches and have long and prosperous careers....more",Notes are private!,0,0,1,"Oct 17, 2015","Oct 23, 2015","Oct 17, 2015",,Kindle Edition,view (with text),/book/show/20435776-drinking-coffee-with-a-fork
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Split Season 1981: Fernandomania, the Bronx Zoo, and the Strike that Saved Baseball","Katz, Jeff",,,B00OYBT340,337        pp,3.87,348,"May 19, 2015","May 19, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a disappointment. You can tell the author is not a write, but rather the mayor of Cooperstown. A truly boring 77 page middle as he gives us everyWhat a disappointment. You can tell the author is not a write, but rather the mayor of Cooperstown. A truly boring 77 page middle as he gives us every little strike and negotiation detail and little as to what the players were doing during the 39-day strike. When he got back to baseball it was run on sentences, and topics. Needed an editor badly. I really wanted to like this book, but it just was non-spectacular. Also it did nothing but heap blame on Bowie Kuhn and Ray Greeby. Maybe they were not the best negotiators for baseball but the book make it appear that the entire strike was their doing. Without a book that is not very long on objectivity but rather a pro-player/labor epistle....more",Notes are private!,0,0,1,"Oct 15, 2015","Oct 17, 2015","Oct 15, 2015",,Kindle Edition,view (with text),/book/show/24688555-split-season-1981
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penmarric,"Howatch, Susan",,,,704        pp,4.12,"6,480",1971,"Oct 09, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whew! What a family epic. I have read other ers who feel this book is not up to the level of her other efforts, and while I might understand theWhew! What a family epic. I have read other ers who feel this book is not up to the level of her other efforts, and while I might understand their point of view, you have to keep in mind that this was her first major historical epic and done at a fairly young age and therefore her effort was tremendous. This is my 2nd Susan Howatch book that I have read, the other being Glittering Images, and I am blown away with the detail in her work and how well she weaves the family tale. Sure she uses the Plantagenet family as a guide, but she does an outstanding job with the Castallack family of Cornwall. Each section of the book is narrated and seen through the eyes of a different family member and it is hard for me to figure out which narrator I like the least or the most. It may be the part that is narrated by the mother that eventually wore on me a bit towards the end, as she had continual rags to riches, to rags stories and sometimes she felt very self-centered, but my perception of her even changed when seen through the eyes of other narrators. But in the end it is great family saga, one of saints and sinners, with every callous or wart exposed. Loved it and will start another one of her books in the near future,...more",Notes are private!,1,4,1,"Oct 12, 2015","Oct 22, 2015","Oct 12, 2015",,Kindle Edition,view (with text),/book/show/19044298-penmarric
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peking: An Epic Novel of Twentieth-Century China,"Grey, Anthony",,,B07B69RM5G,652        pp,4.28,379,Jun 1988,"Oct 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2015","Oct 15, 2015","Oct 12, 2015",,Kindle Edition,view,/book/show/19114278-peking
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harry Truman's Excellent Adventure: The True Story of a Great American Road Trip,"Algeo, Matthew*",,,B004D4Y1PO,289        pp,3.90,"2,310","Jan 01, 2009",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite an enjoyable book about a little bit of Presidential history as we get to follow Harry and Bess Truman on their trip from Independence, MO to PhQuite an enjoyable book about a little bit of Presidential history as we get to follow Harry and Bess Truman on their trip from Independence, MO to Philadelphia for Harry's first major post-Presidential speech.Lots of wonderful stories about the Trumans and their friends, and it was quite refreshing to read about an ex-President who was not going about pandering for money or the spotlight, I read this book to my wife and she did have some troubles following the narrative at times because all of a sudden the author would switch from a Truman story to his own story of recreating Trumans trip without any sort of warning, or he would go from Harry to a topic about a town, or restaurant or something that would leave us wondering why such stories were not left for the end of the chapters. But for the most part we both loved this book and would definitely recommend it to all....more",Notes are private!,0,5,1,"Oct 12, 2015","Oct 17, 2015","Oct 12, 2015",,Kindle Edition,view (with text),/book/show/11085884-harry-truman-s-excellent-adventure
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jerusalem Diamond,"Gordon, Noah",,,B00840CZ42,397        pp,3.64,"2,744","Sep 01, 1962","Jun 05, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably a 3.5. Very difficult to rate this book. No way, shape or form like The Physician which is a marvelous work, The Jerusalem Diamond was a fastProbably a 3.5. Very difficult to rate this book. No way, shape or form like The Physician which is a marvelous work, The Jerusalem Diamond was a fast read but dealt with characters that were totally unappealing to me. The lead character, Harry Hupman did absolutely nothing that would make anyone really like him and yet he allegedly gets a Yemeni woman to fall in love with him and tell us all how lovable he is. Not really. An egotist, and a real showoff to me, Harry is supposed to be on the trail of a diamond that was stolen from the Vatican from the Mitre of Gregory. That is what we are told, and then we have about 300 pages of nothing to do with that diamond! The best parts of the book are the historical fiction chapters that are all in italics. They are enjoyable reads and deal with the history of diamond cutting and with Harry's kin throughout the ages. In between the beginning and end we find Harry trying to shag as many women as possible, and get into a whole different story about an archeological dig with another less than appealing character. So what did I like about it? Well the historical fictions parts were good, the story was a fast read and did not bog down into too many useless details, and the story that is written about is well written. But a whole lot of this did not make a lot of sense to me. I have read The Physician and I guess I expected a bit better from the author. I have 4 other of his books downloaded and still intend to read all of them, he is a very talented writer, but for me the Jerusalem Diamond was an improbably story with unlikeable characters made tolerable only because Noah Gordon is a fine writer....more",Notes are private!,0,1,1,"Oct 09, 2015","Oct 12, 2015","Oct 09, 2015",,Kindle Edition,view (with text),/book/show/19101588-the-jerusalem-diamond
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackberry Wine,"Harris, Joanne*",0380815923,9780380815920,0380815923,368        pp,3.83,"15,894",2000,"Dec 23, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another fine effort by Joanne Harris. She is a fine author who weaves a fun tale of mysticism and life. Wine is the culprit this time, and there are 5Another fine effort by Joanne Harris. She is a fine author who weaves a fun tale of mysticism and life. Wine is the culprit this time, and there are 5 special bottles of wine that change the life of the main character who is an author with a lifestyle and writing block. Wine is used to bring back nostalgia through smells and thoughts and once one of the Specials is opened things begin to change for the better. Probably not as good as Chocolat or Five Quarters of the Orange, this is still a very solid effort by Harris and if you are a fan of hers, or just someone poking around for an easy and fun read than this a a great book for you, Very interesting ending and a book that is a truly quick and easy read. Start it before bedtime and you might just not fall asleep as you just want to keep turning the pages and exploring the world of the little town in the south of France....more",Notes are private!,0,0,1,"Oct 04, 2015","Oct 08, 2015","Oct 04, 2015",,Paperback,view (with text),/book/show/15101.Blackberry_Wine
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatal North: Murder and Survival on the First North Pole Expedition,"Henderson, Bruce*",098383959X,9780983839590,098383959X,264        pp,4.16,"1,053","Feb 01, 2001","Oct 28, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book. A fine adventure tale about one of the earliest attempts to reach the North Pole. The author has combined information from a lot of sLoved this book. A fine adventure tale about one of the earliest attempts to reach the North Pole. The author has combined information from a lot of sources and makes a very persuasive case for Murder. So many incompetents on the boat and crew, and there are a few definite heroes (many of which were the Eskimo guides) as well as much bumbling and ineptitude by those in the Grant Administration when it came to staffing the boat and the inquiry. Fast moving, well written with enough source material quoted to make this a fascinating study of an ill-fated attempt in the 1870's to reach the pole....more",Notes are private!,0,5,1,"Sep 22, 2015","Oct 07, 2015","Sep 22, 2015",,ebook,view (with text),/book/show/18917544-fatal-north
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fierce Radiance,"Belfer, Lauren*",0061252514,9780061252518,0061252514,530        pp,3.68,"3,473","Jun 01, 2010","Jun 15, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very enjoyable book. Learned a lot about the development of penicillin and the top secrecy around the entire process. Author writes good dialogue whicVery enjoyable book. Learned a lot about the development of penicillin and the top secrecy around the entire process. Author writes good dialogue which moves the story along. Some slow parts about 120 pages into the book for me, but I flew through the last 300 pages in which events really move along, and the horrors and sacrifices of the War invade this story. While I am normally a fan of neat and clean endings, I loved the way the author ended this book with no ultimate resolution between the main characters. Highly enjoyable and recommend to to everyone....more",Notes are private!,0,0,1,"Sep 16, 2015","Sep 30, 2015","Sep 16, 2015",,Hardcover,view (with text),/book/show/7493133-a-fierce-radiance
