,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeff's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Also Rises,"Hemingway, Ernest",,,,189        pp,3.79,"444,872","Oct 22, 1926",1957,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A virtual book  could never truly reveal the majesty that is Hemingway at his youngest and finest. I won't even try. All I can say is, I read thA virtual book  could never truly reveal the majesty that is Hemingway at his youngest and finest. I won't even try. All I can say is, I read this over and over, and can never get enough. Based on reality, Hemingway finds deeply routed realizations about the human condition and presents them without vast complex descriptions. Rather, it's the subtlety of this novel that makes it so fine and sincere.All of the characters hurt. They all love. Their Pamplona fiesta represents the uneasy joy of living celebrated by the eternal nucleus of the Lost Generation. The bullfights represent a communion of beauty and brutality. Impotence, bankruptcy, and inadequacy all represent patriarchal gender roles of men and the subsequent emasculation wrought from simply being born chromosome-Y style.I could go on.The fact remains that this sliver of a book holds so much in its so little. The pages are finite, but the beauty that here separates Hemingway from the rest of the Losts and furthermore from the rest of the American canon is permanent....more",Notes are private!,0,0,1,not set,not set,"May 18, 2011",,Paperback,view (with text),/book/show/3876.The_Sun_Also_Rises
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Kicked the Hornet’s Nest        (Millennium, #3)","Larsson, Stieg",030726999X,9780307269997,B007NB94GA,566        pp,4.24,"735,116",May 2007,"May 23, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is what I now know:People in Sweden enjoy eating sandwiches and coffee...after every paragraph.If you get shot in the head, you don't necessarilyThis is what I now know:People in Sweden enjoy eating sandwiches and coffee...after every paragraph.If you get shot in the head, you don't necessarily die (two characters? come on)No really bad people were born in Sweden. The main bad guys are from icky Russia and Germany.If you are a virgin journalist, you can have sex with every female character you create out of personal fantasy.Every bad person happens to also have child pornography on their hard drives.You can feasibly spend 600 pages wrapping up two previously superfluously elongated books.Movies can be better than books.You can be a best-seller if you die prior to publication.___Worst book of a bad series....more",Notes are private!,0,0,1,not set,not set,"May 08, 2011",,Hardcover,view (with text),/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Sur,"Kerouac, Jack",0140168125,9780140168129,0140168125,256        pp,3.84,"34,837","Sep 11, 1962",1992,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading it three times over the last four years, I can honestly say that it's my favorite Kerouac. Here, the drawbacks to innocent youthful exprAfter reading it three times over the last four years, I can honestly say that it's my favorite Kerouac. Here, the drawbacks to innocent youthful expressions of non-conformity are realized. All road-trippers know that their trips end up home. But when you're Kerouac, the self-depricating King of the Beats (a title he hated), your trip doesn't end, and it leads to the Big beautiful Sur breakdown.And not a one of us, Jack, buys the ending.Kerouac and most of the beats credit Emerson for their inspiration for self-reliance. In the same-titled essay of Emerson's, he says ""To be great is to be misunderstood."" Fittingly, Kerouac started his journey misunderstood, and ended it famous, which, in essence, killed him.The book, in its own entirity, is wonderful, even as we watch one of our favorite authors sink irreparably, into oblivian....more",Notes are private!,0,2,1,not set,not set,"Apr 25, 2011",,Paperback,view (with text),/book/show/50140.Big_Sur
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Provenance,"Chang, Liz",0979586119,9780979586118,0979586119,80        pp,4.67,3,"Sep 08, 2007","Sep 08, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,She signed my copy. Jealous?,Notes are private!,0,0,1,not set,not set,"Apr 21, 2011",,Paperback,view (with text),/book/show/2062291.Provenance
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Dazzler,"Smith, Patricia",156689218X,9781566892186,156689218X,77        pp,4.42,"1,539","Sep 01, 2008","Sep 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This charming collection of poems gets more troubling as one reads on. Smith carefully analyzes the catastrophe of Hurricane Katrina in a variety of pThis charming collection of poems gets more troubling as one reads on. Smith carefully analyzes the catastrophe of Hurricane Katrina in a variety of persona poems: from the anthropomorphized perspective of the hurricane itself, to the drowned elderly victims in a nursing home, to the lost family dog.It accurately says a lot about the people of New Orleans and their continuous struggle to survive after one of America's most frightening (and frighteningly ignored) disasters....more",Notes are private!,0,0,1,not set,not set,"Apr 18, 2011",,Paperback,view (with text),/book/show/3348584-blood-dazzler
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,156",2006,"Jul 28, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading Larsson is like self-flagellation. I feel like I’ve done something wrong, and that I really deserve it, so I keep reading.Or perhaps, it’s preReading Larsson is like self-flagellation. I feel like I’ve done something wrong, and that I really deserve it, so I keep reading.Or perhaps, it’s pre-emptive penance; now that I’ve read two books in this series, I can justify a really heinous crime in the future, having already paid such a steep price.Whatever it is, Larsson completely violates the constructs of his own characters (Breast implants, seriously?) and is just a little bit better than Stephen King at endings, which is a criticism.I don’t know why I hate myself so much, but I’m going to read the third book. God, I hope you’re watching....more",Notes are private!,0,0,1,not set,not set,"Apr 18, 2011",,Hardcover,view (with text),/book/show/5060378-the-girl-who-played-with-fire
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tourist in Hell,"Wilner, Eleanor",0226900320,9780226900322,0226900320,120        pp,4.17,23,"Jan 01, 2010","Oct 15, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After finishing this collection of poems, I suddenly realized that I was back in my apartment.Wilner's poetry is akin to traveling. The poet herself iAfter finishing this collection of poems, I suddenly realized that I was back in my apartment.Wilner's poetry is akin to traveling. The poet herself is a well-versed (pun-obviously-intended) traveler and brings a global perspective into her scope with her collection of autonomous but partially-related poems. There are, like all poetry collections, gems that hauntingly remain with the reader with metaphors that capture: a fly-in-sap's correlation to our own desire to outwit time; a hand playing an unstrung harp to represent wind through a space where trees used to be, et al.It is a very quick read, but you'll feel like you're just recently back from a year's sojourn....more",Notes are private!,0,2,1,not set,not set,"Apr 06, 2011",,Paperback,view (with text),/book/show/9367454-tourist-in-hell
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,824",Aug 2005,"Sep 23, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Please permit me first to say that I am not a fan of the mystery or suspense genres.Please permit me then to suggest that I was tricked into thinking Please permit me first to say that I am not a fan of the mystery or suspense genres.Please permit me then to suggest that I was tricked into thinking that's not what this was.Please finally permit me to foolishly recount how I knew this was a best-selling book and all best-selling books are mystery/suspense novels soaked up by persons with bodies soaking up the sun on beach vacations.That was mean.Anyway, I feel like Larsson was trying to be a feminist by creating Lisbeth Salander, but I'm not exactly sure that she qualifies standing next to Offred or Edna Pontellier. Rather, she reminds me of a Goth Spice Girl, with cyberpunk idiosyncrasies that weather the annoying storm of Larsson's exclusion of the titular character until well beyond the mid-point of this 600 page (by God!) novel. She's a contradictory insecure ass-kicker with bad tattoos and an incessant smoking habit. I kinda feel that Larsson was really just playing out his own sexual appetites (Larsson was a journalist, as is his main character, who, despite being 20 some-odd years older than Marilyn Manson's illegitimate love child, still manages to have sex with her an absurd number of absurd times, most likely in absurd ways).The writing is tedious, often mentions too many Apple products, and the mystery could be summed up in roughly 30 pages. In short, it's not a spectacular read.But it did make me want to visit Stockholm.Now, off to read the second book (because I'm a masochist)....more",Notes are private!,0,0,1,not set,not set,"Apr 03, 2011",,Hardcover,view (with text),/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pomegranate dreams & other stories,"Lakshmi, Vijaya",8187981253,9788187981251,8187981253,unknown,3.94,18,"Jan 01, 2002","Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful collection of stories that represent the feeling of the ""other"" in American culture. A glimpse into India and the underemphasized struggle oWonderful collection of stories that represent the feeling of the ""other"" in American culture. A glimpse into India and the underemphasized struggle of immigrants to the Land of Opportunity. Very well done and imagined....more",Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Paperback,view (with text),/book/show/913042.Pomegranate_dreams_other_stories
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,135",1964,"Sep 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would feel like a bastard if I gave Hemingway anything less than four stars. If I wasn't so concerned about my own feelings, I'd probably have givenI would feel like a bastard if I gave Hemingway anything less than four stars. If I wasn't so concerned about my own feelings, I'd probably have given this book two stars. If it weren't for the road trip with F. Scott Fitzgerald, one.If someone said to me they were going to give me a novel wherein Ernest Hemingway wrote an autobiographical account of Parisian ex-patriotism, the orgins of his writing craft, his relationships with Stein, Pound, and Fitzgerald, and his love for food, I would most likely sell my soul to get a copy of it. A Moveable Feast is just that, but it falls very short of the beauty that is typically Hemingway.I think it may have to do with its posthumousness. I know that Hemingway wrote The Sun Also Rises in a short amount of time then spent many moons revising it. There is a potential here that the book was finished and that Hem iced himself prior to revising the manuscript. In the end, the narrative is exciting to read, for a Hemingway fan, but it in no way has the beautiful prose normally ascribed to Hem's work.I hate to say it, but throughout the first half of the book, I found his Parisian life drab and boring. The narrative really caught stride when we found Hemingway and Fitzgerald together; we got to see Hemingway's perspective on Fitzgerald (and mind you, this novel was written long after Fitzgerald's death, so Hemingway's opinions of him overall are expressed in this young part of their relationship) and Zelda, F. Scott's wife who arguably suffered from mental disorders.I all, I wanted to eat oysters, drink everything, and read more Hemingway; I suppose AMF isn't that atypical for Hem after all....more",Notes are private!,0,0,1,not set,not set,"Mar 23, 2011",,Paperback,view (with text),/book/show/4631.A_Moveable_Feast
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Everything,"Mark, Jeff",0983239037,9780983239031,0983239037,0        pp,5.00,8,unknown,Feb 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok, I suppose I'll admit it, I have a bias.Ok, I suppose I'll admit it, I have a bias....more",Notes are private!,0,0,1,not set,not set,"Mar 15, 2011",,Paperback,view (with text),/book/show/10638682-into-the-everything
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,J.D. Salinger: A Life,"Slawenski, Kenneth",1400069513,9781400069514,1400069513,450        pp,3.78,"1,463",2010,"Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't have the heart to give it one star; but had I the gumption, I would have. For a moment, I'll set aside the irony that a Salingerphile who goeI didn't have the heart to give it one star; but had I the gumption, I would have. For a moment, I'll set aside the irony that a Salingerphile who goes to great lengths to assert the author's privacy-obsession wrote a biography about him, and focus on why Random House gave a book deal to a guy who simply operates a website about Salinger. Perhaps they are finally operating under the concept of their namesake: random.Not that I think all scholars and biographers need to be professors or writers themselves, but seriously, Slawenski operates a corny looking fansite called DeadCaulfields (of all things) and doesn't have any other noteworthy criteria met to suggest he is the authority on the subject.The writing makes me feel like I am in a History class with an octogenarian professor lecturing through cotton balls. It's dry and painfully tedious. I did learn a bit about Salinger, who is certainly one of my favorite authors. What I garnered most from this book was Salinger's publication history and the plot summaries (analyses, blah) of unpublished works.What bothers me are the long winded presumptuous passages; for instance, we don't have a lot of information that describes Salinger's role in WWII, so Slawenski goes into a hefty diatribe with evidence from neighboring sources that ""may"" have been close to Salinger in battles to suggest what the writer himself was going through. Slawenski takes so many liberties with describing Salinger's place in the war that I forgot I was reading a bio of an author rather than a war account.Aside from that, while Slawenski does provide some insights into analyzing Salinger's literature, I can't align myself with a lot of what Slawenski suggests. There are some points of his analyses where I thought he was so off, that I stopped reading to complain about it to random local coffeeshop denizens who had the misfortune of sitting near me.Poor J.D., even one of his most obsessive fans can't respect his anonymity. But Hell, what am I saying? Bring on the posthumous collections!...more",Notes are private!,0,22,1,not set,not set,"Mar 04, 2011",,Hardcover,view (with text),/book/show/8822656-j-d-salinger
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Razor’s Edge,"Maugham, W. Somerset",1400034205,9781400034208,1400034205,314        pp,4.19,"48,371",1944,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'll tell you what I thought, Goodreads text box pre-emptive question.The book certainly gave me a huge desire to loaf around Paris and India on a truI'll tell you what I thought, Goodreads text box pre-emptive question.The book certainly gave me a huge desire to loaf around Paris and India on a trust fund stipend until I either die a Catholic relic collector (blessed by a Bishop) or as a Taxi driver (enlightened in New York).I might go four, stars that is, if it wasn't for the 50 page diatribe on Maugham's Howard Ruark, who finds everything everywhere other than where everyone else is. I suppose I have a slight aversion to the hefty prose of superfluous exposition in literature, that, thankfully, sunk slowly with the advent of modernism.How was that, text box question? Now what the Hell is a shelf?...more",Notes are private!,0,0,1,not set,not set,"Feb 12, 2011",,Paperback,view (with text),/book/show/31196.The_Razor_s_Edge
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","Salinger, J.D.",0316766941,9780316766944,0316766941,256        pp,4.11,"51,143",1955,"Jan 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Today marks the one year anniversary of Salinger's death, and fittingly, though not purposefully, today I finished the final story of his that I had yToday marks the one year anniversary of Salinger's death, and fittingly, though not purposefully, today I finished the final story of his that I had yet to read. That is to say, that he published. After reading ""Seymour"" I can't help but want to write long-winded parenthetical-laced (double worded singular nouns with impregnated hyphens) sentences that go on and on and force a reader to go back to the baptismal font to capture a glistening sliver of what the Hell I'm talking about.Still, could this writing (Salinger's, not mine) be any more beautiful? For the Salinger-phile, we are always looking for insights into the enigmatic Seymour Glass, the titular protagonist but elusive character of the second novella here in question. We get it, really, we do, through his younger brother Buddy's emotional and disjointed stream of consciousness introduction to the brother who he misses. There's really a simple sweetness to the work, despite Buddy's attempt to be overly academic in his ponderings. Buddy (nee Salinger) attempts to present Seymour in perhaps an analytical objective way, but the reader is immediately immersed in the abject affection Buddy has for Seymour, wrought from incessant asides that ruminate on small anecdotal snippets from their years together. The book is touching, a display of familial love retarded by--not so glancingly--war, death, and the inability for genius to survive in its own time.Well, it's done. If I'm lucky at all, there will be some posthumous releases in my lifetime. If not, I task future geniuses to come and read what's released by my grave....more",Notes are private!,0,4,1,not set,not set,"Jan 27, 2011",,Paperback,view (with text),/book/show/5114.Raise_High_the_Roof_Beam_Carpenters_Seymour
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of America: Stories,"Moore, Lorrie",0312241224,9780312241223,0312241224,308        pp,4.10,"15,719",1998,"Sep 23, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The trouble I have with most short story books is that I tend to forget what the first story was about by the time I get to the last one. In lieu of tThe trouble I have with most short story books is that I tend to forget what the first story was about by the time I get to the last one. In lieu of this trend wherein I do not think I inhabit my oubliette alone, most short story writers attempt to create vignettes (heavy on the French today) that are tiredly unique to each other. Moore, I think, attempts solidarity by thematically and tonally creating stories that are strikingly similar. Dare I say that each narrator has the same Mooreish wit an analyst could presume is a solid embodiment of Moore's own cynical wit and perspective?Thematically, there are golden threads that link the concepts of place or where one is from, relationships and tired fidelity, child death (heavy on the gut-Wrench today), academia's ivory toilet, and American Diaspora who live at home. America is so large, and filled with so many identities, that to be an American means to sometimes be disjointed from one's own identity. It's the willing to please but not knowing one's own pleasure ideology that pervades Americana, and Moore gets it. She gets it she gets it she gets it, by God.She's brilliant and pretty; her prose that sort of beautiful that doesn't hide its shy brilliance. It's like that blond in high school us bookish kids wished was a little smarter, to justify our lust.But really, it was just the hormones.You may not remember which story was what, but the book that is realized in their telling is one for the shelf, not a damn Kindle (tm)....more",Notes are private!,0,5,1,not set,not set,"Jan 08, 2011",,Paperback,view (with text),/book/show/19631.Birds_of_America
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things Fall Apart        (The African Trilogy, #1)","Achebe, Chinua",,,,215        pp,3.73,"371,888",1958,Oct 1994,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Allow me to admit outright that I am a wholesale subscriber to the Euro-American literary tradition and perhaps this is why I did not enjoy the book aAllow me to admit outright that I am a wholesale subscriber to the Euro-American literary tradition and perhaps this is why I did not enjoy the book as much as others or that I could have. Furthermore, the fault of my opinion of the story could very well be in the translation over Achebe's actual story-telling capacity.That being said, I chose to read this book as part of my African study while traveling to Ethiopia in DEC 2010, and although it provided me with particular insights into Africana (albeit the novel is not set in Ethiopia) I found the narrative laborious to conquer. It was one of those books where the protagonist is odious (but not in the Faulkner I love to hate Jason Compson sense), the story-line is muffled and muted, linking almost short-story-like partitions misidentified as chapters, and the central conflict arises a few short pages from the terminus.I hate to say it, but it was good thing I got sick off Ethiopian water so I could sit in my hotel room all day and finish it.All criticism aside, I did learn a lot about a story-telling tradition I was (am), admittedly, ignorant about, and that is worth two stars alone....more",Notes are private!,0,0,1,not set,not set,"Jan 05, 2011",,Paperback,view (with text),/book/show/37781.Things_Fall_Apart
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,179","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The concept of ""epic"" in contemporary culture (beyond the childish epithet) is congruent with serial novels that conjoin fantastical elements with traThe concept of ""epic"" in contemporary culture (beyond the childish epithet) is congruent with serial novels that conjoin fantastical elements with traditional heroes' journeys. see Lord of the Rings, Harry Potter, et al. We diverge a bit from tradition with ""Middlesex,"" which is a Hero(iene)'s journey where the fantasy is in public comprehension of beauty/deformity and the concept of ""hero"" is teamed with the more acceptable ""regular person.""Taking the epic approach of Greek Drama, Eugenides has us travel from Turkey to San Francisco by way of Detroit, New York, and curiously formed genitalia. You read that right. The back-story of the novel, of our protagonist's grandparents' emigration to America is cozy in the sense that it works well partnered with a warm cup of coffee in a comfy chair. It has all the romanticism and beautiful writing of a flighty love story with a touch of spice, represented by incest and war. Amazingly true to history, this part of the novel links intrinsically with Eugenides's fictionalized present tense, which is woven sheepishly throughout the beginning of the novel.The latter portion revolves around a modern intersexed individual living socially as a man, who is learning to comprehend self through an examination of progeny.There are many themes to the novel, all explored totally: gender identity, family, love, race relations (a large part of the book examines Detroit's crumbling as an American city of industry and the swept-under-the-rug ideologies of white flight and urban ghettos) and immigration, in as much as it relates to people retaining their heritage while assuming another.Very well written. It's a book of many words and pages that does not let the reader struggle while reading through, epically speaking....more",Notes are private!,0,0,1,not set,not set,"Dec 16, 2010",,Paperback,view (with text),/book/show/2187.Middlesex
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",0140042598,9780140042597,0140042598,307        pp,3.61,"411,218","Sep 05, 1957","Jan 01, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perhaps one of the most quintessential books in the American literary tradition, Kerouac penned this one tome in a few sittings, demonstrating the senPerhaps one of the most quintessential books in the American literary tradition, Kerouac penned this one tome in a few sittings, demonstrating the sensitivity, art, insanity, and poetry that was the Beat Generation, a precursor to our contemporary understanding of independence and Transcendental self-reliance.Dean Moriarity, Neal Cassidy, the Holy Beat Angel, a more Randian Objectivist than John Galt, misunderstood as his freedom separated him so much from his beloved mankind. An artist in himself, he did not create lasting impressions in books, music, or paitings; his friends, like Kerouac, did in their awe of him, and in depictions in their work. If you don't want to go on a road trip after reading this, you don't have a pulse.Or, you're a republican.(Difference?--oh snap.)...more",Notes are private!,0,0,1,not set,not set,"Dec 01, 2010",,Paperback,view (with text),/book/show/70401.On_the_Road
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",,,,122        pp,3.93,"65,242",Apr 1929,"Apr 24, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though not written with any particular superb brilliance, Passing is extremely poignant when it comes to social commentary in or around Harlem in the Though not written with any particular superb brilliance, Passing is extremely poignant when it comes to social commentary in or around Harlem in the 1920s, when race turmoil was more prevalent in NYC than car horns. Clare's ""passing"" off as a white woman and what it means in her infidelity to her native culture is distinctly vilified by Larson, who punishes the character with death. Conversely, Irene, who is truly the protagonist, as our gaze is wholly upon her, acts out of a defense of her race, mostly, but shows the insidious side of human vengeance when posed against moral ethics.The only thing that got to me was the setting of the story. Though African American, Irene leads a very affluent lifestyle, and behaves in the Southern Gothic tradition of pampered aristocracy, which is unsettling, considering her symbol of African American righteousness in defending the value of fidelity in one's own race. In short, Irene is not the best population sample of the African American plight. Still, I think Larson was very brave and direct with this simple tale of two women, who felt the walls of racial pressure gently brushing their arms as those walls slowly moved in to crush them....more",Notes are private!,0,0,1,not set,not set,"Nov 14, 2010",,Paperback,view (with text),/book/show/349929.Passing
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound and the Fury,"Faulkner, William",,,,366        pp,3.85,"182,049","Oct 07, 1929",Oct 1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Laced throughout this book are pen marks with hints as to the timeline, characters, and characteristics of this, Faulkner's classic and beautifully moLaced throughout this book are pen marks with hints as to the timeline, characters, and characteristics of this, Faulkner's classic and beautifully morose novel. The pen marks are my own, from when I first tried to read the novel, back in college. Mysteriously, the pen marks stop around page 200, where I seem to have put the book down. Even more mysteriously, I hadn't remembered a single part of the novel when I picked it up recently for a second try.I am not sure why I don't remember The Sound and the Fury from my first read. Perhaps I wasn't ready for it; I truly believe that we mature into books, the way our taste buds mature into bitter foods. Perhaps this is why I was more open to it the second read than I was the first. Or maybe it's because I read and understood Joyce's Ulysses, which makes every other complex narrative seem coloring-book-simplistic.Whichever the case may be, I can say, with some pride, that I've ever only put down two books that I had started in my entire life. Perhaps this is just a suggestion of my fidelity, or a simple case of stubbornness. The first, Heller's Catch 22, was because nothing changed for hundreds of pages, and the gist was got. Really got. Heller, short story. Please.The other, was this. The Sound and the Fury. Upon opening the book again and seeing the collegiate scribbles of my former self, I was immediately returned to the Mississippian South, where Faulker's family (The Compsons) live their dysfunctional lives in the symbolic ""the south has seemed to fall again"" fashion. After putting the book down in frustration as a rosy cheeked freshman, this time I read the book in under a week. I feel manipulated. That's the only way I can describe it. Faulkner makes his readers feel what he wants them to feel and leads them where he wants them to go. Just as soon as I think I've misunderstood something (the androgynous double naming of Quentin: is it a guy or a girl? Oh. Both.) Faulkner lets me realize that he intended to distract me before letting me know I was in fact, on track. It’s a weird world, to be in Faulkner’s, where first person narratives of persons with mental retardation and the poetic stream of consciousness of depressed quasi-incestial Harvardites aim to distress the reader just as much as they aim to impress them. I always thought that I was missing something, only to find out that he purposely withheld that something until he was ready, while always leaving subtle hints all the way.I felt like the idiot who watches The Sixth Sense a second time and can’t believe he didn’t see it coming.In the end, the reader gets four sections, each distinct, and each incredible in its own way. We are confused by Benji, our first narrator, whose mental retardation plays with time like the old Quantum Leap show (yep). We fall in love with Quentin, whose narrative (June second 1910) is one of the most beautiful pieces of writing I’ve ever read, subtle and tragic and gentle. We hate the odious Jason, a bigot with a cold heart and migraines. And we recognize the class divide and implications of such with Dilsey, the family’s servant. I can’t say this book is for everyone, but it’s certainly for me. Once again my own pen has been threatened in the vanity that is aspiring to not sit in the shadow of this monolith. ...more",Notes are private!,0,0,1,not set,not set,"Nov 09, 2010",,Paperback,view (with text),/book/show/10975.The_Sound_and_the_Fury
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,891",Jun 1890,"Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This novel was published serially (seriously), and it almost reads like it. I am not sure of the history concerning the construction**spoiler alert** This novel was published serially (seriously), and it almost reads like it. I am not sure of the history concerning the construction of the book, but it almost seems as if Wilde was gauging the public's opinion of his work while constructing the succeeding chapters. I cite, as example of this, how his characters, particularly the titular protagonist, develop such outstanding (not used as a complementary adjective) changes of personhood as to be rendered unbelievable. Gray goes from being a charming and handsome youth to a murderous and odious madman, whose decisions, one after another, make the reader dislike him more and more. Regardless of Wilde's unbelievable character changes, the novel does find a refined word-craftman's-ship, namely in the quips and often misogynistic epithets (""What are women?""; ""Sphinxes without riddles."") of Lord Henry, who I daresay has the cheeky sort of tongue play that Wilde himself had. Oh Oscar, could you not resist spitting your own words into your character's mouth? I jest, what author could?At length, in this rather obvious morality tale, there are a number of social criticisms to be offered, including, but not extensively: social class and the ridicule of the higher ranks of society who believe other classes to be subhuman; male/female relationships, which Wilde categorizes as fickle and capricious (I wonder why); and the mistake of envying youth, which, at one point or another, we all make.The latter, the central conflict of the story, is the most poignant. Wilde suggests that we are ignorant to be nostalgic about youth. After all, we often look upon our younger selves with disdain, wondering how we could fall for our past follies, while ignoring our present missteps. I think, rather, the message is that what we miss isn't our youth, but our lost energy, the way youth seem to have so much less responsibility than the old, but seem to squander it in ignorance. Of course, we fail to see that while we are musing over our gone youth, our older selves gaze back from the future and beg us to muse no longer, but to live.But what the Hell do I know? I'm only 28 for God's sakes....more",Notes are private!,0,0,1,not set,not set,"Nov 03, 2010",,Paperback,view (with text),/book/show/5297.The_Picture_of_Dorian_Gray
