,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lijepe djevojke ne padaju s neba,"Fülscher, Susanne",9536786095,,,165        pp,3.02,58,"Jan 01, 1998",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/9841863-lijepe-djevojke-ne-padaju-s-neba
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All-American Girl        (All-American Girl, #1)","Cabot, Meg*",0064472779,9780064472777,,398        pp,3.75,"69,153","Jun 07, 2002","Jul 22, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/19448.All_American_Girl
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stepsister 2        (Fear Street, #33)","Stine, R.L.*",0671894269,9780671894269,0671894269,145        pp,3.66,"1,728",Nov 1995,"Nov 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Mass Market Paperback,view,/book/show/176476.The_Stepsister_2
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0143039954,9780143039952,0143039954,541        pp,3.81,"1,080,420",-700,"Oct 31, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/1381.The_Odyssey
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,0140275363,9780140275360,B00A2KEJ5A,704        pp,3.91,"454,854",-660,"Apr 29, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Library Binding,view,/book/show/1371.The_Iliad
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,515","Dec 15, 1856",2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/2175.Madame_Bovary
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice’s Adventures in Wonderland / Through the Looking-Glass,"Carroll, Lewis",,,,239        pp,4.06,"563,683","Dec 27, 1871","Dec 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Grimm's Fairy Tales,"Grimm, Jacob",,,,880        pp,4.28,"164,620","Dec 20, 1812","Sep 12, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/22917.The_Complete_Grimm_s_Fairy_Tales
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Pauper,"Twain, Mark",0451528352,9780451528353,0451528352,240        pp,3.87,"119,378",1881,"May 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/62446.The_Prince_and_the_Pauper
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Misanthrope,Molière,,,,70        pp,3.77,"23,215",Jun 1666,"Feb 05, 1992",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/752994.The_Misanthrope
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antigone - Oedipus the King - Electra,Sophocles,0192835882,9780192835888,0192835882,178        pp,3.95,"15,828",-429,"Sep 17, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/1549.Antigone_Oedipus_the_King_Electra
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prijan Lovro,"Šenoa, August",9536786729,,,81        pp,3.26,"1,581",1873,2001,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/6508702-prijan-lovro
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novela od Stanca,"Držić, Marin",9532290389,,,63        pp,2.92,"1,002",1551,2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/9876228-novela-od-stanca
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bremen-town Musicians,"Grimm, Jacob",0812422104,9780812422108,0812422104,32        pp,3.63,565,1819,"Jan 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/11976575-the-bremen-town-musicians
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolf and the Seven Little Goats,"Grimm, Jacob",0789207354,9780789207357,0789207354,28        pp,3.71,683,1963,"Sep 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/680482.The_Wolf_and_the_Seven_Little_Goats
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rumpelstiltskin,"Grimm, Jacob",0735822794,9780735822795,0735822794,32        pp,3.87,"1,676",1812,"May 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/6726629-rumpelstiltskin
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Red Riding Hood,"Grimm, Jacob",006202051X,9780062020512,006202051X,80        pp,3.84,"2,415","Jul 30, 1697",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/9453611-little-red-riding-hood
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Beauty,"Grimm, Jacob",0735840873,9780735840874,0735840873,32        pp,3.90,"3,420","Jan 01, 1697","Oct 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/13543257-sleeping-beauty
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rapunzel,"Grimm, Jacob",,,,32        pp,3.78,"3,011",1812,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,,view,/book/show/17160901-rapunzel
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hansel and Gretel,"Publishing, Rh Value",0517433524,9780517433522,0517433524,22        pp,3.82,"3,117",1812,"Dec 12, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/1299393.Hansel_and_Gretel
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess and the Pea        (Usborne Young Reading Series 1),"Davidson, Susanna",079450812X,9780794508128,079450812X,48        pp,3.85,934,"May 08, 1835","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/1152231.The_Princess_and_the_Pea
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Steadfast Tin Soldier,"Andersen, Hans Christian",1596793465,9781596793460,1596793465,32        pp,4.00,"4,402","Oct 02, 1838","Sep 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Library Binding,view,/book/show/576565.The_Steadfast_Tin_Soldier
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ugly Duckling,"Andersen, Hans Christian",0986826502,,B004SUP1XO,40        pp,4.12,"42,399","Nov 11, 1843","Mar 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Kindle Edition,view,/book/show/11472113-the-ugly-duckling
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snow Queen,"Andersen, Hans Christian",0375415122,9780375415128,0375415122,96        pp,3.73,"17,082",1844,"Nov 05, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/139987.The_Snow_Queen
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Match Girl,"Andersen, Hans Christian",0439643635,9780439643634,0439643635,32        pp,4.09,"26,867","Dec 01, 1845",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/342994.The_Little_Match_Girl
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reptile Room        (A Series of Unfortunate Events, #2)","Snicket, Lemony*",,,,192        pp,4.01,"225,684","Aug 26, 1999","Sep 30, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/78418.The_Reptile_Room
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wide Window        (A Series of Unfortunate Events, #3)","Snicket, Lemony*",0064407683,9780064407687,0064407683,214        pp,3.95,"194,504","Feb 02, 2000","Feb 25, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/438492.The_Wide_Window
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Miserable Mill        (A Series of Unfortunate Events, #4)","Snicket, Lemony*",0439272637,9780439272636,0439272637,194        pp,3.86,"170,062","Apr 05, 2000","Apr 15, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/65119.The_Miserable_Mill
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Cat,"Poe, Edgar Allan",1594561753,9781594561757,1594561753,24        pp,4.03,"46,626",1843,"Feb 02, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/391724.The_Black_Cat
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lassie Come-Home,"Knight, Eric",0805072063,9780805072068,0805072063,248        pp,4.19,"23,125",1940,"Apr 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/895886.Lassie_Come_Home
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adrian Mole: The Lost Years        (Adrian Mole #3-4),"Townsend, Sue",1569470553,9781569470558,1569470553,309        pp,3.88,"1,251",1994,"Jan 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/51073.Adrian_Mole
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adrian Mole Diaries        (Adrian Mole #1-2),"Townsend, Sue",0380730448,9780380730445,0380730448,293        pp,4.09,"3,061",1984,"Sep 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/114950.The_Adrian_Mole_Diaries
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Son of Youth in Revolt: The Journals of Scott Twisp        (Book 7),"Payne, C.D.",1466436085,9781466436084,1466436085,282        pp,3.93,152,"Jan 01, 2012","Feb 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/13562091-son-of-youth-in-revolt
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"E, baš mi nije žao","Pilić, Sanja",,9789531401111,953140111X,106        pp,3.12,25,"Jan 01, 2007",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/16151023-e-ba-mi-nije-ao
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ballet Shoes,"Streatfeild, Noel",0679847596,9780679847595,0679847596,233        pp,4.07,"36,467",1936,Sep 2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/10444.Ballet_Shoes
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ballet Shoes for Anna,"Streatfeild, Noel",0006753981,9780006753988,0006753981,240        pp,3.80,"1,008",Oct 1972,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/3780.Ballet_Shoes_for_Anna
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bucka,"Vidmar, Janja",953223103X,,,234        pp,3.79,159,"Jan 01, 2006",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/23390845-bucka
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gorka ljubav,"Wittlinger, Ellen*",9532202242,,,192        pp,3.76,"7,207",1999,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/9876491-gorka-ljubav
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bremen Town Musicians,"Zwerger, Lisbeth",0698400429,9780698400429,0698400429,32        pp,3.92,781,"Jan 01, 1944","Mar 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/765590.The_Bremen_Town_Musicians
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Black, Fiona",0836249275,9780836249279,0836249275,32        pp,4.06,"1,862",1844,"Jun 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/696508.The_Nightingale
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Beauty,"Sewell, Anna",0439228905,9780439228909,0439228905,245        pp,3.99,"278,339","Nov 24, 1877","Mar 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Mass Market Paperback,view,/book/show/3685.Black_Beauty
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prije nego što zaspim,"Watson, S.J.*",9533045809,9789533045801,9533045809,291        pp,3.90,"339,449","Oct 01, 2011",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sam koncept knjige, žena koja nakon misteriozne nesreće pati od amnezije i ne sjeća se ničega iz svoje prošlosti (čak niti kako je do toga došlo) me oSam koncept knjige, žena koja nakon misteriozne nesreće pati od amnezije i ne sjeća se ničega iz svoje prošlosti (čak niti kako je do toga došlo) me oduševio. Dugo sam željela pročitati knjigu i na žalost nije me toliko oduševila kao što sam se nadala.Zaplet je osrednji, čak i predvidljiv rekla bih. Ne bih željela kvariti onima koji još nisu pročitali, a žele i iznositi sve detalje(ima nekoliko sitnica u priči) koji su također malo čudni i ne drže vodu. A i taj kraj. Također jaaaako očekivan i tako kliše da sam ostala frustrirana takvim krajem.Čitljiva knjiga, ali opet, očekivala sam više i po meni nije toliko genijalna kao što mnogi smatraju....more",Notes are private!,0,0,1,"Jun 15, 2016","Jun 17, 2016","Jun 15, 2016",,Hardcover,view (with text),/book/show/22715145-prije-nego-to-zaspim
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jungle Books,"Kipling, Rudyard",0451529758,9780451529756,0451529758,368        pp,4.01,"87,463",1895,"May 03, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2016",,Paperback,view,/book/show/41684.The_Jungle_Books
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Bathory,"Eaton, Edward*",1936381451,9781936381456,1936381451,86        pp,3.67,42,"Jun 24, 2012","Jun 29, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2016",,Paperback,view,/book/show/15740775-elizabeth-bathory
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hannibalov postanak,"Harris, Thomas",,9789532181753,,308        pp,3.55,"48,104",2006,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Obožavam Hannibala i zato me ovaj nastavak apsolutno ubio u pojam. Ovo nije objašnjenje kakvo Hannibal zaslužuje, ovo je apsolutno mućenje i izmišljanObožavam Hannibala i zato me ovaj nastavak apsolutno ubio u pojam. Ovo nije objašnjenje kakvo Hannibal zaslužuje, ovo je apsolutno mućenje i izmišljanje gluposti. Jako loše i to valjda tako ide dok se polakomiš i želiš napisati još koji nastavak i da se ekranizira još koji nastavak, a ideja više nemaš i nemaš, pa razvlačiš neku polu -priču o ratu i ljudima koji su pojeli njegovu ljubljenu sestru. Ocjena bi bila i manja da nisam toliko opsjednuta sa svim knjigama o Hannibalu , ovako je ocjena više iz neke sentimentalnosti ....more",Notes are private!,0,3,1,"Jun 13, 2016","Jun 15, 2016","Jun 13, 2016",,Hardcover,view (with text),/book/show/18710048-hannibalov-postanak
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hannibal        (Hannibal Lecter, #3)","Harris, Thomas",,,,564        pp,3.81,"106,917","Jun 08, 1999","May 18, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Svinje koje jedu ljude - jedna od onih scena koje je teško izbaciti iz glave nakon što se smjesti unutra. Scena koju sanjaš noćima baš kao i živog mrtSvinje koje jedu ljude - jedna od onih scena koje je teško izbaciti iz glave nakon što se smjesti unutra. Scena koju sanjaš noćima baš kao i živog mrtvaca Masona. Sjajni opisi užasa i ludila, vrlo slikoviti. Zatvoriš oči i vidiš te likove, a pamtiš ih jako dugo nakon što pročitaš knjigu. A kraj?!! Priželjkivala sam nešto u skladu sa Hannibalovim likom. Ovako ispada da čak i najgore od najgorih spašava lijepa žena i ""ljubav"" koju osjeća prema njoj. Očekivala sam da će je ubiti i pojesti ili da će se ona trgnuti i ubiti njega, a ne da svaku večer vode ljubav. Ona je u njegovoj glavi zamjena za umrlu sestru. On je u njezinoj glavi jer ju je drogirao. Mislim da je malo tko očekivao takav kraj.Zapravo i mrzim i obožavam kraj istovremeno. Nisam sigurna da li bi neki drugi scenarij bolje odgovarao. Jasno je da nijedna psihijatrija nije dovoljno sigurna da bi čuvala Hannibala do kraja života. Da umre jedno od njih dvoje? Puno je tu bilo mogućnosti, a Harris je odabrao najmanje očekivanu. Ali ne mogu probaviti potpuni nestanak njezina borbenoga i tvrdoglavog karaktera. Gdje je sve to nestalo? Zar je sve to uspio uništiti ? Za mene solidan završetak priče o Hannibalu sa nekoliko rupa u priči za koje se možete primiti i držati ih se, pa dozvoliti da vam pokvare cjelokupni dojam ili možete jednostavno uživati bez puno sitničarenja. ...more",Notes are private!,0,5,1,"Jun 25, 2016","Jun 29, 2016","Jun 10, 2016",,Paperback,view (with text),/book/show/32418.Hannibal
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places,"Flynn, Gillian*",0307341569,9780307341563,0307341569,424        pp,3.95,"751,310",2009,"May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Iz stranice u stranicu čekaš da saznaš što će se dalje dogoditi i kako će se priča na kraju rasplesti. Možda mrvicu lošija od Oštrih predmeta i NestalIz stranice u stranicu čekaš da saznaš što će se dalje dogoditi i kako će se priča na kraju rasplesti. Možda mrvicu lošija od Oštrih predmeta i Nestale, ali i dalje sjajna i jednako napeta, sa jednako dobrom idejom i likovima. ...more",Notes are private!,0,2,1,"Jun 08, 2016","Jun 13, 2016","Jun 08, 2016",,Hardcover,view (with text),/book/show/5886881-dark-places
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,091,005","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rijetko kad gledam prvo film, a tek onda čitam knjigu što se dogodilo u ovom slučaju. Problem je u tome što onda ne mogu drugačije vizualizirati likovRijetko kad gledam prvo film, a tek onda čitam knjigu što se dogodilo u ovom slučaju. Problem je u tome što onda ne mogu drugačije vizualizirati likove od onoga kakvi su u filmu. Nick mi je stalno Ben Affleck (koji me inače iritira) itd. Unatoč filmu (koji je sjajno napravljen i baš prati knjigu) i unatoč tome što sam znala kako će sve završiti uživala sam u knjizi. Možda ima nekoliko stotina stranica više pa se priča malo razvodni prije kraja, ali ništa zato. Oduševljena sam morbidnom idejom nastrane ""ljubavi"". ...more",Notes are private!,0,6,1,"Jun 17, 2016","Jun 20, 2016","Jun 08, 2016",,Paperback,view (with text),/book/show/19288043-gone-girl
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oštri predmeti,"Flynn, Gillian*",,9789532661866,,276        pp,4.02,"1,040,984","Sep 26, 2006",Nov 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ovo je prva autoričina knjiga koju sam pročitala i zaista me oduševila. Sjajan stil, mračan i neobičan, zanimljivi likovi od kojih nitko nije potpuno Ovo je prva autoričina knjiga koju sam pročitala i zaista me oduševila. Sjajan stil, mračan i neobičan, zanimljivi likovi od kojih nitko nije potpuno nevin i svatko ima neku svoju mračnu stranu, do poremećaja o kojem se,tako malo piše i malo zna (od kojeg boluje majka Adora, koja usput ima genijalno ime). Pročitala sam je u jednom danu (i dahu) i nakon toga uzela u ruke i druge dvije knjige iste autorice....more",Notes are private!,0,5,1,"Jun 08, 2016","Jun 08, 2016","Jun 08, 2016",,Paperback,view (with text),/book/show/12417162-o-tri-predmeti
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Almonds,"Cossé, Laurence",1609450892,9781609450892,1609450892,176        pp,2.98,206,Sep 2011,"Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2016",,Paperback,view,/book/show/15812228-bitter-almonds
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence of the Lambs,"Harris, Thomas",,,,352        pp,4.24,"548,288",Jul 1988,"Jul 01, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 07, 2016","Jun 11, 2016","Jun 07, 2016",,Hardcover,view,/book/show/23808.The_Silence_of_the_Lambs
