,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sally's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School for Good Mothers,"Chan, Jessamine*",,,,336        pp,3.54,"105,740","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2022",,Hardcover,view,/book/show/57846320-the-school-for-good-mothers
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,572","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/45046527-american-dirt
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",0593334833,9780593334836,0593334833,377        pp,4.14,"1,049,905","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/58701063-book-lovers
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ministry of Ordinary Places: Waking Up to God's Goodness Around You,"Martin, Shannan*",0718077482,9780718077488,0718077482,217        pp,4.27,"3,444",unknown,"Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/38915858-the-ministry-of-ordinary-places
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clothing of Books: An Essay,"Lahiri, Jhumpa",0525432752,9780525432753,0525432752,74        pp,3.67,"3,480","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/31019618-the-clothing-of-books
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strange Career of William Ellis: The Texas Slave Who Became a Mexican Millionaire,"Jacoby, Karl*",0393354172,9780393354171,0393354172,352        pp,3.77,254,"Jun 13, 2016","Jun 06, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for a class! Reads more as a history book than a biography. Ellis’s story is fascinating and felt like a movie at times. His actions and theRead this for a class! Reads more as a history book than a biography. Ellis’s story is fascinating and felt like a movie at times. His actions and their effects on racial perceptions in the early 1900s have had long-lasting effects. Overall, the level of detail and research is astonishing. but like i’m glad to be done reading it ...more",Notes are private!,0,0,1,"Mar 04, 2022","Mar 08, 2022","Mar 04, 2022",,Paperback,view (with text),/book/show/32191731-the-strange-career-of-william-ellis
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"43,029","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Hardcover,view,/book/show/58214328-what-my-bones-know
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,233","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A really beautiful book that describes the ways we hold onto memories and hold onto people. I particularly love the ways food is used as a vessel of mA really beautiful book that describes the ways we hold onto memories and hold onto people. I particularly love the ways food is used as a vessel of memory and the parts describing therapeutic effects of slow cooking. Our world holds memory everywhere !!!! ...more,Notes are private!,0,0,1,"Feb 18, 2023","Feb 24, 2023","Feb 21, 2022",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",0316323705,9780316323703,,449        pp,4.24,"628,930",Aug 1938,"Dec 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2022",,ebook,view,/book/show/17899948-rebecca
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets of the Sprakkar: One Small Island Nation, the Women Who Live There, and How They Are Changing the World","Reid, Eliza*",1728242177,9781728242170,,288        pp,3.81,"2,149","Feb 08, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2022",,ebook,view,/book/show/59094517-secrets-of-the-sprakkar
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone With You in the Ether,"Blake, Olivie*",,,B08BK995LT,248        pp,3.84,"76,102","Jun 20, 2020","Jun 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2022",,Kindle Edition,view,/book/show/54208009-alone-with-you-in-the-ether
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Echo in the Darkness        (Mark of the Lion, #2)","Rivers, Francine*",,,,461        pp,4.63,"55,080",1994,1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book (and it’s predecessor) have really changed the way that I read the bible, particularly the New Testament. The faith of these characters is aThis book (and it’s predecessor) have really changed the way that I read the bible, particularly the New Testament. The faith of these characters is a faith worth following and understanding, and Rivers attention to detail brings to light an time period I previously had a very narrow view of. ...more",Notes are private!,0,1,1,"Feb 16, 2022","Feb 21, 2022","Feb 16, 2022",,Paperback,view (with text),/book/show/46601.An_Echo_in_the_Darkness
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of People in Love,"Van Booy, Simon*",1933527056,9781933527055,1933527056,176        pp,4.04,"2,405","May 01, 2007","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Paperback,view,/book/show/534571.The_Secret_Lives_of_People_in_Love
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Voyage of the Dawn Treader        (Chronicles of Narnia, #3)","Lewis, C.S.",006112527X,9780061125270,006112527X,248        pp,4.09,"469,547","Sep 15, 1952","Sep 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,these books NEVER MISS. this one had the most enchanting descriptions and described heaven in a way I won’t be over for awhile. I look forward to re-rthese books NEVER MISS. this one had the most enchanting descriptions and described heaven in a way I won’t be over for awhile. I look forward to re-reading ...more,Notes are private!,0,7,1,"Feb 09, 2022","Mar 03, 2022","Feb 09, 2022",,Hardcover,view (with text),/book/show/140225.The_Voyage_of_the_Dawn_Treader
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,455","Feb 06, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 31, 2022",,Kindle Edition,view,/book/show/34912895-the-great-alone
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lot Like Adiós        (Primas of Power, #2)","Daria, Alexis*",0062959964,9780062959966,0062959964,387        pp,3.71,"12,667","Sep 14, 2021","Sep 14, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 26, 2022","Jan 27, 2022","Jan 27, 2022",,Paperback,view,/book/show/56197428-a-lot-like-adi-s
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apples Never Fall,"Moriarty, Liane*",1250220254,9781250220257,1250220254,467        pp,3.77,"348,137","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Hardcover,view,/book/show/56143578-apples-never-fall
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr Salary,"Rooney, Sally*",0571351956,9780571351954,0571351956,33        pp,3.79,"29,279","Apr 26, 2016","Feb 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sally only writes gold ok!!! who let me share a name with her??? left me sad + moody as she always does — I wish it were longer,Notes are private!,0,2,1,"Jan 10, 2022","Jan 10, 2022","Jan 10, 2022",,Paperback,view (with text),/book/show/34234631-mr-salary
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince Caspian        (Chronicles of Narnia, #2)","Lewis, C.S.",000720230X,9780007202300,000720230X,240        pp,3.98,"438,116","Oct 15, 1951","Jun 20, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just love these books. I think this one is not as easily understandable as others, yet it still HIT. reminded me that God is big and mysterious. andI just love these books. I think this one is not as easily understandable as others, yet it still HIT. reminded me that God is big and mysterious. and that his ways are not always obvious to me! everyone should read ...more",Notes are private!,0,5,1,"Jan 09, 2022","Jan 29, 2022","Jan 09, 2022",,Hardcover,view (with text),/book/show/121749.Prince_Caspian
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,675","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,entertainment value = high,Notes are private!,0,1,1,"Mar 14, 2022","Mar 14, 2022","Jan 09, 2022",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,552","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I simply LOVED this book. Will be thinking about it for a long time. Wishing it wasn’t a library book so I could underline it and re-read it. It’s strI simply LOVED this book. Will be thinking about it for a long time. Wishing it wasn’t a library book so I could underline it and re-read it. It’s strange to read a book where basically nothing happens, the characters are somewhat insufferable, and there is not much development. Yet I absolutely loved it? I enjoyed how Rooney seemingly used this book to share her own thoughts on various aspects of this big beautiful world we live in, particularly her thoughts on Christianity. The ways the characters were fascinated by and loved the person of Jesus while not believing in him was just really interesting to me. You could see the character of God just peeking into their lives. Overall, it was just so good. Rooney does a magical job of keeping me interested even when I expect them to not give me what I want plot-wise. Talent!!!!!!!! I only wish she shared more. ...more",Notes are private!,0,7,1,"Mar 04, 2022","Mar 09, 2022","Jan 09, 2022",,Hardcover,view (with text),/book/show/56597885-beautiful-world-where-are-you
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,858",Aug 2005,"Sep 23, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Hardcover,view,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,628","Oct 16, 1950",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,YES! This book is even better than I remembered it! It so whimsically describes the character of God in a way that can’t be beat. My favorite part is YES! This book is even better than I remembered it! It so whimsically describes the character of God in a way that can’t be beat. My favorite part is when Aslan chooses to play in a time of need! I love that God is playful while also being just and kind. my heart is so warmdare I say if someone could only read one fiction book ever I would tell them to read this...more,Notes are private!,0,5,2,"Oct 04, 2023Jan 08, 2022","Oct 04, 2023Jan 09, 2022","Jan 08, 2022",,Paperback,view (with text),/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I Was a Child I Read Books: Essays,"Robinson, Marilynne",,,B0071VUVSC,225        pp,3.88,"2,718","Mar 13, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2021",,Kindle Edition,view,/book/show/18888463-when-i-was-a-child-i-read-books
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,960","Jun 12, 2014","Sep 25, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is amazing! I wish it were slightly shorter, yet each detail really added to the book. I loved the use of stories to explain big concepts. RThis book is amazing! I wish it were slightly shorter, yet each detail really added to the book. I loved the use of stories to explain big concepts. Reading it felt like condensing therapy and a good psychology class into one big book. I expect to find myself re-reading sections of this book for years to come...more",Notes are private!,0,5,1,"Dec 22, 2021","Jan 18, 2022","Dec 22, 2021",,Hardcover,view (with text),/book/show/18693771-the-body-keeps-the-score
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We'll Always Have Summer        (Summer #3),"Han, Jenny*",1416995587,9781416995586,1416995587,291        pp,3.80,"451,203","Apr 26, 2011","Apr 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"jenny han this book had NO right wrapping me around it’s finger like that. it was like all perfect endings to trilogies (pitch perfect 3, pitch perfecjenny han this book had NO right wrapping me around it’s finger like that. it was like all perfect endings to trilogies (pitch perfect 3, pitch perfect 3, etc.) went off the deep end plot-wise and i was here ...more",Notes are private!,0,1,1,"Dec 21, 2021","Dec 21, 2021","Dec 21, 2021",,Hardcover,view (with text),/book/show/8680278-we-ll-always-have-summer
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hating Game,"Thorne, Sally*",,,,387        pp,3.90,"713,647","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2021",,ebook,view,/book/show/25883848-the-hating-game
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,485,092","Sep 20, 2011","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2021",,Paperback,view,/book/show/13623848-the-song-of-achilles
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It's Not Summer Without You        (Summer, #2)","Han, Jenny*",1416995552,9781416995555,1416995552,275        pp,3.79,"515,974","Apr 27, 2010","Apr 27, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,entertainment value is still through the roof,Notes are private!,0,1,1,"Dec 18, 2021","Dec 21, 2021","Dec 18, 2021",,Hardcover,view (with text),/book/show/6584188-it-s-not-summer-without-you
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Summer I Turned Pretty        (Summer, #1)","Han, Jenny*",1416968237,9781416968238,1416968237,276        pp,3.76,"775,540","May 05, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,entertainment value = HIGH,Notes are private!,0,2,1,"Dec 18, 2021","Dec 18, 2021","Dec 18, 2021",,Hardcover,view (with text),/book/show/5821978-the-summer-i-turned-pretty
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Shades of Gray,"Sepetys, Ruta*",0399254129,9780399254123,0399254129,344        pp,4.37,"242,739","Mar 22, 2011","Mar 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 17, 2021",,Hardcover,view,/book/show/7824322-between-shades-of-gray
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All We Ever Wanted,"Giffin, Emily*",0399178937,,B07639D2G9,353        pp,3.86,"127,074","Jun 26, 2018","Jun 26, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 14, 2021","Dec 17, 2021","Dec 14, 2021",,Kindle Edition,view,/book/show/36344555-all-we-ever-wanted
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,658","Aug 28, 2018","Apr 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 08, 2021","Dec 12, 2021","Dec 12, 2021",,Hardcover,view,/book/show/41057294-normal-people
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,528","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 13, 2021","Dec 13, 2021","Dec 10, 2021",,Paperback,view,/book/show/52867387-beach-read
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confronting Christianity: 12 Hard Questions for the World's Largest Religion,"McLaughlin, Rebecca*",1433564238,9781433564239,1433564238,239        pp,4.33,"4,992","Mar 25, 2019","Apr 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2021",,Hardcover,view,/book/show/42248511-confronting-christianity
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Happens for a Reason: And Other Lies I've Loved,"Bowler, Kate",0399592067,9780399592065,0399592067,178        pp,3.80,"48,379","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2021","Nov 18, 2021","Nov 02, 2021",,Hardcover,view,/book/show/35133923-everything-happens-for-a-reason
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voice of the Heart: A Call to Full Living,"Dodd, Chip",0615300359,9780615300351,0615300359,151        pp,4.19,"1,044",Aug 2001,"Aug 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2021",,Paperback,view,/book/show/7960897-the-voice-of-the-heart
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Soul of Desire: Discovering the Neuroscience of Longing, Beauty, and Community","Thompson, Curt",1514002108,9781514002100,1514002108,248        pp,4.37,790,unknown,"Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2021",,Hardcover,view,/book/show/57759515-the-soul-of-desire
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",0399159347,9780399159343,0399159347,396        pp,3.95,"672,304",Mar 2015,"Jul 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 27, 2021","Nov 11, 2021","Oct 27, 2021",,Hardcover,view,/book/show/17802724-the-husband-s-secret
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Is God anti-gay?: And other questions about homosexuality, the Bible and same-sex attraction","Allberry, Sam",1908762314,9781908762313,1908762314,96        pp,4.30,"3,955","Jul 01, 2013","Jul 16, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 11, 2021","Oct 10, 2021","Oct 11, 2021",,Paperback,view,/book/show/18064060-is-god-anti-gay
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,877","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For most of the book, I didn’t get the hype. However, the last few chapters particularly absolutely GOT me. tears on face. oof. I wish this book wasn’For most of the book, I didn’t get the hype. However, the last few chapters particularly absolutely GOT me. tears on face. oof. I wish this book wasn’t so overly sexualized, because the underlying message and ways it allowed readers to empathize with those experiencing abuse is a necessary read! ...more",Notes are private!,0,0,1,"Mar 16, 2022","Mar 16, 2022","Oct 02, 2021",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None Like Him: 10 Ways God Is Different from Us,"Wilkin, Jen",1433549832,9781433549830,1433549832,163        pp,4.51,"11,778","Apr 28, 2016","Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2021",,Paperback,view,/book/show/26760312-none-like-him
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Good Endeavor: Connecting Your Work to God's Plan for the World,"Keller, Timothy J.",0525952705,9780525952701,0525952705,288        pp,4.29,"13,044","Nov 01, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Everyone should read this !,Notes are private!,0,3,1,"Sep 16, 2023","Dec 13, 2023","Aug 16, 2021",,Hardcover,view (with text),/book/show/13589149-every-good-endeavor
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Severe Mercy: A Story of Faith, Tragedy, and Triumph","Vanauken, Sheldon",0060688246,9780060688240,B004YCVLG2,240        pp,4.27,"21,120",1977,"Sep 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I struggled through this book. Vanauken is a beautiful writer, yet I feel like I am just not the person to appreciate it. There is a deep richness andI struggled through this book. Vanauken is a beautiful writer, yet I feel like I am just not the person to appreciate it. There is a deep richness and insightful lessons within this book, but part of me wishes it were shorter. It often felt detailed just for the sake of being detailed. I think it would take me 3+ reads to really understand and appreciate this book for all that it is. Overall, there are moments that really undid me—he is undoubtedly a talented writer. The way he describes their love is something out of a movie. I just wish it were more succinct....more",Notes are private!,0,12,1,"Jan 04, 2022","Jan 05, 2022","Jul 03, 2021",,Paperback,view (with text),/book/show/56594.A_Severe_Mercy
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shepherd Looks at Psalm 23,"Keller, W. Phillip",0310274419,9780310274414,0310274419,173        pp,4.48,"12,893","Jan 01, 1970","Apr 29, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 24, 2021","Jul 02, 2021","Jul 03, 2021",,Mass Market Paperback,view,/book/show/122981.A_Shepherd_Looks_at_Psalm_23
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Freedom of Self-Forgetfulness,"Keller, Timothy J.",1906173419,9781906173418,1906173419,46        pp,4.50,"21,623","Mar 28, 2012","Mar 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 14, 2021","Jun 15, 2021","Jul 03, 2021",,Paperback,view,/book/show/13579364-the-freedom-of-self-forgetfulness
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Voice in the Wind        (Mark of the Lion #1),"Rivers, Francine*",1414383363,,B0096W5GK2,544        pp,4.57,"94,964",Mar 1993,"Sep 21, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 14, 2021","May 16, 2021","May 14, 2021",,Kindle Edition,view,/book/show/18936643-a-voice-in-the-wind
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Loves,"Lewis, C.S.",0062565397,9780062565396,0062565397,192        pp,4.16,"58,951",1960,"Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2021",,Paperback,view,/book/show/29938407-the-four-loves
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Single, Dating, Engaged, Married: Navigating Life and Love in the Modern Age","Stuart, Ben",0718098439,9780718098438,,272        pp,4.44,"7,189",2017,"Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2021","Apr 28, 2021","Apr 27, 2021",,ebook,view,/book/show/33028015-single-dating-engaged-married
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,940","Feb 20, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2021",,Hardcover,view,/book/show/51933429-the-guest-list
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hinds' Feet on High Places,"Hurnard, Hannah",0842314296,9780842314299,0842314296,320        pp,4.33,"55,924",1955,"Nov 23, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2021",,Mass Market Paperback,view,/book/show/821056.Hinds_Feet_on_High_Places
