,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dagio_maya 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia vita postuma,Hubert,8832737922,9788832737929,,112        pp,3.92,581,unknown,"Feb 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carpe MortemEmma Doucet ha una brutto vizio: fuma tantissimo nonostante abbia più di ottant’anni.Un bel giorno Annie, la giovane governante, le naCarpe MortemEmma Doucet ha una brutto vizio: fuma tantissimo nonostante abbia più di ottant’anni.Un bel giorno Annie, la giovane governante, le nasconde le sigarette sopra un armadio.Ma un tabagista, si sa, non si ferma di fronte a nulla e la baldanzosa signora si arrampica su una scala per recuperare la refurtiva.Sarà per quello che Emma muore? Oppure è stato quel foro sul petto che sembra tanto dovuto allo sparo di una pistola?Ma chi la vorrebbe morta e soprattutto come può essere possibile se cammina, si muove ed interagisce ancora con gli altri?[image] Accompagnata da disegni accattivanti una bella storia.Tra riflessioni sulla vecchiaia, sul passato e s’un presente che sembra sfuggire di mano, una storia molto coinvolgente in bilico tra il paranormale e la concretezza del malaffare della politica…""In fondo siamo come vecchi dischi, un po' consumati ma incapaci di deviare dal nostro solco"" ...more",Notes are private!,0,10,1,"Feb 07, 2024","Feb 09, 2024","Feb 07, 2024",,Hardcover,view (with text),/book/show/123249482-la-mia-vita-postuma
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porte aperte,"Sciascia, Leonardo",8845902625,9788845902628,8845902625,109        pp,3.72,418,1987,"Oct 01, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il fine sarcasmo è, notoriamente, la cifra stilistica di Sciascia. Un’ ironia che procede a stilettate mettendo in tavola grandi temi della Storia.Il Il fine sarcasmo è, notoriamente, la cifra stilistica di Sciascia. Un’ ironia che procede a stilettate mettendo in tavola grandi temi della Storia.Il suo procedere ha una base erudita che utilizza una sintassi intricata e questo può sconcertare il lettore.Insomma, seppur breve, questa lettura – come quasi tutte le sue opere- non deve essere sottovalutata. Richiede molta concentrazione per poi esserne ripagati con moneta preziosa.Lo spunto nasce da un fatto di cronaca nera.Siamo a Palermo nel 1937, un impiegato, dopo essere licenziato uccide la moglie, il collega che doveva prendere il suo posto e il capoufficio noto gerarca fascista palermitano.A dieci anni, circa della reintroduzione della pena di morte (Codice Rocco), la condanna alla pena capitale dopo un omicidio così efferato è data per scontata da tutti.Tutti tranne il giudice (detto a latere) che moralmente si oppone ad una logica da Legge del Taglione.Se nel 1829 Victor Hugo s’immedesimo nei pensieri di un condannato a morte (“L’ultimo giorno di un condannato a morte”), in questo breve romanzo del 1987, Sciascia ci accompagna nei pensieri di chi ha potere di comminare tale pena.Oltre alle riflessioni di chi che sa di andare controcorrente al pensiero dominante, l’autore inquadra l’impostura generale in cui la storia si colloca. La menzogna parte dalla stampa imbavagliata dal regime. I giornali, infatti, avevano il divieto di riportare i fatti di sangue. La realtà così edulcorata serviva a confermare quell’immagine di sicurezza di un’Italia in buone mani. Un’Italia dove chiunque poteva dormire con le porte aperte ...” Non era soltanto un problema di giustizia, di amministrarla secondo la legge o di affermarla contro la legge; era anche un problema di interiore libertà, comunque dovuta a chi è chiamato a giudicare.”...more",Notes are private!,1,17,1,"Feb 18, 2024","Feb 21, 2024","Jan 26, 2024",,Paperback,view (with text),/book/show/159536.Porte_aperte
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con gli occhi rivolti al cielo,"Hurston, Zora Neale",8845236307,9788845236303,8845236307,191        pp,3.98,"347,175",1937,1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Vedi, dolcezza, noi gente di colore siamo alberi senza radici, e allora le cose vanno per uno strano verso. Per te specialmente. Io sono nata ai t""Vedi, dolcezza, noi gente di colore siamo alberi senza radici, e allora le cose vanno per uno strano verso. Per te specialmente. Io sono nata ai tempi degli schiavi, sicché non era destino che realizzassi i miei sogni su come dovrebbe essere e cosa dovrebbe fare una donna. È una delle catene della schiavitù. Ma a te, niente può impedire di avere desideri. Nessuno può essere calpestato al punto da rubargli la volontà. Io non volevo essere adoperata come bue per lavorare o come scrofa per figliare, né volevo che succedesse a mia figlia. Non è stato per mia volontà che le cose sono andate in un certo modo"" [image] Zora Neale Hurston (1891- 1960) fu una delle scrittrici principali dell’”Harlem Renaissance” (movimento artistico afroamericano sorto negli anni ’20). Si laureò in antropologia intraprendendo con successo la carriera letteraria.Le sue produzioni furono tuttavia, oggetto di duri attacchi proprio da parte di alcuni intellettuali afroamericani.In sostanza le si imputava la colpa di scrivere a favore del un pubblico bianca razzista dato che i suoi personaggi si esprimono con forme di slang dialettale venendo così a rafforzare secondo i suoi detrattori, l’immagine stereotipata del “nero”.Huston, inoltre si discostava, dalla linea principale della letteratura di quegli anni dettata, in particolar modo da Richard Whright (uno dei suoi avversari) e che, in sostanza, richiedeva che ogni opera contenesse chiari messaggi politici di lotta.Forse per questo motivo e forse anche per una posizione apertamente repubblicana e conservatrice, le opere della Hurston hanno faticato ad avere dei riconoscimenti.Their Eyes Were Watching God (scritto in sole settimane durante un viaggio di studio ad Haiti) fu pubblicato da Frassinelli per la prima volta in Italia nel 1938 (e stranamente dato che si era in pieno fascismo e censura!) con il titolo: “I loro occhi guardavano Dio” mentre Bompiani nel 1998, lo ripubblica col titolo” “Con gli occhi rivolti al cielo” .” I desideri degli uomini viaggiano a bordo di navi lontane. Per alcuni arrivano in porto con la marea. Per altri navigano in eterno all’orizzonte, mai fuori vista, mai in porto, finché chi sta di vedetta non distoglie gli occhi rassegnato, i suoi sogni sbeffeggiati a morte dal tempo. Tale è la vita degli uomini.Le donne… Be’, le donne dimenticano tutto quello che non vogliono ricordare, e ricordano tutto quello che non vogliono dimenticare. Il sogno è la verità. E si comportano di conseguenza.”Così prende l’avvio il racconto che la protagonista Janie Crawford fa all’amica Pheoby.Janie è appena ritornata a Eatonville dopo essere fuggita assieme ad un giovane ragazzo.Cosa è successo?Così il racconto va a ritroso raccontandoci una storia d’amore popolata da una comunità apparentemente coesa ma in realtà pronta a colpire laddove qualcuno stia facendo qualche passo falso. I portici che troneggiano davanti alle case sembrano i naturali raduni perché le lingue si uniscano a spettegolare, criticare anche aspramente tutti coloro che non fanno parte del “cerchio”:” Vedere la donna com’era fece loro ricordare l’invidia che avevano accumulato da altri tempi. Perciò rimasticarono la parte oscura della mente e inghiottirono di gusto. Espressero giudizi arroventati con le domande, e fecero delle risate strumenti di morte. Crudeltà di massa. Personificazione di un umore. Parole a spasso senza il padrone; parole in armonia in una canzone.”Janie, però, non è interessata ai giudizi altrui e riserva il suo racconto all’amica del cuore.Una storia di sogni e desideri.Nata da uno stupro ed abbandonata alla nascita dalla madre, Janie è cresciuta dalla nonna che cerca di metterla in guardia dalle insidie dell’amore (” Eccolo, il chiodo dove tutte noi donne nere restiamo impigliate: l’amore!”) indirizzandola verso un matrimonio di convenienza.""L’amore è qualcosa che viene col tempo”, le dice, ma dopo essersi sposata a diciassette anni con un uomo agiaoa e più vecchio di lei capisce che non è proprio così che funziona.Fuggire per ricostruirsi una vita diversa e vedere i propri sogni infranti un’altra volta: è proprio questo il destino di Janie?La storia di una donna che impara, giorno dopo giorno, ad essere autonoma e a credere nei suoi sogni, si accompagna a quella di una comunità che si assomiglia un po’ dovunque con quel suo accumulo di invidia e rabbia. Un destino che pare ineluttabile e gli occhi rivolti al cielo in cerca di una risposta o forse anche solo di un po’ di pietà per chi ha già sofferto abbastanza…” Scrutò intensamente il cielo, per vedere se qualcosa si muovesse lassù, da prendere come un segno. Una stella di giorno, magari, o un grido del sole, o il balbettio di un tuono. Levò le braccia in un gesto di supplica disperata. No, non di supplica, di domanda rivolta al cielo. Il cielo rimase fermo, duro e silenzioso, e Janie rientrò in casa. Dio avrebbe fatto meno di quello che aveva in mente.”Grande classico da riscoprire (e ripubblicare!)....more",Notes are private!,2,18,1,"Jan 26, 2024","Jan 30, 2024","Jan 26, 2024",,Paperback,view (with text),/book/show/25710618-con-gli-occhi-rivolti-al-cielo
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",8854528439,9788854528437,8854528439,654        pp,4.51,"397,775","Oct 18, 2022","Nov 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/201947490-demon-copperhead
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stella Maris,"McCarthy, Cormac",880625958X,9788806259587,880625958X,194        pp,3.88,"16,973","Dec 06, 2022","Sep 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” Credo che la sensazione di essere un alieno – ben diversa dal sentirsi semplicemente alienati – tra i pazienti psichiatrici sia piuttosto comune.” Credo che la sensazione di essere un alieno – ben diversa dal sentirsi semplicemente alienati – tra i pazienti psichiatrici sia piuttosto comune.”""Stella Maris"", così è chiamata la stella che guida i marinai. Un astro che richiama il culto mariano e che, metaforicamente, simboleggia la luce che nel buio dell’esistenza, avrebbe la funzione di fare strada, aprire un varco tra le insidie.E’ forse questo che cerca Alice Western, la giovane donna che bussa alla porta di una clinica psichiatrica proprio dal nome Stella Maris?” 27 ottobre, 1972Caso 72-118La paziente è un’ebrea/caucasica di vent’anni. Di bell’aspetto, forse anoressica. Arrivata in questa struttura sei giorni fa apparentemente in autobus e senza bagaglio. Ammissione firmata dal dottor Wegner. La paziente aveva nella borsetta una busta di plastica piena di banconote da cento dollari – poco piú di quarantamila dollari in totale – che ha cercato di consegnare alla receptionist. La paziente è una dottoranda in matematica presso l’Università di Chicago e le è stata diagnosticata una schizofrenia paranoide con presenza ricorrente di allucinazioni visive e uditive. Già residente presso questa struttura in due precedenti occasioni.”Il romanzo è propriamente il secondo di una dilogĭa che rappresenta anche l’ultima produzione di questo grandissimo scrittore recentemente scomparso.Il testo è, in sostanza, un dialogo tra lo psichiatra- il dottor Cohen- e la paziente, perlopiù, una forma dialettica che verte su argomenti filosofici e matematici.A quattordici anni Alice entra all’Università di Chicago uscendone solo due anni dopo laureata (sicuramente a pieni voti) in matematica. ”Di certo non sapeva che la parola prodigio deriva dalla parola mostro in latino.”Argomentazioni per niente facili che, confesso, di aver capito poco e, per di più, anche graficamente sono difficili da seguire in quanto il botta e risposta tra i due è impaginato tutto di seguito tanto che perdere il segno può essere difficoltoso in tutti i sensi.Ma c'è un fascino tra queste pagine che, probabilmente, è rappresentato dalla non comprensione.Sette incontri per entrare in contatto con una giovane donne ferita dalle diagnosi e le etichette (Autistica, geniale, sinestesica, schizofrenica, paranoide..) e ferita da una realtà che non le appartiene.Le ultime righe sono da pianto se si fa mente locale sul fatto che sono le ultime parole di un Grandissimo Scrittore!!""Credo che il nostro tempo sia scaduto.Lo so. Mi tenga la mano.Tenerle la mano?Sí. Voglio che lo faccia.D’accordo. Perché?Perché è quello che fanno le persone quando aspettano la fine di qualcosa.""...more",Notes are private!,2,23,1,"Jan 21, 2024","Jan 25, 2024","Jan 21, 2024",,Hardcover,view (with text),/book/show/198699569-stella-maris
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dalla stessa parte mi troverai,"Mira, Valentina",8893905930,9788893905930,B0CRBDP7DM,235        pp,4.06,82,unknown,"Jan 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 20, 2024",,Kindle Edition,view,/book/show/204898124-dalla-stessa-parte-mi-troverai
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roma senza papa: Cronache romane di fine secolo ventesimo,"Morselli, Guido",,,,184        pp,3.66,250,1974,Feb 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” La città cessava di essere antica, era vecchia, per la prima volta.”Ci sono artisti che nascono al momento sbagliato o, perlomeno, in epoche in ” La città cessava di essere antica, era vecchia, per la prima volta.”Ci sono artisti che nascono al momento sbagliato o, perlomeno, in epoche in cui non c’è corrispondenza tra il loro messaggio e quello che il mondo in quel mondo può/vuole sentire.Sono momenti storici in cui le persone non sono in grado di cogliere l’essenza di alcune opere.Guido Morselli appartenne a questa cerchia di “incompresi”.Furono veramente i numerosi rifiuti delle case editrici a convincerlo di togliersi la vita?Molto probabilmente sì.Dopo essersi sparato tra le sue carte fu ritrovata una cartellina etichettata “ Rapporti con gli editori"" un disegno troneggia sulla copertina: un fiasco, disegnato a matita.Guido Morselli si toglie la vita il 31 luglio 1973.A partire dal 1974 saranno pubblicate le sue opere.Roma senza papa: Cronache romane di fine secolo ventesimo (scritto nel 1966) è considerato l’esordio in quanto la prima opera che Adelphi decide di pubblicare.Si tratta di un romanzo in bilico tra il genere ucronico e il fantapolitico dove la Chiesa cattolica in un contesto surreale dilata e distorce i confini teologici fondendosi con politica, società e cultura.In particolar modo si abbandona la morale e si abbattono i recinti eretti  in saecula saeculorum.La voce narrante è quella di un prelato svizzero, don Walter.La forma è quella della cronaca in cui racconta del suo arrivo e soggiorno a Roma in attesa di un’udienza (continuamente rimandata) con il papa in carica, papa Giovanni XXIV un irlandese che raccoglie l’eredità di una Chiesa completamente stravolta dal suo predecessore, papa Libero I. La dottrina ecclesiastica si è, difatti, protestantizzata partendo dall’abolizione del celibato clericale e spostando la sede papale a Zagarolo.Morselli catapulta il lettore in un mondo grottesco e surreale dove ad esempio negli USA c’è addirittura (!) una presidentessa (Jacqueline Kennedy).Liberalizzare, in un certo senso, il pensiero teologico dà il via ad una miriade di correnti ideologiche che arrivano all’apoteosi negando la stessa esistenza di Dio e attraversando pratiche sconcertanti come la via psichedelica e l'uso di allucinogeni.In una Roma spogliata dal richiamo dei fedeli, il turismo si gioca la carta del sesso:”Del resto, da quando l’Italia ha chiuso altiforni e officine per dedicarsi a quest’unica industria congeniale, il turismo si è ingigantito e le permette un livello di vita pressoché europeo. Si opina che le mignottelle romane siano sovvenzionate (come i banditi sardi) dagli albergatori. Non abbiamo più le guardie svizzere, dicono a Roma: se soffocate le iniziative delle figliole, «de cché se campa?»”Scritto nel ’73, fa sorridere oggi l’immagine di una tecnologia automatizzata con modalità allora inimmaginabili e con lo sfruttamento della Luna come nuova colonia terrestre. Un testo particolare che ho letto - ahimé- con grande difficoltà.Leggerò sicuramente altro di Morselli.”Roma ha finito di essere caput mundi. È una capitaletta di terz’ordine, sperduta nel Mec. Anche se Papa Giovanni è a soli trenta chilometri.E i romani, con che animo accolgono questa retrocessione? Le risposte che ho avuto sin qui concordano nell’accusare (o lodare, secondo gli interlocutori) i romani di rassegnazione. Un popolo che non si eccita, non reagisce, ha un fondo di cinismo, è scettico, è scanzonato, si accontenta di vivere come può, per loro la Storia non è che contingenza, precarietà, passaggio. “...more",Notes are private!,2,16,1,"Jan 14, 2024","Jan 21, 2024","Jan 14, 2024",,Paperback,view (with text),/book/show/26835733-roma-senza-papa
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo scarabeo (Aurora Vol. 43)        (Aurora Vol. 43) (Italian Edition),"Marsh, Richard",8899403783,9788899403782,B07XSHZ442,256        pp,4.00,1,unknown,"Sep 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 13, 2024",,Kindle Edition,view,/book/show/100118558-lo-scarabeo-aurora-vol-43
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le donne al parlamento,Aristophanes,8832502607,9788832502602,B07N51GVRW,111        pp,3.67,"1,670",-392,"Jan 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ebbene sì, l’abito fa il monaco.Lo sa bene Prassagora che, sottrae, nottetempo, la tunica e il mantello del marito. Non è la sola, però, tutte le altrEbbene sì, l’abito fa il monaco.Lo sa bene Prassagora che, sottrae, nottetempo, la tunica e il mantello del marito. Non è la sola, però, tutte le altre donne di Atene si travestono con abiti maschili e così mascherate si dirigono all’Assemblea cittadina.Il governo non funziona come si deve: corruzione, ruberie, soprusi e tanto altro scontentano la popolazione.Così le donne decidono di prendere in mano la situazione: non si può fare altro per cambiare rotta.Con l’arte della retorica appresa di nascosto, con l’astuzia del travestimento per aver una possibilità di parlare altrimenti negata, le donne convincono la popolazione che solo loro possono avere le capacità per amministrare il bene comune.Nasce una forma di governo utopica.Come altre commedie di Aristofane, ancora una volta, il corpo delle donne è strumento potente che rende forti le donne. Ancora una volta è la cospirazione delle donne a smuovere una situazione deteriorata dagli uomini. La trama è tuttavia, parodica. La forma di governo è un’utopia ridicolizzata in una delle scene finali della commedia.Per la legge appena approvata, infatti:”«Le donne hanno deciso che se un giovane«desidera una giovane, non possa«goderla, se non ha prima goduta«la vecchia; e se non vuol suonare questa,«e s’appicca alla giovane, è permesso«alle piú vecchie di ghermire il giovane«pel piòlo, e tirarlo impunemente.»”Insomma, lo spirito e la volontà di cambiamento finiscono con una grassa risata.Donne vogliose e uomini che vogliono abbuffarsi ad un bel banchetto..""CORO: E quest’altre ragazzette il ritmo seguano con le cianchette, ché già in tavola si mette ostrichepescedatagliolam- predegattuccicervelliconsalsapiccantedi- mielporrosilfïomerlipalombicolombipic- ciontordicrestedigalcoditrèmole- leprimostardadivincartilaginedalidipol!""...more",Notes are private!,0,8,1,"Jan 08, 2024","Jan 09, 2024","Jan 09, 2024",,Kindle Edition,view (with text),/book/show/59553855-le-donne-al-parlamento
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I ricchi        (Epopea americana, #2)","Oates, Joyce Carol",8842823503,9788842823506,8842823503,329        pp,3.65,"2,156",1968,"May 18, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Secondo volume della tetralogia “Epopea americana” (https://www.goodreads.com/series/2587...) dove si ironizza sulla narrazione mitizzata del sogno amSecondo volume della tetralogia “Epopea americana” (https://www.goodreads.com/series/2587...) dove si ironizza sulla narrazione mitizzata del sogno americano.Quattro volumi - pubblicati tra il 1967 ed il 1971- che possono essere letti indipendentemente l’uno dall’altro. Contesti totalmente diversi ma con un comune denominatore: quello dell’ambiente famigliare disgregato tanto da diventare un incubo.Così accade anche ne I ricchi , dove la voce narrante del diciottenne Richard Everett ci racconta della sua altolocata famiglia tornando indietro all’anno in cui stava per compiere undici anni.Loro i genitori sono una coppia improbabile anche agli occhi di un bambino: Elwood Everett e Natashya Romanov, non solo hanno tredici anni di differenza ma sono diversi in tutto. Fisicamente (lui: ”… un vero orso, con i nervi sepolti sotto strati di grasso e muscoli, lei: ” magra, liscia, deliziosa”), professionalmente (lui un impegnato dirigente aziendale, lei una scrittrice di nicchia) e caratterialmente.Un racconto nevrotico e quasi grottesco che ci trascina tra le aule di una rinomata scuola privata agli eleganti salotti dove si passa da un cocktail party ad un altro.Maschere, ipocrisie e, soprattutte, anafettività diffusa..Non mi hanno colpito e/o affascinato né i protagonisti né i personaggi di contorno; ho trovato il ritmo di narrazione trascinato e la trama per nulla accattivante.Per me solo confusione tradotta in noia.Illuminante la nota finale dell’autrice che, tuttavia, non ha cancellato il mio giudizio negativo.Insomma, prima o poi doveva succedere, con un’autrice che stimo molto (se non erro questo è il 14° libro che leggo).Molto ( ma molto) più meritevoli gli altri tre titoli della serie soprattutto Il giardino delle delizie....more",Notes are private!,3,16,1,"Jan 06, 2024","Jan 11, 2024","Jan 06, 2024",,Paperback,view (with text),/book/show/35377244-i-ricchi
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La cucina dei numeri primi. E le briciole di sapere diventano libro,"Ballarini, Giovanni",886710098X,9788867100989,886710098X,0        pp,3.00,1,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sociologia, storia, statistica, biologia, etimologia, antropologia e persino psicodietetica..Tutto questo e forse anche di più in questo saggio di GioSociologia, storia, statistica, biologia, etimologia, antropologia e persino psicodietetica..Tutto questo e forse anche di più in questo saggio di Giovanni Ballarini Professore Emerito di scienze gastronomiche e antropologia alimentare, presso l’Università degli Studi di Parma.La brillante e brevissima introduzione di Massimo Monatanari centra perfettamente il focus di questo saggio:” Un testo monastico del VI secolo, originario dell’Italia centro-meridionale, chiamato Regola del Maestro perché contiene prescrizioni e consigli attribuiti a un anonimo Magister, fra le varie disposizioni di tipo alimentare ne include una sulle micae panis, le briciole che alla fine di ogni pasto rimangono sulla tavola. I monaci – si raccomanda – le raccolgano con cura, conservandole in un vaso. Ogni settimana, il sabato sera, le mettano in padella con un po’ di uova e farina e ne facciano una piccola torta da mangiare tutti insieme, rendendo grazie a Dio prima dell’ultima coppa di bevanda calda che conclude la giornata.L’immagine delle briciole che si trasformano in torta mi sembra una metafora adatta a introdurre questo libro…”Brevi capitoli, dunque, che come briciole a fine lettura possiamo raccogliere ed unire.Montanari ci affida un compito non facile.La lettura è sicuramente interessante. Molte le informazioni e gli aneddoti curiosi anche se a volte ripetuti.Non facile l'amalgama.Parto dal titolo che sicuramente colpisce ed incuriosisce.Con la definizione di “cucina dei numeri primi” ci si riferisce a qualcosa che, purtroppo, continua a sfuggirmi. Raccontando di come il bollito sia nel tempo decaduto come portata principale (soprattutto per mancanza di carni adatte), Ballarini, spiega di come questo sia legato ai numeri primi (1/2/3/5/7):1-	Il bollito più semplice quello bovino2-	Si aggiunge un osso spugnoso, e una gallina, meglio se vecchia.3-	Può essere l’aggiunta di un cappone o l’accompagnamento di tre salseEcc. ecc…prosegiendo con aggiunte di ingredienti che si collegano ai numeri primi ammantando il bollito di sapori esoterici..mah?!Il saggio consta di sei parti principali.Si comincia con “La forza vitale “ in cui si narra della potenza simbolica nella società altomedievale attribuita alla carne a cui venivano affidate capacità di irradiare forza e virilità e quindi destinata alle caste più elevate.Si prosegue poi con “Il senso della cottura “, “La cucina dei segni “, “La cucina delle parole”, “La cucina dei sensi”, “La ricerca delle origini” per concludere con “Complementi della cucina “.Testo molto slegato se non nel voler ricondurre piatti e nomi ad un’origine.Ciò è interessante come ad esempio quando ci dice che:” Gastronomia un tempo significava regola dello stomaco, ma oggi in modo errato questa parola assume il valore opposto, in quanto sinonimo di una alimentazione raffinata, al tempo stesso eccessiva, se non smodata. In una sana gastronomia, i menù tradizionali di un tempo sono il risultato di una lunga sapienza alimentare, con una composizione quasi sempre ben equilibrata per calorie, proteine e ogni altro componente e rapportati in modo corretto e giusto a stili di vita dove erano necessarie abbondanti calorie.”Decisamente interessante per la riflessione etimologica e storica: come il senso originario delle parole sia cambiato assieme al nostro modo di mangiare.Cosi l’autarchia fascista che voleva reprimere ogni tendenza esterofila il movimento futurista:” rivoluziona il lessico con l’eliminazione delle parole straniere: quisibeve (bar), peralzarsi (dessert), polibibita (cocktail), prestoalsole (pic nic), listavivande (menu) traidue (sandwich).”...more",Notes are private!,1,8,1,"Jan 02, 2024","Jan 06, 2024","Jan 02, 2024",,Paperback,view (with text),/book/show/70719840-la-cucina-dei-numeri-primi-e-le-briciole-di-sapere-diventano-libro
