,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial,"Kafka, Franz",184022097X,9781840220971,184022097X,192        pp,3.96,"325,593","Apr 26, 1925","Oct 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The letter K will always stand for Kafka.I echo the sentiment of a literary scholar in a BBC Documentary where he commented on Kafka’s work -“….it hasThe letter K will always stand for Kafka.I echo the sentiment of a literary scholar in a BBC Documentary where he commented on Kafka’s work -“….it has been the dark radiance of his work…the almost impenetrable purity of the man’s presence that he has made it just that little bit harder for everyone of us to write, even to speak after him.”This book hungrily makes you read its chapters in one go while constantly teasing you to go back and read them all over again; and every time you do that you have excavated one more interpretation of the page read. I’ve made a feeble effort to  this one (anything I write hereon is just an iota of opinion as compared to the colossal body of s, articles, analysis and research done on this seminal work of Kafka). One feels that any amount of ing this multi-layered text is an exercise in productive futility. However….. Joseph K. on his thirtieth birthday finds himself accused of a crime whose details he is not allowed to know or ask. Thus, begins his spinning on a hamster wheel of a useless pursuit to emancipate himself from this quagmire-ish legal system; entailing pointless engagement with the advocate, fellow defendant, middle men, a relative, an artist and so on. ‘…..and sometimes one could not imagine that an average lifetimes experience would be enough to learn how to achieve anything.’The Court Chambers are situated in the attic of an impoverished tenement located in the poorest milieu of the city; this impenetrable and massive legal body well fed on the idea of guilt- with its endless hierarchy, vengeful disposition and its complete lack of understanding of human relationships has fortified itself with severe vigilance where court proceedings are not only kept secret from the public but also from the defendant. Any minor upheaval/chink in the armor of the system is brought back to its general equilibrium with some adjustment in its larger scheme of things that remain unchanged due to its maze like inter-relations. It is a legal system where the final acquittal is just a myth.‘No file gets lost; the court does not forget.’Joseph K’s impulsive rush to bring things to a conclusion leads him to commit a series of faux pas which eventually drag him to his doom. THE TRIAL is an astonishing reflection of any post-war/catastrophe experienced society which has a well guarded system functioning invincibly and unquestionably devoid of any internal mutiny. Any form of rebellion rising is fated to be nipped in its bud; for the system to claim its uncontested supremacy. This book will go in my stack of personal favorites! I will be referencing from this book a lot in future. A superb read!...more",Notes are private!,0,16,1,"Mar 25, 2020","Apr 28, 2020","Mar 25, 2020",,Paperback,view (with text),/book/show/6249109-the-trial
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Babylon Hotel,"Bennett, Arnold",,,014000176X,219        pp,3.48,"1,265",Jan 1902,"May 27, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2020",,Paperback,view,/book/show/1925773.The_Grand_Babylon_Hotel
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cakes and Ale,"Maugham, W. Somerset",0375725024,9780375725029,0375725024,308        pp,3.77,"7,297",1930,"Dec 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2020",,Paperback,view,/book/show/191793.Cakes_and_Ale
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collector,"Fowles, John",,,,283        pp,3.98,"80,005",May 1963,"Oct 21, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2020",,Paperback,view,/book/show/243705.The_Collector
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Down Motel,"St. James, Simone*",0440000173,9780440000174,0440000173,327        pp,4.02,"149,216","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2020",,Hardcover,view,/book/show/45885644-the-sun-down-motel
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Meat Loves Salt,"McCann, Maria",0007118813,9780007118816,0007118813,531        pp,3.91,"5,723","Jan 01, 2001","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2020",,Paperback,view,/book/show/1444944.As_Meat_Loves_Salt
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,304","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2020",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mirror & the Light        (Thomas Cromwell, #3)","Mantel, Hilary",0805096604,9780805096606,0805096604,757        pp,4.39,"39,083","Mar 05, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2020",,Hardcover,view,/book/show/45992717-the-mirror-the-light
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Lamb and Grey Falcon,"West, Rebecca",014310490X,9780143104902,014310490X,"1,181        pp",4.21,"2,453",1941,"Jan 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2020",,Paperback,view,/book/show/12880.Black_Lamb_and_Grey_Falcon
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of the Soldier,"West, Rebecca",0812971221,9780812971224,0812971221,112        pp,3.69,"8,221",1918,"Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2020",,Paperback,view,/book/show/160010.The_Return_of_the_Soldier
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",0316486647,9780316486644,0316486647,480        pp,4.41,"96,888","Oct 15, 2019","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2023","Dec 26, 2023","Mar 11, 2020",,Paperback,view,/book/show/52588603-catch-and-kill
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",0141032944,9780141032948,0141032944,150        pp,4.32,"156,528","Jan 01, 1956","Aug 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s strange how the drilling of conventional dictum and norms become a part of our collective subconscious; and as individuals we inherently come to It’s strange how the drilling of conventional dictum and norms become a part of our collective subconscious; and as individuals we inherently come to endorse this conventionality that instruct us with a manual on whom to love and how much to love….. However, the novel intends ‘to stir’ the cauldron of innate human desires while un-anchoring the moored world.David, Baldwin’s protagonist camouflages his latent desires by maintaining a façade of a straight guy with a fiancée on a well charted road to nuptials and fathering children.‘I had decided to allow no room in the universe for something which shamed or frighten me.’David’s straight-jacketed course of life meanders in a different alley when he engages in a passionate relationship with a young barman, Giovanni, while Hella, his fiancée is off to her sojourn in Spain. David’s closeted life fans out to its fullest in Giovanni’s cubby hole of a room- ‘Life in that room seemed to be occurring under water and it is certain that I underwent a sea-change there.’ David’s reluctance to come to terms with his sexual orientation renders Giovanni broken beyond repair. (Would refrain from disclosing Giovanni’s aftermath)Baldwin also bites unsparingly at the privileged American gaze of indifference when travelling abroad- ‘beneath these faces, these clothes, accents, rudeness was power and sorrow, both unadmitted, unrealized, the power of inventors and the sorrow of the disconnected’. He also takes an acerbic dig at the uniform-assembly line-department store purchased luggage-life-like presence of Americans when abroad vis-a-vis the extremely emotive/dramatic European demeanor.Paris as a backdrop with its poverty juxtaposed in such a hand-in-glove with its grandeur of the vintage world; highlights this tragic tale of passion and aids the narrative with the apt hues of love-lost, melancholy and despair.This one tugs at the heartstrings!...more",Notes are private!,0,4,1,"Mar 26, 2020",Apr 2020,"Mar 10, 2020",,Mass Market Paperback,view (with text),/book/show/828503.Giovanni_s_Room
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Maggot,"Fowles, John",0330295667,9780330295666,B001KT78HI,464        pp,3.58,"3,345",1985,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2020",,Paperback,view,/book/show/2461087.A_Maggot
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Tales,"Poe, Edgar Allan",0140621164,9780140621167,0140621164,406        pp,4.18,"6,853",unknown,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2020",,Mass Market Paperback,view,/book/show/71014.Selected_Tales
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winesburg, Ohio","Anderson, Sherwood",0140186557,9780140186550,0140186557,256        pp,3.84,"34,721","May 08, 1919","Sep 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2020",,Paperback,view,/book/show/470727.Winesburg_Ohio
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devils,"Dostoevsky, Fyodor",0199540497,9780199540495,0199540497,769        pp,4.30,"52,037",1872,"Jul 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2020",,Paperback,view,/book/show/3090348-devils
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",,,,106        pp,3.88,"2,546,547","Feb 25, 1937","Sep 07, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 27, 2020",,Paperback,view,/book/show/36328397-of-mice-and-men
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,"Kantor, Jodi",0525560343,9780525560340,0525560343,310        pp,4.35,"40,080","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2020",,Hardcover,view,/book/show/44767249-she-said
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Help,"Moore, Lorrie",0307277291,9780307277299,0307277291,163        pp,4.14,"13,983",unknown,"Mar 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2020",,Paperback,view,/book/show/90872.Self_Help
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of America: Stories,"Moore, Lorrie",0312241224,9780312241223,0312241224,308        pp,4.10,"15,719",1998,"Sep 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2020",,Paperback,view,/book/show/19631.Birds_of_America
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Youth,"Coetzee, J.M.",0142002003,9780142002001,0142002003,176        pp,3.78,"7,694",2002,"Oct 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2020",,Paperback,view,/book/show/6200.Youth
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whole Woman,"Greer, Germaine",1862300577,9781862300576,B002J373SI,452        pp,3.75,"1,005","Jan 01, 1999","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2020",,Paperback,view,/book/show/822860.The_Whole_Woman
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I Was a Child I Read Books,"Robinson, Marilynne",0374298785,9780374298784,0374298785,224        pp,3.88,"2,716","Mar 13, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Hardcover,view,/book/show/12095063-when-i-was-a-child-i-read-books
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Very Nice,"Dermansky, Marcy*",0525655638,9780525655633,0525655638,290        pp,3.24,"6,966","Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Hardcover,view,/book/show/42359582-very-nice
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,French Lover,"Nasrin, Taslima",0143028103,9780143028109,0143028103,293        pp,3.07,758,"Jan 01, 2001",2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 05, 2020",,Paperback,view,/book/show/336324.French_Lover
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris Trout,"Dexter, Pete",1417703083,9781417703081,1417703083,306        pp,3.88,"6,853",1988,"Aug 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Of the times when men-were-men, when power spoke from the barrel of the gun, when the real-rules were the ones which were negotiated outside the courtOf the times when men-were-men, when power spoke from the barrel of the gun, when the real-rules were the ones which were negotiated outside the courthouses-where money-changed-hands…The novel depicts the deep Southern-American town of Georgia, Cotton Point with an eerie undertone of gun-slinging machismo in its milieu- where it was believed that if somebody got shot- ‘they shot themselves’.Paris Trout, a relentless business man (the kind-who still possessed the ‘first nickel’ he made), a lender of money to the poor colored folks, a man who’d go to unthinkable lengths to recover the money owed…Trout is found guilty of killing a fifteen year old colored girl but bribes his way out; as he knew about all the ‘soft places in the law’.‘Even if we’re all on the same road, Paris Trout doesn’t have any brakes.’The book is a smorgasbord of the times when a middle aged white man still felt that he was entitled to bestow atrocities on the ones (who he felt) asked-for-it. It is a crime thriller, so to write about it any further will be like dimming the light of its chilling and brilliant narrative.Pete Dexter writes like the eye of the ‘four-cornered’ omniscient force....more",Notes are private!,0,5,1,"Mar 17, 2020","Mar 25, 2020","Feb 01, 2020",,Library Binding,view (with text),/book/show/2890425-paris-trout
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reluctant Fundamentalist,"Hamid, Mohsin",,,B004IPPINW,228        pp,3.73,"77,956","Apr 03, 2007","Apr 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 30, 2020",,Kindle Edition,view,/book/show/40961543-the-reluctant-fundamentalist
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",1447268970,9781447268970,1447268970,339        pp,4.07,"517,892","Aug 26, 2014","Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2020",,Paperback,view,/book/show/23593321-station-eleven
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Bondage and My Freedom,"Douglass, Frederick",0140439188,9780140439182,0140439188,432        pp,4.38,"11,812",1855,"Feb 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2020",,Paperback,view,/book/show/771085.My_Bondage_and_My_Freedom
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire Next Time,"Baldwin, James",067974472X,9780679744726,067974472X,106        pp,4.54,"100,397","Jan 31, 1963","Feb 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Paperback,view,/book/show/464260.The_Fire_Next_Time
