,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian Rosenblat's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lean In: Women, Work, and the Will to Lead","Sandberg, Sheryl",0385349947,9780385349949,0385349947,217        pp,3.95,"259,450","Jul 07, 2013","Mar 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 28, 2013","May 03, 2013",,Hardcover,view,/book/show/16071764-lean-in
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Makers: The New Industrial Revolution,"Anderson, Chris*",0307720950,9780307720955,0307720950,272        pp,3.89,"3,953",2012,"Oct 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"abandoned this one a while ago. not that it wasn't interesting- it was. some very impressive stuff happening around this. makes you realize how manufaabandoned this one a while ago. not that it wasn't interesting- it was. some very impressive stuff happening around this. makes you realize how manufacturing is ripe for disruption. just got very busy in Jan 2013 :) - and never seemed worth my time to finish.now i'm getting unbusy enough to write a , but don't feel like picking back up....more",Notes are private!,0,0,1,not set,"Dec 28, 2012","Apr 30, 2013",,Hardcover,view (with text),/book/show/13414678-makers
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fooling Some of the People All of the Time, A Long Short (and Now Complete) Story, Updated with New Epilogue","Einhorn, David",0470481544,9780470481547,0470481544,448        pp,4.01,"3,953","May 27, 2007","Dec 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2013",,Paperback,view,/book/show/7663760-fooling-some-of-the-people-all-of-the-time-a-long-short-and-now-comple
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Founders at Work: Stories of Startups' Early Days,"Livingston, Jessica",1590597141,9781590597149,1590597141,456        pp,3.99,"30,122",2001,"Jan 26, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2013",,Hardcover,view,/book/show/98233.Founders_at_Work
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agile Software Development with Scrum,"Schwaber, Ken",0130676349,9780130676344,0130676349,176        pp,3.81,950,2001,"Oct 11, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good book on formal Scrum - nice refresher on the ""how"" and ""why"" behind Scrum methodology. Would be lying if I said I didn't skim some of it. After aGood book on formal Scrum - nice refresher on the ""how"" and ""why"" behind Scrum methodology. Would be lying if I said I didn't skim some of it. After a few ""case studies"" around what's wrong with traditional waterfall methodologies, you get the point. I'm guessing these parts were more interesting when the book initially came out and the whole concept of Scrum was a bit more revolutionary. It's been 12 years since the publish date- which is a long time in technology. (For example, they strongly recommend 30 day release cycles- which seems very slow in today's consumer internet world.) A lot of these practices have become much more commonplace since this came out- which I guess is a credit to the authors. But it might be nice if they came out with an updated version.With all that said- a lot of good concepts and refreshers in here. Hope to incorporate some of this into our process at GR!...more",Notes are private!,0,2,1,"Apr 19, 2013","Apr 24, 2013","Apr 03, 2013",,Paperback,view (with text),/book/show/349419.Agile_Software_Development_with_Scrum
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""I Can't,"" Said the Ant","Cameron, Polly",1590020499,9781590020494,B01FEKHHOM,44        pp,4.12,767,"Jan 01, 1961","Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 03, 2013",,Paperback,view,/book/show/2266474._I_Can_t_Said_the_Ant
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giraffes Can't Dance,"Andreae, Giles",0439287197,9780439287197,0439287197,32        pp,4.32,"31,238","Mar 01, 2012","Sep 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 03, 2013",,Hardcover,view,/book/show/765148.Giraffes_Can_t_Dance
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,880","Aug 06, 1996",Aug 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2013",,Mass Market Paperback,view,/book/show/13496.A_Game_of_Thrones
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"For the Sins of My Father: A Mafia Killer, His Son, and the Legacy of a Mob Life","Demeo, Albert",0767906896,9780767906890,0767906896,288        pp,4.10,"1,544","Aug 20, 2002","Sep 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2013",,Paperback,view,/book/show/22239.For_the_Sins_of_My_Father
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baby 411: Clear Answers & Smart Advice for Your Baby's First Year,"Fields, Denise",1889392200,9781889392202,1889392200,512        pp,4.28,"2,675",2004,"Oct 10, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"super helpful the first time around. not so fluffy like some fo the other books in this genre. more like a FAQ for how to take care of a baby- which isuper helpful the first time around. not so fluffy like some fo the other books in this genre. more like a FAQ for how to take care of a baby- which is exactly my speed.this time around, didn't quite finish re-reading it. much more helpful the first time. 2nd time parent means fewer questions. more than advice i this time i could use sleep....but would recommend to any first time parent! ...more",Notes are private!,0,2,1,"Dec 28, 2012","Feb 08, 2013","Dec 28, 2012",,Paperback,view (with text),/book/show/132903.Baby_411
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","Heilemann, John",0061733636,9780061733635,0061733636,448        pp,4.13,"22,339","Jan 11, 2010","Jan 11, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2012",,Hardcover,view,/book/show/6694937-game-change
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player One        (Ready Player One, #1)","Cline, Ernest*",030788743X,9780307887436,030788743X,374        pp,4.23,"1,167,624","Aug 16, 2011","Aug 16, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.0) late to the party here, but this was a fun read. some of the references really took me back. particularly the video games... made me want to fin(4.0) late to the party here, but this was a fun read. some of the references really took me back. particularly the video games... made me want to find my old atari and see if it works....more",Notes are private!,0,6,1,not set,Nov 2021,"Nov 10, 2012",,Hardcover,view (with text),/book/show/9969571-ready-player-one
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams from My Father: A Story of Race and Inheritance,"Obama, Barack*",1921351438,9781921351433,1921351438,453        pp,3.93,"225,131",Jul 1995,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2008,"Nov 04, 2012",,Paperback,view,/book/show/88061.Dreams_from_My_Father
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,801",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2012",,Paperback,view,/book/show/49628.Cloud_Atlas
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Team of Rivals: The Political Genius of Abraham Lincoln,"Goodwin, Doris Kearns",0684824906,9780684824901,0684824906,916        pp,4.28,"186,414","Oct 25, 2005",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2012",,Hardcover,view,/book/show/414879.Team_of_Rivals
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,"Silver, Nate",159420411X,9781594204111,159420411X,544        pp,3.97,"50,035","Sep 27, 2012","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Hardcover,view,/book/show/13588394-the-signal-and-the-noise
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Penumbra's 24-Hour Bookstore        (Mr. Penumbra's 24-Hour Bookstore, #1)","Sloan, Robin*",0374214913,9780374214913,0374214913,288        pp,3.73,"206,119","Sep 26, 2012","Oct 02, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2012","Dec 30, 2012","Oct 20, 2012",,Hardcover,view,/book/show/13538873-mr-penumbra-s-24-hour-bookstore
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Den of Thieves,"Stewart, James B.",067179227X,9780671792275,067179227X,587        pp,4.15,"13,859","Oct 15, 1991","Sep 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2012",,Paperback,view,/book/show/1972.Den_of_Thieves
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,902","Jul 31, 2003","May 18, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2012",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,344","Jan 01, 1959","Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow - how to describe ""In Cold Blood""... Amazing. Disturbing. Thought-provoking. Creepy.Darker than the type of book I typically pick up - I read on aWow - how to describe ""In Cold Blood""... Amazing. Disturbing. Thought-provoking. Creepy.Darker than the type of book I typically pick up - I read on account of the GR book club. The writing style is incredibly detailed and real - but the character development is what sets the book apart. The book is Truman Capote's journalistic account of a real 1959 quadruple murder of a Kansas farmer and his family. It retells the accounts of the victims, their neighbors, the investigators, and the murderers. He spends an extraordinary amount of time digging into they psyches of all the people involved.What's creepy about the book is the extent to which you become familiar with the backgrounds, histories, relationships, and motivations of the perpetrators. His descriptions are so real that you start to feel as if you know them. Any book that brings you that close to the minds and thought processes of cold blooded killers is bound to make you think.Have to give it 5-stars. But wouldn't recommend as a light read....more",Notes are private!,0,0,1,"Sep 28, 2012","Oct 26, 2012","Sep 27, 2012",,Paperback,view (with text),/book/show/168642.In_Cold_Blood
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Anton: A Memoir,"Rushdie, Salman",0812992784,9780812992786,0812992784,636        pp,3.63,"8,953",2012,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2012",,Hardcover,view,/book/show/13532186-joseph-anton
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conspiracy of Fools,"Eichenwald, Kurt*",0767911784,9780767911788,0767911784,768        pp,4.19,"6,354","Mar 14, 2005","Mar 14, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2012",,Hardcover,view,/book/show/1172661.Conspiracy_of_Fools
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year Zero,"Reid, Rob*",0345534417,9780345534415,0345534417,364        pp,3.61,"13,425","Jul 01, 2012","Jul 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2012",,Hardcover,view,/book/show/12953520-year-zero
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,"Venkatesh, Sudhir",1594201501,9781594201509,1594201501,302        pp,4.07,"24,167",2008,"Jan 10, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 10, 2012","Sep 28, 2012","Sep 10, 2012",,Hardcover,view,/book/show/1491906.Gang_Leader_for_a_Day
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"And the Band Played On: Politics, People, and the AIDS Epidemic","Shilts, Randy",0312241356,9780312241353,0312241356,660        pp,4.38,"27,678","Nov 01, 1987","Apr 09, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2012,"Nov 29, 2012","Sep 09, 2012",,Paperback,view,/book/show/28212.And_the_Band_Played_On
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Crash 1929,"Galbraith, John Kenneth",0395859999,9780395859995,0395859999,206        pp,3.92,"5,684",1954,"Apr 28, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 30, 2012",,Paperback,view,/book/show/41591.The_Great_Crash_1929
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,724","Aug 24, 2010","Aug 24, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2012","Jul 21, 2012","Jul 17, 2012",,Hardcover,view,/book/show/7260188-mockingjay
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happy Lion,"Fatio, Louise",0375827595,9780375827594,0375827595,40        pp,4.03,592,1954,"Feb 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,enjoyed reading this to my daughter. a classic. only thing i would change is the premise - not sure that I agree that the lion is so happy because he'enjoyed reading this to my daughter. a classic. only thing i would change is the premise - not sure that I agree that the lion is so happy because he's in a nice French zoo instead of the wilds of an African savannah. But I suppose it's a bit dated....more,Notes are private!,0,3,1,not set,not set,"Jul 02, 2012",,Hardcover,view (with text),/book/show/682767.The_Happy_Lion
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delivering Happiness: A Path to Profits, Passion, and Purpose","Hsieh, Tony",0446563048,9780446563048,0446563048,246        pp,4.03,"74,405","Jan 01, 2010","Jun 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2012",,Hardcover,view,/book/show/6828896-delivering-happiness
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boomerang: Travels in the New Third World,"Lewis, Michael",0393081818,9780393081817,0393081818,213        pp,3.90,"45,634","Oct 03, 2011","Oct 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2012",,Hardcover,view,/book/show/9534444-boomerang
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,600","Sep 01, 2009","Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2012","Jul 04, 2012","Jun 25, 2012",,Hardcover,view,/book/show/6148028-catching-fire
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lean Startup,"Ries, Eric*",0307887898,9780307887894,B007YXSYTK,299        pp,4.11,"326,537","Jan 01, 2011","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2012",,Board Book,view,/book/show/10127019-the-lean-startup
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Congo,"Crichton, Michael",0060541830,9780060541835,0060541830,480        pp,3.62,"171,136",1980,"Oct 28, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2012",,Mass Market Paperback,view,/book/show/7672.Congo
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sphere,"Crichton, Michael",,,,371        pp,3.83,"185,894",1987,"Jun 23, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2012",,Paperback,view,/book/show/455373.Sphere
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Andromeda Strain        (Andromeda, #1)","Crichton, Michael",0060541814,9780060541811,0060541814,327        pp,3.91,"255,752","Sep 01, 1969","Oct 28, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2012",,Mass Market Paperback,view,/book/show/7670.The_Andromeda_Strain
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jurassic Park        (Jurassic Park, #1)","Crichton, Michael",,,,466        pp,4.10,"958,414","Nov 07, 1990","May 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 31, 2014not set","May 31, 2014Jan 1992","Jun 11, 2012",,Kindle Edition,view,/book/show/18112981-jurassic-park
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Firm,"Grisham, John*",0582418275,9780582418271,0582418275,76        pp,4.06,"624,437",Feb 1991,"Feb 15, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2012",,Paperback,view,/book/show/5358.The_Firm
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prey,"Crichton, Michael",0061015725,9780061015724,0061015725,507        pp,3.78,"177,333","Nov 25, 2002",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2012",,Paperback,view,/book/show/83763.Prey
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,832","Sep 14, 2008","Oct 14, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Entertaining book - goes fast and hard to put down. At some points it felt like I was reading a movie, so easy to see why they made it into one. ProbaEntertaining book - goes fast and hard to put down. At some points it felt like I was reading a movie, so easy to see why they made it into one. Probably could have developed the Panem backstory a little bit more (maybe that comes in the next books?) But I enjoyed the depth the author put into the character relationships and some of the plot twists- although some of the major shifts weren’t entirely unpredictable. (view spoiler)[Things I particularly enjoyed: the character development and the ways tributes struggled with relationships in games while they knew there could only be a single victor. I also enjoyed some of the clever ways the main characters survived using cunning and skills to outsmart and outmaneuver competitors. Things that annoyed me: The sponsor and gamemaker interference in the games bothered me. It was much more interesting for the characters use their own smarts and abilities to outmaneuver their competitors. Things like fireballs out of nowhere seemed arbitrary. The sponsor gifts from the sky with magical healing medicines seemed like copouts for smarter storylines. I also think it would have been much more interesting for Katniss and Peeta form a more emotionally complex alliance in the games while thinking there could only be one victor. Instead, I thought the unrealistic ""rule change"" made it a lot simpler for the author to let them ally and evolve their relationship. Instead I would have liked for the alliance to form based on a sense of mutual defiance and deeper sense of love/respect for each other.Also, I thought the tribute mutant dogs at the end was just kind of goofy. (hide spoiler)]I want to try book 2. Although, at the end of book 1, I wasn't left entirely wanting more. So curious to see how far I’ll make it through the trilogy....more",Notes are private!,0,2,1,"Jun 09, 2012","Jun 22, 2012","Jun 09, 2012",,Hardcover,view (with text),/book/show/2767052-the-hunger-games
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters Brothers,"deWitt, Patrick",0062041266,9780062041265,0062041266,328        pp,3.85,"97,277","Apr 26, 2011","Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2012","Aug 18, 2012","Jun 07, 2012",,Hardcover,view,/book/show/9850443-the-sisters-brothers
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,"Engelbreit, Mary",0060081716,9780060081713,0060081716,128        pp,4.39,699,"Sep 01, 2005","Sep 20, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Hardcover,view,/book/show/36665.Mary_Engelbreit_s_Mother_Goose
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces,"Toole, John Kennedy",0802130208,9780802130204,0802130208,394        pp,3.89,"275,443","May 01, 1980",Jan 1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/310612.A_Confederacy_of_Dunces
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess of the D’Urbervilles,"Hardy, Thomas",,,,518        pp,3.83,"283,557",1891,"Jan 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/32261.Tess_of_the_D_Urbervilles
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Copperfield,"Dickens, Charles",,,,882        pp,4.03,"238,609",Nov 1850,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/58696.David_Copperfield
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0552135399,9780552135399,0552135399,637        pp,4.24,"320,907","Mar 28, 1989",1990,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/4473.A_Prayer_for_Owen_Meany
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oliver Twist,"Dickens, Charles",,,,608        pp,3.88,"388,671",1838,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/18254.Oliver_Twist
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0141439564,9780141439563,0141439564,512        pp,3.79,"802,594","Dec 01, 1860","Dec 31, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/2619.Great_Expectations
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",1580495753,9781580495752,1580495753,80        pp,3.43,"513,034",1899,"Aug 30, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/4902.Heart_of_Darkness
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,338",1932,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/5129.Brave_New_World
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,632","Apr 10, 1925",1925,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/4671.The_Great_Gatsby
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",3125738040,9783125738041,3125738040,190        pp,3.69,"2,904,162","Sep 17, 1954",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Mass Market Paperback,view,/book/show/1167532.Lord_of_the_Flies
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale of Two Cities,"Dickens, Charles",0141439602,9780141439600,0141439602,489        pp,3.87,"947,128","Nov 26, 1859",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/1953.A_Tale_of_Two_Cities
