,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
909,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King Lear,"Shakespeare, William",,,,338        pp,3.91,"218,860",1605,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Mass Market Paperback,view,/book/show/12938.King_Lear
910,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giver        (The Giver, #1)","Lowry, Lois*",,,,179        pp,4.12,"2,478,401","Apr 26, 1993","Aug 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Mass Market Paperback,view,/book/show/228303.The_Giver
911,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",0553274503,9780553274509,0553274503,216        pp,4.21,"671,466",Apr 1966,Jul 1975,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Mass Market Paperback,view,/book/show/402059.Flowers_for_Algernon
912,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,090","Jan 01, 1993","Jan 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Paperback,view,/book/show/5197.A_Lesson_Before_Dying
913,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (A Wrinkle in Time Quintet, #1)","L'Engle, Madeleine",0440498058,9780440498056,0440498058,211        pp,3.98,"1,202,334",1962,Apr 1973,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before I picked up this book I could have sworn I read it as a child, but in reading it now I realize I never read it when I was young. And boy I wishBefore I picked up this book I could have sworn I read it as a child, but in reading it now I realize I never read it when I was young. And boy I wish I had, as I think having an awkward, brace-faced bad-haired teenage protagonist would have been something I could have related to. ;) I really enjoyed reading “A Wrinkle in Time” and I thought it straddled two very interesting and somewhat opposing worlds – that of theology and science. It struck me as a book by/for liberal Christians who believe in science but also in a higher power (no creationists here). It should make for a good book club discussion....more",Notes are private!,0,1,1,"Jan 28, 2013","Feb 12, 2013","Aug 28, 2007",,Paperback,view (with text),/book/show/18131.A_Wrinkle_in_Time
914,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blowing My Cover: My Life as a CIA Spy,"Moran, Lindsay",0425205622,9780425205624,0425205622,295        pp,3.34,"2,315",2004,"Nov 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Paperback,view,/book/show/212443.Blowing_My_Cover
915,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess Bride,"Goldman, William",0345348036,9780345348036,0345348036,398        pp,4.27,"899,582","Sep 01, 1973","Mar 12, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Mass Market Paperback,view,/book/show/313378.The_Princess_Bride
916,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eyes of the Dragon,"King, Stephen*",,,,427        pp,3.94,"129,259","Feb 02, 1987","May 13, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Paperback,view,/book/show/10611.The_Eyes_of_the_Dragon
917,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moloka'i        (Moloka'i, #1)","Brennert, Alan*",0312304358,9780312304355,0312304358,405        pp,4.19,"130,503","Oct 21, 2003","Oct 04, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Paperback,view,/book/show/3273.Moloka_i
918,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,707,861","Jul 21, 2007","Jul 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I haven't been on goodreads in weeks because I didn't want to read everyone's s of this book, which I just finished yesterday. Thank you for notI haven't been on goodreads in weeks because I didn't want to read everyone's s of this book, which I just finished yesterday. Thank you for not torturing me guys. Go Harry Go....more",Notes are private!,0,0,1,not set,Aug 2007,"Aug 28, 2007",,Hardcover,view (with text),/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
919,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death on the Nile        (Hercule Poirot, #18)","Christie, Agatha",,,0553119222,352        pp,4.12,"259,199","Nov 01, 1937",1978,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Paperback,view,/book/show/131359.Death_on_the_Nile
920,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder on the Orient Express,"Christie, Agatha",,,,198        pp,4.20,"622,182","Jan 01, 1934",Nov 1974,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read it entirely on a train ride in Europe...kind of strange. The ending was sort of unsatisfying, but it was well-written and well-paced.",Notes are private!,0,0,1,not set,not set,"Aug 28, 2007",,Mass Market Paperback,view (with text),/book/show/502989.Murder_on_the_Orient_Express
921,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corelli’s Mandolin,"de Bernières, Louis",067976397X,9780679763970,067976397X,437        pp,4.02,"86,746",1994,"Aug 29, 1995",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first time I've ever given a book one star...I actually feel sort of bad doing it. Despite it being well-written, it's pacing was terribleThis is the first time I've ever given a book one star...I actually feel sort of bad doing it. Despite it being well-written, it's pacing was terrible, and I really had to fight to get through it. And then the ending -- oh the ending. After trudging through nearly 600 pages, the ending was about the most unsatisying I have ever read. I literally threw the book against the wall when I was done. And some idiot decided to make a movie out of it, with Nic Cage as Corelli? I can only imagine how awful it must have been....more",Notes are private!,0,55,1,not set,not set,"Aug 28, 2007",,Paperback,view (with text),/book/show/3388.Corelli_s_Mandolin
922,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Child,"Donohue, Keith*",0385516169,9780385516167,0385516169,327        pp,3.73,"11,496","May 09, 2006","May 09, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe it's because Newsweek made this out to be the best fantasy novel since ""The Lord of the Rings"" trilogy that I was so utterly disappointed by thiMaybe it's because Newsweek made this out to be the best fantasy novel since ""The Lord of the Rings"" trilogy that I was so utterly disappointed by this book. It was just so mediocre. I didn't feel engaged with any of the characters, and frankly, I didn't feel like it was written all that well. It wasn't written poorly, but it just sort of disappeared a minute after you read it. ...more",Notes are private!,0,0,1,not set,"Aug 30, 2007","Jul 07, 2007",,Hardcover,view (with text),/book/show/38657.The_Stolen_Child
923,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City of Falling Angels,"Berendt, John",0143036939,9780143036937,0143036939,414        pp,3.55,"16,529","Sep 30, 2005","Sep 26, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed ""Midnight in the Garden of Good and Evil,"" so I was excited when this came out. As I read it, I realized Berendt was trying to capitaI really enjoyed ""Midnight in the Garden of Good and Evil,"" so I was excited when this came out. As I read it, I realized Berendt was trying to capitalize on the once-in-a-lifetime success he had with MGGE and its natural cast of eccentric characters, and try to do the same thing in Venice. It just doesn't work. The people there aren't nearly as crazy, and while the story is quaint, it's just so mediocre. And I even bought the damn book in hardcover. Sigh....more",Notes are private!,0,0,1,not set,not set,"Jul 04, 2007",,Paperback,view (with text),/book/show/12786.The_City_of_Falling_Angels
924,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",037576030X,9780375760303,037576030X,"1,462        pp",4.30,"913,633","Aug 28, 1844","Jun 11, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I could not put this book down -- and it's pretty big! It's just one of the all-time classic swashbuckling adventure stories. I've never read anythingI could not put this book down -- and it's pretty big! It's just one of the all-time classic swashbuckling adventure stories. I've never read anything else by Dumas, but if this isn't his best, his others must be pretty incredible. ...more",Notes are private!,0,1,1,not set,Jan 2004,"Jul 04, 2007",,Paperback,view (with text),/book/show/7131.The_Count_of_Monte_Cristo
925,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Egyptologist,"Phillips, Arthur*",0812972597,9780812972597,0812972597,396        pp,3.27,"4,009","Sep 23, 2004","May 24, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another book that held so much promise, and ended up being entirely mediocre. The premise is great, but the execution stunk. It was boring, plain and Another book that held so much promise, and ended up being entirely mediocre. The premise is great, but the execution stunk. It was boring, plain and simple. And when I finally got to the end, I was completely unsatisfied. His prose, story structure, and writing style are interesting though, so he gets points for that....more",Notes are private!,0,0,1,not set,Jan 2005,"Jul 04, 2007",,Paperback,view (with text),/book/show/212474.The_Egyptologist
926,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,,216        pp,4.11,"252,657","Jun 01, 1970","Sep 06, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2007",,Paperback,view,/book/show/11337.The_Bluest_Eye
927,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sula,"Morrison, Toni",0452283868,9780452283862,0452283868,174        pp,4.03,"98,805",1973,"Apr 05, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2007",,Paperback,view,/book/show/11346.Sula
928,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",0140185216,9780140185218,0140185216,310        pp,3.61,"411,207","Sep 05, 1957","Jan 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2007",,Paperback,view,/book/show/315233.On_the_Road
929,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Halloween Tree,"Bradbury, Ray",0375803017,9780375803017,0375803017,145        pp,3.78,"31,879",1972,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book as a kid and it quickly became one of my all-time favorites. History, time-travel, a group of friends willing to sacrifice anything fI read this book as a kid and it quickly became one of my all-time favorites. History, time-travel, a group of friends willing to sacrifice anything for one of their friends -- what's not to love?...more",Notes are private!,0,0,1,"Oct 19, 2012","Oct 24, 2012","Jul 03, 2007",,Paperback,view (with text),/book/show/761381.The_Halloween_Tree
930,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Wicked This Way Comes,"Bradbury, Ray",0380729407,9780380729401,0380729407,293        pp,3.91,"133,005","Sep 17, 1962","Mar 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2007",,Mass Market Paperback,view,/book/show/248596.Something_Wicked_This_Way_Comes
931,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,361","Sep 16, 1987","Jun 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first read “Beloved” when I was 16, and to read it now, nearly twice as old, I found it even more devastating. It’s the sort of book that every AmerI first read “Beloved” when I was 16, and to read it now, nearly twice as old, I found it even more devastating. It’s the sort of book that every American should be required to read, but it’s a book you’ll probably not want to read again. The prose is gorgeous – there’s no question that Morrison is an outstanding writer – but I almost got desensitized to the horrors over time. The story wears you down, which I feel terrible even saying because all I had to do was read about the horrors, not actually live them. I was surprised by how much of the book I had forgotten…all the more surprising because there will be moments from that book that I will never get out of my head. A bit like Saramago’s “Blindness.” I’ve read four books by Morrison, and while “Beloved” is easily her most famous, I still think “Song of Solomon” is her best....more",Notes are private!,0,1,1,not set,not set,"Jul 01, 2007",,Paperback,view (with text),/book/show/6149.Beloved
932,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",,,,109        pp,3.84,"201,615","Apr 01, 1952",2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 01, 2007",,Paperback,view,/book/show/17716.Waiting_for_Godot
933,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in the Garden of Good and Evil,"Berendt, John",0679762833,9780679762836,0679762833,576        pp,3.92,"270,278","Jan 13, 1994","May 10, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 01, 2007",,Paperback,view,/book/show/988357.Midnight_in_the_Garden_of_Good_and_Evil
934,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fried Green Tomatoes at the Whistle Stop Cafe,"Flagg, Fannie",0804115613,9780804115612,0804115613,402        pp,4.28,"306,604",1987,"Oct 31, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 01, 2007",,Mass Market Paperback,view,/book/show/534606.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
935,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water for Elephants,"Gruen, Sara*",1565125606,9781565125605,1565125606,368        pp,4.11,"1,615,222","May 22, 2006","Apr 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2007,"Jun 30, 2007",,Paperback,view,/book/show/43641.Water_for_Elephants
936,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Viorst, Judith",0689711735,9780689711732,0689711735,32        pp,4.24,"184,626",1972,"Jul 15, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2007",,Paperback,view,/book/show/46677.Alexander_and_the_Terrible_Horrible_No_Good_Very_Bad_Day
937,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,480",Aug 1911,"Sep 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This has always been one of my favorite childhood stories. Reading it as an adult, I almost loved it more. It made me realize how much this book shapeThis has always been one of my favorite childhood stories. Reading it as an adult, I almost loved it more. It made me realize how much this book shaped a part of who I am. Growing up, I lived in a house that was on a canyon at the end of the cul-de-sac. You could walk along the canyon’s edge just beyond our house, and there was a small, U-shaped inlet that was full of wild native plants. Pretty much from the first day we moved into that house this little inlet (completely hidden by the hedge on our property line) became my ‘secret garden.’ One of the nicest things my Dad did for me as a child was that he cut a hole in his hedge so that I would have my own private entry into the garden (grown-ups could just use the walking path). I had smaller versions of gardening tools, and I cultivated my own little garden of wildflowers. I kept thinking about this as I reread the book, and thought of the other message that I didn’t necessarily pick up as a child: the message that being active and out of doors is necessary for a child to be healthy and thrive. Basic and obvious, yes, but that message stuck with me more as an adult, as so many of our friends start families and we start thinking about having our own one day. I started thinking about how kids today don’t spend as much time outdoors (I don’t blame them, per se, there are a lot of reasons). And I hoped they would find the magic in the book (and the surprising complex character development) that I found I loved even more as an adult. On the day I finished the book, I had just come in from spending three hours in the backyard of our (new to us) fixer-upper home. I had been pruning our beautiful, mature orange tree that was overhanging onto the neighbor’s yard (and pushing on the back fence to the point that I thought it might break it), as well as pruning our lemon tree, both of which had been neglected for years. It was difficult work – sawing the limbs off with one hand, holding the limb in the other hand so that it didn’t drop in the neighbor’s yard when sawed, only then to have to pull the heavy, fruit-laden branches back over the fence onto our side of the yard. But it felt so good do it, even though I was getting scratched by branches and covered in dust and dirt and insects. I stood on our back porch when it was all done and could see how much better our yard looks. It was so nice to see the results of hard work tangible in front of you. And I thought of the book and hoped that I could instill this same love into our kids some day. ...more",Notes are private!,0,2,1,not set,not set,"Jun 30, 2007",,Hardcover,view (with text),/book/show/2998.The_Secret_Garden
938,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giving Tree,"Silverstein, Shel",0060256656,9780060256654,,64        pp,4.38,"1,126,601",1964,"Oct 07, 1964",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2007",,Hardcover,view,/book/show/370493.The_Giving_Tree
939,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",0393927547,9780393927542,0393927547,544        pp,4.12,"1,534,841",Jun 1890,"Aug 29, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2007",,Paperback,view,/book/show/9124.The_Picture_of_Dorian_Gray
940,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Company of Cheerful Ladies        (No. 1 Ladies' Detective Agency, #6)","McCall Smith, Alexander*",0375422714,9780375422713,0375422714,233        pp,4.09,"29,530",2004,"Apr 19, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Hardcover,view,/book/show/7053.In_the_Company_of_Cheerful_Ladies
941,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Full Cupboard of Life        (No. 1 Ladies' Detective Agency, #5)","McCall Smith, Alexander*",1400031818,9781400031818,1400031818,198        pp,4.03,"33,090",2003,"Jan 25, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Paperback,view,/book/show/97898.The_Full_Cupboard_of_Life
942,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Shoes and Happiness        (No. 1 Ladies' Detective Agency, #7)","McCall Smith, Alexander*",1400075718,9781400075713,1400075718,227        pp,4.06,"28,566","Jan 01, 2006","Mar 13, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Paperback,view,/book/show/28184.Blue_Shoes_and_Happiness
943,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kalahari Typing School for Men        (No. 1 Ladies' Detective Agency, #4)","McCall Smith, Alexander*",,,,210        pp,4.01,"40,184","Jun 01, 2002","Feb 26, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Paperback,view,/book/show/7036.The_Kalahari_Typing_School_for_Men
944,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tears of the Giraffe        (No. 1 Ladies' Detective Agency, #2)","McCall Smith, Alexander*",,,,233        pp,3.98,"56,921",2000,"Aug 07, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Paperback,view,/book/show/7039.Tears_of_the_Giraffe
945,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morality for Beautiful Girls        (No. 1 Ladies' Detective Agency, #3)","McCall Smith, Alexander*",1400031362,9781400031368,1400031362,227        pp,3.99,"43,401","Dec 01, 2001","Nov 12, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Paperback,view,/book/show/7035.Morality_for_Beautiful_Girls
946,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emmet Otter's Jug-Band Christmas,"Hoban, Russell",0819304042,9780819304049,0819304042,39        pp,4.34,699,1971,"Jan 01, 1971",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Say what you will, but I think this is just one of the most beautiful stories of family love at Christmas time. It played a big role in my childhood hSay what you will, but I think this is just one of the most beautiful stories of family love at Christmas time. It played a big role in my childhood holidays, and it's worth reading with a child sometime in your life -- or even just by yourself....more",Notes are private!,0,0,1,not set,not set,"Jun 28, 2007",,Hardcover,view (with text),/book/show/382327.Emmet_Otter_s_Jug_Band_Christmas
947,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,March,"Brooks, Geraldine*",,,,280        pp,3.80,"69,568","Mar 03, 2005","Jan 31, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"March was, at times, unexpectedly moving, and often I couldn't put it down. As a work of historical fiction it's top-notch, seemlessly blending the unMarch was, at times, unexpectedly moving, and often I couldn't put it down. As a work of historical fiction it's top-notch, seemlessly blending the unknown life of a fictional character (Mr. March of Alcott's ""Little Women"") during the Civil War, and the true life stories of individuals of the time. I've never been a Civil War buff (""Gone with the Wind"" has informed much of my Civil War history knowledge sadly), but reading this book has made me contemplate picking up other books of the time period, and Brooks makes some great recommendations in the afterword.Above all this though, I thought Brooke's greatest accomplishment in the book was in portraying the love and relationship between Mr. March and Marmee March -- complex, passionate, and all too imperfect and real. By showing what happens when we try to be what we think the other person wants us to be, and the results of a lack of true communication (all because you love a person too much to want to disappoint them), as well as the gray area between long held ideals and philosophies and the reality you actually encounter, Brooks does a fantastic job of creating a haunting, true-to-life relationship between two people whom you know so little about from Alcott's novel. Really, really enjoyable....more",Notes are private!,0,0,1,not set,Jun 2007,"Jun 27, 2007",,Paperback,view (with text),/book/show/13529.March
948,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Midsummer Night’s Dream,"Shakespeare, William",0743477545,9780743477543,0743477545,240        pp,3.95,"540,262",1595,Jul 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Mass Market Paperback,view,/book/show/1622.A_Midsummer_Night_s_Dream
949,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Othello,"Shakespeare, William",,,B006U1QW78,314        pp,3.89,"389,764",1603,"Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Mass Market Paperback,view,/book/show/12996.Othello
950,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,970",1969,Nov 1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
951,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The No. 1 Ladies' Detective Agency        (No. 1 Ladies' Detective Agency, #1)","McCall Smith, Alexander*",1400034779,9781400034772,1400034779,235        pp,3.81,"265,146",1998,"Feb 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/7061.The_No_1_Ladies_Detective_Agency
952,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nanny Diaries        (Nanny, #1)","McLaughlin, Emma*",0312291639,9780312291631,0312291639,306        pp,3.46,"382,155","Mar 13, 2002","Mar 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/228333.The_Nanny_Diaries
953,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,022","Oct 30, 1811","Apr 29, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/14935.Sense_and_Sensibility
954,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balzac and the Little Chinese Seamstress,"Dai, Sijie",0385722206,9780385722209,0385722206,184        pp,3.64,"64,061",2000,"Oct 29, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress
955,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches,"Dahl, Roald",0590032496,9780590032490,0590032496,208        pp,4.18,"395,901","Sep 28, 1981",1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2007",,Paperback,view,/book/show/6327.The_Witches
