,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Allison's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wildcard        (Warcross, #2)","Lu, Marie*",0399547991,9780399547997,0399547991,346        pp,4.00,"54,577","Sep 18, 2018","Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Sep 19, 2018","Sep 19, 2018","Jan 19, 2018",,Hardcover,view,/book/show/39508596-wildcard
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firstlife        (Everlife, #1)","Showalter, Gena*",0373211570,9780373211579,0373211570,467        pp,3.69,"20,874","Feb 23, 2016","Feb 23, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 17, 2018","Jan 17, 2018",,Hardcover,view,/book/show/25785357-firstlife
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legendary        (Caraval, #2)","Garber, Stephanie*",125009531X,9781250095312,125009531X,451        pp,4.17,"254,249","May 29, 2018","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.25/5""Her heart was still a little heavy, but she'd decided carrying it around would only make her stronger. This was an amazing book that I only wis4.25/5""Her heart was still a little heavy, but she'd decided carrying it around would only make her stronger. This was an amazing book that I only wish I had more of (especially with another cliffhanger).For the characters, Legendary is mainly focused around Tella (having Caraval been focused around Scarlett). I admit that she was annoying at times, but I enjoyed her as a character overall. She had motives beyond just the plot of the story, that changed and adjusted throughout the course of the book. Dante also appears more in this book and I think that he's one of my favorite characters so far. Especially with the plot twist at the end. I would say more about him but everything there is to say a big spoiler for Legendary. The only returning characters I didn't like in the story were Scarlett and Julian, who weren't really present besides a few romance related scenes.With the plot, it was a bit slow in the beginning, but it got much better as it progressed. The plot revolves around Tells repaying someone (going back to the letter in the ending of Caraval), and there's also not much to say without spoiling. It's just a really great book. We also get to learn more about Scarlett and Tella's mother which I didn't care too much for but was a nice addition. Maybe I'll add more when Legendary gets released, but it is an amazing book that I would buy once it releases. It was just as good (or more) as I anticipated and I just really want to read more now. I would definitely recommend this to anyone despite if you like fantasy or not. I received this eARC from Netgalley and the publisher in exchange for an honest . All quotes are subject to change upon release....more",Notes are private!,0,44,1,not set,"Mar 08, 2018","Jan 15, 2018",,Hardcover,view (with text),/book/show/36329818-legendary
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Torch Against the Night        (An Ember in the Ashes, #2)","Tahir, Sabaa*",,9780008250447,0008250448,452        pp,4.24,"160,935","Aug 30, 2016","Aug 30, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 20, 2018","Jan 14, 2018",,Hardcover,view,/book/show/25558608-a-torch-against-the-night
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Ember in the Ashes        (An Ember in the Ashes, #1)","Tahir, Sabaa*",,,1595148035,446        pp,4.25,"292,987","Apr 28, 2015","Apr 28, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,not set,"Jan 14, 2018","Jan 14, 2018",,Hardcover,view,/book/show/20560137-an-ember-in-the-ashes
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thunderhead        (Arc of a Scythe, #2)","Shusterman, Neal*",1442472456,9781442472457,1442472456,504        pp,4.40,"177,892","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 13, 2018","Jan 13, 2018",,Hardcover,view,/book/show/33555224-thunderhead
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of Glass        (Throne of Glass, #1)","Maas, Sarah J.*",1619630346,9781619630345,,406        pp,4.19,"1,479,684","Aug 07, 2012","May 07, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jan 12, 2018","Jan 13, 2018","Jan 12, 2018",,Paperback,view,/book/show/16034235-throne-of-glass
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everless        (Everless, #1)","Holland, Sara*",0062653652,9780062653659,0062653652,362        pp,3.79,"42,049","Jan 02, 2018","Jan 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5/5 starsGoing through this book, it was good. It wasn't particularly amazing, but it wasn't horrible either. I didn't retain any feelings towards t3.5/5 starsGoing through this book, it was good. It wasn't particularly amazing, but it wasn't horrible either. I didn't retain any feelings towards the characters, and when anything bad happened to them, I didn't care. (view spoiler)[When Caro killed Roan, it was more of an ""oh well"" than a tragedy (hide spoiler)] Also at the entire (view spoiler)[alchemist/sorcerer thing (hide spoiler)] I was just confused. I didn't think it was interesting and it seemed like it was just for the sake of dumping plot into the story.The plot twist with Caro did surprise me, and it was unexpected for me at least. This book and the romance aspect of it also reminded me of Red Queen, which I found okay, but not amazing or exciting. ...more",Notes are private!,0,18,2,"May 10, 2018not set","May 18, 2018Jan 15, 2018","Jan 11, 2018",,Hardcover,view (with text),/book/show/32320661-everless
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"And I Darken        (The Conqueror's Saga, #1)","White, Kiersten*",0553522310,9780553522310,0553522310,475        pp,3.82,"51,311","Jun 28, 2016","Jun 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Jan 16, 2018","Jan 17, 2018","Jan 09, 2018",,Hardcover,view,/book/show/27190613-and-i-darken
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gifted,"Swain, H.A.",1250028302,9781250028303,1250028302,320        pp,3.46,623,"Jun 14, 2016","Jun 14, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Jan 07, 2018","Jan 07, 2018",,Hardcover,view,/book/show/25689031-gifted
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Queen of Air and Darkness        (The Dark Artifices, #3)","Clare, Cassandra*",,,B075RS5MSP,893        pp,4.33,"112,770","Dec 04, 2018","Dec 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.25/5 I found this to be a really good end to The Dark Artifices, and it ties up everything nicely. A bunch of questions and plots from the prior boo4.25/5 I found this to be a really good end to The Dark Artifices, and it ties up everything nicely. A bunch of questions and plots from the prior books get summed up and the ending is satisfying, yet the epilogue leads nicely into the next books in the series. There is definitely a lot more of the Seelie and Unseelie courts and I enjoyed that because I like faeries in general. We also get to see much more Clave politics and it gives more insight into the book as a whole.I enjoyed all the characters, but if you’ve seen my prior s, Mark and Kieran are still my favorite. I did find their relationships with Cristina awkward and I didn’t really like the love triangle (I felt like the one with Cristina and Kieran came out of nowhere). They don’t get developed as much in the book though, and I feel like their biggest role in the story was the romance along with Kieran and the Unseelie court ((view spoiler)[as well as Kieran killing the Unseelie King/Cristina killing Kieran’s brother (hide spoiler)]). What I did like was Kieran’s involvement with the Unseelie court and interactions with his brothers. I liked Adaon’s presence but Oban was kind of tossed in there (I think as a plot with the Dearborn’s). Emma and Julian were okay throughout the book but I think they could have been better. I get that Julian had no emotions towards the beginning of the book for a reason, but it was just boring to read about. A big focus was on their paratabai romance, and I would have preferred them as characters to be focused on the plot but I don’t really know. So many parts of the story were centered around that and I didn’t care as much about it as some of the Roehrig parts of the plot. Also with Jem coming in (view spoiler)[to talk about the broken Parabatai curse (hide spoiler)] it felt so random and out of nowhere and I think that something more could have been done to explain and give more details as to how it was done. The side plot with Ty and Kit raising Livvy was pretty interesting, but Ty’s recklessness bothered me. It did fit his characteristics though so that’s all personal preference. I liked how Shade was brought into the story from this and I also like them as a duo altogether. With Dru, she didn’t really play as much of an important part of the story as Ty and Kit, and what she did do was random. I didn’t like her character as much as the others. Gwyn and Diana did a little for the story, but I just wish they had done more altogether. Diego and Jaime were okay, along with all the other side characters in the story. Also with the weddings, they were kind of random and unnecessary but I guess it was nice to see what happened to all the TMI characters.I liked the plot throughout the story because it developed upon everything from the prior two books. Like I said before, the Unseelie stuff was pretty interesting and it was nice to know about The First Heir and it’s impact on the story. The Dearborns and the Clave were good plot devices and it helped set up what was happening in the book. Also, the book picks up right where Lord of Shadows left off, so we get to see what becomes of Annabel as well. I did feel like the antagonists of the story (Dearborn and his followers) were dull, and there wasn’t much to their character besides the fact that they hated the protagonists. I think it would have been better if there was more depth to them. Overall, it’s a pretty good book and I think that it was a really good last book. Now that the series is over, I would recommend this to anyone who has read TMI and Clockwork because it was pretty good (and characters from the two series made appearances). I thought that the length would have made the book too slow, but I think that there was enough detail and plot to last through the book and keep the reader interested. ...more",Notes are private!,0,13,1,"Dec 07, 2018","Dec 08, 2018","Jan 07, 2018",,Kindle Edition,view (with text),/book/show/13541056-queen-of-air-and-darkness
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independent Study        (The Testing, #2)","Charbonneau, Joelle",0547959206,9780547959207,0547959206,320        pp,3.96,"41,858","Jan 07, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 07, 2018",,Hardcover,view,/book/show/17165932-independent-study
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gentleman's Guide to Vice and Virtue        (Montague Siblings, #1)","Lee, Mackenzi*",0062382802,9780062382801,0062382802,528        pp,4.04,"137,217","Jun 27, 2017","Jun 27, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,22,1,Feb 2018,"Feb 18, 2018","Jan 07, 2018",,Hardcover,view (with text),/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wintersong        (Wintersong, #1)","Jae-Jones, S.*",1250079217,9781250079213,1250079217,436        pp,3.53,"31,851","Feb 07, 2017","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,2,not setnot set,"Feb 09, 2018not set","Jan 07, 2018",,Hardcover,view,/book/show/24763621-wintersong
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carve the Mark        (Carve the Mark, #1)","Roth, Veronica*",0008159483,9780008159481,0008159483,473        pp,3.78,"88,223","Jan 17, 2017","Jan 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jan 07, 2018",,Paperback,view,/book/show/30233110-carve-the-mark
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Elite        (The Selection, #2)","Cass, Kiera*",0062059963,9780062059963,0062059963,336        pp,3.95,"770,857","Apr 23, 2013","Apr 23, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2018",,Hardcover,view,/book/show/16248068-the-elite
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Queen        (Red Queen, #1)","Aveyard, Victoria*",,,0062310631,388        pp,4.00,"1,009,294","Feb 10, 2015","Feb 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jan 07, 2018",,Hardcover,view,/book/show/22328546-red-queen
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Graceling        (Graceling Realm, #1)","Cashore, Kristin",,9780152063962,015206396X,471        pp,4.07,"461,341","Oct 01, 2008","Oct 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5/5 starsI honestly don't know how I feel about this. Towards the beginning, it can get very slow, although the pace starts to pick up throughout th3.5/5 starsI honestly don't know how I feel about this. Towards the beginning, it can get very slow, although the pace starts to pick up throughout the story. I would have preferred a faster pace, but the thing that really bothered me was the characters. Yes, Katsa is a headstrong character, but after the first few chapters, she really started to annoy me. She pushes those who love her away in favor of ""love at first sight"". Within a few encounters (view spoiler)[Katsa begins falling in love with Po, before Po randomly declares that he loves her? (hide spoiler)]. I feel like the entire romance was rushed and sudden, and it would have been better if there was more overall development. And with the plot, it started to get tedious and boring towards the end of the book. I feel as if half the book was them riding on horses with talking as a filler space. I didn't know if it was an important part of the book or not, but when the author described Po like (view spoiler)[oh no Po is blind (hide spoiler)] I just didn't care anymore by that point. I wasn't excited about the characters, and I probably skimmed a bit as well.I also think that the villain of the story could have been mentioned more. I tend to read books quickly, and I didn't catch onto the details of the villain as much as I would have liked to. I definitely think it would have been more interesting to bring up more details surrounding him. I probably wouldn't read the book again, but I would continue the series to see if the books improve or not. ...more",Notes are private!,0,24,1,"Jan 29, 2018","Jan 29, 2018","Jan 07, 2018",,Hardcover,view (with text),/book/show/3236307-graceling
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scythe        (Arc of a Scythe, #1)","Shusterman, Neal*",,,,435        pp,4.33,"314,391","Nov 22, 2016","Nov 22, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,27,2,not setnot set,"May 07, 2018Jan 13, 2018","Jan 07, 2018",,Hardcover,view,/book/show/28954189-scythe
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Savage Song        (Monsters of Verity, #1)","Schwab, V.E.*",0062380877,9780062380876,0062380877,464        pp,4.04,"101,478","Jun 05, 2016","Jul 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jan 28, 2018","Jan 28, 2018","Jan 07, 2018",,ebook,view,/book/show/23299512-this-savage-song
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of Smoke & Bone        (Daughter of Smoke & Bone, #1)","Taylor, Laini*",0316134023,9780316134026,0316134023,418        pp,3.99,"369,247","Sep 27, 2011","Sep 27, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2018",,Hardcover,view,/book/show/8490112-daughter-of-smoke-bone
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Darkest Minds        (The Darkest Minds, #1)","Bracken, Alexandra*",1423157370,9781423157373,1423157370,488        pp,4.16,"191,941","Dec 18, 2012","Dec 18, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Jan 06, 2018","Jan 06, 2018",,Hardcover,view,/book/show/10576365-the-darkest-minds
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven King        (The Raven Cycle, #4)","Stiefvater, Maggie*",0545424984,9780545424981,0545424984,439        pp,4.26,"144,260","Apr 26, 2016","Apr 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 03, 2018",,Hardcover,view,/book/show/17378527-the-raven-king
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Lily, Lily Blue        (The Raven Cycle, #3)","Stiefvater, Maggie*",0545424968,9780545424967,0545424968,391        pp,4.26,"164,357","Sep 09, 2014","Oct 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 03, 2018",,Hardcover,view,/book/show/17378508-blue-lily-lily-blue
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dream Thieves        (The Raven Cycle, #2)","Stiefvater, Maggie*",0545424941,9780545424943,0545424941,439        pp,4.22,"200,828","Sep 17, 2013","Sep 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 02, 2018",,Hardcover,view,/book/show/17347389-the-dream-thieves
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",0451516796,9780451516794,0451516796,128        pp,3.99,"3,883,876","Aug 17, 1945","Mar 01, 1956",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5/5,Notes are private!,0,14,1,not set,not set,"Dec 12, 2017",,Mass Market Paperback,view (with text),/book/show/11828831-animal-farm
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0307347974,9780307347978,0307347974,158        pp,3.97,"2,417,082","Oct 19, 1953",Oct 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 09, 2017",,Mass Market Paperback,view,/book/show/4381.Fahrenheit_451
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Caraval        (Caraval, #1)","Garber, Stephanie*",1250095255,9781250095251,1250095255,407        pp,3.99,"519,359","Sep 29, 2016","Jan 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,not setnot set,"Mar 30, 2020Nov 15, 2017","Nov 24, 2017",,Hardcover,view,/book/show/27883214-caraval
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testing        (The Testing, #1)","Charbonneau, Joelle",0547959109,9780547959108,0547959109,325        pp,4.05,"75,371","Jun 04, 2013","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 17, 2017",,Hardcover,view,/book/show/13326831-the-testing
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady Midnight        (The Dark Artifices, #1)","Clare, Cassandra*",1442468351,9781442468351,,688        pp,4.36,"228,030","Mar 08, 2016","Mar 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2nd reread 11/23/18: 3.75/5There was beauty in the idea of freedom, but it was an illusion. Every human heart was chained by love.I really enjoyed Lad2nd reread 11/23/18: 3.75/5There was beauty in the idea of freedom, but it was an illusion. Every human heart was chained by love.I really enjoyed Lady Midnight. I actually read this abou a year ago, but I decided to reread it in anticipation for Queen of Air and Darkness. I found it slightly worse than what I thought it was going to be, but enjoyed it anyways, I liked how there were new characters, while the characters from TMI and TID made small cameos instead of being present throughout the book. I hated Clary and Jace from TMI so I’m glad they took a step back in this series. For the new characters, they were okay for the most part. I liked Mark in this the most and I think he’s probably my favorite character. Cristina, Diego, Kieran, and Julian’s siblings were all okay but I felt like there wasn’t anything special about them. At certain parts, I liked Julian and Emma, but their relationship annoyed me. The plot was slow at times, but it was okay enough to keep me intrigued. I felt like this book could have been shorter and at a faster pace, but it was readable. I liked how a lot of different beginnings of plots were added in for the following books in the series. I’m interested to see Malcolm/Annabel and possibly Kit’s roles in the following books (especially Queen of Air and Darkness). Also I loved how the chapter titles were named after lines in Annabel Lee and I felt that it was a nice addition to the book.Anyways, I’d really recommend this if you haven’t read the series. In my opinion, it’s a huge upgrade from TMI and a small downgrade from TID so it’s a good read. I’m excited for Queen of Air and Darkness to come out and I’m anticipating to how the series will come to a close....more",Notes are private!,0,9,2,"Nov 22, 2018Nov 17, 2017","Nov 23, 2018Nov 17, 2017","Nov 17, 2017",,Hardcover,view (with text),/book/show/25494343-lady-midnight
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Selection        (The Selection, #1)","Cass, Kiera*",0062059939,9780062059932,B00BG7DY04,336        pp,4.08,"1,552,871","Apr 24, 2012","Apr 24, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2017,"Nov 09, 2017",,Hardcover,view,/book/show/10507293-the-selection
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Heavenly Fire        (The Mortal Instruments, #6)","Clare, Cassandra*",1481426303,9781481426305,1481426303,725        pp,4.39,"383,791","May 27, 2014","May 27, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2017,"Nov 09, 2017",,Hardcover,view,/book/show/8755785-city-of-heavenly-fire
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Insurgent        (Divergent, #2)","Roth, Veronica*",0062024043,9780062024046,B0006E2W24,525        pp,3.97,"1,498,647","May 01, 2012","May 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jan 2017,"Nov 08, 2017",,Hardcover,view,/book/show/12643928-insurgent
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Allegiant        (Divergent, #3)","Roth, Veronica*",006202406X,9780062024060,,526        pp,3.60,"1,052,863","Oct 22, 2013","Oct 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jan 2017,"Nov 08, 2017",,Hardcover,view,/book/show/17383918-allegiant
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Brosh, Allie*",1451666187,9781451666182,,385        pp,4.17,"206,895","Oct 29, 2013","Oct 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jan 2017,"Nov 08, 2017",,ebook,view,/book/show/17571007-hyperbole-and-a-half
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Four: A Divergent Story Collection        (Divergent, #0.1-0.4)","Roth, Veronica*",0062285688,9780062285683,0062285688,285        pp,3.96,"227,554","Jul 08, 2014","Jul 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 08, 2017",,Paperback,view,/book/show/18126198-four
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clockwork Princess        (The Infernal Devices, #3)","Clare, Cassandra*",1406321346,9781406321340,1406321346,567        pp,4.56,"444,793","Mar 19, 2013","Sep 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2017,"Nov 08, 2017",,Paperback,view,/book/show/18335634-clockwork-princess
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clockwork Prince        (The Infernal Devices, #2)","Clare, Cassandra*",1416975888,9781416975885,1416975888,498        pp,4.43,"552,116","Dec 06, 2011","Dec 06, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2017,"Nov 08, 2017",,Hardcover,view,/book/show/10025305-clockwork-prince
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lord of Shadows        (The Dark Artifices, #2)","Clare, Cassandra*",1442468408,9781442468405,1442468408,699        pp,4.42,"145,413","May 23, 2017","May 23, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"reread 11/24/18: 4.25I can’t believe I forgot so much that happened from when I last read this book about a year ago. I think that this book was an imreread 11/24/18: 4.25I can’t believe I forgot so much that happened from when I last read this book about a year ago. I think that this book was an improvement from Lady Midnight overall. This book leads really well into the plot of Queen of Air and Darkness and leaves you on a sort of cliffhanger. First of all, the characters remained pretty similar in the amount I liked them. I found that Julian and Emma continued to be annoying, and I didn’t like their relationship throughout the book. I liked how Kit and Ty became closer friends, but I felt like they weren’t anything special. Also, Dru was barely present throughout the book, and she didn’t contribute much to the story either. (view spoiler)[All she really did was introduce Jaime. (hide spoiler)] I found that Diego and Jaime were kind of unnecessary and they didn’t really do much. (view spoiler)[With Livvy, I felt like her death was random, and I can’t think of anything it would have done other than open up the story so that it was more about the other Blackthorn children. (hide spoiler)] With Cristina, Mark, and Kieran, I didn’t really know what I felt about them. I think that Cristina was an interesting character, but there wasn’t much to her. She didn’t have much of a role, and I felt like the only thing she did was help provide something to split up Mark and Kieran with. I actually felt really bad for Kieran in this book and he kept on getting betrayed so I hope he’s finally happy in Queen of Air and Darkness. I can’t decide whether I like or dislike Mark too because he’s trying to do what’s right but at the same time hurting others.I liked how Annabel carried through this book, and I really like her as a character. I feel like she’s a good “villain” because she has her motives and she’s trying to do what she thinks is right. The politics stuff at the end surprised me and I think it was an interesting setup for the next book. With Malcolm, he wasn’t really present in this book (view spoiler)[because he got stabbed (hide spoiler)] but I liked how his presence carried through the book with Annabel and the Clave. With all the the other miscellaneous characters (from the prior novels), it was nice how they made small appearances but I don’t think that they were meant to contribute much besides that. I found that the plot of this slowly got better throughout the book. Overall, I found it to be more interesting than Lady Midnight (it was kind of a setup). I liked how there was more about the seelie and unseelie courts as well as faeries in general. It remains on the slower side, but in some parts, there’s enough detail to keep it interesting.Overall, I enjoyed this and it was better than I remembered it to be. This leads nicely into Queen of Air and Darkness and I’m excited to see where the story will go next....more",Notes are private!,0,7,2,not setnot set,"Nov 24, 2018Nov 07, 2017","Nov 07, 2017",,Hardcover,view (with text),/book/show/30312891-lord-of-shadows
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Lost Souls        (The Mortal Instruments, #5)","Clare, Cassandra*",1442416866,9781442416864,1442416866,535        pp,4.22,"531,239","May 08, 2012","May 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2017,"Nov 07, 2017",,Hardcover,view,/book/show/8755776-city-of-lost-souls
