,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faithful,"Hoffman, Alice*",1476799202,9781476799209,1476799202,258        pp,4.00,"36,413","Feb 09, 2017","Nov 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn't quite finish, but as finished as I care to be. Ready to move on to something else.Didn't quite finish, but as finished as I care to be. Ready to move on to something else....more",Notes are private!,0,0,1,"Dec 09, 2016","Dec 17, 2016","Oct 21, 2016",,Hardcover,view (with text),/book/show/29430788-faithful
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Dangerous Thing,"Lippman, Laura*",0061706515,9780061706516,0061706515,344        pp,3.30,"6,969",2011,"Aug 23, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 17, 2016",,Hardcover,view,/book/show/10494576-the-most-dangerous-thing
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackbird: A Childhood Lost and Found,"Lauck, Jennifer*",0671042564,9780671042561,B007CKI1HU,432        pp,4.04,"9,366",2000,"Jan 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A touching enough story. Jenny is not always a likeable narrator, but she is always genuine and she did suffer through a lot. The narrative ""voice"" thA touching enough story. Jenny is not always a likeable narrator, but she is always genuine and she did suffer through a lot. The narrative ""voice"" that was so praised (""it's all this-and-that smell and this-and-that color"") became tedious to me after awhile. I loved the characters of Max and Karen toward the end(view spoiler)[, and I daresay that Jenny's abandonment to the ""flop house"" was possibly a blessing in disguise. Those two prove that there are good people in all walks of life (hide spoiler)]. I think Jenny possibly got the best parenting of her life in the short time she spent with those two strangers. ...more",Notes are private!,0,0,1,"Nov 10, 2016","Nov 20, 2016","Oct 11, 2016",,Paperback,view (with text),/book/show/920330.Blackbird
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Member of the Wedding: The Play        (New Directions Paperbook),"McCullers, Carson",0811216551,9780811216555,0811216551,144        pp,3.74,472,1951,"May 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't enjoy reading plays and couldn't get past all the Southern racist language. I want to read the novel because it was lauded in another book (ThI don't enjoy reading plays and couldn't get past all the Southern racist language. I want to read the novel because it was lauded in another book (The Usual Rules by Joyce Maynard, if memory serves), but my daughter brought home the play for me from the library instead. Maybe I will still read the novel....more",Notes are private!,0,0,1,not set,not set,"Oct 11, 2016",,Paperback,view (with text),/book/show/149997.The_Member_of_the_Wedding
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unfortunate Coincidence: A Mother's Life inside the Autism Controversy,"Obradovic, Julie",1510704620,9781510704626,1510704620,284        pp,4.83,12,unknown,"Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2016",,Hardcover,view,/book/show/28695627-an-unfortunate-coincidence
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Thing,"Quindlen, Anna",0812976185,9780812976182,0812976185,320        pp,4.04,"39,074","Aug 30, 1994","Aug 08, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2016","Nov 28, 2016","Sep 03, 2016",,Paperback,view,/book/show/176839.One_True_Thing
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Last One,"Quindlen, Anna",1400065747,9781400065745,1400065747,299        pp,3.87,"37,638","Apr 13, 2010","Apr 13, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2017","Aug 07, 2017","Sep 03, 2016",,Hardcover,view,/book/show/7468160-every-last-one
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Group,"McCarthy, Mary",0156372088,9780156372084,0156372088,496        pp,3.68,"15,948",1963,"Sep 16, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2016",,Paperback,view,/book/show/387348.The_Group
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Member of the Wedding,"McCullers, Carson",0618492399,9780618492398,0618492399,163        pp,3.81,"18,248",1946,"Aug 13, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2016",,Paperback,view,/book/show/330244.The_Member_of_the_Wedding
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,227","Jun 07, 2016","Jun 07, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2016","Jan 24, 2017","Aug 18, 2016",,Hardcover,view,/book/show/27071490-homegoing
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born on a Tuesday,"John, Elnathan",0802124828,9780802124821,0802124828,256        pp,4.06,"1,440",2015,"May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2016",,Paperback,view,/book/show/27214023-born-on-a-tuesday
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Racism without Racists: Color-Blind Racism and the Persistence of Racial Inequality in the United States,"Bonilla-Silva, Eduardo",0742546861,9780742546868,0742546861,288        pp,4.26,"3,383","Jun 05, 2003","Aug 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2016",,Paperback,view,/book/show/433281.Racism_without_Racists
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year We Left Home,"Thompson, Jean",1439175888,9781439175880,1439175888,325        pp,3.39,"6,599","May 01, 2011","May 03, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2016","Aug 05, 2016","Jul 29, 2016",,Hardcover,view,/book/show/8979518-the-year-we-left-home
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brick Lane,"Ali, Monica",0743243315,9780743243315,0743243315,432        pp,3.45,"33,692","May 31, 2003","Jun 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2016",,Paperback,view,/book/show/18723.Brick_Lane
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dry,"Burroughs, Augusten*",0312423799,9780312423797,0312423799,293        pp,4.03,"95,445","Jan 01, 2003","Apr 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 17, 2016",,Paperback,view,/book/show/32370.Dry
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miller's Valley,"Quindlen, Anna",0812996089,9780812996081,0812996089,257        pp,3.88,"24,959","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 30, 2016","Sep 03, 2016","Jul 17, 2016",,Hardcover,view,/book/show/26131641-miller-s-valley
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Influence,"Maynard, Joyce*",0062257641,9780062257642,0062257641,327        pp,3.85,"9,088","Feb 23, 2016","Feb 23, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to the audio book (read by the author) to fill the time on a long drive to and from the mountains. I am not a big consumer of audio books. I listened to the audio book (read by the author) to fill the time on a long drive to and from the mountains. I am not a big consumer of audio books. I prefer reading to listening to stories, so I was surprised I loved the book as much as I did. I had less than six hours of round-trip drive time, but I got so drawn into the story, once I arrived home I lay in bed for several more hours to hear how it turned out. The idea of checking the book out of the library to finish it seemed wrong somehow. I am familiar with Joyce Maynard as she is a local Bay Area author whom I had met and seen give talks at the Lafayette library. Although this is maybe the second or third audio book I have listened to, I must say her rendition was impeccable and enhanced my experience. Not only did she give a flawless read--which I expect is the norm with modern editing, but her voice and intonations gave the story an up-close-and-personal feel which was all the more special. As for the book itself, this is a sweet, first-rate story featuring a flawed but endearing character (Helen McCabe) whose careless drinking one night cost her custody of her son, Oliver. It is also a cautionary tale of how Helen falls ""under the influence"" not only of alcohol, but of intoxicating people who purport to befriend her, but who are not what they appear to be. The story contains valuable lessons about how this can happen when a vulnerable person is in dire straits or (as is typical) enthralled by ""lifestyles of the rich and famous""--in this case, the fictional Havillands. Little by little, Helen all-too-willingly relinquishes control over her time, her personal life, even her son, in a willing exchange for the many ""goodies"" and ""favors"" the Havillands have to offer. In the meantime, she naively dismisses and discounts other genuine friendships (most notably, BFF, Alice and would-be suitor, Elliot) whose qualities and offerings aren't as ""dazzling"" as those of the Havillands.It is a sensitive, sad, and compelling tale with a lot of attention to detail. While some might say this slowed the pace too much, I found it captivating; it kept me rapt as it gave the story the richness of real life and gave me the ability to picture the scenes as if watching a movie. I recently read (and loved) The Usual Rules. Under the Influence is an equally intuitive and penetrating story--and Joyce Maynard at her very best....more",Notes are private!,0,2,1,not set,"Sep 05, 2016","Jun 29, 2016",,Hardcover,view (with text),/book/show/23019274-under-the-influence
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name is Leon,"Waal, Kit de*",0241207088,9780241207086,,272        pp,4.06,"10,991",2016,"Jun 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. This is a wonderful, sensitive story but I give it a reluctant four stars because none of the secondary characters was developed very well. This 3.5. This is a wonderful, sensitive story but I give it a reluctant four stars because none of the secondary characters was developed very well. This is somewhat excused by the fact that the story was beautifully told in the voice of a nine-year-old boy in foster care, so everyone and everything is presented from his perspective. Leon is lovable and you just want to hug him no matter what bad thing he does. But all the adults around him sort of morph into this amorphous ""blob"". The author may have intended this, but it made for some ""flat"" spots, particularly the scenes in the allotments....more",Notes are private!,0,0,1,"Sep 21, 2017","Oct 02, 2017","Jun 29, 2016",,Hardcover,view (with text),/book/show/25743752-my-name-is-leon
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People vs. Greed,"Cotchett, Joseph W.",,9780997561401,0997561408,313        pp,4.00,5,unknown,May 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The People vs. Greed is a difficult read, both in the sense that it will turn your stomach, and in the sense that it is a well-researched, “lawyerly” The People vs. Greed is a difficult read, both in the sense that it will turn your stomach, and in the sense that it is a well-researched, “lawyerly” tome that is laden with facts and hard evidence. Like a crime scene photo in a criminal trial, it is ugly to look at but impossible (and immoral) to turn away from. This book contains few, if any, “fluffy” vignettes that so typify today’s nonfiction. Rather than being “dumbed-down” to maximize sales to undereducated/oversaturated readers, Mr. Cotchett lays out all the cold, hard facts in an intelligent and unapologetic manner. Joseph W. Cotchett, a California “Super Lawyer” (see http://www.cpmlegal.com/attorneys-Jos...), pulls no punches exposing the systemic greed, corruption and theft that affect our daily lives, from our “bought” electorate to our tainted food supply. Other chapters cover health care fraud, Wall Street thuggery, the theft and misappropriation of our tax dollars, climate change/denial, Big Pharma, Big Oil, defense (mis)spending, the erosion of our privacy, and the lawyers who make all of the above possible. It is all rather dispiriting and overwhelming. And yet, if you care at all about the current state—and more importantly the future—of our nation and world, you must read this, cover to cover. Just as attorneys have to suffer through mandatory continuing education each year to keep our law licenses, readers should think of this book as mandatory continuing education for U.S. citizenship and global residency. In fact, The People vs. Greed should be required reading in every high school civics class (if there is such a thing) and citizenship application. It should be mailed to every registered voter in those awful voter information packets and handed out at every City Hall, DMV and other government office throughout the country. According to the author’s acknowledgments, all royalties from The People vs. Greed are donated to various nonprofit groups. So you can and should purchase this book with a noble conscience.If I could add my own subjective observations/suggestions for improvement for a second edition (and yes, go off on a bit of a tangent), they would be these:•	Include the vaccine debate in the chapter on Big Pharma greed. This merits a book unto itself, but many respectable studies have questioned the efficacy of vaccines and documented the increased potential for serious side effects from our rigorous early-childhood vaccination schedule. The United States has the highest number of mandated vaccines for children under five in the world (36, double the Western world average of 18), the highest autism rate in the world (1 in 150 children, 10 times or more the rate of some other Western countries), but only places 34th in the world for childhood mortality in children under five. (See http://www.rescuepost.com/files/gr-au....) Big Pharma’s influence on the CDC is now indisputable, as revealed by the documentary Vaxxed. Whether you believe that there is a connection between the childhood MMR vaccine and autism, whether you happily accept the CDC’s “fast tracking” of the Gardasil “vaccine” for Merck’s benefit, the fact remains that vaccinations are huge business and are given quite the “free pass” in this country, unlike in the rest of the developed world (see, e.g., http://healthimpactnews.com/2011/stud...). A National Vaccine Injury Compensation Program (“Vaccine Court”) was set up in 1986 to grant immunity—no pun intended—to vaccine manufacturers in favor of a government reimbursement program for families whose children had serious side effects from vaccines. It has since awarded nearly $2 billion on 2,398 claims. Although this seems like an astounding figure, I am sure it is far less than jury verdicts would have been if class-action litigators like Mr. Cotchett had been allowed to pursue vaccine manufacturers directly on behalf of injured children. The CDC—a supposedly independent watchdog agency—accepts millions of dollars in gifts and funding from the pharmaceutical industry, and the former CDC director (Julie Gerberding) is now the head of Merck’s vaccine unit, among other high-profile, revolving-door conflicts of interest between Big Pharma and the public agencies tasked with regulating them (see http://articles.mercola.com/sites/art...). •	Address the for-profit prison-industrial complex and the attendant racism that makes America the #1 jailer in the world per capita. According to Wikipedia, in October 2013, “the incarceration rate of the United States of America was the highest in the world, at 716 per 100,000 of the national population. While the United States represents about 4.4 percent of the world's population, it houses around 22 percent of the world's prisoners.” (https://en.wikipedia.org/wiki/United_....) It is no coincidence that most of our human “prison inventory” consists of black and brown bodies. Read The New Jim Crow by Michelle Alexander. This is U.S. greed and racism at its ugliest. •	Now that we have all this awful information, offer suggestions as to what your average citizen can do. Vote? I vote in all major elections and many minor ones; I take the time to read the confounding and often thick voter booklets, Google the major issues, etc. But what good does any of that do if the people we vote for are greedy, dishonest, and in the pockets of our real leaders, corporate America? No wonder so many of us feel powerless and disgruntled. Even those politicians who start out somewhat well-intentioned are quickly spoiled like fruit left to rot in a bowl. Are term limits the answer? Perhaps. More regulation of big business? Perhaps. Frankly, I’d like to see our elected “leaders” doing the jobs we pay them to do and enforcing the laws we already have. Beyond that, we need a major overhaul of our political system to remove money from politics (let’s not hold our collective breath) and implement legal and financial restraints on big business to protect citizens from runaway Capitalism. I, like many of my fellow citizens, am at an utter loss as to what power we individually wield to avert the total and inevitable collapse of our nation—if not our planet—when we are up against these untouchable, unstoppable, and largely invisible forces. Although by all rational inference we seem doomed as a nation and a species, we are fortunate to have a few renegades like Joseph Cotchett to afford a glimmer of hope. Although Mr. Cotchett paints a bleak picture of the good old U.S. of A., he (and many other trial lawyers, I am sure) have dedicated their lives and careers to righting wrongs and plugging for the underdog. Yes, there is still faint hope that David can ultimately triumph against the Goliath of our American oligarchy. It has happened before and can happen again if “We the People” unite and make our voices heard. Politicians too often rouse our fear and hatred, in order to divide and manipulate us. The People vs. Greed exposes the bigger picture at play—the rampant greed and corruption throughout our government and major industries. We have essentially exonerated our leaders from all accountability, like neglectful parents unleashing their teenagers on their communities with a fat trust fund, unlimited cocaine, a hot rod with a full tank, and no curfew. There is much in this book we can agree on. Let’s put our collective differences aside, gain control over our electorate, and band together for the greater good of our country. Thank you, Mr. Cotchett, for this informative, important, and timely work....more",Notes are private!,0,2,1,"Jun 25, 2016","Aug 02, 2016","Jun 25, 2016",,Paperback,view (with text),/book/show/30750442-the-people-vs-greed
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juliet Takes a Breath,"Rivera, Gabby",1626012512,9781626012516,1626012512,265        pp,4.17,"16,271","Jan 18, 2016","Jan 27, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2016",,Paperback,view,/book/show/28801308-juliet-takes-a-breath
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Happy Mothers,"Malladi, Amulya*",1503988317,9781503988316,B015XWK89M,316        pp,3.74,"6,985",Jun 2016,"Jun 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2016",,Kindle Edition,view,/book/show/28218867-a-house-for-happy-mothers
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long, Hot Summer","MacMahon, Kathleen",145551134X,9781455511341,145551134X,400        pp,3.66,633,"Jul 05, 2016","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27416003-the-long-hot-summer
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Veins of the Ocean,"Engel, Patricia*",0802124895,9780802124890,0802124895,406        pp,3.80,"1,985","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2016",,Hardcover,view,/book/show/26893710-the-veins-of-the-ocean
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beer Money: A Memoir of Privilege and Loss,"Stroh, Frances*",0062393154,9780062393159,0062393154,336        pp,3.44,"1,303","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2016",,Hardcover,view,/book/show/26074182-beer-money
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LaRose,"Erdrich, Louise",0062277022,9780062277022,0062277022,372        pp,3.90,"23,274","May 10, 2016","May 10, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't finish. It started to drag midway (I thought), and I moved on to something else. Then I couldn't renew it because the library had a hold on iI didn't finish. It started to drag midway (I thought), and I moved on to something else. Then I couldn't renew it because the library had a hold on it for someone else, so I let it go. I guess I didn't feel that invested in it and probably won't take it out again to finish. It's probably not fair of me to rate this book, but if I don't it will show as zero stars, which isn't right, either. ...more",Notes are private!,0,1,1,"Jul 15, 2017","Aug 05, 2017","May 04, 2016",,Hardcover,view (with text),/book/show/26116430-larose
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,855","Aug 20, 2010",Sep 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2016",,Hardcover,view,/book/show/7937843-room
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brooklyn Follies,"Auster, Paul",0312426232,9780312426231,0312426232,306        pp,3.86,"28,355","Dec 27, 2005","Oct 17, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn't finish. It started off okay, but then went all over the place and became (I hate to say it) trite. Also, the premise of the story (retiree moveDidn't finish. It started off okay, but then went all over the place and became (I hate to say it) trite. Also, the premise of the story (retiree moves to Brooklyn to commit suicide) is not what this story is actually about. There are lots of characters you won't care about. I did like protag's ""dry"" voice at first, but that quickly waned and wore thin. I picked this up on a whim....more",Notes are private!,0,0,1,"May 31, 2016","Jun 08, 2016","Apr 29, 2016",,Paperback,view (with text),/book/show/446.The_Brooklyn_Follies
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Amazing Thing,"Divakaruni, Chitra Banerjee*",1401340997,9781401340995,1401340997,220        pp,3.49,"8,588",2009,"Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One Amazing Thing is one amazing book. Having experienced the 1989 Loma Prieta earthquake myself a few short months after moving to California, I founOne Amazing Thing is one amazing book. Having experienced the 1989 Loma Prieta earthquake myself a few short months after moving to California, I found the story of nine strangers trapped inside a crumbling office building riveting, and I found the victims’ individual stories touching and compelling. Chip off a fraction of a star for the cliffhanger ending, which was nothing short of cruel. But that disappointment aside, I devoured this story. ...more",Notes are private!,0,2,1,"May 04, 2016","May 11, 2016","Apr 29, 2016",,Paperback,view (with text),/book/show/6585252-one-amazing-thing
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Rental,"Andrews, Mary Kay*",0312642695,9780312642693,0312642695,402        pp,3.83,"34,725","Jun 07, 2011","Jun 07, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 29, 2016",,Hardcover,view,/book/show/9751378-summer-rental
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Boy: A Father's Journey Through His Son's Addiction,"Sheff, David*",0618683356,9780618683352,0618683356,317        pp,4.15,"89,365",2007,"Feb 26, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2016",,Hardcover,view,/book/show/180066.Beautiful_Boy
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice & Oliver,"Bock, Charles",140006838X,9781400068388,140006838X,416        pp,3.22,"1,911","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2017","Feb 17, 2018","Apr 17, 2016",,Hardcover,view,/book/show/25489162-alice-oliver
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cosmopolitans,"Schulman, Sarah",1558619046,9781558619043,1558619046,377        pp,3.85,641,"Mar 15, 2016","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2016",,Paperback,view,/book/show/25330194-the-cosmopolitans
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nest,"Sweeney, Cynthia D'Aprix*",0062414216,9780062414212,0062414216,353        pp,3.41,"176,125","Mar 22, 2016","Mar 22, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Exceptional book. Just about perfect in every way.,Notes are private!,0,0,1,"Sep 16, 2016","Sep 21, 2016","Apr 02, 2016",,Hardcover,view (with text),/book/show/25781157-the-nest
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Etta and Otto and Russell and James,"Hooper, Emma*",0241003326,9780241003329,0241003326,277        pp,3.66,"12,311","Jan 29, 2015","Jan 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2016",,Hardcover,view,/book/show/23249706-etta-and-otto-and-russell-and-james
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year We Turned Forty,"Fenton, Liz*",1476763445,9781476763446,1476763445,322        pp,3.50,"7,529","Apr 26, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2016",,Paperback,view,/book/show/26240981-the-year-we-turned-forty
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eligible: A Modern Retelling of Pride & Prejudice,"Sittenfeld, Curtis*",1400068320,9781400068326,1400068320,492        pp,3.60,"92,669","Apr 19, 2016","Apr 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 12, 2017","Nov 18, 2017","Mar 30, 2016",,Hardcover,view,/book/show/25852870-eligible
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Stepmother: A Novel,"Jahangiri, Lubna*",,,B017ABVTQ0,240        pp,3.57,14,"Aug 11, 2015","Aug 11, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though its topic is disheartening, The Little Stepmother is an engrossing and ultimately uplifting story. Lubna Jahangiri does not shy away from the sThough its topic is disheartening, The Little Stepmother is an engrossing and ultimately uplifting story. Lubna Jahangiri does not shy away from the sad fact that young Middle Eastern girls are often married to much older men before they are old enough to give meaningful consent, or that women are silenced and threatened with the loss of their children and financial security—or worse—if they dare file for divorce.Jameela is one such woman. Married against her will at the age of twelve, she assumes second-class status as a second wife to middle-aged Abdul. She is forced to fend off his strident and jealous first wife and their children. Theirs is a chaotic and stifling household that slowly but steadily chips away at Jameela’s sense of self. The one bright spot in her life it that, unlike her mother before her (who was likewise married off at a too-young age), a condition of Jameela’s marriage was that Abdul pay for her education. This opened her mind and heart to the possibilities of life beyond the four walls that literally imprisoned her. Although her schooling provided a temporary respite from an otherwise insufferable life, Jameela “hits bottom” enough times to leave the reader wondering whether she will pick herself up or eventually go off the deep end.The Little Stepmother is not without its flaws, but they did not detract significantly from the overall story. This is a solid, very readable first novel that tackles an important subject matter with sensitivity and artistry. Too few Middle Eastern women are willing to advocate for women’s education and independence, and Lubna Jahangiri is to be commended for exposing the shameful practice of forced marriage. I understand the novel is loosely based on a true story, which makes it a must-read.  ...more",Notes are private!,0,2,1,not set,not set,"Mar 29, 2016",,Paperback,view (with text),/book/show/26489565-the-little-stepmother
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conundrum,"Morris, Jan",1590171896,9781590171899,1590171896,176        pp,3.91,"1,912",1974,"May 16, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2016",,Paperback,view,/book/show/553103.Conundrum
