,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Azita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1075,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Noughts & Crosses        (Noughts & Crosses, #1)","Blackman, Malorie*",0552555703,9780552555708,0552555703,479        pp,4.19,"73,914","Jan 15, 2001","Oct 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I had read this book at the age of 16, I’d probably have loved it. As a 49-year-old, however, I didn’t find it among those YA books that mesmerize If I had read this book at the age of 16, I’d probably have loved it. As a 49-year-old, however, I didn’t find it among those YA books that mesmerize me regardless of my age. Apart from the fact that the race in power was black, and some charming coinages such as blankers and Crossmas, neither the form nor the content went far beyond the cliches of this genre. The audiobook presentation didn’t help much either. All in all, I had much higher expectations for this book. I’m not sure if I will read the next volumes. ...more",Notes are private!,0,1,1,"Nov 17, 2017","Nov 20, 2017","Nov 16, 2017",,Paperback,view (with text),/book/show/714902.Noughts_Crosses
1076,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mask of Masculinity: How Men Can Embrace Vulnerability, Create Strong Relationships, and Live Their Fullest Lives","Howes, Lewis",1623368626,9781623368623,1623368626,256        pp,4.00,"1,947","Oct 31, 2017","Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2017",,Hardcover,view,/book/show/33533716-the-mask-of-masculinity
1077,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Time to Dance,"Venkatraman, Padma*",0399257101,9780399257100,0399257101,320        pp,4.10,"4,089","May 01, 2014","May 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 12, 2017",,Hardcover,view,/book/show/18263530-a-time-to-dance
1078,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Hours        (Black Death, #1)","Walters, Minette",1760294985,9781760294984,1760294985,547        pp,3.91,"7,572","Nov 02, 2017","Nov 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very interesting story, but too long. And it’s not even finished when you get to the end of the book. Sigh.",Notes are private!,0,1,1,"Dec 22, 2019","Dec 30, 2019","Nov 12, 2017",,Paperback,view (with text),/book/show/35477888-the-last-hours
1079,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At Last        (Patrick Melrose, #5)","St. Aubyn, Edward",0330435906,9780330435901,0330435906,224        pp,3.94,"5,554","May 01, 2011","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2017",,Hardcover,view,/book/show/9723661-at-last
1080,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patrick Melrose Novels,"St. Aubyn, Edward",0312429967,9780312429966,0312429967,680        pp,4.06,"8,857",2012,"Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2017",,Paperback,view,/book/show/11717571-the-patrick-melrose-novels
1081,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,807","Jul 14, 2015","Jul 14, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The only reason I went through the torture of listening to this audiobook was that it is the book of the month in our book club. Yuck. I’m glad it wasThe only reason I went through the torture of listening to this audiobook was that it is the book of the month in our book club. Yuck. I’m glad it was a borrowed book and I didn’t pay for it. There were a couple of good scenes in the entire book and those belonged to Scout’s childhood. Lee made the right decision to write To Kill A Mockingbird from the perspective of a little girl. I couldn’t bear the grown-up Scout. The prose was terrible. It was like watching a third-rate soap opera. I set the speed of the audiobook to 1.25, so it would be over faster. It was a waste of time. ...more",Notes are private!,0,4,1,"Nov 12, 2017","Nov 14, 2017","Nov 11, 2017",,Hardcover,view (with text),/book/show/24817626-go-set-a-watchman
1082,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanting Mor,"Khan, Rukhsana*",0888998589,9780888998583,0888998589,192        pp,3.90,"1,182",2009,"Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2017",,Hardcover,view,/book/show/6148571-wanting-mor
1083,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychopath Inside: A Neuroscientist's Personal Journey into the Dark Side of the Brain,"Fallon, James",,9781591846000,1591846005,246        pp,3.49,"5,290","Oct 31, 2013","Oct 31, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very interesting and well organized. I especially liked the conclusion and in particular the last paragraph.,Notes are private!,0,1,1,"Nov 12, 2017","Nov 21, 2017","Nov 11, 2017",,Hardcover,view (with text),/book/show/17707530-the-psychopath-inside
1084,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mating in Captivity: Reconciling the Erotic and the Domestic,"Perel, Esther",0060753633,9780060753634,0060753633,272        pp,4.18,"39,928","Sep 05, 2006","Sep 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very well written book with bold and more or less original ideas, but if you want to read it, don’t go for the audiobook. The author has an excellenA very well written book with bold and more or less original ideas, but if you want to read it, don’t go for the audiobook. The author has an excellent command of written English, but her very strong Belgian accent makes following the text a hassle. It’s unfortunate that the task of creating the audiobook was not assigned to a professional reader. ...more",Notes are private!,0,9,1,"Apr 11, 2018","Apr 20, 2018","Nov 08, 2017",,Hardcover,view (with text),/book/show/27485.Mating_in_Captivity
1085,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,400","Mar 14, 2017","Mar 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this unusual novel. I’m going to miss Selin. She is definitely a character that I would have loved to meet and befriend in real life. I also eI loved this unusual novel. I’m going to miss Selin. She is definitely a character that I would have loved to meet and befriend in real life. I also enjoyed the philosophical-linguistic aspect of this work immensely. This is I think the third or fourth book I have read in the past couple of months that have been written by Americans born to immigrants, and Asian immigrants at that (Asian in the sense of coming from the continent of Asia, not just the Far East) and that I have greatly admired. The audiobook is read by he author herself and she has done a marvelous job. Although this will certainly remain one of my favorite novels, I do not recommend it to everyone. You have to have some patience with a story that develops rather slowly and with no epic climaxes. You should want to observe how young Selin discovers truths about her personality and the world. It would certainly help if you have a passion for languages and linguistics. It certainly wouldn’t hurt if you have the same quirky sense of humor as Selin has. There were places I laughed out loud, but I’m not sure if most people would find those lines funny. I can’t wait for Elif Batuman’s next novel. ...more",Notes are private!,0,3,1,"Nov 08, 2017","Nov 11, 2017","Nov 07, 2017",,Hardcover,view (with text),/book/show/30962053-the-idiot
1086,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,948","May 07, 2013","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2017",,Paperback,view,/book/show/18428067-a-constellation-of-vital-phenomena
1087,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thin Air        (Shetland Island, #6)","Cleeves, Ann*",1743533837,9781743533833,B00L9WX7QM,330        pp,4.07,"16,339",2014,"Sep 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I hadn’t realized that I’d missed Jimmy Perez and Shetland so much. It was a joy to listen to another audiobook in the Shetland series.,Notes are private!,0,3,1,"Nov 04, 2017","Nov 08, 2017","Nov 04, 2017",,Kindle Edition,view (with text),/book/show/22966458-thin-air
1088,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name Is Lucy Barton        (Amgash, #1)","Strout, Elizabeth*",1400067693,9781400067695,1400067693,193        pp,3.58,"161,443","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The emotion conveyed in this seemingly disunited narrative is so intense and it is so successfully transferred to the reader that I think it has becomThe emotion conveyed in this seemingly disunited narrative is so intense and it is so successfully transferred to the reader that I think it has become part of my lived memories. The performance of the audiobook is superb. All in all, a worthy experience. ...more",Notes are private!,0,2,1,"Nov 04, 2017","Nov 06, 2017","Nov 04, 2017",,Hardcover,view (with text),/book/show/25893709-my-name-is-lucy-barton
1089,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Brush with Shadows        (Lady Darby Mystery, #6)","Huber, Anna Lee*",,,,383        pp,4.19,"6,167","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2017",,,view,/book/show/33019790-a-brush-with-shadows
1090,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets in the Mist        (Gothic Myths, #1)","Huber, Anna Lee*",0997939613,9780997939613,0997939613,388        pp,3.88,"1,089","Oct 13, 2016","Oct 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2017",,Paperback,view,/book/show/32274776-secrets-in-the-mist
1091,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Pressing Engagement        (Lady Darby Mystery, #4.5)","Huber, Anna Lee*",,,B014EOUNZO,83        pp,4.06,"4,039","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2017",,Kindle Edition,view,/book/show/26177709-a-pressing-engagement
1092,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"As Death Draws Near        (Lady Darby Mystery, #5)","Huber, Anna Lee*",0425277720,9780425277720,0425277720,342        pp,3.97,"6,629","Jul 05, 2016","Jul 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series has become my favorite historical crime series. I enjoyed this volume in particular, not only because of the historical context introducedThis series has become my favorite historical crime series. I enjoyed this volume in particular, not only because of the historical context introduced, but more importantly because how Keira’s inner struggles tied with the ongoing investigation. I cherished her last tête-à-tête with Mother Superior, for example. Looking forward to reading the next volume. Sad that it isn’t available as an audiobook. Apropos, the performance in the audiobook ofAs Death Draws Near was as pleasant as that in the previous volumes....more",Notes are private!,0,2,1,"Feb 03, 2018","Feb 07, 2018","Nov 03, 2017",,Paperback,view (with text),/book/show/26177728-as-death-draws-near
1093,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Death        (Lady Darby Mystery, #4)","Huber, Anna Lee*",0425277526,9780425277522,0425277526,323        pp,4.10,"8,178","Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Another book that I forgot to declare finished on Goodreads when I actually got to its end. I love the series and this one was very **spoiler alert** Another book that I forgot to declare finished on Goodreads when I actually got to its end. I love the series and this one was very entertaining as well. I’m so grateful that, unlike many of her peers, this author allows her sleuths to have a lasting romantic relationship. I hope no diabolical editor convinces her to do otherwise. ...more",Notes are private!,0,2,1,"Jan 19, 2018","Jan 22, 2018","Nov 03, 2017",,Hardcover,view (with text),/book/show/23398824-a-study-in-death
1094,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Grave Matter        (Lady Darby Mystery, #3)","Huber, Anna Lee*",0425253694,9780425253694,0425253694,421        pp,4.05,"9,728","Jul 01, 2014","Jul 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Phew! What fun! So far, I’ve liked this volume the best in the series. Towards the end, I was seriously worried that the author is g**spoiler alert** Phew! What fun! So far, I’ve liked this volume the best in the series. Towards the end, I was seriously worried that the author is going to pull an Ann Cleeves on me and kill Gage. I listened to the superbly performed audiobook until about 3:30 am to find out Gage’s fate and finally went to sleep after his rescue :-)) The mystery was intricate enough for my taste and the solution was credible enough. A most enjoyable read altogether. Looking forward to the fourth volume. ...more",Notes are private!,0,6,1,"Jan 04, 2018","Jan 07, 2018","Nov 03, 2017",,Paperback,view (with text),/book/show/18693717-a-grave-matter
1095,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mortal Arts        (Lady Darby Mystery, #2)","Huber, Anna Lee*",0425253783,9780425253786,0425253783,384        pp,4.01,"11,313","Sep 03, 2013","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 23, 2017","Dec 24, 2017","Nov 03, 2017",,Paperback,view,/book/show/17165593-mortal-arts
1096,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Anatomist's Wife        (Lady Darby Mystery, #1)","Huber, Anna Lee*",0425253287,9780425253281,0425253287,368        pp,3.95,"16,502","Nov 06, 2012","Nov 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book. It proved a page turner, a charming period piece, and, for me, an unpredictable murder mystery. Looking forward to reading all the I loved this book. It proved a page turner, a charming period piece, and, for me, an unpredictable murder mystery. Looking forward to reading all the volumes in the series. ...more",Notes are private!,0,4,1,Nov 2017,"Nov 04, 2017","Nov 01, 2017",,Paperback,view (with text),/book/show/13542496-the-anatomist-s-wife
1097,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roanoke Girls,"Engel, Amy*",1101906669,9781101906668,1101906669,279        pp,3.72,"31,800","Mar 07, 2017","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I hadn’t listened to this book right after the Sympathizer, I’d probably rate it more generously. As it is, I found the story interesting, but the If I hadn’t listened to this book right after the Sympathizer, I’d probably rate it more generously. As it is, I found the story interesting, but the writing rather trite. Towards the end, I was thinking if Lionel Shriver had worked on such a theme, what a masterpiece would have been created, one which would have explored the issue from every possible angle, rather than settling for a semi-psychological thriller. ...more",Notes are private!,0,2,1,"Oct 28, 2017","Oct 31, 2017","Oct 28, 2017",,Hardcover,view (with text),/book/show/30689335-the-roanoke-girls
1098,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Artist of the Floating World,"Ishiguro, Kazuo*",0571225365,9780571225361,0571225365,206        pp,3.78,"37,982",1986,"Mar 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2017",,Paperback,view,/book/show/28922.An_Artist_of_the_Floating_World
1099,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice        (Thirst, #1)","Pike, Christopher",1416983082,9781416983088,1416983082,594        pp,3.85,"35,739",1998,"Aug 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2017",,Paperback,view,/book/show/5941233-thirst-no-1
1100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,129","Oct 27, 2016","Oct 27, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. Wow. Wow. Wow. This is a book I know I will quote from, think about, refer to, and recommend for years and years and years to come. Naomi AldermaWow. Wow. Wow. Wow. This is a book I know I will quote from, think about, refer to, and recommend for years and years and years to come. Naomi Alderman has certainly surpassed her mentor Margaret Atwood. “The Power” makes you think hard about yourself, your beliefs, your prejudices, your community, and your world with all its stereotypes, and just when you think you’ve got the long and short of it, it makes you think again. This is a superb read. Don’t miss it. ...more",Notes are private!,0,7,1,"May 11, 2018","May 13, 2018","Oct 27, 2017",,Hardcover,view (with text),/book/show/29751398-the-power
1101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Ever Dies: Vietnam and the Memory of War,"Nguyen, Viet Thanh*",067466034X,9780674660342,067466034X,384        pp,4.06,"1,199","Oct 27, 2018","Apr 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2017",,Hardcover,view,/book/show/27311785-nothing-ever-dies
1102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black-Eyed Women,"Nguyen, Viet Thanh*",,,B01MTEKLVE,21        pp,4.06,90,"Jan 29, 2017","Jan 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2017",,Kindle Edition,view,/book/show/34093071-black-eyed-women
1103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Refugees,"Nguyen, Viet Thanh*",,,B01LFQ3KVS,205        pp,3.87,"20,364","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this about a month ago, but apparently I forgot to update the status of the book here. Anyhow, although I’m not a big fan of short stories,I finished this about a month ago, but apparently I forgot to update the status of the book here. Anyhow, although I’m not a big fan of short stories, I liked all the stories here and even loved a couple of them to the same degree as the author’s novel, The Sympathizer. The author’s style is graceful and expressive, which is a lungful breath of fresh air in contrast to the current fashion of gore and obscenity. ...more",Notes are private!,0,3,1,"Oct 29, 2017","Dec 19, 2017","Oct 27, 2017",,Kindle Edition,view (with text),/book/show/32068679-the-refugees
1104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hidden Brain: How Our Unconscious Minds Elect Presidents, Control Markets, Wage Wars, and Save Our Lives","Vedantam, Shankar",0385525214,9780385525213,0385525214,270        pp,3.98,"2,868","Dec 22, 2009","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2017",,Hardcover,view,/book/show/6772529-the-hidden-brain
1105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,وعده گاه شیر بلفور,"Perrault, Gilles",,,,191        pp,3.77,75,unknown,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2017",,,view,/book/show/6282130
1106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,608","Apr 02, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a fantastic book. I loved the writing style, the content, the structure, the poetic use of language, the humor, everything. Thank you, Paperback What a fantastic book. I loved the writing style, the content, the structure, the poetic use of language, the humor, everything. Thank you, Paperback Book Club. Without you, I probably wouldn’t have discovered this gem. ...more",Notes are private!,0,10,1,"Oct 22, 2017","Oct 28, 2017","Oct 21, 2017",,Hardcover,view (with text),/book/show/23168277-the-sympathizer
1107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"25Days: A Proven Program to Rewire Your Brain, Stop Weight Gain, and Finally Crush the Habits You Hate--Forever","Logan, Drew",,,B01KU08WRC,289        pp,3.25,111,unknown,"Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Oct 24, 2017Oct 21, 2017","Oct 25, 2017Oct 25, 2017","Oct 21, 2017",,Kindle Edition,view,/book/show/35692700-25days
1108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Completely Beside Ourselves,"Fowler, Karen Joy*",0399162097,9780399162091,0399162097,310        pp,3.71,"121,279","May 30, 2013","May 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am extremely glad that I didn’t read the summary of the story or any  of it before starting this extraordinary book and I am indebted to my deI am extremely glad that I didn’t read the summary of the story or any  of it before starting this extraordinary book and I am indebted to my dear friend Fariba for recommending it so subtly, without dropping any hints. The twist took me completely by surprise. I was toppled over. By that one sentence, a novel that I might have left unfinished for its ordinariness became magical, thought-provoking, and emotionally supercharged. I went from, “I wouldn’t recommend this to my daughter” to “My daughter should absolutely read this” to “My daughter will be completely heartbroken over this and I cannot do this to her.” So the final verdict? All of you who are not my daughter, go head and read this marvelous book. It has the potential of becoming a turning point in your life. ...more",Notes are private!,0,1,1,"Oct 19, 2017","Oct 22, 2017","Oct 18, 2017",,Hardcover,view (with text),/book/show/16176440-we-are-all-completely-beside-ourselves
1109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happiness Project,"Rubin, Gretchen*",0061583251,9780061583254,0061583251,301        pp,3.65,"172,431",2009,"Dec 29, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 13, 2017","Oct 20, 2017","Oct 13, 2017",,Hardcover,view,/book/show/6398634-the-happiness-project
1110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,199","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, this was one of those books in which the content is far better than the form. I had expected a lot more and felt let down. I am sure the film For me, this was one of those books in which the content is far better than the form. I had expected a lot more and felt let down. I am sure the film adaptation would be far more gripping. ...more",Notes are private!,0,3,1,"Oct 13, 2017","Oct 19, 2017","Oct 13, 2017",,Hardcover,view (with text),/book/show/30555488-the-underground-railroad
1111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خانم اسمیلا و حس برف,"Høeg, Peter",,9786007439197,,576        pp,3.74,"49,188",1992,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Paperback,view,/book/show/25887696
1112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pale View of Hills,"Ishiguro, Kazuo*",,,,183        pp,3.79,"34,629",1982,"Mar 03, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Wow! Talk about a mind-blowing ending! This is such a marvelous instance of Jungian shadow. No matter which interpretation you adopt**spoiler alert** Wow! Talk about a mind-blowing ending! This is such a marvelous instance of Jungian shadow. No matter which interpretation you adopt, whether you think that Etsuko and Sachiko are the same people, as well as Mariko and Keiko, or that Etsuko is just using her memory of a real neighbor to project her feelings of guilt and inadequacy, the fact remains that this is Jungian shadow in all its disturbing magnificence. I also love that Ishiguro refrains from glorifying either the past and oriental traditions or the post-war, westernized Japan. Definitely read the part on this book in The Conversations with Kazuo Ishiguro. ...more",Notes are private!,0,3,1,"Oct 07, 2017","Oct 09, 2017","Oct 06, 2017",,Paperback,view (with text),/book/show/28920.A_Pale_View_of_Hills
1113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss You,"Eberlen, Kate",1509819932,9781509819935,1509819932,464        pp,3.71,"12,404","Aug 11, 2016","Aug 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This was a very enjoyable book and it had many scenes and many sentences that I loved. However, I’m not sure about the fairy-tale en**spoiler alert** This was a very enjoyable book and it had many scenes and many sentences that I loved. However, I’m not sure about the fairy-tale ending. There is this romantic juvenile side of me that rooted for Gus and Tess becoming a couple, but the more mature side of me adored the realism of the book up to the point of their second Italy trip. The one star that I’ve held back is due to this ambivalent feeling in me. ...more",Notes are private!,0,2,1,"Oct 04, 2017","Oct 07, 2017","Oct 04, 2017",,Hardcover,view (with text),/book/show/26594969-miss-you
1114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Passenger        (Passenger, #1)","Bracken, Alexandra*",1484715772,9781484715772,1484715772,496        pp,3.76,"41,019","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2017",,Hardcover,view,/book/show/20983362-passenger
1115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Souls at Night,"Haruf, Kent",1101875895,9781101875896,1101875895,179        pp,3.92,"76,173","May 26, 2015","May 26, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bittersweet, yet heartwarming. I enjoyed it.",Notes are private!,0,3,1,"Oct 31, 2017","Nov 02, 2017","Oct 03, 2017",,Hardcover,view (with text),/book/show/23602562-our-souls-at-night
1116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Reaper at the Gates        (An Ember in the Ashes, #3)","Tahir, Sabaa*",0448494507,9780448494500,0448494507,458        pp,4.16,"93,306","Jun 12, 2018","Jun 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For some reason, I’d marked this book as read instead of want to read, and I actually thought I’d read it. Imagine my bewilderment when in my rereadinFor some reason, I’d marked this book as read instead of want to read, and I actually thought I’d read it. Imagine my bewilderment when in my rereading the whole series in preparation for the recently published fourth volume, I got to book three and realized I didn’t recognize a single chapter, hell, a single page.At the same time, there was the delight of discovering two new books of Tahir’s waiting for me to explore. So I read book 3 and I loved it. I loved the skillful employing of Jung’s principle in embracing one’s shadow to find true power. I don’t know if Tahir has read Jung and has used this knowingly, but in any case, I was mightily impressed. ...more",Notes are private!,0,5,1,"Dec 27, 2020","Jan 16, 2021","Oct 03, 2017",,Hardcover,view (with text),/book/show/30809786-a-reaper-at-the-gates
