,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",,,B07K6TWMDX,21        pp,4.10,"228,588","Apr 24, 1978","Nov 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Oh fuck the longings and agonies of youth...""""Oh fuck the longings and agonies of youth...""...more",Notes are private!,0,3,1,"Oct 31, 2020","Nov 09, 2020","Nov 09, 2020",,Audible Audio,view (with text),/book/show/46142059-the-world-according-to-garp
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gods of Jade and Shadow,"Moreno-Garcia, Silvia*",,,,338        pp,3.90,"65,613","Jul 23, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2020",,Hardcover,view,/book/show/36510722-gods-of-jade-and-shadow
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora's Jar: Women in the Greek Myths,"Haynes, Natalie*",1509873112,9781509873111,1509873112,320        pp,4.24,"19,235",2020,"Oct 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2020",,Hardcover,view,/book/show/51135393-pandora-s-jar
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,611",1981,"Jan 06, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 15, 2020","Oct 31, 2020","Oct 15, 2020",,Paperback,view,/book/show/11768.The_Hotel_New_Hampshire
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lava Red Feather Blue,"Ringle, Molly*",1771681993,9781771681995,B0821VGFT6,352        pp,3.74,627,"Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2020",,Kindle Edition,view,/book/show/48507634-lava-red-feather-blue
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of CarolSue,"Hugo, Lynne*",1496725670,9781496725677,1496725670,320        pp,3.80,178,unknown,"Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2020",,Paperback,view,/book/show/49195168-the-book-of-carolsue
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bestiary,"Chang, K-Ming*",0593132580,9780593132586,0593132580,259        pp,3.45,"3,490","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2020",,Hardcover,view,/book/show/43297216-bestiary
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Still Point,"Sackville, Amy*",1846272297,9781846272295,1846272297,307        pp,3.45,639,"Mar 01, 2010","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2020",,Paperback,view,/book/show/7875788-the-still-point
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Argo: How the CIA and Hollywood Pulled Off the Most Audacious Rescue in History,"Méndez, Antonio J.",,9781470832483,,9        pp,3.87,"13,773","Sep 13, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2020",,Audiobook,view,/book/show/16075189-argo
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gordon: A Novel,"Templeton, Edith",0307426076,9780307426079,0307426076,240        pp,3.40,528,1966,"Dec 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2020",,Kindle Edition,view,/book/show/9486838-gordon
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Kennedy,"Patterson, James*",0316454486,9780316454483,0316454486,432        pp,3.90,"11,947","Apr 13, 2020","Apr 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2020",,Hardcover,view,/book/show/51285366-the-house-of-kennedy
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys from Brazil,"Levin, Ira",006235776X,9780062357762,,unknown,4.06,"38,565",1976,"Jun 24, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If Nazi criminal thriller suspense is your jam, Boys From Brazil is your toast.",Notes are private!,0,4,1,"Oct 03, 2020","Oct 05, 2020","Oct 03, 2020",,Audiobook,view (with text),/book/show/20896082-the-boys-from-brazil
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Traveler at the Gates of Wisdom,"Boyne, John*",0593230159,9780593230152,0593230159,465        pp,3.65,"4,767","Jul 23, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2020",,Hardcover,view,/book/show/53273693-a-traveler-at-the-gates-of-wisdom
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",,,,448        pp,4.19,"1,066,781","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well I loved it. Damned if I have the words to say so right now….,Notes are private!,0,16,1,"Sep 12, 2021","Sep 13, 2021","Sep 17, 2020",,Kindle Edition,view (with text),/book/show/51029834-the-invisible-life-of-addie-larue
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",,,B0865TSTWM,246        pp,4.23,"280,841","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lot of ers found this book boring as fuck. I did not. However, I confess I wanted more of a “Planet of the Apes” reveal. The whole time I was A lot of ers found this book boring as fuck. I did not. However, I confess I wanted more of a “Planet of the Apes” reveal. The whole time I was reading, I was trying to imagine what the House was, thinking of cathedral façades with hundreds and hundreds of statues and gargoyles. Maybe the labyrinth at Chartres cathedral had something to do with it? Maybe it was Saint Peter’s in Rome or the Sagrada Família, now underwater after the polar ice caps melted? Something like that. Instead the House just turned out to be…well, not what I wanted. Well-written, but unsatisfying as a story. ...more",Notes are private!,0,2,1,"Jan 12, 2023","Jan 12, 2023","Sep 17, 2020",,Kindle Edition,view (with text),/book/show/52702097-piranesi
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",,,,310        pp,4.20,"255,740","Mar 31, 2020","Jul 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well that was....,Notes are private!,0,7,1,"Sep 07, 2020","Sep 12, 2020","Sep 07, 2020",,Kindle Edition,view (with text),/book/show/49856101-hamnet
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circle of Friends,"Binchy, Maeve",0099498596,9780099498599,0099498596,722        pp,4.06,"65,579","Jan 01, 1980","Jul 18, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(Happy sigh),Notes are private!,0,14,1,"Sep 05, 2020","Sep 07, 2020","Sep 05, 2020",,Paperback,view (with text),/book/show/41977.Circle_of_Friends
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sugared Game        (The Will Darling Adventures, #2)","Charles, K.J.*",1912688174,,B08DL1CKY3,288        pp,4.27,"7,172","Aug 23, 2020","Aug 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There's just nothing like it...There's just nothing like it......more,Notes are private!,0,4,1,"Sep 03, 2020","Sep 05, 2020","Sep 03, 2020",,Kindle Edition,view (with text),/book/show/52237997-the-sugared-game
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gallery,"Burns, John Horne",1590170806,9781590170809,1590170806,368        pp,4.01,439,1947,"Mar 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Paperback,view,/book/show/860184.The_Gallery
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Glass,"Wahl, Loren",,,,230        pp,2.89,9,1950,1950,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/17453675-the-invisible-glass
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming Out Under Fire: The History of Gay Men and Women in World War Two,"Bérubé, Allan",,,B00433SO6M,418        pp,4.26,"1,005",1990,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was FASCINATING. I kept highlighting sections and sending them to my dad. Highly, highly recommend.",Notes are private!,0,2,1,"Sep 02, 2020","Oct 03, 2020","Sep 02, 2020",,Kindle Edition,view (with text),/book/show/11312718-coming-out-under-fire
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Byron: Poems: Edited by Peter Washington,"Byron, Lord",,,B00JCS7AHM,288        pp,4.03,239,unknown,"Apr 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2020,"Oct 03, 2020","Sep 01, 2020",,Kindle Edition,view,/book/show/23211925-byron
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President","Millard, Candice",0385526261,9780385526265,0385526261,339        pp,4.21,"74,742","Sep 20, 2011","Sep 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Hardcover,view,/book/show/10335318-destiny-of-the-republic
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honeytrap,"Gray, Aster Glenn",,,B08GM69RLH,334        pp,4.22,"1,103","Sep 02, 2020","Sep 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the political/logistical/historical parts of it. And that cover!! The story and the premise were good, I just didn't like how it was written, I liked the political/logistical/historical parts of it. And that cover!! The story and the premise were good, I just didn't like how it was written, if that makes sense. ...more",Notes are private!,0,8,1,"Sep 17, 2021","Sep 18, 2021","Aug 26, 2020",,Kindle Edition,view (with text),/book/show/55135062-honeytrap
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexander's Bridge,"Cather, Willa",1600965563,9781600965562,1600965563,196        pp,3.41,"1,746",1912,"Feb 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2020",,Paperback,view,/book/show/445271.Alexander_s_Bridge
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Archduke Franz Ferdinand Lives!: A World without World War I,"Lebow, Richard Ned",,,B00GQ603DQ,258        pp,3.23,255,"Jan 07, 2014","Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2020",,Kindle Edition,view,/book/show/19818750-archduke-franz-ferdinand-lives
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,180","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2020",,Kindle Edition,view,/book/show/41081373-girl-woman-other
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She's Too Pretty to Burn,"Heard, Wendy*",125024675X,9781250246752,125024675X,336        pp,3.63,"8,362","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2020",,Hardcover,view,/book/show/51591602-she-s-too-pretty-to-burn
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Library,"Charles, Janet Skeslien*",1982134917,9781982134914,1982134917,351        pp,4.07,"122,677","Feb 09, 2021","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2020",,Paperback,view,/book/show/50333182-the-paris-library
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost of Billy Masterson and Other Thousand Islands Tales,"Pullyblank, Thomas",,,B010P7FE80,116        pp,0.00,0,"Dec 06, 2014","Jun 30, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2020","Aug 10, 2020","Aug 10, 2020",,Kindle Edition,view,/book/show/34488520-the-ghost-of-billy-masterson-and-other-thousand-islands-tales
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Napoleon's Gold: A Legend of the Saint Lawrence River,"Pullyblank, Thomas Eric",098569260X,9780985692605,B0085ZX3C4,362        pp,2.86,7,Jul 2011,"May 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 08, 2020","Aug 10, 2020","Aug 08, 2020",,Kindle Edition,view,/book/show/25084338-napoleon-s-gold
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Girls, a Clock, and a Crooked House","Poore, Michael",0593104641,9780593104644,,unknown,4.07,215,unknown,"Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Audio CD,view,/book/show/43863529-two-girls-a-clock-and-a-crooked-house
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up Jumps the Devil,"Poore, Michael",006206441X,9780062064417,006206441X,360        pp,3.88,"1,810","Jul 03, 2012","Jul 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Paperback,view,/book/show/13426056-up-jumps-the-devil
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Measuring the World,"Kehlmann, Daniel",0375424466,9780375424465,0375424466,259        pp,3.73,"18,943",2005,"Nov 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2020",,Hardcover,view,/book/show/642231.Measuring_the_World
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Melmoth,"Perry, Sarah",006285643X,9780062856432,,unknown,3.43,"14,096","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2020",,Audiobook,view,/book/show/36628420-melmoth
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",,,B071D3D2ZX,352        pp,3.71,"205,538","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,God DAMN....,Notes are private!,0,8,1,"Aug 03, 2020","Aug 04, 2020","Aug 03, 2020",,Kindle Edition,view (with text),/book/show/44547620-the-immortalists
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endless Love: A Novel,"Spencer, Scott",0062803735,9780062803733,,unknown,3.55,"5,650",1979,"Nov 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three stars specifically for the audio version. There is an art to writing dire, dramatic, over-the-top adolescent angst that walks the razor's edge bThree stars specifically for the audio version. There is an art to writing dire, dramatic, over-the-top adolescent angst that walks the razor's edge between beauty and nausea. David is pathologically romantic and a sexual beast, but his obese emotions and narcissism are not attractive. The people who enable his destruction are appalling. It's an anxious enough read on the page. It needed a really good narrator and unfortunately, Will Damron was not it. Especially with his treatment of female characters, which was downright offensive....more",Notes are private!,0,0,1,"Aug 02, 2020","Aug 03, 2020","Aug 02, 2020",,Audiobook,view (with text),/book/show/35230489-endless-love
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Town: The Miracle of the North Platte Canteen,"Greene, Bob",006008197X,9780060081973,006008197X,264        pp,3.89,"2,258",2002,"May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Wars are about love.” Wow. You want to really feel good about America and believe in what she can do, read this.",Notes are private!,0,2,1,Aug 2020,"Aug 20, 2020","Aug 01, 2020",,Paperback,view (with text),/book/show/157056.Once_Upon_a_Town
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flight Behavior,"Kingsolver, Barbara",,,B007HBY89E,610        pp,3.81,"94,485","Nov 01, 2012","Nov 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2020",,Kindle Edition,view,/book/show/17302754-flight-behavior
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camp,"Rosen, Lev A.C.*",0316537756,9780316537759,0316537756,384        pp,3.97,"7,279","May 26, 2020","May 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2020",,Hardcover,view,/book/show/52880287-camp
619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21: Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,"Mezrich, Ben*",1416564195,9781416564195,1416564195,273        pp,3.92,"25,391","Sep 17, 2002","Feb 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,Paperback,view,/book/show/1374244.21
620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maurice,"Forster, E.M.",,,B07X8ZSHTN,243        pp,4.08,"46,855",1971,"Sep 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not my favorite style of writing but definitely worth the time. Because it was ahead of its time: a gay love (LOVE!!) story with (wait for it) a happyNot my favorite style of writing but definitely worth the time. Because it was ahead of its time: a gay love (LOVE!!) story with (wait for it) a happy ending....more,Notes are private!,0,16,1,"Jul 25, 2020","Jul 26, 2020","Jul 25, 2020",,Kindle Edition,view (with text),/book/show/53075214-maurice
621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Gentleman's Position        (Society of Gentlemen, #3)","Charles, K.J.*",,,B011G3HIFE,240        pp,4.24,"5,379","Apr 05, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 24, 2020","Jul 26, 2020","Jul 24, 2020",,Kindle Edition,view,/book/show/25924850-a-gentleman-s-position
622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Seditious Affair        (Society of Gentlemen, #2)","Charles, K.J.*",,,B00V2AYYF4,244        pp,4.28,"5,533","Dec 15, 2015","Dec 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2020","Jul 24, 2020","Jul 23, 2020",,Kindle Edition,view,/book/show/25357172-a-seditious-affair
623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossings,"Landragin, Alex",1760557250,9781760557256,1760557250,384        pp,3.85,"8,210","Jul 28, 2020","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Paperback,view,/book/show/44596827-crossings
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In The Full Light Of The Sun,"Clark, Clare",054414757X,9780544147577,054414757X,432        pp,3.42,937,"Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2020",,Hardcover,view,/book/show/40796209-in-the-full-light-of-the-sun
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fashionable Indulgence        (Society of Gentlemen #1),"Charles, K.J.*",,,B00QP3ROUA,247        pp,3.97,"6,365","Aug 11, 2015","Aug 11, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some books you read and all you want to say is “Thank you.”,Notes are private!,0,8,1,"Jul 21, 2020","Jul 22, 2020","Jul 21, 2020",,Kindle Edition,view (with text),/book/show/24019111-a-fashionable-indulgence
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,438 Days: An Extraordinary True Story of Survival at Sea,"Franklin, Jonathan*",1501116290,9781501116292,1501116290,288        pp,4.33,"11,912","Nov 17, 2015","Nov 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2020",,Hardcover,view,/book/show/25111328-438-days
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fade Out        (Boystown, #13)","Thornton, Marshall*",,,B082PHVTG4,212        pp,4.57,233,"Jan 28, 2020","Jan 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If a series held my attention through 13 books, it doesn't matter that all 13 weren't 5-star reads. The series gets 5 stars. And instead of a , If a series held my attention through 13 books, it doesn't matter that all 13 weren't 5-star reads. The series gets 5 stars. And instead of a , you get the transcript of me and Camille discussing Boystown and the Henry Rios series and why we love them:Me: One of these days give Book One of the Boystown mysteries a try. Marshall Thornton. Not a lawyer book but a 1980s private eye book. Gritty and dirty and not nice. Cigarettes, booze, meaningless sex and prideful self-loathing.Camille: I love that you love these masculine noir detective booksMe: I find myself admiring authors who write unredeemable characters. Like in a weird way I dig the disappointment of Nick never straightening up and flying right. The world: “Sigh, Nick just needs someone to love and to love him!” Nick: “Fuck that.”Camille: The Wire is full of irredeemable good guys. I love it. But also kind of freak out bc I’m such a Pollyanna. I catch myself kind of hoping the bad/good guy will pull it together. And then being delighted when he doesn’tMe: Henry’s a good boy. It’s going to work out. After a couple books of hell. If you read Boystown, though, I can make no such promises for Nick. First of all, I’m only (only) up to book 8. Second, he makes terrible decisions and ruins everything.Camille: Book 8 and still no lurve?!??Me: Oh plenty of LURVE, but he makes terrible decisions and ruins everything. Most of my status updates are, “OK, NICK, DON’T FUCK IT UP!!!!” And 20% later: “GODDAMMIT, NICK, YOU FUCKED IT UP!”Camille: He sounds delightful!Me: I’ve decided I only like first person narrative when the narrator is confident. Nick makes bad decisions CONFIDENTLY. Right now he’s getting all moony about a priest. And I’m rooting for it! I’m so here for it! It’s going to be a DISASTER!!!(view spoiler)[It was indeed a disaster. (hide spoiler)]...more",Notes are private!,0,15,1,"Jul 19, 2020","Jul 19, 2020","Jul 19, 2020",,Kindle Edition,view (with text),/book/show/49537746-fade-out
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Cord        (Boystown #12),"Thornton, Marshall*",,,B07NBTLM9X,208        pp,4.64,245,"Mar 29, 2019","Mar 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Daaaaaaaamn. #10 slumped and I almost left the party, thinking the series had run its course. But #11 got back on track and this one was just TIGHT.",Notes are private!,0,4,1,"Jul 18, 2020","Jul 19, 2020","Jul 18, 2020",,Kindle Edition,view (with text),/book/show/43807971-broken-cord
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart's Desire        (Boystown #11),"Thornton, Marshall*",,,B07DFMSRTN,202        pp,4.48,244,"Aug 10, 2018","Aug 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2020","Jul 18, 2020","Jul 18, 2020",,Kindle Edition,view,/book/show/40265977-heart-s-desire
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Mauthausen,"Thompson, Rob",,,B075LV313V,333        pp,4.30,10,unknown,"Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2020","Oct 03, 2020","Jul 17, 2020",,Kindle Edition,view,/book/show/36303628-this-is-mauthausen
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tank Driver: With the 11th Armored from the Battle of the Bulge to VE Day,"Hartman, J. Ted",,,B00BIP0LHI,193        pp,4.43,7,"Jun 04, 2003","Jun 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 15, 2020","Oct 03, 2020","Jul 15, 2020",,Kindle Edition,view,/book/show/25262353-tank-driver
