,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NILTON's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autumn Chills: Tales of Intrigue from the Queen of Crime,"Christie, Agatha",0008470987,9780008470982,B0BVVFMGR8,300        pp,3.90,759,"Sep 14, 2023","Sep 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/122892652-autumn-chills
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Whistle at Night,"Hawk, Shane*",0593468465,9780593468463,0593468465,400        pp,4.04,"7,716","Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here we have a collection of 26 stories/anthologies by indigenous authors.This collection was, in my opinion, underwhelming.I expected a lot more, basHere we have a collection of 26 stories/anthologies by indigenous authors.This collection was, in my opinion, underwhelming.I expected a lot more, based on the synopsis.There was nothing scary or something that could make me feel unsettled. Some stories I found pointless.But the writing of each story was very good.Unfortunately there was nothing memorable (well, perhaps the story with the bag full of heads of white people).ebook (Kobo): 393 pages (default), 121k words ...more",Notes are private!,15,60,1,"Nov 06, 2023","Nov 12, 2023","Nov 06, 2023",,Paperback,view (with text),/book/show/75293507-never-whistle-at-night
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary,"Crummey, Michael*",0385685459,9780385685450,B0BR4YR8LP,333        pp,3.91,"1,119","Sep 26, 2023","Sep 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first book by this author.During the first 25% I was impressed by his writing and storytelling skills, but after that I did struggle with This was my first book by this author.During the first 25% I was impressed by his writing and storytelling skills, but after that I did struggle with feeling engaged.The story is gloomy and there are some heartbreaking moments. I did not know if the setting was late 18th century or early 19th.The characters are interesting but unfortunately there isn’t a single perspective, which caused me to feel completely indifferent to the situations.While reading I couldn’t put a finger why it failed to capture my full attention until I realized the lack of POV.Some critics called this work a “masterpiece”, so please, don’t mind me.Perhaps I should have read “The Innocents” before this one.I do own 4 more books by this author, which I do intend to read.e-book (Kobo): 293 pages (default), 90k words PS.: I have decided to read The Innocents next....more",Notes are private!,20,36,1,"Nov 04, 2023","Nov 06, 2023","Nov 04, 2023",,ebook,view (with text),/book/show/75669095-the-adversary
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,072","Sep 26, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t planning on reading this book so soon, but when I heard that it was picked by Oprah’s Book Club (I missed the September’s announcement), I deI wasn’t planning on reading this book so soon, but when I heard that it was picked by Oprah’s Book Club (I missed the September’s announcement), I decided to order a copy from the public library, and, as it was immediately available, I couldn’t resist.And I was completely pleased.This was an amazing surprise and a terrific break from reading crime fiction.The writing and the storytelling are formidable. I didn’t want to put it down.It’s not a book of action and there isn’t a specific plot, and it’s not just about marriage, as the synopsis suggests.The author touches a great number of different topics that are thought provoking.Everything was skillfully put together and with an excellent dose of humour.I loved the structure and the characters (including the delusional ones).It’s simply brilliant.Some situations felt very familiar to me, specially those times when I was growing up, trying to fit in, while hiding my own self, and the time I decided to leave everyone behind, and to start somewhere else, where no one ever heard of me (and no regrets here).Please, check the awesome  by Michael Schaub (npr News - September 20, 2023 2:05 PM ET) because it’s so perfect. Excerpts below:“Wellness is a stunning novel about the stories that we tell about our lives and our loves, and how we sustain relationships throughout time — it's beyond remarkable, both funny and heartbreaking, sometimes on the same page.”“Wellness is a perfect novel for our age, filled with a deep awareness of the Internet-poisoned, marketing-driven engineered emptiness of modern times, but also a compassionate optimism about our ability to find and maintain love nonetheless. It's a monumental achievement: a masterpiece by an author who has, in the space of two novels, become indispensable.”Excuse me, as I’m running to get a copy of “The Nix”.ebook (Kobo): 629 pages (default), 195k words Hardcover (Knopf): 624 pages...more",Notes are private!,5,42,1,"Nov 09, 2023","Nov 10, 2023","Oct 30, 2023",,Hardcover,view (with text),/book/show/65650229-wellness
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Christmas Appeal        (The Appeal, #1.5)","Hallett, Janice",166803588X,9781668035887,166803588X,208        pp,3.64,"11,206","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you like cozy mystery in an epistolary form , then you will have a blast with this one, otherwise don’t bother.Although not necessary, I do recommeIf you like cozy mystery in an epistolary form , then you will have a blast with this one, otherwise don’t bother.Although not necessary, I do recommend reading “The Appeal”, just for the characters.As like the first book, this was cleverly crafted and it has an excellent sense of humour.The beginning may not be that engaging for some readers, so if you are going to try it, hold tight as it will get better and become very interesting.Regardless, this is a very fast read.The book has only 33k words.The price for the ebook is simply absurd (Kindle or Kobo Canada are selling for $14.99).My copy was a hardcover edition borrowed from the public library....more",Notes are private!,0,11,1,"Dec 19, 2023","Dec 19, 2023","Oct 29, 2023",,Hardcover,view (with text),/book/show/124949815-the-christmas-appeal
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oracle at Delphi: A Parker Pyne Short Story,"Christie, Agatha",0062302698,9780062302694,,100        pp,3.76,206,Jul 1933,"Oct 29, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,ebook,view,/book/show/17851764-the-oracle-at-delphi
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventure of the Sinister Stranger: A Short Story,"Christie, Agatha",0062211056,9780062211057,0062211056,100        pp,3.54,551,"Apr 01, 2012","May 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fun story, but way too short.",Notes are private!,0,5,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,Kindle Edition,view (with text),/book/show/15819770-the-adventure-of-the-sinister-stranger
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Incredible Theft: Hercule Poirot,"Christie, Agatha",0007526407,9780007526406,B00D64I4T6,62        pp,3.66,"1,267",1937,"Oct 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant!,Notes are private!,0,8,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,Kindle Edition,view (with text),/book/show/19633805-the-incredible-theft
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blood-Stained Pavement: A Short Story,"Christie, Agatha",,,B007UPGOAS,28        pp,3.84,820,1928,"May 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 29, 2023",,Kindle Edition,view,/book/show/18978243-the-blood-stained-pavement
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Clue,"Christie, Agatha",,,,32        pp,3.47,666,"Dec 05, 1923","Jan 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 29, 2023",,Kindle Edition,view,/book/show/58524631-the-double-clue
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death on the Nile: A Parker Pyne Short Story,"Christie, Agatha",,,B00CGZXS88,31        pp,3.70,622,1933,"Oct 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 29, 2023",,Kindle Edition,view,/book/show/19371003-death-on-the-nile
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventure of the Italian Nobleman: a Hercule Poirot Short Story        (Hercule Poirot, #SS-17)","Christie, Agatha",006229816X,9780062298164,006229816X,100        pp,3.70,"1,444",1923,"Jul 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 29, 2023",,Kindle Edition,view,/book/show/17824591-the-adventure-of-the-italian-nobleman
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rajah's Emerald,"Christie, Agatha",,,B005JSK3HS,32        pp,3.60,475,"Jul 30, 1926",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,Kindle Edition,view,/book/show/12907374-the-rajah-s-emerald
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idol House of Astarte: A Miss Marple Short Story,"Christie, Agatha",006221098X,9780062210982,,26        pp,3.76,704,1928,"May 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This short story was included in “Midsummer Mysteries: Tales from the Queen of Mystery”, a new compilation of the original short stories written by AgThis short story was included in “Midsummer Mysteries: Tales from the Queen of Mystery”, a new compilation of the original short stories written by Agatha Christie...more",Notes are private!,0,1,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,ebook,view (with text),/book/show/15819764-the-idol-house-of-astarte
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane in Search of a Job: A Short Story,"Christie, Agatha",,,B007UPGSCW,28        pp,3.58,517,1974,"May 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great premises, silly ending.This story was recently published in the newest compilation of short stories: “Midsummer Mysteries, Tales from the Queen Great premises, silly ending.This story was recently published in the newest compilation of short stories: “Midsummer Mysteries, Tales from the Queen of Mystery”....more",Notes are private!,0,1,1,"Oct 29, 2023","Oct 29, 2023","Oct 29, 2023",,Kindle Edition,view (with text),/book/show/18978193-jane-in-search-of-a-job
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dracula,"Stoker, Bram",014143984X,9780141439846,014143984X,454        pp,4.01,"1,275,060","May 26, 1897","Apr 29, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 rounded up to 5 stars Yes, this was my first time reading this classic. As I keep saying, it’s never too late to discover an old book (or of any a4.5 rounded up to 5 stars Yes, this was my first time reading this classic. As I keep saying, it’s never too late to discover an old book (or of any age).Because of misconceptions I have avoided it for too long. When I discovered (recently) that it was written in epistolary format, it immediately changed my mind (the same thing happened with me about Frankenstein, which was my last book of 2022, closing the year with 5 stunning stars).Yes, I love books written in epistolary style.And here, Bram Stoker did not disappoint me. He masterfully worked around the diary entries, letters and articles, finding the perfect way to balance the story and all main characters.You do have to take into consideration the time that this book was written (Victorian era). This book was originally published on May 26, 1897.How I wished that I could have seen the readers reaction or the first s at that time. I know that it was the subject of much controversy upon its publication.I asked the same question after reading Carmilla, by Sheridan Le Fanu, which was written 27 years before Dracula.I have said in my reading updates (Goodreads) that I love reading a book without having any expectations about it.And this one was a terrific surprise.I loved the writing and the structure.There are some sensual scenes (or at least I found it sensual) that made me want to scream “yes, take me!”.I was surprised that this book was free of gory or even scary details. Still, the atmosphere created by the author was simply awesome.I do recommend the audiobook narrated by Alan Cumming, Tim Curry, Simon Vance, Katherine Kellgren, Susan Duerden, John Lee, Graeme Malcolm, Steven Crossley, which I listened as I read the book.Paperback (Penguin Classics), revised edition: 512 pagesE-book (Kobo): 711 pages (default), 193k words (by Penguin Classics, revised edition)There are lots of free different editions of the e-book that you can download from your favourite retailer. When it comes to classics I prefer Penguin or Oxford....more",Notes are private!,2,32,1,"Oct 27, 2023","Oct 29, 2023","Oct 27, 2023",,Paperback,view (with text),/book/show/588495.Dracula
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,537","Oct 24, 2023","Oct 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first 20% really impressed me.The writing is gorgeous!And I thought that I was going to love this book based on that.But, unfortunately, the beautThe first 20% really impressed me.The writing is gorgeous!And I thought that I was going to love this book based on that.But, unfortunately, the beautiful writing was not enough to keep me interested.The storyline is great, but its development lacked something for me. After a while I found it too slow and repetitive, and I just didn’t want to pick up the book again.For such a small book (76k words) it took me too long to finish it. Several moments I felt like quitting, but I persisted, waiting for that redemption point that would wowed me, but it never came.I read this book because it was chosen by Oprah’s Book Club for the month of October 2023.There are plenty of high praises, so please, do not mind me.This was my second book by this author.“Sing, Unburied, Sing” was a 3 stars for me, in 2017....more",Notes are private!,12,51,1,"Oct 27, 2023","Nov 02, 2023","Oct 25, 2023",,Hardcover,view (with text),/book/show/87556695-let-us-descend
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sculptor,"Gregory, Tony*",1649792972,9781649792976,1649792972,190        pp,5.00,2,unknown,"Oct 31, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a great work of fiction!The writing was exquisite and sophisticated and I was immediately pulled into the storyline.I was reminded of Patrick SüsWhat a great work of fiction!The writing was exquisite and sophisticated and I was immediately pulled into the storyline.I was reminded of Patrick Süskind, the author of “Perfume”.Here we know from the beginning who the serial killer is.There is no mystery. There are no twists like we have seen before. And there are no silly dialogues.But the suspenseful atmosphere was terrific.The development of the storyline and the main’s character progress were skillfully executed.I liked how long it took for the investigation to notice the killer’s signature.There are some questionable directions, and the conclusion was unexpected, but the author holds a master’s degree in history and psychology, so I greatly respect his decisions.PS. This book showed up recently in a book group that I follow on Facebook, which was posted by the author. I found his add a bit pretentious and even though I dislike the cover, he did get my attention. I immediately downloaded a sample from Kindle. It was enough to impress me that I ended up buying the ebook, but from Kobo (as it was cheaper). Once again I was reminded of not judging a book by its cover....more",Notes are private!,4,12,1,"Oct 21, 2023","Oct 22, 2023","Oct 21, 2023",,Paperback,view (with text),/book/show/62855838-the-sculptor
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taken While She Slept        (Detective April Fisher #1),"Grayson, C.J.*",1835262171,9781835262177,B0CKLVPQSR,395        pp,4.27,802,"Oct 17, 2023","Oct 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very fast read and there wasn’t a moment of boredom.The chapters are short and the development is well pacedThe storytelling is good, but tThis was a very fast read and there wasn’t a moment of boredom.The chapters are short and the development is well pacedThe storytelling is good, but the writing could have been better, as I found it a bit repetitive. It did feel that this was written in a hurry.The plot is really good, with plenty of twists, but the explanation/conclusion was not what I expected.The author threw so many little secrets that I was afraid that he was going to lose the thread.I wished for more in-depth character development, so if there is a follow up, I hope that the author will give some consideration.Overall it was a good entertainment and I’m looking forward to reading his next book....more",Notes are private!,0,11,1,"Oct 19, 2023","Oct 20, 2023","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/199436444-taken-while-she-slept
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midsummer Mysteries: Tales from the Queen of Mystery,"Christie, Agatha",0063310953,9780063310957,0063310953,272        pp,3.81,"2,258","Sep 05, 2021","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.75 rounded up to 4 stars ⭐️⭐️⭐️⭐️I won’t write a  or opinion about this work, but here are the stories included in this new compilation, indiv3.75 rounded up to 4 stars ⭐️⭐️⭐️⭐️I won’t write a  or opinion about this work, but here are the stories included in this new compilation, individually rated:.1. The Blood Stained Pavement - with Miss Marple (3 stars ⭐️⭐️⭐️) - also known as “Drip! Drip!2. The Double Clue - with Hercule Poirot (3 stars ⭐️⭐️⭐️)3. Death on the Nile (yes, it was originally a short story with Parker Pyne - 4 stars ⭐️⭐️⭐️⭐️)4. Harlequin’s Lane (2 stars ⭐️⭐️)5. The Adventure of the Italian Nobleman - with Hercule Poirot (4 stars ⭐️⭐️⭐️⭐️) - also known as “The Italian Nobleman“6. Jane in Search of a Job (3 stars ⭐️⭐️⭐️)7. The Disappearance of Mr. Davenheim - with Hercule Poirot (4 stars ⭐️⭐️⭐️⭐️) - also known as “Mr. Davenby Disappears “8. The Idol House of Astarte - with Miss Marple (4 stars ⭐️⭐️⭐️⭐️) - also known as “The Solving Six and the Evil Hour”9. The Rajah’s Emerald - (4 stars ⭐️⭐️⭐️⭐️)10. The Oracle at Delphi - with Parker Pyne (5 stars ⭐️⭐️⭐️⭐️⭐️) 11. The Adventure of the Sinister Stranger - with Tommy & Tuppence(3 stars ⭐️⭐️⭐️) 12. The Incredible Theft - with Hercule Poirot (5 stars ⭐️⭐️⭐️⭐️⭐️) - this story was first published in 1923 as “The Submarine Plans”...more",Notes are private!,0,12,1,"Oct 18, 2023","Oct 29, 2023","Oct 18, 2023",,Paperback,view (with text),/book/show/61980335-midsummer-mysteries
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan,"Chen, Katherine J.*",1984855808,9781984855800,1984855808,368        pp,3.96,"6,679","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/59339945-joan
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Blood,"Jackson, Tiffany D.*",0063029146,9780063029149,0063029146,416        pp,4.22,"22,162","Sep 06, 2022","Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Originally I wasn’t going to rate this book, but after some consideration I decided to give her some credit.I do have mixed feelings about this work, Originally I wasn’t going to rate this book, but after some consideration I decided to give her some credit.I do have mixed feelings about this work, but I don’t regret reading it.I did pick this one totally blind, without reading any of the s (except after reading the first 5%).I was completely invested during the first 25% even though I could tell from the beginning that this is a retelling of “Carrie”, by Stephen King (one of my top 5 favourite books written by King), but made all about racism.Instead of the mother we have the father. Maddy (Carrie) is of mixed race and can easily pass as being white.If at least we had a full POV for Maddy. The setting is 2014, in a very small town that seems to be stuck in the 60’s (although they do have access to technology). The structure is great, but there is nothing new here, except the problematic conclusion.But I did like the interaction between Maddy and Kenny.The writing is not bad, but I do recommend the audiobook.If you have never read “Carrie”, then there is a great chance that you will love this book.I had to Google about the difference between retelling and copying.It seems that the author did nothing wrong.But then, she is not the first one to do it.Hardcover (Katherine Tegen Books): 416 pagesEbook (Kobo): 321 pages (default), 87k words Audiobook narrated by JD Jackson, Sarah Mollo-Christensen, Joy Nash, Christopher Salazar and Karen Malina White: 10.9 hours...more",Notes are private!,4,22,1,"Oct 14, 2023","Oct 15, 2023","Oct 14, 2023",,Hardcover,view (with text),/book/show/59816818-the-weight-of-blood
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",0140187375,9780140187373,0140187375,185        pp,4.06,"137,766",1945,"Feb 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another marvellous work by John Steinbeck!This was my first time reading it in English. It’s so much better than the one translated into Portuguese (“Another marvellous work by John Steinbeck!This was my first time reading it in English. It’s so much better than the one translated into Portuguese (“A Rua das Ilusões Perdidas” or “Bairro da Lata”).The description is so vivid and the characters are so believable.The start is slow but soon you feel engaged with the storyline and eager to interact with the characters, who had great dynamics between them.The writing and the storytelling are marvellous! Now, as with any classic book, we have to keep in mind the time the book was written, especially when it comes to racism, sexism or misogyny....more",Notes are private!,7,23,1,"Oct 13, 2023","Oct 14, 2023","Oct 13, 2023",,Paperback,view (with text),/book/show/826383.Cannery_Row
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,773","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first book by this author.It was highly recommended to me by a fellow reader who wanted my opinion.Well, I’m very grateful for the recommeThis was my first book by this author.It was highly recommended to me by a fellow reader who wanted my opinion.Well, I’m very grateful for the recommendation.What a terrific historical fiction inspired by a true horse!I was completely immersed in the storyline, and I loved the timeline structure.This book is more than just about a horse.As for the writing, there was so much passion that I was touched.The author did a remarkable research before writing this book.There are some terrific and joyful moments, but there are also plenty of heartbreaking ones, especially the treatment of horses.I loved how the relationship between Jarrett and Lexington, the horse, was displayed here. So beautiful! I wished that the book was totally centred around this relationship, which is in my opinion, the heart of this work.Yes, we are presented with serious social issues, especially racism, but those parts, although very well crafted, were a bit cliche and predictable, especially the conclusion. I do respect the author’s direction.Regardless, this was a fascinating read and a great entertainment that I would love to see it adapted for the screen.ebook (Kobo): 414 pages (default), 128k wordsHardcover (Viking): 401 pagesAudiobook narrated by Katherine Littrell, Michael Obiora, Graham Halstead, Lisa Flanagan, James Fouhey: 14.1 hours (normal speed)...more",Notes are private!,10,25,1,"Dec 24, 2023","Dec 25, 2023","Oct 12, 2023",,Hardcover,view (with text),/book/show/59109077-horse
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Litter of Bones        (DCI Logan Crime Thrillers, #1)","Kirk, J.D.",,,,327        pp,4.30,"22,433","Apr 15, 2019","Apr 15, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fast read and a fast nosediveTW: animal cruelty This book started so well!During the first 13% I really thought that I had a winner, but unfortunateA fast read and a fast nosediveTW: animal cruelty This book started so well!During the first 13% I really thought that I had a winner, but unfortunately the writing quality went downhill. What a nosedive!The author is great writing descriptions and inner thoughts, but a disaster when it comes to dialogues. I thought they were too juvenile for my liking.As for the main character, what a rude DCI! He treated his subordinates as if they were his private waiters. And we know nothing about him. There is no in-depth character development.The storyline is good, but there is nothing new or remarkable about it, except that we know for sure that this DCI is no inspiration to aspiring detectives.I didn’t think the gory details of animal cruelty were necessary. It added nothing to the story.And that conclusion was not that great.Anyways… this clearly did not work for me.I only finished it because the crime fiction book club had recommended it....more",Notes are private!,6,23,1,"Oct 12, 2023","Oct 13, 2023","Oct 12, 2023",,Kindle Edition,view (with text),/book/show/44678633-a-litter-of-bones
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice",0593534565,9780593534564,0593534565,382        pp,4.55,"21,331","Mar 07, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars.I have finally finished this book. It took me longer than I expected.Anyways… I enjoyed the writing and the storytelling, and specially the 3.5 stars.I have finally finished this book. It took me longer than I expected.Anyways… I enjoyed the writing and the storytelling, and specially the premises. Just the development left me unsatisfied.The book started well, but then I thought it was going to turn into a soft porn. Fortunately it was for a very short time.The descriptions of the war casualties are haunting, as they are gory.The middle of the book did drag on for some time, which almost made me quit reading.There are some random epistolary format that I thought was a nice touch, but the letters were just cute, nothing had any depth (like the characters).My main problem was that from the beginning and throughout the book I did not feel that the story was that original.It felt (for me) like pieces were inspired or taken from other books or movies (at the end of book there is a chapter named “Historical Note”, where the author says that she was inspired by “dozens of primary accounts of the war” and lists the sources , but I have never heard of those).I wasn’t emotionally connected with the story until the last 20% of the book, and for that it’s my favourite part of the book.e-book (Kobo): 345 pages (default), 107k words.Hardcover (Knop): 400 pages (46 chapters).PS. If you read ebooks only using an app, you may find that it is hard to read the pages that are like pictures of a page from a newspaper or journal, as you can’t change the font (I had to take a screen shot of a couple of pages - fortunately). As for the ereader, I had no such problem, as those pages were normal....more",Notes are private!,4,11,1,Dec 2023,"Dec 08, 2023","Oct 11, 2023",,Hardcover,view (with text),/book/show/59948520-in-memoriam
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drowning Woman,"Harding, Robyn*",1538726769,9781538726761,1538726769,336        pp,4.08,"55,091","Jun 13, 2023","Jun 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has an interesting concept and the story started very well.Unfortunately the development of the storyline was not that great. There are someThis book has an interesting concept and the story started very well.Unfortunately the development of the storyline was not that great. There are some good moments, but too many twists and some absurdities.The writing was good, but repetitive.But it was still a brainless entertainment and a fast read.Hardcover (Grand Central Publishing): 336 pagesEbook (Kobo): 264 pages (default), 81k words Audiobook narrated by Brittany Wilkerson and Henriette Zoutomou: 9.6 hours (normal speed)...more",Notes are private!,3,32,1,"Oct 11, 2023","Oct 12, 2023","Oct 11, 2023",,Hardcover,view (with text),/book/show/62874245-the-drowning-woman
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,222","Jul 06, 2023","Aug 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 stars - this one was not for me.My humble brain (and I’m not ashamed to admit) did not get this one.I found the writing pretentious and utterly te2.5 stars - this one was not for me.My humble brain (and I’m not ashamed to admit) did not get this one.I found the writing pretentious and utterly tedious.I even tried the audiobook narrated by the author, which was just as tedious if played at normal speed.))But it was shortlisted for the 2023 Booker Prize & Scotiabank Giller Prize.At least the book is very short.Another er (Pedro) said perfectly: “…a compilation of thoughts that have crossed the author’s mind in the most random situations in life which she then decided to use to make up for her lack of skills as a storyteller.”You may be asking why I finish it, but how would I share an opinion if I hadn’t?Besides, it’s such a small book and I was expecting a redemption point.Ebook (Kobo): 125 pages (default), 39k words Hardcover (Knopf Canada): 208 pagesAudiobook narrated by the author: 3:59 minutes (normal speed)...more",Notes are private!,1,15,1,"Oct 10, 2023","Oct 18, 2023","Oct 10, 2023",,Hardcover,view (with text),/book/show/123636870-study-for-obedience
