,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Angela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",,,B06Y1GBY2M,14        pp,4.40,"606,881","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Powerful and wonderfully written story! This is based on the notorious true story of Georgia Tann, director of the Memphis-based Tennessee Children's Powerful and wonderfully written story! This is based on the notorious true story of Georgia Tann, director of the Memphis-based Tennessee Children's Home Society. Though the characters were fictitious, the author did an amazing job developing their tales in a way that well represented the true victims of this awful woman. I was a little weary about reading this book because as a college history student in Tennessee, we learned about Georgia Tann and her victims. I was not sure if I wanted to delve into this awful world again. However, I am glad I did. I also highly recommend reading ""The Baby Thief"" by Barbara Raymond if you are interested in learning more. ...more",Notes are private!,0,7,1,"Feb 12, 2019","Feb 18, 2019","Feb 12, 2019",,Audible Audio,view (with text),/book/show/35156657-before-we-were-yours
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Breaths: A Memoir of Panic and Addiction,"Vargas, Elizabeth",,9781478965213,,6        pp,4.05,"7,874","Sep 13, 2016","Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not a NEWS watcher. I watch the late-night comedy show highlights because if I have to hear about it--- it better be funny. Needless to say, I doI am not a NEWS watcher. I watch the late-night comedy show highlights because if I have to hear about it--- it better be funny. Needless to say, I do know who Elizabeth Vargas IS but not much about her or her anchor career. I am shocked that such an anxiety/stress-ridden individual would have chosen journalism as her career, but she did. This was a good memoir, clearly well written (she is a journalist after all) and she does not hold much back with her experiences as an alcoholic. She was EXTREMELY lucky in her ability to afford so much help and be given so many chances, especially in such a high powered career and she DOES recognize this.What I appreciate about this story is that she decided to share the ugly side of a seemingly polished life. She was the person who had everything. She was put together, juggling an amazing career, a famous husband and lovely children. Alcoholism has many faces--- so that is why I liked this memoir....more",Notes are private!,0,2,1,"Feb 02, 2019","Feb 04, 2019","Feb 02, 2019",,Audiobook,view (with text),/book/show/32509197-between-breaths
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clan of the Cave Bear        (Earth's Children, #1)","Auel, Jean M.",,,B00466HQ2Y,516        pp,4.09,"267,069","May 04, 1980","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2019",,Kindle Edition,view,/book/show/40611463-the-clan-of-the-cave-bear
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The History of Tom Jones, a Foundling","Fielding, Henry",0140436227,9780140436228,0140436227,975        pp,3.75,"33,358","Feb 28, 1749","Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2019",,Paperback,view,/book/show/99329.The_History_of_Tom_Jones_a_Foundling
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,680","Feb 02, 2016","Feb 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 23, 2019","Feb 02, 2019","Jan 23, 2019",,Hardcover,view,/book/show/25614492-salt-to-the-sea
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jamaica Inn,"du Maurier, Daphne",0316252905,9780316252904,,320        pp,3.89,"50,073",1936,"Dec 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2019","Jan 26, 2019","Jan 16, 2019",,ebook,view,/book/show/18869967-jamaica-inn
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Year of the War,"Meissner, Susan*",0451492153,9780451492159,0451492153,389        pp,4.20,"18,024","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2019",,Hardcover,view,/book/show/40530049-the-last-year-of-the-war
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",,,B078Z3RVRL,9        pp,3.94,"358,673","Jan 29, 2018","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a 3.5 rounded down to 3. Well written story but I really disliked Roy despite what unfairly happens to him. I may update this after our book dThis is a 3.5 rounded down to 3. Well written story but I really disliked Roy despite what unfairly happens to him. I may update this after our book discussion. ...more,Notes are private!,0,4,1,"Dec 28, 2018","Jan 11, 2019","Dec 28, 2018",,Audible Audio,view (with text),/book/show/38389692-an-american-marriage
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To All the Boys I've Loved Before        (To All the Boys I've Loved Before, #1)","Han, Jenny*",,,,unknown,4.04,"896,138","Apr 15, 2014","Apr 16, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I honestly liked the Netflix film version better than the book. Lara Jean's sisters were complete jerks in the book and I just didn't like Peter as muI honestly liked the Netflix film version better than the book. Lara Jean's sisters were complete jerks in the book and I just didn't like Peter as much. There were ""additional"" parts that I appreciated like Peter and LJ's visit to the antique store. Hard pass on reading the rest of the series....more",Notes are private!,0,3,1,"Dec 27, 2018","Jan 02, 2019","Dec 27, 2018",,Audiobook,view (with text),/book/show/22558034-to-all-the-boys-i-ve-loved-before
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",0062115588,9780062115584,,11        pp,4.33,"1,484,795","Sep 20, 2011","Mar 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jan 2019Dec 25, 2018",Jan 2019Jan 2019,"Dec 25, 2018",,Audiobook,view,/book/show/13574503-the-song-of-achilles
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rose Society        (The Young Elites, #2)","Lu, Marie*",1101925418,9781101925416,,396        pp,4.03,"64,858","Oct 13, 2015","Oct 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2018","Jan 20, 2019","Dec 21, 2018",,Audiobook,view,/book/show/25147796-the-rose-society
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dumplin'        (Dumplin', #1)","Murphy, Julie*",0062327186,9780062327185,0062327186,375        pp,3.89,"88,628","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2018",,Hardcover,view,/book/show/18304322-dumplin
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,899","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2018",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shout,"Anderson, Laurie Halse*",0670012106,9780670012107,0670012106,296        pp,4.26,"20,614","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2018",,Hardcover,view,/book/show/40519259-shout
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,414",May 2001,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2018",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,unknown,4.26,"748,455","May 10, 1990","Nov 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 03, 2019not set","Oct 24, 2019not set","Dec 12, 2018",,Audible Audio,view,/book/show/41484912-good-omens
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eva Luna,"Allende, Isabel*",,,B01675AB00,369        pp,4.00,"52,850",1987,"Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 12, 2018",,Kindle Edition,view,/book/show/27257295-eva-luna
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scorpio Races,"Stiefvater, Maggie*",0545357020,9780545357029,0545357020,unknown,4.09,"109,371","Oct 18, 2011","Oct 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dang. That was good!! My biggest complaint is that it's over and there is no sequel.Dang. That was good!! My biggest complaint is that it's over and there is no sequel....more,Notes are private!,0,5,1,"Dec 12, 2018","Dec 21, 2018","Dec 12, 2018",,Audiobook,view (with text),/book/show/10858434-the-scorpio-races
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Dalcher, Christina*",0440000785,9780440000785,0440000785,336        pp,3.54,"80,069","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 12, 2018",,Hardcover,view,/book/show/37796866-vox
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,575","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2018",,Hardcover,view,/book/show/35133922-educated
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Calculating Stars        (Lady Astronaut Universe, #1)","Kowal, Mary Robinette*",,,B0756JH5R1,432        pp,3.96,"33,488","Jul 03, 2018","Jul 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 23, 2019","Jul 09, 2019","Dec 12, 2018",,Kindle Edition,view,/book/show/36238876-the-calculating-stars
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of Blood and Bone        (Legacy of Orïsha, #1)","Adeyemi, Tomi*",1250170974,9781250170972,1250170974,544        pp,4.11,"223,478","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 12, 2018",,Hardcover,view,/book/show/34728667-children-of-blood-and-bone
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness","Rubin, Gretchen*",,9781984822802,1984822802,208        pp,3.54,"15,900","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/39901314-outer-order-inner-calm
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Young Elites        (The Young Elites, #1)","Lu, Marie*",0141370696,9780141370699,,11        pp,3.87,"135,932","Oct 07, 2014","Feb 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 10, 2018","Dec 14, 2018","Dec 10, 2018",,Audiobook,view,/book/show/34758395-the-young-elites
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art Matters: Because Your Imagination Can Change the World,"Gaiman, Neil*",0062906208,9780062906205,0062906208,112        pp,4.30,"18,383","Nov 20, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2018",,Hardcover,view,/book/show/41015022-art-matters
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildcard        (Warcross #2),"Lu, Marie*",,,B07DJPCRC8,unknown,4.00,"54,576","Sep 18, 2018","Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2018","Dec 09, 2018","Dec 05, 2018",,Audible Audio,view,/book/show/42033892-wildcard
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",,,,360        pp,3.94,"845,699","May 30, 2017","May 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 29, 2018","Dec 02, 2018","Nov 29, 2018",,Kindle Edition,view,/book/show/32571395-one-of-us-is-lying
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Who Would Be King: Hatshepsut's Rise to Power in Ancient Egypt,"Cooney, Kara",,,B00O2GW934,10        pp,3.64,"7,023","Oct 14, 2014","Oct 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had to give myself time to think about my rating/ for this one. This book was not a page-turner for me, but truthfully, most historical books I had to give myself time to think about my rating/ for this one. This book was not a page-turner for me, but truthfully, most historical books take me longer to read, so I can't give this a lower rating because it didn't grip my attention the whole time! First, I highly recommend that you listen to the audio version of this book. I started out with the paperback version but realized quickly that I was going to need someone to pronounce the Egyptian names, places, etc. Even in my head, I do not like not knowing how to correctly say a word. The author, Dr. Kathlyn Cooney, narrates the book. She is not the BEST narrator, but thanks to her, I can pronounce Hatshepsut as well as my own name :)Second, go into this book knowing that most of the book is conjecture (though scholarly). Most, if not all, of Hatshepsut's ""KING"" history was erased by Thutmose III. Also, Egyptians were not known for sharing incredible detail (hieroglyphics made it hard to do so) and they rarely recorded unpleasantries about people or events. Hatshepsut's story is an important one and one that deserves a place in Egyptian history. She was a woman who rose to become pharaoh of Egypt not with bloodshed but with masterful strategy. The theories as to why she was erased are an even more intriguing and an eye-opening look as to why female and not male rulers were looked down upon in Egyptian (or if we are honest ALL) history. ...more",Notes are private!,0,1,1,"Nov 19, 2018","Dec 04, 2018","Nov 19, 2018",,Audible Audio,view (with text),/book/show/25197108-the-woman-who-would-be-king
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,294","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Great Alone is a beautiful and heart-wrenching story set in the 1970s Alaskan frontier. We follow the Allbright family who move from the comforts The Great Alone is a beautiful and heart-wrenching story set in the 1970s Alaskan frontier. We follow the Allbright family who move from the comforts of the city to the wilds of the Alaskan frontier on the desire of the father, Ernt Allbright, a former Vietnam POW. Kristin Hannah does an amazing job of creating the harsh and beautiful environment of the Alaskan frontier as well as the VERY small but supportive community living within in it--great character development. The Allbright family themselves are a whole other layer of the story and the father, Ernt Allbright, was a perfect parallel to their environment (unpredictable). I appreciated the truthful depiction of a family forever altered by the psychological damage of war. I wanted to give this book 5 stars but the last few chapters felt rushed and the ending was a little too perfectly wrapped up for me. I wonder if the author had a different ending in mind but her editors told her to make it happier. ...more",Notes are private!,0,5,1,"Nov 15, 2018","Nov 24, 2018","Nov 15, 2018",,Kindle Edition,view (with text),/book/show/34912895-the-great-alone
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cozy Minimalist Home: More Style, Less Stuff","Smith, Myquillyn*",1721347402,9781721347407,1721347402,unknown,3.74,"8,240",Oct 2018,"Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2018",,Audio CD,view,/book/show/41081706-cozy-minimalist-home
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",1561797464,9781561797462,1561797464,184        pp,4.08,"841,490","Dec 17, 1843","Sep 23, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 12, 2018","Nov 18, 2018","Nov 12, 2018",,Paperback,view,/book/show/5326.A_Christmas_Carol
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",,9781549171772,,13        pp,4.24,"1,052,648","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Myths can be difficult to understand as they are supernatural fables that have no need to be realistic and often contradict each other. That being saiMyths can be difficult to understand as they are supernatural fables that have no need to be realistic and often contradict each other. That being said, Madeline Miller does an amazing job of creating a comprehensive and entertaining story of the witch-goddess CIRCE. I listened to the audio version read by British actress Perdita Weeks (Lost in Austen, Penny Dreadful) who gives Circe a perfect narrative voice. Circe is the daughter of Perse, an Oceanid nymph, and the Greek God of the Sun, Helios (Titan). Madeline Miller creates the early life of Circe, a goddess not loved by her family because she has more mortal characteristics than god-like. Circe struggles to find her place amongst the Gods and eventually finds power in witchcraft. The story tells of the actions and events that lead up to (and beyond) Circe's eventual banishment to the island of Aeaea where we know her best in the epic tale of the Odyssey. This is a pretty basic summary but I do not want to give too much away :)As we know next to nothing of Circe's life beyond her connection with Odysseus in the original Greek myths, there are liberties taken in this story and the author does a masterful job of weaving other Greek mythological tales within the life of Circe. I do not mind the liberties taken--they are myths!...more",Notes are private!,0,4,1,"Nov 05, 2018","Nov 12, 2018","Nov 05, 2018",,Audiobook,view (with text),/book/show/40043563-circe
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Song of the Dark Crystal        (Jim Henson's The Dark Crystal, #2)","Lee, J.M.*",0399539816,9780399539817,0399539816,266        pp,4.26,706,"Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2018,"Nov 09, 2018","Nov 01, 2018",,Hardcover,view,/book/show/32828531-song-of-the-dark-crystal
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadows of the Dark Crystal        (Jim Henson's The Dark Crystal, #1)","Lee, J.M.*",0448482894,9780448482897,0448482894,264        pp,4.11,"1,442","Jun 28, 2016","Jun 28, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ANYTHING Jim Henson has been my obsession since I was a kid. The Dark Crystal is one of my favorite movies (yes, I admit that I've been known to have ANYTHING Jim Henson has been my obsession since I was a kid. The Dark Crystal is one of my favorite movies (yes, I admit that I've been known to have a Dark Crystal and Labyrinth marathon from time to time), so of course this prequel to the Dark Crystal made me so happy! I can't wait to read the other two in the series. If you love the movie, then you will enjoy immersing yourself into the word of Thra all over again. This is a prequel, so many of the characters are new but there is plenty of the familiar! A must read before the Netflix series comes out next year!...more",Notes are private!,0,1,1,"Oct 18, 2018","Oct 25, 2018","Oct 18, 2018",,Hardcover,view (with text),/book/show/27190371-shadows-of-the-dark-crystal
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warcross,"Lu, Marie*",,,B074G4WJRQ,11        pp,4.14,"114,857","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have to think about my  for this one....,Notes are private!,0,2,1,"Oct 09, 2018","Oct 18, 2018","Oct 09, 2018",,Audible Audio,view (with text),/book/show/36244973-warcross
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",,,,354        pp,4.17,"123,177","Jul 10, 2012","Jul 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2018",,ebook,view,/book/show/13152194-tiny-beautiful-things
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Wife,"McLain, Paula*",0307877191,9780307877192,,11        pp,3.82,"296,288","Feb 27, 2011","Feb 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 27, 2018","Oct 04, 2018","Sep 27, 2018",,Audiobook,view,/book/show/10559995-the-paris-wife
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Wash your Face,"Hollis, Rachel*",1400201667,9781400201662,1400201667,240        pp,3.58,"257,614","Feb 06, 2018","Jan 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 20, 2018","Sep 26, 2018","Sep 20, 2018",,Hardcover,view,/book/show/35542451-girl-wash-your-face
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The No-Spend Challenge Guide: How to Stop Spending Money Impulsively, Pay off Debt Fast, & Make Your Finances Fit Your Dreams","Smith, Jen*",,,B0779FP2M9,136        pp,3.73,"2,241",unknown,"Nov 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2018",,Kindle Edition,view,/book/show/36574256-the-no-spend-challenge-guide
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Says You Can't? YOU DO,"Chidiac, Daniel*",0525573615,9780525573616,0525573615,368        pp,4.14,"2,538","Mar 26, 2013","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2018",,Paperback,view,/book/show/37487016-who-says-you-can-t-you-do
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"March: Book One        (March, #1)","Lewis, John",1603093001,9781603093002,1603093001,128        pp,4.35,"55,199","Aug 13, 2013","Aug 13, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an amazing graphic novel and it was chosen as the 2018 selection for One Book One San Diego. It's funny that even in San Diego I am given a bThis was an amazing graphic novel and it was chosen as the 2018 selection for One Book One San Diego. It's funny that even in San Diego I am given a book about my old hometown. If you are not familiar with John Lewis or the Nashville Civil Rights movement this graphic novel is a great intro into the man (and others like Diane Nash) and the events that happened. I am looking forward to reading the rest of the series!! FYI, if you are a glutton for historical reads and loved this subject, I suggest also reading The Children by David Halberstam. If you ever find yourself in Nashville, I suggest visiting the hidden gem--The Civil Rights Room in the Downtown Nashville Public Library. https://library.nashville.org/researc......more",Notes are private!,0,7,1,"Aug 27, 2018","Aug 29, 2018","Aug 27, 2018",,Paperback,view (with text),/book/show/17346698-march
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Life        (All Souls, #3)","Harkness, Deborah*",0670025593,9780670025596,0670025593,561        pp,4.20,"190,821","Jul 01, 2014","Jul 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2018","Oct 30, 2018","Aug 26, 2018",,Hardcover,view,/book/show/16054217-the-book-of-life
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian of Auschwitz,"Iturbe, Antonio G.",1627796185,9781627796187,1627796185,424        pp,4.16,"55,295","Sep 18, 2012","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2018",,Hardcover,view,/book/show/31145052-the-librarian-of-auschwitz
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Flower and the Secret Fan,"See, Lisa*",0812968069,9780812968064,B00118WLJS,269        pp,4.09,"372,446","Feb 21, 2005","Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2018",,Paperback,view,/book/show/1103.Snow_Flower_and_the_Secret_Fan
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Gods,"Gaiman, Neil*",,,,635        pp,4.11,"925,158","Jun 19, 2001","Jun 21, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2018",,Kindle Edition,view,/book/show/30165203-american-gods
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow of Night        (All Souls, #2)","Harkness, Deborah*",0670023485,9780670023486,0670023485,584        pp,4.08,"241,108","Jul 10, 2012","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2018","Aug 26, 2018","Jul 28, 2018",,Hardcover,view,/book/show/11559200-shadow-of-night
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Discovery of Witches        (All Souls, #1)","Harkness, Deborah*",0670022411,9780670022410,,579        pp,4.02,"491,063","Feb 08, 2011",Feb 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A great guilty pleasure book! I couldn't put this book down once I started :) A great guilty pleasure book! I couldn't put this book down once I started :) ...more,Notes are private!,0,4,1,"Jul 26, 2018","Jul 28, 2018","Jul 26, 2018",,Hardcover,view (with text),/book/show/8667848-a-discovery-of-witches
