,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rusalka's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Queen        (The Lost Queen, #1)","Pike, Signe*",1501191411,9781501191411,1501191411,527        pp,4.16,"12,586","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2021",,Hardcover,view,/book/show/38355440-the-lost-queen
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bangkok Haunts        (Sonchai Jitpleecheep, #3)","Burdett, John*",0307263185,9780307263186,0307263185,305        pp,3.77,"3,773","Jan 01, 2007","Jun 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Hardcover,view,/book/show/226963.Bangkok_Haunts
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood on Snow        (Blood on Snow, #1)","Nesbø, Jo*",1846559928,9781846559921,1846559928,198        pp,3.55,"31,384","Oct 02, 2014","Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Paperback,view,/book/show/23482837-blood-on-snow
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nervous Conditions        (Nervous Conditions, #1)","Dangarembga, Tsitsi",0954702336,9780954702335,0954702336,212        pp,4.04,"19,429",1988,"Jan 10, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Paperback,view,/book/show/828469.Nervous_Conditions
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honeybee,"Silvey, Craig*",1760877220,9781760877224,1760877220,421        pp,4.40,"34,165","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/53952835-honeybee
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grand Days,"Moorhouse, Frank",1742752683,9781742752686,1742752683,718        pp,3.72,831,1993,"Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/13093257-grand-days
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River Marked        (Mercy Thompson, #6)","Briggs, Patricia",0441020003,9780441020003,0441020003,291        pp,4.28,"88,720","Mar 01, 2011","Jan 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed the Native American tales, lore, and mythology in this one. I would also like to go camping now, but maybe without the monsters. Okay... I wI enjoyed the Native American tales, lore, and mythology in this one. I would also like to go camping now, but maybe without the monsters. Okay... I will take the very good looking, ""athletic"" werewolf if you twist my arm ;)...more",Notes are private!,0,0,1,"Jun 10, 2023","Jun 18, 2023","Nov 19, 2021",,Mass Market Paperback,view (with text),/book/show/11979189-river-marked
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honeycomb,"Harris, Joanne M.",1534433058,9781534433052,1534433058,432        pp,4.12,"1,350","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Hardcover,view,/book/show/54304280-honeycomb
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pawn of Prophecy        (The Belgariad, #1)","Eddings, David",0345468643,9780345468642,0345468643,304        pp,4.16,"105,942","Mar 12, 1982","Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2021",,Paperback,view,/book/show/44659.Pawn_of_Prophecy
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,956","Nov 02, 2021","Aug 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2021",,Hardcover,view,/book/show/56587382-the-island-of-missing-trees
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The God is Not Willing        (Witness, #1)","Erikson, Steven*",0765323591,9780765323590,0765323591,496        pp,4.62,"3,892","Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Hardcover,view,/book/show/41555932-the-god-is-not-willing
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",0007424833,9780007424832,0007424833,268        pp,3.97,"1,599,007","Mar 03, 2005","Mar 31, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are so many s of this book, I am not going to replicate them. But I have two takeaways from this book that I think are impressive.1. This There are so many s of this book, I am not going to replicate them. But I have two takeaways from this book that I think are impressive.1. This book captures that amazing tendency we have, particularly as teenagers when things are new and exciting and bursting with potential and what ifs, to have one particular idea of who someone is in your mind where the reality is something different. Who someone is in your mind can be very far from the truth. As is how people present to you. I think this was handled well.2. It also captures the absolute heart wrenching devastation that is loosing someone so young. I was a teenager when people I knew as contemporaries started passing away. And every single one sucked the world of oxygen for a while. If it was an acquaintance, for less time but still incredibly sobering. When a friend, the world felt like it was devoid of meaning. For my generation of Australians, we had Looking for Alibrandi that talked about this. This book is in that canon....more",Notes are private!,0,0,1,"Jun 21, 2022","Jun 23, 2022","Nov 04, 2021",,Paperback,view (with text),/book/show/10518900-looking-for-alaska
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,176","Feb 04, 2021","Jan 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2021",,Hardcover,view,/book/show/53414230-open-water
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light from Uncommon Stars,"Aoki, Ryka*",1250789060,9781250789068,1250789060,372        pp,4.07,"29,097","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2021",,Hardcover,view,/book/show/56179360-light-from-uncommon-stars
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Objects,"Maguire, Emily",1760878332,9781760878337,1760878332,400        pp,3.76,"3,112","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2021",,Paperback,view,/book/show/56273444-love-objects
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Utterly Uninteresting and Unadventurous Tales of Fred, the Vampire Accountant        (Fred, the Vampire Accountant, #1)","Hayes, Drew*",,,,300        pp,3.87,"14,059","Jul 26, 2014","Jul 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Paperback,view,/book/show/22081680-the-utterly-uninteresting-and-unadventurous-tales-of-fred-the-vampire-a
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deadly Education        (The Scholomance, #1)","Novik, Naomi*",0593128486,9780593128480,0593128486,336        pp,3.97,"168,345","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Hardcover,view,/book/show/50548197-a-deadly-education
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gospel of Loki        (Loki, #1)","Harris, Joanne M.",1473202353,9781473202351,1473202353,302        pp,3.74,"14,375","Feb 13, 2014","Feb 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Hardcover,view,/book/show/18665033-the-gospel-of-loki
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kalahari Typing School for Men        (No. 1 Ladies' Detective Agency #4),"McCall Smith, Alexander*",0349117047,9780349117041,0349117047,210        pp,4.01,"40,184","Jun 01, 2002",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2021",,Paperback,view,/book/show/54467195-the-kalahari-typing-school-for-men
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Kent, Hannah*",1760556459,9781760556457,1760556459,432        pp,3.87,"10,530","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2021",,Paperback,view,/book/show/57944080-devotion
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God: An Anatomy,"Stavrakopoulou, Francesca",150986735X,9781509867356,150986735X,608        pp,4.23,"1,112","Sep 16, 2021","Sep 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2021",,Paperback,view,/book/show/57693834-god
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1922400270,9781922400277,1922400270,423        pp,4.03,"141,101","Mar 31, 2020","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/54563619-the-dictionary-of-lost-words
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Return to the Enchanted Island,"Ravaloson, Johary",1542093503,9781542093507,B07RHNZ2VP,172        pp,2.71,771,"Dec 03, 2013","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Kindle Edition,view,/book/show/51033752-return-to-the-enchanted-island
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Like Me,"Carey, M.R.*",035650946X,9780356509464,035650946X,512        pp,3.64,"5,132","Nov 06, 2018","Nov 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2021",,Hardcover,view,/book/show/37975580-someone-like-me
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,239",2021,"Feb 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Hardcover,view,/book/show/53328334-a-town-called-solace
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Test,"Neuvel, Sylvain*",1250312833,9781250312839,1250312833,108        pp,3.83,"21,210","Feb 12, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Paperback,view,/book/show/41940388-the-test
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent Winds, Dry Seas","Busjeet, Vinod",0385547021,9780385547024,0385547021,288        pp,3.35,344,"Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Hardcover,view,/book/show/56023358-silent-winds-dry-seas
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,32 Yolks: From My Mother's Table to Working the Line,"Ripert, Eric*",0812992989,9780812992984,0812992989,247        pp,3.95,"6,795","Apr 12, 2016","May 17, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this book up solely because I needed a read for Andorra and I could not find anything else. Friends on goodreads recommended it. I was skeptiI picked this book up solely because I needed a read for Andorra and I could not find anything else. Friends on goodreads recommended it. I was skeptical, mainly as I don't really like celebrity memoirs. That and when it was first suggested to me, I had only seen Eric Ripert's own show and I did not like him at all. As 2021 has progressed, I have now watched a fair amount of Parts Unknown, and Bourdain obviously liked the guy. He was also shown in a very different light than his own show, and was much more likable. So here we are.I really enjoyed the first half of this book, although enjoyed seems a bit harsh with the realities that young Eric had to live through and deal with. A lonely kid who had to deal with a lot of loss and upheaval. As well as violence and other near misses in his life. But it was lovely how he talked about his mother, that maybe he was unaware at the time, but she was his biggest believer even when she made poor decisions that impacted him. I have no doubt she has beaten herself up over some of this as she has learnt of it. But also hearing how he grew and thrived under the wings of other adult advocates and, dare I say it, mentors, was great.I just think the book plateaued a lot once he got to Paris. I understand the restaurants he was working in where some of the best in the world at the time. I understand that this was so so so incredibly formative. But this part really needed a good edit, I just got stupidly bored.I was ready after this to find out how the move to America went and how it ended up the way it did in New York. But the book just ended. Which was a little anticlimactic after all the build up. It just, fizzled.But if you need a book to tick Andorra off the list. It fits the bill!...more",Notes are private!,0,1,1,"Oct 31, 2021","Nov 04, 2021","Aug 24, 2021",,Hardcover,view (with text),/book/show/25937923-32-yolks
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ashes of Honor        (October Daye, #6)","McGuire, Seanan*",0756407494,9780756407490,0756407494,353        pp,4.37,"18,118","Sep 04, 2012","Sep 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2021",,Mass Market Paperback,view,/book/show/13542786-ashes-of-honor
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Salt Sea        (October Daye, #5)","McGuire, Seanan*",0756406838,9780756406837,0756406838,354        pp,4.32,"19,625","Sep 06, 2011","Sep 06, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I seem to say this every time I read a Toby Daye book - this is the strongest in the series so far. It's lost the clunkiness of the first couple of boI seem to say this every time I read a Toby Daye book - this is the strongest in the series so far. It's lost the clunkiness of the first couple of books and the series and storytelling is flowing a lot more naturally now too. As an aside, the first time ever I have read a character just speaking naturally, acknowledging that what they said wasn't a sentence, and moving on in the same breath. Refreshing but unexpected and rare enough in order to be so. Will keep me amused for a while....more",Notes are private!,0,1,1,"Feb 08, 2023","Feb 11, 2023","Aug 24, 2021",,Mass Market Paperback,view (with text),/book/show/10783217-one-salt-sea
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring Tide        (Rönning & Stilton, #1)","Börjlind, Cilla",1843915154,9781843915157,1843915154,474        pp,3.94,"6,387",Aug 2012,"Mar 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2021",,Paperback,view,/book/show/18778285-spring-tide
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Use it All,"Elliott-Howery, Alex",1760525685,9781760525682,1760525685,0        pp,4.70,10,Sep 2020,"Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/55167395-use-it-all
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cornersmith: Salads and Pickles: Vegetables with more taste & less waste,"Elliott-Howery, Alex",1743369239,9781743369234,1743369239,224        pp,4.43,23,unknown,"Oct 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/36657018-cornersmith
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cornersmith: Recipes from the Café and Picklery,"Elliott-Howery, Alex",174336296X,9781743362969,174336296X,240        pp,4.40,30,2001,"Sep 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Hardcover,view,/book/show/29434620-cornersmith
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor & Park,"Rowell, Rainbow*",1409120546,9781409120544,1409120546,325        pp,3.94,"1,171,321","Apr 12, 2012","Jan 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unfortunately, this was a massive overhyped book for me. However:• I wish this book existed when I was a teenager, as I think it would have helped me Unfortunately, this was a massive overhyped book for me. However:• I wish this book existed when I was a teenager, as I think it would have helped me understand a lot of conversations and situations and it could have helped me be better.• The feeling of claustrophobia in this book is exceptional. This overarching feeling of encroaching, impending, ... something... as the outcome is unknown, is really well done. And what it must be like living (view spoiler)[in a house with domestic abuse of multiple kinds - physical, psychological, financial, and teetering swiftly towards sexual - and the constant tiptoeing around the monster who lives in the house. (hide spoiler)]But that said, the rest of the book was just a bit... meh....more",Notes are private!,0,1,1,"Sep 19, 2022","Sep 24, 2022","Aug 06, 2021",,Paperback,view (with text),/book/show/17322949-eleanor-park
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasonal Quartet, #1)","Smith, Ali",0241207002,9780241207000,0241207002,264        pp,3.67,"73,516","Oct 20, 2016","Oct 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up this book for a challenge where I had to read a book off someone else's shelf. There wasn't really anything on this persons shelf on my tbI picked up this book for a challenge where I had to read a book off someone else's shelf. There wasn't really anything on this persons shelf on my tbr list, that I could source easily, or not cost me a large amount of money. Except for this one. I had heard about Ali Smith, but I must say that I was never really won over by anything I had read about her or her novels.So with low expectations (well, critics say she's brilliant but doesn't sound like my thing) I went into this novel about a woman and her navigating a post-Brexit UK, her long term friendship with an elderly neighbour, and her relationship with her mum. And I was wonderfully surprised. Mainly as any of you who have read some of my other s would know, that I am not a fan of poetry. I want to be, but am not. But *this* novel is that bridge between the two that I have wanted to find. Enough narrative to drive the poetry, and not enough poetry to overwhelm the narrative. The writing here is poetic and stream of consciousnesses at times without being wanky and pretentious. It's lyrical but then reigns it in and tells the story.It also has the most real and perfect piece of writing I have ever read that sums up my own personal feeling of exhaustion at everything that has happened in the world, particularly for me in Aus, the UK, the US, but just generally everywhere over the past 5-6 years. I still think on this frequently:""I’m tired, she says.It’s only two miles, Elisabeth saysThat’s not what I mean, she says. I’m tired of the news. I’m tired of the way it makes things spectacular that aren’t, and deals so simplistically with what’s truly appalling. I’m tired of the vitriol. I’m tired of the anger. I’m tired of the meanness. I’m tired of the selfishness. I’m tired of how we’re doing nothing to stop it. I’m tired of how we’re encouraging it. I’m tired of the violence there is and I’m tired of the violence that’s on its way, that’s coming, that hasn’t happened yet. I’m tired of liars. I’m tired of sanctified liars. I’m tired of how those liars have let this happen. I’m tired of having to wonder whether they did it out of stupidity or did it on purpose. I’m tired of lying governments. I’m tired of people not caring whether they’re being lied to any more. I’m tired of being made to feel this fearful. I’m tired of animosity. I’m tired of pusillanimosity.I don’t think that’s actually a word, Elisabeth says.I’m tired of not knowing the right words, her mother says.""I was going to give this 4 stars, and was going to say that I wasn't really going to seek out more of Smith's books. But writing this I think I will give it 5 as it's stuck with me so much since. And I may seek them out, but I need to make sure I manage those expectations down again. I feel if you go into her writing looking for the sublime it won't work. The beauty in the ordinary, with a little smattering of the fantastical, seems to be her thing....more",Notes are private!,0,4,1,Aug 2021,"Aug 11, 2021","Aug 01, 2021",,Hardcover,view (with text),/book/show/28446947-autumn
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last One,"Daas, Fatima",1635421845,9781635421842,,208        pp,3.86,"4,004","Aug 20, 2020","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2021",,Paperback,view,/book/show/58151236-the-last-one
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elena Knows,"Piñeiro, Claudia",,,,143        pp,4.08,"16,552",2007,Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2021",,Paperback,view,/book/show/56802275-elena-knows
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transparent City,Ondjaki,,,,320        pp,4.13,"1,279","Dec 05, 2012",Apr 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2021",,Paperback,view,/book/show/39678718-transparent-city
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Factor,"Tuomainen, Antti*",191319387X,9781913193874,191319387X,300        pp,3.79,"4,018","Aug 19, 2020","Oct 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2021",,Hardcover,view,/book/show/57645813-the-rabbit-factor
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beekeeper of Aleppo,"Lefteri, Christy",1838770011,9781838770013,1838770011,377        pp,4.17,"146,066","May 02, 2019","Feb 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2021",,Paperback,view,/book/show/49633443-the-beekeeper-of-aleppo
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",1447283074,9781447283072,1447283074,438        pp,4.62,"1,357,727","Oct 08, 2015","May 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2021",,Paperback,view,/book/show/24332503-the-nightingale
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",1473616700,9781473616707,1473616700,233        pp,3.81,"64,528",Oct 2015,"Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first David Mitchell, and will definitely not be my last. What a fantastic introduction to a clever rethinking of the haunted house genre, with oneMy first David Mitchell, and will definitely not be my last. What a fantastic introduction to a clever rethinking of the haunted house genre, with one that never lets you go. I think the book right at the end gets a little caught up in it's own mythology, which I think real hard core fantasy fans like Lexx would love, but to me seemed a tiny bit self indulgent. But a tiny blip on a otherwise marvelously creepy book....more",Notes are private!,2,6,1,"Jul 16, 2023","Jul 29, 2023","Jul 16, 2021",,Paperback,view (with text),/book/show/55588716-slade-house
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucy,"Kincaid, Jamaica",2253153818,9782253153818,2253153818,163        pp,3.82,"12,183",1990,"Nov 06, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Paperback,view,/book/show/69719.Lucy
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mimic Men,"Naipaul, V.S.",0330487108,9780330487108,0330487108,278        pp,3.38,"1,277",1967,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Paperback,view,/book/show/5852.The_Mimic_Men
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,517","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Who Go Do Not Return,"Deen, Shulem*",1555977057,9781555977054,1555977057,310        pp,4.28,"6,014","Mar 24, 2015","Mar 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Paperback,view,/book/show/22244929-all-who-go-do-not-return
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Left the Amish,"Furlong, Saloma Miller*",0870139940,9780870139949,0870139940,190        pp,3.49,580,Jan 2011,"Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Paperback,view,/book/show/9801811-why-i-left-the-amish
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,601","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2021",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
