,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0385528779,9780385528771,0385528779,431        pp,4.06,"124,766","Sep 22, 2009","Sep 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Would have been such a sin if the setting for Oryx & Crake had been wasted! So much imagination went into that particular novel that all stories paralWould have been such a sin if the setting for Oryx & Crake had been wasted! So much imagination went into that particular novel that all stories parallel to Snowman’s should have the equal right to be told.In ""O & C,"" the two strands of plot which interweave involve Jimmy/ Snowman. There was an obvious difference between the Snowman put in charge of Crake’s children & Jimmy from the past, the naïve friend of Crake, lover of Oryx. In the second helping of the MaddAddam trilogy the same two-plot braid is undertaken by its creator, the inexhaustibly amazing Margaret Atwood. Two parallel stories, one of Ren in first person, the other of Toby in third, are interchanged like the Jimmy and Snowman story lines, no doubt to keep the reader’s spark lit. It's somewhat more confusing to keep track of both similar lives than it is to concentrate on solely one. The scope widens in part two of this trilogy of ""speculative fiction.""There is an addition to the story told in O and C here: it talks further about the MaddAddam network, of the players involved in the creation of the plague, brilliantly referred to as the “Waterless Flood.” The panorama is complex and very original. I will venture to say, however, that the endless appeal to these both, other than pertaining to an amazing trilogy which continues what began in Oryx and Crake and is further explored in The Year of the Flood, is the embedded wit inside the horror story. (Could our Cormac McCarthy endeavor to do such a thing?)So what is there to say about consciousness in the novel? So many brains are at work here, neurons still conducive, while entire organisms are becoming extinguished. There is obviously consciousness in the survivors (although: Why do they all meet up so neatly in the last sections, converging plot lines, when devastation has assured us that chaos, not order, will reign supreme?), and life still goes on. After the end of the world, people still love and hate, suffer and forgive. Chapter 55 is the chapter on Consciousness, God: “Glenn [Crake] used to say the reason you can’t really imagine yourself being dead was that as soon as you say, “I’ll be dead,” you’ve said the word I, and so you’re still alive inside the sentence… That’s how people got the idea of the immortality of the soul--it was the consequence of grammar… Grammar would be impossible without the FoxP2 gene; so God is a brain mutation.” (316) Atwood litters upon her futuristic landscape teensy kernels of (poetic) wisdom, as hers is a world populated not only by new creatures, but by brainiac scientists and average-Joes alike. There is so much authenticity in this modern writer; the confidence she exudes in making up so SO MUCH fiction is almost... tangible. Literally fantastic! Descriptions and odd/silly classifications--this is what to look for inside Atwood’s impressive menagerie. Ans as advice to the writer/reader, and as further thoughts on consciousness and the brain, Atwood tells us to simply do the following: ""Use your meat computer!"" (316)...more",Notes are private!,0,50,1,"Apr 20, 2011","Apr 26, 2011","Apr 20, 2011",,Hardcover,view (with text),/book/show/6080337-the-year-of-the-flood
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"297,963",Apr 1997,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What does it say about me that I get sort of happy to find an imposter in the canon? I feel like the gestapo, that terrifyingly powerful... like I'm fWhat does it say about me that I get sort of happy to find an imposter in the canon? I feel like the gestapo, that terrifyingly powerful... like I'm finally undoing or deciphering the spell that this work invokes upon the general (albeit intelligent reading) audience. Others could have easily taken its place on that memorable list... & why oh why would lauded ""Tropic of Cancer"" or ""Mao II"" possibly be considered classics, too?& here is another. An award winning ""masterpiece"" held high on the literati's bookshelf. The plot is delicate--solid, actually. Call this ""The Sound and the Fury 2.0."" Taking on the stream of collective consciousness technique, flowing freely through time, exploring psyches and associations... all that here, in a more digestible helping. Faulkner's infamous prose confusion is not a specter here, thank god. But...It's hard to say this, to just out-and-mention this: THE GOD OF SMALL THINGS is unbelievably pretentious. Capital P--pretentious. Taking strands of quasi intelligent statements and repeating them throughout the twisty plot, again with a furious intensity, as loud as a cascade... all this brings the focus upon the writing itself (""Masterful!""), but not the plot.&...What?!?! Incest?!?! (Last time I checked, this was the most risque thing in .... Flowers in the Attic!) Even that aside, there are still many things askew with the novel. It is semi-tolerable to read, the writer is just too clever to be confined to the parameters of her story--and therefore the case here is that of the writer selling out, making the plot itself (which I wont tire to say--ain't half bad [at least, the family curse plot is richer, more dramatic and heartfelt, than that of the Southern clan of Faulkner's classic]) take a backseat to annoying ""writerly"" acrobatics. The ending is great, but it too, unfortunately, feels entirely contrived.HAHA, I got YOU...! ...! And you know what, itty book? You really ain't all that!...more",Notes are private!,0,75,1,"May 02, 2011","May 13, 2011","Apr 15, 2011",,Paperback,view (with text),/book/show/9777.The_God_of_Small_Things
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Romantics,"Mishra, Pankaj",0385720807,9780385720809,0385720807,288        pp,3.56,"1,452","Dec 31, 1999","Feb 20, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The novel is a coming-of-age tale that's practically Victorian. Our protagonist, but a mere spectator of a modern and exciting merger between East andThe novel is a coming-of-age tale that's practically Victorian. Our protagonist, but a mere spectator of a modern and exciting merger between East and West. Living in India, Samar is an intellectual who loves to read. He has this gift to take on Western classics like Flaubert's ""Sentimental Education"" & applies them to his daily life as a university student who, although wanting to experience his world as any youth could, is a teeny bit hesitant, i.e. hopelessly flawed. Miss West, his elder friend embodies this radical figure, the Romantic, just like everyone else who surrounds Samar. I adore the moral of the novel, which is that ""People are people...no matter what."" The book also reads like a sprawling (yet comprehensible) travel guide through India... tinged, of course, in those will-never-get-old romantic conventions....more",Notes are private!,0,60,1,"Apr 26, 2011","Apr 30, 2011","Apr 15, 2011",,Paperback,view (with text),/book/show/307278.The_Romantics
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tesseract,"Garland, Alex",1573221090,9781573221092,1573221090,273        pp,3.23,"6,739","Aug 11, 1998","Jan 25, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Tesseract by Alex Garland is a novel that lets the reader wonder at his/her own insignificance. It is a theme that's already been implanted there,The Tesseract by Alex Garland is a novel that lets the reader wonder at his/her own insignificance. It is a theme that's already been implanted there, in the modern reader’s sophisticated brain, by Voltaire, and made new again by this generation’s collective and personal psyche, which is quite enormous/ambitious in scope. It’s no travesty to say that the society of 2011 is somewhat the intended dream of our future from way before the millennium--that is, we are living the 2011 version according to 1999, the very oracular year. There is an omnipresent ghost that hovers above it all, called Globalization, and this specter is felt everywhere: from the smallest villages of Thailand to the most industrialized cosmopolitan cities of the U.S. This current feeling had been hinted at way before it even got here. Alex Garland is a remarkable writer. He says that there is in life, in his novel, “something… you are not equipped to understand.” The Tesseract is ""[that] thing unraveled, but not the thing itself.” (249) This conclusion is reached only after having read the three distinct vignettes which finally come together in the impressive fourth act. Cohesiveness is found once all stories are put together, like a jigsaw puzzle. The three stories are completely different from one another in tone and style, though the writer’s voice is identifiable & easy to read (but it strays from the comprehensible by oftentimes entering the realm of the poetic). This writer has very little to hide: he is definitely more about exposing secrets than hiding them (as opposed to countless other great modern British novels, including Ishiguru’s Never Let Me Go, Hollinghurst’s The Line of Beauty or anything Julian Barnes). The Tesseract is a terrific Masterpiece....more",Notes are private!,0,56,1,"Apr 08, 2011","Apr 19, 2011","Apr 08, 2011",,Hardcover,view (with text),/book/show/243257.The_Tesseract
810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",0812971833,9780812971835,0812971833,286        pp,3.85,"236,049","Mar 25, 2008","Sep 30, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's incredibly difficult to find substance in the ordinary. This novel in episodes, all revolving around the ever enigmatic Olive, does something extIt's incredibly difficult to find substance in the ordinary. This novel in episodes, all revolving around the ever enigmatic Olive, does something extraordinary: each tale is so rich with description, so tangible (I believe I breathed in the saltiness of the Maine coast, practically) that they ...transcend. There is actually nothing innovatory in Elizabeth Strout's fantastic short story collection but she knows perfectly well how to orchestrate a fabulous and gut-wrenching short story: every single one of her thirteen becomes a flawless portrait in & of itself. In the fictional town of Crosby, Maine, the skeletons-in-the-denizen's-closets include thoughts of suicide, deaths, marriages, affairs. Somehow, the only other writer that's able to manifest this type of impact on the reader is Jhumpa Lahiri (it is little coincidence that her beauty of a novel, ""Interpreter of Maladies"" like ""Olive Kitteridge"" also won the Pulitzer). The literature of today is about strong, emotionally-charged episodes, readings as comforting as donuts (a motif in the novel) to the reader. The theme shall never become a cliche: To appreciate what you have when you have it, regardless of your age or gender. Everybody is human after all....more",Notes are private!,0,168,1,"Apr 08, 2011","Apr 11, 2011","Apr 08, 2011",,Paperback,view (with text),/book/show/5552635-olive-kitteridge
811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oryx and Crake        (MaddAddam, #1)","Atwood, Margaret*",,,B00BG7FJFC,389        pp,4.01,"266,491","Apr 22, 2003","Mar 30, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a fantastic dystopia awaits! Our post-apocalyptic fate will surely be a wonder to behold. Atwood BUILDS UP when any other 'sensible' writer writiWhat a fantastic dystopia awaits! Our post-apocalyptic fate will surely be a wonder to behold. Atwood BUILDS UP when any other 'sensible' writer writing today about the doomed future would simply TEAR DOWN. In this compulsively-readable novel, the fabulous formula borrows some ingredients from such classic books as ""The Island of Dr. Moreau""& ""Jurassic Park""; ""The Road"" and ""Never Let Me Go*"" derive from the same line of thought as it! It's basically SUPERIOR to all of those books (save, maybe, the fourth*) & in bringing so much imagination to the forefront it gives us good evidence that great, lasting literature does not have to be boring. Inventing a Whole New World, creating an Origin tale, establishing a stream of consciousness which gives up to the reader enough clues to continue on his way to unravel the secret at the center of the novel (Who is the elusive Oryx? Who is the mysterious Crake?). Miss Atwood does it all, & not a single page disappoints. Seriously. Here is a rare example of chaos being handled with expert skill.It is WAY more accessible, it should be mentioned, than the often-(over)praised ""Handmaid's Tale"", which is as feminist a tale as this modern novel is humanist. (Individualism of the 80's in strict contrast with the Globalization of the 10's). Animal hybrids and new species are invented, as are whole new words and classification systems. Atwood is intrepid in the creation of this fun, original terrain, which is in itself a theme of the novel (!!) And let's not forget to mention a fresh plot, heavy with allegory but also as effortless as air, in both the elements of comedy and surprise. It is a book as exotic as any blue-assed member of the Children of Crake....more",Notes are private!,0,184,1,"Mar 29, 2011","Apr 06, 2011","Mar 29, 2011",,Paperback,view (with text),/book/show/46756.Oryx_and_Crake
812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amulet,"Bolaño, Roberto",0811216640,9780811216647,0811216640,192        pp,3.83,"8,707",1999,"Jan 29, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""This story breaks away from its box."" Roberto Bolaño destroys the reader’s preexisting expectations, as what the reader sees is rarely what he gets. ""This story breaks away from its box."" Roberto Bolaño destroys the reader’s preexisting expectations, as what the reader sees is rarely what he gets. I’ve only previously read ""Los Detectives Salvajes"" before, and was immediately happy to see that this was an extension of that novel, or, more accurately, it works as a companion piece. I love this kind of stuff! Complimentary works are... extremely difficult to pull off, as one bad novel might pollute the other one. (Take for instance the Hannibal Lecter quadrilogy: Thomas Harris’ first Lecter tale was the superb Red Dragon, which then catapulted the villain to fame in The Silence of the Lambs-- but years later Hannibal fumbled, becoming a cataclysmic literary disaster, followed by the last gasp in those grey ashes, Hannibal Rising.) But in this case, both novels are as different in style as could be, though perhaps not different in theme. Bolaño chronicles an all-but-forgotten literary movement that occurred almost half a century ago at the epicenter of Mexico City. He describes a bohemian existence of poets and artists and Auxilio’s inner trek through memory and even through the to-be-lived future paints a vivid portrait of the members of this artistic wave. Surrealism has a better hold on Amulet than its companion novel. The Savage Detective is epic and wide-spanning--many voices are given chance to chronicle that bright but doomed time, but Amulet centers around Auxilio Laucouture. In Amulet you hear the narrative of a ghost. The heroine, mother to all Mexican poets, part Rapunzel, part deranged pariah (think of the woman from The Yellow Wallpaper by Charlotte Perkins Gilman), atop her terrible tower experiences a time warp, and vacillates in examining scenes from her past and her future. Experiences she is yet to have are seen, in true metaphysical oracle style. Her distance from all action occurring in the university and the city gives her the advantage to reach true inner contemplation, to such a degree (no doubt hunger being a driving force) that she admits: “I started thinking about my past as if I was thinking about my present, future and past, all mixed together and dormant in the one tepid egg, the enormous egg of some inner bird (an archaeopteryx?) nestled on a bed of smoking rubble.” The character is an obvious spectator (here is the connection to many other novels that deal with consciousness). Again, in doing nothing (“Stay here, Auxilio, you don’t have to be in that movie; if they want to make you play a role, they can damn well come & find you”) she becomes the perfect candidate to give a form to the narrative, though, like mentioned before, this “horror story” breaks from its set parameters. We are hearing the story directly from Auxilio herself. There is enough evidence of a mumbling, sad, imperfect human directing all of this, & it is because the magic (for instance: the surreal scene inside the antechamber of the King of the Rent Boys in Colonia Guerrero, or the two visionaries [Auxilio and Carlos Coffeen Serpas] coming face-to-face) is filtered through a poetic voice that the effects go unquestioned. Being in the “nun’s cell [Auxilio] never had” makes times, scenes, and emotions transitory: they bleed into each other. Whereas The Savage Detectives follows a clear (you can almost say predestined) path, Amulet promises things which are then delivered, albeit in ambiguous ways. I was expecting, for instance, a cinematic rescue from the bathroom stalls. A closure to the historic events of the army’s invasion of el DF in 1968. Instead, the “Mother of Mexican Poetry” gives us her prophecies which describes a fun flight of poetic fancy, but also includes her harrowing, apocalyptic vision of “the prettiest children of Latin America, the ill-fed and the well-fed children, those who had everything and those who had nothing, such a beautiful song it is, issuing from their lips, and how beautiful they were, such beauty, although they were marching deathward.""...more",Notes are private!,0,51,1,"Mar 15, 2011","Mar 29, 2011","Mar 15, 2011",,Hardcover,view (with text),/book/show/63029.Amulet
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fountainhead,"Rand, Ayn",,,,704        pp,3.88,"323,386","Apr 15, 1943","Sep 01, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I went over to the other side... & made it back! I will admit that I had been properly warned (Liana, others...). You read “The Fountainhead” because I went over to the other side... & made it back! I will admit that I had been properly warned (Liana, others...). You read “The Fountainhead” because many other readers have, before you; its a book as popular as “One Hundred Years of Solitude.” This awful novel begins strong, climaxes early (no pun intended) with an insipid rape scene, then’s all downhill. The tones mismatch, but not in an interesting way, but dull! Is there, indeed, a tone? I don’t think so. The androids which make-up the ensemble of characters are as vanilla as the writing itself. No, it is not badly written, so much as its deceitful (some parts are alright, reminiscent of the boring bits in The Bonfire of the Vanities by Tom Wolfe; others are droll, ridiculously redundant, you try to scan the pages for something...different). The impulse to read on, however, IS there, just as the direction of the novel becomes hopeless & it becomes a harrowing chore (since there are just so many other books out there to choose from). It's a novel to disenfranchise the casual reader from the world of literature. It is truly incredible how all the villains become your best friends, how a hero could be so utterly boring, practically an empty husk. OK Ayn, if it is indeed individualism that defeats pathetic altruism to the ground, why then make your main characters such animatrons? I just really do not accept this apocalyptic vision of life. Never had I had this sorta disgusting, sour taste in my mouth (The Ayn Rand Experience... fulfilled!), and I’ve read pretty awful drivel in the past. Her arguments are strong--just oh so wrong…! Odd, boring, lame, wretched experience! A person can definitely go without....more",Notes are private!,0,141,1,"Mar 15, 2011","Mar 25, 2011","Mar 15, 2011",,Mass Market Paperback,view (with text),/book/show/2122.The_Fountainhead
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History Of The Siege Of Lisbon,"Saramago, José",0156006243,9780156006248,0156006243,314        pp,3.83,"6,094",1989,"Sep 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jose Saramago may not somebody who relies so heavily on plot. He utilizes stream-of-consciousness in ""The History of the Siege of Lisbon"" as a way to Jose Saramago may not somebody who relies so heavily on plot. He utilizes stream-of-consciousness in ""The History of the Siege of Lisbon"" as a way to merge the history of the city’s past with that of the protagonist living out his life in the modern day. In the novel, conversations bear no quotations, no parentheses appear on added-on ideas/non sequiturs, nor are questions accompanied by a ?. Whole paragraphs are pages long, & it's safe to say that most of them contain a single action or noun which is then fully explored for the remainder of that paragraph: each minutiae is meticulously explained and more questions (plenty of the hypothetical kind) are added on to the subject in question. Also a heavy use of commas and lists is a way of penetrating truths in a deeper way. He's NOT MY KIND OF WRITER: he asks way too much of his readers, & one wonders what would happen if Saramago had SOMETHING going on, namely a STORY, & if he added all the flourishes that make him unique: THAT would truly grab me. Here then (for my CONSCIOUSNESS & FICTION grad class) an attempt at a Saramagian yarn: Montage	Lazaro has put on his contact lenses and is ready to get to work. Some saline solution still drips down the sides of his bright, bright eyes as he tidies up the bathroom a bit, dabbing the teeny puddles of water left on the rim of the faucet with the Kleenex he used previously to wipe the sides of his eyes, making perfect green vertical rectangles of the bath towels hanging on a chrome bar to his side, placing the half-empty bottle of solution, his eyeglasses which he won’t need anymore, and his contact case inside the mirror cabinet, then enters his room, his domain, his dark lair, sits still on his chair and exhales loudly. He hasn’t even looked at the posters which undoubtedly require, seek, his attention, which are the sole objects we must now devote our focus on. Let’s not look too much at this room, though there is a considerable plenty to contemplate here: books on the redwood shelf, A Confederacy of Dunces, The Corrections, White Teeth, The Secret History, The Rules of Attraction, The Blithedale Romance, all three Lord of the Rings plus The Hobbit, The Complete Short Stories of J. G. Ballard, Bel Canto, Candide, The Shining, Fear and Loathing in Las Vegas, Senor Vivo and the Coca Lord and additionally a huge array of colors, thin and almost invisible, in the form of individual DVD titles, Titanic, Cool Hand Luke, Mulholland Drive, 2001: A Space Odyssey, Halloween, Sleeping Beauty, Fellini’s La Dolce Vita, Pink Flamingoes, Lost in Translation, Before Sunrise plus some smaller slits of color nearby which conform exactly to the shapes of CDs the colors white, red, black, blue, magenta, with titles given them by the artists responsible, just as writers themselves must give names to their peculiar rowdy offspring made of ink and paper, but these music artists are more important than the forgettable titles of their work, songs played in supersonic repetition by the likes of Pink Floyd, E.L.O., Dr. Dre, NIN, Philip Glass, Black Flag, Maria Daniela y su Sonido Lasser and Britney Spears. All this is too much to see all at once but a mixture of all these catalysts and inspiring cores exists in some indiscernible form within the brain of our Lazaro. There is however a vast difference between all the inspiration found in these artistic forms of the modern age, their sheer attainability is surreal, all these masterpieces, all this plot, image and sound in a micro museum at our protagonist’s disposal, his points of reference, & the posters which are laid down like grey corpses, spread out the full length of the desk. These are definitely unfinished, unpublished, unseen by the masses, and they are precisely this way because at this point Lazaro is barely getting the courage to move his drawing pencil in concentric circles, rightward, downward, then back up again as the snake eats up its tail, as this surely will bring something out. Maybe the knife should gleam only slightly, he thinks then, at its tip, and maybe the victim’s mouth will be the circles, which can become as small or as large as the artist imagines. And words. There will be a cryptic feel to this poster, this attempt at art, attempt at permanence, just as those others are there now, looking down at him with ambiguity from their shelves, maybe even with some jealousy, and the feeling will be inspired by everything he’s ever come into contact with. He takes some certain image from a book, from a film, from the lyrics of songs and tries to do something of it, he takes it within himself to rearrange it, chip at it, add some meat to it, change its entire significance. He starts committing the pencil to the noisy endless paper, begins to think calmly, letting things displace themselves like autumn leaves from his cranium. The montage then is too much to bear, this happens when Lazaro thinks way too much on a single muchness, on one singular complexity, because everything everything has been done one or two or millions of times before and nothing is ever quite original, but only the montage will bring out something that he would have otherwise kept to himself, inside himself, entombed, and it hurts. He has, some hours later, a blueprint, an essence and sure existence, since now it is there for all to see, for there it is for Lazaro to finish off, and he is incredibly happy on many levels, one being that he has not wasted his time after all, one below that that this may actually turn out to be something, something good, and in the basement level which states that leaving things internal is just so wrong that it could lead to something bad, an overload, like cancer....more",Notes are private!,0,58,1,"Mar 03, 2011","Mar 13, 2011","Mar 03, 2011",,Paperback,view (with text),/book/show/2542.The_History_Of_The_Siege_Of_Lisbon
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,427","Feb 18, 1884","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE Greatest American Novel? Well... No wonder the Spanish think themselves intellectually/culturally superior with their Quixote, undoubtedly a bluepTHE Greatest American Novel? Well... No wonder the Spanish think themselves intellectually/culturally superior with their Quixote, undoubtedly a blueprint for this mischievous Every Boy! Huck Finn is the full embodiment of THE American Fantasy: mainly that dire misconception that the protagonist of the world is you and that everything gravitates around that essential nucleus. Everyone in town thinks Huck dead, and what does he do but follow the tradition of a plot folding unto itself (as Don Q finds his story become medieval pop culture in Part II of that superior novel) as he disguises himself as a little girl and tries to squeeze information out of some lady about his myth-in-the-making trek. It seems everyone cares for this vagrant, a perpetual Sancho P to Tom Sawyer's Quixote, whose redeemable features include (a pre-transcendental) openmindedness and an inclination to live only in the NOW. But the narrator, a very unreliable one at that, surrounds himself with bad bad men, playing the role of accomplice often, always safe and sound under the dragon's wing. Very American in his lemming mentality & in his misconceptions (though about his hometown and wilderness he knows much indeed).So: disguise used as an integral plot device several times throughout; brawny men taking a boy hostage; nakedness by the riverbed; costume changes, improvised Shakespearean shows, men almost always described as ""beautiful"" (and women solely as ""lovely"").... ***GAY!!***Yeah, it really is hard to discern the allegory behind all of this hype. The humor is obvious, but I have to admit that this picaresque novel about a boy who avoids ""sivilization"" at all costs is beaten mercilessly by a more modern, therefore more RELEVANT tale of the South, ""Confederacy of Dunces."" Although it must be admitted that ""Huck Finn"" does manage to surpass other often-praised classics, like the droll ""Wuthering Heights.""...more",Notes are private!,0,80,1,"Mar 03, 2011","Mar 08, 2011","Mar 03, 2011",,Paperback,view (with text),/book/show/2956.The_Adventures_of_Huckleberry_Finn
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me Talk Pretty One Day,"Sedaris, David",0349113912,9780349113913,0349113912,272        pp,4.01,"698,865",2000,2001,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A er was correct when he said: ""Sedaris can turn a rant into a thing of beauty."" (Michael Upchurch-Seattle Times) But only correct about the nouA er was correct when he said: ""Sedaris can turn a rant into a thing of beauty."" (Michael Upchurch-Seattle Times) But only correct about the noun/verb ""rant."" That he does in profusion; all these ""essays"" are rants about his life & times. But ""Thing of beauty?"" Absolutely not.For a popular writer, Mr. Sedaris maintains that he is more important than anything else, anybody else, any other subject. He only looks at himself in situations and tells us his witty reactions/musings. Funny, a little, but it's actually like talking to someone adamant about taking nothing too seriously while displaying extreme sarcasm. I could not relate to a single thing this dude wrote about!About his trips to France (just check this out): ""There are plenty of places on Earth where Americans are greeted with enthusiasm. Unfortunately, these places tend to lack anything you'd really want to buy. & that, to me, is the only reason to leave home in the first place--to buy things.""Aggh! This All-American mentality: GROSS....more",Notes are private!,0,73,1,"Feb 15, 2011","Feb 21, 2011","Feb 15, 2011",,Paperback,view (with text),/book/show/4137.Me_Talk_Pretty_One_Day
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dada and Surrealism: A Very Short Introduction,"Hopkins, David",0192802542,9780192802545,0192802542,183        pp,3.65,449,"Oct 01, 2003","Jun 24, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These teeny books are... Kewl! So much info packed into such a small object. This is a readymade, and like a Dadaist I felt enlightened to come upon iThese teeny books are... Kewl! So much info packed into such a small object. This is a readymade, and like a Dadaist I felt enlightened to come upon it at such a time in my life. So what do I think of DADA & SURREALISM?: (Other than knowing that herein lies a goldmine of stories lived by anarchaic individuals who wanted to see the world in a different light. Breton seems, in particular, a figure deserving of full length biopic a-la Howard Hughes. And I found this line particularly interesting about dada: that it produced ""advanced, revolutionary art before a revolution had occurred"" [141]) pineapple...more",Notes are private!,0,38,1,"Feb 08, 2011","Feb 16, 2011","Feb 08, 2011",,Paperback,view (with text),/book/show/176908.Dada_and_Surrealism
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marvelous Bones of Time: Excavations and Explanations,"Coultas, Brenda",156689204X,9781566892049,156689204X,140        pp,4.18,76,"Oct 01, 2007","Oct 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just like those subjects she attempts to capture--namely ghosts--the structure for this compilation of 2 poems is loose, somewhat disembodied, and as Just like those subjects she attempts to capture--namely ghosts--the structure for this compilation of 2 poems is loose, somewhat disembodied, and as it evades classification, truly ethereal. All the research that went into the project finds a place in Book 2 (Book I deals with the poet’s tracing of ancestral roots): rough crazy quilt	I thought to loosen it all, to pull the thread/ let the rags fall [“In a Gaze” 56]) I found it odd that the narrative prose of this section was scant with adjectives and poetic descriptions--stripped away of those conventions, the anecdotes of ghost and U.F.O. sightings take on a journalistic style (indeed, the only traces of poetry include calling on of other “poets” to give their accounts [Is a poet much more likely to be clairvoyant?]) and also the inclusion of “ghost stories” which are actually not: of stalkers and cockroaches, of cadavers, meth addicts and monsters of urban legend lore all of this is intended to produce a scattered effect of found objects. The bridge between Book I and II, traces of history in Kentucky and Indiana and modern ghost/legend huntin’, and it begins with this surmounting sense of investigation. For that very reason the book is subtitled: Excavations and Explanations; too, the addition of photographs (“A Sequence of Events” 122) and of lists (“Some Nouns in My Possession” 138) and even a section of film script (“The Shed” 87) gives the reader a sense of the poet’s insistent permeability and the innate curiosity for remnants when everything else seems, like time, transitory: “Secondhand Stories” are mixed in with the reader’s (and poet’s) own sense of the paranormal. Many emblems of American history are dispersed throughout, mostly in Book I, to anchor the poet to her history. Yellow school bus (18), steam- and flatboats (20), abolitionist’s farm (25), Emancipation Proclamation (27), haystack…cotton fields (32) all have special significances in Americana. It is very fitting that the “history” part of the book comes first and the future comes later. (Is history, or the act of collecting historical artifacts, really an endeavor for the future? In this, her ""hope chest"", Brenda Coultas seems to think so.) There is guilt for being rooted so to the barbarism and holocaust of black slavery and the Civil War but also the poet’s obsession of looking for lost things. Coultas wants a reconciliation between the ghosts of the past and those of the present; in the introduction to Book II “A Lonely Cemetery”, the poet’s ego finally finds its way into this investigation: I asked the cards if my poem would be successful. The readers said, “Who is that man with the dark glasses and pot belly? Is there any reason why I should be seeing Allen Ginsberg over your shoulder?” (68) Taking into consideration the fact that Coultas is a poet who surrounds herself with fellow poets--all this adds gravity to the central query. I find the analogy of painters studying gamma rays similar. B. Coultas’ thesis? It's found snug and beautifully midway through the book: I dreamed of so many treasures buried in the earth or of just bones, all the bones buried by time, nature, or natives. Given eternity, we could find marvelous bones. (88)...more",Notes are private!,0,21,1,not set,Feb 2011,"Feb 02, 2011",,Paperback,view (with text),/book/show/1281611.The_Marvelous_Bones_of_Time
