,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,John's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Coming,"Niven, John",0434019569,9780434019564,0434019569,376        pp,3.96,"8,737",2011,"May 02, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved and hated it. Well written and funny. Jesus as a musician who smokes a lot of pot made me laugh. And the American Idol stuff is fabulous. But heLoved and hated it. Well written and funny. Jesus as a musician who smokes a lot of pot made me laugh. And the American Idol stuff is fabulous. But he takes the easy way out. He paints Jesus as a PC leftist. He loves gays. Concerned about the environment. Hates religion. Dumps on Christians. Just too easy. Overall if you can enjoy being insulted it’s fun. ...more,Notes are private!,0,0,1,"Mar 05, 2022","Mar 06, 2022","Jan 31, 2022",,Paperback,view (with text),/book/show/10420713-the-second-coming
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End We Start From,"Hunter, Megan*",,,,160        pp,3.41,"13,568","Nov 14, 2017","May 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reminds me of The Road by Cormac McCarthy except in style. The waters are rising. These people on the move to stay safe. They have hope but no idea whReminds me of The Road by Cormac McCarthy except in style. The waters are rising. These people on the move to stay safe. They have hope but no idea why. Unique but can’t say I enjoyed it much. ...more,Notes are private!,0,0,1,"Jan 30, 2022",Feb 2022,"Jan 30, 2022",,Kindle Edition,view (with text),/book/show/33858905-the-end-we-start-from
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Frequent Troubles of Our Days: The True Story of the American Woman at the Heart of the German Resistance to Hitler,"Donner, Rebecca*",031656169X,9780316561693,031656169X,576        pp,4.31,"4,625","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Hardcover,view,/book/show/53023523-all-the-frequent-troubles-of-our-days
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bless Me, Father","Boyd, Neil",,,B00T3ULFCA,342        pp,3.90,473,1977,"Mar 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good fun. Each chapter can stand alone as a short story. English humor. Catholic humor.,Notes are private!,0,0,1,"Jan 20, 2022","Jan 25, 2022","Jan 20, 2022",,Kindle Edition,view (with text),/book/show/25206530-bless-me-father
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boatman and Other Stories,"O'Callaghan, Billy*",1784708755,9781784708757,1784708755,224        pp,4.27,186,"Jan 09, 2020","Jan 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,Paperback,view,/book/show/53026764-the-boatman-and-other-stories
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Love,"Turgenev, Ivan",0974607894,9780974607894,B00A2RLWK8,124        pp,3.77,"19,207",1860,"Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2022","Jan 19, 2022","Jan 18, 2022",,Paperback,view,/book/show/3532.First_Love
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ward No. 6,"Chekhov, Anton",,,,77        pp,4.27,"12,435",Nov 1892,1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2022",,Kindle Edition,view,/book/show/211760.Ward_No_6
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of a Dog,"Bulgakov, Mikhail",0802150594,9780802150592,0802150594,123        pp,4.10,"59,661",1925,"Jan 21, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2022",,Paperback,view,/book/show/113205.Heart_of_a_Dog
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christ Alive in Me: Living as a Member of the Mystical Body,"Meconi, Fr. David",,,B09CLRWKN9,105        pp,4.50,10,unknown,"Aug 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I just recently learned of the idea of deification or theosis. God became man so that man might become God. He loves you so much that he wants you to I just recently learned of the idea of deification or theosis. God became man so that man might become God. He loves you so much that he wants you to share in his life or his nature. This idea is in the catechism of the Catholic Church. I’m floored. READ THIS BOOK ...more,Notes are private!,0,0,1,"Jan 14, 2022","Jan 18, 2022","Jan 09, 2022",,Kindle Edition,view (with text),/book/show/58785547-christ-alive-in-me
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Souls of Black Folk,"Du Bois, W.E.B.",,,B07Z44MCML,298        pp,4.30,"42,355","Apr 18, 1903","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Kindle Edition,view,/book/show/52986678-the-souls-of-black-folk
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tools for Theosis: Becoming God-like in Christ,"Coniaris, Anthony M.",1933654465,9781933654461,1933654465,179        pp,4.71,7,unknown,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m Roman Catholic but I’m very interested in the Orthodox. This book discusses the ways to union with God - deification or theosis. Everything from tI’m Roman Catholic but I’m very interested in the Orthodox. This book discusses the ways to union with God - deification or theosis. Everything from the liturgy to the Bible to the Jesus prayer to fasting is to allow us to find union with God. Jesus didn’t just come to save us. He wants to share with us his divine nature. I just need to cooperate with Him.This is too much for me to take in. I’m in awe. ...more,Notes are private!,0,1,1,"Feb 02, 2022","Feb 03, 2022","Jan 06, 2022",,Paperback,view (with text),/book/show/27256753-tools-for-theosis
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Called to Be the Children of God: The Catholic Theology of Human Deification,"Meconi, David",1586179470,9781586179472,1586179470,304        pp,4.48,29,unknown,"Apr 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/28782954-called-to-be-the-children-of-god
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pigs Have Wings,"Wodehouse, P.G.",034525516X,9780345255167,B000JEQODE,218        pp,4.26,"4,558",1952,"May 01, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A pig in the house. Wait. Two pigs. Conspiracy to steal said pigs. Two guys need to lose weight. Pigs need to gain weight. Young love. Funny stuff. OnA pig in the house. Wait. Two pigs. Conspiracy to steal said pigs. Two guys need to lose weight. Pigs need to gain weight. Young love. Funny stuff. Only Wodehouse could pull this off. ...more,Notes are private!,0,2,1,"Jan 06, 2022","Jan 18, 2022","Jan 05, 2022",,Mass Market Paperback,view (with text),/book/show/6541892-pigs-have-wings
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stress of Her Regard,"Powers, Tim",0441790976,9780441790975,0441790976,470        pp,3.80,"4,211",1989,"Jun 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Mass Market Paperback,view,/book/show/417656.The_Stress_of_Her_Regard
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Whopping Lies and Other Stories of Bruised Grace,"Doyle, Brian",1632531666,9781632531667,B074PX26V5,194        pp,4.63,209,unknown,"Aug 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brian Doyle was a gift. He saw stuff that most of us miss.,Notes are private!,0,0,1,"Jan 12, 2022","Jan 17, 2022","Jan 04, 2022",,Kindle Edition,view (with text),/book/show/36007815-eight-whopping-lies-and-other-stories-of-bruised-grace
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rescuing Socrates: How the Great Books Changed My Life and Why They Matter for a New Generation,"Montás, Roosevelt",0691200394,9780691200392,0691200394,238        pp,4.00,504,"Nov 02, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Hardcover,view,/book/show/57423820-rescuing-socrates
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dorothy Day: Dissenting Voice of the American Century,"Loughery, John",1982103493,9781982103491,1982103493,448        pp,4.13,269,"Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dorothy was either seriously disturbed, in need of treatment/ being locked up in a rubber room or she’s a saint like Francis of Assisi. Or both. ArgumDorothy was either seriously disturbed, in need of treatment/ being locked up in a rubber room or she’s a saint like Francis of Assisi. Or both. Argumentative. Extreme. Devout. ...more",Notes are private!,0,0,1,"Feb 14, 2023","Mar 04, 2023","Jan 02, 2022",,Hardcover,view (with text),/book/show/52884730-dorothy-day
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catechism of the Catholic Church,"John Paul II, Pope",,,B00AD6Q7GM,846        pp,4.48,"10,951",1992,"Nov 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A must read. Explains so much. Need to keep this with me always. Right next to my bible.,Notes are private!,0,0,1,"Jan 02, 2022","Nov 29, 2023","Jan 02, 2022",,Kindle Edition,view (with text),/book/show/18949212-catechism-of-the-catholic-church
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crystal Cave        (Arthurian Saga, #1)","Stewart, Mary",,,B01LZ8KBNK,17        pp,4.13,"46,209","Jan 01, 1970","Oct 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Audible Audio,view,/book/show/33820078-the-crystal-cave
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ignatian Adventure: Experiencing the Spiritual Exercises of St. Ignatius in Daily Life,"O'Brien, Kevin",0829435778,9780829435771,0829435778,304        pp,4.49,450,"Sep 01, 2011","Sep 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Paperback,view,/book/show/12682526-the-ignatian-adventure
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,734","Mar 31, 2020","Mar 31, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 19, 2022","Jan 29, 2022","Dec 23, 2021",,Hardcover,view,/book/show/43890641-hamnet
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Merry Adventures of Robin Hood,"Pyle, Howard",1595406557,9781595406552,1595406557,400        pp,4.07,"64,380",1883,"Dec 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/93007.The_Merry_Adventures_of_Robin_Hood
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Happiness,"Williams, Niall*",163557420X,9781635574203,163557420X,400        pp,4.22,"14,102","Sep 05, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Hardcover,view,/book/show/42972008-this-is-happiness
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reckless Way of Love: Notes on Following Jesus,"Day, Dorothy",0874867924,9780874867923,0874867924,149        pp,4.22,503,unknown,"Mar 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,She is a saint,Notes are private!,0,1,1,"Dec 13, 2021","Dec 22, 2021","Dec 13, 2021",,Paperback,view (with text),/book/show/31147372-the-reckless-way-of-love
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Netanyahus,"Cohen, Joshua",1913097609,9781913097608,1913097609,240        pp,3.81,"13,651","May 05, 2021","May 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Paperback,view,/book/show/55817233-the-netanyahus
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,747","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Kindle Edition,view,/book/show/50623864-the-invisible-life-of-addie-larue
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,511","Oct 16, 1950",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Don’t know how many times I’ve read this entire series. It’s just great fun. And that doesn’t touch the beauty and truth. Magnificent stuff.,Notes are private!,0,2,1,not set,not set,"Dec 10, 2021",,Paperback,view (with text),/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,922","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2021",,Paperback,view,/book/show/29044.The_Secret_History
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentle Creature,"Dostoevsky, Fyodor",,,,46        pp,3.89,"15,955",1876,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2021","Dec 02, 2021","Dec 02, 2021",,Kindle Edition,view,/book/show/6379901-a-gentle-creature
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep Places: A Memoir of Illness and Discovery,"Douthat, Ross",0593237366,9780593237366,0593237366,224        pp,4.01,"1,820","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,Hardcover,view,/book/show/57341765-the-deep-places
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of America: Stories,"Moore, Lorrie",0312241224,9780312241223,0312241224,308        pp,4.10,"15,719",1998,"Sep 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2021",,Paperback,view,/book/show/19631.Birds_of_America
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery of the Blue Train        (Hercule Poirot, #6)","Christie, Agatha",1579126952,9781579126957,1579126952,317        pp,3.87,"65,590","Mar 29, 1928","Mar 30, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2021","Nov 29, 2021","Nov 26, 2021",,Hardcover,view,/book/show/16335.The_Mystery_of_the_Blue_Train
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Introduction to the Spiritual Life: Walking the Path of Prayer with Jesus,"Pitre, Brant",0525572767,9780525572763,0525572767,336        pp,4.63,378,unknown,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,Hardcover,view,/book/show/57004895-introduction-to-the-spiritual-life
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Masters of Command: Alexander, Hannibal, Caesar, and the Genius of Leadership","Strauss, Barry S.",1439164487,9781439164488,1439164487,320        pp,4.02,725,May 2012,"May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,Hardcover,view,/book/show/13259872-masters-of-command
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,070","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2021","Nov 27, 2021","Nov 15, 2021",,Hardcover,view,/book/show/57109107-the-lincoln-highway
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul's Journey: Exploring the Three Passages of the Spiritual Life With Dante As a Guide,"Jones, Alan W.",006064253X,9780060642532,006064253X,256        pp,4.17,18,Jun 1995,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Hardcover,view,/book/show/25600.The_Soul_s_Journey
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sir Gawain and the Green Knight,Unknown,,,,unknown,3.76,"70,405",1350,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Unknown Binding,view,/book/show/59121113-sir-gawain-and-the-green-knight
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haweswater,"Hall, Sarah",0060817259,9780060817251,0060817259,267        pp,3.69,804,2002,"Oct 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Paperback,view,/book/show/868937.Haweswater
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best Short Stories of Fyodor Dostoevsky,"Dostoevsky, Fyodor",0375756884,9780375756887,0375756884,320        pp,4.25,"3,845",2007,"Feb 13, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2021","Dec 09, 2021","Nov 13, 2021",,Paperback,view,/book/show/12852.The_Best_Short_Stories_of_Fyodor_Dostoevsky
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Post Captain        (Aubrey & Maturin, #2)","O'Brian, Patrick",0393541592,9780393541595,0393541592,480        pp,4.26,"22,743",Jan 1972,"May 11, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I found this to be so dull. Couldn’t finish.,Notes are private!,0,0,1,"Nov 27, 2021","Dec 06, 2021","Nov 10, 2021",,Paperback,view (with text),/book/show/53410075-post-captain
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Master & Commander        (Aubrey & Maturin, #1)","O'Brian, Patrick",0393307050,9780393307054,0393307050,464        pp,4.07,"57,745",1969,"Aug 17, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 08, 2021","Nov 18, 2021","Nov 08, 2021",,Paperback,view,/book/show/77430.Master_Commander
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eucharist: Mystery of Presence, Sacrifice, and Communion","Feingold, Lawrence",1945125721,9781945125720,1945125721,720        pp,4.71,34,unknown,"Apr 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2021",,Hardcover,view,/book/show/36915279-the-eucharist
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faith Comes from What Is Heard: An Introduction to Fundamental Theology,"Feingold, Lawrence",1941447546,9781941447543,1941447546,648        pp,4.58,43,unknown,"Sep 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2021",,Hardcover,view,/book/show/30619447-faith-comes-from-what-is-heard
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Punic Wars,"Goldsworthy, Adrian",0304352845,9780304352845,0304352845,412        pp,4.20,"3,851",Sep 2000,"Jun 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Hardcover,view,/book/show/55148.The_Punic_Wars
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Waste Lands        (The Dark Tower, #3)","King, Stephen*",0670032565,9780670032563,0670032565,590        pp,4.25,"222,728",Aug 1991,"Jun 23, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2021",,Hardcover,view,/book/show/34084.The_Waste_Lands
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rescued: The Unexpected and Extraordinary News of the Gospel,"Riccardo, John",1593253826,9781593253820,B08KBQQ46V,183        pp,4.58,371,"Sep 01, 2020","Sep 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Father introduces us to the God we never met. This book lit,Notes are private!,0,0,1,"Nov 02, 2021","Nov 04, 2021","Nov 02, 2021",,Kindle Edition,view (with text),/book/show/55503294-rescued
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Day: Collected & New Sabbath Poems,"Berry, Wendell",1619021986,9781619021983,1619021986,404        pp,4.49,683,"Sep 16, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2021",,Hardcover,view,/book/show/17572972-this-day
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred","Prescod-Weinstein, Chanda",1541724704,9781541724709,1541724704,320        pp,4.12,"3,581","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2021",,Hardcover,view,/book/show/54455629-the-disordered-cosmos
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life After Life        (Todd Family, #1)","Atkinson, Kate",0316176486,9780316176484,0316176486,529        pp,3.78,"227,425","Mar 14, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2021",,Hardcover,view,/book/show/15790842-life-after-life
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Man Sent by God: Blessed John Sullivan, SJ","Looby, John",1910248401,9781910248409,1910248401,88        pp,4.67,3,"Aug 28, 2017","Apr 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2021",Nov 2021,"Oct 30, 2021",,Paperback,view,/book/show/39910828-a-man-sent-by-god
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Virtue,"MacIntyre, Alasdair",0268006113,9780268006112,0268006113,304        pp,4.18,"5,702","Sep 28, 1982","Aug 30, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2021",,Paperback,view,/book/show/332138.After_Virtue
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saint Catherine of Siena: Mystic of Fire, Preacher of Freedom","Murray, Paul",1943243573,9781943243570,1943243573,208        pp,4.31,156,unknown,Apr 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Hardcover,view,/book/show/53286669-saint-catherine-of-siena
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint Dominic's Way of Life: A Path to Knowing and Loving God,"Briscoe, Patrick Mary",1681929392,9781681929392,1681929392,144        pp,4.36,39,unknown,"Jun 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m looking into becoming a lay Dominican and this was recommended. Really inspiring. Just loved it.,Notes are private!,0,0,1,"Oct 27, 2021","Oct 31, 2021","Oct 27, 2021",,Paperback,view (with text),/book/show/58564933-saint-dominic-s-way-of-life
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Encountering God: As a Traveling Papal Missionary of Mercy,"Allen, Chas",1504073207,9781504073202,1504073207,206        pp,4.63,43,unknown,"Dec 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2021",,Paperback,view,/book/show/58778768-encountering-god
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among Friends: Stories from the Journey,"Sichko, Jim",1624672280,9781624672286,1624672280,160        pp,4.24,187,"Jan 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2021",,Paperback,view,/book/show/18596294-among-friends
