,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Style: Memories of an American from Vietnam,"Pham, Thien",1250809711,9781250809711,1250809711,240        pp,4.31,"2,117","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/61484899-family-style
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unlikely Story of Felix and Macabber,"Ba, Juni",1506738222,9781506738222,1506738222,152        pp,3.31,58,unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/125077881-the-unlikely-story-of-felix-and-macabber
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked Tree,"Gendry-Kim, Keum Suk",1770466673,9781770466678,1770466673,316        pp,3.83,431,"May 09, 2020","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/62039164-the-naked-tree
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Eaters, Vol. 1: She Eats the Night","Liu, Marjorie M.*",1419758705,9781419758706,1419758705,208        pp,4.10,"3,157","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/60656255-the-night-eaters-vol-1
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miles Davis and the Search for the Sound,"Chisholm, Dave*",,9798886560428,B0B91634J3,150        pp,4.63,91,unknown,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/61919434-miles-davis-and-the-search-for-the-sound
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darlin' and Her Other Names        (Vol 1),"Stephens, Olivia",,,,88        pp,5.00,1,Mar 2023,Mar 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,ebook,view,/book/show/201616674-darlin-and-her-other-names
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood of the Virgin,"Harkham, Sammy",059331669X,9780593316696,059331669X,296        pp,3.71,651,May 2023,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/61913604-blood-of-the-virgin
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River's Edge,"Okazaki, Kyōko",1647291836,9781647291839,,242        pp,3.98,362,1993,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/63837809-river-s-edge
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disorder 1/3,"Price, Erika*",,,,48        pp,4.17,6,2019,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/50452091-disorder-1-3
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mobilis,"Ba, Juni",1952203961,9781952203961,1952203961,160        pp,4.38,26,unknown,"Oct 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/199406168-mobilis
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monica,"Clowes, Daniel",1683968824,9781683968825,1683968824,106        pp,3.99,"3,013",Oct 2023,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/123209437-monica
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roaming,"Tamaki, Mariko",,,,443        pp,3.80,"3,058",Sep 2023,"Sep 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/62207006-roaming
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Wish Is My Command,"Mohamed, Deena",1783789409,9781783789405,B0B73XQRFM,528        pp,4.51,"2,638","Oct 01, 2022","Jan 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Kindle Edition,view,/book/show/75581720-your-wish-is-my-command
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Time Dead,"Breger, Samara*",1612942652,9781612942650,,412        pp,3.80,701,"May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/85682793-a-long-time-dead
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor and the Endless Palace,"Huang, Justinian*",0778305236,9780778305231,0778305236,312        pp,3.64,717,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/146145975-the-emperor-and-the-endless-palace
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doppelganger: A Trip into the Mirror World,"Klein, Naomi",0374610320,9780374610326,0374610320,416        pp,4.26,"10,453","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/138505710-doppelganger
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interesting Facts about Space,"Austin, Emily*",1668014238,9781668014233,1668014238,320        pp,3.85,"11,648","Jan 30, 2024","Jan 30, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Me [page 1]: I’m worried I read too much about ASD into Everyone In This Room Will Someday be Dead. This time I’m gonna look for all**spoiler alert** Me [page 1]: I’m worried I read too much about ASD into Everyone In This Room Will Someday be Dead. This time I’m gonna look for all the ways it’s not autism. I will counteract my bias.Me [page 20]: This is autism.Me [page 25]: This is autism.Me [pages 26–239]: THIS IS AUTISM.Enid’s therapist [page 240]: diagnoses her with PTSD, anxiety exacerbated by her disability (Enid is deaf in one ear), and refers her to a specialist for, wait for it… AUTISMMe: I FUCKING KNEW IT ...more",Notes are private!,0,10,1,"Jan 04, 2024","Jan 05, 2024","Jan 05, 2024",,Hardcover,view (with text),/book/show/176443380-interesting-facts-about-space
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragments of a Fallen Star,"Oniomoh, Viano*",,,,350        pp,4.22,37,"Oct 11, 2016","Sep 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Kindle Edition,view,/book/show/198604253-fragments-of-a-fallen-star
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Any Experience,"Terpstra, Anne E.*",,9781648904868,,370        pp,4.47,279,unknown,"May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,ebook,view,/book/show/59694326-beyond-any-experience
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disability Visibility: First-Person Stories from the Twenty-first Century,"Wong, Alice",1984899422,9781984899422,1984899422,309        pp,4.47,"13,910","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/51456746-disability-visibility
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Coming Home,"Le Guin, Ursula K.",0358726921,9780358726920,0358726921,640        pp,4.05,"3,882","Sep 01, 1985","Jun 27, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Jan 2024,"Mar 20, 2024","Jan 01, 2024",,Paperback,view,/book/show/60012535-always-coming-home
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fantastic Creatures of the Mountains and Seas: A Chinese Classic,"Sun, Jiankun",1950691381,9781950691388,1950691381,376        pp,4.40,102,"Jan 01, 2015","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Believe me when I say that this book is GORGEOUS. Siyu Chen outdid herself, it’s a feast for the eyes.",Notes are private!,0,0,1,"Dec 10, 2023","Dec 26, 2023","Dec 31, 2023",,Hardcover,view (with text),/book/show/54303573-fantastic-creatures-of-the-mountains-and-seas
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straight,"Tingle, Chuck*",,,B094KLFT62,84        pp,4.07,811,"May 09, 2021","May 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We don’t deserve Chuck Tingle. Part performance art, part satire, all heart. I had to take a break from Camp Damascus earlier this year, just because We don’t deserve Chuck Tingle. Part performance art, part satire, all heart. I had to take a break from Camp Damascus earlier this year, just because it was Too Real, and I was too emotionally vulnerable for it at the moment. I thought I’d ease back in with this one, a novella on audio, and get back to Camp next. That plan, thus far, has been successful. This was great, and great on audio. (The RuPaul bit especially was a highlight.) Slasher-type horror is easier for me to stomach than fundamentalist conversion camps—who knew. ...more",Notes are private!,0,2,1,"Dec 30, 2023","Dec 30, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/58008596-straight
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Late Bloomer: How an Autism Diagnosis Changed My Life,"Bastow, Clem",1743796005,9781743796009,1743796005,272        pp,4.15,663,unknown,"Jul 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The little dinosaurs as the section breaks! Each one is different! The whole book is just as great as that one detail indicates.,Notes are private!,0,1,1,"Dec 04, 2023","Dec 31, 2023","Dec 31, 2023",,Paperback,view (with text),/book/show/57575357-late-bloomer
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Heir        (Dark Rise, #2)","Pacat, C.S.*",,,B0BNJ5NJ33,496        pp,4.58,"7,007","Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I need to see where book 3 goes to know what I think about this one. Part of it feels flattened because of the YA factor (Pacat can’t go full on freakI need to see where book 3 goes to know what I think about this one. Part of it feels flattened because of the YA factor (Pacat can’t go full on freaky interesting with the characters), but part of it feels way too freaky to be YA (the sexual overtones, come on). It’s this weird no-mans-land of it-was-fine-but-I’m-frustrated-and-I-hate-parts-of-it-but-not-enough-to-put-it-down. 1. Still love James. 2. Needs more humor. And I still hope she twists the whole light vs. dark thing big time (she already twisted it some in book one) because I’m really over that colonialist propaganda oversimplistic framing.Wavering on 2–3 stars for now. We’ll see....more",Notes are private!,0,1,1,"Nov 26, 2023","Nov 30, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/52780201-dark-heir
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaguars Tomb,"Gorodischer, Angélica",0826501419,9780826501417,0826501419,246        pp,3.50,40,Aug 2005,"Feb 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/54816192-jaguars-tomb
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of Gender?,"Butler, Judith",0374608229,9780374608224,0374608229,320        pp,3.99,172,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/127282429-who-s-afraid-of-gender
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Her Once for Me,"Cochrun, Alison*",1982191139,9781982191139,1982191139,368        pp,3.86,"46,083","Nov 01, 2022","Nov 01, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tried this one again, hoping I had one more festive read in me for the year, but there are just sooo many things that bug me right away. It’s gonna beTried this one again, hoping I had one more festive read in me for the year, but there are just sooo many things that bug me right away. It’s gonna be one of those books where shitty systemic poverty gets magically fixed for one [pretty young white] woman by the power of romance with a [manipulative gaslighting] millionaire, isn’t it? And we’re gonna do all that with a family of real estate developers in the midst of a housing crisis, is that right? (One of which gets a happy ending at a hedge fund; I peeked ahead.)Noooope. DNF @ page 62. ETA: according to the end notes, it’s a While You Were Sleeping homage, which happens to be the second I’ve read this year, and the way Alexis Hall handles class conflict and economic crisis, not to mention mental health, is just a shocking night-and-day difference.ETA x2: and this is petty, but don’t say it’s a webcomic but then provide walls of text like a blog post without a single graphic to be found.ETA x3: for anyone wanting ace rep, beware that demisexuality gets infodumped and then instaloved. It’s basically a Portlandia sketch without the satire. Eeeeeesh. YMMV, but it rubbed me the wrong way....more",Notes are private!,2,3,1,"Dec 28, 2023","Dec 28, 2023","Dec 29, 2023",,Paperback,view (with text),/book/show/60321485-kiss-her-once-for-me
