,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Marco's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mistero buffo. Giullarata popolare,"Fo, Dario",8806148311,9788806148317,8806148311,171        pp,4.08,360,1969,"Oct 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2012",,Paperback,view,/book/show/2956704-mistero-buffo-giullarata-popolare
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'inferno di Treblinka,"Grossman, Vasily",884592484X,9788845924842,884592484X,79        pp,4.46,"1,078",1944,"May 05, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Scuotono l'anima nel profondo, tolgono il sonno e la tranquillità i racconti di come, fino all'ultimo istante, i cadaveri viventi di Treblinka non Scuotono l'anima nel profondo, tolgono il sonno e la tranquillità i racconti di come, fino all'ultimo istante, i cadaveri viventi di Treblinka non perseverassero solamente il sembiante dell'uomo, ma soprattutto il cuore! Racconti di donne che cercavano di salvare i figli e che per questo tentarono imprese sublimi e disperate; di giovani madri che nascondevano, sotterravano i propri neonati sotto mucchi di coperte e facevano loro scudo con il proprio corpo. Nessuno conosce né conoscerà mai il loro nome. Si sa di bambine di dieci anni che con candida saggezza consolavano i genitori in lacrime, o di un ragazzino che entrò nella camera a gas gridando: « Non piangere, mamma, i russi ci vendicheranno! ». Nessuno conosce né conoscerà mai i loro nomi. Si sa di qualche decina di condannati che tenne testa a una torma di SS armate di mitra e granate: morirono in piedi, con il petto crivellato da decine di pallottole. Si sa di un giovane che accoltellò un ufficiale delle SS, o di un ragazzo arrivato dal ghetto di Varsavia in rivolta che riuscì a nascondere una granata e la scagliò, già nudo, contro il gruppo dei suoi aguzzini. Si sa di scontri - tutta una notte - tra un gruppo di condannati e le squadre dei Wachmanner e delle SS. Spari e deflagrazioni di granate si susseguirono fino al mattino, e quando il sole si levò, il piazzale era un tappeto di cadaveri, ognuno con accanto la sua arma: una tavola della palizzata, un coltello, un rasoio. Ma il mondo finirà e nessuno conoscerà i loro nomi. Si sa di una ragazza alta che sulla « strada senza ritorno » strappò la carabina a un Wachmann e si batté con decine di SS che le sparavano contro. Due belve persero la vita, una terza ci lasciò un braccio. Le vessazioni, le torture che dovette subire quella povera ragazza furono tremende. Ma nessuno consocerà mai il suo nome e nessuno potrà renderle onore.Grossman non è stato testimone diretto di ciò che avvenne a Treblinka tra l'estate del '42 e l'autunno del '43. Primo Levi fu testimone di Auschwitz, ma a confronto, ""Se questo è un uomo"" è un libro leggero. Non lo sto sminuendo, sto semplicemente asserendo che la cronaca giornalistica presente in ""L'inferno di Treblinka"" racconta lo sterminio nazista in maniera dieci volte più forte, dieci volte più cinica e dieci volte più spietata. Certe scene mi rimarranno nella mente per sempre. ...more",Notes are private!,0,6,1,"May 20, 2012","May 20, 2012","May 20, 2012",,Paperback,view (with text),/book/show/9710946-l-inferno-di-treblinka
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non lasciarmi,"Ishiguro, Kazuo*",8806190458,9788806190453,8806190458,291        pp,3.85,"694,120","Apr 05, 2005","Oct 01, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mai giudicare un libro dal suo autore.Una buona scrittura non potrà mai giustificare il fiume dirompente di banalità presenti in questo romanzo. PMai giudicare un libro dal suo autore.Una buona scrittura non potrà mai giustificare il fiume dirompente di banalità presenti in questo romanzo. Puerilità, è la parola giusta. Noia, inconclusione. Dubito che Ishiguro stesso sappia perché ha scritto un libro del genere.C'è già una recensione qui su goodreads che riassume perfettamente la trama in modo molto simpatico. Da piccoli capita di litigare con il proprio migliore amico. E poi si risolve. E poi si rilitiga. E poi si risolve. O forse no. O forse sì. Ruth, inoltre, è odiosissima. Anche solo pensare di essere amico di una persona del genere mi dà il voltastomaco. E con tutti i problemi che possono avere dei cloni, i protagonisti non fanno altro che litigare per stronzate, continuano a non parlare di cose importanti perché hanno paura di chissà che cosa, e tutte quelle domande sul loro futuro che vengono proclamate dalla quarta di copertina non ci sono. La tristezza e l'angoscia tanto decantate da molti non mi hanno nemmeno sfiorato - se c'erano (non c'erano). Non mi sono emozionato né commosso. Capisco che lo scenario parzialmente - molto parzialmente - fantascientifico sia un pretesto, così come la cornice dispotica. Ma un pretesto dev'essere un pretesto ben costruito, e nel momento in cui io leggo che questi cloni si muovono per l'Inghilterra a loro piacimento e non fanno nulla per opporsi al loro destino, vanno a donare i loro organi e muoiono senza nemmeno domandarsi se sia possibile evitare tutto questo, io capisco che l'intenzione di questo libro è fallita in toto. Ma era fallita sin dalle prime cento pagine, nelle quali Ishiguro sembra posizionare una bomba a orologeria che, sfortunatamente, non scoppierà mai.Protagonisti scialbi e discorsi ancora più scialbi e piatti. Pagine e pagine di ricordi inutili e autocompiacenti. Nessun evento particolare o significativo. Nessun personaggio che sia caratterizzato in maniera sufficiente da essere ricordato. Il fiasco più assoluto. Una scrittura notevole e scorrevole, solo questo. Leggerò più avanti Quel che resta del giorno, perché qui Ishiguro ha cannato il contenuto, ma forse è solo un caso isolato....more",Notes are private!,0,22,1,"Dec 31, 2012","Jan 06, 2013","May 13, 2012",,Paperback,view (with text),/book/show/7881201-non-lasciarmi
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gente indipendente,"Laxness, Halldór",8870911276,9788870911275,8870911276,656        pp,4.14,"12,428",1934,Dec 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2012",,Paperback,view,/book/show/7698272-gente-indipendente
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,273","Jun 08, 1949","Jul 01, 1950",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Che sciocchezze! Con chi preferiresti dormire, con me o con uno scheletro? Non ti piace essere vivo? Non ti piace poter dire: questo sono io, questChe sciocchezze! Con chi preferiresti dormire, con me o con uno scheletro? Non ti piace essere vivo? Non ti piace poter dire: questo sono io, questa è la mia mano, questa è la mia gamba, io sono vero, sono fatto di carne e ossa, esisto!1. Orwell non era un visionario.2. Orwell non sapeva scrivere granché bene.3. Orwell non è stato capace, almeno nei miei confronti, di incutere il timore angosciante di un sistema sociale totalitario.4. Orwell non ha l'abilità stilistica né la capacità narrativa di un grande scrittore.Pertanto si evince che 1984 è un'opera pompata, eletta a capolavoro perché sì. Quando in un romanzo si riscontrano frequenti infodump, narrazione statica e dialoghi inverosimili, tale romanzo non deve necessariamente - causa forza maggiore - diventare un romanzo eccellente perché il tema trattato è di grande levatura, in particolare se questo tema non è altro che la trasposizione giornalistica di fatti reali e concreti concernenti l'Unione Sovietica....more",Notes are private!,0,9,1,"May 12, 2012","May 13, 2012","May 12, 2012",,Mass Market Paperback,view (with text),/book/show/5470.1984
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il gioco del mondo,"Cortázar, Julio",8806175920,9788806175924,8806175920,550        pp,4.21,"42,792",1963,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2012",,Paperback,view,/book/show/14740777-il-gioco-del-mondo
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nido di nobili,"Turgenev, Ivan",8811367492,9788811367499,8811367492,180        pp,3.91,"4,831",1859,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2012",,Paperback,view,/book/show/13634193-nido-di-nobili
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Datemi la guerra,"Tamborrino, Marco*",1471687473,9781471687471,1471687473,233        pp,4.00,1,"May 01, 2012","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2012",,Paperback,view,/book/show/13629733-datemi-la-guerra
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Il tradimento        (Il romanzo di Excalibur, #4)","Cornwell, Bernard*",880452877X,9788804528777,880452877X,347        pp,4.21,275,1998,Oct 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non sta bene che una principessa si faccia vedere in collera da tutti. Devi essere misteriosa, mia cara, e non far mai capire agli uomini quello chNon sta bene che una principessa si faccia vedere in collera da tutti. Devi essere misteriosa, mia cara, e non far mai capire agli uomini quello che pensi. Il nostro potere sta nelle tenebre, ma alla luce del sole gli uomini sono più forti di noi.Libro chiaramente ""di passaggio"", con punte di tensione che però rimane statica. La classica calma prima della tempesta. Ora manca solo l'ultimo....more",Notes are private!,0,0,1,May 2012,"May 22, 2012","May 01, 2012",,Paperback,view (with text),/book/show/8569611-il-tradimento
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La donna del tenente francese,"Pinter, Harold",8806182064,9788806182069,8806182064,128        pp,3.94,175,1981,2005,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""La domanda non è perché, la domanda è... PECCHÈ?""""La domanda non è perché, la domanda è... PECCHÈ?""...more",Notes are private!,0,3,1,"Apr 29, 2012","Apr 30, 2012","Apr 29, 2012",,Paperback,view (with text),/book/show/9795553-la-donna-del-tenente-francese
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amante,"Yehoshua, A.B.",8806137972,9788806137977,8806137972,432        pp,4.03,"1,822",1977,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 28, 2012",,Paperback,view,/book/show/9817977-l-amante
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mondo nuovo / Ritorno al mondo nuovo,"Huxley, Aldous",8804487801,9788804487807,8804487801,344        pp,4.16,"165,131",1958,"Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2012",,Paperback,view,/book/show/3760005-il-mondo-nuovo-ritorno-al-mondo-nuovo
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morte a credito,"Céline, Louis-Ferdinand",,,,579        pp,4.21,"8,377",1938,"Oct 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2012",,Hardcover,view,/book/show/9794461-morte-a-credito
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il senso di Smilla per la neve,"Høeg, Peter",,,8804413832,446        pp,3.74,"49,186",1992,"Feb 13, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2012",,Paperback,view,/book/show/3564281-il-senso-di-smilla-per-la-neve
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La terza guerra mondiale?: Chi comanda, Obama o Wall Street?","Fazi, Elido",8864115919,9788864115917,,76        pp,3.33,9,May 2012,Mar 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2012",,ebook,view,/book/show/13598016-la-terza-guerra-mondiale
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il grande Gatsby,"Fitzgerald, F. Scott",8806208306,9788806208301,8806208306,164        pp,3.93,"5,238,501","Apr 10, 1925",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""L'ultimo pomeriggio, prima di partire per il fronte, rimase a lungo, in silenzio, con Daisy fra le braccia. Era una fredda giornata d'autunno; nel""L'ultimo pomeriggio, prima di partire per il fronte, rimase a lungo, in silenzio, con Daisy fra le braccia. Era una fredda giornata d'autunno; nella stanza c'era il fuoco acceso e le guance di lei erano arrossate. Di quando in quando Daisy si muoveva, e lui spostava un poco il braccio; una volta le baciò i capelli neri e lucenti. Il pomeriggio diede loro un po' di tranquillità, quasi a procurare un ricordo profondo per la lunga separazione che li aspettava l'indomani. Non erano mai stati più vicini nel loro mese d'amore, non avevano mai comunicato più profondamente l'uno con l'altra, di quando lei sfiorò le labbra silenziose contro l'imbottitura della sua giacca e di quando lui le sfiorò la punta delle dita, piano, come per non svegliarla.""Mi sembra sciocco e pretenzioso ridurre questo romanzo a una storia d'amore, come sembra quasi fare la quarta di copertina Einaudi. In realtà è l'ennesima descrizione folgorante e incisiva della generazione perduta, della vuota ricchezza degli anni Venti.Il Grande Gatsby è un romanzo orchestrato magistralmente. Un piccolo gioiello di letteratura americana. Una lettura veloce tanto quanto le vite dei personaggi. Una velocità che illude, che appassiona e che lascia infine naufragare le sue vittime su una spiaggia deserta. È l'illusione di un personaggio letterario come Gatsby, un personaggio che può essere ognuno di noi in ogni momento della nostra esistenza. Qualcuno che procede interdetto verso il suo sogno, che vuole ""replicare il passato"" pur di avere ciò che desidera. È il vuoto. È il nulla della sfarzosità, delle feste, dei cocktails, delle auto e delle relazioni. È come se Fitzgerald rappresentasse un'illusione continua ed eterna. Come se quell'illusione fosse la vita stessa.Non credo di aver parole abbastanza intelligenti e adatte per dire altro su questo romanzo. È molto breve, eppure racchiude un mondo immenso al suo interno. Un mondo da leggere e rileggere. Un mondo che, dopotutto, lascia quel senso di malessere impossibile da descrivere non appena viene voltata l'ultima pagina.Comunque, so per certa una cosa. So che da oggi in poi avrò sempre Jay Gatsby dentro di me. Nel bene e nel male....more",Notes are private!,0,25,1,not set,"May 12, 2013","Apr 18, 2012",,Paperback,view (with text),/book/show/11313163-il-grande-gatsby
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libra,"DeLillo, Don",8806176781,9788806176785,8806176781,423        pp,4.03,"17,768","Aug 15, 1988","Jun 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- Quando è il tuo compleanno?- Il diciotto ottobre, - rispose Lee.- Libra. La Bilancia.- Sì, la Bilancia, - disse Ferrie- L'Equilibrio, - disse Sha- Quando è il tuo compleanno?- Il diciotto ottobre, - rispose Lee.- Libra. La Bilancia.- Sì, la Bilancia, - disse Ferrie- L'Equilibrio, - disse Shaw.Quelli della bilancia. Alcuni sono positivi, padroni di sé, equilibrati, con la testa a posto, saggi e rispettati da tutti. Altri invece sono negativi, cioè piuttosto instabili, impulsivi. Tanto, ma tanto, ma tanto influenzabili. Propensi a spiccare il salto pericoloso. In entrambi i casi, la chiave è l'equilibrio.A volte finisci dei libri e non è che ti senti privato di un amico. Ti senti privato di un mondo intero. Finisci dei libri e ti chiedi cosa succede là fuori, perché mai tu sei dentro casa a leggere. Ti portano via un universo. Le ultime pagine. Le lacrime che colano sull'inchiostro. E le domande, le migliaia di domande prima dell'ultima riga. Ti hanno derubato, quando finisci dei libri. Così io mi sono sentito: come se mi avessero tolto ogni certezza. Le certezze derivate da un mese di lettura, da un mese di lettura sulla vita di Lee Harvey Oswald. Ventiquattro anni. Una vita giovane, eppure una vita immensa. Adesso ho bisogno di aria. Ho finito un libro che è poesia. Quando finisci un libro che è poesia è normale che ti venga voglia di uscire a respirare un po' d'aria fresca. È il disfacimento interiore delle proprie convinzioni. Le parole che graffiano, stridono, si artigliano ai tuoi vestiti, ti si accalcano addosso. Non puoi farci niente. Sono gelide e secche, sono lì per fare del male.Ma che cos'è Libra?Io penso che Libra sia Lee Harvey Oswald, e che Lee Harvey Oswald non possa essere altro che Libra. Il romanzo stesso. Tutti i dettagli della sua vita. L'infanzia, la giovinezza, l'amore. L'Unione Sovietica, l'odio per il sistema capitalista. Lee Harvey Oswald è conosciuto dalla maggior parte di noi semplicemente come l'assassino del trentacinquesimo Presidente degli Stati Uniti d'America, John Fiztgerald Kennedy. Ci fermiamo qui e lo odiamo. Pensare a un complotto sarebbe troppo complesso. Un complotto implica centinaia di piste da seguire, centinaia di dati su centinaia di personaggi, tutti coloro che sono entrati in contatto con Lee Harvey Oswald. Perché alla fine gira tutto intorno a lui. Tutto riporta a lui. Sono un capro espiatorio, disse prima di venire ucciso da Jack Ruby.""C'è abbastanza mistero nei fatti così come li conosciamo, abbastanza complotto, coincidenza, questioni irrisolte, vicoli ciechi, molteplicità di interpretazioni. Non c'è bisogno, pensa, di inventare la grande macchinazione magistrale, la congiura che si ramifica impeccabilmente in dieci direzioni diverse.""Non ce n'è bisogno, già. Ma alla fine non si può far altro. Fu veramente Oswald a uccidere il presidente. Era l'unico a sparare, quel giorno? Ventidue novembre millenovecentosessantatre. Come mai tutte le persone che entrarono in contatto con lui negli ultimi mesi della sua vita morirono pochi anni dopo? De Lillo intreccia ai fatti reali sulla vita di Oswald gli eventi fittizi che darebbero vita a un grande complotto per assassinare il presidente e far pensare che Oswald fosse stato inviato da Cuba, e alimentare quindi una nuova invasione dell'isola dopo il fallimento della Baia dei Porci. Ancora oggi, dopo tre inchieste (una delle quali è la famosa e abnorme Commissione Warren), non si è riusciti a dimostrare che si trattasse di un complotto. E così hanno deciso che è stato lui e basta. Lee Harvey Oswald ha ucciso il presidente. Da solo. Ma noi non leggiamo Libra per sapere questo. Questo lo sappiamo già. Noi leggiamo Libra per sapere se la vita di L. H. Oswald era una vita come tante oppure una vita speciale. E scopriamo, quasi con sorpresa, che era entrambe le cose. Che tutte le nostre vite soneo entrambe le cose. Speciali e normali. Che l'amore è speciale e normale. Che avere una figlia, diventare padre, è insieme una cosa meravigliosa, inaspettata e incredibile, tanto quanto una cosa quotidiana e noiosa.Chi è Lee Harvey Oswald?""L'assistente sociale scrisse: «Le risposte alle domande rivelano che il ragazzo sente fra sé e le altre persone un velo che lo rende irraggiungibile, ma preferisce che il velo resti intatto».""Lee H. Oswald è un ragazzino maltrattato dai compagni di scuola che vive da solo con la madre. Si spostano in continuazione. A dieci anni ha già cambiato sei scuole. Cresce leggendo il manuale dei marines di suo fratello Robert, già arruolato. Poi inizia a leggere letteratura marxista. Si arruola a 18 anni. Nell'esercito gli capita di sbagliare, e viene spedito nel carcere di rigore ad Atsugi, Giappone. Conosce il sistema della prigione americana. Poi, passando per la Finlandia, va in Unione Sovietica. Si innamora di Marina, la sposa, e quando si accorge che il comunismo è tutto tranne quello che pensava, torna in Amerca. Qui viene preso di mira dai servizi segreti americani, ex agenti della CIA che tramano per uccidere il presidente e far partire un'invasione di Cuba. Viene preso di mira perché ha tutte le caratteristiche del personaggio di cui questi congiurati hanno bisogno. È l'uomo perfetto.""L'obiettivo principale è che Kennedy muoia.Il secondo obiettivo è che muoia Oswald.""Secondo la classica ricostruzione dei fatti, quella che - più o meno - tutti conosciamo, Lee Harvey Oswald sparò tre proiettili in meno di sei secondi. Il primo ferì lievemente il presidente sotto il mento. Il secondo mancò il bersaglio. Il terzo aprì un buco nella testa di JFK. In Libra, quando Oswald sta mirando per sparare il terzo proiettile, nel mirino del suo fucile vede la testa del presidente esplodere, ma non per il suo colpo. Sono un capro espiatorio, disse. E noi, ancora oggi, non sappiamo quale sia la verità.Ma Lee Harvey Oswald era anche il ragazzo che ha saputo amare con tutto se stesso come qualsiasi essere umano. Il ragazzo che passava le notti a fissare la figlia, tanto l'amava. Tornato in America si mise a picchiare Marina, è vero, ma paradossalmente non smise mai di amarla.""Il saluto con cui le rispondeva era infantile, un agitar di mano, un piacere profondo e toccante. Sembrava dirle, dalla sua barchetta: - Guardaci, siamo un miracolo, così autentico e sicuro.""Quali sono i personaggi che ruotano attorno all'universo di Libra, al mondo di Lee Harvey Oswald?Ce ne sono tanti. Ogni attentatore ha la sua storia, la sua famiglia, i suoi sentimenti. Ogni membro dell'operazione volta ad assassinare Kennedy richiede pagine e pagine di approfondimento. Niente è messo lì a caso. il più rilevante è forse David Ferrie (pilota della marina), omosessuale convinto di avere il cancro.""- Dave, tu in cosa credi?- In tutto. Specialmente nella mia morte.- La desideri?- La sento. Io sono la pubblicità vivente del cancro.- Ma ne parli così volentieri.- Perché, avrei altra scelta?""Poi c'è Marguerite Oswald, la madre di Lee. Nei suoi capitoli sembra sempre parlare a un giudice in un'aula di tribunale. Dice che non può spiegare la vita di suo figlio con una semplice deposizione. Deve raccontarla tutta. E i toni con cui racconta sono drammatici, forti, impregnati di un opprimente senso di perdita allo stesso tempo umano e storico. E dopo Marguerite c'è Marina. Marina e il suo amore sincero per Lee, convinta che le cicatrici che lei e il ragazzo portano sulle braccia siano un segno del destino, un segno che li ha fatti incontrare e li farà stare insieme. Ma quando lui comincia a picchiarla, lei inizia a chiedersi se l'ami veramente, pur rimanendo invariato il suo amore per lui.A Marguerite e Marina si aggiunge una carrellata di personaggi più o meno importanti. Ma ognuno di loro, a modo suo, è tragico e malinconico. Ognuno si porta dietro una tristezza infinita, e il lettore sa perfettamente che tutto dovrà culminare con la morte del presidente. Perché è l'anima del complotti, terminare con una morte.Win Everett, ideatore dell'attentato, a tal proposito formulerà questo pensiero:""Le trame possiedono una logica. C'è una tendenza, nelle trame, a evolvere in direzione della morte. Lui era convinto che l'idea della morte fosse insita nella natura di ogni trama. Nelle trame di narrativa come in quelle di uomini armati. Più la trama di un racconto è fitta, più è probabile che approdi alla morte. La trama di un romanzo, credeva, è il nostro modo di localizzare la forza della morte fuori dal libro, di esorcizzarla, di contenerla.""Qual è il senso di Libra?Forse DeLillo non aveva un secondo fine. Forse lo scrittore americano voleva solo scrivere un bel romanzo sulla questione documentandosi molto. Ma io credo che abbia voluto dare anche un segnale. Che la vita di ogni essere umano non è semplice. Non si può giudicare da un gesto. Non si può rinchiudere in un istante di tempo e lasciarla lì. Kennedy era un simbolo prima ancora che un uomo. E Lee Harvey Oswald o coloro che sono rimasti nell'ombra l'hanno distrutto. Ma perché? Non sono umani anche loro? Non sono simboli anche loro? Simboli di un America, di un sistema sbagliato?...more",Notes are private!,0,19,1,"Apr 17, 2012","May 09, 2012","Apr 17, 2012",,Paperback,view (with text),/book/show/13481081-libra
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le braci,"Márai, Sándor",884592257X,9788845922572,884592257X,181        pp,3.99,"33,644",1942,"Apr 02, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"C'era qualcosa su cui non riuscivano a comprendersi. Eppure si amavano.1. Questo libro è scritto benissimo.2. Questo libro è strutturato benissimo.3. C'era qualcosa su cui non riuscivano a comprendersi. Eppure si amavano.1. Questo libro è scritto benissimo.2. Questo libro è strutturato benissimo.3. Alcuni passi e certe pagine raggiungono vette di poesia altissime.Ma:1. Questo libro è completamente raccontato, non presenta parti mostrate. Nemmeno nei romanzi più romantici del romanticismo c'è così poco show e così tanto tell.2. Più di metà del romanzo è un monologo.3. Per dire cose che si potevano dire in qualche riga, l'autore impiega decine di pagine ripetendo anche più volte lo stesso concetto, certo delle sue convinzioni tanto che pone domande e si risponde da solo.A pagina centosessantasei su centosettantadue, l'interlocutore del generale - il protagonista autore del pedante monologo - dice: ""Credo che ormai abbiamo parlato di tutto. È ora di andar via.""Che fai, mi prendi in giro? ""Abbiamo parlato di tutto""? Ma se tu non hai niente. Ha fatto tutto Henrik, il generale. Ha detto per tutto il libro che voleva la verità e non ha fatto altro che dirla da solo! Allora non c'era nemmeno bisogno di scrivere il libro, scusa eh.La prima parte mi è piaciuta perché mi ha ricordato molto ""L'amico ritrovato"" e mi sono sentito a casa. Anche se l'amiciza tra i due bambini assumeva toni ancora più rosa di quella narrata da Uhlman. Cioè, hanno pure fatto voto di castità (?) durante l'adolescenza.Passiamo al monologo di Henrik. Aggiungiamo il fatto che se fossi stato Konrad, avrei ucciso l'amico con un candelabro seduta stante. Dopo un po' taci, insomma. Parli a vanvera per una notte intera, dici che mi devi fare delle domande e poi ti rispondi da solo? Sei scemo o mangi sassi?E poi a volte fa delle riflessioni così petulanti, barbose, proprio da vecchio annoiato, che non puoi essere d'accordo nemmeno se ti piace alla follia il modo in cui sono scritte.Detto questo, forse Màrai, con tutto quello che ha scritto, ha scritto di meglio. Gli darò un'altra occasione, più avanti. Lo stile lo merita. Il troppo raccontato e il mostrato inesistente non glielo farebbero meritare, ma quando mi piace com'è scritto qualcosa, ci sono sempre dei dettagli da salvare. Ultima cosa: l'aspetto più positivo del romanzo è la balia Nini. L'unico personaggio veramente ben caratterizzato e interessante, è bello sentirne parlare. E poi è tenerissima....more",Notes are private!,0,54,1,"Apr 16, 2012","Apr 17, 2012","Apr 16, 2012",,Paperback,view (with text),/book/show/3831736-le-braci
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ho servito il re d'Inghilterra,"Hrabal, Bohumil",8876419985,9788876419980,8876419985,218        pp,4.07,"9,086",1983,"May 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Paperback,view,/book/show/13604381-ho-servito-il-re-d-inghilterra
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cielo è dei violenti,"O'Connor, Flannery",8806192183,9788806192181,8806192183,202        pp,4.08,"13,856",1960,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 15, 2012",,Paperback,view,/book/show/12519687-il-cielo-dei-violenti
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I dispiaceri del vero poliziotto,"Bolaño, Roberto",8845926559,9788845926556,8845926559,304        pp,3.68,"2,468",2011,"Feb 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2012",,Paperback,view,/book/show/13341174-i-dispiaceri-del-vero-poliziotto
