,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chris's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Thousand Saints,"Henderson, Eleanor*",0062021028,9780062021021,0062021028,388        pp,3.50,"7,191","Jun 01, 2011","Jun 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2015",,Hardcover,view,/book/show/9680533-ten-thousand-saints
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day of the Oprichnik,"Sorokin, Vladimir",0374134758,9780374134754,0374134758,191        pp,3.74,"8,025",2006,"Mar 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2015",,Hardcover,view,/book/show/9479238-day-of-the-oprichnik
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wittgenstein's Mistress,"Markson, David",1564782115,9781564782113,1564782115,279        pp,3.95,"6,534","May 01, 1988","Mar 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2015",,Paperback,view,/book/show/51506.Wittgenstein_s_Mistress
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wind, Sand and Stars","Saint-Exupéry, Antoine de",0156027496,9780156027496,0156027496,229        pp,4.12,"18,437","Feb 06, 1939","Dec 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2015",,Paperback,view,/book/show/8837.Wind_Sand_and_Stars
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Souls at Night,"Haruf, Kent",1101875895,9781101875896,1101875895,179        pp,3.92,"76,173","May 26, 2015","May 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2015",,Hardcover,view,/book/show/23602562-our-souls-at-night
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Child of God,"McCarthy, Cormac",0679728740,9780679728740,0679728740,197        pp,3.84,"45,960","Jan 01, 1973","Jun 29, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2015,"Mar 31, 2015",,Paperback,view,/book/show/293625.Child_of_God
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Such a Full Sea,"Lee, Chang-rae",1594486107,9781594486104,1594486107,407        pp,3.50,"11,512","Jan 07, 2014","Jan 07, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just too many last straws. I bowed out at page 230. Bafflingly unconvincing and underdeveloped.,Notes are private!,0,1,1,"Mar 31, 2015","Apr 02, 2015","Feb 10, 2015",,Hardcover,view (with text),/book/show/17707526-on-such-a-full-sea
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to Envy: Ordinary Lives in North Korea,"Demick, Barbara*",0385523904,9780385523905,0385523904,316        pp,4.45,"86,703","Dec 29, 2009","Dec 29, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2015",,Hardcover,view,/book/show/6178648-nothing-to-envy
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,949","May 07, 2013","Feb 04, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been about 50 pages from finishing this for months now, but the idea of re-entering this world of contrivances fills me with immediate malaise. II've been about 50 pages from finishing this for months now, but the idea of re-entering this world of contrivances fills me with immediate malaise. I really need to man up and stop stringing this book along. So I guess this goodbye. Phenomena, you have some lovely qualities, your readers are out there, don't give up. And please don't call me....more",Notes are private!,0,2,1,"Jul 23, 2015",not set,"Feb 09, 2015",,Paperback,view (with text),/book/show/18428067-a-constellation-of-vital-phenomena
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emporium,"Johnson, Adam",0142001953,9780142001950,0142001953,256        pp,3.66,587,2002,"Mar 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2015",,Paperback,view,/book/show/123020.Emporium
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys","Albertine, Viv",0571297757,9780571297757,0571297757,304        pp,4.29,"12,010","May 12, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Paperback,view,/book/show/19246471-clothes-clothes-clothes-music-music-music-boys-boys-boys
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Kim Jong-Il Production: The Extraordinary True Story of a Kidnapped Filmmaker, His Star Actress, and a Young Dictator's Rise to Power","Fischer, Paul*",1250054265,9781250054265,1250054265,353        pp,4.20,"5,861","Feb 03, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2015",,Hardcover,view,/book/show/22537682-a-kim-jong-il-production
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,233",1965,"Jun 20, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2015","Dec 18, 2015","Dec 03, 2014",,Paperback,view,/book/show/166997.Stoner
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Who Killed Mister Moonlight?: Bauhaus, Black Magick, and Benediction","Haskins, David J.",1908279664,9781908279668,1908279664,320        pp,3.85,334,"Oct 01, 2014","Oct 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2014",,Paperback,view,/book/show/22836511-who-killed-mister-moonlight
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Tree,"Faulkner, William",0685332446,9780685332443,0685332446,122        pp,3.56,562,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2014",,Hardcover,view,/book/show/2975638-the-wishing-tree
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crows of Pearblossom,"Huxley, Aldous",0891901671,9780891901679,0891901671,32        pp,3.64,768,1944,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2014",,Hardcover,view,/book/show/97674.The_Crows_of_Pearblossom
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pioneer Girl: The Annotated Autobiography,"Wilder, Laura Ingalls",0984504176,9780984504176,0984504176,400        pp,4.06,"8,187","Nov 20, 2014","Nov 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2014",,Hardcover,view,/book/show/22212838-pioneer-girl
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Group Portrait with Lady,"Böll, Heinrich",0380486377,9780380486373,0380486377,432        pp,3.92,"3,556",1971,"Jan 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2014",,Paperback,view,/book/show/4760001-group-portrait-with-lady
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The David Foster Wallace Reader,"Wallace, David Foster",0316182397,9780316182393,0316182397,963        pp,4.39,938,"Nov 06, 2014","Dec 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2014",,Hardcover,view,/book/show/21423291-the-david-foster-wallace-reader
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Quite Peculiar,"Kilbey, Steve",,9781742708317,1742708315,273        pp,3.97,181,"Nov 01, 2014","Nov 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2014",,Paperback,view,/book/show/23360105-something-quite-peculiar
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Traveling Sprinkler        (The Paul Chowder Chronicles #2),"Baker, Nicholson*",0399160965,9780399160967,0399160965,304        pp,3.69,"1,014","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2016,Aug 2016,"Oct 28, 2014",,Hardcover,view,/book/show/17572847-traveling-sprinkler
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Geronimo Rex,"Hannah, Barry",0802135692,9780802135698,0802135692,381        pp,3.90,806,1972,"Apr 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2014",,Paperback,view,/book/show/93249.Geronimo_Rex
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Subculture: The Meaning of Style,"Hebdige, Dick",0415039495,9780415039499,0415039495,208        pp,3.96,"2,114",1979,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2014",,Paperback,view,/book/show/609121.Subculture
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name of the Rose,"Eco, Umberto",0151446474,9780151446476,0151446474,502        pp,4.14,"364,649",1980,"Jun 09, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2014",,Hardcover,view,/book/show/335009.The_Name_of_the_Rose
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf in White Van,"Darnielle, John*",0374292086,9780374292089,0374292086,211        pp,3.72,"24,678","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2014",,Hardcover,view,/book/show/20575425-wolf-in-white-van
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",,,,354        pp,4.07,"517,995","Aug 26, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2014",,Kindle Edition,view,/book/show/21792828-station-eleven
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emerald Light in the Air,"Antrim, Donald",0374280932,9780374280932,0374280932,176        pp,3.55,"1,039","Jan 26, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2014",,Hardcover,view,/book/show/20575419-the-emerald-light-in-the-air
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Certainty Attached: Steve Kilbey and The Church,"Lurie, Robert Dean*",1891241222,9781891241222,1891241222,320        pp,3.92,86,"Jun 15, 2009","Jun 15, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2014",,Paperback,view,/book/show/6416821-no-certainty-attached
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullabies for Little Criminals,"O'Neill, Heather*",0060875070,9780060875077,0060875070,330        pp,4.03,"26,457","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2014",,Paperback,view,/book/show/22207.Lullabies_for_Little_Criminals
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Complicated Kindness,"Toews, Miriam",1582433224,9781582433226,1582433224,253        pp,3.68,"26,218","Sep 30, 2004","Aug 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2014",,Paperback,view,/book/show/13374.A_Complicated_Kindness
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",1940450713,9781940450711,1940450713,330        pp,4.00,"28,791","Apr 15, 2014","Jul 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2015","Sep 22, 2015","Sep 02, 2014",,Paperback,view,/book/show/24612419-all-my-puny-sorrows
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Maker,"Powers, Richard",0312426437,9780312426439,0312426437,449        pp,3.44,"11,401","Oct 17, 2006","Aug 21, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2014","Sep 23, 2014","Aug 27, 2014",,Paperback,view,/book/show/41348.The_Echo_Maker
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Obscure: Observing the Cure,"Vella, Andy",1905792441,9781905792443,1905792441,160        pp,3.89,18,"Sep 18, 2014","Sep 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2014",,Hardcover,view,/book/show/22979898-obscure
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,737","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2014",,Hardcover,view,/book/show/20819685-the-bone-clocks
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ogre,"Tournier, Michel",080185590X,9780801855900,080185590X,373        pp,4.02,"2,131","Sep 09, 1970","Apr 18, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2014",,Paperback,view,/book/show/52926.The_Ogre
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaputt,"Malaparte, Curzio",1590171470,9781590171479,1590171470,437        pp,4.15,"2,780",1944,"Apr 10, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2014",,Paperback,view,/book/show/138428.Kaputt
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And There Was Light: The Extraordinary Memoir of a Blind Hero of the French Resistance in World War II,"Lusseyran, Jacques",1608682692,9781608682690,1608682692,304        pp,4.21,"2,278","Sep 01, 1963","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2014",,Paperback,view,/book/show/18249406-and-there-was-light
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Awopbopaloobop Alopbamboom: The Golden Age of Rock,"Cohn, Nik",0802138306,9780802138309,0802138306,256        pp,3.77,529,Aug 1969,"Nov 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2014",,Paperback,view,/book/show/386673.Awopbopaloobop_Alopbamboom
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liverpool Explodes,"Cooper, Mark",0283988665,9780283988660,0283988665,96        pp,4.00,9,unknown,"Jan 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2014",,Paperback,view,/book/show/822018.Liverpool_Explodes
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Minotaur Takes a Cigarette Break,"Sherrill, Steven*",0895871971,9780895871978,0895871971,313        pp,3.74,"4,596","May 01, 2000","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2014",,Hardcover,view,/book/show/953025.The_Minotaur_Takes_a_Cigarette_Break
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Imaginary Beings,"Borges, Jorge Luis",0143039938,9780143039938,0143039938,236        pp,4.06,"9,147","Mar 30, 1957","Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2014",,Paperback,view,/book/show/16568.The_Book_of_Imaginary_Beings
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,513","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2014",,Hardcover,view,/book/show/4703581-the-city-the-city
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kindly Ones,"Littell, Jonathan",0061353450,9780061353451,0061353450,984        pp,4.00,"13,564","Aug 21, 2006","Mar 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2014",,Hardcover,view,/book/show/3755250-the-kindly-ones
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nose,"Cowan, Catherine",0688104649,9780688104641,0688104649,31        pp,3.95,"13,971",1836,"Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 29, 2014",,Hardcover,view,/book/show/19106.The_Nose
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Innovations,"Galchen, Rivka",0374280479,9780374280475,0374280479,175        pp,3.59,"1,215","May 08, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2014",,Hardcover,view,/book/show/18490553-american-innovations
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orphan Master's Son,"Johnson, Adam",,,,443        pp,4.06,"100,177","Jan 10, 2012","Aug 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I disappeared into this book every time I opened it. Instantly whisked away by the dreaded crow, that doomy black van.",Notes are private!,0,0,1,"Jan 05, 2015",Feb 2015,"Apr 29, 2014",,Paperback,view (with text),/book/show/13641972-the-orphan-master-s-son
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sputnik Sweetheart,"Murakami, Haruki",0099448475,9780099448471,0099448475,229        pp,3.83,"158,015","Apr 20, 1999","Oct 03, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite its wonderfully haunting turn, the novel manages to feel light and almost casual the whole way through. It relies too much, perhaps, on cheesyDespite its wonderfully haunting turn, the novel manages to feel light and almost casual the whole way through. It relies too much, perhaps, on cheesy metaphor, and some especially clunky similes, but the story pulls you straight through the cringes, dips your toes into just-deep-enough psychological layers, and leaves you with some mystical moments to reconcile....more",Notes are private!,0,0,1,"Apr 25, 2014","May 09, 2014","Apr 25, 2014",,Paperback,view (with text),/book/show/9557.Sputnik_Sweetheart
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleep Donation,"Russell, Karen*",,9781937894283,,110        pp,3.34,"7,254","Mar 25, 2014","Mar 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,ebook,view,/book/show/20454977-sleep-donation
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,403",1932,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 23, 2014",,Paperback,view,/book/show/5129.Brave_New_World
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catch-22,"Heller, Joseph",0684833395,9780684833392,0684833395,453        pp,3.99,"831,204","Nov 10, 1961","Sep 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,Paperback,view,/book/show/168668.Catch_22
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Labyrinths: Selected Stories & Other Writings,"Borges, Jorge Luis",0811200124,9780811200127,0811200124,260        pp,4.45,"31,697",1962,1964,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,Paperback,view,/book/show/17717.Labyrinths
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magus,"Fowles, John",0316296198,9780316296199,0316296198,656        pp,4.05,"58,608",1965,"Jan 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,Paperback,view,/book/show/16286.The_Magus
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Electric Kool-Aid Acid Test,"Wolfe, Tom",0553380648,9780553380644,0553380648,416        pp,3.92,"75,549",1968,"Oct 05, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,Paperback,view,/book/show/7442.The_Electric_Kool_Aid_Acid_Test
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hitchhiker’s Guide to the Galaxy        (Hitchhiker's Guide to the Galaxy, #1)","Adams, Douglas",,,,216        pp,4.23,"1,841,016","Oct 12, 1979",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2014",,Mass Market Paperback,view,/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gould's Book of Fish: A Novel in Twelve Fish,"Flanagan, Richard",1843540703,9781843540700,1843540703,404        pp,3.70,"5,441",Jun 1997,"Mar 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2014",,Paperback,view,/book/show/14236.Gould_s_Book_of_Fish
