,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red House Mystery,"Milne, A.A.",,,B0082UKQYU,229        pp,3.68,"12,270",1922,"May 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A murder in a locked room, a missing suspect, a secret passage, ""Sherlock"" and ""Watson,"" a largely absent Inspector, and people who aren't all they arA murder in a locked room, a missing suspect, a secret passage, ""Sherlock"" and ""Watson,"" a largely absent Inspector, and people who aren't all they are believed to be. The Red House Mystery is not entirely credible, but it was entertaining, with more talk than action (which I like). While the solution felt like it came out of the blue, there'd been hints for the more discerning reader. A satisfying ""read"" during a long drive....more",Notes are private!,2,11,1,not set,"Mar 06, 2024","Mar 06, 2024",,Kindle Edition,view (with text),/book/show/17187779-the-red-house-mystery
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Home: A Sentimental Journey,"Stemley, Gemma",0578953692,9780578953694,0578953692,248        pp,3.33,3,unknown,"Jul 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read two memoirs by Caribbean-born authors simultaneously: this and How to Say Babylon. The latter is often dark (and beautiful), while this had me I read two memoirs by Caribbean-born authors simultaneously: this and How to Say Babylon. The latter is often dark (and beautiful), while this had me smiling throughout, despite some unconvincing dialogue and homophonic errors that an editor would have corrected quickly (e.g., ""white color worker""). Her discussions of finding home, despite leaving home (Trinidad and Tobago) and family, were interesting.Although I didn't know her, except by name and reputation, the author and I worked in the same place, and probably crossed paths frequently. She talked about people I knew, including one who connected the two of us, leading to her sending me a copy of her book. ...more",Notes are private!,0,1,1,"Mar 03, 2024","Mar 06, 2024","Mar 03, 2024",,Paperback,view (with text),/book/show/58689933-finding-home
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Say Babylon: A Memoir,"Sinclair, Safiya",,,B0BHTL8PQX,349        pp,4.48,"9,779","Oct 03, 2023","Oct 03, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Memory is a river. Memory is a pebble at the bottom of the river, slippery with the moss of our living hours. Memory is a tributary, a brackish streamMemory is a river. Memory is a pebble at the bottom of the river, slippery with the moss of our living hours. Memory is a tributary, a brackish stream returning to the ocean that dreamt it. Memory is the sea. Memory is the house on the sand with a red door I have stepped through, trying to remember the history of the waves. (p. XI). You get the picture: a memoir that recognizes memory as changing and changeable. A poet's memoir. How to Say Babylon was written by a Rastafarian musician's oldest daughter. Although there are various Rasta sects, they all are part of a nonviolent movement that aim to free the poor and downtrodden of ""Babylon’s colonial system."" Rasta attempts to challenge poverty and racism through unity and Black empowerment. Nonetheless, in a racist colonial system, he often felt excluded by both Blacks and whites and oppressed by wealthy Jamaican and Foreign whites. He attempted to find a foothold that fed his soul, protected his children, and kept his daughters pure – although often did not have enough money to put food in his family's stomachs or keep lights on in the evening. ""He believed that if he kept playing his reggae with righteous conviction, this crooked world would wake up and change. If he kept playing, he could save Black people’s minds, and we would reach Zion, the promised land in Africa"" (p. 44).Sometimes love saves us. Sometimes it kills. Safiya Sinclair's parents followed different paths in sharing their love. Her mother was nonjudgmental and nurtured Sinclair's mind and poet's soul. She fought to give her unimagined opportunities. Her father's love was fearful and paranoid. In his eyes, the perfect daughter was humble and had no care for vanity. She had no needs, yet nursed the needs of others, breastfeeding an army of Jah’s mighty warriors. The perfect daughter sat under the apple shade and waited to be called, her mind empty and emptying. She followed no god but her father, until he was replaced with her husband. The perfect daughter was nothing but a vessel for the man’s seed, unblemished clay waiting for Jah’s fingerprint. (p. 107)Often memoirs arc from poverty and abuse to empowerment and success. How to Say Babylon is no exception. She described finding the courage to change, discovering a voice and meaning through her poetry, being mentored (well and poorly) as an intellectual and a poet, and forgiving. Just because this arc is frequently described does not make it any less compelling – especially as I don't think I'd read about Rastas before, at least a first-person narrative.Read with reggae in the background, hot sun on your shoulders, and mango sliced into a turquoise bowl. ...more",Notes are private!,2,14,1,"Mar 03, 2024","Mar 14, 2024","Mar 03, 2024",,Kindle Edition,view (with text),/book/show/73666310-how-to-say-babylon
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Possum's Book of Practical Cats,"Eliot, T.S.",,,B07Y9G7YC8,76        pp,4.07,"27,927","Oct 05, 1939","Oct 15, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"T. S. Eliot's Old Possum's Book of Practical Cats was a lovely gift for his godchildren. I read the edition illustrated by Axel Scheffler, a perfect eT. S. Eliot's Old Possum's Book of Practical Cats was a lovely gift for his godchildren. I read the edition illustrated by Axel Scheffler, a perfect edition for children.[image]An Axel Scheffler illustrationI wish I'd had the Gorey-illustrated book instead: darker and more appropriate for those of us no longer children.[image]Gorey's depiction of Bustopher JonesStill, the celebration of all sorts of cats (and, by extension, people), made spending this hour with Old Possum – Ezra Pound's nickname for Eliot – a lovely one....more",Notes are private!,2,3,1,"Mar 03, 2024","Mar 05, 2024","Mar 03, 2024",,Kindle Edition,view (with text),/book/show/52983496-old-possum-s-book-of-practical-cats
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julia,"Newman, Sandra*",1783789174,9781783789177,B0BSKVSPQW,377        pp,3.80,"3,614","Oct 19, 2023","Oct 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is an election year in the US. I just watched a video where people voting for one candidate were told outlandish things that their candidate had doIt is an election year in the US. I just watched a video where people voting for one candidate were told outlandish things that their candidate had done (attributing it to the other candidate); they denounced the action. When they were told that the interviewer had made a mistake, they excused it. We can identify countless examples of this all around us. (It's not one of our prettier characteristics.)1984 and Julia, a retelling of Orwell's classic, focus on the consequences of totalitarian governments, mass surveillance, informational distortion, and repressive categorization of people by class (the Haves, Have Littles, and Have Nothings). Both novels consider the ways that truth and facts – and the people reading or listening to them – can be manipulated. “Truth Is Hate. Plenty Is Hate. Peace Is Hate. Love Is Hate” (p. 177). These distortions and the resulting disorientation we experience are purposeful: ""All was false. It was known to be false, but everyone lied about the lies, until no one knew where the lies began and ended"" (p. 370). As in 1984, Julia has no real political commitment, floating by with what is expedient. She does not consider or challenge propaganda, even the low-level propaganda that she is involved with. Over the course of her story, however, she comes to ""see behind the curtain,"" and reconsiders…everything(view spoiler)[although perhaps not changing anything (hide spoiler)].Julia is a somewhat unlikeable person – as are most of the people in the book. She is thoughtless, goalless, insipid, and easily led around; and yet... And yet it is easy to empathize with her. Would we do much different in her shoes? As she notes, ""she didn’t have the freedom to think of what was right. She must do what was safe. It was as Ampleforth had said: one had no choice, one must only live through it as if one had"" (p. 384)....more",Notes are private!,0,2,1,"Feb 24, 2024","Mar 03, 2024","Feb 24, 2024",,Kindle Edition,view (with text),/book/show/179160925-julia
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tombs of Atuan        (Earthsea Cycle, #2)","Le Guin, Ursula K.",,,B008GTB52E,196        pp,4.12,"117,817",1971,"Sep 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read The Tombs of Atuan decades ago, perhaps in high school or college, although my memory doesn't have a date stamp. Sometimes books don't translatI read The Tombs of Atuan decades ago, perhaps in high school or college, although my memory doesn't have a date stamp. Sometimes books don't translate well across a lifespan, but The Tombs of Atuan did, maintaining the sense of dread, empty power, fear of change, and magic across time. Its language continues to feel magical, to sound like the beat of a drum (even though that isn't its language's rhythm). ""But Arha had learned not to command Kossil. She had the right to do so, but not the strength; it would take very great strength to stand up against Kossil’s jealousy of a higher status than her own, her hatred of anything she herself did not control"" (p. 62). The Tombs of Atuan speaks clearly to the fears of growing up, individuating, recognizing the failures and hypocrisies of some adults (and the strength and courage of others). Arha ruled ""a dark, empty, useless realm, Her power imprisons her"" (p. 185). Young readers might consider the power that they have in their family, friend group, school, and community. To what degree is their own power freeing or imprisoning them? The Tombs of Atuan also speaks well to those outside young adulthood, as even adults must recognize and challenge empty power and hypocrisy, must find ways to challenge evil, muster courage when that courage seems impossible, and work together. Ursula Le Guin notes, ""neither the woman nor the man can get free without the other…. Each has to ask for the other’s help and learn to trust and depend on the other. A large lesson, a new knowledge for both these strong, willful, lonely souls"" (p. 187). I have been reading more fantasy in 2024 than usual and also feeling that it falls short. Le Guin's The Tombs of Atuan scratches the itch for me in ways that neither Iron Flame nor Ink Blood Sister Scribe could (Hild could, although perhaps not as well as The Tombs of Atuan)....more",Notes are private!,0,1,1,"Feb 20, 2024","Feb 24, 2024","Feb 20, 2024",,Kindle Edition,view (with text),/book/show/17214743-the-tombs-of-atuan
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black AF History: The Un-Whitewashed Story of America,"Harriot, Michael",,,B08NWX9S9D,432        pp,4.59,"2,583","Sep 19, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The country we know as the United States is just a parcel of land that was stolen and repurposed as a settler state using European logic and the laws""The country we know as the United States is just a parcel of land that was stolen and repurposed as a settler state using European logic and the laws of white supremacy. This book is a story about a strong-arm robbery. It is about family and friends trying to recover what was stolen. It is the testimony, and the verdict that a jury of our peers has never heard."" (p. 9)Black AF History is a rollicking, often irreverent Black-centered history, shared as a series of stories. Michael Harriot's goal is to recenter history, challenge old ways of looking at that history and provoke new ones. He argues that history – told by whites – is a series of fairy tales to justify their (our) behavior rather than admit to the atrocities committed by their (our) ancestors. We have whitewashed history and patted ourselves on the back for a job well done. For example, the condition we broadly refer to as slavery has existed in so many different iterations that it is almost unfair to sweep all the different variations of human bondage under the umbrella of one language’s inadequate definition. Is a prisoner of war the same as a domestic servant? Does an unpaid worker serving a period of indentured servitude fall synonymous with a woman forced to enter an arranged marriage? Is criminal incarceration indistinguishable from mandatory military conscription? (p. 42)What is the difference among these groups – other than who tells the story? As Harriot observed, ""Of course, “Give me liberty or give me death” sounds perfectly rational when it comes from the lips of a white person. But logic, common sense, and the narcissistic delusion of whiteness dictates that Black people who would rather die than be enslaved must be mentally ill,"" and should be diagnosed with drapetomania (p. 113). Harriot used family stories to reframe historical events. He followed these with briefer narratives, as well as multiple choice questions:The United States has the highest incarceration rate in the world. Why doesn’t it have the lowest crime rate?a. Because incarceration doesn’t stop crime. b.	Crime is caused by poverty, not lack of cages. c.	It’s probably a coincidence. d. Seriously, was slavery outlawed? (p. 333)Those questions were often followed by Activity prompts, this one includes part of the questions in ""Name the Race"":Assign the race of Asian, Black, Hispanic, Native American, white, or “Other” to the following people.++ A person whose ancestors were from France, except for one great-great-grandfather, who was from Africa. ++ A person whose ancestors were from Africa, except for one great-great-grandfather, who was from France. ++ A person who emigrated from Ireland before Irish people were considered white. ++ A Spanish-speaking indigenous native of Texas when it belonged to Mexico. + An English-speaking indigenous native of New Mexico. (excerpted from a much longer list, pp. 66-67).Obviously, Harriot intends to be provoking – thoughts and emotions (both laughter and anger). One shouldn't read Black AF History dispassionately, simply moving a highlighter across the page.I've listened to a number of books this past year, some of which I'd wished I'd read. This was one that I wished I'd listened to....more",Notes are private!,0,1,1,"Feb 20, 2024",Apr 2024,"Feb 20, 2024",,Kindle Edition,view (with text),/book/show/57211715-black-af-history
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",,,B0BGHVQGDS,484        pp,4.05,"33,716","May 30, 2023","May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Magic can enrich our lives, Emma Törzs posited, but we must pay for what we take. In Ink Blood Sister Scribe, most characters paid significant amountsMagic can enrich our lives, Emma Törzs posited, but we must pay for what we take. In Ink Blood Sister Scribe, most characters paid significant amounts for magic: loneliness and isolation, anemia and fatigue, even their lives.We don't talk much about what we lose as a result of pursuing our passions. We know what we gain from reading, for example, but perhaps we also lose, maybe creating distance from people who do not read or who don't share certain ideas. Still, Törzs offered a hopeful alternative, a kind of cake-and-eat-it-too solution. Each of the central characters – Nicholas, Joanna, and Esther – made changes in their approach to magic books, which then freed them in other ways. Making those changes required significant courage.* * *There is a clear ending to Ink Blood Sister Scribe, perhaps overly clear than I would prefer, but I can still imagine a sequel, perhaps with Maram and the Boston collective in central roles. I think this world is one that an author (and her readers) could revisit....more",Notes are private!,0,5,1,"Feb 17, 2024","Feb 20, 2024","Feb 17, 2024",,Kindle Edition,view (with text),/book/show/62967342-ink-blood-sister-scribe
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,$2.00 A Day: Living on Almost Nothing in America,"Edin, Kathryn J.",,,B00QPHNUFO,239        pp,3.96,"8,165","Sep 01, 2015","Sep 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Federal Poverty Level for a family of two in the US in 2024 is $20,440. $2 a day poverty equates to $1440. Kathryn Edin and Luke Shaefer report thThe Federal Poverty Level for a family of two in the US in 2024 is $20,440. $2 a day poverty equates to $1440. Kathryn Edin and Luke Shaefer report that 1.5 million American households, including about 3 million children, live on $2. 00 per person, per day (about 4% of US families with children in the house). For comparison, this is about ½ gallon of gas or a ½ gallon of milk. SNAP benefits (Supplemental Nutrition Assistance Program) counted toward this $2 a day threshold, as did housing subsidies and TANF (both of the latter are rare). The eight families interviewed in this book often had no running water, lived with extended family and friends (24 children and grandchildren in one case), did not have a second pair of clothes, or did not have access to regular transportation. (If you live off of $2 a day, a car, public transportation, or Uber is outside your budget.)Take Tabitha, who was 18 when last interviewed by Edin and Shaefer. Tabitha lived in a family of 13 children with a single mother and her violent boyfriend. Tabitha and six or seven of her siblings shared a bed. Many nights, especially past the middle of the month, the children did not have enough food to eat and cried themselves to sleep. At 14, Tabitha was propositioned by her high school gym teacher in exchange for food. This was sort of okay for seven months, but she eventually reported the abuse to her principal and the district attorney. The gym teacher eventually was removed from the classroom but stayed working in the school (!!!). The district attorney never pressed charges.But there is some help: homeless shelters, food banks, and libraries, the last providing heat, electricity, safety, and entertainment. Tabitha had another teacher who arranged a field trip to Washington, DC, finding money for clothing for the trip. He helped her find a boarding school with a scholarship. He encouraged her to press charges against the gym teacher.Right now in the US, there is no cash safety net. There are few opportunities for supported employment – most of the families interviewed wanted to work but for one reason or another – mostly unreliable transportation, unreliable healthcare, health problems – regular full-time work was impossible. Many experienced work barriers that I never need to consider (e.g., unpredictable work schedules, and requirements to be on call). Cash is necessary, though; it allows one to pay rent; interview for jobs; get children socks, underwear, and shoes; and keep electricity and heat on. It keeps the demons at bay, which affected many of the families mental and physical health.I’m also reading Julia, a dystopian novel that is a retelling of 1984. It is not a huge leap, not just dystopian paranoia, to believe that in a short period of time many workers will be out of the workforce;. In the near future, 50% of the job market is likely to be displaced by machines and AI. We need to be thinking about these issues for our children, grandchildren, and maybe even ourselves, even if we are lucky enough not to be in the $2 a day population. ...more",Notes are private!,0,0,1,"Feb 17, 2024","Feb 29, 2024","Feb 17, 2024",,Kindle Edition,view (with text),/book/show/26203855-2-00-a-day
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cheating Lessons: Learning from Academic Dishonesty,"Lang, James M.",0674724631,9780674724631,0674724631,272        pp,4.02,171,"Sep 02, 2013","Sep 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2024",not set,"Feb 15, 2024",,Hardcover,view,/book/show/17804352-cheating-lessons
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ungrading: Why Rating Students Undermines Learning (and What to Do Instead),"Kohn, Alfie",1949199835,9781949199833,B08KH5C4WL,269        pp,4.11,731,unknown,"Dec 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My senior year of high school, I attended an innovative program: the Center for Self-directed Learning. We had no grades or organized classes, althougMy senior year of high school, I attended an innovative program: the Center for Self-directed Learning. We had no grades or organized classes, although faculty or students could create learning groups. Our only restriction was that somehow we needed to meet our state's graduation requirements. I remember attending groups on speculative fiction and radical movements in the US, respectively meeting my English and History requirements, as well as a more formal Mathematics course. This was one of the most powerful experiences in my educational career. I went from being a marginal (bright) student, contemplating not going to college, to one who gobbled down books, courses, and ideas.What made the difference? I think it was moving from extrinsic motivators and goals to more intrinsic ones. When I returned to a graded, typical curriculum in college, I arrived with a different mindset and, quoting Robert Frost, ""that has made all the difference."" I don't use ungrading in my own teaching, although I have taken tiny baby steps in that direction across time. I have taught between 60 and 140 students a semester – while doing all sorts of other job-related tasks (e.g., writing, service, advising, admin). I don't really think I can pull off ungrading well under such a system, one where I rarely feel that I can put my feet up and contemplate where I'm going. Still, reading Ungrading gets me thinking about what strategies I can adopt to offer my students greater control, choice, autonomy, and intrinsic motivation. I'm not just teaching content; I want to help my students learn how to learn, to learn how to approach learning and life with passion. Alfie Kohn's foreword and Joy Kirr's and John Warner's chapters and were especially exciting and got me thinking about how I could take bigger steps in this direction.* * *I listened to about 40% of Ungrading, complaining most of the time. Kohn narrated his wonderful foreword, but the other narrators sounded arrogant or like AI-generated speech. I'm glad that I had access to a print copy or I would have tossed Ungrading aside. That would have been a pity....more",Notes are private!,2,9,1,"Feb 15, 2024","Feb 18, 2024","Feb 15, 2024",,Kindle Edition,view (with text),/book/show/55961107-ungrading
