,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mary-ellen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Only a Monster        (Monsters, #1)","Len, Vanessa*",,,,416        pp,3.88,"25,724","Feb 01, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/58210340-only-a-monster
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Under One Roof        (The STEMinist Novellas, #1)","Hazelwood, Ali*",,,B09M2TWX82,112        pp,3.67,"156,612","Feb 08, 2022","May 03, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I felt like I was tapping my foot waiting for things to finally unfold. Some things didn’t make sense. Like showing up to a house you’ve inherited halI felt like I was tapping my foot waiting for things to finally unfold. Some things didn’t make sense. Like showing up to a house you’ve inherited half of while the person who owns the other half is already living there and just claiming one of the bedrooms. No furniture. No anything.The shower scene reminded me of The Flatshare.It never really got much below the surface with the characters, and towards the end it was so awkward....more",Notes are private!,0,6,1,"May 07, 2022","May 08, 2022","Feb 05, 2022",,Kindle Edition,view (with text),/book/show/59651557-under-one-roof
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Melissa,"Gino, Alex",,,B00SZIBREW,213        pp,4.10,"45,631","Aug 25, 2015","Aug 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This primary-aged children's story is about George, who was born a boy but knows with every fibre of her being that she's really a girl. George's gendThis primary-aged children's story is about George, who was born a boy but knows with every fibre of her being that she's really a girl. George's gender identification becomes an issue when she tries to audition for the role of Charlotte in the school's production of Charlotte's Web.The writing in 'George' is simplistic, even for a younger target audience, and the characters are very one dimensional - they are either supportive of George or not.I felt for George being forced constantly into a category that she didn't belong in.I'm really glad this book exists....more",Notes are private!,0,6,1,"Feb 02, 2022","Feb 03, 2022","Feb 02, 2022",,Kindle Edition,view (with text),/book/show/40948486-melissa
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Singles Table        (Marriage Game, #3)","Desai, Sara*",0593100603,9780593100608,0593100603,322        pp,3.71,"12,359","Nov 16, 2021","Nov 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an okay opposites attract romance.Zara and Jay meet at a bachelor/bachelorette paintball day and the sparks fly. I liked Zara at the start, buThis is an okay opposites attract romance.Zara and Jay meet at a bachelor/bachelorette paintball day and the sparks fly. I liked Zara at the start, but at times I really wanted to turn her personality down. The story is pretty predictable. I don’t think I’ll read more in the series....more",Notes are private!,0,4,1,Feb 2022,"Feb 03, 2022","Feb 01, 2022",,Paperback,view (with text),/book/show/57246632-the-singles-table
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Lukov with Love,"Zapata, Mariana*",,,,493        pp,4.23,"246,985","Feb 01, 2018","Feb 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a super slow, slow-burn romance.Jasmine and Ivan have been enemies forever, so when they become figure skating partners things heat up on theThis was a super slow, slow-burn romance.Jasmine and Ivan have been enemies forever, so when they become figure skating partners things heat up on the ice.I really enjoyed this, although the ending felt a little rushed. It was nice to read a book set in the ice skating world. At a couple of key moments the dialogue seemed a bit off, and I didn’t enjoy Jasmine’s inner monologues which were painful and really dragged, but mostly this was fun....more",Notes are private!,0,1,1,"Feb 28, 2023",Mar 2023,"Jan 30, 2022",,Paperback,view (with text),/book/show/37683751-from-lukov-with-love
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume One        (Heartstopper, #1)","Oseman, Alice*",152722533X,9781527225336,152722533X,288        pp,4.47,"718,385",Oct 2018,Oct 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aw, this graphic novel is so sweet.Book 1 of this school-based boy-meets-boy romance is super cute. Charlie and Nick are both really likeable characteAw, this graphic novel is so sweet.Book 1 of this school-based boy-meets-boy romance is super cute. Charlie and Nick are both really likeable characters and I love the way their friendship naturally unfolds and develops....more",Notes are private!,0,3,1,"Jan 30, 2022","Jan 30, 2022","Jan 30, 2022",,Paperback,view (with text),/book/show/40495957-heartstopper
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bridge Kingdom        (The Bridge Kingdom, #1)","Jensen, Danielle L.*",,,B07SB6FRDN,356        pp,4.05,"136,715","Oct 16, 2018","Jun 09, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Stars.Princess Lara, raised as an assassin, is married to King Aren as part of a long promised treaty agreement. While Aren seeks peace between th3.5 Stars.Princess Lara, raised as an assassin, is married to King Aren as part of a long promised treaty agreement. While Aren seeks peace between their kingdoms, Lara plans to destroy his . . . but maybe not everything she’s been told is true.I did enjoy this book, the world building was great and the characters nicely drawn. But for a big chunk of this book, I felt like I was just waiting for the train wreck to happen.Not sure if I’ll read on....more",Notes are private!,0,1,1,"May 11, 2022","May 15, 2022","Jan 30, 2022",,Kindle Edition,view (with text),/book/show/53921926-the-bridge-kingdom
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bicycle Made For Two,"Baker, Mary Jayne*",1801108366,9781801108362,B09FVFTZGC,387        pp,3.95,307,unknown,"Feb 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Kindle Edition,view,/book/show/59017459-a-bicycle-made-for-two
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Woven Kingdom        (This Woven Kingdom, #1)","Mafi, Tahereh",0062972464,9780062972460,,512        pp,3.98,"51,175","Feb 01, 2022","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book, but found the ending really let it down. I’m not sure if it was the audiobook, but there was a lot going on and the last chapter I enjoyed this book, but found the ending really let it down. I’m not sure if it was the audiobook, but there was a lot going on and the last chapter seemed almost comic in parts.It seems really obvious where the story is going, but I will probably read on....more",Notes are private!,0,2,1,"Jun 02, 2022","Jun 05, 2022","Jan 26, 2022",,ebook,view (with text),/book/show/56554281-this-woven-kingdom
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Fine Fellow,"Cohen, Jennieke*",0063047535,9780063047532,0063047535,352        pp,3.66,"1,777","Jan 11, 2022","Jan 11, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf @ 34%.I loved Jennieke Cohen’s first book, Dangerous Alliance: An Austentacious Romance and picked this up hoping for more of the same, but this dDnf @ 34%.I loved Jennieke Cohen’s first book, Dangerous Alliance: An Austentacious Romance and picked this up hoping for more of the same, but this didn’t engage me at all.The key issue for me was the character of Helena, who I didn’t care about and couldn’t stand. She got so much page time early in the book, I was starting to wonder whose story this was. The other two key characters, Penelope and Elijah, were flat and underdeveloped. So I found this story difficult to get into and increasingly difficult to pick back up.I was never a fan of My Fair Lady, which this is a retelling of, so that probably didn’t help....more",Notes are private!,0,5,1,"Jan 23, 2022","Apr 17, 2022","Jan 22, 2022",,Hardcover,view (with text),/book/show/57789639-my-fine-fellow
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lumberjanes, Vol. 1: Beware the Kitten Holy","Stevenson, N.D.",1608866874,9781608866878,1608866874,128        pp,3.92,"75,913","Apr 07, 2015","Apr 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun story of five friends sharing a cabin at The Lumberjanes Camp for ‘hardcore lady types’.I love the vibrancy of this graphic novel. It works so welFun story of five friends sharing a cabin at The Lumberjanes Camp for ‘hardcore lady types’.I love the vibrancy of this graphic novel. It works so well with the adventures the girls find themselves on....more,Notes are private!,0,3,1,"Jan 20, 2022","Jan 20, 2022","Jan 19, 2022",,Paperback,view (with text),/book/show/22554204-lumberjanes-vol-1
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prison Healer        (The Prison Healer, #1)","Noni, Lynette*",0358434556,9780358434559,0358434556,416        pp,4.21,"71,981","Apr 13, 2021","Apr 13, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like this more, the basic idea for the story was great, I just wish it had been executed differently. I think it might have been stronger I wanted to like this more, the basic idea for the story was great, I just wish it had been executed differently. I think it might have been stronger if some things had been revealed to readers earlier, rather than going for big shocking reveals, which were more meh than shocking.The repetition of some phrases was overdone. Especially when they were patently not what was going on. There was a real logic break that Kiva had been in prison for 10 years and her family keeps sending messages that they are coming. It’s been 10 years . . . Because of the way it was written, Kiva made choices that seemed really stupid at the time. And some of the plot points felt convenient rather than organic. Kiva’s assumptions around the water task had me rolling my eyes they were so obviously wrong. And the trials felt like an idea borrowed from Feyre’s trials in ACOTAR.The ending left me liking Kiva a lot less. I’m not a fan of narratives that attempt to manipulate readers and it seems obvious where this is going, so I don’t think I’ll read on. ...more",Notes are private!,0,2,1,"Jan 21, 2022","Jan 22, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/53968496-the-prison-healer
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Imperfectly Delicious        (Imperfect, #6)","Frame, Mary*",,,B083TK8CGH,276        pp,4.12,884,"May 01, 2020",Feb 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a funny, sweet, enemies-to-lovers romance. Scarlett runs a cupcake food truck in the lot beside Guy’s high end New York restaurant. While Guy This is a funny, sweet, enemies-to-lovers romance. Scarlett runs a cupcake food truck in the lot beside Guy’s high end New York restaurant. While Guy wants Scarlett and her food truck gone so he can develop the space, she’s determined not to move.I laughed out loud during the early chapters from Scarlett’s point of view. Her and her co-worker, Fred, are such likeable, entertaining characters.I haven’t read the other books in the series, but it didn’t impact my enjoyment of this one....more",Notes are private!,0,6,1,"Jan 19, 2022","Jan 19, 2022","Jan 18, 2022",,Kindle Edition,view (with text),/book/show/57201319-imperfectly-delicious
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If the Fates Allow,"Rowell, Rainbow*",,,B09DKP4JHY,38        pp,3.49,"9,713","Nov 18, 2021","Nov 18, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An okay short story from Rainbow Rowell. COVID has a big presence in the narrative and at times it feels a little didactic.I’m a big fan of Rowsell’s,An okay short story from Rainbow Rowell. COVID has a big presence in the narrative and at times it feels a little didactic.I’m a big fan of Rowsell’s, but this one wasn’t for me....more",Notes are private!,0,5,1,"Jan 18, 2022","Jan 18, 2022","Jan 18, 2022",,Kindle Edition,view (with text),/book/show/59222663-if-the-fates-allow
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Sky and Breath        (Crescent City, #2)","Maas, Sarah J.*",1408884429,9781408884423,1408884429,805        pp,4.50,"452,808","Feb 15, 2022","Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The big ending for book two of the Crescent City series did not make up for the rest of the book. And I'll be so disappointed if it leads to a cheesy The big ending for book two of the Crescent City series did not make up for the rest of the book. And I'll be so disappointed if it leads to a cheesy cameo.It felt like the plot seams were really showing in this book and some of them were coming apart. In particular, character motivations seemed to be flimsy at best. Let's all risk our lives for a kid we don't know because he's a kid. Let's get involved in things that turned out badly for us before because some guy we don't trust says we should. A whole lot of actions taken by characters in this book weren't underpinned by strong enough motivations. And Hunt doesn't put up nearly enough resistance as events unfold. It simply wasn't believable. Nor were some of his interactions with the new archangel, which seemed really out of character. The sex scenes had hardly any romance or chemistry involved. I started thinking, not again, whenever they cropped up. And seriously, how many more new plot points can Danika drive from the bone quarter? The Danika revelations just keep coming. For most of this book, I felt like I was watching a game of chess where there was little strategy. Pieces were being moved just so we could get to where we were supposed to end up. I'm keeping my fingers crossed that the next book hangs together better....more",Notes are private!,0,4,1,"Jun 10, 2022","Jun 17, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/40132775-house-of-sky-and-breath
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Homecoming King        (Three Kings, #1)","Reid, Penny*",1942874820,9781942874829,1942874820,358        pp,4.08,"10,743","Dec 14, 2021","Dec 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2022",,Paperback,view,/book/show/59639228-homecoming-king
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Rhodes Lead Here,"Zapata, Mariana*",,,B091K3W8N1,572        pp,4.30,"109,557","Apr 01, 2021","Apr 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Kindle Edition,view,/book/show/57605091-all-rhodes-lead-here
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blood Spell        (Ravenspire #4),"Redwine, C.J.*",0062653016,9780062653017,0062653016,438        pp,4.11,"4,603","Feb 12, 2019","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sweet YA enemies to lovers, fairytale retelling of Cinderella.I haven’t read any of the earlier books in this series, but it didn’t matter.Blue has grSweet YA enemies to lovers, fairytale retelling of Cinderella.I haven’t read any of the earlier books in this series, but it didn’t matter.Blue has grown up alongside Prince Kellan and his sister Nessa and she isn’t a fan of the reckless Kellan. He doesn’t like Blue either, because she ruins all his fun. When tragedy strikes, an unknown witch starts casting evil magic spells and children start disappearing, Kellan and Blue need to work together to figure out what’s going on.This is a cute romance with very likeable characters. The ending is very predictable and a bit cheesy, but it was enjoyable to read a version of Cinderella where she’s not a complete doormat....more",Notes are private!,0,3,1,"Feb 11, 2022","Feb 13, 2022","Jan 13, 2022",,Hardcover,view (with text),/book/show/35215746-the-blood-spell
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Better than the Movies        (Better than the Movies, #1)","Painter, Lynn*",1534467629,9781534467620,1534467629,356        pp,4.29,"357,112","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this sweet enemies to lovers rom-com!Liz has been crushing on Michael since she was little. Sadly, he moved away in middle school, but now he’I loved this sweet enemies to lovers rom-com!Liz has been crushing on Michael since she was little. Sadly, he moved away in middle school, but now he’s back and Liz is determined romance will blossom between them. Liz doesn’t move in the same circles as Michael, so she does a deal with her annoying neighbour, Wes, enlisting his help. That’s when the fun starts.I wasn’t sure I would like this book through the first couple of chapters because I struggled to relate to the protagonist, Liz. I’m so glad I kept going because I really warmed to her once the story got going. The banter in this book is so fun. I laughed out loud several times. And the characters were so likeable - especially Wes.I’m definitely up for reading more from this author....more",Notes are private!,0,6,1,"Jan 15, 2022","Jan 16, 2022","Jan 13, 2022",,Hardcover,view (with text),/book/show/55710822-better-than-the-movies
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Dressmaker,"Wang, Jen*",162672363X,9781626723634,162672363X,277        pp,4.35,"108,609","Feb 13, 2018","Feb 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This graphic novel is absolutely charming.Crown Prince Sebastian likes to wear dresses. His talented dressmaker, Frances, safeguards his secret and maThis graphic novel is absolutely charming.Crown Prince Sebastian likes to wear dresses. His talented dressmaker, Frances, safeguards his secret and makes sure he always steps out looking glamorous. Then his parents decide it’s time for Sebastian to find a wife . . .This is a delight from start to finish. There is friendship, romance, love and fabulous fashion. It’s also about family. I particularly love the heartwarming ending.I hope this book finds its way into school libraries....more",Notes are private!,0,2,1,"Feb 03, 2022","Feb 03, 2022","Jan 10, 2022",,Paperback,view (with text),/book/show/34506912-the-prince-and-the-dressmaker
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Match        (It Happened in Charleston, #1)","Adams, Sarah*",,,B087F764ZX,284        pp,4.02,"27,210","May 30, 2020","May 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an enjoyable feel-good romance.Evie, who runs a service dog company, meets up with Jake whose daughter Sam has recently been diagnosed with epThis is an enjoyable feel-good romance.Evie, who runs a service dog company, meets up with Jake whose daughter Sam has recently been diagnosed with epilepsy. Their first meeting doesn't go according to plan for anyone. Any spark of attraction is quickly extinguished when the meeting ends in insults and rudeness. Then Jake has a change of heart about getting Sam a service dog and has to reconnect with Evie . . . Evie and Jake are both likeable characters and I felt myself grinning at their interactions so many times throughout this book. They are both so adorable. And I loved, or loved to hate, so many of the other characters in this story: the clever (and cute) dogs, cheeky sisters, a nasty manipulative mum, an equally manipulative (but in a good way) pseudo mum, a piece-of-work ex-wife and a sleazy lawyer who won't take no for an answer. Add to this a truckload of baggage to sort through and the story never dragged. This is the second Sarah Adams book I've read, but it won't be my last. Next time I'll start reading earlier in the day, so I don't end up staying up half the night!...more",Notes are private!,0,4,1,"Feb 20, 2022","Feb 20, 2022","Jan 10, 2022",,Kindle Edition,view (with text),/book/show/53257881-the-match
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"System Collapse        (The Murderbot Diaries, #7)","Wells, Martha*",1250826977,9781250826978,1250826977,245        pp,4.23,"33,828","Nov 13, 2023","Nov 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this series!The murderous SecUnit turned rogue with a penchant for soap opera is such a likable character. His humanity is really showing in thI love this series!The murderous SecUnit turned rogue with a penchant for soap opera is such a likable character. His humanity is really showing in this one.The beginning was a little slow, but a clever twist got the action moving and it isn’t long before SecUnit is once again working hard to keep all his humans alive.Martha Wells writes wry humour so well. I found myself laughing out loud several times.I’m looking forward to the next one....more",Notes are private!,0,1,1,"Dec 03, 2023","Dec 07, 2023","Jan 06, 2022",,Hardcover,view (with text),/book/show/65211701-system-collapse
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cybernetic Tea Shop,"Katz, Meredith*",,9781620047378,,65        pp,4.04,"3,373","Mar 16, 2016","Mar 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This F/F retro-future sci-fi asexual romance between an AI technician and a robot is a heartwarming read.Clara and Sal are well-drawn, likeable characThis F/F retro-future sci-fi asexual romance between an AI technician and a robot is a heartwarming read.Clara and Sal are well-drawn, likeable characters and their story is full of kindness, caring and love.At novella length this a short, sweet, feel-good romance....more",Notes are private!,0,5,1,"Jan 07, 2022","Jan 08, 2022","Jan 04, 2022",,ebook,view (with text),/book/show/28421799-the-cybernetic-tea-shop
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Eye        (Tiger's Eye Mystery, #1)","Day, Alyssa*",,,B06XBY7F6Z,279        pp,4.16,"3,181","Dec 29, 2015","Feb 27, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This paranormal romance/mystery is an easy, light read.There wasn’t a lot of depth and the protagonist’s dialogue hit a couple of off notes early on, This paranormal romance/mystery is an easy, light read.There wasn’t a lot of depth and the protagonist’s dialogue hit a couple of off notes early on, but it was still entertaining....more",Notes are private!,0,4,1,"Jan 11, 2022","Jan 12, 2022","Jan 03, 2022",,Kindle Edition,view (with text),/book/show/34432679-dead-eye
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Miss Bridgerton        (Rokesbys, #3)","Quinn, Julia*",0062388207,9780062388209,0062388207,391        pp,4.04,"41,114","Nov 20, 2018","Nov 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A light enjoyable read.The banter between the two main characters was a highlight.,Notes are private!,0,3,1,"Jan 07, 2022","Jan 09, 2022","Jan 03, 2022",,Mass Market Paperback,view (with text),/book/show/36137912-the-other-miss-bridgerton
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Night Like This,"Kelk, Lindsey*",0008496757,9780008496753,0008496757,342        pp,3.84,"10,048","Nov 11, 2021","Jan 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sweet fairytale-style rom-com.Fran Cooper is not happy in her relationship and struggling to find temp work. Then an exciting job offer comes her way Sweet fairytale-style rom-com.Fran Cooper is not happy in her relationship and struggling to find temp work. Then an exciting job offer comes her way and she finds herself on a luxury yacht assisting a celebrity who is on her way to perform at a very exclusive invitation-only charity event - The Crystal Ball. But things don’t exactly go to plan.The first half of the book dragged a little and the ending felt rushed, but it was an enjoyable light read. It didn’t help that the potential love interest didn’t show up until halfway through the book. I think this made the development of the romance feel rushed. At times some of the personalities felt too loud, but I absolutely loved Fran’s best friend, Jess.This was my first Lindsey Kelk book, but I’ll definitely be reading more....more",Notes are private!,0,4,1,"Jan 23, 2022","Jan 25, 2022","Dec 26, 2021",,Paperback,view (with text),/book/show/57577167-on-a-night-like-this
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cheat Sheet,"Adams, Sarah*",,,B095BSDWZK,306        pp,3.72,"233,552","Aug 17, 2021","Aug 17, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 25, 2021","Dec 26, 2021","Dec 26, 2021",,Kindle Edition,view,/book/show/58100280-the-cheat-sheet
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fugitive Telemetry        (The Murderbot Diaries, #6)","Wells, Martha*",1250765374,9781250765376,1250765374,168        pp,4.32,"66,539","Apr 27, 2021","Apr 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this Murderbot series.Murderbot is such a unique and immensely likeable character. He isn’t under quite as much pressure in this novella versusI love this Murderbot series.Murderbot is such a unique and immensely likeable character. He isn’t under quite as much pressure in this novella versus his earlier escapades, but it’s still a fun read as Murderbot works with the security team to solve a mysterious murder.I’m looking forward to the next one....more",Notes are private!,0,4,1,"Jan 06, 2022","Jan 06, 2022","Dec 25, 2021",,Hardcover,view (with text),/book/show/53205854-fugitive-telemetry
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Network Effect        (The Murderbot Diaries, #5)","Wells, Martha*",1250229863,9781250229861,1250229863,350        pp,4.48,"83,325","May 05, 2020","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 20, 2021","Dec 24, 2021","Dec 23, 2021",,Hardcover,view,/book/show/52381770-network-effect
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas Six        (The Atlas #1),"Blake, Olivie*",,,B0831PC532,556        pp,3.61,"202,694","Jan 31, 2020","Jan 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! I loved this.The Atlas Six is a super intelligent, dark academia fantasy/mystery novel with intriguing twists and turns.Every now and then a bookWow! I loved this.The Atlas Six is a super intelligent, dark academia fantasy/mystery novel with intriguing twists and turns.Every now and then a book comes along that feels a little different to what is doing the rounds and this one is so refreshing. The characters were all complex with interesting abilities. The plot headed in directions I didn’t always see coming. And the story became so engaging as events unfolded that I didn’t want it to end.My mind has been spinning on all the delicious story gaps left open between the first and second books. I can’t wait to see where it goes next....more",Notes are private!,0,4,1,"May 02, 2022","May 11, 2022","Dec 15, 2021",,Kindle Edition,view (with text),/book/show/50520939-the-atlas-six
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Happened One Summer        (Bellinger Sisters, #1)","Bailey, Tessa*",0063045664,9780063045668,,416        pp,3.96,"539,642","Jul 13, 2021","Jul 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 10, 2021","Dec 14, 2021","Dec 15, 2021",,ebook,view,/book/show/54332929-it-happened-one-summer
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home: Habitat, Range, Niche, Territory        (The Murderbot Diaries, #4.5)","Wells, Martha*",125083886X,9781250838865,,19        pp,4.10,"19,678","May 05, 2020","Apr 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 12, 2021","Dec 12, 2021","Dec 11, 2021",,ebook,view,/book/show/57623348-home
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rhythm of War        (The Stormlight Archive, #4)","Sanderson, Brandon*",0765326388,9780765326386,0765326388,"1,219        pp",4.62,"145,123","Nov 17, 2020","Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always take my time getting around to reading Brandon Sanderson’s Stormlight Archive books. It’s like I have to psych myself up for each epic tome. I always take my time getting around to reading Brandon Sanderson’s Stormlight Archive books. It’s like I have to psych myself up for each epic tome. But as soon as I start, I’m sad it’s going to end. They’re just so good.I love the developments with Kaladin and Adolin in this book....more",Notes are private!,0,3,1,"Jan 28, 2023","Feb 12, 2023","Nov 13, 2021",,Hardcover,view (with text),/book/show/49021976-rhythm-of-war
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hawthorne Legacy        (The Inheritance Games, #2)","Barnes, Jennifer Lynn*",0241480744,9780241480748,,380        pp,4.22,"411,423","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,"Oct 10, 2021not set","Oct 14, 2021not set","Oct 25, 2021",,Hardcover,view,/book/show/50531218-the-hawthorne-legacy
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finlay Donovan Is Killing It        (Finlay Donovan, #1)","Cosimano, Elle*",1250241707,9781250241702,1250241707,355        pp,4.02,"163,353","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Hardcover,view,/book/show/53138099-finlay-donovan-is-killing-it
