,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Violet's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Friend Zone        (The Friend Zone, #1)","Jimenez, Abby*",,9781538715628,,372        pp,3.89,"164,406","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2020",,ebook,view,/book/show/41945163-the-friend-zone
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elsewhere,"Zevin, Gabrielle*",,,,277        pp,3.91,"60,662","Sep 09, 2005","May 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Paperback,view,/book/show/359410.Elsewhere
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witch Hat Atelier, Vol. 1","Shirahama, Kamome",163236770X,9781632367709,163236770X,204        pp,4.41,"22,795","Jan 23, 2017","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2020","Sep 22, 2020","Sep 22, 2020",,Paperback,view,/book/show/40893782-witch-hat-atelier-vol-1
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Mist and Fury        (A Court of Thorns and Roses, #2)","Maas, Sarah J.*",,,,626        pp,4.65,"1,865,888","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 19, 2020","Sep 20, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/17927395-a-court-of-mist-and-fury
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yotsuba&!, Vol. 3        (Yotsuba&! #3)","Azuma, Kiyohiko",1413903290,9781413903294,1413903290,192        pp,4.53,"5,506","Nov 27, 2004","Oct 11, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2020","Sep 19, 2020","Sep 21, 2020",,Paperback,view,/book/show/511239.Yotsuba_Vol_3
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yotsuba&!, Vol. 2        (Yotsuba&! #2)","Azuma, Kiyohiko",1413903185,9781413903188,1413903185,184        pp,4.50,"6,417","Apr 27, 2004","Aug 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2020","Sep 19, 2020","Sep 21, 2020",,Paperback,view,/book/show/511241.Yotsuba_Vol_2
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancing at the Pity Party: A Dead Mom Graphic Memoir,"Feder, Tyler*",0525553029,9780525553021,0525553029,202        pp,4.52,"10,168","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 12, 2020","Sep 13, 2020","Sep 13, 2020",,Hardcover,view,/book/show/50010932-dancing-at-the-pity-party
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 8","Akasaka, Aka",1974704408,9781974704408,1974704408,216        pp,4.41,"1,297","Jan 19, 2018","May 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 05, 2020",,Paperback,view,/book/show/42633882-kaguya-sama
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 7","Akasaka, Aka",1974710289,9781974710287,B07NXXZ63B,216        pp,4.43,"1,378","Oct 19, 2017","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 09, 2020","Sep 09, 2020","Sep 05, 2020",,Kindle Edition,view,/book/show/44090675-kaguya-sama
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 6","Akasaka, Aka",1974701387,9781974701384,1974701387,216        pp,4.44,"1,506","Jul 19, 2017","Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 08, 2020","Sep 08, 2020","Sep 05, 2020",,Paperback,view,/book/show/34226423-kaguya-sama
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 5","Akasaka, Aka",,,,216        pp,4.46,"1,689","Apr 19, 2017","Nov 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2020","Sep 07, 2020","Sep 05, 2020",,Kindle Edition,view,/book/show/33023060-kaguya-sama
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 4","Akasaka, Aka",1974706214,9781974706211,B07FQTM4LQ,216        pp,4.33,"1,858",unknown,"Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2020","Sep 06, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/33023053-kaguya-sama
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 3        (3)","Akasaka, Aka",1974700321,9781974700325,1974700321,216        pp,4.32,"2,129","Oct 19, 2016","Jul 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 05, 2020","Sep 04, 2020",,Paperback,view,/book/show/36538804-kaguya-sama
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 2        (2)","Akasaka, Aka",1974700313,9781974700318,1974700313,228        pp,4.26,"2,680","Jul 19, 2016","May 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2020","Sep 04, 2020","Sep 03, 2020",,Paperback,view,/book/show/36495869-kaguya-sama
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kaguya-sama: Love Is War, Vol. 1","Akasaka, Aka",1974700305,9781974700301,1974700305,216        pp,4.18,"5,653","Mar 18, 2016","Mar 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the plot of this series and enjoyed the formatting of the books, where each chapter is a new snippet of something that happens to the student I loved the plot of this series and enjoyed the formatting of the books, where each chapter is a new snippet of something that happens to the student counsel members....more",Notes are private!,0,0,1,"Sep 02, 2020","Sep 02, 2020","Sep 03, 2020",,Paperback,view (with text),/book/show/36100762-kaguya-sama
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,693","Feb 02, 2016","Feb 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2020","Aug 31, 2020","Aug 31, 2020",,Hardcover,view,/book/show/25614492-salt-to-the-sea
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Charlotte        (Charlotte Holmes, #1)","Cavallaro, Brittany*",0062398903,9780062398901,0062398903,321        pp,3.76,"61,490","Mar 01, 2016","Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2020","Oct 07, 2020","Aug 30, 2020",,Hardcover,view,/book/show/23272028-a-study-in-charlotte
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",1420925431,9781420925432,1420925431,119        pp,3.90,"183,932",1908,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2020",,Paperback,view,/book/show/3087.A_Room_with_a_View
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,459","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2020",,Hardcover,view,/book/show/50093704-in-five-years
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Today Tonight Tomorrow        (Rowan & Neil, #1)","Solomon, Rachel Lynn*",1534440240,9781534440241,1534440240,364        pp,4.08,"78,672","Jul 14, 2020","Jul 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2021","Sep 07, 2021","Aug 19, 2020",,Hardcover,view,/book/show/52766407-today-tonight-tomorrow
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost American Girl,"Ha, Robin",0062685112,,B07R6MT9HM,239        pp,4.22,"13,419","Jan 28, 2020","Jan 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 13, 2020","Aug 13, 2020","Aug 13, 2020",,Kindle Edition,view,/book/show/40030311-almost-american-girl
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"CITY, Vol. 1","Arawi, Keiichi",1945054786,9781945054785,1945054786,172        pp,3.63,531,"Mar 23, 2017","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2020",,Paperback,view,/book/show/37644092-city-vol-1
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unhoneymooners        (Unhoneymooners, #1)","Lauren, Christina*",,,,432        pp,3.92,"834,714","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2020","Oct 09, 2020","Aug 11, 2020",,Paperback,view,/book/show/42201431-the-unhoneymooners
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk to Remember,"Sparks, Nicholas*",,,,215        pp,4.20,"804,825","Oct 01, 1999",Jun 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Kindle Edition,view,/book/show/35545737-a-walk-to-remember
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",,,,474        pp,4.05,"886,157","Dec 23, 1815","May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/6969.Emma
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,145","Jan 28, 1813","Oct 10, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/1885.Pride_and_Prejudice
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Plus One,"Moyes, Jojo*",1405915579,9781405915571,1405915579,516        pp,3.96,"174,841","Feb 26, 2014","Feb 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Hardcover,view,/book/show/18186807-the-one-plus-one
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paper Princess        (The Royals, #1)","Watt, Erin*",,,,370        pp,3.93,"152,579","Apr 04, 2016","Apr 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Kindle Edition,view,/book/show/28678119-paper-princess
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of Smoke & Bone        (Daughter of Smoke & Bone, #1)","Taylor, Laini*",0316134023,9780316134026,0316134023,418        pp,3.99,"369,248","Sep 27, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/8490112-daughter-of-smoke-bone
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Queen of the Tearling        (The Queen of the Tearling, #1)","Johansen, Erika*",006229038X,9780062290380,006229038X,448        pp,3.99,"94,906","Jul 08, 2014","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/22864842-the-queen-of-the-tearling
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of the Pirate King        (Daughter of the Pirate King, #1)","Levenseller, Tricia*",1250095964,9781250095961,1250095964,308        pp,3.96,"193,430","Feb 28, 2017","Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/33643994-daughter-of-the-pirate-king
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince of Thorns        (The Broken Empire, #1)","Lawrence, Mark*",0007423292,9780007423293,0007423292,373        pp,3.84,"114,657",2011,"Aug 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/9579634-prince-of-thorns
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,945","Sep 13, 2011","Sep 13, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THIS BOOK WAS SO GOOD omg. I love love love Erin Morgenstern's style of writing—she describes everything so beautifully, from food and clothing to theTHIS BOOK WAS SO GOOD omg. I love love love Erin Morgenstern's style of writing—she describes everything so beautifully, from food and clothing to the atmosphere of each individual tent in the circus. this was also the first book that I own where I have taken the time to annotate it (thanks for annotating the first 70 pages reshmita!!) and it was so fun. (view spoiler)[ my favorite characters were widget, marco, celia, and thiessen. I know that seems like a lot but there were a lot of characters so  (hide spoiler)]sidenote: I kept track of how many times Morgenstern used ""violet"" in the novel and it was ten (10) times. crazy...more",Notes are private!,0,2,1,"Feb 14, 2023","Feb 19, 2023","Aug 07, 2020",,Hardcover,view (with text),/book/show/9361589-the-night-circus
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half-Blood        (Covenant, #1)","Armentrout, Jennifer L.*",0983157200,9780983157205,0983157200,281        pp,4.10,"103,459","Oct 18, 2011","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/9680718-half-blood
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Near Witch        (The Near Witch, #1)","Schwab, V.E.*",1423137876,9781423137870,1423137876,284        pp,3.66,"38,224","Aug 02, 2011","Aug 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/6931344-the-near-witch
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Days Club        (Lady Helen, #1)","Goodman, Alison*",0670785474,9780670785476,0670785474,485        pp,3.79,"19,030","Dec 14, 2015","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/15993203-the-dark-days-club
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Iron King        (The Iron Fey, #1)","Kagawa, Julie*",0373210086,9780373210084,0373210086,363        pp,3.88,"212,533","Jan 19, 2010","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/6644117-the-iron-king
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The False Prince        (Ascendance, #1)","Nielsen, Jennifer A.*",0545284139,9780545284134,0545284139,342        pp,4.23,"96,233","Apr 01, 2012","Apr 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/12432220-the-false-prince
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamology,"Keating, Lucy*",0062380001,9780062380005,0062380001,329        pp,3.58,"11,883","Apr 12, 2016","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/25817310-dreamology
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Break a Boy,"Devore, Laurie*",1250082862,9781250082862,1250082862,342        pp,3.46,"1,682","Jan 31, 2017","Jan 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Hardcover,view,/book/show/29102902-how-to-break-a-boy
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nichijou, Vol. 10","Arawi, Keiichi",1942993692,9781942993698,1942993692,200        pp,4.06,222,unknown,"Sep 19, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2020","Aug 07, 2020","Aug 07, 2020",,Paperback,view,/book/show/33671365-nichijou-vol-10
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown of Feathers        (Crown of Feathers, #1)","Pau Preto, Nicki*",1534424628,9781534424623,1534424628,496        pp,4.11,"11,763","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2020",,Hardcover,view,/book/show/35715518-crown-of-feathers
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chain of Gold        (The Last Hours, #1)","Clare, Cassandra*",1481431870,9781481431873,1481431870,582        pp,4.39,"104,625","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2020",,Hardcover,view,/book/show/17699853-chain-of-gold
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,137",1989,"Sep 21, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Amy Tan was able to beautifully intertwine the lives and struggles of four Chinese women and their daughters. Her book is a true example of the ChinesAmy Tan was able to beautifully intertwine the lives and struggles of four Chinese women and their daughters. Her book is a true example of the Chinese-American dream. I look forward to reading more of her novels....more,Notes are private!,0,0,1,"Aug 02, 2020","Aug 06, 2020","Aug 02, 2020",,Paperback,view (with text),/book/show/7763.The_Joy_Luck_Club
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nichijou, Vol. 9","Arawi, Keiichi",1942993684,9781942993681,1942993684,200        pp,4.13,231,"Dec 10, 2013","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 29, 2020","Jul 29, 2020","Jul 29, 2020",,Paperback,view,/book/show/32687380-nichijou-vol-9
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1619634449,9781619634442,1619634449,419        pp,4.20,"2,490,960","May 05, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2020","Sep 17, 2020","Jul 28, 2020",,Hardcover,view,/book/show/16096824-a-court-of-thorns-and-roses
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nichijou, Vol. 8","Arawi, Keiichi",1942993676,9781942993674,1942993676,196        pp,4.18,265,"Oct 26, 2012","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020","Jul 28, 2020","Jul 28, 2020",,Paperback,view,/book/show/31546256-nichijou-vol-8
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399587195,9780399587191,0399587195,460        pp,4.31,"1,006,046","Dec 25, 2014","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,Paperback,view,/book/show/33516773-big-little-lies
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",0141043768,9780141043760,0141043768,487        pp,4.08,"468,081","May 01, 2009",May 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,Paperback,view,/book/show/6469165-what-alice-forgot
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Brosh, Allie*",1451666179,9781451666175,1451666179,371        pp,4.17,"206,895","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,Paperback,view,/book/show/17571564-hyperbole-and-a-half
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven Boys        (The Raven Cycle, #1)","Stiefvater, Maggie*",0545424925,9780545424929,0545424925,409        pp,4.05,"367,468","Sep 18, 2012","Sep 18, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,QUINN THIS BOOK WAS SO GOOD THANKS FOR THE RECOMMENDATION,Notes are private!,0,3,1,"Jun 30, 2022",Jul 2022,"Jul 28, 2020",,Hardcover,view (with text),/book/show/17675462-the-raven-boys
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Blood and Ash        (Blood and Ash, #1)","Armentrout, Jennifer L.*",1952457017,9781952457012,,622        pp,4.24,"567,616","Mar 29, 2020","Mar 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,ebook,view,/book/show/52831200-from-blood-and-ash
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nichijou, Vol. 7","Arawi, Keiichi",1942993668,9781942993667,1942993668,196        pp,4.09,288,"Oct 26, 2011","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020","Jul 28, 2020","Jul 28, 2020",,Paperback,view,/book/show/30725448-nichijou-vol-7
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,日常 6        (Nichijou 6),"Arawi, Keiichi",,,B00932PTVQ,161        pp,4.06,341,"Jan 01, 2011","Mar 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020","Jul 28, 2020","Jul 28, 2020",,Kindle Edition,view,/book/show/19547513-6
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,日常 5        (Nichijou 5),"Arawi, Keiichi",,,B00932PPCE,164        pp,4.11,379,"Oct 26, 2009","Oct 26, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020","Jul 28, 2020","Jul 28, 2020",,Kindle Edition,view,/book/show/19547508-5
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pumpkinheads,"Rowell, Rainbow*",125031285X,9781250312853,125031285X,209        pp,4.03,"82,268","Aug 27, 2019","Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2020",,Hardcover,view,/book/show/40864790-pumpkinheads
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,629","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2020",,Hardcover,view,/book/show/43263680-ninth-house
