,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BAM who is Beth Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girls Will Be Girls: Dressing Up, Playing Parts and Daring to Act Differently","O'Toole, Emer*",,9781409148739,,277        pp,4.21,"2,377","Feb 05, 2015","Feb 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"found this book to be another important read in the series of feminist books on my list. o'toole fights the good fight for gender equality, setting fofound this book to be another important read in the series of feminist books on my list. o'toole fights the good fight for gender equality, setting forth some interesting and thought provoking exercises she herself has conducted, however marginal they may be. there was a lot about her life that i related to, and i thought she came through as a great feminist ambassador. these books aren't really surprising me as much as they are fueling the fire that was already burning as embers in my heart....more",Notes are private!,0,1,1,"Oct 21, 2016","Oct 25, 2016","Oct 21, 2016",,Paperback,view (with text),/book/show/23699151-girls-will-be-girls
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Avid Reader: A Life,"Gottlieb, Robert",0374279926,9780374279929,0374279926,352        pp,3.77,"1,221","Sep 13, 2016","Sep 13, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So perhaps Gottlieb got the short end of the stick because I read this book at the same time I was reading the Elizabeth Warren book. And these two arSo perhaps Gottlieb got the short end of the stick because I read this book at the same time I was reading the Elizabeth Warren book. And these two are like...opposite ends of the spectrum. I found Gottlieb, while fascinating and very very very well read (duh), to be extremely pretentious. I mean...I read this with my eyes constantly rolling up into my skull.As other ers mentioned, I got some interesting books added to my ""to read"" list, but the getting there was not worth it to me....more",Notes are private!,0,7,1,"Oct 19, 2016","Oct 27, 2016","Oct 19, 2016",,Hardcover,view (with text),/book/show/28116836-avid-reader
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Brooklyn,"Woodson, Jacqueline*",0062359983,9780062359988,0062359983,192        pp,3.87,"39,182","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2016",,Hardcover,view,/book/show/27213163-another-brooklyn
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,347","Sep 06, 2016","Sep 06, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"while i didn't love this book, it was a nice fun read full of wonderful characters and engagements. it didn't seem like a novel, but more of a romp thwhile i didn't love this book, it was a nice fun read full of wonderful characters and engagements. it didn't seem like a novel, but more of a romp through the years in Count Alexander Ilyich Rostov's life at the Metropol Hotel...and an overview of the cast of characters he meets along the way (inside those walls).the writing was great, but it seemed a bit too long and sometimes tedious which is what lost a few stars in my opinion. for a mere 400 pages, i felt like i was slogging through it by the time i got to the end. i've read 800 page novels that haven't felt this long....more",Notes are private!,0,1,1,"Oct 15, 2016","Oct 19, 2016","Oct 15, 2016",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex Object: A Memoir,"Valenti, Jessica*",0062435086,9780062435088,0062435086,205        pp,3.66,"13,059","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is all too real. Jessica Valenti is all of us. she is raw and honest...telling her story with no holes barred, which makes me relate to her this book is all too real. Jessica Valenti is all of us. she is raw and honest...telling her story with no holes barred, which makes me relate to her even more. she's done some bad, dumb stuff. she's not perfect. but this doesn't mean she deserves the every day sexism that is tossed at women. none of us do.Valenti is an important voice in the feminist movement -- and this memoir gives us a real personal look into why. ...more",Notes are private!,0,0,1,"Oct 14, 2016","Oct 15, 2016","Oct 14, 2016",,Hardcover,view (with text),/book/show/26795372-sex-object
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Empathy Exams,"Jamison, Leslie*",1555976719,9781555976712,1555976719,230        pp,3.67,"15,030","Apr 01, 2014","Apr 01, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"it does make me feel better that i'm not the only one who thought this book, while claiming to talk about empathy and how we should all try to think mit does make me feel better that i'm not the only one who thought this book, while claiming to talk about empathy and how we should all try to think more of one another, seemed like a mouthpiece for the author to talk about herself and all she's gone through.i get that empathy is, by definition, the ability to understand the feelings of another...and my assumption is that Jamison was trying to put herself into the shoes of each of the people and groups she wrote about to further our understanding of just how empathetic she's able to be....but god if it didn't sound like she was just droning on about all her trials and tribulations and accomplishments and on and on and on. she seemed overdramatic at some points, and then downright narcissistic at others. i wasn't drawn to feel empathy towards anyone because i was too busy being annoyed at the person talking to me about them....more",Notes are private!,0,0,1,"Oct 14, 2016","Oct 16, 2016","Oct 14, 2016",,Paperback,view (with text),/book/show/17934655-the-empathy-exams
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Explain Things to Me,"Solnit, Rebecca",1608463869,9781608463862,1608463869,130        pp,3.84,"78,347","Apr 14, 2014","May 20, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"interesting but not what i expected. there really is no depth and i think i wanted more from these essays. there are so many more books on feminism thinteresting but not what i expected. there really is no depth and i think i wanted more from these essays. there are so many more books on feminism that, to me, work harder and give much more information and food for thought...more",Notes are private!,0,2,1,"Oct 11, 2016","Oct 14, 2016","Oct 11, 2016",,Paperback,view (with text),/book/show/18528190-men-explain-things-to-me
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trespasser        (Dublin Murder Squad, #6)","French, Tana*",0670026336,9780670026333,0670026336,449        pp,3.98,"86,971","Oct 04, 2016","Oct 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tana French does no wrong. i feel like i write every  the same when it comes to the Dublin Murder Squad Series, but I blow through these books bTana French does no wrong. i feel like i write every  the same when it comes to the Dublin Murder Squad Series, but I blow through these books because her characters and dialogue are so freaking awesome. Glad she's written another novel from a female POV. Antoinette is awesome!So, really just read these books. They don't disappoint....more",Notes are private!,0,0,1,"Oct 12, 2016","Oct 14, 2016","Oct 11, 2016",,Hardcover,view (with text),/book/show/29430013-the-trespasser
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,"Carmon, Irin",0062415832,9780062415837,0062415832,240        pp,4.19,"59,660","Oct 27, 2015","Oct 27, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"interesting and brief overview of the life of Ruth Bader Ginsburg (""RGB""). Honestly I could have gone for something a little more in depth, but I guesinteresting and brief overview of the life of Ruth Bader Ginsburg (""RGB""). Honestly I could have gone for something a little more in depth, but I guess for someone who just wants a top line overview of the massive influence she has had on the feminist rights and, really, human rights movement than this would be good.She's so interesting I would have been happy to really get in deep and learn more about her life, her cause, and her cases....more",Notes are private!,0,0,1,"Oct 09, 2016","Oct 10, 2016","Oct 09, 2016",,Hardcover,view (with text),/book/show/25422234-notorious-rbg
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misogyny: The World's Oldest Prejudice,"Holland, Jack",0786718234,9780786718238,0786718234,320        pp,4.11,"2,353",2006,"Aug 18, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have to reread this book to really let everything sink in, but wow what a rich and thoughtful discussion about misogyny. There were so many things II have to reread this book to really let everything sink in, but wow what a rich and thoughtful discussion about misogyny. There were so many things I never really recognized -- where misogyny is rooted in and spawned from. It's hard for me to capture the immense amounts of information in this book in a short . But I will say it's opened my eyes to a long history of misogyny in religion, culture and society. Growing up Catholic and not really being all that religious now, I found especially intriguing the parts about Mary (Jesus' mother) and the unreachable standard she sets for women in Christian religions. Also really fascinating stuff about WW2 and the Nazi's. As the title states, this is a ""brief"" history, but the author definitely gives the reader enough meat to sink your teeth into and really makes you start thinking about history and misogyny in a different way.Loved this book....more",Notes are private!,0,0,1,"Oct 05, 2016","Oct 08, 2016","Oct 05, 2016",,Paperback,view (with text),/book/show/597662.Misogyny
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trainwreck: The Women We Love to Hate, Mock, and Fear... and Why","Doyle, Sady",1612195636,9781612195636,1612195636,297        pp,4.07,"4,078","Sep 20, 2016","Sep 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"do i think society, including and sometimes foremost other women, perpetuates and denigrates the ""train wreck"" stereotype. yes.do i think society lookdo i think society, including and sometimes foremost other women, perpetuates and denigrates the ""train wreck"" stereotype. yes.do i think society looks down on women, particularly if they have what are considered ""less than female"" behaviors (drinking, cursing, promiscuity, dominance, outspokenness, confidence). yes.do i think this is wrong. yes.while this book had some interesting and thought provoking ideas, i think it was a bit heavy handed and sometimes Doyle only gave half the story in order to prove her point. i think the book is worth reading, it's funny and interesting and very much a true discussion on today's societal system that oppresses women in power, or women in need, or women in general. i wish, however, that the facts were more well represented in some of the cases, because the glaring omission of them sometimes made me wonder if the book was too biased in the direction of feminism.one example. when Doyle discusses films about ""crazy ex girlfriends"" (fatal attraction) vs. ""cute ex boyfriends trying to get the girl back"" (say anything)...she fails to bring up the many films about crazy ex boyfriends that there are (Fear, Sleeping with the Enemy). that's only one small example where Doyle conveniently only chooses to point out one side of her story.i truly believe and support what this book stands for, and that's why I think she could have done a better job of backing up her claims so that those out there in the world who don't believe it, wouldn't have so much to pick apart....more",Notes are private!,0,0,1,Oct 2016,"Oct 05, 2016","Oct 05, 2016",,Hardcover,view (with text),/book/show/29358401-trainwreck
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,"Kushner, David",0812972155,9780812972153,0812972155,339        pp,4.29,"18,279",2003,"May 11, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2016",,Paperback,view,/book/show/222146.Masters_of_Doom
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyday Sexism,"Bates, Laura*",1471131572,9781471131578,1471131572,384        pp,4.26,"11,674","Apr 10, 2014","May 23, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"does giving this book 4 stars make me a bad feminist? there are some really upsetting stories in this book. and staggering statistics that don't realldoes giving this book 4 stars make me a bad feminist? there are some really upsetting stories in this book. and staggering statistics that don't really surprise me but rather confirm my frustrations. there was a lot i could relate to, as a woman, living in a city, working with corporate clients for much of my young life...harassment happens all the time. casual harassment. overt harassment. disheartening treatment of women in school, work, world.there are a lot of the same stories found on the website that spawned this book....please visit it, even if you choose not to read the book itself: http://everydaysexism.com/also, please ask yourself how you can do your part to stop sexism. sexism exists. whether it be simple catcalling (sexism. harassment.) or victim blaming (sexism. horrible. degrading. ) or workplace harassment (sexism. degrading. demeaning.) sexism happens daily to A LOT of women. this needs to end. ...more",Notes are private!,0,0,1,not set,Oct 2016,"Oct 01, 2016",,Hardcover,view (with text),/book/show/21251323-everyday-sexism
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here I Am,"Foer, Jonathan Safran *",0241146186,9780241146187,B01N9Z90JH,571        pp,3.64,"26,606",2016,Aug 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2016",,Paperback,view,/book/show/31434269-here-i-am
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Association of Small Bombs,"Mahajan, Karan*",0525429638,9780525429630,0525429638,288        pp,3.57,"14,279","Mar 22, 2016","Mar 22, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2016","Sep 28, 2016","Sep 27, 2016",,Hardcover,view,/book/show/25810398-the-association-of-small-bombs
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference","Fine, Cordelia",0393068382,9780393068382,0393068382,338        pp,4.08,"10,927",2010,"Aug 30, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2016","Sep 27, 2016","Sep 25, 2016",,Hardcover,view,/book/show/8031168-delusions-of-gender
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Favorite Band is Killing Me,"Hyden, Steven",0316259152,9780316259156,0316259152,304        pp,3.81,"2,893","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/26245024-your-favorite-band-is-killing-me
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrill: Notes from a Loud Woman,"West, Lindy",0316348406,9780316348409,0316348406,260        pp,4.17,"61,474","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Hardcover,view,/book/show/29340182-shrill
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil All the Time,"Pollock, Donald Ray",038553504X,9780385535045,038553504X,261        pp,4.13,"35,275","Jul 12, 2011","Jul 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"reserving the right to return to this book at another time, reread, and .",Notes are private!,0,0,1,"Sep 09, 2016","Sep 16, 2016","Sep 16, 2016",,Hardcover,view (with text),/book/show/10108463-the-devil-all-the-time
772,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,434","Aug 30, 2016","Aug 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVE THIS BOOK.it reminded me, in a lot of ways, of the Goldfinch (which i also LOVED). the stories of Samual and his mom are so adeptly intertwinedI LOVE THIS BOOK.it reminded me, in a lot of ways, of the Goldfinch (which i also LOVED). the stories of Samual and his mom are so adeptly intertwined (with supporting characters galore), expertly told, and emotionally captured. it's funny, sad, interesting. can't say enough good things. ...more",Notes are private!,0,1,1,"Sep 16, 2016","Sep 25, 2016","Sep 16, 2016",,Hardcover,view (with text),/book/show/28251002-the-nix
773,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Move: A Life,"Sacks, Oliver",0385352549,9780385352543,0385352549,397        pp,4.02,"20,577",Apr 2015,"Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Olier Sacks is an interesting cat. I really loved his book ""The Man Who Mistook His Wife For A Hat"" -- he has a way of telling a story that is so captOlier Sacks is an interesting cat. I really loved his book ""The Man Who Mistook His Wife For A Hat"" -- he has a way of telling a story that is so captivating and interesting. This story of his own life, however disjointed it's told, is very much written in the same way.perhaps it's a bit too long. perhaps it rambles on a bit too much. but he had an interesting life, full of interesting people and discoveries and i enjoyed learning about him....more",Notes are private!,0,0,1,"Sep 13, 2016","Sep 25, 2016","Sep 13, 2016",,Hardcover,view (with text),/book/show/24972194-on-the-move
774,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,007","Jul 14, 2015","Jul 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"so. i didn't want to write a  on this book until i reread it. it strikes me as very sad that as a white person in America i have no ability to cso. i didn't want to write a  on this book until i reread it. it strikes me as very sad that as a white person in America i have no ability to connect with the stories that Coates tells. sad because i don't believe that anyone should have to feel the way he feels, or speak to his son the way that he does in this -- the dehumanization that black skinned people have felt at the hands of and in the eyes of white Americans is just deplorable. systemic racism is disgusting and un-American...nevermind un-American, inhuman. it's not acceptable in this world and everyone should read this book so that they, too, can be put in the uncomfortable situation of reading, digesting, and trying to understand even a minute portion of what it's like to be black in America. there will never be a change in the way our society treats each other if we don't even try to put ourselves in someone else's shoes. i understand that this is a very sloppy ....but i dont know what else to say....more",Notes are private!,0,4,1,"Sep 12, 2016","Sep 13, 2016","Sep 12, 2016",,Hardcover,view (with text),/book/show/25489625-between-the-world-and-me
775,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs Queen Takes the Train,"Kuhn, William*",0062208284,9780062208286,0062208284,374        pp,3.57,"7,474",2012,"Oct 16, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i wish i liked this book more than i did. it was boring, convoluted and nothing like i wanted it to be. (i wanted it to be a quaint little romp, in cai wish i liked this book more than i did. it was boring, convoluted and nothing like i wanted it to be. (i wanted it to be a quaint little romp, in case you were wondering....more",Notes are private!,0,0,1,"Sep 16, 2016","Sep 16, 2016","Sep 12, 2016",,Hardcover,view (with text),/book/show/13571784-mrs-queen-takes-the-train
776,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Splitfoot,"Hunt, Samantha",0544526708,9780544526709,0544526708,322        pp,3.65,"7,562","Jan 05, 2016","Jan 05, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2? 2.5? 3?i flipped back and forth between liking this book, disliking it, and feeling overall ambivalent. the characters were not really all that com2? 2.5? 3?i flipped back and forth between liking this book, disliking it, and feeling overall ambivalent. the characters were not really all that compelling. the story at first was interesting, but lost its way somewhere in the middle, and then ended so predictably it was kind of disappointing.there was nothing really exciting or emotional or significant for me to cling to in this book. i read it. i finished it. i will probably never think about it again....more",Notes are private!,0,1,1,"Sep 04, 2016","Sep 12, 2016","Sep 04, 2016",,Hardcover,view (with text),/book/show/23719481-mr-splitfoot
777,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,229","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"almost every single chapter in this book is captivating, emotional and utterly amazing. i feel like this should be required reading for every human bealmost every single chapter in this book is captivating, emotional and utterly amazing. i feel like this should be required reading for every human being....more",Notes are private!,0,3,1,"Aug 27, 2016","Sep 02, 2016","Aug 27, 2016",,Hardcover,view (with text),/book/show/27071490-homegoing
778,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Muse,"Burton, Jessie",0062409921,9780062409928,0062409921,393        pp,3.85,"58,863","Jun 28, 2016","Jul 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2016","Aug 27, 2016","Aug 18, 2016",,Hardcover,view,/book/show/27213208-the-muse
779,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Marco Effect        (Department Q, #5)","Adler-Olsen, Jussi",0525954023,9780525954026,0525954023,496        pp,3.88,"19,182",2012,"Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This may have been my favorite of the series so far. It was exciting and interesting. as always, Carl and he's team delight with their antics and inteThis may have been my favorite of the series so far. It was exciting and interesting. as always, Carl and he's team delight with their antics and interactions. I love these books. They are easy, satisfying and extremely enjoyable. ...more",Notes are private!,0,0,1,"Aug 13, 2016","Aug 18, 2016","Aug 13, 2016",,Hardcover,view (with text),/book/show/20821019-the-marco-effect
780,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Thinking of Ending Things,"Reid, Iain*",1501126962,9781501126963,,224        pp,3.56,"155,249","Jun 14, 2016","Jun 14, 2016",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"not impressed with this one. there was really no suspense until the very last few pages, and then the payoff...not really worth the read. i was bored not impressed with this one. there was really no suspense until the very last few pages, and then the payoff...not really worth the read. i was bored most of the time, and thought i never would've guessed the ending (though i knew it wasn't an obvious one), i was unimpressed with it.would not recommend....more",Notes are private!,0,1,1,"Aug 12, 2016","Aug 13, 2016","Aug 12, 2016",,ebook,view (with text),/book/show/27274343-i-m-thinking-of-ending-things
781,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underground Airlines,"Winters, Ben H.*",0316261246,9780316261241,0316261246,336        pp,3.82,"25,323","Jul 05, 2016","Jul 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,fantastic fantastic novel. crazy concept told in such a solid suspenseful way. i was captivated and i couldn't stop listening. victor/jim/brother is ofantastic fantastic novel. crazy concept told in such a solid suspenseful way. i was captivated and i couldn't stop listening. victor/jim/brother is one of the best characters -- really full of depth and so interesting. read this book....more,Notes are private!,0,1,1,"Aug 08, 2016","Aug 12, 2016","Aug 08, 2016",,Hardcover,view (with text),/book/show/23208397-underground-airlines
782,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchanted Islands,"Amend, Allison*",0385539061,9780385539067,0385539061,306        pp,3.76,"3,554","May 24, 2016","May 24, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i cannot gush over this book enough. i really enjoyed it. a beautiful story of relationships, between women and men, women and women, men and men, beti cannot gush over this book enough. i really enjoyed it. a beautiful story of relationships, between women and men, women and women, men and men, between family, between friends. it was raw and real and both hopeful and sad at the same time. i loved frances conway. so much. her voice was so perfect. she was strong and vulnerable, each when she needed to be. i loved her. loved loved loved her.i'm sure this novel isn't for everyone. it's quiet and thoughtful and not much happens. but i just think it was perfect....more",Notes are private!,0,1,1,"Aug 03, 2016","Aug 09, 2016","Aug 03, 2016",,Hardcover,view (with text),/book/show/26192488-enchanted-islands
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last One,"Oliva, Alexandra*",1101965088,9781101965085,1101965088,295        pp,3.62,"16,485","Jul 12, 2016","Jul 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this was a really great concept. i enjoyed the chapters narrated about the ""game show""....they were what kept me reading. what ruined this book was Zothis was a really great concept. i enjoyed the chapters narrated about the ""game show""....they were what kept me reading. what ruined this book was Zoo's story. she was an AWFUL character. annoying, whiney, boring and really really really DUMB. it frustrated me so much how idiotic she was. how many times she repeated ""it's all part of the game"" --UGH. i feel like she's supposed to be this strong, likable woman who you root for...but really i wished her dead with every word she uttered. not a great heroine of fiction. wish this concept was handled better...cause it could have been magnificent....more",Notes are private!,0,0,1,"Jul 29, 2016","Aug 03, 2016","Jul 29, 2016",,Hardcover,view (with text),/book/show/27245997-the-last-one
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devourers,"Das, Indra",110196751X,9781101967515,110196751X,306        pp,3.76,"4,347","Jul 12, 2016","Jul 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2016","Jul 29, 2016","Jul 24, 2016",,Hardcover,view,/book/show/27245999-the-devourers
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Is Your Life, Harriet Chance!","Evison, Jonathan*",1616202610,9781616202613,1616202610,296        pp,3.40,"9,376","Sep 08, 2015","Sep 08, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book lacked all of the charm and most of the heart that Evison's previous novel had. I wanted so much more and was sorely disappointed by the wayThis book lacked all of the charm and most of the heart that Evison's previous novel had. I wanted so much more and was sorely disappointed by the way the book was setup, narrated, the story that was told, and the ""resolution"". ...more",Notes are private!,0,0,1,"Jul 19, 2016","Jul 25, 2016","Jul 19, 2016",,Hardcover,view (with text),/book/show/24001092-this-is-your-life-harriet-chance
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Cease to Appear,"Brundage, Elizabeth*",1101875593,9781101875599,1101875593,400        pp,3.69,"12,287","Mar 08, 2016","Mar 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** There were parts of this novel that were great, and parts that were so overwhelmingly annoying it was hard to get through.It is inte**spoiler alert** There were parts of this novel that were great, and parts that were so overwhelmingly annoying it was hard to get through.It is interesting how Brundage found the ability to give such rich depth to some of the characters (the Hale boys, Justine), even those peripheral ones, yet struggled to give us any insight into the main sociopathic character, George. He was so one dimensional it was almost comical at times. This was not a ""who done it,"" nor was it a ""psychological thriller"" or a crime novel It wasn't really mysterious at all. There was no question in my mind who did it from the first few pages. Brundage made that blatantly obvious. What this was was a character driven story, showing the demise of a relationship that probably shouldn't have been one from the start. What made it readable were the side stories that kept me interested...because frankly I didn't care a bit about the Clares....more",Notes are private!,0,0,1,"Jul 11, 2016","Jul 19, 2016","Jul 11, 2016",,Hardcover,view (with text),/book/show/25731953-all-things-cease-to-appear
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night of the Animals,"Broun, Bill*",0062400797,9780062400796,0062400797,560        pp,3.01,641,"Jul 05, 2016","Jul 05, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 08, 2016","Jul 11, 2016","Jul 08, 2016",,Hardcover,view,/book/show/27213200-night-of-the-animals
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vinegar Girl,"Tyler, Anne*",0804141266,9780804141260,0804141266,237        pp,3.39,"37,883",Jun 2016,"Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2016",,Hardcover,view,/book/show/27070127-vinegar-girl
