,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boundless,"Oppel, Kenneth*",144247288X,9781442472884,144247288X,332        pp,3.86,"6,357","Apr 01, 2014","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2014",,Hardcover,view,/book/show/17846771-the-boundless
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instant Mom,"Vardalos, Nia",0062231855,9780062231857,0062231855,288        pp,3.97,"3,741","Apr 02, 2013","Apr 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 - I really enjoyed it. The only reason I didn't rate it higher was that it took me so long to finish it - I started it over a year ago! Which mean3.5 - I really enjoyed it. The only reason I didn't rate it higher was that it took me so long to finish it - I started it over a year ago! Which means it wasn't pulling me back to it like some do. But it made me laugh and it made me cry and she is totally relatable! Really recommend for any moms out there, adoptive or otherwise!...more",Notes are private!,0,1,1,"Nov 05, 2014","Dec 29, 2015","Nov 05, 2014",,Kindle Edition,view (with text),/book/show/15820339-instant-mom
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Westing Game,"Raskin, Ellen",014240120X,9780142401200,014240120X,182        pp,4.00,"212,987","Jun 01, 1978","Apr 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2014",,Paperback,view,/book/show/902.The_Westing_Game
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternity in Their Hearts:  Startling Evidence of Belief in the One True God in Hundreds of Cultures Throughout the World,"Richardson, Don",0830709258,9780830709250,0830709258,223        pp,4.30,"3,746","Nov 30, 1980","Jan 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2014","Sep 12, 2015","Oct 27, 2014",,Paperback,view,/book/show/904375.Eternity_in_Their_Hearts
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 5th Wave        (The 5th Wave, #1)","Yancey, Rick",0399162410,9780399162411,0399162410,457        pp,4.01,"457,427","May 07, 2013","May 07, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Best book I've read since Unwind and Hunger Games! :) Original take on the alien invasion genre. Warning for younger readers on language...Best book I've read since Unwind and Hunger Games! :) Original take on the alien invasion genre. Warning for younger readers on language......more,Notes are private!,0,2,1,"Feb 05, 2015","Feb 16, 2015","Oct 20, 2014",,Hardcover,view (with text),/book/show/16101128-the-5th-wave
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",0595440096,9780595440092,0595440096,292        pp,4.32,"341,660","Jul 06, 2007","Jul 06, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I gave this story 4 stars because it's the first time I've read a book dealing with this subject matter. A full life, a tragic disease, an ending withI gave this story 4 stars because it's the first time I've read a book dealing with this subject matter. A full life, a tragic disease, an ending with hope....more",Notes are private!,0,0,1,"May 03, 2015","May 13, 2015","Oct 16, 2014",,Paperback,view (with text),/book/show/2153405.Still_Alice
810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Goldens,"Reinhardt, Dana",0385742576,9780385742573,0385742576,208        pp,3.40,"1,747","Jan 01, 2014","May 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like this book because of how instructional it is without being preachy. I can't even count how many cautionary tales it includes. And because of thI like this book because of how instructional it is without being preachy. I can't even count how many cautionary tales it includes. And because of the perspective of the narrator, it gives insight into how one person's decisions can affect another person's life so deeply. The choices we make don't affect only ourselves – they ripple through the lives of our loved ones. Disturbing and unsettling subject matter, but an important one. You only have to watch the 5 o'clock news to know it's relevant....more",Notes are private!,0,0,1,"Nov 03, 2014","Nov 05, 2014","Oct 06, 2014",,Hardcover,view (with text),/book/show/18189424-we-are-the-goldens
811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,iBrain: Surviving the Technological Alteration of the Modern Mind,"Small, Gary",0061340332,9780061340338,0061340332,256        pp,3.21,266,"Oct 01, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2014",,Hardcover,view,/book/show/3392787-ibrain
812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What to Expect the First Year,"Murkoff, Heidi",0761129588,9780761129585,0761129588,806        pp,3.92,"18,787","May 30, 1989","Oct 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not the sort of book you necessarily read cover to cover, this book was a great resource for me. I haven't actually finished it yet, because I read eaNot the sort of book you necessarily read cover to cover, this book was a great resource for me. I haven't actually finished it yet, because I read each month as my daughter grows, and that gives me insight into that particular month as she gets bigger. Definitely recommend for the new parents' bookshelf....more",Notes are private!,0,0,1,"Sep 26, 2014","Oct 30, 2014","Sep 26, 2014",,Paperback,view (with text),/book/show/98.What_to_Expect_the_First_Year
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Pretty Horses        (The Border Trilogy, #1)","McCarthy, Cormac",0679744398,9780679744399,0679744398,302        pp,4.04,"123,981",1992,"Jun 29, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2014",,Paperback,view,/book/show/469571.All_the_Pretty_Horses
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fourteenth Goldfish,"Holm, Jennifer L.*",0804193819,9780804193818,,3        pp,3.88,"23,130","Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2014",,Audiobook,view,/book/show/19085562-the-fourteenth-goldfish
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,George Muller: The Guardian of Bristol's Orphans,"Benge, Janet",1576581454,9781576581452,1576581454,203        pp,4.46,"4,330","Jun 01, 1999","Dec 05, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this together with Jarrod - what a testimony to the power of prayer and faith. He cared for thousands of orphans and never asked anyone but The LRead this together with Jarrod - what a testimony to the power of prayer and faith. He cared for thousands of orphans and never asked anyone but The Lord for any of the orphanages' needs. Amazing....more,Notes are private!,0,0,1,"Jul 28, 2014",Sep 2014,"Jul 28, 2014",,Paperback,view (with text),/book/show/494301.George_Muller
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together","Hall, Ron",0849900417,9780849900419,B001F7AXLS,237        pp,4.20,"89,924","Jan 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2014",,Hardcover,view,/book/show/104189.Same_Kind_of_Different_as_Me
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shiver        (The Wolves of Mercy Falls, #1)","Stiefvater, Maggie*",0545123267,9780545123266,0545123267,392        pp,3.76,"480,881","Aug 01, 2009","Aug 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A decent read, but I struggled with the instant intimacy between characters who didn't know one another. I needed more development of the relationshipA decent read, but I struggled with the instant intimacy between characters who didn't know one another. I needed more development of the relationship. I do remember, though, what it was like in my 'younger' days, and the strength of 'crush' emotions, so I give the book props for capturing that - younger readers are the book's audience after all. ...more",Notes are private!,0,0,1,"Jul 17, 2014","Jan 07, 2015","Jul 17, 2014",,Hardcover,view (with text),/book/show/6068551-shiver
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaccine Book: Making the Right Decision for Your Child,"Sears, Robert W.",0316017507,9780316017503,0316017507,304        pp,4.20,"3,972","Oct 22, 2007","Oct 22, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another book I found extremely useful. It gives information on each individual vaccine, in what I considered to be an unbiased manner. It also gives yAnother book I found extremely useful. It gives information on each individual vaccine, in what I considered to be an unbiased manner. It also gives you viable options and allows you as a parent to draw your own well-informed conclusions....more",Notes are private!,0,0,1,"Jul 12, 2014","Oct 30, 2014","Jul 12, 2014",,Paperback,view (with text),/book/show/779230.The_Vaccine_Book
819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth About Alice,"Mathieu, Jennifer*",,,B00GVSABUO,209        pp,3.63,"15,042","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2014",,Kindle Edition,view,/book/show/16068341-the-truth-about-alice
820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midwinterblood,"Sedgwick, Marcus",1780620098,9781780620091,1780620098,264        pp,3.71,"11,623","Oct 01, 2011","Oct 06, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't know really how to write a  for this story - or this series of stories. At least not until I've thought about and processed it a little I don't know really how to write a  for this story - or this series of stories. At least not until I've thought about and processed it a little longer. But it definitely drew me in and held me. Full of tragedy, or I guess the author would say sacrifice. (Footnote: I met the author once - one of the kindest authors I've ever met, second only to TA Barron.)...more",Notes are private!,0,0,1,"Nov 11, 2016","Dec 12, 2016","Apr 26, 2014",,Hardcover,view (with text),/book/show/10836471-midwinterblood
821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"617,998","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2014",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting by 7s,"Sloan, Holly Goldberg*",0803738552,9780803738553,0803738552,380        pp,4.14,"80,607","Aug 29, 2013","Aug 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A touching story of finding place and family in the world in spite of heartbreak. And the story is all the more beautiful because it's made up of peopA touching story of finding place and family in the world in spite of heartbreak. And the story is all the more beautiful because it's made up of people who, individually, may not fit in...but together, they create a family. ...more",Notes are private!,0,1,1,"Apr 22, 2014","May 04, 2014","Apr 22, 2014",,Hardcover,view (with text),/book/show/15937108-counting-by-7s
823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Impossible Knife of Memory,"Anderson, Laurie Halse*",0670012092,9780670012091,0670012092,391        pp,3.91,"28,911","Jan 02, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Powerful story about a daughter and her struggle to live in the moment-by-moment fear of her father's PTSD.Powerful story about a daughter and her struggle to live in the moment-by-moment fear of her father's PTSD....more,Notes are private!,0,0,1,"Apr 22, 2014","Sep 17, 2014","Apr 22, 2014",,Hardcover,view (with text),/book/show/18079527-the-impossible-knife-of-memory
824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"March: Book One        (March, #1)","Lewis, John",1603093001,9781603093002,1603093001,128        pp,4.35,"55,199","Aug 13, 2013","Aug 13, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The quiet power of non-violent civil disobedience in the face of those who would take from you what is not theirs through violence, force and hatred, The quiet power of non-violent civil disobedience in the face of those who would take from you what is not theirs through violence, force and hatred, always tells a beautiful and encouraging story. This one is no different and is wonderfully written and illustrated. I'm inspired by the strength it took to choose to stand in this way....more",Notes are private!,0,1,1,"Apr 18, 2014","Apr 22, 2014","Apr 18, 2014",,Paperback,view (with text),/book/show/17346698-march
825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Life as a Stuntboy        (My Life, #2)","Tashjian, Janet*",0805089047,9780805089042,0805089047,272        pp,4.10,"1,803","Oct 11, 2011","Oct 11, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable read. Especially excellent for middle grade reluctant boys. Fast-paced; larger text so page/chapter progress is made quickly.,Notes are private!,0,0,1,"Mar 26, 2014","Apr 14, 2014","Mar 26, 2014",,Hardcover,view (with text),/book/show/10423032-my-life-as-a-stuntboy
826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Liars,"Lockhart, E.*",,,,242        pp,3.67,"1,144,879","May 13, 2014","May 13, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book pulls you along like the ocean waves the characters spend their summers in - you don't want to put it down. Then it pulls you under. Gifted This book pulls you along like the ocean waves the characters spend their summers in - you don't want to put it down. Then it pulls you under. Gifted storytelling that will haunt you....more,Notes are private!,0,3,1,"Mar 16, 2014","Mar 17, 2014","Mar 16, 2014",,Kindle Edition,view (with text),/book/show/16143347-we-were-liars
827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bible in 90 Days: Cover to Cover in 12 Pages a Day,Anonymous,031093351X,9780310933519,031093351X,"1,088        pp",4.73,593,"Sep 27, 2005","Oct 09, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finished it in 90 days this time! Come, Lord Jesus!So for those of you counting, yes, it took me more like 140 days. :P But it was SO worth it - readiFinished it in 90 days this time! Come, Lord Jesus!So for those of you counting, yes, it took me more like 140 days. :P But it was SO worth it - reading the Bible in this way allows a ""whole picture"" view in a way my normal reading does not. Love the perspective I was able to get by reading all of it in such a short timeframe....more",Notes are private!,0,2,2,"Jan 07, 2020Feb 15, 2014","Apr 04, 2020Apr 04, 2020","Feb 15, 2014",,Hardcover,view (with text),/book/show/82332.The_Bible_in_90_Days
828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kids of Kabul: Living Bravely Through a Never-Ending War,"Ellis, Deborah",1554981816,9781554981816,1554981816,128        pp,4.08,346,"Mar 06, 2012","May 15, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of good insights into what life for children is like in Afghanistan, straight from the children's mouths. Short essays from each child also make Lots of good insights into what life for children is like in Afghanistan, straight from the children's mouths. Short essays from each child also make it very accessible for tweens and teens....more",Notes are private!,0,0,1,"Feb 14, 2014","Apr 19, 2014","Feb 14, 2014",,Hardcover,view (with text),/book/show/13238227-kids-of-kabul
829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curveball: The Year I Lost My Grip,"Sonnenblick, Jordan",0545320690,9780545320696,0545320690,285        pp,4.05,"6,016","Mar 01, 2012","Mar 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked this book very much. It deals with real things in age-appropriate ways and tells a very touching story while addressing an issue many studentsI liked this book very much. It deals with real things in age-appropriate ways and tells a very touching story while addressing an issue many students may deal with but may not have many discussion outlets for......more,Notes are private!,0,0,1,"Nov 22, 2013","Feb 24, 2014","Nov 22, 2013",,Hardcover,view (with text),/book/show/11891486-curveball
830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Discovering Wes Moore,"Moore, Wes",0385741677,9780385741675,0385741677,176        pp,3.89,"1,061","Jan 01, 2012","Sep 11, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book raises a lot of great questions for discussion. It's a little watered down because it's written for young readers - that's the only reason fThis book raises a lot of great questions for discussion. It's a little watered down because it's written for young readers - that's the only reason for the 3. I think the 'grown up' version probably fleshes some things out. Great parallel, although the other Wes wasn't mentioned till the last 1/4. Recommend for at risk middle schoolers. ...more",Notes are private!,0,0,1,"Nov 19, 2013","Dec 12, 2013","Nov 19, 2013",,Hardcover,view (with text),/book/show/13262760-discovering-wes-moore
831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testing        (The Testing, #1)","Charbonneau, Joelle",0547959109,9780547959108,0547959109,325        pp,4.05,"75,371","Jun 04, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2013",,Hardcover,view,/book/show/13326831-the-testing
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liar & Spy,"Stead, Rebecca",0385737432,9780385737432,0385737432,180        pp,3.81,"26,263","Aug 07, 2012","Aug 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although the first 3/4's of the book were kind of slow for me, the last 1/4 was truly wonderful. Loved the summation. Makes me want to go read ""When YAlthough the first 3/4's of the book were kind of slow for me, the last 1/4 was truly wonderful. Loved the summation. Makes me want to go read ""When You Reach Me."" ...more",Notes are private!,0,0,1,"Oct 28, 2013","Nov 21, 2013","Oct 28, 2013",,Hardcover,view (with text),/book/show/13262061-liar-spy
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mouse Bird Snake Wolf,"Almond, David",0763659126,9780763659127,0763659126,80        pp,3.64,813,May 2013,"May 14, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Intriguing, but not sure I fully understand all the author's intentions and all the implications... :)Intriguing, but not sure I fully understand all the author's intentions and all the implications... :)...more",Notes are private!,0,0,1,"Oct 18, 2013","Oct 19, 2013","Oct 18, 2013",,Hardcover,view (with text),/book/show/15798661-mouse-bird-snake-wolf
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acceleration,"McNamee, Graham",0440238366,9780440238362,0440238366,210        pp,3.75,"4,805","Jan 01, 2003","May 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Engaging, fast-paced, suspenseful - very quick read. Definitely one to remember as a recommendation for those reluctant male teen readers...",Notes are private!,0,3,1,"Sep 28, 2013","Sep 29, 2013","Sep 28, 2013",,Paperback,view (with text),/book/show/393715.Acceleration
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One and Only Ivan        (The One and Only Ivan #1),"Applegate, Katherine",0061992259,9780061992254,0061992259,307        pp,4.27,"186,898","Jan 17, 2012","Jan 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Heartwarming, sometimes sad, sometimes joyful - a great book. Anyone, any age, could read this and find something in it to love.",Notes are private!,0,0,1,"Sep 27, 2013","Oct 24, 2013","Sep 27, 2013",,Hardcover,view (with text),/book/show/11594337-the-one-and-only-ivan
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Evil Genius        (Genius, #1)","Jinks, Catherine",0152059881,9780152059880,0152059881,552        pp,3.81,"8,495","Apr 01, 2005","May 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If this  were based only on the second half of the book, I probably would have given it a four. But it took the entire first half of the book toIf this  were based only on the second half of the book, I probably would have given it a four. But it took the entire first half of the book to really get going, which I think could be a deterrent to getting the younger students to read it. That being said, I really enjoyed all the plot twists and turns in the second half....more",Notes are private!,0,0,1,"Sep 13, 2013","Sep 27, 2013","Sep 13, 2013",,Hardcover,view (with text),/book/show/295741.Evil_Genius
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Teach Like a PIRATE: Increase Student Engagement, Boost Your Creativity, and Transform Your Life as an Educator","Burgess, Dave",0988217600,9780988217607,0988217600,198        pp,4.00,"6,623","Sep 01, 2012","Aug 18, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2013","Feb 15, 2014","Sep 06, 2013",,Paperback,view,/book/show/16226386-teach-like-a-pirate
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lightning Thief        (Percy Jackson and the Olympians, #1)","Riordan, Rick*",,,,377        pp,4.31,"3,011,725","Jul 28, 2005","Mar 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wonderful – I can see why all the kids love it! Lots of fun…,Notes are private!,0,0,1,"Aug 24, 2013","Sep 13, 2013","Aug 23, 2013",,Paperback,view (with text),/book/show/28187.The_Lightning_Thief
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How We Love: Discover Your Love Style, Enhance Your Marriage","Yerkovich, Milan",1400072999,9781400072996,1400072999,416        pp,4.36,"2,574","Oct 10, 2006","Jan 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/2710722-how-we-love
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Scarf Girl,"Jiang, Ji-li",0439063000,9780439063005,0439063000,285        pp,3.78,"15,730",1997,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Powerful, heartbreaking, family story of surviving the Cultural Revolution. Recommend.",Notes are private!,0,0,1,"Aug 08, 2013","Aug 22, 2013","Aug 08, 2013",,Paperback,view (with text),/book/show/413432.Red_Scarf_Girl
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Is Rising        (The Dark is Rising, #2)","Cooper, Susan*",1416949658,9781416949657,1416949658,244        pp,4.04,"57,358",Apr 1973,"May 08, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a great tale of light vs dark and the struggle that age old battle always entails. As with many Newberys, it would be a bit of a hard sell to This is a great tale of light vs dark and the struggle that age old battle always entails. As with many Newberys, it would be a bit of a hard sell to it's intended audience, only because of the complexity and the more advanced reading level. Although it did bog down in some parts, it was also thrilling and suspenseful in others....more",Notes are private!,0,0,1,"Aug 07, 2013","Oct 07, 2013","Aug 06, 2013",,Paperback,view (with text),/book/show/210329.The_Dark_Is_Rising
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pursuit of God: The Human Thirst for the Divine,"Tozer, A.W.",0875093663,9780875093666,0875093663,128        pp,4.38,"77,586",1948,"Jan 01, 1982",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amazing, insightful truths. The fact that this was written decades ago makes it feel like prediction. So much truth, conviction and wisdom.",Notes are private!,0,1,1,"Jul 21, 2013","Aug 29, 2013","Jul 21, 2013",,Paperback,view (with text),/book/show/672493.The_Pursuit_of_God
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imam's Daughter: My Desperate Flight to Freedom,"Shah, Hannah",031031819X,9780310318194,031031819X,288        pp,4.14,"2,299",2009,"Apr 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2013",,Paperback,view,/book/show/13700207-the-imam-s-daughter
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World War Z: An Oral History of the Zombie War,"Brooks, Max*",0307346609,9780307346605,0307346609,342        pp,4.02,"525,654","Sep 12, 2006","Sep 12, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 - enjoyed it. Nothing like the movie - really they shouldn't even have the same title! Book goes through personal experience after personal experi3.5 - enjoyed it. Nothing like the movie - really they shouldn't even have the same title! Book goes through personal experience after personal experience of people who survived the Zombie War, people from all over the world. Very interesting - reads like non-fiction. Recommend....more",Notes are private!,0,0,1,"Jun 13, 2013","Jul 23, 2013","Jun 13, 2013",,Hardcover,view (with text),/book/show/8908.World_War_Z
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lock and Key,"Dessen, Sarah*",067001088X,9780670010882,067001088X,432        pp,4.00,"149,866","Apr 22, 2008","Apr 22, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A book about family and what it really means. And the author does a beautiful job of understanding what it's like for so many of our students from broA book about family and what it really means. And the author does a beautiful job of understanding what it's like for so many of our students from broken families in the world today. Recommend....more,Notes are private!,0,1,1,"Jun 04, 2013","Jun 13, 2013","Jun 04, 2013",,Hardcover,view (with text),/book/show/1295102.Lock_and_Key
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Diviners        (The Diviners, #1)","Bray, Libba*",,,,578        pp,3.94,"98,252","Sep 18, 2012","Sep 18, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, it's well-written and entertaining - scary and will hold your attention. The most positive part is that it's a time period story, with accurate lYes, it's well-written and entertaining - scary and will hold your attention. The most positive part is that it's a time period story, with accurate lingo, etc., from 1920's Manhattan. Major criticism is the author's request that we all accept evil, hell, and all degree of monsters, while at the same time distinctly denying the existence of God with extreme prejudice....more",Notes are private!,0,0,1,"May 22, 2013",not set,"May 22, 2013",,Hardcover,view (with text),/book/show/7728889-the-diviners
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friends With Boys,"Hicks, Faith Erin*",1596435569,9781596435568,1596435569,220        pp,3.83,"15,456","Feb 28, 2012","Feb 28, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 19, 2013","Apr 22, 2013","Apr 19, 2013",,Paperback,view,/book/show/11389398-friends-with-boys
