,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shauna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,614","Sep 01, 2009","Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2010",,Hardcover,view,/book/show/6148028-catching-fire
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,876","Sep 14, 2008","Oct 14, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2010",,Hardcover,view,/book/show/2767052-the-hunger-games
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,155",2006,"Jul 28, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2010",,Hardcover,view,/book/show/5060378-the-girl-who-played-with-fire
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,815",Aug 2005,"Sep 23, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2010",,Hardcover,view,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now the Hell Will Start: One Soldier's Flight from the Greatest Manhunt of World War II,"Koerner, Brendan I.*",1615544348,9781615544349,B001IDZKJ4,400        pp,3.99,409,2008,"May 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2010",,Hardcover,view,/book/show/8066621-now-the-hell-will-start
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky,"Sebold, Alice",033041836X,9780330418362,033041836X,243        pp,3.77,"100,085","Aug 04, 1999","Sep 16, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i think this is a book everyone, male and female, should read. A moving and unnerving account of her rape and its aftermath.",Notes are private!,0,0,1,not set,not set,"Aug 24, 2010",,Paperback,view (with text),/book/show/82970.Lucky
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",0375704027,9780375704024,0375704027,296        pp,4.01,"601,993","Sep 04, 1987","Sep 12, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 24, 2010",,Paperback,view,/book/show/11297.Norwegian_Wood
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World to Come,"Horn, Dara",0393329062,9780393329063,0393329062,336        pp,3.86,"8,612","Jan 16, 2006","Oct 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 24, 2010",,Paperback,view,/book/show/92644.The_World_to_Come
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart-Shaped Box,"Hill, Joe*",0061147931,9780061147937,0061147931,376        pp,3.84,"136,868","Feb 13, 2007","Feb 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 12, 2010",,Hardcover,view,/book/show/153025.Heart_Shaped_Box
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,828",Jun 1979,"Feb 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I put off reading this book for a while because of the subject matter, but I'm really glad I got around to reading it. It's a great read, and even thoI put off reading this book for a while because of the subject matter, but I'm really glad I got around to reading it. It's a great read, and even though it can be rough at times, it's a well-crafted combination of American history, time travel (but yet not quite sci-fi), sociology, and love story. I can't say I've ever read anything quite like it. I highly recommend it!...more",Notes are private!,0,0,1,not set,not set,"Jun 28, 2010",,Paperback,view (with text),/book/show/60931.Kindred
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Illusions,"Auster, Paul",0312990960,9780312990961,0312990960,288        pp,3.90,"24,132","Sep 04, 2002","Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 26, 2010",,Paperback,view,/book/show/50618.The_Book_of_Illusions
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lazarus Project,"Hemon, Aleksandar",1594489882,9781594489884,1594489882,294        pp,3.57,"6,579",May 2008,"May 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 26, 2010",,Hardcover,view,/book/show/2574860-the-lazarus-project
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,955","Jun 16, 2009","Jun 23, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't get to use the word ""drivel"" often. Thanks to Colum McCann for giving me the opportunity!I don't get to use the word ""drivel"" often. Thanks to Colum McCann for giving me the opportunity!...more",Notes are private!,0,3,1,not set,not set,"Apr 20, 2010",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keep,"Egan, Jennifer*",1400043921,9781400043927,1400043921,240        pp,3.48,"16,394",2006,"Aug 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 20, 2010",,Hardcover,view,/book/show/86655.The_Keep
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 3: Dream Country","Gaiman, Neil*",156389226X,9781563892264,156389226X,160        pp,4.24,"121,308",1990,"Dec 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 20, 2010","Apr 06, 2010",,Hardcover,view,/book/show/25100.The_Sandman_Vol_3
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 4: Season of Mists","Gaiman, Neil*",1563890356,9781563890352,1563890356,224        pp,4.54,"77,833",1990,"Mar 10, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 20, 2010","Apr 06, 2010",,Hardcover,view,/book/show/25101.The_Sandman_Vol_4
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 2: The Doll's House","Gaiman, Neil*",1563892251,9781563892257,1563892251,232        pp,4.43,"105,826",1990,"Mar 10, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2010",,Hardcover,view,/book/show/25099.The_Sandman_Vol_2
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,801",Mar 2004,"Aug 17, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2010","Apr 20, 2010","Mar 19, 2010",,Paperback,view,/book/show/49628.Cloud_Atlas
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,606","May 01, 1989",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2010",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,"Lovecraft, H.P.",0345384210,9780345384218,0345384210,387        pp,4.23,"6,992",1934,"Feb 25, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 04, 2010","Aug 24, 2010","Feb 04, 2010",,Paperback,view,/book/show/36321.The_Dream_Cycle_of_H_P_Lovecraft
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,170","Feb 02, 2010","Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read it. It's wonderful.Read it. It's wonderful....more,Notes are private!,0,0,1,"Feb 04, 2010","Mar 19, 2010","Feb 04, 2010",,Hardcover,view (with text),/book/show/6493208-the-immortal-life-of-henrietta-lacks
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,863",Sep 2002,"Jan 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2010",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak, Memory","Nabokov, Vladimir",,,,255        pp,4.08,"16,449",1966,Oct 2000,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nabokov is amazing, but I only got halfway through this. Too much detail about all his governesses and art teachers...I guess it wasn't what I was expNabokov is amazing, but I only got halfway through this. Too much detail about all his governesses and art teachers...I guess it wasn't what I was expecting from this memoir....more",Notes are private!,0,0,1,"Apr 20, 2010","May 26, 2010","Jan 11, 2010",,Paperback,view (with text),/book/show/30594.Speak_Memory
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Humboldt's Gift,"Bellow, Saul",0140189440,9780140189445,0140189440,487        pp,3.85,"9,477",1975,"Jun 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2009",,Paperback,view,/book/show/11494.Humboldt_s_Gift
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shipping News,"Proulx, Annie",0743225422,9780743225427,0743225422,337        pp,3.88,"146,084",1993,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2009",,Paperback,view,/book/show/7354.The_Shipping_News
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,141","Jul 11, 1960","May 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2009",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,655","Apr 10, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2009",,Paperback,view,/book/show/4671.The_Great_Gatsby
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess of the D’Urbervilles,"Hardy, Thomas",,,,518        pp,3.83,"283,560",1891,"Jan 30, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2009",,Paperback,view,/book/show/32261.Tess_of_the_D_Urbervilles
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0965341984,9780965341981,0965341984,607        pp,4.15,"283,474","Apr 12, 1994",1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 20, 2009",,Paperback,view,/book/show/11275.The_Wind_Up_Bird_Chronicle
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Human Bondage,"Maugham, W. Somerset",0451530179,9780451530172,0451530179,684        pp,4.14,"57,091",1915,"Jan 02, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Mass Market Paperback,view,/book/show/31548.Of_Human_Bondage
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demian. Die Geschichte von Emil Sinclairs Jugend,"Hesse, Hermann",,9783518367063,3518367064,193        pp,4.14,"112,305",1919,"Jan 01, 1974",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Paperback,view,/book/show/24861.Demian_Die_Geschichte_von_Emil_Sinclairs_Jugend
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jimmy Corrigan: The Smartest Kid on Earth,"Ware, Chris",0224063979,9780224063975,0224063979,384        pp,4.08,"23,990","Sep 12, 2000","May 22, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Paperback,view,/book/show/34072.Jimmy_Corrigan
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The League of Extraordinary Gentlemen, Vol. 2","Moore, Alan*",1401201180,9781401201180,1401201180,228        pp,3.93,"21,600",2003,"Sep 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Paperback,view,/book/show/107007.The_League_of_Extraordinary_Gentlemen_Vol_2
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The League of Extraordinary Gentlemen, Vol. 1","Moore, Alan*",1563898586,9781563898587,1563898586,192        pp,3.95,"54,439",Sep 2000,"Oct 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Paperback,view,/book/show/297627.The_League_of_Extraordinary_Gentlemen_Vol_1
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,116","Aug 12, 1986","Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Hardcover,view,/book/show/15196.Maus_I
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V for Vendetta,"Moore, Alan*",1401207928,9781401207922,1401207928,296        pp,4.26,"308,843","Jan 14, 1990","Oct 12, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Hardcover,view,/book/show/5805.V_for_Vendetta
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sandman, Vol. 1: Preludes & Nocturnes","Gaiman, Neil*",1563892278,9781563892271,1563892278,240        pp,4.25,"264,362",1988,"Dec 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Hardcover,view,/book/show/23754.The_Sandman_Vol_1
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neverwhere        (London Below, #1)","Gaiman, Neil*",0060557818,9780060557812,0060557818,370        pp,4.17,"529,989","Sep 16, 1996","Sep 02, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Paperback,view,/book/show/14497.Neverwhere
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arrival,"Tan, Shaun",,,,132        pp,4.35,"56,661","Oct 12, 2007","Oct 12, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Hardcover,view,/book/show/920607.The_Arrival
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Watership Down        (Watership Down, #1)","Adams, Richard",038039586X,9780380395866,038039586X,478        pp,4.08,"480,843",Nov 1972,Jun 1975,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2009",,Mass Market Paperback,view,/book/show/76620.Watership_Down
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cruddy,"Barry, Lynda",068483846X,9780684838465,068483846X,305        pp,4.16,"6,425",1999,"Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am trying to give this 5 stars, but good reads isn't working right now. This book is amazing. I am trying to give this 5 stars, but good reads isn't working right now. This book is amazing. ...more",Notes are private!,0,0,1,not set,not set,"Aug 24, 2009",,Paperback,view (with text),/book/show/29015.Cruddy
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories,"O'Connor, Flannery",0374626235,9780374626235,0374626235,555        pp,4.39,"39,195","Nov 08, 1971",1973,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Paperback,view,/book/show/40489.The_Complete_Stories
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental,"Smith, Ali",1400032180,9781400032181,1400032180,306        pp,3.36,"12,703","May 26, 2005","Apr 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Paperback,view,/book/show/127630.The_Accidental
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nick & Norah's Infinite Playlist,"Levithan, David*",0375835318,9780375835315,0375835318,183        pp,3.69,"84,330","Jan 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Hardcover,view,/book/show/25373.Nick_Norah_s_Infinite_Playlist
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,365","Jan 01, 1930","Jan 30, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Paperback,view,/book/show/77013.As_I_Lay_Dying
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,472","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Mass Market Paperback,view,/book/show/5470.1984
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces,"Toole, John Kennedy",0802130208,9780802130204,0802130208,394        pp,3.89,"275,445","May 01, 1980",Jan 1994,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Paperback,view,/book/show/310612.A_Confederacy_of_Dunces
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",1594489580,9781594489587,1594489580,335        pp,3.89,"263,639","Sep 06, 2007","Sep 06, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Hardcover,view,/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,744","Sep 30, 2008","Sep 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good children's book, but not totally engaging for older readers.A good children's book, but not totally engaging for older readers....more",Notes are private!,0,0,1,not set,not set,"Apr 02, 2009",,Hardcover,view (with text),/book/show/2213661.The_Graveyard_Book
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master and Margarita,"Bulgakov, Mikhail",0679760806,9780679760801,0679760806,372        pp,4.29,"353,361",1967,Mar 1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 02, 2009","Mar 23, 2009",,Paperback,view,/book/show/117833.The_Master_and_Margarita
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anansi Boys,"Gaiman, Neil*",0060515198,9780060515195,0060515198,387        pp,4.04,"222,506","Sep 20, 2005","Sep 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 12, 2009",,Mass Market Paperback,view,/book/show/2744.Anansi_Boys
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Gods        (American Gods, #1)","Gaiman, Neil*",,,,635        pp,4.11,"925,193","Jun 19, 2001","Mar 04, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 12, 2009",,Paperback,view,/book/show/4407.American_Gods
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Known World,"Jones, Edward P.",0061159174,9780061159176,0061159174,388        pp,3.83,"41,276",Sep 2003,"Aug 29, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 12, 2009",,Paperback,view,/book/show/67.The_Known_World
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,647",2000,Jul 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 14, 2009",,Mass Market Paperback,view,/book/show/10569.On_Writing
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,691","Sep 19, 2000","Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 23, 2009","Jan 13, 2009",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cure for Death by Lightning,"Anderson-Dargatz, Gail*",1860493874,9781860493874,1860493874,304        pp,3.70,"6,675",1996,"Jan 01, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2009",,Paperback,view,/book/show/824173.The_Cure_for_Death_by_Lightning
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sophie’s Choice,"Styron, William",0679736379,9780679736370,0679736379,562        pp,4.17,"91,060",1979,"Mar 03, 1992",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Paperback,view,/book/show/228560.Sophie_s_Choice
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the White City,"Larson, Erik*",0739303406,9780739303405,0739303406,15        pp,4.00,"682,611","Feb 11, 2003","Feb 11, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Audio Cassette,view,/book/show/21996.The_Devil_in_the_White_City
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Killer,"Alexie, Sherman",009926823X,9780099268239,009926823X,432        pp,3.78,"8,110",1996,1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2008",,Paperback,view,/book/show/52878.Indian_Killer
