,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackberry Winter,"Jio, Sarah*",0452298385,9780452298385,0452298385,286        pp,4.00,"19,276","Sep 01, 2012","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd rate this more a 3.5. Good writing and an intriguing intertwined plot. The story unfolds, moving back and forth between Claire a modern day reportI'd rate this more a 3.5. Good writing and an intriguing intertwined plot. The story unfolds, moving back and forth between Claire a modern day reporter, and Vera, a depression era single mom. The plot twists are engaging, even if a bit convenient.This is my first Sarah Jio novel. I'd be interested to hear where fans rate this one compared to some others. ...more",Notes are private!,0,4,1,not set,not set,"Jun 09, 2014",,Paperback,view (with text),/book/show/13543138-blackberry-winter
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lowcountry Summer        (Lowcountry Tales, #7)","Frank, Dorothea Benton",0061961175,9780061961175,0061961175,344        pp,3.88,"7,364","Jul 01, 2002","Jun 15, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 05, 2014","Jun 06, 2014","Jun 05, 2014",,Hardcover,view,/book/show/7721416-lowcountry-summer
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,732","Nov 16, 2010","Nov 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I gave this 4stars because it is very well researched and documented. I would rate it lower for reading pleasure. I know based on many s that I I gave this 4stars because it is very well researched and documented. I would rate it lower for reading pleasure. I know based on many s that I am in the minority. I found it technical with a reporter-like tone that didn't appeal to me...more,Notes are private!,0,1,1,"Jun 03, 2014","Jun 03, 2014","Jun 03, 2014",,Hardcover,view (with text),/book/show/8664353-unbroken
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Is Missing,"Healey, Emma*",0241003504,9780241003503,0241003504,275        pp,3.72,"67,906","Mar 13, 2014","Jun 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 01, 2014",,Hardcover,view,/book/show/18481678-elizabeth-is-missing
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snow Queen,"Cunningham, Michael*",0374266328,9780374266325,0374266328,258        pp,3.08,"7,334",May 2014,"May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2014",,Hardcover,view,/book/show/18490596-the-snow-queen
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,420","Apr 01, 2014","Apr 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a special book. The quirky and lovable characters, the literary references, the love story and hope. Some parts hit so close to my heart. Read thWhat a special book. The quirky and lovable characters, the literary references, the love story and hope. Some parts hit so close to my heart. Read this book. It's been a while since I read the last page and wanted to go right back to page one and start over. This is that book!...more",Notes are private!,0,17,1,"May 28, 2014","May 31, 2014","May 28, 2014",,Hardcover,view (with text),/book/show/18293427-the-storied-life-of-a-j-fikry
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map of True Places,"Barry, Brunonia*",0061624780,9780061624780,0061624780,403        pp,3.66,"6,268",2010,"May 04, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An incredibly well crafted novel with surprising and believable plot twists, mystery, and compelling characters. . Brunonia Barry has a special talentAn incredibly well crafted novel with surprising and believable plot twists, mystery, and compelling characters. . Brunonia Barry has a special talent for moving between character point of view in a way that never disrupts the pace or flow of the story. I wanted to keep turning the page and also wanted to make myself read slowly and savor the writing...more",Notes are private!,0,5,1,"May 25, 2014","May 28, 2014","May 25, 2014",,Hardcover,view (with text),/book/show/7005509-the-map-of-true-places
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Couldn't Love You More,"Medoff, Jillian*",0446584622,9780446584623,0446584622,399        pp,3.56,"2,897","Jan 01, 2012","May 15, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 22, 2014","May 23, 2014","May 22, 2014",,Paperback,view,/book/show/13528507-i-couldn-t-love-you-more
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sisters,"Roth, Ann*",0821780352,9780821780350,0821780352,341        pp,3.39,104,"Jan 01, 2008","Jan 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An easy read. More a 2.5 than a 3 due to Predictable cliche plot and characters.,Notes are private!,0,0,1,not set,not set,"May 17, 2014",,Paperback,view (with text),/book/show/5266076-my-sisters
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Water,"Kline, Christina Baker*",0060995130,9780060995133,0060995130,285        pp,3.35,"8,144","May 01, 1993","Jan 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 16, 2014",,Paperback,view,/book/show/578950.Sweet_Water
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Castaways        (Nantucket, #2)","Hilderbrand, Elin*",0316043893,9780316043892,0316043893,359        pp,3.73,"48,730","Jul 07, 2009","Jul 07, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2014",,Hardcover,view,/book/show/6080822-the-castaways
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life with Bread Crumbs,"Quindlen, Anna",1400065755,9781400065752,1400065755,252        pp,3.67,"51,909",2014,"Jan 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have been a Anna Quindlin fan since reading the first few sentences of Black and Blue 10 or 15 years ago. I still remember getting chills reading abI have been a Anna Quindlin fan since reading the first few sentences of Black and Blue 10 or 15 years ago. I still remember getting chills reading about the abusive husband's butterscotch syrup voice. I was hooked. One of Anna Quindlin's many talents is creating complex and relatable characters. She's done it again in Still Life With Breadcrumbs with Rebecca and her new friend Jim Nates. Even the dog is worth caring about. This not a fast paced action packed plot driven story. It's interesting characters and just enough happens to keep me turning the pages...more,Notes are private!,0,14,1,"May 07, 2014","May 13, 2014","May 07, 2014",,Hardcover,view (with text),/book/show/17884042-still-life-with-bread-crumbs
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Love,"Miller, Sue",0060929995,9780060929992,0060929995,352        pp,3.43,"2,192","Apr 01, 1993","Jan 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 24, 2014",,Paperback,view,/book/show/824785.For_Love
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back Roads,"O'Dell, Tawni*",0451212452,9780451212450,0451212452,352        pp,3.75,"26,416","Dec 27, 1999","Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 24, 2014",,Paperback,view,/book/show/174403.Back_Roads
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning Ruth,"Schwarz, Christina*",0345439104,9780345439109,0345439104,368        pp,3.75,"83,247",2000,"Jul 31, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 24, 2014",,Paperback,view,/book/show/5171.Drowning_Ruth
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelter Me,"Fay, Juliette*",0061673390,9780061673399,0061673390,415        pp,3.88,"8,808",unknown,"Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 24, 2014",,Paperback,view,/book/show/4701057-shelter-me
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Angels Tread,"Livingstone, Loretta*",149295182X,9781492951827,149295182X,68        pp,4.26,23,"Mar 27, 2014","Apr 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2014",,Paperback,view,/book/show/21897994-where-angels-tread
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Over,"Kephart, Beth*",1452124574,9781452124575,1452124574,264        pp,3.58,846,"Mar 04, 2014","Apr 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received an ARC copy of Going Over in a Goodreads YA for teachers giveaway in exchange for an honest . I've been a Beth Kephart fan since hearI received an ARC copy of Going Over in a Goodreads YA for teachers giveaway in exchange for an honest . I've been a Beth Kephart fan since hearing her read at a conference several years ago. In Going Over her writing hits the enviable ( at least for this writer) sweet spot where lyrical prose manages to remain transparent and accessible. The poetry in her prose invokes emotion without being sentimental or calling attention to itself. Bravo.Ada and Stefan are a young couple in love and in danger. Their relationship is shaped by the world they live in--1980's Berlin. Ada lives on the free West side of the dividing wall, and Stefan lives on the east side. Their grandmothers were best friends as young girls and their friendship, like Ada'a and Stefan's love, has endured in spite of the wall and limitations it imposes on togetherness. Ada is strong willed, brave, rebellious. A daycare teacher by day, and a graffiti artist by night, she paints out her frustration and longing, ""graffing"" a mural of heroes in the fight for freedom. At its heart, Going Over is a love story. Distinctive and sympathetic characters like Ada and Stefan's grandmothers and Savas and Meryem (children in the daycare where Ada works) make it so much more.The POV in Going Over alternates between Ada's first person, present account, and Stefan's second person perspective. The immediacy and intimacy of first person present tense engaged me in Ada's chapters. The choice of second person for Stefan's chapters confounded me. It created distance--a sense that Stefan was detached not only from the reader but from himself and his life. Perhaps that is exactly what Ms. Kephart intended. She is too good of a writer to not have carefully crafted this choice. Still, I kept thinking the reason for choosing second person would become apparent. For me, it never did. ...more",Notes are private!,0,6,1,"Apr 21, 2014","Apr 27, 2014","Apr 21, 2014",,Hardcover,view (with text),/book/show/17352909-going-over
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Slant of Sun: One Child's Courage,"Kephart, Beth*",0688172288,9780688172282,0688172288,256        pp,4.04,294,"Jun 01, 1998","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 21, 2014",,Paperback,view,/book/show/419082.A_Slant_of_Sun
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Time Gone,"White, Karen*",0451240464,9780451240460,0451240464,432        pp,4.10,"8,193","Jun 03, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2014",,Hardcover,view,/book/show/18693656-a-long-time-gone
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Point,"Graver, Elizabeth*",0062184857,9780062184856,0062184857,368        pp,3.20,"2,193","Jan 01, 2013","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2014",,Paperback,view,/book/show/18090022-the-end-of-the-point
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Barefoot Season        (Blackberry Island, #1)","Mallery, Susan*",0778313387,9780778313380,0778313387,368        pp,4.00,"15,712","Mar 27, 2012","Apr 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of those times I wish I could rate 3 1/2 or 3 3/4. Will definitely read more from this author. An easy read with sympathetic characters thThis is one of those times I wish I could rate 3 1/2 or 3 3/4. Will definitely read more from this author. An easy read with sympathetic characters that pulled me in earl and kept me turning pages. The plot is a little predictable and some characterizations too catty or cliche. Still, a good, solid chick lit read...more",Notes are private!,0,0,1,"Apr 09, 2014","Apr 14, 2014","Apr 09, 2014",,Paperback,view (with text),/book/show/12777901-barefoot-season
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire Girls,"Hayes, Suzanne",0778316297,9780778316299,0778316297,304        pp,3.31,"1,231","Jan 01, 2014","May 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2014",,Paperback,view,/book/show/18528422-empire-girls
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beekeeper's Ball        (Bella Vista Chronicles, #2)","Wiggs, Susan*",0778314480,9780778314486,0778314480,368        pp,4.01,"11,505","Jan 01, 2014","Jun 24, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2014",,Hardcover,view,/book/show/18528409-the-beekeeper-s-ball
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Woman of Fortune        (Texas Gold, #1)","Gilbert, Kellie Coates*",0800722728,9780800722722,0800722728,336        pp,4.19,"2,180","May 27, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2014",,Paperback,view,/book/show/18637167-a-woman-of-fortune
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother of Pearl,"Gilbert, Kellie Coates*",1426733437,9781426733437,1426733437,304        pp,4.23,279,unknown,"Sep 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2014",,Paperback,view,/book/show/14322812-mother-of-pearl
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dented Cans,"Walsh, Heather*",1480268976,9781480268975,1480268976,150        pp,3.23,263,"Nov 02, 2012","Nov 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received this book in a give-away in exchange for an honest . The writing flows easily and the author, who clearly has writing talent, took caI received this book in a give-away in exchange for an honest . The writing flows easily and the author, who clearly has writing talent, took care to carefully edit. The story is told from the point of view of 16 year-old Hannah, who has two younger brothers, a mother who has frequent headaches and a scrapbook obsession, and a father who collects rocks and hoards dented cans. While each character has quirky behavior, the lack of specific enough detail in action and dialogue made it difficult to visualize and connect to them. These were all potentially interesting and sympathetic characters and more showing instead of telling would help the reader to get to know them better and connect emotionally. I enjoyed Hannah's sense of humor, but without that character connection it felt like there was not much at stake, even when the family secret is revealed near the end of the book....more",Notes are private!,0,1,1,"Apr 05, 2014","Apr 08, 2014","Apr 02, 2014",,Paperback,view (with text),/book/show/17622598-dented-cans
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Story,"Rosnay, Tatiana de*",1250045134,9781250045133,1250045134,307        pp,2.73,"5,699",2013,"Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2014",,Hardcover,view,/book/show/18404143-the-other-story
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Edgar Sawtelle,"Wroblewski, David",0061374229,9780061374227,B005DIGU4O,566        pp,3.64,"98,774","Jun 01, 2008","Jun 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Skillfully written and crafted story. The author brings his characters to life and made me care about them, including the dog characters, and I'm not Skillfully written and crafted story. The author brings his characters to life and made me care about them, including the dog characters, and I'm not a dog person. The details about dog training were intriguin. For me at times slowed the story and made it a slow read....more",Notes are private!,0,3,1,"Mar 27, 2014","Apr 05, 2014","Mar 27, 2014",,Hardcover,view (with text),/book/show/2731276-the-story-of-edgar-sawtelle
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer We Fell Apart,"Antalek, Robin*",0061782165,9780061782169,0061782165,367        pp,3.42,"1,695","Dec 16, 2009","Jan 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 27, 2014",,Paperback,view,/book/show/6612868-the-summer-we-fell-apart
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The No. 1 Ladies' Detective Agency        (No. 1 Ladies' Detective Agency, #1)","McCall Smith, Alexander*",1400034779,9781400034772,1400034779,235        pp,3.81,"265,145",1998,"Feb 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I read this book as part of a book club challenge to read a book from a series. I was plea toy surprised how much I enjoyed the # 1 lady detective's vI read this book as part of a book club challenge to read a book from a series. I was plea toy surprised how much I enjoyed the # 1 lady detective's voice and ingenuity. A fun and engaging read...more,Notes are private!,0,5,1,"Mar 16, 2014","Mar 18, 2014","Mar 16, 2014",,Paperback,view (with text),/book/show/7061.The_No_1_Ladies_Detective_Agency
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Impossible Knife of Memory,"Anderson, Laurie Halse*",0670012092,9780670012091,0670012092,391        pp,3.91,"28,911","Jan 02, 2014","Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2014",,Hardcover,view,/book/show/18079527-the-impossible-knife-of-memory
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rescue,"Shreve, Anita",0316020729,9780316020725,0316020729,288        pp,3.36,"16,002","Jan 01, 2010","Nov 30, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2014","Mar 16, 2014","Mar 12, 2014",,Hardcover,view,/book/show/7914058-rescue
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brood X,"Stockman, Dan*",1492213306,9781492213307,1492213306,180        pp,4.36,14,"Oct 20, 2013","Oct 21, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dan Stockman's debut novel is a solid 3.5. Stretched rating to 4 for a few reasons. It's an impressive debut for his first journey into fiction. His wDan Stockman's debut novel is a solid 3.5. Stretched rating to 4 for a few reasons. It's an impressive debut for his first journey into fiction. His writing flows and is accessible as he tackles a complex structure, paralleling his story with factual details about the life cycle of the cicada. And, he did a great job editing, a very clean MS which isn't also so for self pubs. Much of the story is told via internal dialogue. This cerebral tone made it harder for me to connect to and get to know the characters. Some of the dialogue could more specifically reveal character, and some had me questioning if a teen or parent would really say that. Ultimately, the cerebral tone aligns with the surprise ending. I did not see it coming...more",Notes are private!,0,2,1,"Mar 07, 2014","Mar 12, 2014","Mar 07, 2014",,Paperback,view (with text),/book/show/18834925-brood-x
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",,,,270        pp,3.85,"236,059","Mar 25, 2008","Mar 25, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Great writing. . . didn't love Olive or the linked short stories formatGreat writing. . . didn't love Olive or the linked short stories format...more,Notes are private!,0,1,1,not set,not set,"Mar 07, 2014",,Hardcover,view (with text),/book/show/1736739.Olive_Kitteridge
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The BabyBird Guide to Job Hunting: Aim, Focus, and Land the One You Want","Smith, Vicky",,,B00EZGN75A,29        pp,4.00,1,"Sep 04, 2013","Sep 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This easy to read guide provides a simple and focused approach to job hunting. It is updated to include social networking info. I especially like the This easy to read guide provides a simple and focused approach to job hunting. It is updated to include social networking info. I especially like the way it shows the traditional approach and how it's changed or changing in the current market. Less experienced job hunters or those that have been out of the job hunt market for a while will find this a very helpful, quick read. ...more",Notes are private!,0,0,1,not set,not set,"Mar 06, 2014",,Kindle Edition,view (with text),/book/show/20438787-the-babybird-guide-to-job-hunting
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces,"Toole, John Kennedy",0802130208,9780802130204,0802130208,394        pp,3.89,"275,437","May 01, 1980",Jan 1994,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 06, 2014",not set,"Mar 06, 2014",,Paperback,view,/book/show/310612.A_Confederacy_of_Dunces
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,886","Sep 01, 2005","Feb 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2014",,Paperback,view,/book/show/7815.The_Year_of_Magical_Thinking
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unexpected Legacy,"Deluca, Darlene*",1481021737,9781481021739,1481021737,370        pp,3.77,53,"Jan 03, 2013","Jan 03, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2014",,Paperback,view,/book/show/17211326-unexpected-legacy
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729085,9781476729084,1476729085,292        pp,4.02,"556,306","Jan 30, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 21, 2014","Mar 02, 2014","Feb 21, 2014",,Hardcover,view,/book/show/16181775-the-rosie-project
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Knit the Season        (Friday Night Knitting Club, #3)","Jacobs, Kate",0399156380,9780399156380,0399156380,260        pp,3.47,"8,740","Nov 03, 2009","Nov 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2014","Feb 22, 2014","Feb 20, 2014",,Hardcover,view,/book/show/6435043-knit-the-season
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,321","Sep 01, 2005","Mar 14, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wish I could give this book 7 stars, it is THAT good. This is a must, buy, must read, must own. Ever since reading Anne Frank's The Diary of a YoungI wish I could give this book 7 stars, it is THAT good. This is a must, buy, must read, must own. Ever since reading Anne Frank's The Diary of a Young Girl as a child, I've had a special place in my reading heart for character driven stories about World War II. QB7, Mila 18, Sarah's Key, The Lost Wife, Letters From Berlin. The Book Thief nudges the others to sit at the top of the list....more",Notes are private!,0,7,1,"Mar 18, 2014","Mar 22, 2014","Feb 20, 2014",,Kindle Edition,view (with text),/book/show/19063.The_Book_Thief
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lost Lake        (Lost Lake, #1)","Allen, Sarah Addison*",125001980X,9781250019806,125001980X,296        pp,3.89,"36,372","Jan 21, 2014","Jan 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An easy, interesting enough read. Not what I expected based on some s. I found Kate and Devin engaging. Many other characters felt one-dimensionAn easy, interesting enough read. Not what I expected based on some s. I found Kate and Devin engaging. Many other characters felt one-dimensional and some like Cricket and Selma are cliches. The plot sort of hummed along predictably, a lot problems conveniently resolved. ...more",Notes are private!,0,4,1,"Apr 27, 2014",May 2014,"Feb 19, 2014",,Hardcover,view (with text),/book/show/13481275-lost-lake
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden State,"Richmond, Michelle*",0385343280,9780385343282,0385343280,288        pp,3.58,"1,704","Jan 01, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2014",,Paperback,view,/book/show/18050090-golden-state
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,119","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautifully crafted and written literature,Notes are private!,0,4,1,"Feb 16, 2014","Feb 19, 2014","Feb 16, 2014",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs of the Humpback Whale,"Picoult, Jodi*",0743431014,9780743431019,B002TEBUYU,346        pp,3.22,"35,411","Mar 25, 1992","Jan 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 15, 2014",,Paperback,view,/book/show/10914.Songs_of_the_Humpback_Whale
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aviator's Wife,"Benjamin, Melanie*",0345528670,9780345528674,0345528670,416        pp,3.91,"73,848",Jan 2013,"Jan 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 07, 2014","Feb 23, 2014","Feb 07, 2014",,Hardcover,view,/book/show/13642950-the-aviator-s-wife
