,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,803","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,336","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Kindle Edition,view,/book/show/34912895-the-great-alone
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mothers,"Bennett, Brit*",0399184511,9780399184512,0399184511,288        pp,3.89,"119,144","Oct 11, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/28815371-the-mothers
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,046","Oct 08, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/21853621-the-nightingale
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Kristof, Nicholas D.*",0307267148,9780307267146,0307267148,294        pp,4.28,"54,852","Sep 08, 2008","Sep 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/6260997-half-the-sky
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Dancer,"Coates, Ta-Nehisi",,,,416        pp,4.07,"110,070","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/43982054-the-water-dancer
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,183","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/30555488-the-underground-railroad
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0679746048,9780679746041,0679746048,169        pp,3.93,"244,119",1993,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/68783.Girl_Interrupted
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,872","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/29044.The_Secret_History
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,608","Jul 09, 2019","Jul 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is more a 2.5. I don’t think I really understood the point? Or, her point was to write a book about desire and it was just tragedy at every turn?This is more a 2.5. I don’t think I really understood the point? Or, her point was to write a book about desire and it was just tragedy at every turn? Idk would love some other thoughts ...more",Notes are private!,0,0,1,"Jul 24, 2022","Jul 31, 2022","Jan 24, 2021",,Hardcover,view (with text),/book/show/42201100-three-women
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,658","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/44318414-the-dutch-house
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,895","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/32148570-before-we-were-yours
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"549,942","Jun 26, 2014","Jun 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",1408816032,9781408816035,1408816032,352        pp,4.33,"1,484,859","Sep 20, 2011","Sep 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/11250317-the-song-of-achilles
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,893","May 29, 2003",May 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/77203.The_Kite_Runner
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,405",1868,"Apr 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/1934.Little_Women
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,616","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",1554681723,9781554681723,1554681723,336        pp,4.23,"520,329","May 13, 2008","May 13, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/3153910-the-art-of-racing-in-the-rain
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,695","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/35959740-circe
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,145","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/17333223-the-goldfinch
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0143135163,9780143135166,0143135163,368        pp,4.08,"1,175,302","Sep 12, 2017","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/51704136-little-fires-everywhere
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,624","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/35133922-educated
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,166,985",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/40097951-the-silent-patient
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,271","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,ebook,view,/book/show/36809135-where-the-crawdads-sing
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,687","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/25614492-salt-to-the-sea
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,384","Aug 28, 2018","Apr 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/41057294-normal-people
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,488",May 2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/128029.A_Thousand_Splendid_Suns
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,461","May 01, 2017","May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/32487617-beneath-a-scarlet-sky
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hood Feminism: Notes from the Women That a Movement Forgot,"Kendall, Mikki*",,,,267        pp,4.38,"51,289","Feb 25, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 28, 2021","Feb 04, 2021","Jan 24, 2021",,Hardcover,view,/book/show/36687229-hood-feminism
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,267","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/27161156-hillbilly-elegy
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alice Network,"Quinn, Kate*",,,,503        pp,4.32,"491,835","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/32051912-the-alice-network
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",0143135694,9780143135692,0143135694,304        pp,4.27,"685,337","Jun 01, 1982","Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Paperback,view,/book/show/52892857-the-color-purple
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Every Morning the Way Home Gets Longer and Longer,"Backman, Fredrik*",,,B01INMZKD8,97        pp,4.33,"92,566","Aug 24, 2015","Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Kindle Edition,view,/book/show/31373633-and-every-morning-the-way-home-gets-longer-and-longer
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Us Against You        (Beartown, #2)","Backman, Fredrik*",1501160796,9781501160790,1501160796,448        pp,4.36,"192,551","Aug 21, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/36373463-us-against-you
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,724","Apr 25, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/49127718-anxious-people
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandmother Asked Me to Tell You She's Sorry,"Backman, Fredrik*",1501115065,9781501115066,1501115065,372        pp,4.08,"244,469","Sep 04, 2013","Jun 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,,432        pp,4.29,"439,171","Sep 15, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Kindle Edition,view,/book/show/33413128-beartown
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,652","Aug 27, 2012","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/18774964-a-man-called-ove
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,120","Oct 27, 2016","Oct 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book really gave me so much to think about and think through. I am still digesting it but highly recommend. It flips the role of men and women onThis book really gave me so much to think about and think through. I am still digesting it but highly recommend. It flips the role of men and women on its head in an exploration of the changing of the power dynamic between the two genders that dictates society and each individual’s place in the world. The author brilliantly ties the story together in the last pages. ...more,Notes are private!,0,1,1,"Feb 03, 2021","Feb 25, 2021","Jan 24, 2021",,Hardcover,view (with text),/book/show/29751398-the-power
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,495","Jun 02, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2021","Jan 26, 2021","Jan 24, 2021",,Hardcover,view,/book/show/51791252-the-vanishing-half
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Institute,"King, Stephen*",,,,561        pp,4.20,"270,828","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/43798285-the-institute
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask Again, Yes","Keane, Mary Beth*",1982106980,9781982106980,1982106980,388        pp,3.94,"192,353","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/42201996-ask-again-yes
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men We Reaped,"Ward, Jesmyn*",160819521X,9781608195213,160819521X,256        pp,4.30,"23,759","Sep 17, 2013","Sep 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 03, 2021not set","Jan 22, 2021not set","Jan 24, 2021",,Hardcover,view,/book/show/17286683-men-we-reaped
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",1400096898,9781400096893,1400096898,503        pp,4.15,"2,000,909",1997,"Nov 22, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2019",,Mass Market Paperback,view,/book/show/929.Memoirs_of_a_Geisha
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,058","Feb 10, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2019",,Hardcover,view,/book/show/4667024-the-help
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Bridge,"Orringer, Julie*",0307713547,9780307713544,0307713547,28        pp,4.18,"52,788","May 04, 2010","May 04, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2019",,Audiobook,view,/book/show/7274337-the-invisible-bridge
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,335","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2019",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,397","Sep 01, 2005","Mar 14, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2019",,Kindle Edition,view,/book/show/19063.The_Book_Thief
