,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iskre nalik zvezdama,"Hashimi, Nadia*",865214723X,9788652147236,865214723X,464        pp,4.29,"19,312","Mar 02, 2021","Nov 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odlična, vjerodostojna, autentična. Najzreliji roman Nadije Hašimi.Roman prati sudbinu djevojčice koja preživi ubistvo kraljevske porodice i vlastite Odlična, vjerodostojna, autentična. Najzreliji roman Nadije Hašimi.Roman prati sudbinu djevojčice koja preživi ubistvo kraljevske porodice i vlastite porodice. Emigrira u Ameriku gdje je nakon trideset godina duhovi prošlosti pronalaze......more",Notes are private!,0,10,1,"Oct 06, 2023","Oct 11, 2023","Jul 16, 2023",,Paperback,view (with text),/book/show/63838287-iskre-nalik-zvezdama
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Na kraju duge,"Ahern, Sesilija",8674366767,9788674366769,8674366767,431        pp,3.94,"132,044","Nov 08, 2004","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Paperback,view,/book/show/11742520-na-kraju-duge
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dobrota,"İşigüzel, Şebnem",,,,194        pp,3.78,267,"Feb 01, 2019",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pročitah Dobrotu u jednom danu. Nije me oborila s nogu, ali nije bila ni dosadna. Sve su svemu solidna trojka.",Notes are private!,0,4,1,"Mar 05, 2024","Mar 05, 2024","Jul 12, 2023",,Paperback,view (with text),/book/show/74957744-dobrota
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Putnici s perona 5,"Pooley, Clare*",,9789533607702,,336        pp,4.20,"47,336","May 26, 2022","Jun 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Zvjezdica manje zbog stalnog insistiranja na temi i popularizaciji LGBT skupine.,Notes are private!,0,3,1,"Jul 10, 2023","Jul 14, 2023","Jul 10, 2023",,Mass Market Paperback,view (with text),/book/show/153500358-putnici-s-perona-5
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poslednji izgnanici,"Shin, Ann*",,9788660358860,,327        pp,3.70,"1,882","Apr 06, 2021",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2023",,Paperback,view,/book/show/60209856-poslednji-izgnanici
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ženski razgovori,"Radović, Dušan",,,,161        pp,3.69,345,1996,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Onako. Solidno. Neke priče su pretjerane.,Notes are private!,0,7,1,"Jul 07, 2023","Jul 07, 2023","Jul 07, 2023",,Paperback,view (with text),/book/show/17160303-enski-razgovori
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Najduže putovanje,"Sparks, Nicholas*",8652120927,9788652120925,8652120927,440        pp,4.16,"142,594","Apr 23, 2012","Dec 18, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 03, 2023","Jul 06, 2023","Jul 03, 2023",,Paperback,view,/book/show/28238190-najdu-e-putovanje
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zabava tek počinje,"Kinsella, Sophie*",,9788652143436,,312        pp,3.78,"37,307","Oct 19, 2021","Dec 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Preživjela sam i gore knjige,Notes are private!,0,1,1,Jul 2023,"Jul 03, 2023","Jul 01, 2023",,Paperback,view (with text),/book/show/59660372-zabava-tek-po-inje
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gospodin pogrešni,"Bobić Mojsilović, Mirjana",,,,220        pp,3.73,49,"Oct 01, 2010",Oct 2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Prvi susret sa ovom autoricom i pozitivno iznenađenje. Roman ocjenjujem sa 3.5.,Notes are private!,0,1,1,Jul 2023,Jul 2023,"Jul 01, 2023",,Paperback,view (with text),/book/show/12980656-gospodin-pogre-ni
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Labirint,"Sönmez, Burhan",6069783700,9786069783702,6069783700,208        pp,3.59,931,"Sep 14, 2018","May 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solidno i drugačije.,Notes are private!,0,3,1,"Jun 28, 2023","Jun 29, 2023","Jun 28, 2023",,Paperback,view (with text),/book/show/58034107-labirint
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rusalkin poljubac,"Quinn, Kate*",,9788652144280,,572        pp,4.30,"164,679","Feb 26, 2019","Feb 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Spoj folklora i narodnog vjerovanja spojen sa omiljenom temom II svjetskog rata je rezultiralo romanom koji me oduševio. Najbolji pročitani roman ove Spoj folklora i narodnog vjerovanja spojen sa omiljenom temom II svjetskog rata je rezultiralo romanom koji me oduševio. Najbolji pročitani roman ove godine ...more,Notes are private!,0,11,1,"Jun 25, 2023","Jun 28, 2023","Jun 25, 2023",,Paperback,view (with text),/book/show/60227322-rusalkin-poljubac
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nezaboravno ljeto Mary Jane,"Blau, Jessica Anya",,9789533605692,,320        pp,4.15,"83,889","May 11, 2021",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Divna ljetna priča. Uživala sam u svakoj stranici.,Notes are private!,0,2,1,"Jun 23, 2023","Jun 25, 2023","Jun 23, 2023",,Mass Market Paperback,view (with text),/book/show/61369882-nezaboravno-ljeto-mary-jane
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dejzi Džouns i Šestorka,"Reid, Taylor Jenkins*",,9788652140503,,368        pp,4.21,"1,487,020","Mar 05, 2019","Feb 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Paperback,view,/book/show/57288368-dejzi-d-ouns-i-estorka
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nestao,"Belle, Kimberly*",,9789533235219,,332        pp,3.79,"13,342","Jun 26, 2018",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2023","Jun 21, 2023","Jun 19, 2023",,Paperback,view,/book/show/45483952-nestao
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jedna ruža sama,"Barbery, Muriel",,9788677029562,,158        pp,3.46,"3,359","May 04, 2022",2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 15, 2023","Jun 16, 2023","Jun 15, 2023",,Paperback,view,/book/show/58910296-jedna-ru-a-sama
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uspećeš, draga moja","Martin-Lugand, Agnès",8652146306,9788652146307,8652146306,240        pp,3.86,"4,290","Jun 01, 2014","Dec 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 06, 2023","Jun 10, 2023","Jun 06, 2023",,Paperback,view,/book/show/123171431-uspe-e-draga-moja
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sol u moru,"Sepetys, Ruta*",,9789533436333,,368        pp,4.36,"211,708","Feb 02, 2016",Dec 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odlična!,Notes are private!,0,6,1,"Jun 02, 2023","Jun 06, 2023","Jun 02, 2023",,Mass Market Paperback,view (with text),/book/show/36619343-sol-u-moru
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kći moje najbolje prijateljice,"Koomson, Dorothy*",,9789533241739,,402        pp,4.05,"22,019","Jan 01, 2006",2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Najlošija pročitana od ove autorice. Neuvjerljivo. Banalizirano.,Notes are private!,0,8,1,"May 27, 2023","May 30, 2023","May 27, 2023",,Mass Market Paperback,view (with text),/book/show/13180346-k-i-moje-najbolje-prijateljice
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pisma izgubljenoj ljubavi,"Grey, Iona*",,9789533432809,,408        pp,4.17,"10,232",Apr 2015,"Nov 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sve u svemu, jedna lijepa priča sa dosta predvidivih momenata. Zasniva se na spoju prošlosti i sadašnjosti, sa neizbježnim hepiendom.Ništa što već nisSve u svemu, jedna lijepa priča sa dosta predvidivih momenata. Zasniva se na spoju prošlosti i sadašnjosti, sa neizbježnim hepiendom.Ništa što već nisam čitala na ovu temu, ali visoku ocjenu dajem jer mi je roman bio nenaporan i pomogao mi da razbijem jednomjesečnu blokadu u čitanju....more",Notes are private!,0,6,1,"May 12, 2023","May 15, 2023","May 12, 2023",,Hardcover,view (with text),/book/show/27833031-pisma-izgubljenoj-ljubavi
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Postskriptum        (P.S. I Love You, #2)","Ahern, Cecelia",,9788652138753,,304        pp,4.09,"19,138","Sep 19, 2019","Sep 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Više mi se svidjela od prvog dijela...,Notes are private!,0,2,1,"Apr 09, 2023","Apr 11, 2023","Apr 09, 2023",,Paperback,view (with text),/book/show/55437062-postskriptum
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I ja sam iz Srebrenice,"Hodžić, Fikret",,9789958097508,,107        pp,4.30,244,"Jan 01, 2013",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2013,Feb 2013,"Apr 09, 2023",,Paperback,view,/book/show/18634343-i-ja-sam-iz-srebrenice
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljubav u ranjenoj zemlji,"Sasson, Jean*",8677102280,9788677102289,B004HC5APW,303        pp,4.00,"2,712",2007,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Priča o tragediji kurdskog naroda.,Notes are private!,0,1,1,"Apr 04, 2023","Apr 06, 2023","Apr 04, 2023",,Paperback,view (with text),/book/show/23120242-ljubav-u-ranjenoj-zemlji
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delikatnost,"Foenkinos, David",,9789532861013,,221        pp,3.79,"17,871",2009,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Delikatan roman. Svidio mi se. ❤️,Notes are private!,0,1,1,"Apr 03, 2023","Apr 04, 2023","Apr 03, 2023",,Paperback,view (with text),/book/show/25111994-delikatnost
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedeset imena za kišu,"Lemmie, Asha*",,9788610043112,,334        pp,3.88,"40,902","Sep 01, 2020",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odavno nisam pročitala roman koji me zaokupio i intrigirao kao ovaj.Jako vjerodostojna priča sa neočekivanim krajem.Uživala sam u svakoj stranici.,Notes are private!,0,20,1,"Mar 31, 2023","Apr 03, 2023","Mar 31, 2023",,Paperback,view (with text),/book/show/60857183-pedeset-imena-za-ki-u
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De reis van de lege flessen,"Abdolah, Kader",9052263795,9789052263793,9052263795,156        pp,3.32,"1,207",1997,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Volim kako piše Kader Abdulah.,Notes are private!,0,2,1,"Mar 31, 2023","Mar 31, 2023","Mar 31, 2023",,Hardcover,view (with text),/book/show/587654.De_reis_van_de_lege_flessen
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neobično pametna stvorenja,"Van Pelt, Shelby",,9789538400131,,404        pp,4.40,"541,203","May 03, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Paperback,view,/book/show/123027967-neobi-no-pametna-stvorenja
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nemoj se plašiti ovoga neba,"Planina, Vlatka*",,9789532632842,,64        pp,4.82,22,unknown,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Paperback,view,/book/show/31822931-nemoj-se-pla-iti-ovoga-neba
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Istinska ljubav,"Anderson, Catherine*",,9789533247342,,360        pp,3.94,"2,931",1997,"Feb 28, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odlična za razbibrigu,Notes are private!,0,4,1,"Mar 29, 2023","Mar 29, 2023","Mar 29, 2023",,Mass Market Paperback,view (with text),/book/show/17364695-istinska-ljubav
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ispod grčkog Mjeseca,"Kirkwood, Carol",,9789533720111,,364        pp,4.27,"3,102","Jul 08, 2021",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dosta neuvjerljvih detalja. Roman se brzo u lako čita, pravo štivo za plažu, bez opterećenja mozga.Ocjena 3",Notes are private!,0,4,1,"Oct 14, 2023","Oct 16, 2023","Mar 29, 2023",,Paperback,view (with text),/book/show/61141153-ispod-gr-kog-mjeseca
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Priče o crvenom sirku,Mo Yan,8652115737,9788652115730,8652115737,528        pp,3.79,"7,743",May 1987,"Oct 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surovo, nadrealistično i brutalno.",Notes are private!,0,5,1,"Mar 24, 2023","Mar 26, 2023","Mar 24, 2023",,Paperback,view (with text),/book/show/23298175-pri-e-o-crvenom-sirku
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Istanbulska lala,"Pala, İskender",,9788652129539,,488        pp,3.92,"2,085",Apr 2009,"Aug 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slojevito, teško djelo. Kraj mi je ostao nedorecen.",Notes are private!,0,1,1,"Mar 22, 2023","Mar 28, 2023","Mar 22, 2023",,Paperback,view (with text),/book/show/52757088-istanbulska-lala
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pogibija braće Morića,"Imamović, Enver",,,,343        pp,4.40,5,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/60824379-pogibija-bra-e-mori-a
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Chapter,"Bishop, Caroline*",1982196912,9781982196912,1982196912,416        pp,3.86,413,unknown,"May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/60893444-the-lost-chapter
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lavovi sa Pete avenije,"Davis, Fiona*",,9788652147663,8652147663,320        pp,3.90,"65,091","Aug 04, 2020","Jan 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/123289580-lavovi-sa-pete-avenije
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Girl of Berlin        (Daughters of New York, #2)","Carey, Ella*",1800192169,,B093L63KG4,326        pp,4.39,"2,177",unknown,"Jul 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Kindle Edition,view,/book/show/57944602-the-lost-girl-of-berlin
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dvije sestre,"Weiner, Jennifer*",,9789533605029,,469        pp,3.85,"89,162","Jun 11, 2019",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Hardcover,view,/book/show/60817713-dvije-sestre
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravitacije,"Marić, Senka",,9789958305795,,202        pp,3.94,72,unknown,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Snaga žena hercegovačkog podnevlja. Solidna proza.3.4,Notes are private!,0,2,1,"Mar 13, 2023","Mar 14, 2023","Mar 13, 2023",,Paperback,view (with text),/book/show/58446924-gravitacije
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Krivac,"Ballantyne, Lisa",861000385X,9788610003857,861000385X,296        pp,3.89,"11,382",2012,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odličan 5!,Notes are private!,0,2,1,"Mar 10, 2023","Mar 12, 2023","Mar 10, 2023",,Paperback,view (with text),/book/show/20656420-krivac
