,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Габриела's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,178","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Гениална, колосална. 700 страници, а се четат лесно като табела пътя... и тя самата е един път, който всеки от нас извървява. Пътят на порастването,наГениална, колосална. 700 страници, а се четат лесно като табела пътя... и тя самата е един път, който всеки от нас извървява. Пътят на порастването,на преосмислянето, на преобръщането на живота из основи.Цялата книга четох с усмивка на лице, а последните 50 страници - настръхнала. Засега - толкова. Като се съвзема, може да напиша нещо повече....more",Notes are private!,0,3,1,"Feb 15, 2015","Mar 24, 2015","Nov 25, 2013",,Paperback,view (with text),/book/show/2187.Middlesex
1493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,964","May 29, 2003",May 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 08, 2013","Nov 21, 2013","Nov 08, 2013",,Paperback,view,/book/show/77203.The_Kite_Runner
1494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,860",Sep 2002,"Jan 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 28, 2013","Nov 06, 2013","Oct 28, 2013",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
1495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Fidelity,"Hornby, Nick",1573225517,9781573225519,1573225517,323        pp,3.91,"201,519","Apr 13, 1995","May 05, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2013","Oct 28, 2013","Sep 14, 2013",,Paperback,view,/book/show/285092.High_Fidelity
1496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,PostSecret: Extraordinary Confessions from Ordinary Lives,"Warren, Frank",0060899190,9780060899196,0060899190,278        pp,3.99,"117,853","Nov 29, 2005","Nov 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2013",,Hardcover,view,/book/show/87640.PostSecret
1497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,217","Oct 15, 2007","Jul 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Hardcover,view,/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
1498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,138,526","Jan 10, 2012","Jan 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Hardcover,view,/book/show/11870085-the-fault-in-our-stars
1499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Земя за прицел,"Бъчварова, Свобода",9549075869,9789549075861,,310        pp,4.56,354,1984,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Paperback,view,/book/show/8031623
1500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Element: How Finding Your Passion Changes Everything,"Robinson, Ken",0670020478,9780670020478,0670020478,288        pp,3.86,"18,057","Jan 08, 2009","Jan 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Hardcover,view,/book/show/4224060-the-element
1501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burning Bright,"Steinbeck, John",014303944X,9780143039440,014303944X,93        pp,3.45,"2,669",1950,"Nov 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Paperback,view,/book/show/287241.Burning_Bright
1502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Отклонение,"Dimitrova, Blaga",,9789542613794,,208        pp,4.55,"1,230",1967,"Sep 12, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Paperback,view,/book/show/6088839
1503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Преспанските камбани,"Талев, Димитър",9997548760,9789997548764,9997548760,656        pp,4.67,"2,533",1954,"Jun 01, 1980",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Удивително проницателна за женските съдба, мъка и избори книга. Услади ми се също толкова, колкото и преди години.",Notes are private!,0,7,2,Jan 2023Jan 2013,Jan 2023Jan 2013,"Sep 10, 2013",,Paperback,view (with text),/book/show/1864617._
1504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Железният светилник,"Талев, Димитър",0805750134,9780805750133,0805750134,368        pp,4.48,"8,210",1952,1972,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Втори (според гудрийдс, но мисля, че всъщност е трети) прочит, 10 години по-късно. Продължава да ми е любимият български роман. Великолепен, жив език,Втори (според гудрийдс, но мисля, че всъщност е трети) прочит, 10 години по-късно. Продължава да ми е любимият български роман. Великолепен, жив език, несравнимо разказваческо умение, плътни герои. ...more",Notes are private!,0,3,2,Jan 2023Jan 2013,Jan 2023Jan 2013,"Sep 10, 2013",,Hardcover,view (with text),/book/show/1864618._
1505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тютюн,"Dimov, Dimitar",9545280433,9789545280436,9545280433,616        pp,4.42,"7,561",1951,1992,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Paperback,view,/book/show/2124105._
1506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,99 francs,"Beigbeder, Frédéric",2070315738,9782070315734,2070315738,304        pp,3.54,"15,873",Aug 2000,"Jul 31, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Mass Market Paperback,view,/book/show/1062375.99_francs
1507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Walk,"Bachman, Richard",0451196716,9780451196712,0451196716,370        pp,4.08,"185,791",1979,Apr 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 10, 2013",,Mass Market Paperback,view,/book/show/9014.The_Long_Walk
1508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bread Upon the Waters,"Shaw, Irwin",0440108446,9780440108443,0440108446,480        pp,4.14,"2,361",1981,"Jul 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 23, 2013","Jul 28, 2013","Jul 23, 2013",,Paperback,view,/book/show/315513.Bread_Upon_the_Waters
1509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save Me the Waltz,"Fitzgerald, Zelda",0099286556,9780099286554,0099286556,225        pp,3.53,"4,053",1932,"Aug 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2013",,Paperback,view,/book/show/150104.Save_Me_the_Waltz
1510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,131",1964,"Sep 06, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2013","Sep 10, 2013","Apr 09, 2013",,Paperback,view,/book/show/4631.A_Moveable_Feast
1511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room at the Top,"Braine, John",0416006116,9780416006117,0416006116,256        pp,3.69,"2,418",1957,"Aug 03, 1989",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 09, 2013",,Paperback,view,/book/show/1775733.Room_at_the_Top
1512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night in Lisbon,"Remarque, Erich Maria",0449912434,9780449912430,0449912434,272        pp,4.31,"20,359",1962,"Jun 09, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 09, 2013",,Paperback,view,/book/show/125432.The_Night_in_Lisbon
1513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,592","Dec 01, 1860",1998,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 09, 2013",,Paperback,view,/book/show/2623.Great_Expectations
1514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Kicked the Hornet’s Nest        (Millennium, #3)","Larsson, Stieg",030726999X,9780307269997,B007NB94GA,566        pp,4.24,"735,113",May 2007,"May 23, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2012","Apr 09, 2013","Dec 16, 2012",,Hardcover,view,/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
1515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,151",2006,"Jul 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2012",,Hardcover,view,/book/show/5060378-the-girl-who-played-with-fire
1516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca of Sunnybrook Farm,"Wiggin, Kate Douglas",1598183605,9781598183603,1598183605,184        pp,3.87,"34,890",1903,"Jul 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 05, 2012",,Hardcover,view,/book/show/17529.Rebecca_of_Sunnybrook_Farm
1517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories of Truman Capote,"Capote, Truman",140009691X,9781400096916,140009691X,320        pp,4.19,"6,107",1993,"Sep 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/2281.The_Complete_Stories_of_Truman_Capote
1518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portraits and Observations: The Essays of Truman Capote,"Capote, Truman",1400066611,9781400066612,1400066611,528        pp,4.33,738,1995,"Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2012",,Hardcover,view,/book/show/1833952.Portraits_and_Observations
1519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,343","Jan 01, 1959","Feb 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/168642.In_Cold_Blood
1520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,754","Sep 14, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Hardcover,view,/book/show/2767052-the-hunger-games
1521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",,,B003O86FMW,439        pp,4.33,"3,679,555","Sep 01, 2009","Jun 03, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Kindle Edition,view,/book/show/8423493-catching-fire
1522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,184,894","Jul 08, 1999","May 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
1523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,694,911","Jul 08, 2000","Sep 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
1524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,189","Jul 02, 1998","Jun 02, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
1525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,235","Jun 21, 2003",Sep 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
1526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Grimm's Fairy Tales,"Grimm, Jacob",,,,880        pp,4.28,"164,622","Dec 20, 1812","Sep 12, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/22917.The_Complete_Grimm_s_Fairy_Tales
1527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Под игото,"Vazov, Ivan",9545272465,9789545272462,,528        pp,4.24,"7,942",1888,2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/3310284
1528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Маминото детенце,"Каравелов, Любен",9545272430,,,88        pp,3.54,"1,851",1869,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/6184003
1529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Крадецът на праскови,"Stanev, Emilian",9544262741,,,336        pp,4.22,"4,586","Jan 01, 1948",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/3687146
1530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Немили-недраги,"Vazov, Ivan",954439043X,9789544390433,954439043X,144        pp,4.01,"3,457",1883,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/2722916--
1531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,448","Apr 06, 1953","Jan 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"— Тя не ме уважава. Тя дори не ме обича, разбираш ли? Фактически и аз не я обичам вече. Не знам. Хем я обичам, хем не я обичам. Зависи. На приливи и о— Тя не ме уважава. Тя дори не ме обича, разбираш ли? Фактически и аз не я обичам вече. Не знам. Хем я обичам, хем не я обичам. Зависи. На приливи и отливи. Ах, господи! (...) — започвам да си мисля за онова шибано стихотворение, което ѝ изпратих, когато започнахме да ходим. „Кожата ми розова, устата ми хубава, очите ми зелени.“ Тя няма зелени очи — нейните очи са сини като мидена черупка, дявол да ги вземе, но стиховете все пак ми напомняха за нея… Не знам. Има ли смисъл да говорим. Побърквам се вече. Тресни ми слушалката. Истина ти казвам. Защо не ми я треснеш?Прошареният се покашля и каза:— Нямам намерение да ти тресна слушалката, Артър. Само едно нещо трябва…— Веднъж ми купи костюм. С нейни пари. Казвал ли съм ти?— Не, аз…— Просто влязла, в „Триплър“ мисля, и го купила. Ей така, сама, без мен. Искам да кажа, че има някои дяволски хубави черти....more",Notes are private!,0,7,1,not set,not set,"Jul 24, 2012",,Paperback,view (with text),/book/show/4009.Nine_Stories
1532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Karlsson on the Roof,"Lindgren, Astrid",0749710373,9780749710378,0749710373,128        pp,4.11,"12,794",1955,1992,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/42318.Karlsson_on_the_Roof
1533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pippi Longstocking        (Pippi Långstrump, #1)","Lindgren, Astrid",0142402494,9780142402498,0142402494,160        pp,4.15,"199,916",1945,"Apr 21, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Mass Market Paperback,view,/book/show/19302.Pippi_Longstocking
1534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children of Noisy Village,"Lindgren, Astrid",014032609X,9780140326093,014032609X,128        pp,4.31,"13,297",1946,"Feb 02, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/19311.The_Children_of_Noisy_Village
1535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Балади и разпади,"Gospodinov, Georgi",,9789544913335,9544913335,256        pp,4.19,457,2007,Apr 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 21, 2012",,Paperback,view,/book/show/5148822
1536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,D.J.: Апокалипсисът идва в 6 вечерта,"Gospodinov, Georgi",954491594X,9789544915940,,112        pp,4.00,204,2010,Jan 2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 21, 2012",,Paperback,view,/book/show/7686578-d-j
1537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Other Stories,"Gospodinov, Georgi",0810124319,9780810124318,0810124319,96        pp,4.10,"1,273",2000,"Jul 27, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2012",,Hardcover,view,/book/show/1096242.And_Other_Stories
1538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Физика на тъгата,"Gospodinov, Georgi",9544917489,9789544917487,,344        pp,4.07,"9,826",2011,2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2014,"Jul 21, 2012",,Paperback,view,/book/show/13142142
1539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural Novel,"Gospodinov, Georgi",1564783766,9781564783769,1564783766,150        pp,3.90,"4,237",1999,"Mar 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2012",,Paperback,view,/book/show/599370.Natural_Novel
1540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,18% Сиво,"Karabashliev, Zachary*",9542802773,9789542802778,9542802773,276        pp,3.89,"4,223",2008,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2012",not set,"Jul 21, 2012",,Paperback,view,/book/show/5277281-18
1541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пиеси,"Димова, Теодора",9544912746,,,278        pp,3.52,21,Jul 2006,Jul 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2012",,Paperback,view,/book/show/12529744
1542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Марма, Мариам","Димова, Теодора",,9789542807025,9542807023,256        pp,3.66,53,2010,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2012",,Paperback,view,/book/show/8660999
1543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Dahlia        (L.A. Quartet, #1)","Ellroy, James",0446698873,9780446698870,0446698873,348        pp,3.77,"91,072","Sep 01, 1987","Aug 16, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2012","Jul 15, 2012","Jul 05, 2012",,Paperback,view,/book/show/21704.The_Black_Dahlia
1544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King Rat        (Asian Saga, #4)","Clavell, James",0385333765,9780385333764,0385333765,368        pp,4.18,"40,226",1962,"May 19, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 05, 2012",,Paperback,view,/book/show/9827.King_Rat
1545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Answered Prayers: The Unfinished Novel,"Capote, Truman",0679751823,9780679751823,0679751823,150        pp,3.40,"5,291",1986,Apr 1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2012","Jul 16, 2012","Jul 03, 2012",,Paperback,view,/book/show/2288.Answered_Prayers
1546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Crossing,"Capote, Truman",0812975936,9780812975932,0812975936,142        pp,3.42,"9,959","Oct 25, 2005","Jun 27, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2012","May 23, 2012","May 13, 2012",,Paperback,view,/book/show/9922.Summer_Crossing
1547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast at Tiffany’s and Three Stories,"Capote, Truman",,,,142        pp,3.85,"264,730","Oct 28, 1958",1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2017,Jul 2017,"May 13, 2012",,Paperback,view,/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories
1548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Chameleons,"Capote, Truman",0141184612,9780141184616,0141184612,262        pp,4.09,"10,766",1980,2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2012",,Paperback,view,/book/show/60483.Music_for_Chameleons
