,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Thomas's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
2525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred-Year Flood,"Salesses, Matthew*",1477878378,9781477878378,B00QUGL1AQ,236        pp,3.18,"1,341","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/23999904-the-hundred-year-flood
2526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappear Doppelgänger Disappear,"Salesses, Matthew*",1503943259,9781503943254,1503943259,315        pp,3.49,272,"Aug 11, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Paperback,view,/book/show/52287121-disappear-doppelg-nger-disappear
2527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fearing the Black Body: The Racial Origins of Fat Phobia,"Strings, Sabrina",1479886750,9781479886753,1479886750,283        pp,4.26,"4,908","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thorough and accessible book about how fatphobia originated from anti-Black racism. I feel like a lot of body positivity and anti-fatphobia movementA thorough and accessible book about how fatphobia originated from anti-Black racism. I feel like a lot of body positivity and anti-fatphobia movements in the United States focus on the experiences of white women, so I appreciate Sabrina Strings for providing such a robust analysis of fatphobia’s anti-Black underpinnings that integrates historical, textual, and scientific investigation. Strings highlights how even though people at one point in history perceived fat women as attractive, later on people in power started to associate beauty with slim white femininity. This uplift of white women’s appeal and parallel disparaging of Black women’s bodies continued into the scientific and medicinal realms, such that scientists perpetuated racist ideologies surrounding weight that further stigmatized both fatness and Blackness.I liked that String made such rigorous academic work accessible to a broader audience through the quality of her writing. While reading Fearing the Black Body, I thought a lot about how wild it feels that people with power – those who choose actresses/actors, those who create science, those who even choose which books they want to publicize on their Goodreads profiles – really have so much influence in maintaining or disrupting anti-Blackness and anti-fatness. I am reflecting on how I want to continue approaching my reading, research, and clinical work from a critical perspective that takes into account a lot of the forces String exposes in this book. While I feel like incorporating her research and commentary with more contemporary issues related to fatphobia and anti-Blackness would have been even more compelling, I recognize that she may not have done so because of disciplinary boundaries or wanting readers to draw those connections ourselves. Recommended for folx who are interested in race as well as body image!...more",Notes are private!,0,105,1,"Dec 22, 2020","Dec 24, 2020","Feb 03, 2020",,Paperback,view (with text),/book/show/42129163-fearing-the-black-body
2528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Land of Men: A Memoir,"Miller, Adrienne",0062682415,9780062682413,0062682415,340        pp,3.27,"1,345","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/45730112-in-the-land-of-men
2529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amnesty,"Adiga, Aravind",1982127244,9781982127244,1982127244,256        pp,3.28,"4,137","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Hardcover,view,/book/show/46221967-amnesty
2530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Child,"Adam, Claire*",0525573003,9780525573005,0525573003,304        pp,3.45,"8,219","Jan 15, 2019","Jan 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Paperback,view,/book/show/49189490-golden-child
2531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sissy: A Coming-of-Gender Story,"Tobia, Jacob",073521882X,9780735218826,073521882X,319        pp,4.08,"6,619","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very strong four stars for this bold and hilarious memoir. I loved Jacob Tobia’s voice in Sissy: A Coming-of-Gender Story. I appreciated their progrA very strong four stars for this bold and hilarious memoir. I loved Jacob Tobia’s voice in Sissy: A Coming-of-Gender Story. I appreciated their progressive political views, their honesty about their childhood, adolescence, and college years as a gender nonconforming person, and their humor. They take a critical perspective on social justice issues related to queerness and gender, like when they point out that “the closet” can be a problematic metaphor because it puts the onus on the queer person to come out as opposed to on the homophobic society that relegates queerness to a position of otherness in the first place. Their writing about their childhood, teen, and college years felt real and without pretense, like how they write about how they relied on external validation to compensate for their nonbinary gender not being affirmed, or an experience at Duke where they were forced into an awful gender binary exercise. Finally, their humor resonated with me a lot. Like, when they wrote about when they met Barack Obama and they tried to focus on the shortcomings of his policies (e.g., drone warfare, not slowing deportations) yet they instead focused on how hot he was – that felt so relatable and I laugh out loud every time I reread that passage.There were a couple of instances that I felt a little confused or uncertain about Tobia’s understanding of their racial identity. They touch on having family members who are Arab and being mistaken for white, yet I think they also benefit from white-passing privilege which they did not touch on a lot. At one point they talk about making a joke about reconstruction as a drag queen and exhibiting some self-awareness about the problematic nature of that joke, yet they then describe the joke as a dig at racism. I think I wanted a bit more ownership or exploration of their racial privilege or racial positionality overall, especially given their developed and thoughtful commentary on gender identity and sexual orientation.A fabulous memoir written from a funny, non-pretentious trans perspective. Tobia’s confidence is admirable especially given how society strives to marginalize trans people. Their voice glows in this memoir as I’m sure their iconic heels do too....more",Notes are private!,0,61,1,"Feb 09, 2020","Feb 14, 2020","Feb 02, 2020",,Hardcover,view (with text),/book/show/40984365-sissy
2532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Excess Male,"King, Maggie Shen*",0062662570,9780062662576,,416        pp,3.67,"2,696","Sep 12, 2017","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book had an interesting premise and message though the characters left me wanting more. In An Excess Male, Maggie Shen King envisions a China wheThis book had an interesting premise and message though the characters left me wanting more. In An Excess Male, Maggie Shen King envisions a China where due to the One Child Policy, near 40 million men struggle to find wives and women can take multiple husbands. We follow one family where Hann, a gay man, and XX, his disabled brother, are both married to May-ling, who wants to take a third husband, Wei-guo. We follow the fallout that ensues when various members of this arrangement try to resist the oppression enforced upon them by their dictatorial government. I will start by saying I liked the messages about the heteronormative nuclear family and the pressures related to childbearing in this novel. Are we useful if we aren’t contributing to a nuclear family in some form? Shen King interrogates this question well and explores the consequences of straying from what society expects of us. That said, I found the characters pretty weakly-drawn in this novel. I felt like they each experienced some form of marginalization, though beyond that lacked richer nuance or depth. An Excess Male also contains an action side plot where I read it and was like… I don’t understand what the point of this is. Also, why was one of the more femme/ostentatious gay men one of the most villainous characters?? Still, I’m looking forward to discussing this book with my Asian American book club....more",Notes are private!,0,32,1,"Nov 06, 2022","Nov 12, 2022","Feb 02, 2020",,ebook,view (with text),/book/show/33544902-an-excess-male
2533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City in the Middle of the Night,"Anders, Charlie Jane*",076537997X,9780765379979,076537997X,368        pp,3.50,"11,733","Feb 12, 2019","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2020",,Paperback,view,/book/show/45046590-the-city-in-the-middle-of-the-night
2534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indelicacy,"Cain, Amina",0374148376,9780374148379,0374148376,176        pp,3.59,"5,877","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2020",,Hardcover,view,/book/show/45892263-indelicacy
2535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Number 8,"Venable, Colleen A.F.*",159643709X,9781596437098,159643709X,320        pp,3.96,"6,114","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2020",,Paperback,view,/book/show/39073365-kiss-number-8
2536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somewhere Only We Know,"Goo, Maurene*",0374310572,9780374310578,0374310572,336        pp,3.66,"6,180","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2020",,Hardcover,view,/book/show/40864866-somewhere-only-we-know
2537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Out,"Moore, Demi",0062049534,9780062049537,0062049534,262        pp,3.91,"42,967","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2020",,Hardcover,view,/book/show/45167624-inside-out
2538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Antidote For Everything,"Martin, Kimmery*",1984802836,9781984802835,1984802836,384        pp,3.58,"4,179","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2020",,Hardcover,view,/book/show/46038609-the-antidote-for-everything
2539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mama's Boy: A Story from Our Americas,"Black, Dustin Lance",152473327X,9781524733278,152473327X,406        pp,4.58,"2,554","Apr 01, 2019","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 31, 2020",,Hardcover,view,/book/show/40915201-mama-s-boy
2540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Snow: New Poems,"Hass, Robert",0062950045,9780062950048,,192        pp,3.68,313,"Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,ebook,view,/book/show/43520709-summer-snow
2541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Gods,"Jin, Meng*",0062935976,9780062935977,,214        pp,3.60,"4,817","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,ebook,view,/book/show/43386055-little-gods
2542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Families We Choose: Lesbians, Gays, Kinship","Weston, Kath",0231110936,9780231110938,0231110936,288        pp,3.88,172,"Mar 01, 1991","Apr 15, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,Paperback,view,/book/show/298610.Families_We_Choose
2543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Long, Long Way: Hollywood's Unfinished Journey from Racism to Reconciliation","Garrett, Greg*",0190906251,9780190906252,0190906251,256        pp,4.29,7,unknown,"Jun 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,Hardcover,view,/book/show/52048655-a-long-long-way
2544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Steeped in the Blood of Racism: Black Power, Law and Order, and the 1970 Shootings at Jackson State College","Bristow, Nancy K.",0190215372,9780190215378,0190215372,320        pp,4.67,12,unknown,"May 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,Hardcover,view,/book/show/52047872-steeped-in-the-blood-of-racism
2545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dangerous Crooked Scoundrels: Insulting the President, from Washington to Trump","Battistella, Edwin L.*",019005090X,9780190050900,019005090X,228        pp,3.74,27,"Apr 01, 2020","Apr 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2020",,Hardcover,view,/book/show/51768693-dangerous-crooked-scoundrels
2546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Ghosts Are Family,"Card, Maisy*",1982117435,9781982117436,1982117435,271        pp,3.67,"7,205","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2020",,Hardcover,view,/book/show/51780160-these-ghosts-are-family
2547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burn the Place: A Memoir,"Regan, Iliana",1572842679,9781572842670,1572842679,250        pp,3.64,"3,085","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Hardcover,view,/book/show/40916358-burn-the-place
2548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bedlam: An Intimate Journey Into America's Mental Health Crisis,"Rosenberg, Kenneth Paul",0525541314,9780525541318,0525541314,256        pp,4.07,785,"Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Hardcover,view,/book/show/43844210-bedlam
2549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wow, No Thank You.: Essays","Irby, Samantha*",0525563482,9780525563488,0525563482,319        pp,3.82,"45,071","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jan 27, 2020",,Paperback,view,/book/show/49960031-wow-no-thank-you
2550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ghost        (Track, #1)","Reynolds, Jason",1481450158,9781481450157,1481450158,181        pp,4.21,"45,185","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Hardcover,view,/book/show/28954126-ghost
2551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Land        (Logans, #1)","Taylor, Mildred D.",0142501468,9780142501467,0142501468,400        pp,4.21,"7,248",2001,"Oct 14, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 26, 2020",,Mass Market Paperback,view,/book/show/130208.The_Land
2552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Smart Girl's Guide to Polyamory: Everything You Need to Know About Open Relationships, Non-Monogamy, and Alternative Love","Winston, Dedeker*",1510712089,9781510712089,1510712089,280        pp,4.16,874,unknown,"Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2020",,Paperback,view,/book/show/28695539-the-smart-girl-s-guide-to-polyamory
2553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Royally,"Rigaud, Debbie*",1338332724,9781338332728,1338332724,289        pp,3.36,"1,323","Jul 30, 2019","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2020",,Paperback,view,/book/show/41473901-truly-madly-royally
2554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Expatriates,"Lee, Janice Y.K.",0698404939,,B00WDP81Y2,336        pp,3.67,"14,505","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2020",,Kindle Edition,view,/book/show/25604689-the-expatriates
2555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quotients,"O'Neill, Tracy*",,,B07SZQNLV5,393        pp,3.25,127,"May 12, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2020",,Kindle Edition,view,/book/show/48705541-quotients
2556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How It All Blew Up,"Ahmadi, Arvin*",,,,288        pp,3.85,"4,614","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 25, 2020",,Hardcover,view,/book/show/48810915-how-it-all-blew-up
2557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silence of the Girls        (Women of Troy, #1)","Barker, Pat",,,,325        pp,3.90,"90,877","Aug 30, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 24, 2020",,Hardcover,view,/book/show/37969723-the-silence-of-the-girls
2558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bandwidth Recovery,"Verschelden, Cia",1620366053,9781620366059,1620366053,170        pp,4.12,134,2017,"Aug 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/34415379-bandwidth-recovery
2559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M.",039306249X,9780393062496,039306249X,242        pp,3.92,"5,765","Apr 12, 2010","Apr 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Hardcover,view,/book/show/6649312-whistling-vivaldi
2560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Black Women's History of the United States,"Berry, Daina Ramey",,,,288        pp,4.29,"3,132","Feb 04, 2020","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 22, 2020",,Paperback,view,/book/show/34325717-a-black-women-s-history-of-the-united-states
2561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deep Roots: How Slavery Still Shapes Southern Politics        (Princeton Studies in Political Behavior, 6)","Acharya, Avidit",0691176744,9780691176741,0691176744,296        pp,3.97,108,unknown,"May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Hardcover,view,/book/show/36738680-deep-roots
2562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caucasia,"Senna, Danzy",1573227161,9781573227162,1573227161,413        pp,4.06,"8,955","Feb 02, 1998","Feb 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is an injustice that this book is not more popular. I so loved the main character’s voice, as well as everything else about Caucasia. The story folIt is an injustice that this book is not more popular. I so loved the main character’s voice, as well as everything else about Caucasia. The story follows Birdie Lee, a young girl living in 1970s with her white mother, a fiery activist who does her best to renounce her Boston Blue Blood background, her black father, an intellectual who is fervently obsessed about theories of race and racism, and her sister, Cole, who shares her biracial identity as well as a secret language the two of them concocted together. Birdie passes as white while Cole is recognizably black, yet the two possess an unconditional love for one another and an understanding of their parents’ dysfunctional marriage. When their parents split the sisters are then separated, with Cole and their father moving to Brazil while Birdie and their mother run away where no one can find them. As Birdie navigates growing up biracial in a white world without Cole, she comes to understand what she must do to recover the parts of herself that she lost when her sister left. In searching for the missing parts of her family and her identity, Birdie learns to reclaim herself.I absolutely fell in love with Birdie’s voice in a way I have not felt for another character in a long time. Danzy Senna captures her charming innocence, her poignant observations about the world, her struggle for self-discovery, and so much more with such understated yet beautiful writing. By the middle of the book I would often mark passages with just “OMG, I’m SO emo about Birdie’s love for Cole” and “Birdie’s emotion of wanting to fit in, WHEW.” Caucasia contains a lot of important commentary about race and family, yet Birdie’s voice forms the emotional core that really made me feel so darn dedicated to the book. I cared so much about her, because Senna writes her voice in such a believable and raw way, that when she suffered, I felt like I suffered or that I wanted to protect her. When she felt joy or relief, I felt that too, or at least some strong sense of like, thank goodness, I just want the best for this character perhaps even more than I want the best for myself. The strong themes of family and race took this book to even more soaring heights. I loved the earnest emotions Senna managed to capture regarding growing up as biracial, such as the shame of not belonging or fitting in cleanly with one racial group, or the yearning to reclaim a part of your identity that you felt has been stolen from you. Through Birdie’s struggle and persistent desire to own and honor her blackness, Senna shifts the predominant narrative of glorifying whiteness and that whiteness equals ideal. Birdie and Cole’s parents felt so fleshed out and important too. Senna captures a myriad of intricate yet deeply felt emotional dynamics between the four of them: their father favoring Cole because of her black skin and the effect that has on Birdie, the way their mother is unable to style Cole’s hair and how she refuses to own up to it and how that affects their relationship moving forward, the way that both their mother and father love revolutionary politics yet have clear limitations in the way they love or do not love their own children. Several scenes in this novel between these characters, and even in moments of Birdie’s quiet self-reflection, literally made me pause because I felt dizzy in the best possible way about the poignancy of emotions Senna captures: their yearning for love and connection and forgiveness and understanding, across racial boundaries and borders. I loved this book a lot and would highly recommend it to everyone. I hesitated to pick it up because the word Caucasian is racist, but through her characters’ struggles Senna shows the ways in which the social construction of race and as well as the realities of racism can tear us apart from one another. I will cherish Birdie Lee’s voice and character for a long time. Her coming of age, though fictional, felt so real, so visceral in its search for true identity, that I will wonder about her and wish the best for her for years to come....more",Notes are private!,0,82,1,"Mar 28, 2020","Mar 31, 2020","Jan 22, 2020",,Paperback,view (with text),/book/show/33795.Caucasia
2563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zed,"Kavenna, Joanna",0385545479,9780385545471,0385545479,352        pp,3.12,896,"Jul 02, 2019","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Hardcover,view,/book/show/44451519-zed
2564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Longing for Less: Living with Minimalism,"Chayka, Kyle*",163557210X,9781635572100,163557210X,272        pp,3.49,"1,063","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2020",,Hardcover,view,/book/show/44453047-the-longing-for-less
2565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374910332,9780374910334,,240        pp,3.53,"98,767","Aug 04, 2020","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A honest portrayal of a 23-year-old Black woman struggling to claim herself amidst falling into a white couple’s open marriage. Raven Leilani’s tone iA honest portrayal of a 23-year-old Black woman struggling to claim herself amidst falling into a white couple’s open marriage. Raven Leilani’s tone in this novel is wry and sharp. She’s unafraid of showing the messiness and pain in her protagonist’s life, whether that pain comes from racism and sexism or family dynamics gone awry. I struggled to connect with Edie, our main character, I think because of Leilani’s writing style. The writing in Luster felt jagged to me, with lots of sentences that flowed for a long time followed by short and static sentences. There’s a discursiveness to the prose that others have described as “dreamlike,” though this stream-of-consciousness distanced me from the narrator even during her more emotional moments. I appreciated Edie coming into her artistic being toward the end of the novel as well as her bond with Akila, the white couple’s Black daughter....more",Notes are private!,0,152,1,"Aug 05, 2020","Aug 14, 2020","Jan 21, 2020",,ebook,view (with text),/book/show/46183562-luster
2566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Is Ever Missing,"Lacey, Catherine*",0374534497,9780374534493,0374534497,244        pp,3.28,"6,416","Jul 08, 2014","Jul 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2020",,Paperback,view,/book/show/18490560-nobody-is-ever-missing
2567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brilliant Imperfection: Grappling with Cure,"Clare, Eli*",0822362872,9780822362876,0822362872,240        pp,4.49,903,unknown,"Feb 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2020",,Paperback,view,/book/show/29771370-brilliant-imperfection
2568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Best Friends Forever,"Hunt, Margot*",,,B06Y5RLJN9,336        pp,3.87,"6,234","Jan 23, 2018","Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2020",,Kindle Edition,view,/book/show/32222974-best-friends-forever
