,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,PNL dalla A alla Z: Come la PNL vi farà raggiungere i vostri obiettivi e avere successo nella vita,"Canistrelli, Lucio",,,B074L1NCSM,108        pp,2.48,33,unknown,"Aug 04, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 08, 2019","Sep 09, 2019","Sep 08, 2019",,Kindle Edition,view,/book/show/35965630-pnl-dalla-a-alla-z
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preghiera per Černobyl',"Alexievich, Svetlana",8866329576,9788866329572,8866329576,308        pp,4.41,"57,469",1997,May 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 25, 2019","Sep 06, 2019","Aug 25, 2019",,Hardcover,view,/book/show/42850603-preghiera-per-ernobyl
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,50 segreti della scienza della persuasione,"Cialdini, Robert B.*",8850232772,,B00DCOHBNA,245        pp,3.97,"12,125",2008,"Jun 27, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 24, 2019","Sep 08, 2019","Aug 24, 2019",,Kindle Edition,view,/book/show/18945486-50-segreti-della-scienza-della-persuasione
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranieri alle porte,"Bauman, Zygmunt",8858125320,9788858125328,8858125320,112        pp,3.93,736,2016,"Sep 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2019","Aug 13, 2019","Aug 07, 2019",,Paperback,view,/book/show/32504088-stranieri-alle-porte
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papà Gambalunga,"Webster, Jean",8895437918,9788895437910,8895437918,266        pp,4.15,"67,398",Apr 1912,"Jul 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 08, 2019","Sep 13, 2019","Aug 07, 2019",,Paperback,view,/book/show/49524542-pap-gambalunga
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultimo amic0        (edizione integrale e annotata),"De Amicis, Edmondo",889543790X,9788895437903,B07SW9Y7H4,72        pp,4.39,23,"May 02, 2012","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2019","Aug 08, 2019","Aug 02, 2019",,Kindle Edition,view,/book/show/46269953-l-ultimo-amic0
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mantieni il bacio: Lezioni brevi sull'amore,"Recalcati, Massimo",8807492482,9788807492488,8807492482,128        pp,3.79,"1,560","Mar 07, 2019","Mar 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,-1,1,"Jul 28, 2019","Jul 31, 2019","Jul 28, 2019",,Paperback,view,/book/show/44443616-mantieni-il-bacio
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La politica dell'impossibile,"Dagerman, Stig",8870914623,9788870914627,8870914623,144        pp,4.07,88,1983,Mar 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2019",,Paperback,view,/book/show/29150844-la-politica-dell-impossibile
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silicon Valley: i signori del silicio,"Morozov, Evgeny",8875785708,9788875785703,8875785708,151        pp,3.29,150,unknown,"Jan 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La tematica delle nuove tecnologie e della loro influenza sulla società è sempre interessante, ma ho trovato questo libro un po' troppo confusionario La tematica delle nuove tecnologie e della loro influenza sulla società è sempre interessante, ma ho trovato questo libro un po' troppo confusionario rispetto ad altri testi....more",Notes are private!,0,6,1,"Jul 06, 2020","Jul 09, 2020","May 18, 2019",,Paperback,view (with text),/book/show/28794895-silicon-valley
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non c'è notte che non veda il giorno,"Nardone, Giorgio",8862206836,9788862206839,B00AC53BS6,132        pp,4.36,53,"Mar 30, 2004","Nov 29, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2019",,Kindle Edition,view,/book/show/20690969-non-c-notte-che-non-veda-il-giorno
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taccuini 1919-21,"Tsvetaeva, Marina",8862431473,9788862431477,8862431473,428        pp,4.64,11,"Feb 27, 2014","Feb 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2019",,Paperback,view,/book/show/20932082-taccuini-1919-21
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le tre ghinee,"Woolf, Virginia",8807900947,9788807900945,8807900947,248        pp,3.92,"4,862",Jun 1938,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 10, 2019","Nov 15, 2019","May 18, 2019",,Paperback,view,/book/show/33015371-le-tre-ghinee
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le vostre zone erronee: guida all'indipendenza dello spirito,"Dyer, Wayne W.",8817056294,9788817056298,8817056294,239        pp,4.02,"17,798",unknown,Oct 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non mi ha convinto del tutto. Non è male ma per le recensioni che avevo visto mi aspettavo qualcosa in più. Ci sono libri di self help che passano in Non mi ha convinto del tutto. Non è male ma per le recensioni che avevo visto mi aspettavo qualcosa in più. Ci sono libri di self help che passano in sordina e sono sicuramente altrettanto validi se non di più. L'edizione poi è piena di refusi e con un uso della sintassi e del lessico davvero forzato, non so se dipenda dalla traduzione o se sia l'autore stesso ad usare termini così antiquati (ad un certo punto ho trovato scritto papà natale invece di babbo natale). Ci sono tanti consigli utili, ma il tono di saccenza che ho percepito per tutta la lettura (anche qui non so se dipenda dalla traduzione) non mi ha aiutato ad entrare in sintonia con l'autore....more",Notes are private!,0,7,1,"Apr 09, 2020","Apr 20, 2020","May 18, 2019",,Paperback,view (with text),/book/show/22013984-le-vostre-zone-erronee
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita su un pianeta nervoso,"Haig, Matt*",8833570584,9788833570587,8833570584,408        pp,3.96,"49,680","Jul 05, 2018","Feb 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jul 25, 2021","Aug 02, 2021","May 18, 2019",,Paperback,view,/book/show/43887309-vita-su-un-pianeta-nervoso
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fake news. Vivere e sopravvivere in un mondo post-verità,"Riva, Giuseppe",8815275258,9788815275257,8815275258,195        pp,3.96,52,unknown,"Aug 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2020","Jul 21, 2020","Apr 13, 2019",,Paperback,view,/book/show/42629008-fake-news-vivere-e-sopravvivere-in-un-mondo-post-verit
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La natura del potere,"Canfora, Luciano",8842093319,9788842093312,8842093319,99        pp,3.31,35,Feb 2009,"May 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/34558539-la-natura-del-potere
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorelle,"Negri, Ada",,,B06XK9SN4X,102        pp,3.44,9,1929,"Mar 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Kindle Edition,view,/book/show/36209494-sorelle
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ospite,"Romano, Lalla",8867085735,9788867085736,8867085735,144        pp,3.59,44,1973,Oct 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/32809616-l-ospite
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sul guardare,"Berger, John",8842823554,9788842823551,8842823554,274        pp,4.08,"8,398",1980,Jun 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/36234478-sul-guardare
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guida cinica alla cellulite,"Fogazzi, Cristina",880466455X,9788804664550,880466455X,223        pp,3.87,210,unknown,"Apr 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2019","Aug 02, 2019","Apr 13, 2019",,Paperback,view,/book/show/36064171-guida-cinica-alla-cellulite
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le vie della seta: Una nuova storia del mondo,"Frankopan, Peter",8804679166,9788804679165,8804679166,732        pp,4.17,"39,280",2015,"Sep 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Hardcover,view,/book/show/36226176-le-vie-della-seta
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prima lezione di diritto,"Grossi, Paolo",884206436X,9788842064367,884206436X,120        pp,3.49,79,2003,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2019","Oct 29, 2019","Apr 13, 2019",,Paperback,view,/book/show/10755076-prima-lezione-di-diritto
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La realtà non è come ci appare: La struttura elementare delle cose,"Rovelli, Carlo",8860306418,9788860306418,8860306418,242        pp,4.33,"13,821",Jan 2014,"Jan 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/20617550-la-realt-non-come-ci-appare
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'armonia del mondo,"Citati, Pietro",8845930343,9788845930348,8845930343,297        pp,3.44,18,1998,"Oct 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/27331450-l-armonia-del-mondo
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli ultimi testimoni,"Alexievich, Svetlana",8845281248,9788845281242,8845281248,347        pp,4.49,"8,289",1985,"Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Paperback,view,/book/show/30070399-gli-ultimi-testimoni
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poema a fumetti,"Buzzati, Dino",8804679220,9788804679226,8804679220,256        pp,3.87,"1,397",1969,"May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2019",,Hardcover,view,/book/show/34855665-poema-a-fumetti
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",8845924351,9788845924354,8845924351,963        pp,4.21,"41,675",2004,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Avevo sentito definirlo un ""libro mondo"", solo leggendo però ho capito davvero il significato di questa espressione. Sono 963 pagine piene, dense, nonAvevo sentito definirlo un ""libro mondo"", solo leggendo però ho capito davvero il significato di questa espressione. Sono 963 pagine piene, dense, non c'è pagina in cui non ci siano informazioni, concetti. Ci sono tante storie sospese, personaggi che si perderanno tra le pagine senza che se ne sappia più nulla. Non è una lettura facile sicuramente, ma alla fine ti senti come dopo una scalata in montagna quando finalmente ti godi la vista da all'alto....more",Notes are private!,0,24,1,"Mar 19, 2020","Apr 16, 2020","Apr 13, 2019",,Paperback,view (with text),/book/show/9663018-2666
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sostiene Pereira,"Magliani, Marino",886790132X,9788867901326,886790132X,172        pp,4.17,249,"Dec 18, 2014","Dec 18, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La scelta di colori è perfetta, trasmette esattamente le atomesfere del racconto di Tabucchi.",Notes are private!,0,4,1,"Mar 25, 2019","Mar 29, 2019","Mar 25, 2019",,Hardcover,view (with text),/book/show/24494951-sostiene-pereira
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mangiare è un atto civico,"Ducasse, Alain",8806239554,9788806239558,8806239554,152        pp,3.55,40,unknown,"Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 16, 2019",,Paperback,view,/book/show/42118702-mangiare-un-atto-civico
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rayuela,"Cortázar, Julio",8806228935,9788806228934,8806228935,648        pp,4.21,"42,792",1963,"Sep 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 16, 2019",,Paperback,view,/book/show/32073949-rayuela
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La musica nascosta dell'universo: La mia vita a caccia delle onde gravitazionali,"Giazotto, Adalberto",8806239244,9788806239244,8806239244,118        pp,4.11,9,"Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/41554256-la-musica-nascosta-dell-universo
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camminare: Un gesto sovversivo,"Kagge, Erling",8806238299,9788806238292,8806238299,139        pp,3.77,"4,524","Apr 23, 2019","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/39794255-camminare
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un bel morir,"Mutis, Álvaro",8806143220,9788806143220,8806143220,160        pp,4.07,279,1989,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/13263521-un-bel-morir
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I monologhi della vagina,"Ensler, Eve",8843802186,9788843802180,8843802186,128        pp,3.87,"36,593",1996,Sep 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/9672130-i-monologhi-della-vagina
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il nostro bisogno di consolazione,"Dagerman, Stig",8870910210,9788870910216,8870910210,64        pp,4.24,"1,475",1952,Jun 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/35451180-il-nostro-bisogno-di-consolazione
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poesie,"Dickinson, Emily",8817122319,9788817122313,8817122319,289        pp,4.27,"97,714",1890,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2019",,Paperback,view,/book/show/9695748-poesie
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La trappola della felicità. Come smettere di tormentarsi e iniziare a vivere,"Russ, Harris",8859011434,9788859011439,B01G3UCPVM,327        pp,4.12,"13,896",2007,"May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 10, 2019","Mar 29, 2019","Mar 10, 2019",,Kindle Edition,view,/book/show/30887391-la-trappola-della-felicit-come-smettere-di-tormentarsi-e-iniziare-a-vi
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La rana bollita: Una storia d'ansia, attacchi di panico e cambiamento","Innorta, Marina*",1546677739,9781546677734,1546677739,224        pp,3.76,235,unknown,"Jun 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ho trovato questo libretto davvero interessante. D'obbligo specificare che non si tratta di un libro self help, l'autrice si limita a raccontare la suHo trovato questo libretto davvero interessante. D'obbligo specificare che non si tratta di un libro self help, l'autrice si limita a raccontare la sua esperienza con l'ansia e gli attacchi di panico. L'ho trovato molto onesto, perché ammette non solo di non esserne completamente uscita, ma anche di non avere alcuna certezza che la sua scelta sia quella giusta. È stata però bravissima a far capire cosa prova qualcuno che soffre di ansia cronica. Come ha scritto già qualcuno, questo libro andrebbe letto proprio da chi non ha mai sofferto di certe cose e forse ne ha un'idea sbagliata. Nota di merito: la scrittura è limpida, chiara ma non semplicistica. L'ho apprezzata tantissimo....more",Notes are private!,0,1,1,Mar 2019,"Mar 05, 2019","Mar 01, 2019",,Paperback,view (with text),/book/show/35321519-la-rana-bollita
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Codici e segreti,"Singh, Simon",,,,360        pp,4.30,"27,017","Dec 01, 1996",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2019",,Paperback,view,/book/show/13581328-codici-e-segreti
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mitologia degli alberi. Dal giardino dell'Eden al legno della croce,"Brosse, Jacques",8817116246,9788817116244,8817116246,313        pp,4.02,63,"Jan 01, 1989",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2019",,Paperback,view,/book/show/13017352-mitologia-degli-alberi-dal-giardino-dell-eden-al-legno-della-croce
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calvino,"Perrella, Silvio",8842093130,9788842093138,8842093130,236        pp,3.67,18,1999,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2019",,Paperback,view,/book/show/22710265-calvino
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I sei pilastri dell'autostima,"Branden, Nathaniel",8850250657,9788850250653,8850250657,383        pp,4.12,"11,107",1994,"Jul 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 11, 2019","May 24, 2019","Feb 16, 2019",,Paperback,view,/book/show/45757088-i-sei-pilastri-dell-autostima
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1Q84,"Murakami, Haruki",8806222902,9788806222901,8806222902,"1,170        pp",3.94,"259,621","May 28, 2009","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/23221694-1q84
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terre ignote strana gente: Storie di viaggiatori medievali,"Balestracci, Duccio",,,B016ANUPS2,291        pp,4.15,27,Apr 2008,"Oct 22, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Kindle Edition,view,/book/show/29155700-terre-ignote-strana-gente
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arte di correre,"Murakami, Haruki",880621666X,9788806216665,880621666X,160        pp,3.87,"167,215","Oct 15, 2007","Mar 19, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 27, 2019","May 03, 2019","Feb 16, 2019",,Paperback,view,/book/show/17661221-l-arte-di-correre
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La principessa del nord,"Petacco, Arrigo",8852013768,,B005SZ7Z28,219        pp,3.90,29,1993,"Oct 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Kindle Edition,view,/book/show/19401099-la-principessa-del-nord
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come trattare gli altri e farseli amici nell'era digitale,"Carnegie, Dale",8845274799,9788845274794,8845274799,348        pp,3.93,"13,263","Oct 04, 2011","Nov 20, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Libro molto interessante. Non rivela chissà quali segreti, invece ci spiega in maniera chiara e convincente delle cose che in fondo sappiamo tutti ma Libro molto interessante. Non rivela chissà quali segreti, invece ci spiega in maniera chiara e convincente delle cose che in fondo sappiamo tutti ma non mettiano in pratica quasi mai. Peccato per i tantissimi refusi, rendono la lettura a tratti faticosa. ...more",Notes are private!,0,2,1,"Mar 17, 2019","Mar 24, 2019","Feb 16, 2019",,Paperback,view (with text),/book/show/25144337-come-trattare-gli-altri-e-farseli-amici-nell-era-digitale
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita e destino,"Grossman, Vasily",8845927806,9788845927805,8845927806,750        pp,4.45,"13,037",1960,Mar 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/17609732-vita-e-destino
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leggere Lolita a Teheran,"Nafisi, Azar*",8845921549,9788845921544,8845921549,379        pp,3.65,"134,257",2003,"Mar 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/3996063-leggere-lolita-a-teheran
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Musicofilia,"Sacks, Oliver",,,8845925358,488        pp,3.95,"69,061",2007,"Oct 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2019",,Paperback,view,/book/show/14286179-musicofilia
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uomini che amano le piante: Storie di scienziati del mondo vegetale,"Mancuso, Stefano",8809806638,9788809806634,B079C3CZ95,161        pp,3.81,176,2014,"Jan 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 05, 2020","Jan 11, 2020","Feb 09, 2019",,Kindle Edition,view,/book/show/38521790-uomini-che-amano-le-piante
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un'amica per la pelle: Tutto quello che dobbiamo sapere sull'organo più grande del nostro corpo,"Romano, Pucci",8809832108,9788809832107,B01GEHMTLU,227        pp,3.52,23,unknown,"Jun 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2019","Feb 26, 2019","Feb 09, 2019",,Kindle Edition,view,/book/show/31574168-un-amica-per-la-pelle
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il trucco c'è e si vede: Inganni e bugie sui cosmetici. E i consigli per difendersi,"Mautino, Beatrice",,,B07881XPLF,224        pp,4.25,"1,608","Jan 18, 2018","Jan 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2019","Feb 09, 2019","Feb 07, 2019",,Kindle Edition,view,/book/show/37921093-il-trucco-c-e-si-vede
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pane e bugie,"Bressanini, Dario",8861900917,9788861900912,8861900917,320        pp,4.18,921,2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 10, 2019","Mar 10, 2019","Feb 07, 2019",,Paperback,view,/book/show/9654252-pane-e-bugie
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le bugie nel carrello: Per una spesa più consapevole. Le leggende e i trucchi del marketing sul cibo che compriamo,"Bressanini, Dario",8861904785,9788861904781,8861904785,192        pp,3.91,"1,114",2013,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 07, 2019","Dec 17, 2019","Feb 07, 2019",,ebook,view,/book/show/18165390-le-bugie-nel-carrello
