,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Is Up to No Good        (Äldre dam, #1)","Tursten, Helene",,,,178        pp,3.77,"28,299",2013,"Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Hardcover,view,/book/show/40104741-an-elderly-lady-is-up-to-no-good
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",,,B07NVPLW2P,277        pp,3.96,"184,016","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2019","Nov 25, 2019","Nov 24, 2019",,Kindle Edition,view,/book/show/44527740-nothing-to-see-here
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Zones Kitchen: 100 Recipes to Live to 100,"Buettner, Dan*",,,B07MN8MR1G,303        pp,3.98,"2,661","Dec 03, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2019",,Kindle Edition,view,/book/show/44656800-the-blue-zones-kitchen
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Okay,"LaCour, Nina*",0525425896,9780525425892,0525425896,236        pp,3.94,"91,230","Feb 14, 2017","Feb 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 11, 2020","Mar 21, 2020","Nov 10, 2019",,Hardcover,view,/book/show/28243032-we-are-okay
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hungry: Eating, Road-Tripping, and Risking It All with the Greatest Chef in the World","Gordinier, Jeff*",1524759643,9781524759643,1524759643,240        pp,3.73,"1,657","Jul 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2019","Nov 20, 2019","Oct 21, 2019",,Hardcover,view,/book/show/42590641-hungry
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,742","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2019","Oct 22, 2019","Oct 21, 2019",,Hardcover,view,/book/show/44318414-the-dutch-house
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darker Shade of Magic        (Shades of Magic, #1)","Schwab, V.E.*",0765376458,9780765376459,0765376458,400        pp,4.06,"361,685","Feb 24, 2015","Feb 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2019",,Hardcover,view,/book/show/22055262-a-darker-shade-of-magic
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,"Kantor, Jodi",0525560343,9780525560340,0525560343,310        pp,4.35,"40,089","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2019","Oct 06, 2019","Oct 09, 2019",,Hardcover,view,/book/show/44767249-she-said
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifted School,"Holsinger, Bruce*",0525534962,9780525534969,0525534962,452        pp,3.71,"38,700","Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 02, 2019",,Hardcover,view,/book/show/42207168-the-gifted-school
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Both Die at the End        (They Both Die at the End Series, 1)","Silvera, Adam*",0062457799,9780062457790,0062457799,389        pp,3.77,"740,730","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2019",,Hardcover,view,/book/show/33385229-they-both-die-at-the-end
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Hot Dogs: A Memoir in Small Bites,"Giuliani, Mary",0762465565,9780762465569,0762465565,232        pp,3.71,709,"Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2019",,Hardcover,view,/book/show/41156317-tiny-hot-dogs
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,632","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2019",,Hardcover,view,/book/show/42201100-three-women
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Break The Bodies, Haunt The Bones","Hicks, Micah Dean*",1328566455,9781328566454,1328566455,304        pp,3.63,880,"Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2019",,Hardcover,view,/book/show/38393457-break-the-bodies-haunt-the-bones
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chestnut Man,"Sveistrup, Søren",0062895362,9780062895363,0062895362,519        pp,4.21,"69,970",2019,"Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 07, 2020not set","Feb 21, 2020not set","Aug 22, 2019",,Hardcover,view,/book/show/41154336-the-chestnut-man
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Between Us,"Hendricks, Greer*",1250130921,9781250130921,1250130921,432        pp,3.84,"391,739","Jan 02, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2019","Aug 21, 2019","Aug 21, 2019",,Hardcover,view,/book/show/34189556-the-wife-between-us
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nomadland: Surviving America in the Twenty-First Century,"Bruder, Jessica*",,,0393356310,288        pp,4.03,"47,336","Sep 19, 2017","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 11, 2019","Aug 16, 2019","Aug 11, 2019",,Paperback,view,/book/show/38212124-nomadland
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,"Dwyer, Jim",0805080325,9780805080322,0805080325,384        pp,4.29,"11,031","Jan 04, 2005","Jan 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2019",,Paperback,view,/book/show/177187.102_Minutes
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fall and Rise: The Story of 9/11,"Zuckoff, Mitchell*",,,,625        pp,4.67,"6,159","Apr 30, 2019","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2019",,Kindle Edition,view,/book/show/43600991-fall-and-rise
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,137","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2019",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostly Dead Things,"Arnett, Kristen*",1947793306,9781947793309,1947793306,356        pp,3.38,"19,010","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2019","Jul 28, 2019","Jul 24, 2019",,Hardcover,view,/book/show/41817578-mostly-dead-things
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,532","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2019",,Paperback,view,/book/show/40180098-the-overstory
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gingerbread,"Oyeyemi, Helen*",1984882899,9781984882899,1984882899,372        pp,3.05,"14,735","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2019",,Paperback,view,/book/show/40634915-gingerbread
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Girls,"Gilbert, Elizabeth*",1594634734,9781594634734,1594634734,470        pp,4.04,"289,187","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/42135029-city-of-girls
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auntie Poldi and the Sicilian Lions        (Tante Poldi #1),"Giordano, Mario",1328863573,9781328863577,1328863573,346        pp,3.40,"7,061","Mar 12, 2015","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2019",,Hardcover,view,/book/show/35721132-auntie-poldi-and-the-sicilian-lions
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Banker's Wife,"Alger, Cristina*",0735218463,,B0776JK4Q3,351        pp,3.90,"18,736","Jul 03, 2018","Jul 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2020","Apr 04, 2020","Jun 14, 2019",,Kindle Edition,view,/book/show/37137125-the-banker-s-wife
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,619","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2019","Aug 09, 2019","Jun 12, 2019",,Hardcover,view,/book/show/42046112-recursion
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"500,072","Jul 26, 2016","Jul 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 02, 2019","Jul 04, 2019","Jun 12, 2019",,Hardcover,view,/book/show/27833670-dark-matter
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Night Owl from Dogfish,"Sloan, Holly Goldberg*",0525553231,9780525553236,0525553231,304        pp,4.09,"8,805","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/38609428-to-night-owl-from-dogfish
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother-in-Law,"Hepworth, Sally*",,,,347        pp,3.98,"166,642","Jan 29, 2019","Apr 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 02, 2019","Jul 10, 2019","Jun 11, 2019",,Kindle Edition,view,/book/show/46251368-the-mother-in-law
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask Again, Yes","Keane, Mary Beth*",1982106980,9781982106980,1982106980,388        pp,3.94,"192,366","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/42201996-ask-again-yes
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Romantics,"Conklin, Tara*",0062358227,9780062358226,,384        pp,3.71,"43,903","Feb 05, 2019","Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2019","Aug 02, 2019","Jun 11, 2019",,ebook,view,/book/show/35068465-the-last-romantics
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Visit the Goddess,"Divakaruni, Chitra Banerjee*",1476792003,9781476792002,1476792003,208        pp,3.77,"6,690","Apr 13, 2016","Apr 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/25814315-before-we-visit-the-goddess
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",,,,338        pp,4.28,"189,900","Jan 04, 2017",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Kindle Edition,view,/book/show/40409102-this-is-how-it-always-is
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amy & Roger's Epic Detour,"Matson, Morgan*",1416990658,9781416990659,1416990658,343        pp,3.98,"93,675","May 04, 2010","May 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/7664334-amy-roger-s-epic-detour
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time in Between,"Dueñas, María",1451616880,9781451616880,1451616880,615        pp,4.18,"44,096",Jun 2009,"Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/10836813-the-time-in-between
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time After Time,"Grunwald, Lisa*",,,,416        pp,3.74,"8,165","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 16, 2019","Jun 25, 2019","Jun 11, 2019",,Kindle Edition,view,/book/show/42732508-time-after-time
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evvie Drake Starts Over,"Holmes, Linda*",,,,287        pp,3.83,"137,430","Jun 25, 2019","Jun 25, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2020","Apr 25, 2020","Jun 11, 2019",,Kindle Edition,view,/book/show/42113939-evvie-drake-starts-over
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Tom Hanks,"Winfrey, Kerry*",1984804030,,B07HLP2MN3,284        pp,3.51,"26,356","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2019","Jul 24, 2019","Jun 11, 2019",,Kindle Edition,view,/book/show/42379028-waiting-for-tom-hanks
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Field Notes on Love,"Smith, Jennifer E.*",0399559418,9780399559419,0399559418,271        pp,3.82,"19,071","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/43601774-field-notes-on-love
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Tiger,"Choo, Yangsze*",1250175453,9781250175458,1250175453,372        pp,3.86,"59,924","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/39863482-the-night-tiger
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Wolf,"Blakeslee, Nate",1101902809,9781101902806,1101902809,320        pp,4.40,"11,173","Oct 17, 2017",Aug 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2019","Sep 04, 2019","Jun 11, 2019",,Paperback,view,/book/show/41078131-american-wolf
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hate U Give        (The Hate U Give, #1)","Thomas, Angie*",,,B01M0614T9,447        pp,4.47,"897,689","Feb 28, 2017","Feb 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2019,"Jun 11, 2019","Jun 01, 2019",,Kindle Edition,view,/book/show/36862147-the-hate-u-give
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",038554121X,9780385541213,038554121X,498        pp,3.86,"203,457","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2019",,Hardcover,view,/book/show/43575115-the-starless-sea
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unusual Second Life of Thomas Weaver        (Middle Falls Time Travel, #1)","Inmon, Shawn*",1535239492,9781535239493,1535239492,318        pp,4.17,"2,798","Jun 26, 2015","Jul 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2019",,Paperback,view,/book/show/31335035-the-unusual-second-life-of-thomas-weaver
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buffalo Creek Disaster: How the Survivors of One of the Worst Disasters in Coal-Mining History Brought Suit Against the Coal Company--And Won,"Stern, Gerald M.",0394723430,9780394723433,0394723430,320        pp,3.69,"2,380",1976,"Feb 12, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2019",,Paperback,view,/book/show/275176.The_Buffalo_Creek_Disaster
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Widows of Malabar Hill        (Perveen Mistry, #1)","Massey, Sujata*",1616957794,,B07226BHDG,401        pp,3.93,"28,953","Jan 09, 2018","Jan 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2019",Jun 2019,"May 24, 2019",,Kindle Edition,view,/book/show/35232443-the-widows-of-malabar-hill
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alibi Mike and His Gang of Parasites on the State.: The Experiences of a Fisheries Biologist's First Summer in Alaska,"Francisco, Kim",,,B07Q8KB9MF,213        pp,3.40,5,unknown,"Mar 27, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2019","Dec 31, 2019","May 24, 2019",,Kindle Edition,view,/book/show/44780710-alibi-mike-and-his-gang-of-parasites-on-the-state
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chernobyl Prayer: Voices from Chernobyl,"Alexievich, Svetlana",0241270545,,B01AY2Q0K2,292        pp,4.41,"57,475",1997,"Apr 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2019",,Kindle Edition,view,/book/show/29675406-chernobyl-prayer
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,"Higginbotham, Adam*",1501134612,9781501134616,1501134612,538        pp,4.37,"49,792","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2019",,Hardcover,view,/book/show/40538681-midnight-in-chernobyl
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Woman in the Forest,"Les Becquets, Diane",0399587047,9780399587047,0399587047,352        pp,3.70,"2,189","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2019",,Hardcover,view,/book/show/40133786-the-last-woman-in-the-forest
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River,"Heller, Peter",,,,274        pp,3.85,"40,056","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2019","May 24, 2019","May 18, 2019",,Kindle Edition,view,/book/show/40665796-the-river
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River at Night,"Ferencik, Erica*",1501143190,9781501143199,1501143190,304        pp,3.50,"15,988","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 18, 2019",,Hardcover,view,/book/show/29430686-the-river-at-night
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women of the Copper Country,"Russell, Mary Doria*",1982109580,9781982109585,1982109580,352        pp,4.11,"7,796","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2019",,Hardcover,view,/book/show/42201959-the-women-of-the-copper-country
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Man,"Harper, Jane*",,,B07FM4HQ9N,352        pp,4.16,"98,528","Oct 23, 2018","Feb 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 10, 2021","Feb 15, 2021","May 16, 2019",,Kindle Edition,view,/book/show/40969470-the-lost-man
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Must Be the Place,"O'Farrell, Maggie*",1472230302,,B011IYIEW2,401        pp,3.98,"32,359","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2019",,Kindle Edition,view,/book/show/26128897-this-must-be-the-place
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",,,,421        pp,4.28,"135,462","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2019",,Hardcover,view,/book/show/36739329-the-great-believers
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Ferriss, Timothy*",,,B07PHTJCPX,827        pp,4.10,"41,766","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2019",,Kindle Edition,view,/book/show/31823677-tools-of-titans
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Fry: A Memoir,"Brennan-Jobs, Lisa*",0802128238,9780802128232,0802128238,383        pp,3.80,"26,548",Sep 2018,"Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2019",,Hardcover,view,/book/show/39218044-small-fry
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Miss You When I Blink: Essays,"Philpott, Mary Laura*",1982102802,9781982102807,1982102802,288        pp,3.79,"13,747",Apr 2019,"Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2019",,Hardcover,view,/book/show/40539018-i-miss-you-when-i-blink
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,548","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2019",,Hardcover,view,/book/show/37570546-maybe-you-should-talk-to-someone
