,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Hugs a Cactus,"Goodrich, Carter",,,B07GNTMNBQ,48        pp,4.15,"1,620","Apr 16, 2019","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful This is a very cute little story with a fantastic theme. Plus, the artwork truly captures the essence of the story. I recommend.",Notes are private!,0,5,2,"not setApr 02, 2024","Apr 04, 2024Apr 04, 2024","Apr 02, 2024",,Kindle Edition,view (with text),/book/show/45170026-nobody-hugs-a-cactus
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,580","Apr 05, 2022","May 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"75%. After, jumping off to a well written and well organized for the first 20%, the book just didn’t do anything else for me and ground down to where 75%. After, jumping off to a well written and well organized for the first 20%, the book just didn’t do anything else for me and ground down to where I was counting pages to when it’s going to be over and finally I threw in the towel.I’m not a big Sci-fi living in the future person maybe that’s why...more",Notes are private!,2,6,1,"Apr 02, 2024","Apr 03, 2024","Apr 02, 2024",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wise Blood,"O'Connor, Flannery",,,B009LRWWPE,248        pp,3.83,"33,326","May 15, 1952",Mar 2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A well written story but the storyline was confusing. I’m trying to read as many F. O’Connor and have yet to be blown away like many ers are?,Notes are private!,0,3,1,Apr 2024,"Apr 02, 2024","Apr 01, 2024",,Kindle Edition,view (with text),/book/show/18071075-wise-blood
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matilda,"Dahl, Roald",0141301066,9780141301068,0141301066,240        pp,4.34,"949,138","Oct 01, 1988","Jun 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A marvelous book about the adventures of a young genius.,Notes are private!,0,3,1,Apr 2024,"Apr 02, 2024","Apr 01, 2024",,Paperback,view (with text),/book/show/39988.Matilda
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Fire: A Vision for a Deeper Human and Christian Maturity,"Rolheiser, Ronald",,,B00F8FA5ES,370        pp,4.41,937,"Jan 01, 2014","Mar 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An absolutely fantastic book on spirituality. The emphasis is on Catholic spirituality, but it is applicable to most of Christianity. The journey thatAn absolutely fantastic book on spirituality. The emphasis is on Catholic spirituality, but it is applicable to most of Christianity. The journey that the author takes us on is one exemplified by common situations. They are also ones that most people can easily relate to in their lives.A really good book that I completely enjoyed!...more",Notes are private!,0,2,1,"Mar 31, 2024","Apr 02, 2024","Mar 31, 2024",,Kindle Edition,view (with text),/book/show/21330768-sacred-fire
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Thought My Soul Would Rise and Fly: The Diary of Patsy, a Freed Girl, Mars Bluff, South Carolina, 1865","Hansen, Joyce",0439555051,9780439555050,0439555051,208        pp,3.93,"5,121",1997,"Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely story of pain from being enslaved and joy of being free equals a fine book.,Notes are private!,0,3,1,"Mar 31, 2024","Apr 02, 2024","Mar 31, 2024",,Library Binding,view (with text),/book/show/407913.I_Thought_My_Soul_Would_Rise_and_Fly
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pippa Park Raises Her Game,"Yun, Erin*",,,B07S2VPKR6,278        pp,4.23,862,"Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 30, 2024","Mar 31, 2024","Mar 30, 2024",,Kindle Edition,view,/book/show/50268629-pippa-park-raises-her-game
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,"Strobel, Lee",,,B000FC2KEC,360        pp,4.11,"13,055","Mar 16, 2004",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TechnicalA very well written and nicely researched book. In fact, I could imagine it being used as a textbook in theology. Unfortunately, the volume oTechnicalA very well written and nicely researched book. In fact, I could imagine it being used as a textbook in theology. Unfortunately, the volume of technical material makes hard to read. ...more",Notes are private!,0,2,1,"Mar 30, 2024","Mar 31, 2024","Mar 30, 2024",,Kindle Edition,view (with text),/book/show/6537268-the-case-for-a-creator
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me & Patsy Kickin' Up Dust: My Friendship with Patsy Cline,"Lynn, Loretta",1538701669,9781538701669,1538701669,240        pp,4.29,"2,640","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An easy read full of good down home, foxy information.In all her struggles and her accomplishments loretta Lynn had one thing in common, and that was An easy read full of good down home, foxy information.In all her struggles and her accomplishments loretta Lynn had one thing in common, and that was very close friend and one who she loved – Patsy Cline....more",Notes are private!,0,3,1,"Mar 30, 2024","Apr 02, 2024","Mar 30, 2024",,Hardcover,view (with text),/book/show/52544834-me-patsy-kickin-up-dust
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Botanist's Tracks        (Beyond the Tracks Book 3),"Reit, Michael*",3903476099,9783903476097,B0CQDC1Y2N,372        pp,4.35,72,unknown,"Mar 14, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is truly an exceptional book.Of the many books I’ve read about concentration camps, this one is right up there as one of the best. The way it hanThis is truly an exceptional book.Of the many books I’ve read about concentration camps, this one is right up there as one of the best. The way it handles their inner relationships between prisoners, acquaintances, and even the “Nazis” is a great example of characterization.The plot moves along very nicely at a good pace and it’s easy to understand. However, the end of the book was spectacular with a really great twist at the end. I highly recommend this book and I hope others take the time to read it....more",Notes are private!,1,5,1,"Mar 29, 2024","Apr 04, 2024","Mar 29, 2024",,Kindle Edition,view (with text),/book/show/203856297-the-botanist-s-tracks
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Me,"Spears, Britney",1668009048,9781668009048,1668009048,288        pp,3.91,"383,562","Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely one of the saddest stories I’ve ever read. From her mental health issues to her family stealing her money to losing her children. This bookAbsolutely one of the saddest stories I’ve ever read. From her mental health issues to her family stealing her money to losing her children. This book gave me shivers. ...more,Notes are private!,0,6,1,"Mar 27, 2024","Mar 28, 2024","Mar 28, 2024",,Hardcover,view (with text),/book/show/63133205-the-woman-in-me
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escape!: The Story of the Great Houdini,"Fleischman, Sid",0060850949,9780060850944,0060850949,210        pp,3.57,"1,293",2006,"Aug 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 26, 2024","Mar 28, 2024","Mar 28, 2024",,Hardcover,view,/book/show/107414.Escape_
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"True Brews: How to Craft Fermented Cider, Beer, Wine, Sake, Soda, Mead, Kefir, and Kombucha at Home","Christensen, Emma",,,B00A9ET6J8,321        pp,4.13,559,"Jan 01, 2013","May 14, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Good ReferenceI picked up this book up at the library because of the topic. I’ve never done any brewing or distilling myself, but I’ve always been iA Good ReferenceI picked up this book up at the library because of the topic. I’ve never done any brewing or distilling myself, but I’ve always been interested in it.Christiansen does a fantastic job of explaining it to a very simple man, like me, and I tip my hat to her for that. A perfect book for beginners and one of these days. I’ll let you know if I ever, try.A good book, well referenced, and in in depth index....more",Notes are private!,0,3,1,"Mar 27, 2024","Mar 29, 2024","Mar 27, 2024",,Kindle Edition,view (with text),/book/show/19012720-true-brews
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragon Hoops,"Yang, Gene Luen*",1250783143,,B084V2NGMG,448        pp,4.33,"8,546","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderful book for anyone who likes basketball. It gives an overview of its history, outstanding players and it also goes into the rules. ThThis is a wonderful book for anyone who likes basketball. It gives an overview of its history, outstanding players and it also goes into the rules. The graphic novel format was an astounding the learning process as well. It is a very large graphic but worth the time. The artwork is good and the language is simple. A good one!...more",Notes are private!,0,2,1,"Mar 27, 2024","Apr 03, 2024","Mar 27, 2024",,Kindle Edition,view (with text),/book/show/51624828-dragon-hoops
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wink,"Harrell, Rob*",,,B07TRWF8W5,320        pp,4.27,"5,851","Mar 31, 2020","Mar 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,MarvelousAbsolutely fantastic!This book was recommended because I have cancer and the person who recommended it thought that I would get some inside iMarvelousAbsolutely fantastic!This book was recommended because I have cancer and the person who recommended it thought that I would get some inside into how the young man deal with all of the problems.It is emotionally touching for me as I saw my struggles in the struggles of the young boy. I’m also glad there were some comedic elements so it wasn’t as heavy as previous books about dealing with cancer were.I absolutely 100% recommend this book...more,Notes are private!,2,12,1,"Mar 26, 2024","Mar 27, 2024","Mar 26, 2024",,Kindle Edition,view (with text),/book/show/49002587-wink
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Safe People: How to Find Relationships That Are Good for You and Avoid Those That Aren't,"Cloud, Henry*",0310210844,9780310210849,0310210844,199        pp,4.22,"4,784","May 13, 1995","Nov 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good points throughout,Notes are private!,0,1,1,"Mar 26, 2024","Mar 27, 2024","Mar 26, 2024",,Paperback,view (with text),/book/show/65325.Safe_People
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Explorers: The Untold Story of the Globetrotting Women Who Trekked, Flew, and Fought Their Way Around the World","Zanglein, Jayne E.*",1728215250,9781728215259,B08LQZFSYR,418        pp,3.57,363,unknown,"Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful book that drew emotions from me throughout. The feeling of anger and frustration arose when the treatment of women and gays in the first hA wonderful book that drew emotions from me throughout. The feeling of anger and frustration arose when the treatment of women and gays in the first half of the 20th Century. It was wrong…wrong…wrong. On the other hand, the determination of the ladies of the time gave me great joy. ...more",Notes are private!,0,4,1,"Mar 26, 2024","Mar 27, 2024","Mar 26, 2024",,Kindle Edition,view (with text),/book/show/57284913-the-girl-explorers
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lucky Life Interrupted: A Memoir of Hope,"Brokaw, Tom",,,B00U4VBND8,235        pp,3.87,"3,092","May 12, 2015","May 12, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I selected this book because I am a Tom Brokow fan. The more read the book the more I got into the actual story of him and his struggle with cancer. II selected this book because I am a Tom Brokow fan. The more read the book the more I got into the actual story of him and his struggle with cancer. I also am fighting with leukemia, and I recognize and associated clearly with a lot of the pain that Tom had gone through.I thoroughly enjoyed the book and I recommend it....more",Notes are private!,0,2,1,"Mar 25, 2024","Mar 26, 2024","Mar 25, 2024",,Kindle Edition,view (with text),/book/show/25158967-a-lucky-life-interrupted
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sam's Letters to Jennifer,"Patterson, James*",0446613347,9780446613347,0446613347,263        pp,4.16,"92,746",1991,"Mar 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A very touching and emotional book about a couple and their relationships. I thoroughly enjoyed it and will continue to be a Patterson fan.,Notes are private!,0,3,1,"Mar 25, 2024","Mar 25, 2024","Mar 25, 2024",,Paperback,view (with text),/book/show/80568.Sam_s_Letters_to_Jennifer
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Steve Jobs        (Little People, BIG DREAMS #47)","Vegara, Maria Isabel Sanchez*",,,B08KTVYLT2,32        pp,4.04,241,"Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fantastic A splendid little book that captures the essence of Steve Jobs life and work with Apple. A strong recommendation for young readers.,Notes are private!,0,2,1,"Mar 24, 2024","Mar 24, 2024","Mar 24, 2024",,Kindle Edition,view (with text),/book/show/57015989-steve-jobs
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Admiral: A Sailor Takes Command at NATO,"Stavridis, James G.*",,,B00NLOFR8W,376        pp,3.96,223,"Oct 01, 2014","Oct 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An exceptional book for those who are interested in international relations, especially the military aspect.I selected this book because I am a formerAn exceptional book for those who are interested in international relations, especially the military aspect.I selected this book because I am a former NATO officer and was very interested to see how the alliance was held together after I had retired from the Air Force. Because of this thorough and well documented book, it seems that the alliance continues to be in great shape,The, very thorough and very systematic and how he presents his thesis in this book. It should be complemented in every way.This is a brilliant book for those with their international background like myself. However, others may get confused....more",Notes are private!,0,4,1,"Mar 24, 2024","Mar 25, 2024","Mar 24, 2024",,Kindle Edition,view (with text),/book/show/23306541-the-accidental-admiral
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outside the Wire: Ten Lessons I've Learned in Everyday Courage,"Kander, Jason",1538747596,9781538747599,1538747596,256        pp,4.35,893,"Aug 07, 2018","Aug 07, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A mixed  book. A 5 for military achievements and a 1 for political commentary. Thus a 3,Notes are private!,0,3,1,"Mar 24, 2024","Mar 25, 2024","Mar 24, 2024",,Hardcover,view (with text),/book/show/37955624-outside-the-wire
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Highlander: An Incredible WWII Story of Survival in the Pacific,"Urquhart, Alistair",,,B004ULMI8W,322        pp,4.51,"4,278","Mar 04, 2010","Oct 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A powerful book!,Notes are private!,0,6,1,"Mar 22, 2024","Mar 24, 2024","Mar 22, 2024",,Kindle Edition,view (with text),/book/show/20213359-the-forgotten-highlander
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,847",Feb 2010,"Feb 10, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reading this book was truly a lovely experience. The Irish language and culture were very much a special addition to the plot of the story. My emotionReading this book was truly a lovely experience. The Irish language and culture were very much a special addition to the plot of the story. My emotions were all over the story. That is a sign of wonderful writing. I loved the story. ...more,Notes are private!,2,4,1,"Mar 22, 2024","Mar 23, 2024","Mar 22, 2024",,Paperback,view (with text),/book/show/8143909-foster
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undefeated: Jim Thorpe and the Carlisle Indian School Football Team,"Sheinkin, Steve",1596439548,9781596439542,1596439548,288        pp,4.18,"2,934","Jan 17, 2017","Jan 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love Jim Thorpe. This books is a good portrayal of his life and his accomplishments.,Notes are private!,0,4,1,"Mar 22, 2024","Mar 24, 2024","Mar 22, 2024",,Hardcover,view (with text),/book/show/29102913-undefeated
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sparkler,"Humm, Alan*",3988320633,9783988320636,3988320633,268        pp,3.57,7,unknown,"May 28, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting piece of historical fiction. The descriptions of Victorian London were very inviting and invited me to continue and the plot line strugAn interesting piece of historical fiction. The descriptions of Victorian London were very inviting and invited me to continue and the plot line struggles at times.Lots of activities throughout the book made the main character, Charles very interesting. His sexuality is well documented to his dismay.Overall a good read but I did have a bit of a struggle following the story in the middle. It recovers nicely in the end.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,9,1,"Mar 21, 2024","Mar 22, 2024","Mar 21, 2024",,Paperback,view (with text),/book/show/206668409-the-sparkler
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kaepernick Effect: Taking a Knee, Changing the World","Zirin, Dave",1620976757,9781620976753,1620976757,219        pp,3.76,386,"Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some exceptional points but many other. Very political points. Just know ahead of time what you are into,Notes are private!,0,4,1,"Mar 19, 2024","Mar 20, 2024","Mar 20, 2024",,Hardcover,view (with text),/book/show/58121729-the-kaepernick-effect
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The St. Ambrose School for Girls,"Ward, Jessica",,,B0BHTPZSD2,368        pp,3.28,"5,791","Jul 11, 2023","Jul 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just ok,Notes are private!,0,2,1,"Mar 20, 2024","Mar 21, 2024","Mar 20, 2024",,Kindle Edition,view (with text),/book/show/63112004-the-st-ambrose-school-for-girls
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuff Juice: My Journey from the Streets to the NBA,"Butler, Caron",1493023829,9781493023820,B015PMGAPQ,249        pp,4.20,401,"Sep 24, 2015","Sep 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A surprising fine book. He tells his story of rising from the mean streets to the NBA. It was an honest and crisp narrative that was very hard to put A surprising fine book. He tells his story of rising from the mean streets to the NBA. It was an honest and crisp narrative that was very hard to put down. ...more,Notes are private!,0,4,1,"Mar 20, 2024","Mar 21, 2024","Mar 20, 2024",,Kindle Edition,view (with text),/book/show/26815509-tuff-juice
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Live Like a Gentleman: Lessons in Life, Manners, and Style","Martin, Sam",,,B00MJD7GSU,137        pp,3.92,72,"Jun 30, 2007","Feb 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very well written book. Additionally is, it is immaculately organized with each chapter in broken into sections with bullet point summaries.For me, a Very well written book. Additionally is, it is immaculately organized with each chapter in broken into sections with bullet point summaries.For me, a kid who grew up in the city. This would’ve been perfect for me to have when I was coming up....more",Notes are private!,0,2,1,"Mar 19, 2024","Mar 22, 2024","Mar 19, 2024",,Kindle Edition,view (with text),/book/show/25791424-how-to-live-like-a-gentleman
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rule of Four,"Caldwell, Ian",,,B000FC1MOG,464        pp,3.29,"37,323","Apr 01, 2004","May 11, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A massive disappointment. It was billed as a DaVinci Code like thriller. It was far from it. It rambles onward to the land of boredom.,Notes are private!,0,2,1,"Mar 19, 2024","Mar 20, 2024","Mar 19, 2024",,Kindle Edition,view (with text),/book/show/36694212-the-rule-of-four
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roberto & Me,"Gutman, Dan",,,B0038B99LO,196        pp,4.21,666,"Feb 14, 2010",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bad I was completely shocked that this book had more to do with climate change than baseball. Truly a foul ball by the author. Tricking kids into hypoBad I was completely shocked that this book had more to do with climate change than baseball. Truly a foul ball by the author. Tricking kids into hypothetical situations in 2080 is very unprofessional. Avoid this book!...more,Notes are private!,0,1,1,"Mar 18, 2024","Mar 19, 2024","Mar 18, 2024",,Kindle Edition,view (with text),/book/show/8567244-roberto-me
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palazzo,"Steel, Danielle",1984821903,9781984821904,B0BGN3L4DF,256        pp,4.20,"9,820","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely story! The author has the great neck for weeding. The characters rolls inside the plot line of the story.I loved that I didn’t know where theA lovely story! The author has the great neck for weeding. The characters rolls inside the plot line of the story.I loved that I didn’t know where the story was going and was very much surprised at the end.This was a good book that I highly recommend....more,Notes are private!,0,2,1,"Mar 18, 2024","Mar 19, 2024","Mar 18, 2024",,Kindle Edition,view (with text),/book/show/63050494-palazzo
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cake by the Ocean: Love, Loss, and the Taste of Redemption","Barrett, Lorna",,,B0CVLJ2KPY,272        pp,4.50,34,unknown,"Feb 21, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charming in so many ways. The characters carry the story throughout. My favorite was Maud and how she showed so much courage to make such drastic chanCharming in so many ways. The characters carry the story throughout. My favorite was Maud and how she showed so much courage to make such drastic changes in her life. The ending for her made me smile. The descriptions of the land and villages was like a trip to Ireland. They were so well crafted that it made think they were painted. Overall, a great book. I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,1,2,"Mar 13, 2024not set","Mar 18, 2024not set","Mar 18, 2024",,Kindle Edition,view (with text),/book/show/208455856-cake-by-the-ocean
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monk of Mokha,"Eggers, Dave",,,,353        pp,4.07,"19,912","Jan 25, 2018","Jan 30, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,NDF. I am tired of authors taking cheap shots at Trump. Out of place in a novel for sure. I am in no way a Trump supporter but let it be. Please,Notes are private!,0,3,1,"Mar 16, 2024","Mar 16, 2024","Mar 16, 2024",,Kindle Edition,view (with text),/book/show/35215524-the-monk-of-mokha
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Backfield Boys,"Feinstein, John",0374305927,9780374305925,0374305927,353        pp,3.89,434,"Aug 29, 2017","Aug 29, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 15, 2024","Mar 16, 2024","Mar 15, 2024",,Hardcover,view,/book/show/33155337-backfield-boys
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mission to Protect        (Military K-9 Unit #1),"Reed, Terri*",,,B075CRM1XC,224        pp,4.22,615,unknown,"Apr 01, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF. The plot is good but the military mistakes made the book unreadable. I am a Lt Colonel and know aloy about the military stuff. i.e. Enlisted don’DNF. The plot is good but the military mistakes made the book unreadable. I am a Lt Colonel and know aloy about the military stuff. i.e. Enlisted don’t salute other enlisted and contracts are not given because the general wants it. Finally the mission of the base did not earn a 3 star general. ...more,Notes are private!,0,2,1,"Mar 11, 2024","Mar 13, 2024","Mar 13, 2024",,Kindle Edition,view (with text),/book/show/36367769-mission-to-protect
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normandy '44: D-Day and the Epic 77-Day Battle for France,"Holland, James",,,B07MXQZFQ7,805        pp,4.44,"1,952","Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Without a doubt, the best World War II book I have ever read. The author does incredible research and then documents all of it in this rather long booWithout a doubt, the best World War II book I have ever read. The author does incredible research and then documents all of it in this rather long book.What was unique in this book was that it gave the German perspective of the battles – – I’ve never seen that before.Outstanding book for history, buffs like me, but pack a lunch because it’s a long one.I highly recommend...more",Notes are private!,0,6,1,"Mar 13, 2024","Mar 19, 2024","Mar 13, 2024",,Kindle Edition,view (with text),/book/show/43839181-normandy-44
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to Terabithia,"Paterson, Katherine",,,B001UFP6JY,190        pp,4.05,"546,222","Oct 21, 1977","Oct 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely Magnificent in every way!!,Notes are private!,0,3,1,"Mar 12, 2024","Mar 13, 2024","Mar 12, 2024",,Kindle Edition,view (with text),/book/show/40940121-bridge-to-terabithia
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Gospel,"Caldwell, Ian",,,B00LD1S0NE,448        pp,3.74,"10,967",2014,"Mar 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Magnificent I absolutely loved this book. It had an incredible plot line that kept me reading all night. The characters were crisp and interesting. ThMagnificent I absolutely loved this book. It had an incredible plot line that kept me reading all night. The characters were crisp and interesting. The research was in depth. As a er with a MA in Theology, I give Caldwell credit for masterful work. So far, this is my book of the year!...more",Notes are private!,0,5,1,"Mar 12, 2024","Mar 13, 2024","Mar 12, 2024",,Kindle Edition,view (with text),/book/show/23003928-the-fifth-gospel
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night War,"Bradley, Kimberly Brubaker*",0735228566,9780735228566,0735228566,288        pp,4.31,128,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/186872349-the-night-war
