,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Reshmita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little Women (Junior Classics for Young Readers) by Louisa May Alcott (January 1, 2009) Paperback","Alcott, Louisa May",,,B014I9BFZ2,0        pp,4.00,4,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Unknown Binding,view,/book/show/140789755-little-women-junior-classics-for-young-readers-by-louisa-may-alcott-j
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Beauty - Junior Classics for Young Readers,"Colln, Louise*",,9781453065914,B00L8DNZ3W,179        pp,4.22,181,"Nov 24, 1877",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Paperback,view,/book/show/43533969-black-beauty---junior-classics-for-young-readers
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fables for Children: Aesop,"Knight, Kathryn",1453055479,9781453055472,1453055479,0        pp,4.00,12,unknown,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Paperback,view,/book/show/34104589-fables-for-children
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ashes to Ashes        (Ashes, #1)","Walker, Melissa C.*",0062077341,9780062077349,0062077341,325        pp,3.80,785,"Dec 23, 2013","Dec 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/18052849-ashes-to-ashes
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",0593315413,9780593315415,0593315413,345        pp,4.12,"53,047","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,my brother I think bought this book,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Hardcover,view (with text),/book/show/58386733-the-violin-conspiracy
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chosen Ones,"Roth, Veronica*",0358164087,9780358164081,0358164087,432        pp,3.60,"25,086","Apr 07, 2020","Apr 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i was right for waiting so long to read this. the novel started off great. i really enjoyed the idea of seeing how ""heroes"" live 10 years later. the ai was right for waiting so long to read this. the novel started off great. i really enjoyed the idea of seeing how ""heroes"" live 10 years later. the alternating documents and chapters was really engaging, and this novel was definitely better than divergent. but, then, the main character turned out to be not a morally ambiguous person, but a kinda bad person. i feel like she didn't care enough about the people who saved the world with her except albie. she just kept going on and on about how annoying they are. they had valid concerns; why are you blowing a place up and killing people without telling us, why are you just disappearing when there's a VILLAIN on the lose trying to kill you. she just had no empathy for anyone and didn't care about anyone except herself. her relationships with people felt so one dimensional. the entire premise of her character is that she's wrapped in guilt and trauma of what she did. but it doesn't excuse the way she treats everyone else. i really wanted to see the trope of found family here, but really what i saw was a found family and then her being annoying. everyone around her was telling her she needed help but she absolutely refused and then hurt everyone around her. and the end was positively terrible. no joke. i won't spoil but i promise it sucks. i wish i could forget this book and im incredibly glad i got it for sale for 8 dollars in Maine. the other book i got from Maine for cheap (spinning silver) was definitely much better. i should have gotten uprooted (the other naomi novik book available on sale there). what a waste of a beautiful cover.quotes written down on my target receipt""The lost time had plagued her more than she would have expected it to - the idea that her body had no memory of is own, that she could not interrogate it for the answer"" (245).""All the most powerful things she knew were also destructive unless diluted in some way"" (392)....more",Notes are private!,1,2,1,"Oct 09, 2023","Oct 10, 2023","Jul 23, 2023",,Hardcover,view (with text),/book/show/52486678-chosen-ones
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thirteen Plus One        (The Winnie Years, #5)","Myracle, Lauren*",0525422226,9780525422228,0525422226,304        pp,4.11,"3,495","May 01, 2010","May 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/7092449-thirteen-plus-one
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thirteen        (The Winnie Years, #4)","Myracle, Lauren*",0525478965,9780525478966,0525478965,256        pp,4.07,"5,242","Feb 01, 2008","Feb 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/1030285.Thirteen
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twelve        (The Winnie Years, #3)","Myracle, Lauren*",0525477845,9780525477846,0525477845,208        pp,4.02,"6,002","Mar 01, 2007","Mar 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/563322.Twelve
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eleven        (The Winnie Years, #2)","Myracle, Lauren*",0142403466,9780142403464,0142403466,224        pp,3.90,"5,972","Feb 09, 2004",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Paperback,view,/book/show/357936.Eleven
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten        (The Winnie Years, #1)","Myracle, Lauren*",0525423567,9780525423560,0525423567,272        pp,3.81,"2,166","May 17, 2011","May 17, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/9026498-ten
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solving Zoe,"Dee, Barbara*",1416961283,9781416961284,1416961283,230        pp,3.91,432,"Apr 02, 2009","Apr 21, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/4906773-solving-zoe
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Salaam, with Love","Beg, Sara Sharaf*",059348262X,9780593482629,059348262X,288        pp,4.08,"2,059","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Paperback,view,/book/show/57878711-salaam-with-love
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If You Could See the Sun,"Liang, Ann*",1335915842,9781335915849,1335915842,352        pp,4.03,"32,309","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/60099660-if-you-could-see-the-sun
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",1982121602,9781982121600,1982121602,336        pp,4.18,"633,783","Apr 25, 2019","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Paperback,view,/book/show/53799686-anxious-people
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Graceful        (Willow Falls, #5)","Mass, Wendy*",054577313X,9780545773133,054577313X,246        pp,4.19,"3,702","Jan 01, 2015","Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/23399295-graceful
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Present        (Willow Falls, #4)","Mass, Wendy*",,,,246        pp,4.33,"6,490","Aug 01, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/17244558-the-last-present
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"13 Gifts        (Willow Falls, #3)","Mass, Wendy*",0545310032,9780545310031,0545310032,341        pp,4.23,"14,960","Sep 01, 2011","Sep 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/10473214-13-gifts
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finally        (Willow Falls, #2)","Mass, Wendy*",0545052424,9780545052429,0545052424,304        pp,4.18,"19,222","Mar 01, 2010","Mar 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/6696465-finally
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"11 Birthdays        (Willow Falls, #1)","Mass, Wendy*",0545052394,9780545052399,0545052394,272        pp,4.16,"32,443","Jan 01, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/4835838-11-birthdays
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",0593565371,9780593565377,0593565371,416        pp,3.94,"845,825","May 30, 2017","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this feels like salena would read this. no offense. my brother bought this book.,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view (with text),/book/show/58679358-one-of-us-is-lying
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Venom Dark and Sweet        (The Book of Tea, #2)","Lin, Judy I.*",,,,352        pp,3.63,"10,180","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,what a gorgeous gorgeous cover. I own this!,Notes are private!,0,1,0,not set,not set,"Jul 20, 2023",,,view (with text),/book/show/48506393-a-venom-dark-and-sweet
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Piano Teacher,"Lee, Janice Y.K.",0670020486,9780670020485,0670020486,328        pp,3.36,"22,769","Jan 13, 2009","Jan 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view,/book/show/4332082-the-piano-teacher
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Expatriates,"Lee, Janice Y.K.",0525429476,9780525429470,0525429476,336        pp,3.67,"14,503","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am never reading this. we all know who gave me this. so yeah.,Notes are private!,0,1,0,not set,not set,"Jul 20, 2023",,Hardcover,view (with text),/book/show/25387896-the-expatriates
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,1324001801,9781324001805,1324001801,848        pp,3.91,"454,862",-660,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I FINALLY FOUND THE EDITION I HAVE! 8 dollars it was cheap! but also it wont show up here bc there are 88 Iliad editions,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view (with text),/book/show/77265004-the-iliad
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All of Us Villains        (All of Us Villains, #1)","Foody, Amanda*",1250789257,9781250789259,1250789257,400        pp,3.88,"35,062","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"all of us villains is a novel about seven families in a small city competing every blood moon to win access to high magic. each family choses a champiall of us villains is a novel about seven families in a small city competing every blood moon to win access to high magic. each family choses a champion, and they're all forced to kill each other within 3 months (with no access to the outside world), with spell rings. I was scared to purchase this novel, if only because the s seem so conflicted and the blurb doesn't effectively capture what actually happens in the novel. the one star s don't have any real issue with the book except that everyone doesn't always act like a villain. however, there's a lot of moral ambiguity through the novel which really made it for me. alliances are created and destroyed, and enemies and friends seem no different. the relationships in the novel are so complex, and the personalities created so beautifully, that we don't know which person to root for. I don't agree with the idea that this book is not worth reading these people don't act villainous. i think it's unfair to expect characters to be truly villainous without any regret. that would make this quite the boring book. the inner conflict is what makes these people real, proving that they have their humanity. i think being villainous is the moral ambiguity of the so called villain. i also think that these families are villainous. the entire premise of the novel is that these families kill each other for power. i feel like that's quite villainous.""He was a dagger in the darkness, quiet blood spilled on nightclothes, a scream that died in your throat"" (159)....more",Notes are private!,4,1,1,"Sep 30, 2023","Oct 06, 2023","Jul 20, 2023",,Hardcover,view (with text),/book/show/56179338-all-of-us-villains
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,544","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I got this book for six dollars at strand on my birthday. will read soon!,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view (with text),/book/show/51791252-the-vanishing-half
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Light in the Flame        (Flesh and Fire, #2)","Armentrout, Jennifer L.*",195756816X,9781957568164,195756816X,615        pp,4.51,"87,523","Nov 15, 2022","Nov 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,um. i read this. because i ordered it in march 2023. but then it just disappeared from my mind ig. but like it was good. so im broken. help me.,Notes are private!,0,0,1,"Mar 23, 2023","Mar 30, 2023","Jul 20, 2023",,Paperback,view (with text),/book/show/172133046-a-light-in-the-flame
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Novels of Jane Austen,"Austen, Jane",1684129060,9781684129065,1684129060,"1,232        pp",4.60,"2,411","Oct 21, 1982","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I got this at Costco probably more than a year ago. and i most definitely got it because the cover is gorgeous. however it is DAUNTING because it has I got this at Costco probably more than a year ago. and i most definitely got it because the cover is gorgeous. however it is DAUNTING because it has so many books inside and the font is miniscule. but I will try to read it soon! i need to read more classics!...more,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Leather Bound,view (with text),/book/show/43822410-the-complete-novels-of-jane-austen
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,541        pp,4.34,"158,879","Sep 12, 2006","Sep 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"half of a yellow sun was one of the most educational and deeply touching novels i've ever read. the novel starts off somewhat happy, exploring the inthalf of a yellow sun was one of the most educational and deeply touching novels i've ever read. the novel starts off somewhat happy, exploring the intricacies of the relationships between people and the people themselves. the conversations were educational; the political views heard through the intellectual discussions held in the novel introduced me to Nigeria pre-civil war without giving me long blocks of information i didn't understand. every perspective the novel has is so engaging, and i never felt bored reading a single chapter. the characters are so three dimensional, and well thought as well as nuanced in the way real people are (though i may say that ugwu was the heart as adhichie herself says). no relationship is singularly perfect, no person perfect. and that's what lends to the humanity that crushes a reader in this novel. the painstaking detail used to describe everything, including the most violent parts are what make it necessary to read. half a yellow sun should be read by everyone.the civil war in Nigeria was bloody and terrible as all wars are, however, the igbo genocide makes this infinite times worse. the igbo people were murdered brutally and not a single nation cared. i don't think how i can describe the feeling of reading about exactly how these people were killed, and i can't imagine how anyone could voice their experience. but someone was brave enough to do so, and here we have a novel based on that. however, i think that there needs to more books on this. more information offered to the general public. as adichie herself says in her famous ted talk ""the danger of a single story"", there cannot be a single narrative for such a horrific time in history. adichie's others novel(s?) address the Nigerian civil war, the only one i can think of on the spot Purple Hibiscus. but there needs to be more people telling the story of the history that western media doesn't want to tell. a primary aspect of the novel was the people who wrote down what happened, and it addressed how western journalists dramatized incidents and changed them to match the narrative they believed to be true. the blatant racism and superiority these journalists felt disgusted me; we still see that in western media today. the media we consume here in america chooses to ignore the positive aspects of these countries, or even the perspectives of people living there. they propose a single narrative, and it's extremely dangerous because this is what the masses of america read. they form opinions and biases and develop prejudice because of the biased journalism. so i can't imagine what Americans thought of the Nigerian civil war, or if they even knew about it. the author also addresses the consequences of colonialism, the one standing out the most to me the idea of separating people of a country. the British had the mindset of dividing and conquering, so they excarberated and created tensions between groups they governed. in the end, this did end up causing the Nigerian civil war. but did it? did the British create this idea of being separate or did these groups already exist separately? would uniting prove the British idea that all these people are the same? that all people of a certain race are a same? these ideas are called into question throughout the novel, and i think it was extremely powerful.i have so many other thoughts, but i think I'll end it here so people can make their own conclusions after reading. this book is necessary for people to read because of its transparency. the transparency is triggering, but this narrative should not be a forgotten one.sentences that provoked thought and emotion""'Education is a priority! How can we resist exploitation if we don't have the tools to understand exploitation?'"" (13).""'I am Nigerian because a white man created Nigeria and gave me that identity. I am black because the white man constructed black to be as different as possible from his white. But I was Igbo before the white man came'"" (25).""It was as if the scent could at least for a while, stifle her questions and make her a little more like him, a little more certain, a little less questioning"" (33).""Olanna wished they would; it was such a simple thing to do, to acknowledge the humanity of the people who served them"" (37).""She was used to this, being grabbed by men who walked around in a cloud of cologne-drenched entitlement, with the presumption that, because they were powerful and found her beautiful, they belonged together"" (41).""She felt a sense that things were in order, the way they were meant to be, and that even if they tumbled down once in a while, in the end they would come back together again"" (49).""He looked as if it were he who was receiving a gift; he had that expression of people who marveled at education with the calm certainty that it would never be theirs"" (50). ""It came with never having had much, she knew, the inability to let go of things, even things that were useless"" (59).""They were too happy, precariously so, and she wanted to guard that bond; she feared that marriage would flatten it to a prosaic partnership"" (65).""'The real tragedy of our postcolonial world is not that the majority of people had no say or not they wanted this new world; rather, it is that the majority have not been given the tools to negotiate this new world'"" (129).""This was love; a string of coincidences that gathered significance and became miracles"" (135).""Is love this misguided need to have you beside me most of the time? Is love this safety I feel in our silence? Is it this belonging, this completeness?'"" (189).""'Of course, we all hate somebody, but it's about control. Civilization teaches you control'"" (194).""If only he could reach out and tug at her lips to remove the sad smile on her face. If only it took that little."" (251). ""She wanted to ask them why they were all strangers who shared the same last name"" (273).""Olanna gently placed a pillow beneath her head and sat thinking about how a single act could reverberate over time and space and leave stains that could never be washed out""' (306).""Unbroken happiness is a bore; it should have ups and downs"" (322).""He had read somewhere that, for true writers, nothing was more important than their art, not even love"" (324).""'The world has to know the truth of what is happening, because they simply cannot remain silent while we die"" (383).""'I was a new person because I no longer had family to remind me of what I had been'"" (401).""He was not living his life; life was living him"" (457).""...the rule of Western journalism: One hundred dead black people equal one dead white person"" (462).""Grief was the celebration of love, those who could feel real grief were luck to have loved"" (538)....more",Notes are private!,16,3,1,"Oct 12, 2023","Oct 15, 2023","Jul 20, 2023",,Paperback,view (with text),/book/show/26827125-half-of-a-yellow-sun
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Song of the Forever Rains        (Mousai, #1)","Mellow, E.J.*",1542026059,,B08GC3WWQF,423        pp,3.95,"15,781","Jul 01, 2021","Jul 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Kindle Edition,view,/book/show/35155381-song-of-the-forever-rains
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rhythm of War        (The Stormlight Archive, #4)","Sanderson, Brandon*",0765326388,9780765326386,0765326388,"1,219        pp",4.62,"145,152","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/49021976-rhythm-of-war
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"India that is Bharat: Coloniality, Civilisation, Constitution","Deepak, J. Sai",9354352499,9789354352492,9354352499,472        pp,4.45,"1,144","Aug 15, 2021","Aug 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought this entire trilogy to read with my dad after he was watching some podcast with this guy in it. however, so far it is quite dense! but I willI bought this entire trilogy to read with my dad after he was watching some podcast with this guy in it. however, so far it is quite dense! but I will try my best to understand it...more",Notes are private!,0,0,1,"Jul 17, 2023",not set,"Jul 17, 2023",,Hardcover,view (with text),/book/show/58508534-india-that-is-bharat
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jade City        (The Green Bone Saga, #1)","Lee, Fonda*",0316440868,9780316440868,0316440868,498        pp,4.10,"65,192","Nov 07, 2017","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/34606064-jade-city
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Battle and Blood        (Adrian x Isolde, #1)","St. Clair, Scarlett*",,9781728258416,1728258413,391        pp,3.73,"112,820","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/56651967-king-of-battle-and-blood
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter of Doctor Moreau,"Moreno-Garcia, Silvia*",0593355334,9780593355336,0593355334,306        pp,3.58,"31,009","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/54829360-the-daughter-of-doctor-moreau
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Dragons,"Zhang, Cynthia",1777091748,9781777091743,1777091748,160        pp,3.82,533,"Aug 19, 2021","Aug 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/57544433-after-the-dragons
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Natural History of Dragons        (The Memoirs of Lady Trent, #1)","Brennan, Marie*",0765331969,9780765331960,0765331969,334        pp,3.84,"36,739","Feb 05, 2013","Feb 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/12974372-a-natural-history-of-dragons
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Women Were Dragons,"Barnhill, Kelly*",0385548222,9780385548229,0385548222,367        pp,3.87,"40,328","May 03, 2022","May 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/58783802-when-women-were-dragons
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic for Liars,"Gailey, Sarah*",,,,336        pp,3.62,"32,179","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/41555947-magic-for-liars
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vita Nostra        (Vita Nostra, #1)","Dyachenko, Marina",0062694596,9780062694591,0062694596,408        pp,4.02,"17,700",2007,"Nov 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/38633526-vita-nostra
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Way of Kings        (The Stormlight Archive, #1)","Sanderson, Brandon*",0765326353,9780765326355,0765326353,"1,007        pp",4.66,"493,684","Aug 31, 2010","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/7235533-the-way-of-kings
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,436","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/19161852-the-fifth-season
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"His Majesty's Dragon        (Temeraire, #1)","Novik, Naomi*",0345481283,9780345481283,0345481283,374        pp,4.06,"100,047","Jan 03, 2006","Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Mass Market Paperback,view,/book/show/28876.His_Majesty_s_Dragon
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Garden of the Cursed        (Garden of the Cursed, #1)","Pool, Katy Rose*",,,,352        pp,4.09,"2,241","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Hardcover,view,/book/show/61317668-garden-of-the-cursed
