,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adriana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crown of Midnight        (Throne of Glass, #2)","Maas, Sarah J.*",1619630621,9781619630628,,420        pp,4.36,"1,005,236","Aug 15, 2013","Aug 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/17167166-crown-of-midnight
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of Glass        (Throne of Glass, #1)","Maas, Sarah J.*",,,,406        pp,4.19,"1,480,116","Aug 07, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/7896527-throne-of-glass
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wicked King        (The Folk of the Air, #2)","Black, Holly*",0316310336,9780316310338,0316310336,336        pp,4.31,"751,869","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,ebook,view,/book/show/26032887-the-wicked-king
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cruel Prince        (Folk of the Air #1),"Black, Holly*",,,0316310271,370        pp,4.05,"1,212,252","Jan 02, 2018","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/26032825-the-cruel-prince
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Wings and Ruin        (A Court of Thorns and Roses, #3)","Maas, Sarah J.*",1408857901,9781408857908,1408857901,705        pp,4.48,"1,538,843","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/23766634-a-court-of-wings-and-ruin
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Mist and Fury        (A Court of Thorns and Roses, #2)","Maas, Sarah J.*",,,,626        pp,4.65,"1,866,495","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Kindle Edition,view,/book/show/17927395-a-court-of-mist-and-fury
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1619634449,9781619634442,1619634449,419        pp,4.20,"2,491,671","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/16096824-a-court-of-thorns-and-roses
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,819","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/890.Of_Mice_and_Men
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,058",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/15823480-anna-karenina
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender Is the Night,"Fitzgerald, F. Scott",,,068480154X,430        pp,3.79,"136,562","Apr 12, 1934","Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/46164.Tender_Is_the_Night
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dracula,"Stoker, Bram",0393970124,9780393970128,0393970124,488        pp,4.01,"1,275,183","May 26, 1897","May 12, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/17245.Dracula
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",1561797464,9781561797462,1561797464,184        pp,4.08,"841,521","Dec 17, 1843","Sep 23, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“If Christmas, with its ancient and hospitable customs, its social and charitable observances, were ever in danger of decay, this is the book that wou“If Christmas, with its ancient and hospitable customs, its social and charitable observances, were ever in danger of decay, this is the book that would give them a new lease.” - Thomas Hood i think this quote sums it up nicely! god bless the man who invented Christmas! ...more",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/5326.A_Christmas_Carol
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexander Hamilton,"Chernow, Ron",,,,818        pp,4.22,"180,993","Apr 26, 2004","Mar 29, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i never expected to read an 832-page biography about a Founding Father—but i did, and i LOVED it!Ron Chernow’s biography is brilliant because it blendi never expected to read an 832-page biography about a Founding Father—but i did, and i LOVED it!Ron Chernow’s biography is brilliant because it blends an incredibly fascinating subject with an incredibly talented author. Chernow was able to paint a picture not only of the almost-improbable life of Alexander Hamilton but of the whole of 18th-century America. he covers much more than just Hamilton’s participation in certain affairs; he further explains what these things meant in early-American society and how they shaped the future of the country. but to me, the biggest genius of this book lies in the fact that Chernow gave such a story-telling flair to the life of Hamilton. he turned events that might otherwise be thought boring and made them as entertaining as the events of a novel. his portraits of the Founding Fathers are so in depth, and they are humanized in a way i have rarely seen before. Chernow takes these far-away, “God-like” men and turns them into real, true people with flaws and worries and passions. Chernow also definitely changed my opinion on some of the Founding Fathers (ahem… Thomas Jefferson…)however, with all this in mind, i would also warn that this book is definitely hefty; it took me two and a half months to finish it. everyone’s reading pace differs, but i think you should be prepared to expend a lot of time into the experience of this book—not because it’s dull and difficult to get through but because there is just such a depth of information and insight. however, if you are a fan of Alexander Hamilton and American history (like i am), i’m sure all of this information will be very interesting to you. all in all, i think this is a very powerful and moving book—just as inspirational as the Hamilton play—which taught me SO much about the founding of the United States and the people who played a role in it. any Hamilton fan, or really anyone interested in that time period, would thoroughly enjoy this book. and yes, i tried not to make Hamilton play references throughout this . it was hard. and to finish with this quote from the introduction of the book:“Today, we are indisputably the heirs to Hamilton’s America, and to repudiate his legacy is, in many ways, to repudiate the modern world.”...more",Notes are private!,0,0,1,not set,not set,"Jul 07, 2021",,Paperback,view (with text),/book/show/16130.Alexander_Hamilton
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,1627792120,465        pp,4.49,"947,579","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/23437156-six-of-crows
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in the Garden of Good and Evil,"Berendt, John",0679751521,9780679751526,0679751521,386        pp,3.92,"270,284","Jan 13, 1994","Jun 28, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,587",May 2007,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- 4.5 stars -i wish there was a more powerful word than “heartbreaking” to describe this book. this tale is relentless in its cruelty and injustice—bu- 4.5 stars -i wish there was a more powerful word than “heartbreaking” to describe this book. this tale is relentless in its cruelty and injustice—but also sublimely beautiful in its persistence of hope and love. i got to learn a lot about Afghanistan’s recent history (and even some Pashto words!) throughout the book, which i really enjoyed. i’m not giving A Thousand Splendid Suns 5 stars only because sometimes the events in Mariam and Laila’s lives were too horrible to bear reading....more",Notes are private!,0,0,1,"Jul 23, 2021","Jul 29, 2021","Jul 07, 2021",,Hardcover,view (with text),/book/show/128029.A_Thousand_Splendid_Suns
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Nations: A History of the Eleven Rival Regional Cultures of North America,"Woodard, Colin",0670022969,9780670022960,0670022969,371        pp,4.20,"12,695","Sep 29, 2011","Sep 29, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Like everyone else in these s is saying: the book has a very interesting + thought-provoking basis and a cool ass map—but there is a whole lot oLike everyone else in these s is saying: the book has a very interesting + thought-provoking basis and a cool ass map—but there is a whole lot of Colin Woodard’s so-called “Yankeedom” bias splattered over everything.3.5 stars....more,Notes are private!,0,0,1,"Dec 26, 2022","Jun 13, 2023","Jul 07, 2021",,Hardcover,view (with text),/book/show/11140803-american-nations
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Venice,"Mann, Thomas",0060576170,9780060576172,,142        pp,3.70,"56,553",1912,"May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Paperback,view,/book/show/53061.Death_in_Venice
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,374","Jan 01, 1930","Jan 30, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"in a word: melancholic. yet there is a trickle of humor that runs underneath—a sort of “is this funny or devastating?” to swim in the consciousness ofin a word: melancholic. yet there is a trickle of humor that runs underneath—a sort of “is this funny or devastating?” to swim in the consciousness of people is a melancholic, humorous—and marvelous—thing. (also i keep Addie’s chapter bookmarked because oh my lord that is some of the most beautiful writing i have ever laid eyes upon.)...more",Notes are private!,0,1,1,"Aug 07, 2022","Aug 16, 2022","Jul 07, 2021",,Paperback,view (with text),/book/show/77013.As_I_Lay_Dying
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",0316323705,9780316323703,,449        pp,4.24,"628,936",Aug 1938,"Dec 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DELICIOUS! Manderley devoured me the way i devoured this book. Daphne du Maurier crafts such a powerful aura of foreboding—i felt like i was on the edDELICIOUS! Manderley devoured me the way i devoured this book. Daphne du Maurier crafts such a powerful aura of foreboding—i felt like i was on the edge of an abyss of the secrets of Manderley and about to be swallowed up every time i turned the page. the psychological haunting of Rebecca is hypnotic, enthralling. and the prose is SO indescribably beautiful. in reading Rebecca, you become part of Manderley, with the sea in your ears and the sickening worry of the narrator in your heart, waiting tortuously to hear Rebecca’s footsteps coming from the West Wing....more",Notes are private!,0,0,1,"Nov 20, 2021","Nov 28, 2021","Jul 07, 2021",,ebook,view (with text),/book/show/17899948-rebecca
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"War Storm        (Red Queen, #4)","Aveyard, Victoria*",0062422995,9780062422996,0062422995,662        pp,3.83,"166,238","May 15, 2018","May 15, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- 3.5 stars -i love the RQ series, but War Storm was at times disappointing. don’t get me wrong, i really enjoyed some parts of it (Maven’s moments, I- 3.5 stars -i love the RQ series, but War Storm was at times disappointing. don’t get me wrong, i really enjoyed some parts of it (Maven’s moments, Iris’s betrayal, Evangeliene’s character arc, Jon’s conversation with Mare, the Montfort dinner party™️, etc.), but i felt that other ones dragged on for a really long time (especially the battles and military tactics, ugh). overall, the first half of the book bored me more than the last half; during the end things started to pick up a lot. and i loved having all the POVs in this book to see the different characters’ thoughts!all in all, there were some things i liked in War Storm and some things i didn’t. this is my second time reading it, and i actually enjoyed it much more this time than i did the first. it’s definitely not the best book in the series, but it’s still a fairly good wrap up!…. btw i didn’t mention THE character death because i am still in denial of it....more",Notes are private!,0,0,1,"Jul 07, 2021","Jul 22, 2021","Jul 07, 2021",,Hardcover,view (with text),/book/show/27188596-war-storm
