,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Friend is a Gift You Give Yourself,"Boyle, William*",1643130587,9781643130583,1643130587,302        pp,3.58,"1,095","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Boyle is a decent noir writer but I much prefer his dark, moody stuff to this slightly more caper-ish affair. Three women - the widow of a mob boss, aBoyle is a decent noir writer but I much prefer his dark, moody stuff to this slightly more caper-ish affair. Three women - the widow of a mob boss, an ex-porn star and a damaged teenager - get mixed up in murders, stolen cash and car chases. It's got a kind of Elmore Leonard feel to it but isn't ever in the same class. The humour isn't there and while the dialogue is good, it isn't Elmore.Not a bad read but just not quite hitting the high notes...more",Notes are private!,0,0,1,"Apr 21, 2019","Apr 23, 2019","Apr 21, 2019",,Hardcover,view (with text),/book/show/40554557-a-friend-is-a-gift-you-give-yourself
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,"Jarawan, Pierre",1642860115,9781642860115,1642860115,468        pp,4.10,"2,449","Mar 01, 2016","Apr 02, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meh.,Notes are private!,0,0,1,"Apr 19, 2019","Apr 22, 2019","Apr 19, 2019",,Paperback,view (with text),/book/show/42729270-the-storyteller
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November Road,"Berney, Lou*",0062663879,9780062663870,,320        pp,3.87,"12,986","Oct 09, 2018","Oct 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well that is one terrific crime novel.Kennedy has been assassinated and Frank Guidry knows a little about the guys who did it. Problem is, knowing jusWell that is one terrific crime novel.Kennedy has been assassinated and Frank Guidry knows a little about the guys who did it. Problem is, knowing just a little is enough to get you whacked. So Guidry hits the road, headed for Las Vegas, his former mob boss's goon on his tail.Charlotte is sick of her life - small town, bland, with a drunk asshole husband to boot. One night she summons up the courage to bolt. She packs up her daughters and the dog and splits, heading west.These two strangers' paths are about to cross and decisions will be made that will change their lives forever.Pacy, slick and with two great lead characters, this is a thoroughly enjoyable and very well written chase/crime novel....more",Notes are private!,0,2,1,"Apr 15, 2019","Apr 18, 2019","Apr 15, 2019",,ebook,view (with text),/book/show/35430011-november-road
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to Oakland,"Williamson, Eric Miles",1933293802,9781933293806,1933293802,236        pp,3.82,66,2009,"Jul 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took two attempts and a lot of perseverance to get into this follow-up to the magnificent East Bay Grease. But it was worth it in the end.I think tIt took two attempts and a lot of perseverance to get into this follow-up to the magnificent East Bay Grease. But it was worth it in the end.I think the issue is that this novel is so different to anything else. It tells a story, and features characters, that simply don't appear in literature anywhere. The first installment is the same, I must have just forgotten.These are real blue-collar men. Away from women, away from filters, from political correctness. And they're pretty fucking horrible. Sweary, sexist, racist, violent assholes. But they're also deeply loyal, hard working and have a strict moral and ethical code.It is a fascinating, offensive ride, characterised by sensational writing....more",Notes are private!,0,1,1,"Apr 12, 2019","Apr 14, 2019","Apr 12, 2019",,Paperback,view (with text),/book/show/6794476-welcome-to-oakland
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence: In the Age of Noise,"Kagge, Erling",,,B073XL3DTX,131        pp,3.77,"11,338",2016,"Sep 28, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2019","Apr 08, 2019","Apr 08, 2019",,Kindle Edition,view,/book/show/36243813-silence
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Sky with Exit Wounds,"Vuong, Ocean",,,,89        pp,4.20,"39,693","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 07, 2019","Apr 11, 2019","Apr 07, 2019",,Paperback,view,/book/show/23841432-night-sky-with-exit-wounds
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Boat to Tangier,"Barry, Kevin",0385540310,9780385540315,0385540310,224        pp,3.62,"18,897","Jun 20, 2019","Sep 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The most beautiful, tender, nostalgic book you will ever read about gangsters.Maurice and Charlie, pair of gangsters in the twilight of their careers,The most beautiful, tender, nostalgic book you will ever read about gangsters.Maurice and Charlie, pair of gangsters in the twilight of their careers, wait on a night boat at the Spanish port of Algeciras. They are expecting Maurice's daughter, missing three years and suspected of living in a sort-of commune on one side or the other of the Mediterranean.As they wait, they interrogate various 'crusties' - anyone with dreadlocks and a dog - about her whereabouts. There is a cloud of threat and some minor violence, all presented with Barry's signature style and bags of humour.But, as we delve into the back story of Maurice and Charlie's intimately linked history, the novel evolves into something tender, emotional and wholly refreshing. A very special book....more",Notes are private!,0,23,1,"Apr 04, 2019","Apr 06, 2019","Apr 04, 2019",,Hardcover,view (with text),/book/show/43256597-night-boat-to-tangier
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Polyglot Lovers,"Wolff, Lina",,,B07KZL21HH,287        pp,3.40,"4,142","Jul 29, 2016","May 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 02, 2019","Apr 04, 2019","Apr 02, 2019",,Kindle Edition,view,/book/show/43180196-the-polyglot-lovers
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adèle,"Slimani, Leïla",0143132180,9780143132189,0143132180,216        pp,3.38,"16,429","Aug 08, 2014","Jan 15, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a disturbing, unrealistic and quite nasty book about sexual obsession. Adele escapes the banality of domesticity by seeking out damaging, grotThis is a disturbing, unrealistic and quite nasty book about sexual obsession. Adele escapes the banality of domesticity by seeking out damaging, grotesque and often abusive sexual relationships. Everyone suffers from her actions; her young son, her friends, her husband and, ultimately, Adele herself. Her career as a journalist crumbles, her marriage is in ruins, her mental health spirals.I'm not sure what the thrust of the book really is. Exploration of sexual addiction? A comment on bourgeois society? A titillating sexual thriller? But it doesn't fully work on any level. There's just not enough depth to the story or the characters and it all leaves a sour taste.This is the second book on the subject I've read recently and, though very different, Tom Perrotta's Mrs Fletcher handles sexual addiction much better with far more relatable characters....more",Notes are private!,0,0,1,Apr 2019,"Apr 02, 2019","Apr 01, 2019",,Paperback,view (with text),/book/show/40265073-ad-le
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores,"Curtis, Lauren Aimee",,9780857826954,,128        pp,3.30,447,2019,"Jul 25, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A strange, enjoyable story, told in spare but poetic prose. Dolores feels more like the kind of book you find coming out of Latin America than AustralA strange, enjoyable story, told in spare but poetic prose. Dolores feels more like the kind of book you find coming out of Latin America than Australia. It has that enigmatic quality that I love.I much prefer it when debut books are short novels like this rather than story collections - you get to know far more about the author and their style. Curtis is definitely one to watch....more",Notes are private!,0,6,1,"Mar 31, 2019",Apr 2019,"Mar 31, 2019",,Paperback,view (with text),/book/show/44671231-dolores
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Article 353 du code pénal,"Viel, Tanguy",2707343099,9782707343093,B01MYZSMVW,176        pp,3.78,"1,093","Jan 03, 2017","Jan 03, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Essentially a poor imitation of Marquez's Chronicle of a Death Foretold.A con-man convinces a small French coastal community to invest in an ambitiousEssentially a poor imitation of Marquez's Chronicle of a Death Foretold.A con-man convinces a small French coastal community to invest in an ambitious plan to turn their village into a seaside resort.But the plans are never actioned and everyone is ripped off, leading to one man taking deadly action.This is written as a confession, of sorts, so is more of a whydunnit than a whodunnit. But it's very bogged down in boring detail and never really excites. I just didn't care....more",Notes are private!,0,3,1,"Mar 30, 2019","Mar 31, 2019","Mar 30, 2019",,Kindle Edition,view (with text),/book/show/33778918-article-353-du-code-p-nal
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,894","Mar 05, 2019","Mar 05, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Utter trash. I mean, trash with a great title, ace cover and a good concept. But trash, all the same.",Notes are private!,0,22,1,"Mar 29, 2019","Mar 29, 2019","Mar 29, 2019",,Hardcover,view (with text),/book/show/40597810-daisy-jones-the-six
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Multiple Choice,"Zambra, Alejandro*",0143109197,9780143109198,0143109197,128        pp,3.88,"5,633","Dec 01, 2014","Jul 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 26, 2019","Mar 27, 2019","Mar 26, 2019",,Paperback,view,/book/show/28588315-multiple-choice
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book You Wish Your Parents Had Read,"Perry, Philippa",0241250994,9780241250990,0241250994,252        pp,4.11,"25,636","Mar 07, 2019","May 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2019","Mar 26, 2019","Mar 26, 2019",,Hardcover,view,/book/show/31850717-the-book-you-wish-your-parents-had-read
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,957","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a hell of a lot of fun to read, even if it isn't quite my thing.What to say about it without giving spoilers.... Hmmm... Not much. It's eThis book is a hell of a lot of fun to read, even if it isn't quite my thing.What to say about it without giving spoilers.... Hmmm... Not much. It's essentially an extraordinarily fast-paced SF thriller (I read the last 300 pages in one afternoon, it's a serious page-turner). A guy is kidnapped one evening, knocked unconscious and wakes up in a world he recognises but seems shifted somehow from the reality he's used to.That's about as far as I can go without ruining it. Anyway, the book has loads of gigantic flaws and far more science than I'm used to but it's light and fast and a real rollercoaster....more",Notes are private!,0,3,1,"Mar 24, 2019","Mar 25, 2019","Mar 24, 2019",,Hardcover,view (with text),/book/show/27833670-dark-matter
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Words,"Macfarlane, Robert*",0241253586,9780241253588,0241253586,112        pp,4.50,"5,873","Oct 05, 2017","Oct 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lovely artwork, ok poems. The audiobook with sounds of nature as a backdrop is a nice idea and works well.",Notes are private!,0,1,1,"Mar 22, 2019","Mar 26, 2019","Mar 22, 2019",,Hardcover,view (with text),/book/show/34837005-the-lost-words
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Take,"Robertson, Robin",1509846883,9781509846887,1509846883,237        pp,3.84,"2,483","Feb 22, 2018","Feb 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful experiment and a beautiful, harrowing account of PTSD.A Canadian soldier suffering terribly from the effects of WW2 tries to build a life A wonderful experiment and a beautiful, harrowing account of PTSD.A Canadian soldier suffering terribly from the effects of WW2 tries to build a life for himself in LA. He finds work as a reporter but is haunted constantly by memories of what he has seen and done. And the reminders are everywhere - explosions as buildings are torn down and rebuilt; new year's celebration fireworks; scores of homeless, drunk vets on the streets.This is a bleak and brutal tale which, written mostly as a longform poem, could have been gimmicky. But it works wonderfully. Telling a novel-length story in this way opens new doors where others close. Sure, characterisation is harder in this format, but a new world of imagery is suddenly possible. Some sections describing the city are as beautiful as any I've read. And the flashbacks to WW2 battlefields are shocking, raw and hugely affecting.Killer ending, too....more",Notes are private!,0,2,1,"Mar 20, 2019","Mar 22, 2019","Mar 20, 2019",,Hardcover,view (with text),/book/show/35659255-the-long-take
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Fletcher,"Perrotta, Tom",1501144022,9781501144028,1501144022,309        pp,3.36,"25,739","Aug 01, 2017","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a delight. This is a sweet, funny novel that tackles some serious and very contemporary issues, namely 21st century sexual politics.Eve Fletcher What a delight. This is a sweet, funny novel that tackles some serious and very contemporary issues, namely 21st century sexual politics.Eve Fletcher has sent her son off to college and it's left a huge void in her life; she fills it with an addiction to internet pornography. Suddenly is seems like every person and situation has the potential to become sexualised. Eve stumbles along, trying to convince herself she is exploring her sexuality and finally making a mark on the world, freed from the shackles of domesticity. But things start to unravel and she finds her decisions affecting her work and her mental state.Meanwhile, her son Brendan is busy negotiating the pitfalls of sexual consent, or not, and facing the fallout from the #MeToo movement.This could so easily have become a farce, or turned overly sexual, but Perrotta pitches it perfectly. It's funny, awkward and peopled in the main with realistic characters. There is even a fairly fully-developed trans character.Perrotta's novel is ambitious in that it tackles such a wide range of very modern issues but he pulls it off pretty well. It is a little spoiled by a rather silly ending but is still a funny, urgent novel and we'll worth a read....more",Notes are private!,0,2,1,"Mar 16, 2019","Mar 20, 2019","Mar 16, 2019",,Hardcover,view (with text),/book/show/33584812-mrs-fletcher
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parade,"Eggers, Dave",0735277524,9780735277526,0735277524,192        pp,3.64,"8,059","Mar 19, 2019","Mar 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable, strange satire, which is about as fresh and far removed from most American literature as you are likely to find.The Parade follows the cAn enjoyable, strange satire, which is about as fresh and far removed from most American literature as you are likely to find.The Parade follows the construction of a long straight road connecting the north and south of a middle eastern country recently ravaged by civil war. The two workers building this road are western, employees of a large, wealthy company, and are known to each other only by numbers they have assigned themselves.Four and Nine, as they are called, are polar opposites; one a focused, driven company man; the other a libertine, more interested in the local hospitality than the job at hand. The tension between the two thinly-sketched characters works nicely as they wind their way through this ruined country.A huge parade has been promised at their endpoint, the Capital, and the pair must negotiate curious locals, smatterings of rebels and eachother if they are to make it in time.The whole book has a wonderful fable-like quality to it, though the ending is rushed and not entirely satisfactory.Still, it is an enjoyable, fast read and is certainly recommended....more",Notes are private!,0,4,1,"Mar 15, 2019","Mar 15, 2019","Mar 15, 2019",,Hardcover,view (with text),/book/show/40819224-the-parade
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lanny,"Porter, Max",0571340288,9780571340286,0571340288,210        pp,4.06,"26,666","Mar 05, 2019","Mar 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely superb. Playful, insightful, magical and subtle. A brilliant depiction of village life as well as a gripping story. It's hard to say too muAbsolutely superb. Playful, insightful, magical and subtle. A brilliant depiction of village life as well as a gripping story. It's hard to say too much more about it without giving spoilers.Imagine Broadchurch rewritten by George Saunders and Cynan Jones....more",Notes are private!,0,10,1,"Mar 10, 2019","Mar 12, 2019","Mar 10, 2019",,Hardcover,view (with text),/book/show/39738353-lanny
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Walking Dead, Vol. 4: The Heart's Desire","Kirkman, Robert",1582405301,9781582405308,1582405301,136        pp,4.20,"30,480","Nov 30, 2005","Nov 30, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 09, 2019","Mar 09, 2019","Mar 09, 2019",,Paperback,view,/book/show/138397.The_Walking_Dead_Vol_4
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White,"Ellis, Bret Easton",,,,272        pp,3.49,"5,184","Apr 16, 2019","Apr 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 06, 2019","Mar 12, 2019","Mar 06, 2019",,Hardcover,view,/book/show/41429819-white
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Border        (Power of the Dog, #3)","Winslow, Don*",0062664514,9780062664518,,768        pp,4.46,"16,262","Feb 26, 2019","Feb 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF @ p.250Oh Don. Why?,Notes are private!,0,0,1,"Mar 04, 2019","Mar 26, 2019","Mar 04, 2019",,ebook,view (with text),/book/show/38376040-the-border
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Were Never Really Here,"Ames, Jonathan",0525562893,9780525562894,0525562893,112        pp,3.87,"4,608","Jan 06, 2013","Jan 30, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not really sure what the point of this was. It's a fairly decent set-up to a mob revenge story... and then it just ends. It's like the first part of aNot really sure what the point of this was. It's a fairly decent set-up to a mob revenge story... and then it just ends. It's like the first part of a much longer novel.Certainly doesn't work as a book on its own as far too much is left hanging and 97 pages isn't really long enough to explore the many plot strands, not to develop characters properly....more",Notes are private!,0,5,1,"Mar 02, 2019","Mar 02, 2019","Mar 02, 2019",,Paperback,view (with text),/book/show/36515910-you-were-never-really-here
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spirit of Science Fiction,"Bolaño, Roberto",0735233543,9780735233546,B07FC1WCFY,204        pp,3.46,"2,692","Nov 03, 2016","Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's been a fair bit of negativity around this latest of the many posthumously-published novels of the great Bolano. But I think it's a little unfaThere's been a fair bit of negativity around this latest of the many posthumously-published novels of the great Bolano. But I think it's a little unfair.I mean, it aint The Savage Detectives, but even when he isn't at his best you feel you are in the hands of an undisputed genius. Like a diluted version of TSD, this follows two young, bohemian poets as they traipse around Mexico City trying to confirm the rumour that there are over 600 literary magazines in publication within the city limits.This is a disjointed, self-indulgent book. But there are enough glimmers of brilliance that it makes it well worth the read for established fans. The prose, as always, is exquisite. And the last section is a brilliantly sustained, highly effective piece of disturbing writing....more",Notes are private!,0,4,1,"Feb 27, 2019",Mar 2019,"Feb 27, 2019",,Kindle Edition,view (with text),/book/show/43924612-the-spirit-of-science-fiction
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederate General from Big Sur,"Brautigan, Richard",039417271X,9780394172712,039417271X,161        pp,3.98,"3,899",1964,1968,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2019","Mar 22, 2019","Feb 27, 2019",,Paperback,view,/book/show/99121.A_Confederate_General_from_Big_Sur
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library of Unrequited Love,"Divry, Sophie",0857051415,9780857051417,0857051415,95        pp,3.16,"2,875",2010,"Feb 14, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not much cop. Would have worked far better as a short story rather than a novella. It certainly doesn't justify being a book in its own.Not much cop. Would have worked far better as a short story rather than a novella. It certainly doesn't justify being a book in its own....more,Notes are private!,0,2,1,"Feb 26, 2019","Feb 26, 2019","Feb 26, 2019",,Hardcover,view (with text),/book/show/17282187-the-library-of-unrequited-love
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plotters,"Kim, Un-Su",1925603768,9781925603767,1925603768,310        pp,3.58,"6,328",2010,"Aug 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely loved this excellent Korean thriller. It is utterly gripping and I could hardly bring myself to put it down over the past day or so.It foI absolutely loved this excellent Korean thriller. It is utterly gripping and I could hardly bring myself to put it down over the past day or so.It follows Reseng, at 32 years old a veteran of the assassination industry and fatigued by a life of killing, still scarred from the loss of his one chance at a normal life ten years earlier. After being dragged into a plot to take down the kingpins of Seoul's death agencies, he finds himself questioning life, death and his role in this brutal underworld.The writing and translation is fantastic, the story is cool and fast-paced, the characters are well drawn and the whole thing is packed with plenty of local flavour. A wonderful piece of pure, classy escapism....more",Notes are private!,0,4,1,"Feb 24, 2019","Feb 26, 2019","Feb 24, 2019",,Paperback,view (with text),/book/show/39618887-the-plotters
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Soldiers,"Mingarelli, Hubert",1620974401,9781620974407,1620974401,160        pp,3.82,710,"Jan 03, 2003","Oct 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another superb short novel about men at war by this excellent French novelist. This time Mingerelli tackles the Russian Revolution, following four solAnother superb short novel about men at war by this excellent French novelist. This time Mingerelli tackles the Russian Revolution, following four soldiers from the Red Army as they battle winter, boredom and the looming dread of what is to come. They form tight friendships as they while away the hours playing dominoes, talking or just sitting by a secluded pond.Mingerelli does such a superb job of depicting the base daily events of soldier life. He strips away the politics, refuses to take sides and has such empathy for his characters. Wonderful stuff....more",Notes are private!,0,5,1,"Feb 21, 2019","Feb 22, 2019","Feb 21, 2019",,Hardcover,view (with text),/book/show/41557466-four-soldiers
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muscle,"Trotter, Alan*",0571352219,9780571352210,0571352219,288        pp,3.41,292,"Feb 05, 2019","Aug 16, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh I really disliked this in the end. What middling interest I had was completely lost by the fifth and last section.This is the story of two tough guOh I really disliked this in the end. What middling interest I had was completely lost by the fifth and last section.This is the story of two tough guys, goons for hire, as they pick up odd jobs roughing up guys, collecting debts and breaking hands. All written as a kind of Chandler pastiche, but possibly more of a parody.One of the goons, Box, passes the time reading sci-fi stories from pulp magazines an acquaintance writes for. Then, as the story progresses and the pair's jobs take a dark turn, his life becomes entwined with the time travel or parralel universe ideas he's been reading about.It's reminiscent of Paul Auster and thus really not my kind of thing. It's a spectacular failure of style over substance, a literary high-wire act where the author fell to his death about half way through....more",Notes are private!,0,7,1,"Feb 16, 2019","Feb 18, 2019","Feb 16, 2019",,Paperback,view (with text),/book/show/41086949-muscle
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,490","Jan 03, 2013","Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2019","Feb 24, 2019","Feb 16, 2019",,Hardcover,view,/book/show/13641208-tenth-of-december
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doggerland,"Smith, Ben",0008313369,9780008313364,0008313369,248        pp,3.70,"1,296","Apr 04, 2019","Apr 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a wonderful novel. An old man and a boy live their lives on a rig in the north sea, repairing turbines on a giant wind farm. An ecological event What a wonderful novel. An old man and a boy live their lives on a rig in the north sea, repairing turbines on a giant wind farm. An ecological event has seen the world ripped of its resources, only plastic and electricity seem in rich health.Their days are mundane: travelling around the farm in their rechargeable boat, carrying out repairs for 'The Company', keeping the blades turning, eating bland manufactured food, playing pool, dredging the seabed for useless items. All there is, apart from the water, is their clipped conversation and the quarterly visit from a supply boat.The boy is there because his father deserted his post and he has been sent to fulfill the contract. The old man has resigned himself to this repetitive, pointless life. Until the boy plans their escape...Smith's prose is utterly exquisite, spare as Cynan Jones, with dialogue straight out of Beckett. And the story is told with such restraint and beauty that is drags at your heart and your gut when things go south. It's a magnificent novel and should go on to win many awards this year....more",Notes are private!,0,6,1,"Feb 12, 2019","Feb 14, 2019","Feb 12, 2019",,Hardcover,view (with text),/book/show/42363317-doggerland
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Send Flowers,"Solares, Martín",,,B07611BJZQ,288        pp,3.59,334,"Nov 13, 2015","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is gritty, raw Mexican noir with a violent, bloody plot and hideous, corrupt, immoral characters. And it is very well done.The teenage daughter oThis is gritty, raw Mexican noir with a violent, bloody plot and hideous, corrupt, immoral characters. And it is very well done.The teenage daughter of a rich businessman is kidnapped and ex-detective Carlos Trevino is hired to find her. He scours the backstreets of the fictional coastal resort of La Eternidad, a town caught in the middle of a bloody territorial war between two drug cartels.Alongside Trevino's search is the story of Police Chief Margarito, a man whose decades of corrupt, murderous rule are about to come to an end, by either retirement or the payback of those he has wronged - whichever comes first.As in James Ellroy's best work, Solares has created a world filled to the brim with awful people in a town where everyone is on the take and bodies are dropped at an alarming rate. He doesn't quite have the panache of Ellroy, nor the cinematic quality of Don Winslow, but his storytelling is hardboiled and moves at a thrilling pace. A cracking slice of seedy Mexican noir....more",Notes are private!,0,1,1,"Feb 07, 2019","Feb 12, 2019","Feb 07, 2019",,Kindle Edition,view (with text),/book/show/40598633-don-t-send-flowers
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",0954221710,9780954221713,0954221710,192        pp,4.03,"39,198",1972,"May 29, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2019","Feb 07, 2019","Feb 06, 2019",,Paperback,view,/book/show/79550.The_Summer_Book
