,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,britt_brooke's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,191","May 27, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TJR sure has a penchant for fictional celebrities. Risking unpopular opinion territory, but Evelyn Hugo and Daisy Jones didn’t light my fire. The RivaTJR sure has a penchant for fictional celebrities. Risking unpopular opinion territory, but Evelyn Hugo and Daisy Jones didn’t light my fire. The Riva family, though? I enjoyed getting to know them, even if mostly surface-level. And I liked how Malibu itself is practically a character with it’s waves, mansions, celebs, and ignitions. Entertaining family drama. Right book, right time....more",Notes are private!,0,9,1,"Jul 03, 2021","Jul 05, 2021","Jul 03, 2021",,Hardcover,view (with text),/book/show/55404546-malibu-rising
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guncle        (The Guncle, #1)","Rowley, Steven*",0525542280,9780525542285,0525542280,326        pp,4.14,"135,248","May 25, 2021","May 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Heartbreaking, but so damned endearing! “GUP” (Gay Uncle Patrick, that is) - a former tv star - takes temporary care of his niece and nephew after theHeartbreaking, but so damned endearing! “GUP” (Gay Uncle Patrick, that is) - a former tv star - takes temporary care of his niece and nephew after their mom tragically dies and his brother is suddenly, yet believably, indisposed. GUP and the kids are so fun together; their conversations are just the best. At the root, this story is about vulnerability, grief, and healing, but it’s so clever and funny, too. A thoughtful read! ...more",Notes are private!,0,11,1,"Jun 28, 2021",Jul 2021,"Jun 28, 2021",,Hardcover,view (with text),/book/show/54508798-the-guncle
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Speckled Beauty: A Dog and His People,"Bragg, Rick",0525658815,9780525658818,0525658815,256        pp,4.45,"4,892","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recouping from a plethora of ailments, Bragg finds himself inhabiting his momma’s basement in the Alabama mountains. The Braggs, he explains, are a faRecouping from a plethora of ailments, Bragg finds himself inhabiting his momma’s basement in the Alabama mountains. The Braggs, he explains, are a family of dog lovers and stray rescuers. One day, an emaciated Australian Shepherd happens upon their land and stays. He’s a “terrible” dog. Turns out, Speck and Bragg are just what the other needed. Dog love is its own special kind. Loved this! Bragg is solidly one of my favorites....more",Notes are private!,0,5,1,"Sep 20, 2021","Sep 21, 2021","Jun 27, 2021",,Hardcover,view (with text),/book/show/56098124-the-speckled-beauty
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanishing Fleece: Adventures in American Wool,"Parkes, Clara*",1419735314,9781419735318,1419735314,184        pp,4.19,"2,507",2019,"Oct 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up in honor of my MIL who passed away last year, far too soon. For years, she raised angora goats, ran a spinning mill, and personally hI picked this up in honor of my MIL who passed away last year, far too soon. For years, she raised angora goats, ran a spinning mill, and personally hand-dyed/painted her gorgeous yarns. Not sheep, but it’s the same idea. Parkes, a natural storyteller, takes us along as she transforms 600lbs+ wool into yarn at various places using different techniques, all while teaching us about the waning wool industry. Kathy would’ve loved this! ...more",Notes are private!,0,6,1,"Jun 22, 2021","Jun 23, 2021","Jun 24, 2021",,Hardcover,view (with text),/book/show/43908963-vanishing-fleece
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apocalypse Child: A Life in End Times,"Edwards, Flor*",1683367685,9781683367680,1683367685,224        pp,3.72,354,"Mar 13, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2021",,Paperback,view,/book/show/35091092-apocalypse-child
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mixed Plate: Chronicles of an All-American Combo,"Koy, Jo",,,B07XY3QSXH,318        pp,4.24,"2,758","Mar 23, 2021","Mar 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love memoirs from the Chelsea Lately round table! Koy is the son of a white American military dad and a Filipino immigrant mom (with a schizophrenicI love memoirs from the Chelsea Lately round table! Koy is the son of a white American military dad and a Filipino immigrant mom (with a schizophrenic older son). Family life was incredibly challenging. Embracing his Filipino-American identity was, too, especially when they entered the civilian world. Naturally funny, Koy used comedy to fit in, which led to his desire to skip college and try standup. A very thoughtful and funny memoir! ...more",Notes are private!,0,3,1,"Jun 18, 2021","Jun 21, 2021","Jun 23, 2021",,Kindle Edition,view (with text),/book/show/55591201-mixed-plate
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultish: The Language of Fanaticism,"Montell, Amanda*",0062993151,9780062993151,0062993151,309        pp,3.87,"79,207","Jun 15, 2021","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The different ways we use language never ceases to amaze. I loved Montell’s “Wordslut” and this as well! Ranging from full-on deadly communal cults toThe different ways we use language never ceases to amaze. I loved Montell’s “Wordslut” and this as well! Ranging from full-on deadly communal cults to fitness groups to MLM, she dissects the phrasing that draws folks in, eliciting importance. Sure, there are some tiny liberties. Not all of these groups are true cults, but do exude cult-like devotion. As weird as it sounds, so much is marketing jargon. Utterly fascinating! ...more",Notes are private!,0,17,2,"Mar 07, 2022Jun 23, 2021","Mar 08, 2022Jun 25, 2021","Jun 23, 2021",,Hardcover,view (with text),/book/show/55338982-cultish
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Based on a True Story: A Memoir,"Macdonald, Norm",0812993624,9780812993622,0812993624,256        pp,4.00,"15,393","Sep 20, 2016","Sep 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You realize rather quickly that this isn’t really a memoir. It’s a bizarre satire rooted in (possibly) true stories. Some are very obviously made up. You realize rather quickly that this isn’t really a memoir. It’s a bizarre satire rooted in (possibly) true stories. Some are very obviously made up. I liked the quirkiness initially. MacDonald is funny and self-deprecating, but then things get dark and disturbing. It was a bit much, IMO. And as the “ghostwriter” character popped in more and more, I enjoyed the story less and less. A weird read for sure. ...more",Notes are private!,0,3,1,"Jun 21, 2021","Jun 22, 2021","Jun 21, 2021",,Hardcover,view (with text),/book/show/28686959-based-on-a-true-story
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marvel-Verse: Captain Marvel,"DeConnick, Kelly Sue*",1302926845,9781302926847,1302926845,120        pp,3.54,96,"Jan 13, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I nabbed this from my sons’ “Marvel-Verse” collection. The audience is wide, y’all. Anyway, this compiles four issues providing the reader a basis forI nabbed this from my sons’ “Marvel-Verse” collection. The audience is wide, y’all. Anyway, this compiles four issues providing the reader a basis for the main character. Plus, this collection involves Kelly Sue DeConnick (who I know best from Bitch Planet). This is a good introduction for a noob like me who only knows this incredible badass from the Captain Marvel film. Planning to read/steal the Black Widow edition soon! ...more",Notes are private!,0,4,1,"Jun 16, 2021","Jun 22, 2021","Jun 16, 2021",,Paperback,view (with text),/book/show/55425936-marvel-verse
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Marvelous Life: The Amazing Story of Stan Lee,"Fingeroth, Danny",1250133904,9781250133908,1250133904,400        pp,3.70,623,"Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"True, this is a biography of Stan Lee, but also of Marvel and it’s predecessors. Over many decades, Lee - and Kirby, Ditko, et al - fought hard to keeTrue, this is a biography of Stan Lee, but also of Marvel and it’s predecessors. Over many decades, Lee - and Kirby, Ditko, et al - fought hard to keep this unique art form going. It’s all quite dramatic, tbh, but utterly fascinating! Lee’s flawed, realistic superheroes have massively impacted popular culture. What a brilliant move to make them relatable. I really enjoyed this! ...more",Notes are private!,0,3,1,"Jun 16, 2021","Jun 20, 2021","Jun 16, 2021",,Hardcover,view (with text),/book/show/43263493-a-marvelous-life
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody Fights: So Why Not Get Better at It?,"Holderness, Kim",0785235728,9780785235729,0785235728,230        pp,4.32,"5,033","Mar 30, 2021","Mar 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t think I’ve ever read a relationship book, but I wanted to support these fine, hilarious folks after following them on social media ➡️ “The HolI don’t think I’ve ever read a relationship book, but I wanted to support these fine, hilarious folks after following them on social media ➡️ “The Holderness Family.” Their clever videos have been a bright spot during COVID. Self-help is not usually my jam, but I really enjoyed and learned from this, jotting mental notes as I listened. Kim and Penn are super funny and lovable, too, so that added to the experience. ...more",Notes are private!,0,7,1,"Jun 10, 2021","Jun 11, 2021","Jun 10, 2021",,Hardcover,view (with text),/book/show/54287720-everybody-fights
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Summer,"Weiner, Jennifer*",1501133543,9781501133541,1501133543,432        pp,3.75,"82,023","May 11, 2021","May 11, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first Jennifer Weiner book I’ve read in ages; the premise caught my eye. This story illustrates the varying degrees of bullshit sexual assault womThe first Jennifer Weiner book I’ve read in ages; the premise caught my eye. This story illustrates the varying degrees of bullshit sexual assault women/girls often endure while simultaneously addressing how toxic masculinity is bred and cultivated. These are excellent and powerful points. However, I didn’t like how the new female friendship unfolded at all. So melodramatic and unrealistic in an otherwise believable story.CW: rape...more",Notes are private!,0,4,1,"Jun 07, 2021","Jun 10, 2021","Jun 07, 2021",,Hardcover,view (with text),/book/show/55467800-that-summer
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pizza Girl,"Frazier, Jean Kyoung*",038554572X,9780385545723,038554572X,208        pp,3.38,"23,087","Jun 09, 2020","Jun 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The long unnamed “Pizza Girl” is in a tough spot. Eighteen, pregnant, and grieving her father. In a bright, if bizarre, moment, she latches on to a quThe long unnamed “Pizza Girl” is in a tough spot. Eighteen, pregnant, and grieving her father. In a bright, if bizarre, moment, she latches on to a quirky new customer and becomes a bit obsessed with their pseudo friendship. Depression, denial, grief, addiction - it all pieces together. This is a sorrowful, yet endearing coming of age. Frazier finds the humor amidst the damage. An impressive debut! ...more",Notes are private!,0,9,1,"Jun 07, 2021","Jun 11, 2021","Jun 07, 2021",,Hardcover,view (with text),/book/show/44088751-pizza-girl
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Magnificent Bastard Tongue: The Untold History of English,"McWhorter, John",1592403956,9781592403950,1592403956,230        pp,3.82,"6,850","Oct 01, 2008","Oct 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading - and LOVING - Nine Nasty Words, I’m diving into linguist John McWhorter’s backlist. This one takes an in-depth look at English and it’sAfter reading - and LOVING - Nine Nasty Words, I’m diving into linguist John McWhorter’s backlist. This one takes an in-depth look at English and it’s myriad quirks. We do some absurd stuff with words and phrasing. He largely compares Germanic versus Semitic languages. Super interesting stuff! McWhorter’s writing is engaging and fun; narration flawless. “Meaningless do” was a bit repetitive, but I’m being nitpicky. I learned a lot! ...more",Notes are private!,0,3,1,"Jun 03, 2021","Jun 04, 2021","Jun 05, 2021",,Paperback,view (with text),/book/show/3143472-our-magnificent-bastard-tongue
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life as a Goddess: A Memoir through (Un) Popular Culture,"Branum, Guy",,,B075RNFTTW,289        pp,4.00,"3,602","Jul 31, 2018","Jul 31, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m a sucker for memoirs by former Chelsea Lately writers/panelists. Guy Branum is a walking encyclopedia in the most endearing way. I mean, dude is sI’m a sucker for memoirs by former Chelsea Lately writers/panelists. Guy Branum is a walking encyclopedia in the most endearing way. I mean, dude is smart! These essays are about his life, pop culture, digressions, and digressions of digressions. A thread of personal and societal gay commentary runs perfectly throughout. Poignant, funny, and so worth a listen. Branum’s narration is on point. Do people still say “on point”? IDK....more",Notes are private!,0,3,1,"Jun 05, 2021","Jun 08, 2021","Jun 05, 2021",,Kindle Edition,view (with text),/book/show/38887475-my-life-as-a-goddess
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Never Talk About This Again: A Memoir,"Alterman, Sara Faith",1538748657,9781538748657,B086SW8D56,273        pp,3.75,767,"Jul 28, 2020","Jul 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alterman touches on her childhood focusing largely on her father Ira’s surprising, hidden career, but the real takeaway is the later experience of hisAlterman touches on her childhood focusing largely on her father Ira’s surprising, hidden career, but the real takeaway is the later experience of his Alzheimer’s disease. The early stages are so hard. And denial is a beast. If you’ve ever experienced this with a loved one, then you know. You begin to mourn while they’re living. It’s fucking unbearable. Alterman is funny, honest, and thoughtful. This hit home. ...more",Notes are private!,0,4,1,"Jun 03, 2021","Jun 05, 2021","Jun 03, 2021",,Kindle Edition,view (with text),/book/show/53444282-let-s-never-talk-about-this-again
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Mendoza's Paintbrush,"Urrea, Luis Alberto*",1933693231,9781933693231,1933693231,64        pp,3.55,269,"Mar 01, 2009","Jun 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Graphic novelization of Urrea’s short story, which I just read in his collection: The Water Museum. Mr. Mendoza - the self-proclaimed “Graffiti King oGraphic novelization of Urrea’s short story, which I just read in his collection: The Water Museum. Mr. Mendoza - the self-proclaimed “Graffiti King of All Mexico” - wields his mighty paintbrush, acting as the cryptic conscience of his town, doling out unsolicited advice, brutal reproaches, and bizarre epitaphs. As a story steeped in magical realism, the artwork adds depth, greatly aiding in my understanding of the fantastical bits....more",Notes are private!,0,4,1,Jun 2021,Jun 2021,"Jun 02, 2021",,Paperback,view (with text),/book/show/3639553-mr-mendoza-s-paintbrush
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,601","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The best part about book clubs is branching out. I’ve never read Schwab - and I hadn’t planned on reading this - but I’m so happy I did! Adeline makesThe best part about book clubs is branching out. I’ve never read Schwab - and I hadn’t planned on reading this - but I’m so happy I did! Adeline makes an iron-clad, high-stakes deal to escape her dismal existence. The full story unfolds among alternating timelines spanning centuries. Real historic figures pop in now and then. It’s incredibly clever. I love, and appreciate, the role art plays. It’s a slow burn, but it needed to be. ...more",Notes are private!,0,13,1,Jun 2021,"Jul 03, 2021","Jun 01, 2021",,Hardcover,view (with text),/book/show/50623864-the-invisible-life-of-addie-larue
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caul Baby,"Jerkins, Morgan*",0062873083,9780062873088,0062873083,342        pp,3.79,"3,698","Apr 06, 2021","Apr 06, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fascinating premise with lackluster execution. Needs heavy editing. There’s far too much mundane dialogue and not enough depth. I wanted more of the “Fascinating premise with lackluster execution. Needs heavy editing. There’s far too much mundane dialogue and not enough depth. I wanted more of the “caul” magic and lore, more of the racial implications and motivations. Instead, every facet is utterly flat....more",Notes are private!,0,23,1,"May 25, 2021","May 26, 2021","May 29, 2021",,Hardcover,view (with text),/book/show/54427099-caul-baby
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,495","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gosh, I loved this! Such an escape.",Notes are private!,0,13,1,"May 28, 2021",Jun 2021,"May 28, 2021",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love That Split the World,"Henry, Emily*",0698408152,,B015NTIXS8,396        pp,3.58,"20,229","Jan 26, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2021",,Kindle Edition,view,/book/show/25467698-the-love-that-split-the-world
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Nasty Words: English in the Gutter — Then, Now, and Forever","McWhorter, John",,,B08H1965LG,286        pp,3.95,"3,532","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Curse words are versatile as shit. McWhorter explores the etymology and evolution of nine of the most commonly spoken nasty words (with a little hat tCurse words are versatile as shit. McWhorter explores the etymology and evolution of nine of the most commonly spoken nasty words (with a little hat tip to “hell” and “damn” which aren’t really bad these days). In addition to knowing his shit, McWhorter is very fucking funny. Perfect audio! And an extremely poignant point? Slurs are the worst current-day obscenities. 100% true. This fascinating study is one of my top reads of the year! ...more",Notes are private!,0,25,1,"May 20, 2021","May 21, 2021","May 20, 2021",,Kindle Edition,view (with text),/book/show/55252533-nine-nasty-words
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City We Became        (Great Cities, #1)","Jemisin, N.K.*",,,,437        pp,3.87,"69,320","Mar 24, 2020","Mar 24, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a multiverse war emerges, NYC morphs; select residents become avatars of each borough. Together, they need to fight to save their collective city, As a multiverse war emerges, NYC morphs; select residents become avatars of each borough. Together, they need to fight to save their collective city, but like regular humans, they can’t always agree. Meanwhile, shit’s about to hit the fan. A dark force aims to take over. Perhaps this has happened elsewhere? Maybe natural disasters aren’t what they seem? Multiverse stuff isn’t my jam, but the stellar audio narration/production sold me. ...more",Notes are private!,0,4,1,"May 19, 2021","May 23, 2021","May 19, 2021",,Hardcover,view (with text),/book/show/42074525-the-city-we-became
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,0553448188,9780553448184,0553448188,188        pp,3.58,"165,675","Oct 30, 2007","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yeong-hye aggressively embraces vegetarianism following a bloody nightmare. Told in three distinct parts, her previously mundane world slowly collapseYeong-hye aggressively embraces vegetarianism following a bloody nightmare. Told in three distinct parts, her previously mundane world slowly collapses. The men in her life are either patriarchal dicks or sexually exploitative. It’s now her duty to defy. Sinking into illness, Yeong-hye becomes nearly plantlike herself, craving sun and water, barely moving. Very poetic at times; bizarre and brilliant....more",Notes are private!,0,6,1,"May 17, 2021","May 22, 2021","May 17, 2021",,Hardcover,view (with text),/book/show/25489025-the-vegetarian
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Girls,"Cavallaro, Brittany*",,,,325        pp,3.43,"9,415","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two teens bond over their miserable lives and take off an unlikely, and mostly unrealistic adventure. A sort of modern YA take on Thelma and Louise, aTwo teens bond over their miserable lives and take off an unlikely, and mostly unrealistic adventure. A sort of modern YA take on Thelma and Louise, at least I think. Admittedly I’ve never actually watched that movie - should I? I liked these friends, though they don’t always make the best decisions. They’re very tough, but perhaps a bit misguided. Love the cover!...more",Notes are private!,0,4,1,"May 13, 2021","May 16, 2021","May 13, 2021",,Hardcover,view (with text),/book/show/36596442-hello-girls
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Groceries: The Dark Miracle of the American Supermarket,"Lorr, Benjamin*",0553459392,9780553459395,0553459392,328        pp,3.95,"11,515","Sep 08, 2020","Sep 08, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There’s some great info here, but the organization/style doesn’t flow well. And, ok, I get that after the brief history and such, Lorr uses specific sThere’s some great info here, but the organization/style doesn’t flow well. And, ok, I get that after the brief history and such, Lorr uses specific stories to illustrate broader points. Not a bad thing necessarily, but he goes on and on AND ON to the point of utter boredom. I’m sorry Slawsa lady and Tai fisher, but damn. The truck driver bit was great, though. This is not my only takeaway, but did you know many of them travel with a dog?...more",Notes are private!,0,7,1,"May 07, 2021","May 10, 2021","May 07, 2021",,Hardcover,view (with text),/book/show/50548165-the-secret-life-of-groceries
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Don't Know What You Know Me From: Confessions of a Co-Star,"Greer, Judy",0385537883,9780385537889,0385537883,235        pp,3.51,"11,377","Apr 08, 2014","Apr 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 06, 2021","May 07, 2021","May 06, 2021",,Hardcover,view,/book/show/18209341-i-don-t-know-what-you-know-me-from
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kate in Waiting,"Albertalli, Becky*",0062643835,9780062643834,0062643835,387        pp,3.82,"10,729","Apr 20, 2021","Apr 20, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,400 pages of utter predictability: a high school love triangle between two BFFs and a swoon-worthy guy from theater camp who is now *SURPRISE* the new400 pages of utter predictability: a high school love triangle between two BFFs and a swoon-worthy guy from theater camp who is now *SURPRISE* the new kid at their school. What ever will they do? ...more,Notes are private!,0,5,1,"May 04, 2021","May 05, 2021","May 05, 2021",,Hardcover,view (with text),/book/show/48579405-kate-in-waiting
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Call It a Cult: The Shocking Story of Keith Raniere and the Women of NXIVM,"Berman, Sarah*",0735237891,9780735237896,0735237891,320        pp,3.95,"4,301","Apr 20, 2021","Apr 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If it coerces like a cult, extorts like a cult, bleeds you dry like a cult ... it’s probably a cult. Under the guise of a pyramid scheme company and sIf it coerces like a cult, extorts like a cult, bleeds you dry like a cult ... it’s probably a cult. Under the guise of a pyramid scheme company and self-help organization, self-proclaimed super genius Keith Raniere created NXIVM, preying on wealthy, vulnerable women including some minor celebrities. Twenty years of systemic abuse, branding (hot iron), and sex trafficking transpired. I’m gonna need more detail; this was too broad a stoke....more",Notes are private!,0,1,1,May 2021,"May 04, 2021","May 05, 2021",,Paperback,view (with text),/book/show/53152544-don-t-call-it-a-cult
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Museum,"Urrea, Luis Alberto*",0316334375,9780316334372,0316334375,272        pp,4.03,"1,231","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These thirteen beautifully detailed stories share a common thread of grief and redemption. Every story is strong – my favorites being “Carnations” andThese thirteen beautifully detailed stories share a common thread of grief and redemption. Every story is strong – my favorites being “Carnations” and “The White Girl,” both are brief snippets, but reach deep into your chest. Urrea elicits such empathy for his characters, addressing race relations in the American west with a variety of literally styles and realistic scenarios. Literal and figurative borders. Solid collection! ...more",Notes are private!,0,5,1,"Apr 28, 2021","May 28, 2021","Apr 28, 2021",,Hardcover,view (with text),/book/show/22875098-the-water-museum
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chicken Sisters,"Dell'Antonia, K.J.*",,,,352        pp,3.40,"31,906","Dec 01, 2020","Dec 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A decades-long chicken restaurant feud comes to a head on network television. Family secrets spill. So much sadness. So much drama. Maybe a little tooA decades-long chicken restaurant feud comes to a head on network television. Family secrets spill. So much sadness. So much drama. Maybe a little too much, but I suppose that’s life sometimes. Unfortunately, I didn’t care for these underdeveloped characters and couldn’t really pick a side. The story could’ve been reined in a bit, but the predictable happy ending at least felt right. ...more",Notes are private!,0,3,1,"Apr 28, 2021","Apr 29, 2021","Apr 28, 2021",,Paperback,view (with text),/book/show/52915339-the-chicken-sisters
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk Fed,"Broder, Melissa*",1982142499,9781982142490,1982142499,304        pp,3.57,"57,025","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank the gods this is not totally oversaturated with bodily functions like The Pisces. Rachel - “a very, very bad Jew” - is stuck in a dangerous selfThank the gods this is not totally oversaturated with bodily functions like The Pisces. Rachel - “a very, very bad Jew” - is stuck in a dangerous self-shame spiral until one day she begrudgingly relinquishes some control. With bits of symbolism, mysticism, and intimacy, Rachel’s true self surfaces. At the root, this is a story about the desire for every kind of love. Broder nailed it. One of my tops of 2021!...more",Notes are private!,0,8,1,"Apr 26, 2021","Apr 26, 2021","Apr 26, 2021",,Hardcover,view (with text),/book/show/54304105-milk-fed
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Souvenir Museum,"McCracken, Elizabeth",006297128X,9780062971289,006297128X,256        pp,3.48,"2,558","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Honestly, I could’ve gone for an entire novel of Jack and Sadie. The episodic stories documenting different pieces of their lives are the standouts heHonestly, I could’ve gone for an entire novel of Jack and Sadie. The episodic stories documenting different pieces of their lives are the standouts here. The interspersed stand alones took me out of the linked stories, but that was clearly intended. I wasn’t sold on this style at first but it slowly grew on me, and is ultimately effective. Side note: I need to stop listening to short stories on audio. For me, they’re better in print....more",Notes are private!,0,9,1,"Apr 23, 2021","Apr 30, 2021","Apr 23, 2021",,Hardcover,view (with text),/book/show/54496117-the-souvenir-museum
