,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Heather's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballerinas,"Kapelke-Dale, Rachel*",1250274230,9781250274236,1250274230,304        pp,3.44,"10,020","Dec 07, 2021","Dec 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/56268810-the-ballerinas
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overnight Guest,"Gudenkauf, Heather*",,,,352        pp,4.04,"99,187","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A true crime writer is working on a book about a shooting in a small town. Three storylines make up the telling, the past, the present and then the stA true crime writer is working on a book about a shooting in a small town. Three storylines make up the telling, the past, the present and then the story of a woman and her child locked away. The three points of view converge with a few surprises. Great character development and sense of place make this a tension building read.Copy provided by the publisher and NetGalley...more",Notes are private!,0,5,1,not set,not set,"Dec 20, 2021",,Paperback,view (with text),/book/show/57578386-the-overnight-guest
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accomplice,"Lutz, Lisa*",1984818260,9781984818263,1984818260,368        pp,3.77,"8,543","Jan 25, 2022","Jan 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a promising premise with a good pace. The story of two best friends surrounded by murder years apart had a few holes and some characters who This was a promising premise with a good pace. The story of two best friends surrounded by murder years apart had a few holes and some characters who didn't quite live up to their potential. It still kept my interest throughout and was a fast read. The detectives' personalities never really developed so it was just an average read.Copy provided by the publisher and NetGalley...more,Notes are private!,0,2,1,Dec 2021,"Dec 20, 2021","Dec 01, 2021",,Hardcover,view (with text),/book/show/55573681-the-accomplice
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladyparts,"Copaken, Deborah*",1984855476,9781984855473,1984855476,460        pp,4.11,"2,497","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lady parts is about Deborah Copaken' s health struggles on a writer's salary and expensive COBRA rates while she mostle unwillingly leaves job after jLady parts is about Deborah Copaken' s health struggles on a writer's salary and expensive COBRA rates while she mostle unwillingly leaves job after job in the hopes of finding a steady gig. She has some familiar writing credits and is very forthcoming. A soon to be divorced mom of two at college and one smaller son at home, she navigates dating, ageing, sexism and poor health. She analyzes choices she's made and sometimes you may not like her but there is an admiration for her ability to take a seemingly honest look at herself. She has been through a lot and her experiences are relevant.Copy provided by the publisher and Net Galley...more",Notes are private!,0,2,2,not setnot set,not setnot set,"Nov 30, 2021",,Hardcover,view (with text),/book/show/56262771-ladyparts
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Easy,"Rutkoski, Marie*",1250788242,9781250788245,1250788242,320        pp,3.58,"6,776","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Hardcover,view,/book/show/57771193-real-easy
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hush,"Foster, Sara*",1665106859,9781665106856,1665106859,320        pp,4.02,"3,755","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Hardcover,view,/book/show/58557730-the-hush
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,279","Jul 20, 2021","Jul 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2021","Nov 30, 2021","Nov 26, 2021",,Hardcover,view,/book/show/55918474-intimacies
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fields        (Riley Fisher, #1)","Young, Erin*",1250799392,9781250799395,1250799392,345        pp,3.54,"3,616","Jan 25, 2022","Jan 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read 30% and didn't feel engaged with the characters or murders. Too many good books out there not to move on.Read 30% and didn't feel engaged with the characters or murders. Too many good books out there not to move on....more,Notes are private!,0,4,1,"Nov 22, 2021","Nov 25, 2021","Nov 22, 2021",,Hardcover,view (with text),/book/show/57693667-the-fields
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Beautiful,"Yun, Jung*",125027432X,9781250274328,125027432X,320        pp,3.67,"3,612","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A look at misogyny in an oil boom town where a former resident and model goes to write a story for the Standard, given to her by her mentor and formerA look at misogyny in an oil boom town where a former resident and model goes to write a story for the Standard, given to her by her mentor and former lover. Violence frays the edges of this raw story of women outnumbered by rough necks and the desolation over the overpopulation. Outsiders aren't wanted and the place overflows with them. The mystery of a missing girl changes the trajectory of the main characters story as she finds some things out about herself.Copy provided by publisher and NetGalley...more",Notes are private!,0,2,1,"Nov 14, 2021","Nov 22, 2021","Nov 14, 2021",,Hardcover,view (with text),/book/show/56269143-o-beautiful
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,973","Nov 02, 2021","Aug 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved this story. Alternating chapters are told from the perspective of a beloved fig tree. So many layers and beautiful writing. Characters are easI loved this story. Alternating chapters are told from the perspective of a beloved fig tree. So many layers and beautiful writing. Characters are easy to like and well drawn. The deaths of Turks and Greeks on Cypros Island and the history was unknown to me. Highly recommend.Copy provided by the publisher and NetGalley...more,Notes are private!,0,4,1,"Nov 06, 2021","Nov 13, 2021","Nov 06, 2021",,Hardcover,view (with text),/book/show/56587382-the-island-of-missing-trees
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,CARL VAN VECHTEN AND THE IRREVERENT DECADES,"Kellner, Bruce",0806108088,9780806108087,0806108088,354        pp,4.00,7,1968,"Jan 01, 1968",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Hardcover,view,/book/show/405740.CARL_VAN_VECHTEN_AND_THE_IRREVERENT_DECADES
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Change of Circumstance        (Simon Serrailler, #11)","Hill, Susan",1784742775,9781784742775,1784742775,320        pp,4.03,"2,984","Oct 07, 2021","Oct 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simon Serallier is a great character and this series flows. I love his family and his sister Cat. The present day issues the books feature are relatabSimon Serallier is a great character and this series flows. I love his family and his sister Cat. The present day issues the books feature are relatable as current problems. This one highlights care for the elderly and grooming kids as drug runners. The good guys are good and the bad guys are bad and Simon is a good guy. Complex in other ways, his character seeks love and connection that relates back to his heartbreak from the very first book in the series that wowed the reader. Best read as a series.Copy provided by the publisher and NetGalley...more",Notes are private!,0,3,1,"Oct 29, 2021","Nov 06, 2021","Oct 29, 2021",,Hardcover,view (with text),/book/show/56587399-a-change-of-circumstance
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 11, 2021",,Hardcover,view,/book/show/56922687-these-precious-days
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sankofa,"Onuzo, Chibundu",,,,304        pp,3.85,"19,988","Jun 03, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really Like this story of the early years as a student of the main character's father to his dictator days in an African country. Anna, the daughterI really Like this story of the early years as a student of the main character's father to his dictator days in an African country. Anna, the daughter is easy to like and root for and the added complexity of her pending divorce and relationship with her own daughter add dimension to the character. The mixed race identity of Anna and er daughter with complicated father daughter relationships dances the story. Goof on a peripheral level but even better as the sub plots deepen.Copy provided by the publisher and NetGalley...more",Notes are private!,0,5,1,"Oct 10, 2021","Oct 29, 2021","Oct 10, 2021",,Hardcover,view (with text),/book/show/56994001-sankofa
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Strangers,"Adamson, E.V.",161316243X,9781613162439,,346        pp,3.48,"1,381","Apr 30, 2021","Oct 19, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this book on one level, that of a group of strangers and the effect of witnessing a violent murder suicide. But then it turned into something I liked this book on one level, that of a group of strangers and the effect of witnessing a violent murder suicide. But then it turned into something else that didn't come together. desperation, manipulation and unlikely turns brought it down to disappointment for me. I would try this author again because the writing and character development were solid. The plot just got away.copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,"Oct 03, 2021","Oct 29, 2021","Oct 02, 2021",,ebook,view (with text),/book/show/57008407-five-strangers
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1979,"McDermid, Val",0751583065,,B0917KXDG6,451        pp,3.78,"10,777","Aug 19, 2021","Aug 19, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love Val modern is but not this foray into a standalone story about journalists and the stories they break. The writing and plot was not as smooth aI love Val modern is but not this foray into a standalone story about journalists and the stories they break. The writing and plot was not as smooth as her series is. Maybe because I don't know these characters well. There is also a lgbtq subplot which does add to the essence of the time period. Not a bad book all around but definitely not her best.Copy provided by the publisher and NetGalley...more,Notes are private!,0,4,1,"Sep 29, 2021","Oct 29, 2021","Sep 29, 2021",,Kindle Edition,view (with text),/book/show/57598260-1979
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Kind,"Casey, Jane*",0008477922,9780008477929,0008477922,480        pp,3.90,"5,096","May 27, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A stand alone for Jane Casey was. Quick read with enough twists and turns to keep the pages turning in one day. I liked the character development and A stand alone for Jane Casey was. Quick read with enough twists and turns to keep the pages turning in one day. I liked the character development and the build up of tension. Casey is at the top of her game. Copy provided by the publisher and NetGalley...more,Notes are private!,0,1,1,"Sep 26, 2021","Sep 27, 2021","Sep 26, 2021",,Hardcover,view (with text),/book/show/56754296-the-killing-kind
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nameless Ones        (Charlie Parker, #19)","Connolly, John*",1529398355,9781529398359,1529398355,388        pp,4.19,"5,608","Jul 08, 2021","Jul 08, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This story highlights Louis and Angel with just a brief cameo from Charlie Parker. A lot of killing and rape as the focus is on hunting down war crimiThis story highlights Louis and Angel with just a brief cameo from Charlie Parker. A lot of killing and rape as the focus is on hunting down war criminals on the run leaving a wake of violation and death. It gets heavy sometimes with such bad guys and on creepy woman who throws a little of the super natural into the mix. With so many places and players across the globe it can be complex but still riveting and you will find yourself rooting for Angel and Louis.copy provided by the publisher and NetGalley...more,Notes are private!,0,1,1,"Sep 19, 2021","Sep 26, 2021","Sep 19, 2021",,Paperback,view (with text),/book/show/55977557-the-nameless-ones
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Things I Adore,"Lattari, Katie*",1728229847,9781728229843,1728229847,416        pp,3.67,"4,846","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Hardcover,view,/book/show/56987333-dark-things-i-adore
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Puma Years,"Coleman, Laura*",1542022207,9781542022200,B089SQN5WQ,321        pp,4.34,"12,986","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Kindle Edition,view,/book/show/56930703-the-puma-years
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mad Women's Ball,"Mas, Victoria*",1419757598,9781419757594,1419757598,224        pp,3.78,"29,240","Aug 21, 2019","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A look at spiritualism and how easy it was to put women in asylums when they didn't fit into the norm of society. Epilepsy, depression, adverse ideas A look at spiritualism and how easy it was to put women in asylums when they didn't fit into the norm of society. Epilepsy, depression, adverse ideas are just examples of this. This is a story of those women and how one plans her escape. A short yet sometimes disturbing read.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Sep 12, 2021","Sep 14, 2021","Sep 12, 2021",,Hardcover,view (with text),/book/show/56969561-the-mad-women-s-ball
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Was Never the First Lady,"Guerra, Wendy",0062990748,9780062990747,0062990748,272        pp,3.40,301,2008,"Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good story about a young woman and her attempt to find her mother. The history of the Cuban revolution with Che and Fidel and important mothers, livA good story about a young woman and her attempt to find her mother. The history of the Cuban revolution with Che and Fidel and important mothers, livers and daughters is chronicled along the way. Lyrical but sometimes hard to follow.Copy provided by the publisher and NetGalley...more",Notes are private!,0,4,1,"Sep 06, 2021","Sep 12, 2021","Sep 06, 2021",,Hardcover,view (with text),/book/show/55825224-i-was-never-the-first-lady
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Enough: 40ish Devotionals for a Life of Imperfection,"Bowler, Kate",0593193687,9780593193686,0593193687,272        pp,4.47,"2,609",unknown,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/58082196-good-enough
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death at Greenway,"Rader-Day, Lori*",0062938045,9780062938046,0062938045,448        pp,3.33,"2,578","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2021",,Paperback,view,/book/show/54798448-death-at-greenway
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Cure for Being Human: And Other Truths I Need to Hear,"Bowler, Kate",0593230779,9780593230770,0593230779,224        pp,4.13,"21,446","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kate Bowler is a blessing to read. She is down to earth, witty and thoughtful. I love her take on the prosperity gospel and the anecdote she recounts Kate Bowler is a blessing to read. She is down to earth, witty and thoughtful. I love her take on the prosperity gospel and the anecdote she recounts from the hospital giftshop. A honest look at cancer and participating in a study while clinging in desperation to motherhood. I want to read her other books as she writes in a way I can relate to.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Aug 23, 2021","Sep 06, 2021","Aug 22, 2021",,Hardcover,view (with text),/book/show/56552947-no-cure-for-being-human
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bloodless        (Pendergast, #20)","Preston, Douglas*",1538736705,9781538736708,1538736705,385        pp,4.02,"16,277","Aug 01, 2021","Aug 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this thriller with a bit of sci-fi to capture the essence of evil in Savannah. This is a cast of characters that I have followed and where some Loved this thriller with a bit of sci-fi to capture the essence of evil in Savannah. This is a cast of characters that I have followed and where some series and authors lose steam, the FBI team Douglas Preston and Lincoln Child created just gets better. A vampire like murder brings the team to Savannah where a ghost hunter happens to be making a documentary. The relationships deepen as danger persists. Could be read as a stand alone but so much better to follow the series.Copy provided by the publisher and NetGalley...more",Notes are private!,0,3,1,"Aug 22, 2021","Aug 29, 2021","Aug 22, 2021",,Hardcover,view (with text),/book/show/56222206-bloodless
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Polite Company,"Hagerty, Gervais*",0063068869,9780063068865,0063068869,368        pp,3.60,"1,486","Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2021",,Paperback,view,/book/show/55921514-in-polite-company
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Brennans,"Lange, Tracey*",1250796229,9781250796226,1250796229,274        pp,3.81,"74,540","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Family secrets that keep members apart and bring them together. An idealistic look from the outside, the Brennan are revered and hated for the same peFamily secrets that keep members apart and bring them together. An idealistic look from the outside, the Brennan are revered and hated for the same perceived qualities. An interesting look at an Irish make up and a great character study. Easy, flowing dialogue and memorable characters bring this story to life.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Aug 29, 2021","Sep 06, 2021","Aug 16, 2021",,Hardcover,view (with text),/book/show/55169040-we-are-the-brennans
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",0063025280,9780063025288,0063025280,368        pp,4.08,"101,471","Jul 22, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This story is definitely for book lovers. A list of books is found and using it for recommendations a young librarian connects with an elderly patron.This story is definitely for book lovers. A list of books is found and using it for recommendations a young librarian connects with an elderly patron. Different cultures and age may separate the two but books like To Kill a Mockingbird to name one bring them together over reading and through life events. Mental illness and death of loved ones as well as new loves are at the forefront and the role books play takes center stage. Some really good lines and ideas are in this somewhat predictable but satisfying read.Copy provided by the publisher and NetGalley...more,Notes are private!,0,4,1,"Aug 16, 2021","Aug 22, 2021","Aug 16, 2021",,Hardcover,view (with text),/book/show/55276648-the-reading-list
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Another Kind of Eden        (Holland Family Saga, #3)","Burke, James Lee",1982151714,9781982151713,1982151714,256        pp,3.80,"4,224","Aug 17, 2021","Aug 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a quick read about a young man who is an author who works as a foreman for landowners. He encounters love and evil. The good guys are a littlThis was a quick read about a young man who is an author who works as a foreman for landowners. He encounters love and evil. The good guys are a little bit bad and/or bad ass and the bad guys are bad beyond imagination. It's not always easy telling them apart. Great prose and a touch of the supernatural make this a worthy read.Copy provided by the publisher and NetGalley...more,Notes are private!,0,3,1,"Aug 15, 2021","Aug 16, 2021","Aug 15, 2021",,Hardcover,view (with text),/book/show/55711660-another-kind-of-eden
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Will All Be Over Soon: A Memoir,"Strong, Cecily",1982168315,9781982168315,1982168315,272        pp,3.55,"5,084","Aug 10, 2021","Aug 10, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a bit too dear diary ish and didn't capture the wit and personality Strong showcased on SNL.This was a bit too dear diary ish and didn't capture the wit and personality Strong showcased on SNL....more,Notes are private!,0,0,1,"Aug 11, 2021","Feb 09, 2023","Aug 11, 2021",,Hardcover,view (with text),/book/show/56767143-this-will-all-be-over-soon
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Day for Chardonnay        (Sunshine Vicram, #2)","Jones, Darynda*",1250233119,9781250233110,1250233119,416        pp,4.27,"14,450","Jul 27, 2021","Jul 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2021",,Hardcover,view,/book/show/53137959-a-good-day-for-chardonnay
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Kill Your Best Friend,"Elliott, Lexie*",0593098692,9780593098691,0593098692,320        pp,3.41,"4,462","Aug 17, 2021","Aug 17, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was intrigued by the title and premise of this book but it failed to live up to my expectations. Told in alternating chapters from the perspective oI was intrigued by the title and premise of this book but it failed to live up to my expectations. Told in alternating chapters from the perspective of two female friends, Georgie and Brom whose close friend Lissa is missing and presumed drowned. The alternating chapters didn't work for me as the characters didn't have distinctive voices and I often mistook one for the other until I had their back stories straight. The chapters on discarded ways to kill your best friend were clever and kept me reading until the end of this uneven mystery.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Aug 09, 2021","Aug 12, 2021","Aug 09, 2021",,Hardcover,view (with text),/book/show/56024277-how-to-kill-your-best-friend
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,601","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 06, 2021",,Hardcover,view,/book/show/56816904-the-sentence
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guilt Trip,"Jones, Sandie*",1250265584,9781250265586,1250265584,320        pp,3.42,"30,791","May 31, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2021",,Hardcover,view,/book/show/56269084-the-guilt-trip
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well,"Awad, Mona*",,,,352        pp,3.73,"22,843","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An unconventional look at a woman's pain both physical and mental. The main character is a theater professor at a college and is directing a ShakespeaAn unconventional look at a woman's pain both physical and mental. The main character is a theater professor at a college and is directing a Shakespeare play that her students don't want to do. If I knew the bard better I am sure there are several references I would have caught. Macbeth and threes are prevalent as is a lot of dialogue whispered in pain and dismay. The story kept me reading and relating to women and their maladies being invisible to others. a magic threesome of gentleman change the trajectory of the woman's fate and chaos ensues. The characters are memorable and there is a lesson learned. copy provided by the publisher and NetGalley...more,Notes are private!,0,5,1,"Aug 07, 2021","Aug 14, 2021","Aug 05, 2021",,Hardcover,view (with text),/book/show/53256108-all-s-well
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something New Under the Sun,"Kleeman, Alexandra*",1984826301,9781984826305,1984826301,368        pp,3.32,"2,927","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2021",,Hardcover,view,/book/show/55905024-something-new-under-the-sun
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrow and Bliss,"Mason, Meg*",,,146075722X,352        pp,4.10,"99,732","Sep 02, 2020","Feb 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story is one woman's journey into mental illness with an undiagnosed disorder. She functions remarkably well at times but sinks into the depths oThis story is one woman's journey into mental illness with an undiagnosed disorder. She functions remarkably well at times but sinks into the depths of despair and destruction at others. Sounds like a depressing book but it isn't because of the humor and witty observations made by the memorable characters. I love the sister and her dry wit and the father's acceptance. I even found the first husband's idiosyncrasies -- white pants and always tan--compelling along with his nastiness. Addressing motherhood and mental illness, the narrative is not light but it is a good read.copy provided by the publisher and NetGalley...more",Notes are private!,0,3,1,"Aug 12, 2021","Aug 15, 2021","Aug 05, 2021",,Paperback,view (with text),/book/show/49110165-sorrow-and-bliss
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rabbit Hole,"Billingham, Mark",0802158714,9780802158710,,400        pp,3.51,"6,799","Jul 22, 2021","Aug 03, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So I like this author and the premise of the story is clever but the execution was lacking for me. Al is sectioned in a mental ward with PTSD after thSo I like this author and the premise of the story is clever but the execution was lacking for me. Al is sectioned in a mental ward with PTSD after the killing of her partner as a cop. A murder takes place on the ward and Al's instincts kick in to solve the crime. The reveal of the murderer didn't connect for me although the question of whether Al is really who she thinks she is kept me guessing. The patients on the ward with Al are well drawn with their quirks and mental states but there are many secondary characters to keep up with once the staff of the ward are thrown in. I liked the Epilogue but felt like there were too many holes in Rabbit Hole.Copy provided by the publisher and NetGalley...more,Notes are private!,0,2,1,"Aug 03, 2021","Aug 05, 2021","Aug 03, 2021",,ebook,view (with text),/book/show/55894304-rabbit-hole
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Carnival of Snackery: Diaries 2003-2020,"Sedaris, David",0316558796,9780316558792,0316558796,576        pp,4.21,"16,347","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Hardcover,view,/book/show/57190774-a-carnival-of-snackery
