,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Financial Expert,"Narayan, R.K.",0226568415,9780226568416,0226568415,224        pp,3.78,"1,486",1951,"Aug 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(Note – this may be a little tiny bit spoilerish)THE WAY THINGS WERE IN INDIA IN THE 1940s1.	A guy will spend years writing a long book about sexual h(Note – this may be a little tiny bit spoilerish)THE WAY THINGS WERE IN INDIA IN THE 1940s1.	A guy will spend years writing a long book about sexual health in marriage, knowing that it will be a big hit when published, and when he meets a total stranger one day he will whimsically sell him his manuscript for whatever cash the guy has in his pockets (a few rupees) and the total stranger will take the manuscript and get it published and become rich and the author will never ask for any royalties, not even when he meets the random guy again later on. And no one will ever mention the total unfairness or borderline insanity of such an occurrence. 2.	A 15 year old son will run away from his family because of a fight with his annoying father, and the parents, realising he has gone, will fall into despair, weeping and wailing, but they will never think of asking the police to find their son. In fact they will not make even the feeblest attempt to trace him. It seems registering a teenager as a missing person is not something anyone would do.3.	After the income from the sex book dies down, the guy thinks hmmm I need a job, I know, I will become a financial expert and get everyone to lend me their cash. How can I do this? Of course! I will offer my customers 25% interest when the bank only offers 5%! So this is an offer the whole town of Malgudi cannot refuse and they shower our guy with all their stashed cash caches and lo! they get their 25% and everything is peachy. How this guy is able to do such a thing, what he does with all the money to be able to afford such a Himalayan altitude of interest, is not explained. Maybe it was only ever a Ponzi scheme. Who knows. Maybe R K Narayan didn’t quite know either.4.	Everybody’s fortunes randomly rise and fall as if they were the playthings of gods who were high as kites on lsd.This is the 6th RK Narayan novel I have read and I think that’s enough. The two best ones were The Dark Room and The Painter of Signs. I have concluded that he is a little bit hit or miss. But he is a very affable, friendly writer....more",Notes are private!,0,27,1,"Jan 31, 2024","Feb 05, 2024","Dec 14, 2023",,Paperback,view (with text),/book/show/344676.The_Financial_Expert
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angel,"Taylor, Elizabeth",,,,252        pp,3.86,"2,630",1957,"Apr 06, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Paperback,view,/book/show/647121.Angel
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey to the Center of the Earth,"Verne, Jules",0553213970,9780553213973,0553213970,240        pp,3.85,"200,330","Nov 25, 1864","Oct 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh boy, I am in such a jam. I was visiting the revered geologist minerologist Professor Otto Lidenbrock, or as I call him, uncle, and I was idly flippOh boy, I am in such a jam. I was visiting the revered geologist minerologist Professor Otto Lidenbrock, or as I call him, uncle, and I was idly flipping through a priceless unique 16th century Icelandic manuscript he had acquired, when I found a mysterious page inserted within the parchment. It was in an unknown code. How exciting. Naturally we spent many amusing hours trying to figure it out, hoping that it wasn’t just a recipe for asparagus soup but something of critical worldshaking scientific importance. But we couldn’t crack it. He ran out of the house to find some other eccentric professor to interrogate. Meanwhile quite by chance I realised that if you just cross-diagonal the words on this paper then translate them into Latin and hold them up to a mirror, the message is plain. It’s an instruction telling how to find the tunnel that leads to the centre of the earth! I know that when uncle comes back I should tell him, but I have a feeling he will immediately drag us both off to Iceland, hire a broadshouldered taciturn hunter with unlimited brawny skills, and force the three of us down some endless gloomy corridors where there will no doubt be prehistoric beasts, underground oceans, vortexes and whirlwinds and the Lord knows what else and we will be very lucky not to be killed in twenty different ways before next Tuesday. But, I am wondering, if I could just let this troublesome document accidentally fall into the professor’s cosy fire, and burn up entirely, I could stay in Hamburg and get married to my little tootsiewootsie, and not have to bother with the centre of the earth at all. What to do....more",Notes are private!,7,69,1,"Jan 13, 2024","Jan 20, 2024","Dec 14, 2023",,Mass Market Paperback,view (with text),/book/show/32829.Journey_to_the_Center_of_the_Earth
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Seven Gables,"Hawthorne, Nathaniel",0393924769,9780393924763,0393924769,225        pp,3.45,"39,906",Mar 1851,"Aug 08, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Back in the early 19th century the idea was to bung as many clauses as possible into your sentences – if you could interrupt yourself twelve times befBack in the early 19th century the idea was to bung as many clauses as possible into your sentences – if you could interrupt yourself twelve times before the full stop, that was style. Mostly I enjoy the sclerosis of early Victorian prose, it’s like wading through barb-wired treacle but you knew what you were in for and like spelunking it can be an invigorating challenge. But Nathaniel Hawthorne - really, this guy is too much. Here he is talking about a little kid who’s already bought some gingerbread from the shop and now he’s returned :Phœbe, on entering the shop, beheld there the already familiar face of the little devourer—if we can reckon his mighty deeds aright—of Jim Crow, the elephant, the camel, the dromedaries, and the locomotive. Having expended his private fortune, on the two preceding days, in the purchase of the above unheard-of luxuries, the young gentleman’s present errand was on the part of his mother, in quest of three eggs and half a pound of raisins. This is sickly simpering stuff indeed. “The little devourer”….”his mighty deeds”…”his private fortune”…”unheard-of luxuries”… he is beating this spoofiness to death, it dies horribly long before he gets to the half pound of raisins. He thinks he’s being kindly-funny when he’s being revolting. Well, of course, that was the taste in polite humour back then – patronising little children mercilessly. And he doesn’t stop laying it on with a trowel :These articles Phœbe accordingly supplied, and, as a mark of gratitude for his previous patronage, and a slight super-added morsel after breakfast, put likewise into his hand a whale! The great fish, reversing his experience with the prophet of Nineveh, immediately began his progress down the same red pathway of fate whither so varied a caravan had preceded him. We are taking the whole first page of chapter 8 to hack through all this arch blathering about a gingerbread whale and the fun stuff about Jonah and the red pathway. And he will not stop wringing every last morsel of hilarity from the small boy.This remarkable urchin, in truth, was the very emblem of old Father Time, both in respect of his all-devouring appetite for men and things, and because he, as well as Time, after ingulfing thus much of creation, looked almost as youthful as if he had been just that moment made.Finally the kid leaves – phew, maybe we can get back on track now. As the child went down the steps, a gentleman ascended them, and made his entrance into the shop. Okay – a new character. Ah, wait – in 1850 that meant that you had to spend a page describing what he’s wearing because no one in those days knew what anything looked like. It was the portly, and, had it possessed the advantage of a little more height, would have been the stately figure of a man considerably in the decline of life, dressed in a black suit of some thin stuff, resembling broadcloth as closely as possible. A gold-headed cane, of rare Oriental wood, added materially to the high respectability of his aspect, as did also a neckcloth of the utmost snowy purity, and the conscientious polish of his boots. His dark, square countenance, with its almost shaggy depth of eyebrows, was naturally impressive, and would, perhaps, have been rather stern, had not the gentleman considerately taken upon himself to mitigate the harsh effect by a look of exceeding good-humor and benevolence. Owing, however, to a somewhat massive accumulation of animal substance about the lower region of his face, the look was, perhaps, unctuous rather than spiritual, and had, so to speak, a kind of fleshly effulgence, not altogether so satisfactory as he doubtless intended it to be. A susceptible observer, at any rate, might have regarded it as affording very little evidence of the general benignity of soul whereof it purported to be the outward reflection. And if the observer chanced to be ill-natured, as well as acute and susceptible, he would probably suspect that the smile on the gentleman’s face was a good deal akin to the shine on his boots, and that each must have cost him and his boot-black, respectively, a good deal of hard labor to bring out and preserve them.My dear fellow goodreaders, this was page 116 and I could take it no more. Congratulations to the steelier readers who finished this novel with their sanity intact. I decamped for the austere pages of Wikipedia where I read the Plot Summary. And ugh, what thin gruel it was. All that for this? The DNFs come thick and fast. Will I actually finish a novel this year?[image]...more",Notes are private!,4,30,1,"Feb 06, 2024","Feb 14, 2024","Dec 14, 2023",,Paperback,view (with text),/book/show/90192.The_House_of_the_Seven_Gables
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rural Rhythm: The Story of Old-Time Country Music in 78 Records,"Russell, Tony",0190091185,9780190091187,0190091185,336        pp,4.86,7,unknown,"Mar 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For fans of early country aka old time aka hillbilly music this is just wonderful. If your toe ever tapped to a tune by a 20s string band you need thiFor fans of early country aka old time aka hillbilly music this is just wonderful. If your toe ever tapped to a tune by a 20s string band you need this book! It’s a dream come true.The main text is only 270 pages long but you have to read it real slooooowwwww and you have to listen to each record as it comes up. They’re all on youtube if you were wondering. There is a two or three page essay about each of these 78 78s (see what he did there…) and each is packed diamond-hard with information about these obscure acts – we all know Fiddlin’ John Carson and Jimmie Rodgers, the Carter Family and the Bentley Boys but here we find Three Tobacco Tags, Ridgel’s Fountain Citians, A A Gray and Seven Foot Dilly and Happy Bud Harrison. He covers the waterfront, meaning the wide span of white Southern music recorded between 1923 and 1932 mostly with a sprinkling going up to 1940. So as well as the usual bust-downs, turkey trots, rags and stomps we have topical songs (Woman’s Suffrage, You Can’t Make a Monkey out of Me), murder ballads based on real cases (The Death of Floyd Collins, The Bluefield Murder), cowboy ballads (When the Work’s all Done This Fall), sacred songs (Where We’ll Never Grow Old, Just Over the River), parlour songs from the previous century (Sweet Bunch of Daisies), comedy turns (I’m a Stern Old Bachelor*, When the Roses Bloom for the Bootlegger, Who Broke the Lock on the Hen-House Door?, Prosperity is Just Around Which Corner?), comedy sketches (A Corn Licker Still in Georgia Parts 1 and 2), satires on local conditions (Eleven Cents Cotton Forty Cent Meat Parts 1 and 2, Down on Penny’s Farm) – so it's not all rocketing fast fiddle and guitar music.There are also many delightful pix.[image]The DeZurik Sisters. Have to hear them to believe them. They yodelled, but that is putting it mildly.*I change my socks three times a year with no one to complain ...more",Notes are private!,3,42,1,"Dec 15, 2023","Jan 30, 2024","Dec 11, 2023",,Hardcover,view (with text),/book/show/54498626-rural-rhythm
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven and Hell: A History of the Afterlife,"Ehrman, Bart D.",1501136739,9781501136733,1501136739,327        pp,4.06,"3,132","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/50793705-heaven-and-hell
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights","Sanders, Prentice Earl",1559708069,9781559708067,1559708069,288        pp,3.57,230,"Sep 20, 2006","Sep 20, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1965 to 1975 were wild times in the USA and elsewhere*. The hippies, the yippies, the Black Panthers, the Weathermen, the Manson Family, the assassina1965 to 1975 were wild times in the USA and elsewhere*. The hippies, the yippies, the Black Panthers, the Weathermen, the Manson Family, the assassinations, blah blah, you know it all. This particular story of the Zebra murders is strangely not so famous. It’s very easy to see why : it’s a horrible tale about racists. The location was San Francisco. The time span : October 1973 to May 1974. The number of victims : 15 dead, eight more who survived.All the victims were white. All the perpetrators were black. This wasn’t coincidental. I had thought that that was why these crimes were called Zebra murders but that would have been gross. No, it was because the Z channel on police radios was cleared for use only by the cops working on this case. Z is always for zebra, you know. This is a story of American terrorism, not serial murder. Beginning in October 1973 the homicide cops in SF were confronted with a seemingly unstoppable series of random shootings. It was a worst nightmare situation. Usually with murders the cops have something to go on – witnesses, evidence, motive that can be deduced, money, drugs, sex, connections between the corpse and the killer that spin a thread the cops can follow. But in these cases, one after another after another, there was nothing. All the witnesses, when there were any, said the same thing – a guy walked up the street, pulled out a gun, shot this poor person twice, three times, then walked away. Description? Kind of tall, nondescript clothes. A black man. And it didn’t take the cops long to connect the shootings, they were all done with the same gun. And the cops also noticed the thing about the victims – young, old, men, women, quite random, except they were all white. The bodies kept falling : five in December, five in one single evening in January. The story is told by Earl Saunders, the black homicide cop who worked the case from the very beginning. After the five in one evening, he said“It felt like the gates of hell had opened up and something evil swarmed out. It was a feeling that grabbed your stomach and wouldn’t let go. Because as bad as that night was, what made it worse was we didn’t have a clue when it would end.”Earl and his black partner shook down all their informants in the black community and got stony silence. Usually they could pick up a whisper here, a word there, not this time. That made them think – it’s not ordinary criminals doing this. Who then?Eight months and they had nothing, not a single clue. Eventually the case was cracked when the cops finally released some police sketches of suspects (they were reluctant to do this for some complicated reasons). And plus, the city put up a $30,000 reward. One of the group recognised himself and thought he could convince the cops he hadn’t killed anyone but he’d been along on the ride for a lot of the time, so he could turn state’s witness and get the thirty grand. And that’s what happened. So who were the killers and why did they do it? If they weren’t called the Zebra murders they would have been called the Black Self-Help Moving and Storage murders, because the five guys who had been doing all the shooting met when they worked for this small company. It specialised in employing black guys recently released from prison, and it was associated with the Nation of Islam. The book states many times that the Nation of Islam that existed in the early 70s was a totally different organisation to that which exists today. It then goes on to show that the teachings of Elijah Muhammed, especially one inflammatory passage about killing white devils, was taken literally by these guys. Earl says :From what I could see, the one thing that seemed to guide every other possible motive, whether it was to start up a race war or just avenge what they saw as injustice, was rage. A crazy, insane rage over what they thought whites had done to blacks. Once you got to that realisation, if you were black, you had to pause. Because the truth was there wasn’t a black I knew who didn’t feel at least an inkling of the same thing.Earl later became the first black police chief of San Francisco. Although this is a fascinating and horrifying crime story, I nearly had to rate the book only 3 stars because it tries to tell two stories at the same time, the main one being, of course, the story of the murders and the investigation, and the other one the struggle of Earl Saunders and the very few other black police officers in San Francisco against the awful racism of the San Francisco Police Department. It’s a very worthy subject, surely, but, no offence intended, it gives the first half of the book a draggy stop-start effect. You want to get on with the what-happened-next of true crime and you are continually being informed about the lawsuit black officers were bringing against the SFPD and how the white officers tried to sideline the black minority, etc. But I can see that from Earl’s perspective the two are intertwined.Final note : the 4th victim, who survived two point-blank bullets in the chest on 13 December 1973, was a guy called Art Agnos. 15 years later he became Mayor of San Francisco. FURTHER READING (all these stories are connected and these are all wonderful books)American Heiress: The Wild Saga of the Kidnapping, Crimes and Trial of Patty Hearst by Jeffrey ToobinNixonland by Rick PerlsteinHelter Skelter by Vincent BugliosiMalcolm X : A Life of Reinvention by Manning MarableWatergate: A New History by Garrett M. GraffAnd i need to to read The Life and Times of Elijah Muhammad by Claude Andrew Clegg III**Of course, in the future they will say those 2020s sure were wild times....more",Notes are private!,2,22,1,"Dec 10, 2023","Dec 13, 2023","Dec 11, 2023",,Hardcover,view (with text),/book/show/157258.The_Zebra_Murders
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Penguin Science Fiction,"Aldiss, Brian W.",,,,236        pp,3.72,39,1963,1963,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"10 stories from the 50s plus 2 from the early 60s; a rocking great early sf collection which exploded my teenage brain way back when. In those days ea10 stories from the 50s plus 2 from the early 60s; a rocking great early sf collection which exploded my teenage brain way back when. In those days each story created entirely new types of thoughts in my brain. Now I’m lucky to get a new thought once every six years. My favourites here are :-	""The First Men"" by Howard Fast. A tale full of naïve heartstopping optimism, a rare quality in science fiction. Psychologists create a community of orphan children (grabbed up from all over the world) with the idea of discovering what would happen if such kids were shielded from the toxic environments they usually grow up in and brought up with love. What happens is that they discover their innate mental abilities – telekinesis, telepathy, flying, whatnot – and seal themselves off from the rest of the world. As you would. -	""Build Up Logically"" by Howard Schoenfeld. Frank put his hand out in front of him and moved it back and forth a couple of times, inventing the rabbit. Getting to feel the creature’s fur, he built it up logically from the feel. It was the only animal that could have produced that particular feel, and I was proud of him for thinking of it. -	 ""The Tunnel Under the World"" by Frederik Pohl. Starts off as a Groundhog style repeating day (stories (and movies) like that are a whole genre of their own), then gets wilder and crazier. Then more crazier. In the 50s and 60 science fiction writers had cute ideas and wrote 30 page stories about them. Now they have vast complicated dreams and write 800 page novels about them....more",Notes are private!,0,15,1,"Dec 04, 2023","Dec 15, 2023","Dec 04, 2023",,Paperback,view (with text),/book/show/6062536-more-penguin-science-fiction
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why Freud Was Wrong: Sin, Science and Psychoanalysis","Webster, Richard",0006384285,9780006384281,0006384285,673        pp,3.90,80,1995,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not a difficult book. But it is not easy either; I’d call it un-easy. It’s a brilliant, careful, deadly, even-tempered, forensic dismantling oThis is not a difficult book. But it is not easy either; I’d call it un-easy. It’s a brilliant, careful, deadly, even-tempered, forensic dismantling of Freud and his palace of misconceptions. I was utterly impressed by Richard Webster’s huge task – all the stuff he had to read and absorb (“stuff” is a technical term), all the judicious filleting. So the short version of this  is : if you’re interested in Freud, read it now.REAL SYMPTOMS, IMAGINARY ILLNESSESFreud’s early career : patients present real symptoms which are diagnosed as imaginary illnesses to be cured, or most often, not cured, by fake procedures.In those late 19th century days doctors really didn’t know what most diseases were. So they blustered and theorised. You can’t blame them, they were doing their best. From the time of Plato onwards, physicians had frequently explained a particular set of physical sensations reported by patients by suggesting that it was caused by the womb moving upwards through the body towards the head.Imagine that! It was called, of course, hysteria. Of which Steyerthal said in 1908 “there is no such disease and there never was”.So it became a blanket term given to what we now understand as MS, syphilis and other ailments.Another “syndrome of convenience” was neurasthenia, invented in 1869. The term “neurasthenia” thus came…to function as a catch-all diagnosis which offered both physicians and patients a way of escaping from feelings of therapeutic helplessness. … It functioned both to protect physicians from having to admit the depths of their ignorance and to prevent patients from losing faith in the medical profession altogether.Freud was very big on both these syndromes. This was the diagnostic miasma from which he emerged.SOME QUOTESWalter Kendrick wonderedwhy an egregious card-house like psychoanalysis, ready to crumble at the impact of any feather, was bought wholesale by an entire culture that still dwells in itRW adds the following remarks :Freud’s own internal and idiosyncratic logic is treated as though it were a real, external chain of causality. The most charitable observation we can make about this kind of reasoning is that it is neither odd nor abnormal. For it is exactly the kind of reasoning habitually encountered in necromancy, astrology, phrenology…As to why Freudianism was such a hit, RW answers (mildly, conventionally) that, mostly, it was because psychoanalysis so neatly replaced religious faith for generations of intellectuals. (Confession, which was ejected from the Christian faith as superstition by the Protestants, was reintroduced by Freud in the name of Science.)RICHARD WEBSTER TELLS IT LIKE IT ISDetermined to categorise those who profess systematic knowledge as either scientists or charlatans, we find it difficult to believe that any thinker who makes a genuine contribution to scientific knowledge can either, simultaneously or subsequently, become the propagator of folly, error and misjudgement.In psychoanalysis human behaviour and human consciousness are treated as intrinsically misleading phenomena which are supposedly devoid of meaning until they have been illuminated by insights drawn from a secret inner realm – which is dominated by sexuality and which is supposedly accessible and intelligible only to those trained in psychoanalysis. The Unconscious is not simply an occult entity for whose real existence there is no palpable evidence. It is an illusion produced by language – a kind of intellectual hallucination.There was no method of testing out these theories or of assessing their worth which was not predicated upon the assumption of his own genius. Richard Webster's unflappable ponderous Johnsonian prose style is perfect for this kind of radical assassination.In the name of full disclosure I admit that the last section is not useful and can be skipped and the whole thing could be said to be somewhat too long. But ...... great read - 5 stars!...more",Notes are private!,6,60,1,"Jan 04, 2024","Feb 13, 2024","Nov 24, 2023",,Paperback,view (with text),/book/show/1540503.Why_Freud_Was_Wrong
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion of the Western Mind: Understanding the Ideas that Have Shaped Our World View,"Tarnas, Richard",0345368096,9780345368096,0345368096,560        pp,4.23,"1,922",1991,"Mar 16, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/586992.The_Passion_of_the_Western_Mind
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yugoslavia: Death of a Nation,"Silber, Laura",0140262636,9780140262636,0140262636,403        pp,3.99,485,1996,"Feb 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/1253991.Yugoslavia
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Full Service: My Adventures in Hollywood and the Secret Sex Lives of the Stars,"Bowers, Scotty",0802120075,9780802120076,0802120075,288        pp,3.17,"4,415","Jan 01, 2012","Feb 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Hardcover,view,/book/show/12186368-full-service
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eminent Edwardians: Four Figures who Defined their Age: Northcliffe, Balfour, Pankhurst, Baden-Powell","Brendon, Piers",1844130819,9781844130818,1844130819,272        pp,3.32,19,1981,"May 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/709041.Eminent_Edwardians
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robert Bresson,"Holmes, Diana",0719053668,9780719053665,0719053668,176        pp,3.89,9,"Sep 02, 2000","Jun 15, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/72342.Robert_Bresson
