,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artist's Rule: Nurturing Your Creative Soul with Monastic Wisdom,"Paintner, Christine Valters*",1933495294,9781933495293,1933495294,171        pp,4.26,367,2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2013",,Paperback,view,/book/show/10394976-the-artist-s-rule
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,"Newport, Cal",1455509108,9781455509102,1455509108,288        pp,4.08,"43,928","Jan 01, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Newport lays out the problem with the passion principle--the idea that people should always follow their passion--which has been swirling in my head fNewport lays out the problem with the passion principle--the idea that people should always follow their passion--which has been swirling in my head for ages but couldn't find articulate expression. Not the most well-written book I've encountered this year, but the content is solid. ...more",Notes are private!,0,4,1,"Jun 11, 2013","Jun 27, 2013","Jun 11, 2013",,Kindle Edition,view (with text),/book/show/13525945-so-good-they-can-t-ignore-you
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deconstructing Penguins: Parents, Kids, and the Bond of Reading","Goldstone, Lawrence*",0812970284,9780812970289,0812970284,206        pp,4.08,781,"May 03, 2005","May 03, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you ever read books with kids, it's worth reading through this how-to handbook at least once. If you ever read books with kids, it's worth reading through this how-to handbook at least once. ...more",Notes are private!,0,1,1,"Nov 10, 2013","Dec 08, 2013","Jun 04, 2013",,Paperback,view (with text),/book/show/760362.Deconstructing_Penguins
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unsaid,"Abramson, Neil",1599954109,9781599954103,1599954109,353        pp,4.06,"7,991","Jan 01, 2011","Aug 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2013",,Hardcover,view,/book/show/9628203-unsaid
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lucy Variations,"Zarr, Sara*",031620501X,9780316205016,031620501X,309        pp,3.56,"5,046","May 07, 2013","May 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2013","May 30, 2013","May 26, 2013",,Hardcover,view,/book/show/11819981-the-lucy-variations
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Talk about When We Talk about God,"Bell, Rob",0062049666,9780062049667,0062049666,208        pp,3.91,"7,658","Jan 01, 2012","Mar 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rob Bell is not everyone's cup of tea, and I get that. But as someone who totally geeks out about the complexity of all things and is comfortable withRob Bell is not everyone's cup of tea, and I get that. But as someone who totally geeks out about the complexity of all things and is comfortable with mystery and ambiguity, I really enjoyed this one. The chapters on quantum physics kind of blew my mind, in a good way. If you already know you don't like Bell's stuff, you're not gonna like this one. ...more",Notes are private!,0,2,1,not set,"May 28, 2013","May 23, 2013",,Paperback,view (with text),/book/show/15769209-what-we-talk-about-when-we-talk-about-god
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pat of Silver Bush        (Pat of Silver Bush, #1)","Montgomery, L.M.",0770422470,9780770422479,0770422470,278        pp,3.91,"7,328",1933,"Jun 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another good read for L.M. Montgomery fans, even if the dialogue gets a little precious in places.",Notes are private!,0,0,1,not set,May 2013,"May 21, 2013",,Mass Market Paperback,view (with text),/book/show/3580.Pat_of_Silver_Bush
810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Now?,"Patchett, Ann",0061340650,9780061340659,0061340650,102        pp,3.87,"4,635","Apr 07, 2008","Apr 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2013",,Hardcover,view,/book/show/2549351.What_Now_
811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patron Saint of Liars,"Patchett, Ann",1841150509,9781841150505,1841150509,352        pp,3.87,"50,648",1992,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This debut novel is just okay, but I enjoyed reading it because I was familiar with the backstory from Patchett's excellent Kindle single The Getaway This debut novel is just okay, but I enjoyed reading it because I was familiar with the backstory from Patchett's excellent Kindle single The Getaway Car. ...more",Notes are private!,0,1,1,not set,"May 25, 2013","May 21, 2013",,Paperback,view (with text),/book/show/15957.The_Patron_Saint_of_Liars
812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,404","May 22, 2001","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This oddly structured pageturner from Ann Patchett fuses opera and a hostage crisis–and surprisingly, it works.",Notes are private!,0,20,1,not set,Jun 2013,"May 21, 2013",,Paperback,view (with text),/book/show/5826.Bel_Canto
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of One        (The Power of One, #1)","Courtenay, Bryce",034541005X,9780345410054,034541005X,544        pp,4.35,"88,925","Jan 01, 1989","Sep 29, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,-1,0,1,"May 04, 2015","Jun 26, 2015","May 20, 2013",,Paperback,view,/book/show/122.The_Power_of_One
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grace: A Memoir,"Coddington, Grace",0812993357,9780812993356,0812993357,416        pp,3.79,"6,395","Jan 01, 2012","Nov 20, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would never recommend this as a stand-alone book, but since I'd seen The September Issue, the backstory provided here and the comments on The SeptemI would never recommend this as a stand-alone book, but since I'd seen The September Issue, the backstory provided here and the comments on The September Issue make this an interesting read. ...more",Notes are private!,0,0,1,not set,"Jun 10, 2013","May 18, 2013",,Hardcover,view (with text),/book/show/13536591-grace
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forty Ways to Look at Winston Churchill: A Brief Account of a Long Life,"Rubin, Gretchen*",0812971442,9780812971446,0812971442,336        pp,3.75,"1,074","May 11, 2003","May 11, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2013","May 27, 2013","May 18, 2013",,Paperback,view,/book/show/37832.Forty_Ways_to_Look_at_Winston_Churchill
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Explore Diabetes with Owls,"Sedaris, David",0316154695,9780316154697,0316154695,275        pp,3.85,"144,172","Apr 23, 2013","Apr 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This collection is definitely not his best work and way too dark for my taste. I didn't even finish about a third of the essays because I just couldn'This collection is definitely not his best work and way too dark for my taste. I didn't even finish about a third of the essays because I just couldn't bear to keep reading. Included here are a handful of fictional narratives from someone else's point of view, and I hated every one. (Soooo dark. No thanks.) In my mind, nothing since Me Talk Pretty One Day has been half as funny. ...more",Notes are private!,0,1,1,not set,"May 15, 2013","May 16, 2013",,Hardcover,view (with text),/book/show/15790837-let-s-explore-diabetes-with-owls
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeward Bound: Why Women are Embracing the New Domesticity,"Matchar, Emily*",145166544X,9781451665444,145166544X,288        pp,3.46,"1,485","Jan 01, 2013","May 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really didn't like this one for the same reason I didn't like Radical Homemakers. I was intrigued by the concept, but she didn't really have anythinI really didn't like this one for the same reason I didn't like Radical Homemakers. I was intrigued by the concept, but she didn't really have anything new to say, and I thought it was appalling how few sources she actually had for her material. ...more",Notes are private!,0,3,1,not set,"May 20, 2013","May 16, 2013",,Hardcover,view (with text),/book/show/15803153-homeward-bound
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,124",1964,"Sep 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can see that this is a good book, but I really don't like Hemingway. I find his work really bleak and depressing. I can see that this is a good book, but I really don't like Hemingway. I find his work really bleak and depressing. ...more",Notes are private!,0,6,1,"May 10, 2013","May 13, 2013","May 10, 2013",,Paperback,view (with text),/book/show/4631.A_Moveable_Feast
819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carry On, Warrior: Thoughts on Life Unarmed","Doyle, Glennon*",1451697244,9781451697247,1451697244,269        pp,4.11,"28,928","Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great personal essays featuring the best of her blog Momastery plus a lot of new material. Some of the essays feel kind of flat, but the good ones areGreat personal essays featuring the best of her blog Momastery plus a lot of new material. Some of the essays feel kind of flat, but the good ones are pretty amazing so I'll forgive her for that. ...more",Notes are private!,0,8,1,not set,"May 06, 2013","May 10, 2013",,Hardcover,view (with text),/book/show/15802944-carry-on-warrior
820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spooky Art: Thoughts on Writing,"Mailer, Norman",0812971280,9780812971286,0812971280,352        pp,3.64,637,2003,"Feb 10, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2013",,Paperback,view,/book/show/96117.The_Spooky_Art
821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What to Expect When No One's Expecting: America's Coming Demographic Disaster,"Last, Jonathan V.*",1594036411,9781594036415,1594036411,240        pp,3.83,676,"Jan 01, 2013","Feb 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very interesting data, but lacks a compelling narrative (or any sort of narrative) to drive it forward.",Notes are private!,0,1,1,"May 06, 2013","May 06, 2013","May 06, 2013",,Hardcover,view (with text),/book/show/13587034-what-to-expect-when-no-one-s-expecting
822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cooked: A Natural History of Transformation,"Pollan, Michael*",1594204217,9781594204210,1594204217,468        pp,4.07,"24,980","Apr 23, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2013","May 16, 2013","May 06, 2013",,Hardcover,view,/book/show/15811496-cooked
823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Train Robbery,"Crichton, Michael",0553129198,9780553129199,0553129198,300        pp,3.88,"31,846","May 12, 1975","Jan 01, 1979",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2013","May 09, 2013","May 06, 2013",,Mass Market Paperback,view,/book/show/7682.The_Great_Train_Robbery
824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in French,"Reyl, Hilary*",1451655037,9781451655032,1451655037,352        pp,3.14,"1,431","Jul 01, 2012","Mar 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This debut novel is only okay. Imagine a cross between Rules of Civility and The Devil Wears Prada, but without the charm of either. Although Paris ciThis debut novel is only okay. Imagine a cross between Rules of Civility and The Devil Wears Prada, but without the charm of either. Although Paris circa 1989 sounds pretty amazing. ...more",Notes are private!,0,0,1,not set,May 2013,"May 01, 2013",,Hardcover,view (with text),/book/show/15015015-lessons-in-french
825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turning Pro,"Pressfield, Steven*",,,B0087TUM54,148        pp,4.16,"12,990","May 30, 2012","May 30, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the first two books in this trilogy--The War of Art and Do the Work--and was excited about this one, but it felt unnecessary. Turning Pro doesI loved the first two books in this trilogy--The War of Art and Do the Work--and was excited about this one, but it felt unnecessary. Turning Pro doesn't meet the high standards set by the first two books. ...more",Notes are private!,0,0,1,"Apr 29, 2013","Apr 29, 2013","Apr 29, 2013",,Kindle Edition,view (with text),/book/show/14912777-turning-pro
826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lean In: Women, Work, and the Will to Lead","Sandberg, Sheryl",0385349947,9780385349949,0385349947,217        pp,3.95,"259,428","Jul 07, 2013","Mar 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 stars for an interesting, well-written book, +1 for the game-changer factor.",Notes are private!,0,27,1,not set,"Apr 26, 2013","Apr 26, 2013",,Hardcover,view (with text),/book/show/16071764-lean-in
827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decisive: How to Make Better Choices in Life and Work,"Heath, Chip",0307956393,9780307956392,0307956393,336        pp,3.96,"17,227","Mar 26, 2013","Mar 26, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fabulous business book, but it's about so much more than business. (The Heath Brothers made me laugh out loud--again--but I was surprised thThis is a fabulous business book, but it's about so much more than business. (The Heath Brothers made me laugh out loud--again--but I was surprised that this book made me cry, too.) Highly recommended. ...more",Notes are private!,0,1,1,"Apr 26, 2013","Apr 27, 2013","Apr 26, 2013",,Hardcover,view (with text),/book/show/15798078-decisive
828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Is Grace: A Ragamuffin Memoir,"Manning, Brennan",1434764184,9781434764188,1434764184,240        pp,4.29,"3,423","Jan 01, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wise. Moving. Heartbreaking. I don't know how else to describe it. So very much worth reading, but grab the kleenex first. Wise. Moving. Heartbreaking. I don't know how else to describe it. So very much worth reading, but grab the kleenex first. ...more",Notes are private!,0,0,1,"Apr 26, 2013","Apr 27, 2013","Apr 26, 2013",,Hardcover,view (with text),/book/show/10894332-all-is-grace
829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Start.: Punch Fear in the Face, Escape Average, and Do Work That Matters","Acuff, Jon*",1937077594,9781937077594,1937077594,272        pp,3.96,"7,342","Apr 18, 2013","Apr 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like this one, I really did. It was fine, but not great--or at least it didn't add enough new material to what he's already covered in QuiI wanted to like this one, I really did. It was fine, but not great--or at least it didn't add enough new material to what he's already covered in Quitter to merit more than 3 stars, in my view. If you've never read anything by Acuff, skip Quitter and read this one. ...more",Notes are private!,0,1,1,not set,"Apr 22, 2013","Apr 22, 2013",,Hardcover,view (with text),/book/show/17249189-start
830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Thought It Was Just Me: Women Reclaiming Power and Courage in a Culture of Shame,"Brown, Brené*",1592402631,9781592402632,1592402631,336        pp,4.20,"24,849",2007,"Jan 23, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brené Brown was just getting rolling with this, her first book. I give you permission to skip it if you promise to read Daring Greatly and The Gifts oBrené Brown was just getting rolling with this, her first book. I give you permission to skip it if you promise to read Daring Greatly and The Gifts of Imperfection. ...more",Notes are private!,0,18,1,"Apr 22, 2013","May 10, 2013","Apr 22, 2013",,Hardcover,view (with text),/book/show/279308.I_Thought_It_Was_Just_Me
831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liar & Spy,"Stead, Rebecca",0385737432,9780385737432,0385737432,180        pp,3.81,"26,263","Aug 07, 2012","Aug 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid YA/Kid Lit pick. Not nearly as good as When You Reach Me, but engaging all the same. (And way better than her first book, First Light.)",Notes are private!,0,0,1,"Apr 22, 2013","Apr 25, 2013","Apr 22, 2013",,Hardcover,view (with text),/book/show/13262061-liar-spy
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,MWF Seeking BFF: My Yearlong Search For A New Best Friend,"Bertsche, Rachel*",0345524942,9780345524942,0345524942,349        pp,3.44,"12,901","Dec 20, 2011","Dec 20, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book would make an excellent book club pick: conversation starters abound. But for independent reading, this piece of stunt journalism is only alThis book would make an excellent book club pick: conversation starters abound. But for independent reading, this piece of stunt journalism is only alright and can't stack up to the best of that genre. ...more",Notes are private!,0,3,1,"Apr 17, 2013","Apr 21, 2013","Apr 17, 2013",,Paperback,view (with text),/book/show/11104030-mwf-seeking-bff
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,329","Aug 14, 2012","Aug 14, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 13, 2013","Apr 27, 2013","Apr 13, 2013",,Hardcover,view,/book/show/13526165-where-d-you-go-bernadette
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,684","May 17, 2005","May 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,-1,0,1,"Jul 08, 2015","Jul 30, 2015","Apr 13, 2013",,Paperback,view,/book/show/3867.The_History_of_Love
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unless,"Shields, Carol",,,,320        pp,3.63,"16,379",2002,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2013",,Paperback,view,/book/show/74462.Unless
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,199",Jan 2005,"Jan 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2013",,Paperback,view,/book/show/7445.The_Glass_Castle
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jayber Crow,"Berry, Wendell",1582431604,9781582431604,1582431604,363        pp,4.39,"18,604","Sep 05, 2000","Aug 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,not set,not set,"Apr 03, 2013",,Paperback,view,/book/show/57460.Jayber_Crow
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,351",1945,"Sep 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I came to this classic expecting a dry read, but was completely swept up in this epic coming-of-age story set in Britain between the world wars. I’ve I came to this classic expecting a dry read, but was completely swept up in this epic coming-of-age story set in Britain between the world wars. I’ve read it ten times since then, and continue to be entranced by the story of the Flyte family’s unraveling–along with the rest of Britain’s aristocracy–and by its themes of love, loss, and grace. (Can you see why I can’t watch a single episode of Downton Abbey without thinking of Brideshead?)...more",Notes are private!,0,29,1,not set,not set,"Apr 03, 2013",,Paperback,view (with text),/book/show/30933.Brideshead_Revisited
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Ideal Bookshelf,"Mount, Jane*",0316200905,9780316200905,0316200905,226        pp,3.72,"2,093","Nov 13, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a fun coffee-table book for book lovers to dip in and out of. I spent as long examining the illustrations as I did reading the text.,Notes are private!,0,7,1,not set,"Mar 26, 2013","Apr 01, 2013",,Hardcover,view (with text),/book/show/13528388-my-ideal-bookshelf
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Help Thanks Wow: The Three Essential Prayers,"Lamott, Anne*",,9781594631290,1594631298,102        pp,4.00,"20,960","Nov 13, 2012","Nov 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Apr 2013,"Apr 05, 2013","Apr 01, 2013",,Hardcover,view,/book/show/15737147-help-thanks-wow
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Lucky,"Center, Katherine*",0345507916,9780345507914,0345507916,288        pp,3.72,"7,612","Apr 06, 2010","Apr 06, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reads like bubble gum chick lit, so I was surprised at the hidden depth. A fun summer read, especially for Brené Brown fans.",Notes are private!,0,2,1,"Mar 25, 2013","Mar 28, 2013","Mar 25, 2013",,Paperback,view (with text),/book/show/6785581-get-lucky
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bittersweet: Thoughts on Change, Grace, and Learning the Hard Way","Niequist, Shauna",0310335280,9780310335283,0310335280,256        pp,4.21,"9,392","Jul 14, 2010","Feb 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Niequist is clearly coming into her own in this second essay collection. It's not quite as good Bread and Wine, but the seeds are there to be seen amoNiequist is clearly coming into her own in this second essay collection. It's not quite as good Bread and Wine, but the seeds are there to be seen among Bittersweet's best writing. Well worth the time. ...more",Notes are private!,0,3,1,"Mar 17, 2013","Mar 20, 2013","Mar 17, 2013",,Paperback,view (with text),/book/show/15857783-bittersweet
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Betsy and Tacy Go Downtown        (Betsy-Tacy, #4)","Lovelace, Maud Hart",0064400980,9780064400985,0064400980,224        pp,4.23,"7,244",1943,"Apr 05, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This wonderful children's/young adult series makes me nostalgic for the childhood I never had. This wonderful children's/young adult series makes me nostalgic for the childhood I never had. ...more,Notes are private!,0,4,1,not set,"Mar 07, 2013","Mar 17, 2013",,Paperback,view (with text),/book/show/42486.Betsy_and_Tacy_Go_Downtown
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maisie Dobbs        (Maisie Dobbs, #1)","Winspear, Jacqueline*",0142004332,9780142004333,0142004332,292        pp,3.92,"110,725","Jul 01, 2003","May 25, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid British mystery, set between the wars, and now I'm looking forward to the rest of the series. Solid British mystery, set between the wars, and now I'm looking forward to the rest of the series. ...more",Notes are private!,0,17,1,"Sep 02, 2013","Sep 09, 2013","Mar 17, 2013",,Paperback,view (with text),/book/show/462033.Maisie_Dobbs
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,851",1952,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't like this book (and that's a matter of taste), but I also didn't think it was great work from Steinbeck. I know there are reams of critics anI didn't like this book (and that's a matter of taste), but I also didn't think it was great work from Steinbeck. I know there are reams of critics and ordinary readers who disagree, but to me it felt like an extremely self-conscious and heavy-handed piece of work. And this is just a comment, not a criticism, per se, but a modern critic would have had him shave off a couple of hundred pages. ...more",Notes are private!,1,53,1,"Jul 09, 2013","Jul 17, 2013","Mar 17, 2013",,Paperback,view (with text),/book/show/4406.East_of_Eden
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Please Understand Me II: Temperament, Character, Intelligence","Keirsey, David",1885705026,9781885705020,1885705026,350        pp,4.17,"6,491","May 01, 1998","May 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 13, 2013","Mar 15, 2013",,Paperback,view,/book/show/104190.Please_Understand_Me_II
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,571","Aug 27, 2010","Aug 27, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brené Brown's books are must reads. I'd recommend beginning with Daring Greatly, but this would also be a fine place to jump in. Brené Brown's books are must reads. I'd recommend beginning with Daring Greatly, but this would also be a fine place to jump in. ...more",Notes are private!,0,10,1,not set,"Mar 11, 2013","Mar 13, 2013",,Paperback,view (with text),/book/show/7015403-the-gifts-of-imperfection
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zen in the Art of Writing,"Bradbury, Ray",1877741027,9781877741029,1877741027,154        pp,4.08,"19,761","Nov 01, 1973","Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fascinating look into the stories behind Bradbury's science fiction, and how he approaches his craft. Fascinating look into the stories behind Bradbury's science fiction, and how he approaches his craft. ...more",Notes are private!,0,1,1,not set,"Mar 12, 2013","Mar 12, 2013",,Hardcover,view (with text),/book/show/3842729-zen-in-the-art-of-writing
