,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Betsy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Given World,"Palaia, Marian",1476777934,9781476777931,1476777934,304        pp,3.58,622,"Apr 14, 2015","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2015",,Hardcover,view,/book/show/19380014-the-given-world
1137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harriet Wolf's Seventh Book of Wonders,"Baggott, Julianna*",0316375101,9780316375108,0316375101,328        pp,3.66,"2,456","Aug 18, 2015","Aug 18, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lovely story of a multi-generational dysfunctional family, well told. Also a love story.",Notes are private!,0,4,1,"Aug 23, 2015","Aug 25, 2015","Aug 19, 2015",,Hardcover,view (with text),/book/show/23288912-harriet-wolf-s-seventh-book-of-wonders
1138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butcher's Crossing,"Williams, John",1590171985,9781590171981,1590171985,274        pp,4.17,"23,534",1960,"Jan 16, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the 1870s, Will Andrews, a young man fresh out of three years at Harvard College, travels west and, with a band of hunters, heads further west in sIn the 1870s, Will Andrews, a young man fresh out of three years at Harvard College, travels west and, with a band of hunters, heads further west in search of buffalo because he is seeking Nature (intentional capital “N”).Andrews felt that the mountains drew them onward, and drew them with increasing intensity as they came nearer, as if they were a giant lodestone whose influence increased to the degree that it was more nearly approached. As they came nearer he had again the feeling that he was being absorbed, included in something with which he had had no relation before; but unlike the feeling of absorption he had experienced on the anonymous prairie, this feeling was one which promised, however vaguely, a richness and a fulfillment for which he had no name. (106)This is the best description of my experience reading this book that I can imagine. I am a vegan. I don’t proselytize; I feed my dog meat and am grateful that there are people who are willing to slaughter the lambs so that she can eat them. But I’m most comfortable living in a way that causes the least amount of harm to other sentient beings. So it was with some discomfort that I decided to read about a buffalo hunt. I won’t lie. It was difficult. I felt sick to my stomach reading about the preparations to slaughter—for their hides—an entire herd of animals, trapped in a valley. But I kept reading because I trust that if John Williams wrote it, it’s about more than violence. But that was another reservation—my trust is almost reverential: I so revere his book Stoner—I’ve read it twice and am now in the process of studying it chapter by chapter—that, in a way, I was nervous about being let down.There is no let-down in Butcher’s Crossing. The man writes with a pure life energy and depth of understanding, along with skill, flawless technique, and such visceral descriptions that, for a lot of this book I was in pain. Just when I thought I could not physically endure what I was feeling during the killing, there came relief: During the last hour of the stand he [Andrews] came to see Miller’s destruction of the buffalo, not as a lust for blood or a lust for the hides or a lust for what the hides would bring, or even at last the blind lust of fury that toiled darkly within him—he came to see the destruction as a cold, mindless response to the life in which Miller had immersed himself. And he looked upon himself, crawling dumbly after Miller upon the flat bed of the valley, picking up the empty cartridges that he spent, tugging the water keg, husbanding the rifle, cleaning it, offering it to Miller when he needed it—he looked upon himself, and did not know who he was, or where he went. (137)A transcendent point of view of the horror of disconnection from Source—a disconnection that is a particular malady of non-Native people; this was a White man’s hunt and slaughter and devaluing of or blindness to life. And after the evening of butchery, just when I thought I might throw up, an understanding of the horror: It came to him that he had turned away from the buffalo not because of a womanish nausea at blood and stench and spilling gut; it came to him that he had sickened and turned away because of his shock at seeing the buffalo, a few moments before proud and noble and full of the dignity of life, now stark and helpless, a length of inert meat, divested of itself, or his notion of its self, swinging grotesquely, mockingly, before him. It was not itself; or it was not that self that he had imagined it to be. That self was murdered; and in that murder he had felt the destruction of something within him, and he had not been able to face it. So he had turned away. (151)I’ve never been a terribly athletic person or one who is drawn to daredevil activities, but I understand the spiritual journey of “using yourself up” and thereby experiencing your essence. Although I find quite enough uninvited pain in just living, I understand the draw of everything from Outward Bound survival experiences to the Native American Sundance—where people go to their physical limits and maybe even beyond. But in all these rituals, the pain is experienced by the person who chose it: there is the risk of death, bearing unbearable pain. In Williams’s Butcher’s Crossing, yes, the men endure the violence of nature and weather and hunger and thirst. But the real violence is what they wreak on others—from the horses and oxen who serve them to the hundreds of buffalo they slaughter for (SPOILER) no apparent purpose other than the ritual of it. I read the last thirty pages of this book in a state of breathlessness. How would this end? My worst fear was that it would turn into a romantic noble cowboy fantasy. Then, when Andrews joined with a woman, I worried that it would devolve into some pat message about balanced male/female energies. Neither of those things happened. I will not spoil the ending. It is not a warm, comforting message, but it is true. My faith and trust in John Williams are validated....more",Notes are private!,0,33,1,not set,"Jan 12, 2016","Aug 16, 2015",,Paperback,view (with text),/book/show/457228.Butcher_s_Crossing
1139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Completely Beside Ourselves,"Fowler, Karen Joy*",0399162097,9780399162091,0399162097,310        pp,3.71,"121,274","May 30, 2013","May 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the paradoxes of the novel writer's art is that it is done alone by people who mostly prefer to work alone, but the driving impulse is the writOne of the paradoxes of the novel writer's art is that it is done alone by people who mostly prefer to work alone, but the driving impulse is the writer's deep longing to share her stories with others who will feel them as she does, thus connecting her to others.The brilliance of Karen Joy Fowler's We Are All Completely Beside Ourselves is that she accomplishes this empathic resonance with readers by accepting and therefore addressing and, in a way, manipulating our profound and steadfast human dedication to seeing ourselves as separate and different from each other. By not only holding the great revelation of this book until the beginning of chapter five (page 77), but by explaining the rationale for this at the time of the revelation, she throws floodlights into any dark rooms in our psyche that might have precluded our viscerally sharing her story. Other Goodreaders have managed to tantalize me into reading this book without revealing plot details. I'll follow suit. Everyone in the world should read We Are All Completely Beside Ourselves. If its subject is one that is already dear to you, you will have company. If you've never thought about this subject before, it will be impossible to remain ignorant.This magnificent story is written as skillfully and artfully as a story could be told. The writing is wildly (and appropriately) spontaneous, impeccably researched, funny, and heartbreaking. I couldn't put it down....more",Notes are private!,0,22,1,"Aug 19, 2015","Aug 20, 2015","Aug 13, 2015",,Hardcover,view (with text),/book/show/16176440-we-are-all-completely-beside-ourselves
1140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Let Me Tell You: New Stories, Essays, and Other Writings","Jackson, Shirley",0812997662,9780812997668,0812997662,448        pp,4.08,"3,376","Jul 30, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jan. 9, 2017I couldn’t have articulated it at the time, but reading Shirley Jackson’s “The Lottery” in eleventh grade ignited in me the realization thJan. 9, 2017I couldn’t have articulated it at the time, but reading Shirley Jackson’s “The Lottery” in eleventh grade ignited in me the realization that fiction can express what everybody really is but is valiantly pretending not to be. I’ve never been the same.Let Me Tell You: New Stories, Essays, and Other Writings is filled with pieces that expose us. They are of their time and a certain culture—the domestic lives of educated and/or well-heeled people in the 1950s and early ’60s—but they are just as alive today as they were when they were so expertly written.Like The Stories of John Cheever, I think it might be best to own this volume rather than read an ebook from the library, as I’ve been doing. It’s a book that demands slow imbibing and digestion—maybe over the course of months. In fact, it feels almost like a sister book to Cheever’s collection. Perhaps I’ll buy it.Well, hot diggity, I did just that—my own  prompted me to shell out for a hard copy.[image]Oh, my aching sheetrock!I’ll continue on the blasted ebook until it arrives and, since I will no doubt spend 2017 slowly imbibing, I’ll just cut to the chase and give it 5 stars now.Update, 5/2/17: After four months of reading a bit here and there, I’ve just finished this wonderful anthology. Not all the pieces are great or even finished. Some seem more like exercises than finished stories, but there are some gems—particularly among the first section of unpublished and uncollected short stories, and most particularly a story called “Mrs. Spencer and the Oberons.” I’m glad this archive exists. This is a book for people who love Shirley Jackson’s work and want to experience more of her writing process.Update 9/18/17: This is a bit silly, but I find myself wanting to defend Shirley Jackson every time I read a reference to the movie Groundhog Day. I just read another one, so here it goes: she got there first with her short story ""Showdown,"" published in this posthumous collection. And I just discovered it is available online. Enjoy....more",Notes are private!,0,49,1,"Jan 08, 2017","May 02, 2017","Aug 02, 2015",,Hardcover,view (with text),/book/show/23746546-let-me-tell-you
1141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pearl,"Steinbeck, John",0142000698,9780142000694,0142000698,96        pp,3.53,"237,933",1947,"Jan 08, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can’t help it. I’m seeing everything I’m reading these days through the metaphor of our insane political culture. Maybe that’s because we are in theI can’t help it. I’m seeing everything I’m reading these days through the metaphor of our insane political culture. Maybe that’s because we are in the midst of iconic metaphors—the stuff of Shakespeare, Aristotle, and more recently John Steinbeck.The Pearl, based on a classic Mexican folk tale, tells the story of Kino, Juana, and their infant son. They are simple people, whose life explodes with a scorpion bite. Poison! Poison leads to a need to pay for a bogus antidote, which leads to the discovery of the world’s greatest pearl, which leads to devastation.“I am a man,” says Kino in explanation of why clinging to the pearl at all costs is right. “It meant that Kino would drive his strength against a mountain and plunge his strength against the sea. Juana, in her woman’s soul, knew that the mountain would stand while the man broke himself; that the sea would surge while the man drowned in it.”In my opinion, this is where we all are right now—at the apex of the shift from “might makes right” to, I hope, something equally male and female. The apex is a precarious place where winds blow, people tumble into oblivion, and everything feels like life or death.Thank you, Mr. Steinbeck. In a mere 90 pages you told the story of the human race....more",Notes are private!,0,35,1,"Jan 12, 2017","Jan 13, 2017","Aug 02, 2015",,Paperback,view (with text),/book/show/5308.The_Pearl
1142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hold Still: A Memoir with Photographs,"Mann, Sally",0316247766,9780316247764,0316247766,482        pp,4.06,"7,677","May 12, 2015","May 12, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Earthy, fierce, sensual, and elegant—that is the nature of this person, the gorgeous writing, and also, it seems, the nature of the American South, asEarthy, fierce, sensual, and elegant—that is the nature of this person, the gorgeous writing, and also, it seems, the nature of the American South, as expressed by photographer Sally Mann in her stunning autobiography. Just like the cover which shows a child “holding still” mid-jump, surrounded by sky, the writing manages to simultaneously move and hold you.Sally Mann and I are the same age, we occupied the same territory for a time (same class at Bennington), but I don’t recall knowing her. If I did meet her, I’m sure I took one look at the ferocious expression in her eyes—illustrated in some of the many photographs in this book and acknowledged by her—and I would have given her a wide berth. She describes herself as a “feral child.” Funny, because I’ve used the same words to describe myself at that time. But where she was fearless, I was afraid of anything and everything. Where she moved forward with jet propulsion, I free fell. But I think now we would be friends. She is honest, self-aware, and naked about her personality proclivities: “. . . I have always been susceptible to some form of opportunistic sorrow—of the deepest, most soul-wrenching, step-off-the-cliff variety.” (203)In a world filled with people (and media) who move seamlessly from true grief to exaggerated, self-feeding “opportunistic sorrow,” I think this is the first time I’ve ever read it admitted and so well named, and it made me cheer. To name a feeling “opportunistic” requires so much more energy and emotional muscle than simply accepting it as true and reacting with it—particularly for self-described genetically disposed intense sensitives like Sally Mann. Opportunistic emotions are so seductive and even addictive because they’re fueled by a literal hormonal high. Not only high-drama sorrow, but anger, self-righteousness, and blind fear. And these highs do fuel themselves: the more we react with them, the more furious the flow: A bully name-calls; the target responds in kind. And on and on the snowball of emotions and the consequent dangerous situations expand.It takes reflection and willful stillness to interfere with this seductive process; Sally Mann doesn’t claim to have mastered this in her life, but in this book, as the photographer that she is, she insists on waiting, observing, and finally clicking—forcing stillness on an experience in all its ramifications, holding it so we all can see the truth or falseness of one moment. And if it’s a flawed moment, a moment of “opportunistic sorrow,” she eloquently names it. She also addresses the basic falseness of photography itself—how pictures distort reality and rob us of memories based on living in the moment.But there are so many things like that in this book—things that, when named, make you say, “But of course. I’ve always noticed or felt or known or lived that. But until now, I’ve never seen it in words.”This autobiography is rich in soul. It is an ode to Mann’s beloved Virginia land and the earth itself. It is an artist’s memoir. It is a deep discussion about race relations. And it is also an investigation: Going through an attic of family records, Mann connects the dots, finds the roots of her attractions and aversions and opportunistic idiosyncrasies in her ancestors. How often I’ve wished I could do something similar, but in my case, everybody is dead and there is no depository of family lore. But reading her story, I imagined doing the same thing and finding maybe one or two people—people I’ve never even heard of—who are just like me: obsessed and aware, motivated and lazy, terrified and fearless, alive and dying. And for some reason that gives me peace—peace that comes from seeing more of the whole picture, more truth. Mann writes:“I see both the beauty and the dark side of things; the loveliness of cornfields and full sails, but the ruin as well. And I see them at the same time, at once ecstatic at the beauty of things, and chary of that ecstasy. The Japanese have a phrase for this dual perception: mono no aware. It means ‘beauty tinged with sadness,’ for there cannot be any real beauty without the indolic whiff of decay. For me, living is the same thing as dying, and loving is the same thing as losing, and this does not make me a madwoman; I believe it can make me better at living, and better at loving, and just possibly, better at seeing.” (414-415)Here’s a recent interview Sally Mann and her daughter (pictured in some of the controversial photographs discussed in the book) did with Charlie Rose.And here is a short, unrelated lesson from an ex-CIA agent on the art of being still enough to listen to your adversaries . . . and what you might hear....more",Notes are private!,0,12,1,"Jun 12, 2016","Jun 17, 2016","Jul 24, 2015",,Hardcover,view (with text),/book/show/23197288-hold-still
1143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skippy Dies,"Murray, Paul",0241141826,9780241141823,0241141826,661        pp,3.76,"22,360",2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a remarkable book! String theory, multiverses, video games, and Celtic myth mixed with adolescent Irish boys' crazed sexual fantasies, along withWhat a remarkable book! String theory, multiverses, video games, and Celtic myth mixed with adolescent Irish boys' crazed sexual fantasies, along with teacher angst, marriage eruptions, betrayals, the horrible injustice of life, drug trips, the deeply moving history of Irish soldiers in WW I, and the cruel things we humans do and the unreliable stories we tell to avoid the inconvenience of truth—all presented in what feels like a modern-day Dickens serial, although it is in one very long (661 pages) book. The unnumbered chapters feel like installments—switching protagonists and writer's point of view. Although common wisdom might say this would be a mess, it isn't. It works. It would also work well as a television series—the kind of BBC series, taking place in Dublin, centered around a boys' prep school, that Americans would love and find exotic. Another reason for this suggestion of a translation into film is that the dialogue is wonderful—more wonderful than the narrative; the vocabulary and particularly the choice of verbs in order to avoid repeating ""said"" sometimes feels forced. But that is a minor complaint. I thoroughly enjoyed this book. It is a story about all the stories we tell and the ""whole"" comprising the connections of all the stories. But this is far too complicated to explain in a puny . Suffice it to say this is a multilayered and funny book; never before have I laughed so hard at people throwing up. For a tiny sample of the writing, here's a new interpretation (page 350) of Robert Frost's poem ""The Road Not Taken"":""I've been thinking about that Robert Frost poem,"" he says. ""I don't think it's about making choices at all.""""What's it about, so?"" Geoff says.""Anal sex,"" Dennis says.""Anal sex?""""How'd you figure, Dennis?""""Well, once you see it, it's pretty obvious. Just look at what he says. He's in a wood, right? He sees two roads in front of him. He takes the one less travelled. What else could it be about?Thank you, Will Byrnes, for informing me about this book!...more",Notes are private!,2,13,1,not set,Jul 2015,"Jul 24, 2015",,Paperback,view (with text),/book/show/7146335-skippy-dies
1144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hermetica: The Lost Wisdom of the Pharaohs,"Freke, Tim",0874779502,9780874779509,0874779502,160        pp,4.16,"1,703",1997,"Jan 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm reading this book for the second time after it beckoned to me from my bookshelf in the middle of my aerobics workout. Since I always heed such becI'm reading this book for the second time after it beckoned to me from my bookshelf in the middle of my aerobics workout. Since I always heed such beckonings, once I finished jumping around, I wiped off the sweat and pulled the book out from under the pile. And once again I am moved by the clarity of the introduction and history, and then by the subsequent explanations before the easily accessible translations of ancient texts. I recommend this book to anyone who is interested in philosophy and driven to understand and experience the Big Mind of Awareness....more",Notes are private!,0,9,1,not set,not set,"Jul 13, 2015",,Paperback,view (with text),/book/show/650420.The_Hermetica
1145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,448",1959,"Sep 09, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Holy smokes, buddy,"" he said out loud, ""what we doing way out here in space? What we doing in these here clothes? Who's steering this fool thing? How""Holy smokes, buddy,"" he said out loud, ""what we doing way out here in space? What we doing in these here clothes? Who's steering this fool thing? How come we climbed into this tin can? How come we got to shoot somebody when we get to where we're going? How come he got to try and shoot us? How come?"" said Boaz. ""Buddy,"" he said, ""you tell me how come?""Convert the whole thing to life floating around on planet Earth, and that's what this book is about. The futility and mystery of life. Is it futile? What are we doing here and why are we doing it? I love the questions even though I have no answers. Neither does Mr. Vonnegut have answers, but he makes a clever futuristic story out of his discomfort with the questions, and the last chapter, the epilogue, breaks your heart....more",Notes are private!,0,11,1,"Oct 31, 2015",Nov 2015,"Jul 03, 2015",,Paperback,view (with text),/book/show/4982.The_Sirens_of_Titan
1146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diver's Clothes Lie Empty,"Vida, Vendela",144340974X,9781443409742,144340974X,224        pp,3.44,"7,232","Jun 02, 2015","Jun 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A gripping read from the first page, The Diver’s Clothes Lie Empty is a mysterious story about running away from your life, skydiving off the grid, anA gripping read from the first page, The Diver’s Clothes Lie Empty is a mysterious story about running away from your life, skydiving off the grid, and free-falling to who knows where. I was unprepared for the tension and great storytelling after reading Vendela Vida’s meandering, sometimes disjointed The Lovers. This book swept me away, which is what I wanted....more",Notes are private!,0,14,1,"Oct 11, 2018","Oct 14, 2018","Jun 26, 2015",,Paperback,view (with text),/book/show/23590710-the-diver-s-clothes-lie-empty
1147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fishbowl,"Somer, Bradley*",1250057809,9781250057808,1250057809,304        pp,3.78,"4,244","Mar 01, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"{8/14/18 Reposting because this is such spectacular writing, and I have many more GR friends now than when I first read this delightful novel.}Fishbow{8/14/18 Reposting because this is such spectacular writing, and I have many more GR friends now than when I first read this delightful novel.}Fishbowl is the magnificent tale of a fish's fall from a top-floor balcony and of all the apartment building's inhabitants' up-and-down-the-stairs travails. ""Delicious"" is the first word that comes to mind to describe Bradley Somer's exquisite prose. He expands moments, detailing fleeting actions or sensations. Here's a taste:Garth draws a deep breath to steady his heart and gives the package a squeeze, pinching it between the crook of his arm and his torso. It gives a reassuring crackle in return. He takes it in both hands and gives it another squeeze. The softness compresses to a point, and then he can feel something solid and hard in the middle. He repeats the motion and decides he has to run up the remaining flights. He needs to move through this horrible space as quickly as he can. He needs to get to his apartment and recapture the full excitement he had felt before the stairwell sucked it out of him.AndThat’s where she met Matt, her first crush. Matt lifted weights every day and was on the high school football team. Matt worked the same shifts that she did. He looked so good in his work uniform. The company logo bent so slightly around the curve of his sculpted pectoral muscle. An embroidered little man in a waiter’s uniform dashed away from Matt’s armpit and toward the cleft in his chest, carrying a burger the size of his head on a platter. Three embroidered steam lines on the logo implied the food was fresh and piping hot.AndIan [the titular fish] is torn from the scene when, as he falls past the eighteenth floor, he discovers the final betrayal of his body. His instinct for freedom has led to several such revelations so far. Even in the short second of his flight, the experience has been more edifying than the months he spent in his bowl. He not only has found that he can’t breathe in this atmosphere but also that eyelids are handy devices and evolution has left him ill prepared for flight. Now he learns that the aerodynamic nature of his body, which allows him to slice through water so effortlessly, with the right amount of wind shear transforms him into a streamlined, nose-down golden rocket. It pushes his tail to the sky and forces his head ground-ward. The turbulence compels his body to wiggle in a fashion not dissimilar to swimming in a strong current. No longer does he tumble. His descent becomes much more sinister and direct through the shrieking air.All these examples probably take the time of a thought, but the writing is so luscious and juicy and sometimes even crunchy and crispy that you want to read slowly. Hard, since the story is equally tasty and you want to know what happens next. This is a gentle, compassionate, exquisitely written look at life from a falling fish's eye view. I loved it!I had an interesting personal experience reading: Time in this story is altered in many ways—perception is slowed down, while events concurrently unfold in and out of real time. The quantum mechanics notion that time simply doesn't exist as we experience it is played with and discussed. While reading Fishbowl my private sense of time was altered. Slowed perceptions plus events in real time became my ""real"" time, to such an extent that when I put the book down, I felt as if all my actions, thoughts, and reactions were like slogging through molasses. Imagine being away from gravity and then returning to it. I'd be curious to hear if other readers had this experience.Thanks to Netgalley for an ARC of this book....more",Notes are private!,0,26,1,"Jun 23, 2015","Jun 25, 2015","Jun 22, 2015",,Hardcover,view (with text),/book/show/23014685-fishbowl
1148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Creeps,"Filipacchi, Amanda",,,B00KQ6PKFI,308        pp,3.39,475,2004,"Jun 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ingenious story, told almost like a koan or parable, populated by Keystone-Kop-like stalkers and stalkees, about how we only want what we can't have. Ingenious story, told almost like a koan or parable, populated by Keystone-Kop-like stalkers and stalkees, about how we only want what we can't have. Hence, the difficulties—death of desire—that arise when we (our ego self) have no rejection. Here's a snippet; Patricia, a gallery assistant, is talking to her boss, Lynn:. . . Patricia asked, ""But why would your desire be awakened by Roland not wanting you? Hasn't anyone not wanted you before?""""Not in a while. Or at least not that I noticed. I haven't been rejected by anyone or anything in the past year or two.""""Lucky you.""""How can you say that after you've witnessed the ordeal I've suffered?"" Lynn said, with a scandalized frown. ""It's not lucky, especially for someone like me, who thrives on resistance. I've succeeded, perhaps too consistently, too well, at everything I've set out to do. I've gotten everything I've wanted.""""But what about when Roland started wanting you? Why didn't your desire disappear then?""""Maybe because it just had to be reawakened, and once it's awake, it's awake.""""But what if it happens again, one day?""""It will never happen again.""""How can you know?""""Because I won't let it. I have a method I'll use.""""What is it?""""To make sure I'm rejected on a regular basis.""""But what if you're not?""""I'll make sure I am! I'll apply to clubs which would never, in a million years, have me as a member.""All our messy human neuroses, delusions, and fantasies are played out in this cartoon of a book. In fact, this is a neurosis fest. Something for everyone.An interesting note: There is a reference to Salinger's story ""A Perfect Day for Bananafish"" which so surprised me that I reread the story. Although the way Filipacchi uses the story for a plot point has no true reference in Salinger's work, I was surprised and delighted to discover that many of her characters' habits were little homages to ""Bananafish.""This book is a lot of fun. And despite the cartoon-like style, there's depth.(Caveat: Per earlier , Filipacchi's work is best enjoyed by people who easily live on a metaphorical level.)...more",Notes are private!,0,1,1,"Jun 20, 2015","Jun 22, 2015","Jun 20, 2015",,Kindle Edition,view (with text),/book/show/22553879-love-creeps
1149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nude Men,"Filipacchi, Amanda",0140178929,9780140178920,0140178929,304        pp,3.53,554,1993,"Jun 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The surrealistic adventures of protagonist Jeremy Acidophilis, a fact checker with a kind of Asperger's way of perceiving the world, feels like a twisThe surrealistic adventures of protagonist Jeremy Acidophilis, a fact checker with a kind of Asperger's way of perceiving the world, feels like a twisted sex dream—the kind of dream where you know you're all the people: a child who is not remotely childlike but behaves and sounds like an oversexed woman; a man with good intentions who, although he is appalled by the child, does the worst thing a man can do; an overbearing, sexually inappropriate, omnipresent punishing mother, etc. This is the kind dream we never want to recount to anyone because it will reflect badly on us, yet at the same time, it's an iconic dream of doing everything no sane human is supposed to do—every crazy impulse we control, repress, or deny. This is a naked-in-public dream.(Caveat: If you can't, don't want to, or don't naturally go to this dream place within, you will likely be turned off by this book. However, if you're intrigued by going to dreamland within, read on.)In order to attempt to explain my own work and find copasetic readers, I've often (including in my Goodreads bio) told the story of radio host Jonathan Schwartz's anecdote about Stephen Sondheim: after Sondheim sold 25,000 copies of a book, someone asked him how he felt about it. ""It's always the same 25,000,"" replied Sondheim despairingly. Schwartz believes that the reason for the radically divergent (negative/positive) responses to Sondheim's work is that he exposes everything we wish most to hide or deny about ourselves. And for many people, this is variously enraging, boring, disgusting, or it just doesn't make any sense to them. Seeing the same work, others feel grateful. Perhaps they are in awe, freed from constraints they didn't even know they had. ""That's in me!"" we gasp; and whether horrified or amused, we laugh, moan, rock, and have some kind of catharsis because we have been energetically poked, prodded, and maybe even pierced. Filipacchi writes with this kind of energy and effect. We all have our own wonderful reasons for reading. Sometimes we just want to be entertained. We want a good story, a laugh, a diversion. We have plenty of other places in our lives to do work on ourselves and plenty of options for discomfort. If you're feeling this way, stay away from Filipacchi's work! However if you need and value transformation more than you do comfort and you like having such experiences from reading, for goodness sake, read Filipacchi's books; I would start with the most recent, The Unfortunate Importance of Beauty because it is the most artistically mature.Nude Men is the third of Filipacchi's books that I have read in very quick succession/obsession; it is the first book that she wrote (published in 1993 when she was only twenty-six!). What's mesmerizing to me is that what is often a pretty horrifying dream is conveyed with an almost transcendental delight. She writes with energy that has the power to mess with you, and for me, receiving that kind of energy is a great gift....more",Notes are private!,0,5,1,not set,Jun 2015,"Jun 13, 2015",,Paperback,view (with text),/book/show/307575.Nude_Men
1150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl at War,"Nović, Sara*",0812996348,9780812996340,0812996348,320        pp,4.01,"31,165","May 12, 2015","May 12, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is very serviceable writing. This novel sounds like a memoir, and with enormous interest and horror I learned a lot about the Yugoslavian civil wThis is very serviceable writing. This novel sounds like a memoir, and with enormous interest and horror I learned a lot about the Yugoslavian civil war. My interest comes from my alarm and dismay at our current American political climate. Because of our Constitution (our religious freedom, freedom of speech, separation of church and state, and despite what many claim, the fact that the USA is not affiliated with any one religion and is in fact a nation of immigrants and its founders were the founders only because they committed genocide and stole lands from Native Peoples—please forgive my rant; the insanity is contagious so perhaps I'm losing my mind), many of us who have grown up with the privilege of USA citizenship think we are immune to the kind of civil wars that are tearing up the rest of the world. I no longer think that anybody is immune to anything, and I guess I want to know more about what could happen.Girl at War is not high art or knock-your-socks-off writing, but it is relatable and did the job of educating me. The first third and a later section are about the war, and the rest is a serviceable plot about dealing with it. The writing has a Young Adult quality that lacks depth, and while it's an easy read, sometimes it felt like “PTSD-lite” and I wished for more soul. Part of the lack of depth—particularly in the dialogue, due to an absence of the ineffable stuff that can happen in the synapses between words—may be because the author is deaf, a fact I learned toward the end of my reading when I was puzzling over the difference in the writing in the war action sections and the American girlfriend/boyfriend talks. The following is from an interview with Sara Novic in The Guardian:Another part of writing that seems inextricable from hearing is dialogue. Someone who writes dialogue well is said to “have an ear” for it. I don’t think I write dialogue well. Whether this is just your average writerly paranoia or is linked to the physiology of hearing loss, I can’t say. . . In the writing world, any trace of this directness [of American Sign Language] translates as “bad dialogue.” “That’s not how people talk,” my workshop mates have said. And of course, they’re right.Mystery solved. Even though I longed for more soul and subtext and authentic dialogue sound, I am glad I read Girl at War; I’m a little less dumb now and grateful....more",Notes are private!,0,13,1,"Mar 16, 2016","Mar 19, 2016","Jun 12, 2015",,Hardcover,view (with text),/book/show/23209971-girl-at-war
