,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steven's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spies of No Country: Secret Lives at the Birth of Israel,"Friedman, Matti",1616207221,9781616207229,1616207221,272        pp,3.93,"2,116","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Israel has become noted for its effective intelligence service. As this interesting book shows, however, its beginnings were much more haphazard and fIsrael has become noted for its effective intelligence service. As this interesting book shows, however, its beginnings were much more haphazard and frantic, as the newly declared state tried in 1947 and 1948 to overcome the hostility of Arab populations within the new country and in its neighbouring states.This book recounts the way that young Jews who had grown up in Arab communities were recruited to act as spies in the ""Arab Section,"" a small group that penetrated Lebanon, Jordan and Syria to assess Arab military preparations and sometimes to carry out sabotage missions. Drawing on interviews years later with the people who carried out this dangerous work, as well as archival sources, Friedman provides a vivid account of the challenges faced, the missteps sometimes made and the ultimate integration of the Section into a more mature intelligence service once Israel had survived its early battle with outside Arab armies.Capturing the difficulties that the new Israel had to overcome to survive is one of the strengths of this book. We are used to considering Israel now to be a powerful military presence but that was clearly not the case in 1947-48 as the new country struggled to obtain weapons and had to fight for its right to exist against well-armed Arab armed forces. These ""spies of no country,"" working underground before Israel was even proclaimed as a nation, helped to counter the Arab superiority in numbers and weapons.Of the twelve spies in the Arab Section, five were caught and executed -- so this was clearly not an easy task. Remembering their hazardous work, with all its complications -- and sometimes personality differences -- makes this a valuable book, very much worth reading.Nevertheless, I wish that Friedman had provided a somewhat wider framework, considering whether a more peaceful start to Israel could have taken place. The country has had to battle for its existence for over 70 years now. I wonder if those early years could have been resolved more peacefully, leaving fewer sources of recurring violent conflict in the future. Perhaps the ""Arab Section"" could have played a role in such a scenario....more",Notes are private!,0,0,1,not set,"Apr 20, 2019","May 03, 2019",,Hardcover,view (with text),/book/show/37578115-spies-of-no-country
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secrets Between Us,"Umrigar, Thrity",0062442201,9780062442208,0062442201,368        pp,4.50,"9,302","Jun 26, 2018","Jun 26, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thrity Umrigar's excellent novel about class and religious differences in Mumbai (""The Space Between Us,"") impressed me as a powerful portrayal of botThrity Umrigar's excellent novel about class and religious differences in Mumbai (""The Space Between Us,"") impressed me as a powerful portrayal of both poverty and the strength of women's relationships as they cope with the gender inequalities of India's largest city.Now Umrigar has written an even more complex and interesting sequel that explores the life into which her main character, Bhima, is thrown after she is fired from what she felt was a secure job as servant (and friend) to Sera and her upper class family; finding her feet is urgent in order to support her grand-daughter Maya, whose rape by Sera's son precipitated the rupture in the earlier book. Bhima throws herself into several part-time servant jobs, but her ultimate escape from sudden insecurity comes via an unexpected partnership that she forms with an elderly and bitterly wry woman, Parvita, who was left homeless by her husband's death and betrayal, but now has a small space in the market from which she sells a few vegetables each day. This is an emotionally powerful novel, even more so than ""The Space Between Us."" Gradually,Parvita and Bhima come to share their secrets and the harsh fates that have hurt them. Illness, the needs of Maya for finances to finish her college degree, and their gradual success in building their market business all interact with Bhima's changing relationship with one of the part-time servant jobs she does, with what turns out to be pair of women in love with each other -- a tie that first appalls Bhima but she then gradually comes to accept and admire.The small-scale business success of Bhima and Parvita, combined with this interaction with Su and Chitra, plus Maya's graduation success from college, all tell us this is a Mumbai and an India undergoing considerable change -- where poverty is not as enduring and social relationships are becoming more fluid.I found the characters in this book even more fascinating than in the earlier novel, and the level of emotional impact even more powerful. Umrigar has become one of my favourite authors, and I shall look forward eagerly to her next book. ...more",Notes are private!,0,0,1,not set,"Apr 10, 2019","Apr 24, 2019",,Hardcover,view (with text),/book/show/35959168-the-secrets-between-us
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Canada in Ten Maps: Epic Stories of Charting a Mysterious Land,"Shoalts, Adam",0670069469,9780670069460,0670069469,352        pp,4.39,"1,763","Oct 10, 2017","Oct 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you think that Canadian history is boring and unexciting, this is the book to change your mind. Adam Shoalts has written ten fascinating chapters, If you think that Canadian history is boring and unexciting, this is the book to change your mind. Adam Shoalts has written ten fascinating chapters, each associated with a dramatic historical map from different periods -- from the Viking maps of their first connections with north-eastern parts of North America to the inland explorations of Champlain and other French explorers to the 1828 map of John Franklin tracing parts of the Arctic.Three aspects of these stories stand out for me. First, these people were intrepid, often eccentric, and amazingly determined in their efforts to map new areas and reach almost impossible objectives -- like crossing the Rockies to reach the Pacific Ocean (as Alexander Mackenzie and David Thompson did) or surviving harsh snows and ice to reach and explore the Arctic Ocean (as Franklin did.)Second, this defining of the north of a continent was very much a partnership with indigenous peoples. It is safe to say that almost none of these European explorers would even have survived their travels without the often extraordinary help they received from indigenous counterparts. And many of the insights that led explorers to the places they eventually mapped came from maps traced out by their indigenous partners. None of those maps survived to be in this book, but Shoalts pays tribute to them throughout this volume.Third, this book makes another fundamental point. ""Explorers make the first maps,"" writes Shoalts, ""but the final ones are usually made by armies."" The war of 1812-14 demonstrates this in the case of Canada. Without the fierce resistance of settler militia, their indigenous allies and a few British soldiers, Canada would have been annexed by the United States. A map outlining the grim battle lines that kept US forces contained in Fort Erie after their last invasion effort is one symbol of this struggle and its ultimate success.As history, this is an interesting book, with its remarkable characters and parallel maps -- though I would love to see the maps in larger presentations (perhaps through a cyber-connection to a website associated with the book.) Shoalts concludes with a final chapter that sees the wilderness as crucial to Canada -- and he mourns what he fears may be its passing. I hope he is wrong. ...more",Notes are private!,0,1,1,not set,"Apr 02, 2019","Apr 03, 2019",,Hardcover,view (with text),/book/show/33916288-a-history-of-canada-in-ten-maps
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pigeon Tunnel: Stories from My Life,"le Carré, John",0241976871,9780241976876,0241976871,310        pp,4.06,"6,150","Sep 08, 2016","Sep 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read most of John le Carré's novels and enjoyed them immensely but this is quite a different book. It is essentially a series of vignettes fromI have read most of John le Carré's novels and enjoyed them immensely but this is quite a different book. It is essentially a series of vignettes from the author's real life, and a discussion of how the people he meets come to be the inspiration for various characters in his books.These connections make for interesting reading, such as how he was inspired by the reality of Kim Philby (the senior British intelligence officer who betrayed his country and escaped to the Russia which he served;) Philby became the model for some of the traitors in the le Carré novels. Another British exile running a men's clothing enterprise in Panama became the inspiration for ""Tinker, Tailor, Soldier, Spy"" -- a particularly fine book. And an intrepid woman he met became the inspiration for ""The Constant Gardener"" -- an excellent story of an aid worker in Kenya who fought against pharmaceutical corporation misdeeds in Africa.The other element that is intriguing about the book is the author's discussion of his own personal involvement as an agent in British intelligence. The author has sometimes claimed in the past that he spent so little time as an agent that it was irrelevant to his novels. But this book provides a much fuller portrayal that suggests his role was greater than previously admitted -- and also gives us insight into his own strong views about some figures such as Philby.My main problem with the book was the wide spread of the 38 vignettes and lack of any central theme in their selection. So lots of interesting anecdotes, but no real assessment of the value of the espionage world on which the author has concentrated over many years.That said, there are still some fine insights and striking incidents in this well-written book. ...more",Notes are private!,0,0,1,not set,"Mar 15, 2019","Mar 26, 2019",,Paperback,view (with text),/book/show/29662443-the-pigeon-tunnel
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Power Murders,"GoodWeather, Hartley",1443455385,9781443455381,1443455385,512        pp,3.88,796,unknown,"Oct 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second of Tom King's amusing and skillful mysteries starring Cherokee former policeman (now photographer) Thumps DreadfulWater. These noveThis is the second of Tom King's amusing and skillful mysteries starring Cherokee former policeman (now photographer) Thumps DreadfulWater. These novels have become my default escapist literature to alternate with more serious material.Why does this book work? First, there is an intricate plot involving a Red Power advocate (Noah Ridge) who arrives to promote his book in the small town, Chinook, where Thumps now lives. DreadfulWater had been involved with Ridge and the movement when he was younger and becomes dragooned by the local sheriff into making sure the activist is not harmed during his visit. An FBI agent seems to be supportive of this -- but the plot up-ends this scenario as it develops.Second, Thumps is himself an engaging and enigmatic character -- with romantic links to several of the female characters in the book, but giving his strongest (if often exasperated) loyalty to his cat Freeway. Third, the supporting cast of players in the novel are a highly interesting and diverse group -- from the sheriff whose homespun exterior hides a sharp intelligence, to Cooley Small Elk who aims not entirely successfully to be a security specialist, to Claire whose attraction to Thumps is often outweighed by her worries about her son.Put all these factors together, add to it Tom King's wit and sharp-edged dialogue, and you have the explanation for my positive rating for this book -- and my reason for searching for more additions to this mystery series....more",Notes are private!,0,1,1,not set,"Mar 12, 2019","Mar 18, 2019",,Paperback,view (with text),/book/show/35270983-the-red-power-murders
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Another Country,"Msimang, Sisonke",164286000X,9781642860009,164286000X,368        pp,4.32,995,"Oct 02, 2017","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"South Africa carries with it the conflicts, complications and questions from its long and troubled history -- its wars, its racial suppression and alsSouth Africa carries with it the conflicts, complications and questions from its long and troubled history -- its wars, its racial suppression and also the hopes its liberation raised but has not fully realized. Its political battles continue and the fierce debates rage on in its writing.But now a blunt and brave new generation is beginning to have its say, expressing both aspirations and disappointments with determined energy.Sisonke Msimang is a brilliant example of these trends. The daughter of an ANC guerrilla fighter and his hard-working Swazi wife, Sisonke grew up in Lusaka, Zambia, but then began a world-straddling set of experiences that took her to Kenya, then to Canada, back to Kenya, then to the US, finally to her homeland South Africa after Mandela was freed, and on to Mozambique -- always another country, as she developed her writing skills and deepened her critical analysis.This book is a starkly honest and insightful memoir of her life. It discusses her time as a university student in America, caught up in the black militancy of that period and disdainful of the African students who just want to get their degrees and return home. It probes deeply her relationships with her mother and father, and later with her own husband and children. And above all, it examines the South Africa to which she can finally return from exile -- the exhilaration of voting to elect Mandela President, the bitter frustration of Mbeki's failures over HIV-AIDS, the Rainbow Nation's harsh treatment of refugees from other countries (despite the support given her parents and other ANC activists by other African states during the liberation struggle) and the ongoing poverty that too many South Africans still suffer.This is a sharply political memoir -- but it is much more than that. It is a heart-wrenching story, too, of a young woman growing up in difficult and disconnected circumstances, the racism she encounters in a Canadian school and how her father cows the principal into countering it, the first love she experiences with a mentally ill man in America and its personal costs, and how returning from exile turns her eventually into an articulate voice for a new South Africa. It is a book that will engage you deeply and widen greatly your perspectives on Africa as a whole.Sisonke Msimang will write more in the future. And I shall be waiting impatiently to read her flowing prose and passionate honesty....more",Notes are private!,0,0,1,not set,"Mar 02, 2019","Mar 18, 2019",,Paperback,view (with text),/book/show/40056763-always-another-country
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transparent City,Ondjaki,,,,320        pp,4.13,"1,281","Dec 05, 2012",Apr 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I visited Angola and its capital, Luanda, some years ago, it struck me how divided it was between downtown urban prosperity and miles of sprawlinWhen I visited Angola and its capital, Luanda, some years ago, it struck me how divided it was between downtown urban prosperity and miles of sprawling poor slums where most people lived.This fine book, by a prize-winning young Angolan author, captures these stark differentials and explores in vivid complexity the realities of African life for those who are poor.The setting is a ramshackle run-down apartment building near the ocean, with a wide set of characters -- a woman (Strong Maria) who makes meals to sell on the street, a shell collector who sells what he finds door-to-door in rich neighbourhoods, a poorly-paid crusading journalist (Paulo,) a former guerrilla fighter (Comrade Mute,) a young refugee orphan (Little Daddy) and Odonato and his family. The latter's poverty and despair over his son's fate are gradually turning his body transparent, a metaphor for the ignoring of the poor by those in power, who are fixated on finding yet more of the oil that has made Angola rich.This novel is highly charged politically, and it is a scathing critique of the Angolan elite. But it also a rollicking sometimes ribald social document, portraying the drama and humour of day-to-day life in this bustling metropolis as people cope with challenges yet also get the most they can out of the zest and diversity of their throbbing city.Biblioasis is the Windsor-based publisher that has won increasing praise for its efforts to translate works from French Canada and from around the world. This is an excellent addition to its achievements, providing both striking insight to Africa and an introduction in English to a remarkable young author....more",Notes are private!,0,3,1,not set,"Feb 16, 2019","Mar 15, 2019",,Paperback,view (with text),/book/show/39678718-transparent-city
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Beale Street Could Talk,"Baldwin, James",0525566120,9780525566120,0525566120,197        pp,4.27,"60,719",1974,"Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The books that I have read before by James Baldwin were heavily political (such as ""Notes of a Native Son."")This book, however, is a tender and powerfThe books that I have read before by James Baldwin were heavily political (such as ""Notes of a Native Son."")This book, however, is a tender and powerful novel of the love between two young blacks, Tish who finds herself happily pregnant and Fonny, a sculptor who plans to build his life with her. Their relationship is traced with delicacy and depth by Baldwin. Then, however, Fonny is accused of raping a young Puerto Rican woman -- based on efforts by a racist white policeman to demonstrate his superiority over Fonny. For much of the book, Tish and Fonny are forced to maintain their love for each other while he is behind bars.Tish's mother tries to intervene by bravely flying to Puerto Rico and confronting the woman who made the false accusation, but with only partial success.This is an excellent book, written with passion and insight. Its ambiguous ending will leave you both sad and hopeful for the young couple. It will also leave you confronting the grim racism that has so marked America. ...more",Notes are private!,0,0,1,not set,"Feb 04, 2019","Mar 15, 2019",,Paperback,view (with text),/book/show/40909440-if-beale-street-could-talk
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,DreadfulWater,"GoodWeather, Hartley",1443455377,9781443455374,1443455377,448        pp,3.84,"1,255",2002,"Oct 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the books that I read late in 2018 was Tom King's (at that point) most recent mystery ""Cold Skies"" -- a droll and engaging story of water issueOne of the books that I read late in 2018 was Tom King's (at that point) most recent mystery ""Cold Skies"" -- a droll and engaging story of water issues, modern US Indian life and murders. I enjoyed it very much and decided to go back and start this series from book 1.This first volume in the series is also good -- with vibrant characters, a solid mystery and amusing interplay as Thumps DreadfulWater, a former California cop who is trying to forget his past, gets drawn further and further into trying to figure out what's happening -- especially since the son of his sometime lover Claire is being labelled as the main suspect.The other virtue of this book is it provides some of the backstory for why Thumps left California -- this gives his character more depth and helps explain why his closest companion is his cat Freeway!...more",Notes are private!,0,0,1,not set,"Jan 30, 2019","Mar 15, 2019",,Paperback,view (with text),/book/show/35270982-dreadfulwater
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Farewell to Arms,"Hemingway, Ernest",0099910101,9780099910107,0099910101,293        pp,3.82,"321,781",Sep 1929,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read most of Hemingway's books, but it is a long time since I read his first novel, ""A Farewell to Arms."" So I re-read it to start the year. ItI have read most of Hemingway's books, but it is a long time since I read his first novel, ""A Farewell to Arms."" So I re-read it to start the year. It is a gripping anti-war story wrapped together with an idyllic love affair, and reflects Hemingway's own experience as an ambulance driver during the First World War in Italy.What struck me most in revisiting this classic were:a) The excellence of the writing. Later on Hemingway became preoccupied with stripping down his prose to make it as straightforward as possible, but in this book the novelist combines some fine description with believable dialogue to create a beautifully written work, conveying the grit and gore of war and the depth of the love between the two main characters.b) The strength of Hemingway's revulsion against the war. He stresses the damage to ordinary people and the way Italy's rulers exploited and betrayed those hundreds of thousands sent to die.c) The characterization of supporting persons. The dialogue with the Lieutenant's friends, the interplay with other nurses besides Catherine, the vignettes in restaurants and in the trenches -- all of this is played out with depth and atmosphere that make this book (in my view) one of the best that the author ever wrote.This all makes for a long book, especially compared to Hemingway's much later ""Old Man and the Sea."" But there is a raw authenticity to the novel that escaped some of the author's subsequent works. Hemingway became something of an icon in his later life, known as much for the public character that he built for himself as for his writing. But ""A Farewell to Arms"" demonstrates that he was above all a great writer....more",Notes are private!,0,0,1,not set,"Jan 14, 2019","Feb 01, 2019",,Paperback,view (with text),/book/show/10799.A_Farewell_to_Arms
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness,"Forna, Aminatta",080212755X,9780802127556,080212755X,312        pp,3.86,"4,573","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This intricate and insightful novel was one of the 2018 Top 100 Books of the Globe and Mail, written by an author with a father from Sierra Leone and This intricate and insightful novel was one of the 2018 Top 100 Books of the Globe and Mail, written by an author with a father from Sierra Leone and a mother from Scotland. This double heritage is reflected in the book.Attila is a Ghanaian psychiatrist who works in conflict zones on the post-conflict recovery of victims and fighters affected by the violence. Jean is a white American biologist studying the growing number of urban foxes in London, after earlier work on urban coyotes moving into the eastern US. Their meeting on a London bridge takes place entirely by chance, and yet their lives gradually become interconnected over the next few weeks -- partly around a search for a lost child who is Attila's nephew (who ran away when his mother was wrongly arrested for an immigration violation, after which her apartment was blocked off from her and the child) -- and partly around threats to Jean as she is following up fox activities in a light-night park.It is a complicated plot, with a number of disparate sub-plots that slow the book down at several points. But it is equally a novel that reveals in fascinating detail the African community of varied immigrants that interact within urban London. At the same time, it traces other parts of the ecology of the city as the spread of newly urbanized foxes and escaped flocks of parakeets engage Jean's attention.At its core, however, this is a book about violence and trauma -- both with respect to people and animals. Attila's experiences in conflict zones form part of this tapestry, and Jean's efforts to protect urban wildlife form another part.We often, Attila eventually concludes, feel that violent conflict will lead to trauma and suffering. But there is also a resilience among people -- and the urban foxes and coyotes that Jean studies. And this resilience can even result in happiness.Attila and Jean come to personify this themselves. Attila's tragic loss of the wife he loved hurts him badly but he carries on. Jean's marriage breaks up over her support for wild animals, leading to her move to London. But both find in their new environment, despite difficult challenges, the resilience that can lead to happiness.This is a very good book. Stay with it even when it lags a little. In the end, it will give you a sense of happiness too....more",Notes are private!,0,0,1,not set,"Dec 30, 2018","Dec 30, 2018",,Hardcover,view (with text),/book/show/35458040-happiness
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unwanted Guest,"Lapena, Shari*",0525557628,9780525557623,0525557628,352        pp,3.77,"126,792","Aug 07, 2018","Aug 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I finished Shari Lapena's gripping last book, ""The Couple Next Door,"" I asked in my  if this author was Agatha Christie reincarnated?This nWhen I finished Shari Lapena's gripping last book, ""The Couple Next Door,"" I asked in my  if this author was Agatha Christie reincarnated?This new thriller underlines the question. Lapena has taken Christie's classic ""And then there were none"" and given it a whole new twist. A group of guests find themselves cut off by a fierce ice storm in a remote luxury lodge in upstate New York and are ready to make the best of it with good meals and lots to drink. Then, though, they discover one guest, a beautiful woman, at the bottom of the grand staircase -- and she seems to have been murdered. Soon a second woman guest, a best-selling author, is also killed -- and the bodies continue to appear.Suspicions go wild, relations among the guests and their innkeepers grow tense, and get even more fractured when the power goes off and then flashlights and phones begin to dim as they use up their charges.Lapena does a magnificent job building the changing atmosphere and keeping the plot supercharged. This is a thriller that will keep you uncertain and engaged right to the end. The book lives up to the promise of ""The Couple Next Door"" and is even more supercharged in its suspense. ...more",Notes are private!,0,0,1,not set,"Dec 24, 2018","Dec 29, 2018",,Hardcover,view (with text),/book/show/38240386-an-unwanted-guest
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Skies        (DreadfulWater #3),"King, Thomas",1443455156,9781443455152,,464        pp,3.96,828,"May 22, 2018","May 22, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Russell Smith, the Globe and Mail arts columnist, complained in a Scrooge-like Christmas article that Canadian literature lacked wit. I have to assumeRussell Smith, the Globe and Mail arts columnist, complained in a Scrooge-like Christmas article that Canadian literature lacked wit. I have to assume Smith did not read this rollicking and humorous novel by Tom King -- another adventure featuring Cherokee ex-police detective Thumps DreadfulWater -- or he would never have reached such a conclusion.The novel is a delightful mix of satire, jokes and word play -- all interwoven with an engaging mystery that Thumps is reluctantly drawn into solving -- plus a nice touch of understated romance for good measure.The mystery is set off by the discovery of two bodies, both of whom are involved in a water conference being organized around technology that may be able to measure water resource availability in a land area under dispute because of Indigenous land claims. Various corporate interests are seeking control of this, adding tension as the bodies are examined to see what happened.DreadfulWater (a great name in the circumstances) is meanwhile trying to avoid becoming involved in all this -- he's decided to be a photographer instead of a detective. But gradually he gets drawn in -- grouching all the time.Tom King's ""The Inconvenient Indian"" was a biting and witty commentary on Indigenous rights (and wrongs) in North America. This novel is just as well-written. The mystery works, Thumps is a grand character and his relationship with Claire is emotionally satisfying. All in all, a very fine book!...more",Notes are private!,0,1,1,not set,"Dec 22, 2018","Dec 27, 2018",,ebook,view (with text),/book/show/35181064-cold-skies
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Saturday Night Ghost Club,"Davidson, Craig",0735274827,9780735274822,0735274827,253        pp,3.86,"22,169","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Craig Davidson takes us back to ""Cataract City"" (Niagara Falls,) site of his Giller Prize shortlisted novel of that name, with its excellent renderingCraig Davidson takes us back to ""Cataract City"" (Niagara Falls,) site of his Giller Prize shortlisted novel of that name, with its excellent rendering of the vulnerabilities of working-class life in an Ontario city.This novel is written from a different perspective. Its narrator is now a brain surgeon, puzzling the intricacies of memory, and thinking back to his youth with Indigenous friends and an eccentric uncle who seemed entranced by the supernatural. In a fine display of excellent writing, Davidson traces the ghost searches that Jake and his uncle Calvin undertake, along with Jake's best friend Billy Yellowbird. ""Cataract City"" comes alive (or ""dead"" in the case of the ghosts) in a whole new way.At first this seems a boyish set of adventures, based on ghost stories that uncle Calvin recounts, but gradually the book takes on a darker tone, especially as the uncle seems to retreat into himself, ignoring his small store with its supernatural artifacts. Without providing spoilers, this novel becomes a deeper examination of mental illness and how hard it is to overcome.Craig Davidson is, in my view, one of Canada's most insightful writers, probing ordinary life in our country with skill and empathy, whether in his novels or his remarkable memoir of driving a school bus, ""Precious Cargo."" This book is another excellent addition to his record....more",Notes are private!,0,1,1,not set,"Dec 12, 2018","Dec 27, 2018",,Hardcover,view (with text),/book/show/36911680-the-saturday-night-ghost-club
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Testimony        (Kindle County Legal Thriller #10),"Turow, Scott*",1478971045,9781478971047,,416        pp,3.68,"6,992","May 16, 2017","May 23, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a re-read, the first book of 2023. I found it.even better this time. There is a lot of romance mixed with a legal thriller based in the aftermThis is a re-read, the first book of 2023. I found it.even better this time. There is a lot of romance mixed with a legal thriller based in the aftermath of the breakup of Yugoslavia, and the investigations of International Court institutions into what seems to be the mass killing of hundreds of gypsies who had escaped from Kosovo.Turow writes well and this book shows a skillful insight into international human rights violations from an author who has usually focused on home-grown crime in the US. I found the characters engaging and the plot is both intricate and suspenseful.Very much recommended as good escapism with an unexpected depth on the workings of international judicial institutions....more",Notes are private!,0,0,1,not set,"Jan 05, 2023","Dec 26, 2018",,ebook,view (with text),/book/show/31933450-testimony
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadian Adventures with the Idle Rich,"Leacock, Stephen",0771099665,9780771099663,0771099665,216        pp,3.80,303,1914,"May 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Following up our visit to Leacock's sprawling old cottage in Orillia (now a museum) I decided to reread one of the author's classics -- this caustic 1Following up our visit to Leacock's sprawling old cottage in Orillia (now a museum) I decided to reread one of the author's classics -- this caustic 1914 satire on the misadventures and schemes of Canada's wealthy. It is likely drawn from Leacock's insights into the rich and self-important of Toronto and Montreal (where he taught at McGill University.)While ""Sunshine Sketches"" combines affection with satire in recounting life in small-town Mariposa, this book is much fiercer in its sarcastic rendering of the urban wealthy. The rivalry between churches for prestige is especially harshly handled -- though the best chapter of all is at the end as the rich set themselves to fight for ""clean government,"" based around self-serving innovations to direct contracts and other favours to themselves.I remember finding this book an appealingly angry attack on inequality when I first read it -- but I now find the biting humour a little too heavy-handed to be effective. It must have caused a very useful stir, though, in the conservative mustiness of early twentieth century Canada! ...more",Notes are private!,0,2,1,not set,"Dec 06, 2018","Dec 26, 2018",,Mass Market Paperback,view (with text),/book/show/972006.Arcadian_Adventures_with_the_Idle_Rich
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plutocrats: The Rise of the New Global Super Rich and the Fall of Everyone Else,"Freeland, Chrystia",0385669712,9780385669719,0385669712,352        pp,3.63,"3,016","Oct 01, 2012","Oct 16, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chrystia Freeland is now Canada's Foreign Minister, and so the perspectives in this book are even more influential than they were when the book was wrChrystia Freeland is now Canada's Foreign Minister, and so the perspectives in this book are even more influential than they were when the book was written.I found the book full of interesting anecdotes and often insightful comments about the increasingly wealthy and the way they have increased their affluence at the expense of the less wealthy. Freeland was a good journalist and writes well -- so the book flows effectively through its subject areas.Two major concerns struck me as I read it, though.First, it IS a book of connected anecdotes. There is a great deal of statistical information now available on income and wealth inequality -- from a large variety of research sources. Yet I found none of this data systematically presented or analyzed in the book. Freeland was aiming to provide a lively account, but this is no excuse for ignoring data sources that would have given her book more depth and rigour.Second, and perhaps partly as a result, there is a schizophrenic character to the book. One part of it almost extolls the new super-rich, seeing them as superstars who have achieved great innovations that have resulted in their massive wealth. Yet the second part focuses on ""rent seeking,"" a polite term for corruption, that explains the huge fortunes of Ukrainian or Russian capitalists and is just as common in western countries as such examples as Bombardier and SNC Lavalin show. A better overall analytical framework could have overcome this divergence.Perhaps it's unfair to expect a popular journalist to be more of an academic in her approach but certainly for me it would have made quite a good book better....more",Notes are private!,0,1,2,"Dec 21, 2018not set","Dec 21, 2018Dec 21, 2018","Dec 21, 2018",,Hardcover,view (with text),/book/show/15797932-plutocrats
