,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mollie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,532","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book so much! It’s such an interesting new perspective into deaf culture, with incredible characters and an interesting build in the storylLoved this book so much! It’s such an interesting new perspective into deaf culture, with incredible characters and an interesting build in the storyline. Probably not as good on audible—I did print…just because of the creative formatting to distinguish between spoken and signed language. Beautifully done! I loved the factoid chapters about deaf history and the lessons in both deaf Vs hearing culture and racism within deaf culture. All so easily and beautifully included in the story. I only didn’t do 5 stars because the ending felt sort of abrupt—like we said all we could do that’s a wrap. Too many questions unanswered—what about Feb’s relationship? What happens to the school? What do all the kids do after? Etc. but man, a great read about a previously unexplored topic for me. ...more",Notes are private!,0,3,1,not set,"May 05, 2022","May 05, 2022",,Hardcover,view (with text),/book/show/58395049-true-biz
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Betty,"McDaniel, Tiffany*",052565707X,9780525657071,052565707X,480        pp,4.41,"34,426","Aug 18, 2020","Aug 18, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeous and heartbreaking at once. The only reason I’m not going five is because this is a super heavy read. You have to think very carefully about yGorgeous and heartbreaking at once. The only reason I’m not going five is because this is a super heavy read. You have to think very carefully about your ability to live with the many triggers in this book—dark and haunting sexual trauma that is extremely vividly described. It’s kind of a beast of a book to take on. I am not saying this to be enticing about it, but really to be like, prepare yourself. But I am glad I read it—it was very beautifully written and gripping. It keeps you going. For me, a lot of the reason I could keep turning pages was a hope for resolution. Some things were resolved satisfactorily but I feel like the worst thing was left on the table…very disappointing, but I guess realistic? I was amazed when I researched it after reading that it was not a first person memoir—the people were so alive! Instead it is the author creating a novel based in real life stories from her mother’s life. Very well done and real. I’ll be turning this one over for a while....more",Notes are private!,0,2,1,not set,"Apr 30, 2022","Apr 30, 2022",,Hardcover,view (with text),/book/show/48564330-betty
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Lucky,"Leitch, Will*",0063073099,9780063073098,0063073099,290        pp,3.77,"26,694","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a fun mystery with the narrator offering a unique perspective—someone with Spinal Muscular Atrophy. Loved the slow unfolding of his backstory, anSuch a fun mystery with the narrator offering a unique perspective—someone with Spinal Muscular Atrophy. Loved the slow unfolding of his backstory, and how he came to be in his current position. The cast of characters surrounding him was fun and interesting. Loved the lightness of the story, while tackling our assumptions about the inner lives of all humans we encounter. The author took some liberties in the interest of moving the plot forward to build the mystery that were unrealistic, but that was forgivable because the story was a delight. Very glad to have read this one. ...more",Notes are private!,0,2,1,not set,"Apr 06, 2022","Apr 30, 2022",,Hardcover,view (with text),/book/show/54870216-how-lucky
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiona and Jane,"Ho, Jean Chen*",0593296044,9780593296042,0593296044,288        pp,3.31,"14,980","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Very much enjoyed this book about a friendship that focuses in on the women from teen years through their 40s. I give it a 3 and enc**spoiler alert** Very much enjoyed this book about a friendship that focuses in on the women from teen years through their 40s. I give it a 3 and encourage people to try it for the excellent depiction of adult friendship and the characters that feel like friends. It is “told in short stories,” which I usually like…but I put that in quotes because these felt more like bouncing around in time chapters—none would be a good short story by itself, and by the end I felt like I was missing important pieces of their lives. The disjointed timeline wasn’t quite disjointed enough to make it feel necessary. And I wanted sooo much more about certain glimpses of their lives that weren’t delved into—will Fiona meet her father? Isn’t that piano teacher relationship extremely inappropriate—if it were a man that would be the most creeper thing ever with long term consequences. Why does Bobby Fiona’s 2nd husband suck so much? Will Won find love? Do Fiona and Jane even need each other anymore? I think it would have been a way better story in a straight linear timeline with more of a plot. I am happy I read it, but it did leave me with a strange sense of missing something by the end. ...more",Notes are private!,0,1,1,not set,"Apr 02, 2022","Apr 02, 2022",,Hardcover,view (with text),/book/show/57238523-fiona-and-jane
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,518","Jul 06, 2021","Jul 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was good and for the most part entertaining. But it glorified violence in such an extreme way I had a hard time getting on board. I think I just This was good and for the most part entertaining. But it glorified violence in such an extreme way I had a hard time getting on board. I think I just don’t like reading high-action sequences and find it kind of boring…like when I am reading a gun fight the bullets are sooo slow. Like sentences long. So then they hit their targets and I’m like, why couldn’t that character have stepped out of the way in time? You know, the one whose guts are bleeding out now who still has a few lines of dialogue left in him for this slow mo gunfight? The one who is extremely named after some gangster—what’s his name…Dome? Gambit?? Cheddar???? Oh well. He’s dead now, I think. Wait, here he is back for a half sentence of breathing. Okay. Now he’s dead. Phew. Are we going to mulch him now too? ...more",Notes are private!,0,3,1,not set,"Mar 31, 2022","Mar 31, 2022",,Hardcover,view (with text),/book/show/54860585-razorblade-tears
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsinkable Greta James,"Smith, Jennifer E.*",0593358279,9780593358276,0593358279,320        pp,3.86,"31,948","Mar 01, 2022","Mar 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Looooooved this one! Such an unexpected delight. I wanted a few books I’ve read in the past year or so to be this book, but they weren’t. Then this onLooooooved this one! Such an unexpected delight. I wanted a few books I’ve read in the past year or so to be this book, but they weren’t. Then this one strolled along and BAM! Life of a rising star. BAM! Easy one week timeline. BAM! Believable, interesting relationships. I’ll stop bamming now, but you get the point. Great read for any occasion, but highly recommended for vacation or 13 hour car rides—front to back in one sitting with some laughs and cries. I hugged it when I finished. ...more",Notes are private!,0,3,1,not set,"Mar 26, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/58265135-the-unsinkable-greta-james
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Madness of Crowds        (Chief Inspector Armand Gamache, #17)","Penny, Louise*",1250145260,9781250145260,1250145260,436        pp,4.19,"66,877","Aug 24, 2021","Aug 24, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Back in Three Pines. Some good suspects for a good murder. My only regret as that we were there, but definitely didn’t eat at the Bistro enough or heaBack in Three Pines. Some good suspects for a good murder. My only regret as that we were there, but definitely didn’t eat at the Bistro enough or hear from all our friends enough. Way too much on the murder. I think next time, she should just set up camp in the Bistro and let us eat sandwiches and enjoy a week of dull, non murdery daily life in the village. ...more",Notes are private!,0,2,1,not set,"Mar 25, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/56269078-the-madness-of-crowds
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,780","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Biased  from a fangirl. But I loooove Ann Patchett and especially her nonfiction. I also love the topic of death, and I feel like it’s worth keeBiased  from a fangirl. But I loooove Ann Patchett and especially her nonfiction. I also love the topic of death, and I feel like it’s worth keeping in mind for the living if you really want to live. But not in a dark way, like in an acknowledgment that days matter. So it was a delight to hover around the topic from all of the different angles offered up by such a fun and smart writer. Some were less about death and more about living, but samesies. Some were about writing, and being ed and interviewed, and being inspired. One was just about Snoopy, which was my fave because, weirdly, I ALSO was obsessed with Snoopy in my early teen years and was a little embarrassed about it until Ann told me here that only the best people have a Snoopy obsession and for very good reasons. She also got me with a whole bit about Kate Dicamillo. (Yes! Of Mercy Watson fame!) I don’t think that one would make everyone feeling seen, but that’s because they haven’t read Kate Dicamillo yet! I was not struck by the Eudora Welty one, but I think Ann would say that’s okay, and that this is because I have not read Welty. So I should go pick one of those up. And I might. Just so I can come back and hear Ann talk about it and nod my head. ...more",Notes are private!,0,6,1,not set,"Mar 24, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Thought You Said This Would Work,"Garvin, Ann",1542022347,9781542022347,B08CMS48FT,301        pp,4.15,"19,437","May 01, 2021","May 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2022",,Kindle Edition,view,/book/show/56439404-i-thought-you-said-this-would-work
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reckless Girls,"Hawkins, Rachel*",1250274257,9781250274250,1250274257,320        pp,3.57,"125,226","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good fun read about an island and desperate people and trickery and plans and, okay, honestly it was dumb and forgettable. Chick lit lord of the fliesGood fun read about an island and desperate people and trickery and plans and, okay, honestly it was dumb and forgettable. Chick lit lord of the flies?? I already forgot what happened. But it was a very fun beach read, which it should be. It is exactly what it should be....more",Notes are private!,0,1,1,not set,"Mar 10, 2022","Mar 18, 2022",,Hardcover,view (with text),/book/show/57693168-reckless-girls
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze Runner        (The Maze Runner, #1)","Dashner, James*",0385737947,9780385737944,0385737947,384        pp,4.05,"1,528,211","Oct 06, 2009","Oct 06, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This has been on my radar for years, but I finally read this because my son was reading it for school and I wanted to chitter chatter with him about iThis has been on my radar for years, but I finally read this because my son was reading it for school and I wanted to chitter chatter with him about it. It offers some level of page turning that made me keep going, but I was mostly annoyed at the way the suspense relies on NOT answering questions about what is going on. I didn’t understand how it could be a series, but now that I finished I’m realizing you don’t get answers by the end of this book. I am left with the confusing experience of enjoying reading the book, while at the same time being annoyed and disappointed at every turn of the dumb maze and the clunk of an ending. So my  puts it somewhere between 1 and 5 stars. (That  range should inspire the same feeling in you that I had while reading the book and help you to decide if it is a book for you.)...more",Notes are private!,0,1,1,not set,"Feb 20, 2022","Feb 20, 2022",,Hardcover,view (with text),/book/show/6186357-the-maze-runner
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Cry for Me,"Black, Daniel",133542573X,9781335425737,133542573X,301        pp,4.35,"12,486","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Remarkable and empathy-building writing, especially in the framework of the author’s note at the beginning. I cannot believe how much forgiveness the Remarkable and empathy-building writing, especially in the framework of the author’s note at the beginning. I cannot believe how much forgiveness the author offered by humanizing the father who failed his gay son so horribly. I loved the way the story revealed itself through letters, and all of the antidotes that brought the father’s story and perspective to life. I also very much appreciated another fictional insight that demonstrates how it feels to be a Black American....more",Notes are private!,0,1,1,not set,"Feb 18, 2022","Feb 20, 2022",,Hardcover,view (with text),/book/show/57938995-don-t-cry-for-me
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Terror,"Clinton, Hillary Rodham",198217367X,9781982173678,198217367X,495        pp,4.10,"76,454","Oct 12, 2021","Oct 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a good, entertaining story—that maybe should have been cut by 1/3. I enjoyed the excitement and the horrible idea of the threat of nuclear waThis was a good, entertaining story—that maybe should have been cut by 1/3. I enjoyed the excitement and the horrible idea of the threat of nuclear warfare from terrorists and high level moles. I also liked the bonus visit of three pines characters. I thought it got a little draggy at parts and bogged down in details of who was suspicious and who wasn’t and all the countries and all the colluding. But I’m glad I read it as a Louise Penny and Hilary Clinton fan.PS, A dumb, over-repeated joke walks into a bar…...more",Notes are private!,0,2,1,not set,"Feb 12, 2022","Feb 20, 2022",,Hardcover,view (with text),/book/show/56898262-state-of-terror
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorrie,"Hunt, Laird*",1635575362,9781635575361,1635575362,176        pp,3.86,"7,646","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Hardcover,view,/book/show/53138232-zorrie
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,519","Sep 14, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book is perfectly named. I enjoyed the slow build in the three parts of the book and seeing how Carney managed his furniture store by following anThe book is perfectly named. I enjoyed the slow build in the three parts of the book and seeing how Carney managed his furniture store by following an only slightly crooked mostly straight path. I loved his perspective, and how he survived and thrived in the most human ways. I enjoyed how he loved and dealt with his darn cousin Freddie. And Pepper was such a beautifully written crook. I appreciated accidentally reading this at the same time as Olga Dies Dreaming, so I could hang out in different sections of NYC and see the world in its colorful glory. Also this was excellently read in the audible version by the same reader as Concrete Rose. He makes you feel and understand and relate to these beautifully written Black men. Loved it. ...more",Notes are private!,0,3,1,not set,Feb 2022,"Feb 01, 2022",,Hardcover,view (with text),/book/show/54626223-harlem-shuffle
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olga Dies Dreaming,"Gonzalez, Xochitl*",1250786177,9781250786173,1250786177,369        pp,3.99,"61,766","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book’s setting in Brooklyn, the characters, the Puerto Rico history, and the bonus mini love story. I appreciated the complicated parent/chLoved this book’s setting in Brooklyn, the characters, the Puerto Rico history, and the bonus mini love story. I appreciated the complicated parent/child relationship and the fallout that happens when a child is abandoned. I loved following Olga and the strong force of a person she was. I also enjoyed her brother’s story and life complications. It got a little heavy on Puerto Rico history at times, but that also felt necessary to learn about and understand to see another slice of America and understand oppression. Very rich beautiful writing as well. ...more",Notes are private!,0,3,2,not setnot set,"Jan 28, 2022not set","Feb 01, 2022",,Hardcover,view (with text),/book/show/57693171-olga-dies-dreaming
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",0593330757,9780593330753,0593330757,464        pp,4.17,"66,134","Jun 01, 2021","Nov 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Italy and in particular Florence, so this book called my name. There were times when I found myself 100 percent immersed in the city that I lovI love Italy and in particular Florence, so this book called my name. There were times when I found myself 100 percent immersed in the city that I love and the Italian way of cherishing everything from pasta to art to the sweetness of doing nothing. Also the rich cast of characters grows on you until you feel like you are hanging out with friends. However, the timeline is incredibly sweeping, which to me left the book slow at parts and without the focus that could have made it a five star read. ...more",Notes are private!,0,3,1,not set,"Jan 21, 2022","Jan 21, 2022",,Hardcover,view (with text),/book/show/57001545-still-life
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Tuesdays in Winter,"King, Lily*",0802158765,9780802158765,0802158765,240        pp,3.73,"19,197","Nov 02, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoy Lily King's writing and love a really good short story collection. These stories were so varied that I would be curious to hear what her overaI enjoy Lily King's writing and love a really good short story collection. These stories were so varied that I would be curious to hear what her overarching theme was. It seemed to be about complicated love and nuance in human connection—and maybe specifically about complicated parent/child relationships and fallout when that connection is damaged. Some coming-of-age was mixed in as well. There was one great story about a mother and her daughter dealing with grief, one about a boy and his summer crush, and the final story was amazing—I think in particular because I read George Saunders book on Russian Lit and short stories and this seemed to be in that style of writing. Loved it....more",Notes are private!,0,2,1,not set,"Jan 10, 2022","Jan 17, 2022",,Hardcover,view (with text),/book/show/57812401-five-tuesdays-in-winter
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Longings,"Kidd, Sue Monk*",052542976X,9780525429760,052542976X,416        pp,4.24,"123,670","Apr 21, 2020","Apr 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loooove the audacity and imagination it took for this book to be written. I also love the humanity of Jesus in this book, the research it took to prepLoooove the audacity and imagination it took for this book to be written. I also love the humanity of Jesus in this book, the research it took to prepare it, and the question it raises of what matters when he is considered in his cultural and historical context. I loved Ana and the idea of her, and the way she gave insight into what life was like for women during the time when Jesus was alive. I am a progressive Christian, and I believe in the parabolic meaning of the Bible as my approach to Christianity, so I was maybe the best audience for this book. While my personal understanding of God comes from a Christian lens, I also believe God cannot be contained by Christianity—and this seemed to be a central idea in this book. I’m so glad it gets so many excellent ratings. ...more",Notes are private!,0,3,1,not set,"Jan 04, 2022","Jan 04, 2022",,Hardcover,view (with text),/book/show/52698452-the-book-of-longings
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom Tollbooth,"Juster, Norton",0394820371,9780394820378,0394820371,248        pp,4.20,"286,766",1961,1996,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just finished reading this with my kids. I was so bored! It was extremely philosophical and complicated, and I wasn’t interested or excited about the Just finished reading this with my kids. I was so bored! It was extremely philosophical and complicated, and I wasn’t interested or excited about the various thought patterns coming to life. I appreciated the larger lesson of earning wisdom and knowledge…I just felt lost a lot of the time doing so. It didn’t make me want to go on a journey to wisdom—instead I wanted to run far far away. A stronger storyline that didn’t try to be quite so all encompassing and clever would have been a better, more worthwhile adventure. My 4th grade daughter liked it, my 6th grade son did not, and since I felt like I was suffering through it I have to agree with him. Giving a 3 to balance our views, and because it’s a classic, I feel like it’s owed that. ...more",Notes are private!,0,1,1,not set,"Jan 04, 2022","Jan 04, 2022",,Paperback,view (with text),/book/show/378.The_Phantom_Tollbooth
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Canyon's Edge,"Bowling, Dusti*",0316494690,9780316494694,0316494690,320        pp,4.24,"7,083","Sep 08, 2020","Sep 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My daughter couldn’t get her 4th grade nose out of this book after checking it out from the school library, so I thought I should give it a try. She hMy daughter couldn’t get her 4th grade nose out of this book after checking it out from the school library, so I thought I should give it a try. She had to return it on Monday so on Sunday late afternoon I sat down with it. Two hours later I was recovering from heart palpitations and/or crying my eyes out of my lost-in-the-desert mind. It packs a powerful punch in verse (Although, if you ask my daughter, she will insist it is not in verse and you will spend 20 minutes explaining what “in verse” means and she will still tell you that you are wrong, and dumb, and have you gotten to the part where she climbs the hmmm and does the hmm and has to decide about the hmm, and what?? She isn’t giving anything away!!) So pretty much yes, get this book and spend an afternoon with it to add a little excitement and catharsis to your life. ...more",Notes are private!,0,2,1,not set,"Jan 02, 2022","Jan 02, 2022",,Hardcover,view (with text),/book/show/50358128-the-canyon-s-edge
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will,"Smith, Will",1984877925,9781984877925,1984877925,418        pp,4.26,"65,934","Nov 09, 2021","Nov 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a million hour read where Will Smith repeats over and over what a big superstar he is. He throws in some boring childhood memories and therapyThis is a million hour read where Will Smith repeats over and over what a big superstar he is. He throws in some boring childhood memories and therapy sessions to show he was once a little person like us. He also tells you he has read books and then he proceeds to list them, showing that he should probably read more. Somehow, by the end of the book, you like him a lot less than when you started, but that’s okay because in his therapy he learned that he is living in his own universe of himself and he doesn’t need you to like him anyway. ...more",Notes are private!,0,10,1,not set,"Dec 27, 2021","Dec 27, 2021",,Hardcover,view (with text),/book/show/58375739-will
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Viscount Who Loved Me        (Bridgertons, #2)","Quinn, Julia*",,,,354        pp,4.02,"357,641","Dec 05, 2000","Jun 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for a brain break after reading the first and watching the show. I thought it would cover a subplot of the first season of the show but was Read this for a brain break after reading the first and watching the show. I thought it would cover a subplot of the first season of the show but was pleasantly surprised to find it a whole new story about Anthony Bridgerton and his quest to get a wife. Really light, really fun, really easy. I liked Kate, the main character, and even though you know the whole time what will happen, it is almost a bonus. Brain candy that’s easy to skim and absorb. ...more",Notes are private!,0,1,1,not set,"Dec 26, 2021","Dec 26, 2021",,Mass Market Paperback,view (with text),/book/show/861326.The_Viscount_Who_Loved_Me
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,699","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Arg, this was gripping at the start and really beautifully written. I loved what it had to say about the big things, like what is a meaningful life, aArg, this was gripping at the start and really beautifully written. I loved what it had to say about the big things, like what is a meaningful life, and what is beauty. But, maybe because it was historical fiction, it felt trapped into some really slow plot points. I also felt like the dream and vision sequences weren’t for me. Where it was beautiful and poetic it was equally slow, so I just couldn’t get to the point where I would recommend it or think back on it. ...more",Notes are private!,0,1,1,not set,"Dec 24, 2021","Dec 26, 2021",,Hardcover,view (with text),/book/show/57185348-matrix
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night She Disappeared,"Jewell, Lisa*",1982137363,9781982137366,1982137363,416        pp,4.12,"224,460","Jul 22, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very high 3, low 4. Very entertaining suspense. I really enjoyed the amateur detective writer, and I hope it becomes a series with her investigating cVery high 3, low 4. Very entertaining suspense. I really enjoyed the amateur detective writer, and I hope it becomes a series with her investigating cold cases. I liked the way the story unfolded between past and present day. I found it somewhat predictable—easy to tell who was killed and where the body was, and kind of convenient the way some of the major clues were revealed. I loved the audible read by Downton Abbey actress Joanne Froggatt. What a treat! She elevated it into the 4 level. ...more",Notes are private!,0,1,1,not set,"Dec 03, 2021","Dec 26, 2021",,Hardcover,view (with text),/book/show/55922299-the-night-she-disappeared
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Hope,"Joella, Ethan*",1982171197,9781982171193,1982171197,288        pp,3.69,"16,041","Nov 16, 2021","Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5! A very pleasant surprise in this collection of short stories. I loved getting to know the separate characters from their point of view each chapt4.5! A very pleasant surprise in this collection of short stories. I loved getting to know the separate characters from their point of view each chapter, and then watching as the pieces came together. (I am a sucker for stories like this.) By the end I cared so much about characters who didn’t strike me as main in the beginning. The setting in this Connecticut town was gorgeous, and I loved that it paced itself out over the course of a year. It had such beautiful things to say about grief and pain and how it feels to just be human. Love love love. ...more",Notes are private!,0,4,1,not set,"Dec 05, 2021","Dec 05, 2021",,Hardcover,view (with text),/book/show/56898255-a-little-hope
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guide,"Heller, Peter",0525657762,9780525657767,0525657762,257        pp,3.63,"17,247","Aug 24, 2021","Aug 24, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Pretty good. I like fly fishing through Peter Heller’s eyes. I like Jack and it was nice to spend more time with him. The relationsh**spoiler alert** Pretty good. I like fly fishing through Peter Heller’s eyes. I like Jack and it was nice to spend more time with him. The relationship with the pop star was pretty good. It feels way too crazy, though, by the end, where there are explosions and gun fights and tortured children. It would have been a better book without the thriller element that got out of hand. Maybe something more toned down for suspense—a murderer and a “hunting accident” scenario would have been enough....more",Notes are private!,0,2,1,not set,Dec 2021,"Dec 05, 2021",,Hardcover,view (with text),/book/show/56098122-the-guide
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,877","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was good but also highly overrated…I am shocked that so many people love this so much. I liked Ryle and Atlas, and I love a good love triangle. IThis was good but also highly overrated…I am shocked that so many people love this so much. I liked Ryle and Atlas, and I love a good love triangle. I just hated how much Ryle had to be taken down for this story. It would have been better as a sweet complicated romance without making it an issue story. I did not at all get empathy they tried building for Ryle. It felt like a false attempt to understand domestic abuse, giving Ryle a sympathetic backstory for why he was the way he was—a perfect guy except for this one crazy unfortunate thing that happened when he was a kid. When he snapped and wasn’t himself, that was his abuse?? It felt WAYYY too simplified compared to what real life domestic abuse chains must be. I didn’t understand at all why Lily kept staying with him, which was the opposite of what the author intended. And my overall impression of Atlas was..grossness, recovered? A good book that tried to do too much. ...more",Notes are private!,0,2,1,not set,"Mar 14, 2022","Nov 29, 2021",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,138","May 18, 2021","May 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Author-read audio essaysI enjoy John Green, although his fiction can get a little melodramatic and angsty for me. This collection of essays was good aAuthor-read audio essaysI enjoy John Green, although his fiction can get a little melodramatic and angsty for me. This collection of essays was good and full of fun science-y facts and earth-friendly pleas. The structure was cute-sy and gave the essays a bite-sized feel. However, I feel like that was the book’s demise—so many topics that he repeated and barely scraped the surface of a larger point before wrapping them up tidily and giving his 5-star scale rating. I found myself editing the book, which is never a good thing. For example, what if he combined the goose and Kentucky blue grass chapters and let the reader do some work on the deeper meanings and connections presented by these related topics?? I feel like anytime he found himself repeating some factoid, alarm bells should have went off to say, maybe this is the same story and can be used to build a point??? There were so many opportunities to combine and grow and it felt very new-to-writing-essays. Also, he read it himself and I noticed both he and Ann Patchett take very strange pauses… in their sentences… when reading their work out loud…distracting. I give this collection… of author-read essays…: 3 stars....more",Notes are private!,0,1,1,not set,"Apr 15, 2022","Nov 29, 2021",,Hardcover,view (with text),/book/show/55145261-the-anthropocene-reviewed
