,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kevidently's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand,"King, Stephen*",,,,"1,152        pp",4.35,"760,546",1990,"May 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading The Stand during a global pandemic is a bit of a tricky business. Maybe I did it because I wanted to try to make sense of everything, or try tReading The Stand during a global pandemic is a bit of a tricky business. Maybe I did it because I wanted to try to make sense of everything, or try to put human faces on the numbers that scroll up and up on the CNN chyron. Or maybe I was just trying to reconnect with a happy time in my life.It's probably strange, looking in from the outside, how many joyful, happy, rescued moments are connected with Stephen King novels. He writes fearsomes, after all, and doesn't skimp on the gore or dark thoughts or the unsavory sectors of the human condition. But they always make me feel, to believe in something beyond myself. And I have a history with these books. A history stretching back to when I was just entering puberty. I was fifteen when my mother bought me The Stand for Christmas in 1990, and it was the first hardcover bought specifically for me. (Along with Four Past Midnight, at the same Christmas. That was the year I also got The Gunslinger, Danse Macabre, and Christine in paperback. It was a very good Christmas.)Things aren't great with Mom and me now, which is a shame as much as it's an inevitability. But I re-read this edition of The Stand, the big one, the complete and uncut one I've owned for thirty years, to connect with the feeling of that Christmas morning. How plainly happy I was to get the brand-new Stephen King novel, and it was in hardcover, and it was MINE. My mother wrote a little note inside the front cover, and it's sweet and kind and comes from a time less fraught. I love this book very much - I love Stu and Frannie, Nick and Larry, and even Harold Lauder, who made all my darker impulses manifest and made me understand them a little better. I love this book for the story in this book, so much. So very much.But I love the book itself just a little bit more. ...more",Notes are private!,0,4,1,"Aug 18, 2020","Oct 08, 2020","Feb 27, 2019",,Hardcover,view (with text),/book/show/149267.The_Stand
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncommon Type,"Hanks, Tom",1101946156,9781101946152,1101946156,405        pp,3.42,"44,463","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2018,"Feb 27, 2019",,Hardcover,view,/book/show/34389773-uncommon-type
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Addicted to Americana: Celebrating Classic & Kitschy American Life & Style,"Phoenix, Charles",1945551194,9781945551192,1945551194,176        pp,4.38,112,unknown,"Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2018,"Feb 27, 2019",,Hardcover,view,/book/show/34525343-addicted-to-americana
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",1787330419,9781787330412,1787330419,289        pp,3.64,"394,913","Jul 10, 2018","Jul 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You wouldn’t think a novel about sleeping all the time would be this gripping, this engaging. You’d be wrong. At first our unnamed narrator just driftYou wouldn’t think a novel about sleeping all the time would be this gripping, this engaging. You’d be wrong. At first our unnamed narrator just drifts in a prescription-drug-induced haze, as we uncover details about her past and present she is too exhausted to care about. Eventually this aimlessness coalesces into a plan, an actual decision to cure herself of both her ennui and addictions.That all this takes place in New York a few months before 9/11 isn’t coincidental, nor is it gimmicky. A few jolting moments in the text remind us where and when this is all happening. Unlike in Steve Martin’s An Object of Beauty, the attacks on the Twin Towers do not sneak up on us. They’re a Chekhov’s Gun, subtly peeking out through the story before hiding again. This isn’t to make light of the tragedy - the book’s entire thrust is learning how to survive in the face of tragedy, and to be happy, even when your world falls apart.This is Ottessa Moshfegh’s second novel, and the second book of hers I read this year. Tonally, it’s similar to Eileen - the claustrophobia, the slippery sense of self - but it’s otherwise very different. Despite being set in New York, this book feels a lot more intimate. And optimistic? For a book about a past of sadness and a future of tragedy, yeah. I’d say it’s optimistic....more",Notes are private!,0,5,1,"Feb 22, 2019","Feb 26, 2019","Feb 22, 2019",,Paperback,view (with text),/book/show/36203391-my-year-of-rest-and-relaxation
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,698","Jul 17, 2018","Nov 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t quite sure how to classify this book at first. My determination to read new writers this year mixed with a fair amount of hype surrounding itI wasn’t quite sure how to classify this book at first. My determination to read new writers this year mixed with a fair amount of hype surrounding it got me interested in Braithwaite’s novel, but I knew nothing going in. After the first couple of chapters, I told people it was a thriller, but it’s not that. It’s far more subtle.It’s the story of sisters, and to what degree you will protect your sister, even if she’s maybe evil. Our narrator Korede isn’t unreliable, but she’s deeply ambivalent about the actions and reactions of her sister Ayoola. That ambivalence sharpens to focus and determination as more of their shared past surfaces, and Korede realizes that sisters are bonded for life, like it or not....more",Notes are private!,0,0,1,"Feb 22, 2019","Feb 22, 2019","Feb 21, 2019",,Hardcover,view (with text),/book/show/38819868-my-sister-the-serial-killer
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tommyknockers,"King, Stephen*",,,,747        pp,3.59,"152,593","Nov 10, 1987",Nov 1988,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s certainly not my favorite King, but I’ve read it five times anyway, just to make sure.It’s the last of King’s big-time drug-fueled novels, and thIt’s certainly not my favorite King, but I’ve read it five times anyway, just to make sure.It’s the last of King’s big-time drug-fueled novels, and the indulgence shows. Repetitive scenes, meandering asides, few likable characters. The final scene in the book should feel more impactful, but the thrust and importance of the plot thread feels like it comes out of nowhere to be the central, dominating motivator. You forget about the missing kid until you're told how important he is.All in all, a good book that never manages to be great, despite multiple feints in that direction....more",Notes are private!,0,1,1,"Jan 30, 2019","Feb 23, 2019","Jan 30, 2019",,Mass Market Paperback,view (with text),/book/show/6599105-the-tommyknockers
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,479","Apr 14, 1939","Apr 10, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"East of Eden is one of my favorite novels. It’s almost a thriller, a dark story of lineage and evil and free will. I can read it over and over and nevEast of Eden is one of my favorite novels. It’s almost a thriller, a dark story of lineage and evil and free will. I can read it over and over and never get sick of it.The Grapes of Wrath is probably a better novel. It’s a more important novel. To go further, it’s probably Steinbeck’s masterpiece. It details the plight of the starving, the poor, the untethered during the Great Depression. It is a devastating book, because there’s no way out of the ongoing misery. What little light in the book is found in human kindness. But that kindness comes with a price. Those are the reasons it's never going to be my FAVORITE Steinbeck. Wonderfully written, deserving of the Pulitzer, but simply not as fun or exciting as East of Eden (and it never intends to be). But it’s never a slog to read. It’s always compelling, and the Joads are fantastic, spellbinding characters. But I kept finding myself having to put it aside for a bit before continuing on. It’s a hard read. Fantastic, but hard....more",Notes are private!,0,0,1,"Jan 30, 2019","Feb 21, 2019","Jan 30, 2019",,Hardcover,view (with text),/book/show/18114322-the-grapes-of-wrath
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt: A World History,"Kurlansky, Mark",0142001619,9780142001615,0142001619,484        pp,3.75,"71,467","Jan 31, 2002","Jan 28, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started off interesting, but long dull patches slowed this down. It reads a little like Standage's An Edible History of Humanity. Not all that excitedStarted off interesting, but long dull patches slowed this down. It reads a little like Standage's An Edible History of Humanity. Not all that excited to try more histories by Kurlansky....more",Notes are private!,0,0,1,not set,"Jan 15, 2019","Jan 30, 2019",,Paperback,view (with text),/book/show/2715.Salt
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis","Anderson, Sam",0804137315,9780804137317,0804137315,428        pp,4.38,"8,764","Aug 21, 2018","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was fascinated by the bizarre history of OKC and wanted to know more. I was not disappointed. There’s a heavy emphasis on the OKC Thunder, the city’I was fascinated by the bizarre history of OKC and wanted to know more. I was not disappointed. There’s a heavy emphasis on the OKC Thunder, the city’s turbulent basketball team; normally sports nonfiction bores me to tears, but this was actually pretty exciting. As in the rest of the book, author Sam Anderson focuses on personalities more than stats, and everything holds together. ...more",Notes are private!,0,1,2,not setnot set,"Jan 29, 2019not set","Jan 29, 2019",,Hardcover,view (with text),/book/show/22318476-boom-town
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,611",1981,"Jan 06, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reread! Coming in the wake of Irving’s breakthrough success with The World According to Garp, The Hotel New Hampshire doesn’t seem to work as hard to Reread! Coming in the wake of Irving’s breakthrough success with The World According to Garp, The Hotel New Hampshire doesn’t seem to work as hard to achieve the same profundity. It’s the story of the Berry family, their obsession with hotels (and bears), and their reliance on each other. Altogether more uplifting than either Garp or A Prayer for Owen Meany, despite some shocking deaths and unexpected turns. Plus, it’s a really fun, fast read, one of the best of Irving’s “golden period.”...more",Notes are private!,0,1,2,not setnot set,"Jan 23, 2019not set","Jan 23, 2019",,Paperback,view (with text),/book/show/11768.The_Hotel_New_Hampshire
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,947","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Dec 2018,"Jan 08, 2019",,Hardcover,view,/book/show/39507318-the-library-book
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,482","Sep 01, 2004","Oct 17, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jan 08, 2019not set","Jan 08, 2019",,Paperback,view,/book/show/16243.Case_Histories
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,227","Aug 18, 2015","Aug 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Jan 06, 2019not set","Jan 06, 2019",,Hardcover,view,/book/show/23453099-eileen
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be There for You: The One about Friends,"Miller, Kelsey*",1335928286,9781335928283,1335928286,304        pp,3.74,"13,121","Oct 23, 2018","Oct 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jan 02, 2019not set","Jan 02, 2019",,Hardcover,view,/book/show/39703569-i-ll-be-there-for-you
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,CivilWarLand in Bad Decline,"Saunders, George",0099595818,9780099595816,B00QN9XPMW,179        pp,4.21,"20,843","Jan 16, 1996","Feb 06, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2017","Jun 18, 2018","Sep 14, 2017",,Paperback,view,/book/show/28747.CivilWarLand_in_Bad_Decline
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Assassin,"Atwood, Margaret*",,,,637        pp,3.96,"155,483",Sep 2000,"Sep 03, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2017","Jun 18, 2018","Sep 14, 2017",,Paperback,view,/book/show/78433.The_Blind_Assassin
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0747503346,9780747503347,0747503346,560        pp,4.24,"320,906","Mar 28, 1989","May 11, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've spent long enough away and I've read so many books in between now and then that I'd forgotten many of the particulars of this most spectacular noI've spent long enough away and I've read so many books in between now and then that I'd forgotten many of the particulars of this most spectacular novel. It's a spiritual novel, and a religious novel, but it doesn't ever become a PREACHY novel, something that struck me even more this time around. Another thing that struck me is the fact that our narrator - why it's Johnny Wheelwright! - might be a little bit more in love with Owen than on a strictly friendship basis. There's an interview with John Irving at the end of this audiobook in which Irving confirms my suspicions. Characters speculate whether Johnny is a ""nonpracticing homosexual,"" and Irving basically says, ""yeah, he is."" I wonder if that's why I've always related so much to this book. But it's more than that. It's the specificity. It's the small-town New Hampshire life. It's Irving's tropes - theaters, lost fathers, sexually aggressive older women, writers. No Amsterdam here and, as far as I can tell, no bears. But the language is Irving. The FLAVOR is Irving. And the ending, as always, is so, so sad. I've described this book as densely plotted, and it is, but I don't mean that to sound like the book itself is dense. It's almost airy in parts, even though we're dealing with intense subjects like faith and belief and the horrors of war and the hypocrisy of government. Despite those things, the book feels so hopeful. It's not as cynical as I remember it being. And of course this tickles my love of superhero narratives. I'm going to put this aside for a little while again. Maybe I'll do another whole John Irving jag this year, but this book is too important to me to read too often. ...more",Notes are private!,0,4,2,"Jul 02, 2021not set","Jul 15, 2021not set","Sep 14, 2017",,Hardcover,view (with text),/book/show/2506432.A_Prayer_for_Owen_Meany
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"622,165","Jan 01, 1934","Jun 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 14, 2017",,Paperback,view,/book/show/853510.Murder_on_the_Orient_Express
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Life with Bob: Flawed Heroine Keeps Book of Books, Plot Ensues","Paul, Pamela*",1627796312,9781627796316,1627796312,242        pp,3.72,"4,471","May 02, 2017","May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A memoir of reading that itself was compulsively readable. I couldn't nibble from this book, I had to devour. It's what made me want to do GoodReads aA memoir of reading that itself was compulsively readable. I couldn't nibble from this book, I had to devour. It's what made me want to do GoodReads again....more",Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Hardcover,view (with text),/book/show/31848296-my-life-with-bob
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chuck Klosterman X: A Highly Specific, Defiantly Incomplete History of the Early 21st Century","Klosterman, Chuck",0735285470,9780735285477,,11        pp,3.92,"3,664","May 16, 2017","May 16, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Audio CD,view,/book/show/33353952-chuck-klosterman-x
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pictures at a Revolution: Five Movies and the Birth of the New Hollywood,"Harris, Mark*",1594201528,9781594201523,1594201528,490        pp,4.24,"4,385","Feb 14, 2008","Feb 14, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Hardcover,view,/book/show/2092154.Pictures_at_a_Revolution
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,855",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gwendy's Button Box        (The Button Box, #1)","King, Stephen*",1587676109,9781587676109,1587676109,171        pp,3.92,"70,179","May 16, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Hardcover,view,/book/show/34430839-gwendy-s-button-box
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burglar in the Rye        (Bernie Rhodenbarr, #9)","Block, Lawrence*",1842430300,9781842430309,1842430300,280        pp,3.93,"2,478","Jan 01, 1998","Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Paperback,view,/book/show/442704.The_Burglar_in_the_Rye
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreaming the Beatles: The Love Story of One Band and the Whole World,"Sheffield, Rob",0062207679,9780062207678,,368        pp,4.08,"3,056","Apr 25, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,ebook,view,/book/show/28446162-dreaming-the-beatles
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revival,"King, Stephen*",1476770387,9781476770383,1476770387,405        pp,3.80,"126,049","Nov 11, 2014","Nov 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A reread. This book horrified me on the initial read. Devastated me on the second.,Notes are private!,0,1,2,"Nov 07, 2023not set","Nov 13, 2023not set","Sep 14, 2017",,Hardcover,view (with text),/book/show/20926278-revival
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Sunlight or In Shadow: Stories Inspired by the Paintings of Edward Hopper,"Block, Lawrence*",1681772450,9781681772455,1681772450,288        pp,3.70,"1,717",Dec 2016,"Dec 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2017",,Hardcover,view,/book/show/28943722-in-sunlight-or-in-shadow
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burglar in the Library        (Bernie Rhodenbarr, #8)","Block, Lawrence*",006087287X,9780060872878,006087287X,367        pp,3.96,"3,165",1997,"Feb 27, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 14, 2017",,Mass Market Paperback,view,/book/show/380557.The_Burglar_in_the_Library
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Huge,"Paley, Sasha",1416935177,9781416935179,1416935177,272        pp,3.28,"1,185","Jan 01, 2007","May 22, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2015",,Hardcover,view,/book/show/1419348.Huge
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking with My Mouth Full: My Life as a Professional Eater,"Simmons, Gail",1401324509,9781401324506,1401324509,270        pp,3.54,"1,586",2012,"Feb 21, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2015","Sep 14, 2017","Mar 08, 2015",,Hardcover,view,/book/show/12315579-talking-with-my-mouth-full
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,699","Oct 18, 1851","Feb 21, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2015","Sep 14, 2017","Mar 08, 2015",,Paperback,view,/book/show/153747.Moby_Dick_or_The_Whale
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hit List        (Keller, #2)","Block, Lawrence*",0061030996,9780061030994,0061030996,296        pp,3.87,"3,748",2000,"Feb 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2015",,Hardcover,view,/book/show/442724.Hit_List
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",1554681723,9781554681723,1554681723,336        pp,4.23,"520,329","May 13, 2008","May 13, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2015",,Hardcover,view,/book/show/3153910-the-art-of-racing-in-the-rain
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Long Line of Dead Men        (Matthew Scudder, #12)","Block, Lawrence*",0752827480,9780752827483,0752827480,338        pp,4.06,"2,988","Oct 01, 1994","Jan 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2015",,Paperback,view,/book/show/162921.A_Long_Line_of_Dead_Men
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Screen Fiend: Learning About Life from an Addiction to Film,"Oswalt, Patton",145167323X,9781451673234,145167323X,240        pp,3.62,"7,377","Jan 06, 2015","Jan 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 08, 2015",,ebook,view,/book/show/17571109-silver-screen-fiend
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King Dork        (King Dork, #1)","Portman, Frank*",0385732910,9780385732918,0385732910,352        pp,3.55,"7,151","Apr 11, 2006","Apr 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2015,"Mar 08, 2015",,Hardcover,view,/book/show/10570.King_Dork
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany","Buford, Bill",1400041201,9781400041206,1400041201,336        pp,3.90,"24,592","Jan 01, 2006","May 30, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2015,"Mar 08, 2015",,Hardcover,view,/book/show/139220.Heat
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burglar Who Thought He Was Bogart        (Bernie Rhodenbarr, #7)","Block, Lawrence*",0060872799,9780060872793,0060872799,400        pp,3.88,"2,883",1995,"Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2015,"Mar 08, 2015",,Mass Market Paperback,view,/book/show/39501.The_Burglar_Who_Thought_He_Was_Bogart
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Please,"Poehler, Amy",0062268341,9780062268341,0062268341,329        pp,3.85,"525,732","Oct 28, 2014","Oct 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2015,"Mar 08, 2015",,Hardcover,view,/book/show/20910157-yes-please
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Badge of Courage,"Crane, Stephen",1580495869,9781580495868,1580495869,149        pp,3.29,"104,309",Oct 1895,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2014,"Jun 29, 2014",,Paperback,view,/book/show/35220.The_Red_Badge_of_Courage
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hit Me        (Keller, #5)","Block, Lawrence*",0316127353,9780316127356,0316127353,337        pp,3.79,"2,496","Dec 01, 2012","Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2014,"Jun 29, 2014",,Hardcover,view,/book/show/14780938-hit-me
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hit and Run        (Keller, #4)","Block, Lawrence*",0060840900,9780060840907,0060840900,287        pp,3.99,"3,027","Jun 24, 2008","Jun 24, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2014,"Jun 29, 2014",,Hardcover,view,/book/show/2196210.Hit_and_Run
