,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Group,"McCarthy, Mary",0156372088,9780156372084,0156372088,496        pp,3.68,"15,949",1963,"Sep 16, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thoroughly enjoyable reminder that people in every age, including the early 1930s, sleep around, put off getting married, criticize their parents' wA thoroughly enjoyable reminder that people in every age, including the early 1930s, sleep around, put off getting married, criticize their parents' way of doing things, and feel smug about their childrearing techniques....more",Notes are private!,0,0,1,not set,not set,"Feb 23, 2009",,Paperback,view (with text),/book/show/387348.The_Group
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Fiction: Notes on Craft for Young Writers,"Gardner, John",0679734031,9780679734031,0679734031,240        pp,3.99,"6,022","Jan 12, 1984","Jun 04, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Bible, as it turns out.",Notes are private!,0,0,1,not set,not set,"Feb 23, 2009",,Paperback,view (with text),/book/show/32533.The_Art_of_Fiction
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tinker, Tailor, Soldier, Spy","le Carré, John",0743457900,9780743457903,0743457900,379        pp,4.06,"94,545",Apr 1974,"Oct 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this novel made me feel like I was in seventh grade again. I couldn't keep the characters straight, the terminology confused me, and I felt I Reading this novel made me feel like I was in seventh grade again. I couldn't keep the characters straight, the terminology confused me, and I felt I was missing subtle implications and meanings in every paragraph. I guess I'm not yet ready for le Carré. Maybe when I'm in my forties?...more",Notes are private!,-1,1,1,not set,not set,"Feb 11, 2009",,Paperback,view (with text),/book/show/18989.Tinker_Tailor_Soldier_Spy
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,526","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How strange to read this novel in 2009, when I assume that at least once a week, someone's reading my work emails or viewing my too-personal Facebook How strange to read this novel in 2009, when I assume that at least once a week, someone's reading my work emails or viewing my too-personal Facebook albums. At least we're not yet reduced to eating ""pinkish-gray stew.""I found the appendix (""Principles of Newspeak"") very moving. It was a relief to think that Big Brother had been beaten so thoroughly that the world had moved beyond hysterical denunciations from politicians, to calm analyses from grammarians. ...more",Notes are private!,0,1,1,not set,not set,"Feb 10, 2009",,Mass Market Paperback,view (with text),/book/show/5470.1984
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pursuit of Love & Love in a Cold Climate        (Radlett and Montdore, #1-2)","Mitford, Nancy",0375718990,9780375718991,0375718990,468        pp,4.10,"5,897","Jan 01, 1974","Dec 04, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How is it possible that I didn't hear of Nancy Mitford before the age of 29? I read these novels like I ate candies when I was little: with intense plHow is it possible that I didn't hear of Nancy Mitford before the age of 29? I read these novels like I ate candies when I was little: with intense pleasure, and very slowly, to make them last. The tepid back cover copy and fluffy introduction surprised me; these are witty books about rich people, yes, but they deal in serious issues. Mitford is interested in how women compromise their power when they get married, or divorced, and what separates a prostitute from a mistress, and what poverty drives people to do. She's also masterful, in a way Austen doesn't even approach, at capturing childhood. ...more",Notes are private!,0,27,1,not set,not set,"Jan 28, 2009",,Paperback,view (with text),/book/show/50725.The_Pursuit_of_Love_Love_in_a_Cold_Climate
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,501","Feb 18, 1884","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s hard to get through the last fourth of this book, as I can hardly bear Tom Sawyer. Like Don Quixote, he’s too-well read. Unlike Don Quixote, he’ It’s hard to get through the last fourth of this book, as I can hardly bear Tom Sawyer. Like Don Quixote, he’s too-well read. Unlike Don Quixote, he’s not delusional. He knows he’s recreating literature, so he has no excuse for selfishly toying with a man’s life. The obscenely and needlessly elaborate escape plan he forces Jim to follow reminded me of the end of “Adaptation,” with its idea that movies/books are *supposed* to end with a slam-bang finish, so that’s how this one will end, even if I, the screenwriter/character must wrench everything sideways to get there. I can't tell if Twain wants us to condone or enjoy Tom's narrative hijinks, just like I'm not sure if Kaufman wants us to hate his screenwriter for dragging us into an alligator-infested swamp. The pleasure of Huck’s narration, though, is worth ten Tom Sawyers. ...more",Notes are private!,0,0,1,not set,not set,"Jan 16, 2009",,Paperback,view (with text),/book/show/2956.The_Adventures_of_Huckleberry_Finn
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Orphans,"Khadivi, Laleh",1596916168,9781596916166,1596916168,304        pp,3.49,405,"Jan 01, 2009","Mar 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn't my kind of book: it's humorless and (there's no other word) lyrical. Also, the first 50 pages reaaalllllly drag. But it's not every day youThis isn't my kind of book: it's humorless and (there's no other word) lyrical. Also, the first 50 pages reaaalllllly drag. But it's not every day you come across a story and a set of characters you haven't seen a zillion times before. Any writer who can take me opium-smoking in the caves of Iran deserves a few stars, right? You'll have to force-march yourself through this one if your taste is anything like mine, but the prize is a couple of indelible images, and that's nothing to sneeze at....more",Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view (with text),/book/show/4906291-the-age-of-orphans
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell,"Martin, Clancy",0374173354,9780374173357,0374173354,296        pp,3.10,578,2009,"May 12, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here's a sly, nasty, straight-faced antidote to Christmas cheer. Every page brims with coke and prostitution and betrayal and diamonds, but Martin nevHere's a sly, nasty, straight-faced antidote to Christmas cheer. Every page brims with coke and prostitution and betrayal and diamonds, but Martin never lets himself moralize or scandalize. He doesn't ask us to pity or condemn or sympathize with his drug-addled thieves and liars; he just shows us their lives, and makes us terrified to drop off our jewelry for a cleaning. ...more",Notes are private!,0,0,1,not set,not set,"Dec 29, 2008",,Hardcover,view (with text),/book/show/5633375-how-to-sell
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yes, My Darling Daughter","Leroy, Margaret*",0374126011,9780374126018,0374126011,340        pp,3.55,"1,572","Jun 01, 2009","Apr 14, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The back cover copy likens this pedestrian thriller to Henry James--please! It's badly written, plodding, and completely unambiguous. The Turn of the The back cover copy likens this pedestrian thriller to Henry James--please! It's badly written, plodding, and completely unambiguous. The Turn of the Screw it ain't....more",Notes are private!,0,2,1,not set,not set,"Dec 19, 2008",,Hardcover,view (with text),/book/show/4492399-yes-my-darling-daughter
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happens Every Day: An All-Too-True Story,"Gillies, Isabel",1439110077,9781439110072,1439110077,272        pp,3.49,"4,497","Mar 02, 2009","Mar 24, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gillies seems like a sweetheart. She can't write worth a damn, and this book reads like a series of hastily tossed off emails, but that's part of its Gillies seems like a sweetheart. She can't write worth a damn, and this book reads like a series of hastily tossed off emails, but that's part of its charm. You feel you're eavesdropping on someone's unpolished, gossipy account of a run-of-the-mill divorce. ...more",Notes are private!,0,18,1,not set,not set,"Dec 19, 2008",,Hardcover,view (with text),/book/show/4907301-happens-every-day
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fortunate Age,"Rakoff, Joanna*",1416590773,9781416590774,1416590773,416        pp,3.12,"1,280",Jan 2009,"Apr 07, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A charming, trashy page-turner. Perfect plane reading. UPDATE: zomg, I'm now reading The Group, by Mary McCarthy, and yeah, I know A Fortunate Age is A charming, trashy page-turner. Perfect plane reading. UPDATE: zomg, I'm now reading The Group, by Mary McCarthy, and yeah, I know A Fortunate Age is meant to be an homage to that novel, but good lord! Rakoff just lifts each and every character, plot development, and insight from McCarthy! This must be illegal, somehow. Alert the writing police!...more",Notes are private!,0,0,1,not set,not set,"Dec 09, 2008",,Hardcover,view (with text),/book/show/4052110-a-fortunate-age
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Skateboards Will Be Free: A Memoir of a Political Childhood,"Sayrafiezadeh, Said",0385340680,9780385340687,0385340680,304        pp,3.69,618,2009,"Mar 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A restrained, funny, and moving memoir about being raised by two Communist parents.",Notes are private!,0,0,1,not set,not set,"Dec 09, 2008",,Hardcover,view (with text),/book/show/4312545-when-skateboards-will-be-free
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartwheels in a Sari: A Memoir of Growing Up Cult,"Tamm, Jayanti*",0307393925,9780307393920,0307393925,304        pp,3.36,989,"Apr 14, 2009","Apr 14, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating account of growing up, from birth, in a cult. The cult leader, Sri Chinmoy, is one manipulative son of a bitch, and it's fun reading aboA fascinating account of growing up, from birth, in a cult. The cult leader, Sri Chinmoy, is one manipulative son of a bitch, and it's fun reading about his insane rules: he insists on celibacy among his followers, he holds a vote to determine the ugliest girl among his sycophants, he has his followers rig up machines that create the illusion he's weightlifting people and elephants,and he orders pregnant women to get abortions.The writing won't win any prizes (""The familiar comfort of my small Jeep that had ported me in the familiar loop between the tennis court,"" ""[I] pummeled the rocks directly at the van,"" ""her incredulous [meaning 'incredible'] betrayal""). But the story is an unusual one told bravely....more",Notes are private!,0,10,1,not set,not set,"Nov 17, 2008",,Hardcover,view (with text),/book/show/4589384-cartwheels-in-a-sari
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Odd Man Out: A Year on the Mound with a Minor League Misfit,"McCarthy, Matt*",0670020702,9780670020706,0670020702,295        pp,3.87,"1,635",2009,"Feb 19, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A charming, boyish, sometimes gripping account of a minor league baseball season. I love the gossipy details (the good-luck dildo, the Dominicans' shoA charming, boyish, sometimes gripping account of a minor league baseball season. I love the gossipy details (the good-luck dildo, the Dominicans' shower rituals, the enforced silence following losses). People and relationships aren't captured skillfully, and no broader meaning is conveyed--it's just baseball. Still, an entertaining read on a gloomy fall day. ...more",Notes are private!,0,0,1,not set,not set,"Nov 16, 2008",,Hardcover,view (with text),/book/show/5599491-odd-man-out
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I'm Sorry You Feel That Way: The Astonishing But True Story of a Daughter, Sister, Slut, Wife, Mother, and Friend to Man and Dog","Joseph, Diana*",0399155287,9780399155284,0399155287,206        pp,3.30,"1,024","Jan 01, 2009","Mar 05, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've spent the best Sunday in recent memory sitting on my futon, eating string cheese, and laughing uproariously at this gem of a book. I gobbled up tI've spent the best Sunday in recent memory sitting on my futon, eating string cheese, and laughing uproariously at this gem of a book. I gobbled up the whole thing in one sitting, and now I'm desperate for Joseph to hurry up and write more stuff. If you are a girl--if you are a person--you should buy this memoir. ...more",Notes are private!,0,3,1,not set,not set,"Nov 16, 2008",,Hardcover,view (with text),/book/show/3564733-i-m-sorry-you-feel-that-way
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Stories of Anton Chekhov,"Chekhov, Anton",0553381008,9780553381009,0553381008,496        pp,4.38,"30,849",1903,"Oct 31, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I get canned, I plan to become a subway Chekhov evangelist, preaching the virtues of this literary god to sleepy morning commuters.",Notes are private!,0,0,1,not set,not set,"Nov 07, 2008",,Paperback,view (with text),/book/show/5693.Selected_Stories_of_Anton_Chekhov
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2008,"Rushdie, Salman",0618788778,9780618788774,0618788778,384        pp,3.84,"1,667","Jan 01, 2008","Oct 08, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not as dreadful as last year's edition. Karen Russell wins easily: I'm still thinking about her elderly vampire and his lemons.Not as dreadful as last year's edition. Karen Russell wins easily: I'm still thinking about her elderly vampire and his lemons....more,Notes are private!,0,0,1,not set,not set,"Nov 07, 2008",,Paperback,view (with text),/book/show/3192709-the-best-american-short-stories-2008
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dog Tulip,"Ackerley, J.R.",0940322110,9780940322110,0940322110,208        pp,3.33,"2,023",1956,"Sep 30, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dog love bordering on bestiality. Characteristic passage: ""Tulip herself, when I offer her some delicious prospect such as an unexpected walk, will ofDog love bordering on bestiality. Characteristic passage: ""Tulip herself, when I offer her some delicious prospect such as an unexpected walk, will often try to rape me as we go down in the elevator, a demonstration of gratitude I should regard myself as churlish to rebuff."" 2/3 of the book is comprised of rhapsodic passages about the dog's vagina. There's also vaseline involved. I'll leave it at that....more",Notes are private!,0,0,1,not set,not set,"Oct 10, 2008",,Paperback,view (with text),/book/show/97472.My_Dog_Tulip
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Schooling,"Windley, Carol",1896951910,9781896951911,1896951910,300        pp,3.37,87,"Jan 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very nice, but every story feels as if it's chopped off in the middle. That's not an entirely bad thing--Windley can write, and I'd happily read a lonVery nice, but every story feels as if it's chopped off in the middle. That's not an entirely bad thing--Windley can write, and I'd happily read a long, juicy novel by her....more",Notes are private!,0,0,1,not set,not set,"Oct 08, 2008",,Paperback,view (with text),/book/show/1961186.Home_Schooling
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This One Is Mine,"Semple, Maria",031603116X,9780316031165,031603116X,289        pp,3.00,"10,764","Jan 01, 2008","Dec 04, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Repellent. Ludicrous plot twists, dreadful writing, and despicable characters--each and every one of whom is so poisonously racist that I can't help bRepellent. Ludicrous plot twists, dreadful writing, and despicable characters--each and every one of whom is so poisonously racist that I can't help but wonder if Semple, like her fictional creations, is less than loving to her own army of immigrant laborers. As I was reading this turd of a novel, I had an olfactory hallucination, and actually smelled rotting garbage for a few minutes. No kidding....more",Notes are private!,0,48,1,not set,not set,"Sep 24, 2008",,Hardcover,view (with text),/book/show/3730554-this-one-is-mine
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,178","Feb 10, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An engrossing, vivid, funny, and important book about three women living in Jackson, Mississippi in the 1960s. Stockett writes in three first-person vAn engrossing, vivid, funny, and important book about three women living in Jackson, Mississippi in the 1960s. Stockett writes in three first-person voices: 1. a middle-aged black maid who specializes in childcare, 2. a hot-tempered black maid who cares for a once-poor, now-rich white woman, and 3. a white girl who's just graduated from college and is floundering around. The Help is ""about"" race and feminism, but not in an earnest or heavy-handed way. Story is Stockett's first concern, and Jesus God, can she write a story. During the climactic party scene, I was wincing and writhing in my seat, so nervous about what was going to happen that I could hardly look at the page. I cared deeply about all of these characters, I was outraged and amused and upset whenever Stockett wanted me to be, and I read for five hours straight without getting restless. ...more",Notes are private!,0,72,1,not set,not set,"Sep 15, 2008",,Hardcover,view (with text),/book/show/4667024-the-help
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Lucia,"Benson, E.F.",1592245889,9781592245888,1592245889,300        pp,3.93,"5,062",1920,"Aug 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Benson is peerless.,Notes are private!,0,0,1,not set,not set,"Aug 26, 2008",,Hardcover,view (with text),/book/show/60079.Queen_Lucia
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Swan Green,"Mitchell, David",0812974018,9780812974010,0812974018,296        pp,3.97,"42,039","Apr 11, 2006","Feb 27, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disappointing. Mitchell, as a responsible writer, should feel honor-bound to make his 15-year-old narrator an actual 15-year-old, and not cheat by givDisappointing. Mitchell, as a responsible writer, should feel honor-bound to make his 15-year-old narrator an actual 15-year-old, and not cheat by giving him the sophisticated thoughts and language of a talented 30-something writer. (All the cheating should happen in imperceptible ways, underneath the surface, as in Catcher in the Rye.) Mitchell tries to wriggle out of this duty by making Jason a poet, and it kind of works, but only kind of. Equally disappointing is the dialogue, which consists almost entirely of stuff people would never actually say out loud. ...more",Notes are private!,0,0,1,not set,not set,"Aug 26, 2008",,Paperback,view (with text),/book/show/14316.Black_Swan_Green
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Excellent Women,"Pym, Barbara",014310487X,9780143104872,014310487X,231        pp,3.92,"17,584",1952,"Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In his introduction to Excellent Women, A.N. Wilson discusses the decimation of the middle class in post-WWII England, and the anger underlying Pym's In his introduction to Excellent Women, A.N. Wilson discusses the decimation of the middle class in post-WWII England, and the anger underlying Pym's and Larkin's work, and the bleak, flat life of Pym's main character, and he's right about all of it, I suppose, but all of it struck me as completely wrongheaded in a fundamental way. Sure, Pym's heroine shares a bathroom and considers scrambled eggs an extravagant lunch, and sure, she and the people she knows are genteel and proper in a way that feels almost 1930s (Excellent Women was published in the 1950s), but there's nothing earnest, flat, or angry about this book. It sparkles and amuses like a mimosa on Sunday morning. ...more",Notes are private!,0,1,1,not set,not set,"Aug 26, 2008",,Paperback,view (with text),/book/show/178565.Excellent_Women
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur & George,"Barnes, Julian",1400097037,9781400097036,1400097037,445        pp,3.72,"18,113","Jul 07, 2005","Jan 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An assured, meticulously researched novel that doesn't scream ""I am the product of meticulous research!"" Julian Barnes is a literary writer, but he's An assured, meticulously researched novel that doesn't scream ""I am the product of meticulous research!"" Julian Barnes is a literary writer, but he's so fun to read that I feel reflexively guilty, as if I'm frittering away my time with a dime novel....more",Notes are private!,0,0,1,not set,not set,"Aug 11, 2008",,Paperback,view (with text),/book/show/45369.Arthur_George
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0192839993,9780192839992,0192839993,207        pp,3.84,"156,202","Jun 15, 1914","Mar 15, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mulligan's still exists, and a few days ago I was there, drinking whiskey.Mulligan's still exists, and a few days ago I was there, drinking whiskey....more",Notes are private!,0,0,1,not set,not set,"Aug 11, 2008",,Paperback,view (with text),/book/show/11012.Dubliners
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,650",2000,Jul 2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was interested to learn that King's revision process is just a bare-bones line edit. He's a confident writer, and a defensive one, and who can blameI was interested to learn that King's revision process is just a bare-bones line edit. He's a confident writer, and a defensive one, and who can blame him on either count? ...more",Notes are private!,0,0,1,not set,not set,"Jul 27, 2008",,Mass Market Paperback,view (with text),/book/show/10569.On_Writing
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetsmoke,"Fuller, David",1401323316,9781401323318,1401323316,320        pp,3.71,624,"Jan 01, 2008","Sep 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of a Civil War-era slave, written by a man whose grandfather owned slaves. A remarkable book, ambitious in scope and full of convincing detaThe story of a Civil War-era slave, written by a man whose grandfather owned slaves. A remarkable book, ambitious in scope and full of convincing details that read like crucial parts of the story, rather than a display of research. If I have one quibble, it's the occasional slow-as-molasses passage in which Fuller describes every breath, fidget, and sigh. But when Cassius leaves Sweetsmoke and tracks down the army, we switch into fifth gear and the pace picks up considerably. ...more",Notes are private!,0,0,1,not set,not set,"Jul 27, 2008",,Hardcover,view (with text),/book/show/3185276-sweetsmoke
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,"Prose, Francine*",0060777052,9780060777050,0060777052,302        pp,3.77,"11,244","Aug 22, 2006","Apr 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Useful and frustrating. Prose's advice is smart, but the book seems like an attempt to capture a seminar on paper. Prose does close readings of passagUseful and frustrating. Prose's advice is smart, but the book seems like an attempt to capture a seminar on paper. Prose does close readings of passages from novels and stories she loves. That works in a class, of course, when you've all read the same work, but I hate reading snippets of fiction out of context. ...more",Notes are private!,0,0,1,not set,not set,"Jul 27, 2008",,Paperback,view (with text),/book/show/39934.Reading_Like_a_Writer
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Driftless,"Rhodes, David",1571310592,9781571310590,1571310592,431        pp,3.92,"4,797","Sep 01, 2008","Sep 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The language is old-fashioned and the plot slow-moving, but this novel is peopled with fascinating, believable characters, and I was transported by thThe language is old-fashioned and the plot slow-moving, but this novel is peopled with fascinating, believable characters, and I was transported by the midwestern setting. Two weeks after finishing, I'm still thinking about Violet, the invalid sister, and her fascination with dog fights. ...more",Notes are private!,0,1,1,not set,not set,"Jul 10, 2008",,Hardcover,view (with text),/book/show/3154783-driftless
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twisted Head: An Italian American Memoir,"Capotorto, Carl",076792861X,9780767928618,076792861X,320        pp,3.50,107,"Jan 01, 2008","Oct 07, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An inoffensive memoir chock-a-block with hack writing. Good story, bad execution. Nonfiction sux.",Notes are private!,0,0,1,not set,not set,"Jul 10, 2008",,Hardcover,view (with text),/book/show/3706393-twisted-head
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who by Fire,"Spechler, Diana*",0061572934,9780061572937,0061572934,362        pp,3.29,704,2008,"Sep 23, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Told in three first-person voices, which is wonderful and problematic--wonderful because we get into the heads of a young yeshiva boy, a slutty 20-somTold in three first-person voices, which is wonderful and problematic--wonderful because we get into the heads of a young yeshiva boy, a slutty 20-something girl, and their worrywart mother--and problematic because 1. the boy's perspective strains credulity 2. the leaps between voices occur every three pages or so, which jostles, and 3. the mother is given short shrift. Jess, I'm torn about this one, and it's stressing me out. The dialogue is some of the best I've read in a few months. It snaps off the page, it's funny, and it's surprising. The scenes are memorable, and some of the language is OhMyGod good, without being show-offy. And Spechler wrestles with serious religious questions in an entertaining way. But the last eighth of the novel let me down severely. In what feels like the final chapters of a pulpy detective paperback, single characters pair off, guys we've known were baddies since page 10 turn out, indeed, to be baddies, and every loose end is tied up. ...more",Notes are private!,0,1,1,not set,not set,"Jun 22, 2008",,Paperback,view (with text),/book/show/3055326-who-by-fire
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Must Be the Place,"Winger, Anna",1594489971,9781594489976,1594489971,320        pp,3.19,336,"Aug 14, 2008","Aug 14, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A boring guide to Berlin crossed with accidental chick lit. Ugh.,Notes are private!,0,3,1,not set,not set,"Jun 20, 2008",,Hardcover,view (with text),/book/show/3384679-this-must-be-the-place
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deportees and Other Stories,"Doyle, Roddy",0676979114,9780676979114,0676979114,256        pp,3.68,"1,704",2007,"Sep 11, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These stories were written fast, in serial form, for a newspaper, and it shows.",Notes are private!,0,0,1,not set,not set,"May 22, 2008",,Hardcover,view (with text),/book/show/42710.The_Deportees_and_Other_Stories
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten-Year Nap,"Wolitzer, Meg",1594489785,9781594489785,1594489785,351        pp,3.06,"10,758","Mar 27, 2008","Mar 27, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Meg Wolitzer and think she deserves to be showered with prizes. As a stylist, she's peerless. She's also funny and smart and unsentimental abouI love Meg Wolitzer and think she deserves to be showered with prizes. As a stylist, she's peerless. She's also funny and smart and unsentimental about motherhood and marriage. If I have a quibbling complaint, it's that she ties up her novels too neatly, and in a montage fashion. But that's a minor issue, and the tidy endings are emotionally satisfying, if not artistically defensible. I think every intelligent woman should read Wolitzer. ...more",Notes are private!,0,1,1,not set,not set,"May 06, 2008",,Hardcover,view (with text),/book/show/1235499.The_Ten_Year_Nap
