,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Snap: Bulgaria Stories,"Phoel, Cynthia Morrison*",0870745611,9780870745614,0870745611,223        pp,3.70,44,"May 17, 2010","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2010",,Hardcover,view,/book/show/8046240-cold-snap
1395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the Assassinations,"Adiga, Aravind",1439153167,9781439153161,1439153167,368        pp,3.38,"6,200",2008,"Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2010",,Paperback,view,/book/show/7094989-between-the-assassinations
1396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,365 послания за всеки ден,"Siegel, Bernie S.",,,,430        pp,4.28,89,"Nov 24, 2003",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2010",,Paperback,view,/book/show/8439779-365
1397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Портокаловото момиче,"Gaarder, Jostein",,,,176        pp,3.91,"32,836",2003,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Хубава книга, но май я захванах в лошия момент.",Notes are private!,0,0,1,Sep 2011,"Sep 18, 2011","Jun 12, 2010",,Paperback,view (with text),/book/show/8439762
1398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Сянката на вятъра        (Гробището на забравените книги, #1)","Ruiz Zafón, Carlos",9543213097,9789543213092,9543213097,464        pp,4.30,"635,441",May 2001,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2010",,Paperback,view,/book/show/6536956
1399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds Without Wings,"de Bernières, Louis",0099484935,9780099484936,0099484935,799        pp,4.16,"15,066","Apr 24, 2004","Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the parts of the book where de Bernieres tells the story of the small Anatolian village, the day to day life, the troubles and grieves of the I liked the parts of the book where de Bernieres tells the story of the small Anatolian village, the day to day life, the troubles and grieves of the local people. The chapters where he accounts about Mustafa Kemal I found pretty weary.I would have preferred the story of Ataturk tо be incorporated in a more personal way, not as a big historical setting.  ...more",Notes are private!,0,0,1,"Jun 13, 2010","Aug 05, 2010","Jun 10, 2010",,Paperback,view (with text),/book/show/1320110.Birds_Without_Wings
1400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight’s Children,"Rushdie, Salman",0099578514,9780099578512,0099578514,647        pp,3.98,"123,764","Mar 12, 1981","May 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2010",,Paperback,view,/book/show/14836.Midnight_s_Children
1401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Всички си тръгват,"Guerra, Wendy",,9789544916268,,260        pp,3.64,870,2006,May 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В този смел дневник на едно кубинско момиче много от нас ще открият прилики с абсурдите на живота в България преди 1989 г. С детска откровеност авторкВ този смел дневник на едно кубинско момиче много от нас ще открият прилики с абсурдите на живота в България преди 1989 г. С детска откровеност авторката рисува една Куба, която е твърде далеч от представите ни за екзотична туристическа дестинация. С порастването на героинята, пораства и нейният дневник...9-годишното момиченце преборва всички трудности, водено от вярата, че един ден ще бъде свободно, но 20-годишната жена вече се е простила с тази илюзия. И въпреки невъзможността да избяга, тя продължава да живее в дневника - защото именно той е най-достъпния начин да живее извън живота си....more",Notes are private!,0,1,1,"May 29, 2010","May 30, 2010","May 29, 2010",,Paperback,view (with text),/book/show/8333772
1402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walden and Other Writings,"Thoreau, Henry David",0679783342,9780679783343,0679783342,802        pp,3.95,"4,790",Aug 1854,"Nov 14, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2010",,Paperback,view,/book/show/716873.Walden_and_Other_Writings
1403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чучулигата,"Güntekin, Reşat Nuri",,9789543302703,,440        pp,4.32,"16,262",1922,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2010",,Paperback,view,/book/show/7822995
1404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balzac and the Little Chinese Seamstress,"Dai, Sijie",0385722206,9780385722209,0385722206,184        pp,3.64,"64,061",2000,"Oct 29, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2010","May 20, 2010","May 11, 2010",,Paperback,view,/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress
1405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Читателска група 31,"Alexieva, Elena",9545293691,,,224        pp,3.42,38,"Oct 21, 2005","Oct 21, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"След като прочетох ""Кой?"" бях впечатлена от Елена Алексиева, а""Читателска група 31"" наистина ме зарадва. Прекрасен език, добри истории - определено исСлед като прочетох ""Кой?"" бях впечатлена от Елена Алексиева, а""Читателска група 31"" наистина ме зарадва. Прекрасен език, добри истории - определено искам да прочета и другите й книги....more",Notes are private!,0,2,1,not set,"Aug 10, 2010","May 08, 2010",,Paperback,view (with text),/book/show/7081348-31
1406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кой?,"Alexieva, Elena",9545294760,,,180        pp,3.29,17,2006,"Nov 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2010","May 09, 2010","May 08, 2010",,Paperback,view,/book/show/7683482
1407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Моята улица: кубински истории,"Ivanova, Diana",,9789544916039,,147        pp,3.85,13,2010,"Feb 25, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Улицата като място, където се случват важните неща в живота ни. Или където нищо не се случва. Място за спомени, мечти, срещи раздели. Прекрасен проектУлицата като място, където се случват важните неща в живота ни. Или където нищо не се случва. Място за спомени, мечти, срещи раздели. Прекрасен проект и много добро изпълнение....more",Notes are private!,0,0,1,not set,"Oct 12, 2010","May 03, 2010",,Paperback,view (with text),/book/show/7785942
1408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"На юг от границата, на запад от слънцето","Murakami, Haruki",,9789545295751,9545295759,216        pp,3.86,"128,286","Oct 05, 1992",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Буквално я погълнах за два дни, докато се возех в автобуса. Харесвам как Мураками ти позволява да надникнеш и видиш какво се случва в главите на героиБуквално я погълнах за два дни, докато се возех в автобуса. Харесвам как Мураками ти позволява да надникнеш и видиш какво се случва в главите на героите му (а може би в твоята собствена) И както винаги - границата между реално и въображаемо е толкова размита.Прекрасен! ...more",Notes are private!,0,8,1,not set,"Aug 12, 2010","May 02, 2010",,Paperback,view (with text),/book/show/8119616
1409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Lives: In Search of the Sacred in Modern India,"Dalrymple, William",1408801531,9781408801536,1408801531,284        pp,4.06,"7,978",2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2010",,Paperback,view,/book/show/6943146-nine-lives
1410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maximum City: Bombay Lost and Found,"Mehta, Suketu",0375703403,9780375703409,0375703403,542        pp,3.94,"10,982",2004,"Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2010",,Paperback,view,/book/show/4364.Maximum_City
1411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Cancelled,"Dasgupta, Rana",0007182139,9780007182138,0007182139,383        pp,3.25,"1,273",2005,"Jul 22, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 12, 2011","Apr 25, 2010",,Paperback,view,/book/show/914304.Tokyo_Cancelled
1412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Любов любов любов,"Bourbeau, Lise",,,,238        pp,4.22,146,2007,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book explores the misconceptions about love, power and egoism. It is build on a series of sessions where the author Lise Bourbeau meets the memberThe book explores the misconceptions about love, power and egoism. It is build on a series of sessions where the author Lise Bourbeau meets the members of a family and helps them explore the fears and pain-points of their relationships. In the dialogue between therapist (Lise) and patients the author reaches to some simple, but often neglected conclusions and suggests actions that are applicable in many people's circumstances. Bourbeau believes that all the negative situations in our lives come from our unhealed emotional wounds. She also trusts the Law of Attraction and the power of acceptance and teaches that one should learn to accept good or bad things in life as a lesson as each soul has a certain learning path to pass. I like it because of the practical approach to every day situations and the desire to improve oneself and the relationships with others....more",Notes are private!,0,0,1,"Apr 03, 2010","Apr 06, 2010","Apr 03, 2010",,Paperback,view (with text),/book/show/7814231
1413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дълбоките води.Да се гмурнеш за да изплуваш успешно,"Godin, Seth",,,,160        pp,3.79,"35,080","Jan 01, 2007",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Винаги съм харесвала Сет Годин. Умее да казва нещата кратко и ясно. Някой смятат,че книгите му говорят за очевидни неща. Но какво от това - нали печелВинаги съм харесвала Сет Годин. Умее да казва нещата кратко и ясно. Някой смятат,че книгите му говорят за очевидни неща. Но какво от това - нали печели добре от тях. А и понякога сме толкова близо до нещо, то ще ни извади очите...та е добре някой да ни обърне внимание и да ни го посочи с пръст....more",Notes are private!,0,1,1,"Mar 28, 2012","Mar 31, 2012","Apr 02, 2010",,Hardcover,view (with text),/book/show/7952499
1414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Твърди Перейра,"Tabucchi, Antonio",9545294892,9789545294891,,180        pp,4.18,"29,424",Jan 1994,"Jan 25, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Всеки път като прочета наистина добра книга си задавам въпроса - какво я прави толкова добра - дали стилът на писане, героите, богатството на езика, иВсеки път като прочета наистина добра книга си задавам въпроса - какво я прави толкова добра - дали стилът на писане, героите, богатството на езика, историята? Всеки път е различно.""Твърди Перейра"" ми хареса заради своята естественост.Ритъмът на разказа тече спокоен, дори когато се разказва за драматичните събития, които разтърсват живота и душата на героя. Постоянно повтарящия се израз ""твърди Перейра"" придава на повествованието една приказност, известен магичен чар, с който иначе историята не би могла да се похвали.Трогателна е историята за самотника Перейра, който живее със спомените си, но срещата с двойка младежи събужда у него неподозирани емоции и го кара да върши изненадващи за самия себе си неща. Особено много ми допадна края....more",Notes are private!,0,13,1,"Aug 11, 2014","Aug 14, 2014","Apr 02, 2010",,Paperback,view (with text),/book/show/6485165
1415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,На края на географията,"Lobo Antunes, António",9545293926,9789545293924,,216        pp,3.96,"2,814",1979,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2010",,Paperback,view,/book/show/7506688
1416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If You Want to Write: A Book about Art, Independence and Spirit","Ueland, Brenda",,,B003O68EXW,168        pp,4.12,"8,418","Feb 21, 2012",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книгата е писана 30-те години на 20-ти век и има някои полезни съвети и идеи за размисъл. Като цяло обаче - нищо особено. Липсваше ми структура на запКнигата е писана 30-те години на 20-ти век и има някои полезни съвети и идеи за размисъл. Като цяло обаче - нищо особено. Липсваше ми структура на записаното - може би заради електронния формат, а и може би защото самата авторка обяснява как ""нямало смисъл от планиране и структуриране"". В общи линии звучеше като една тирада от впечатленията на тази жена как се пише......more",Notes are private!,0,0,1,"Jan 08, 2012","Feb 03, 2012","Mar 28, 2010",,Kindle Edition,view (with text),/book/show/8456414-if-you-want-to-write
1417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лилавата крава,"Godin, Seth",,,,176        pp,3.78,"53,047","May 12, 2003",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2010","Apr 02, 2010","Mar 25, 2010",,Paperback,view,/book/show/7913241
1418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пътешествие до края на нощта,"Céline, Louis-Ferdinand",9545293764,9789545293764,,488        pp,4.19,"42,092",1932,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2010",,Paperback,view,/book/show/7518546
1419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Историята на една чайка и на котарака, който я научи да лети","Sepúlveda, Luis",9542601824,9789542601821,,136        pp,4.22,"27,493",Oct 1996,2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A Paolo Cohelu type of book.,Notes are private!,0,0,1,not set,Jan 2006,"Mar 21, 2010",,Paperback,view (with text),/book/show/7887000
1420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мидълсекс,"Eugenides, Jeffrey",,9789544916077,,702        pp,4.03,"639,177","Sep 04, 2002",Mar 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2010",,Paperback,view,/book/show/7871710
1421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,609","Mar 18, 2003","Mar 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good to read if you have to pass a long period of time and u do not have anything better to read...,Notes are private!,0,0,1,not set,Jan 2007,"Mar 20, 2010",,Paperback,view (with text),/book/show/968.The_Da_Vinci_Code
1422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Short Stories of Roald Dahl,"Dahl, Roald",,,,768        pp,4.39,"7,231","Oct 17, 2006","Oct 29, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2010",,Hardcover,view,/book/show/130105.The_Collected_Short_Stories_of_Roald_Dahl
1423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Интимност,"Kureishi, Hanif",9547334484,9789547334489,,112        pp,3.51,"5,625",1998,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 27, 2010",,Paperback,view,/book/show/7792019
1424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дарбата на Гейбриъл,"Kureishi, Hanif",,9789547335448,,246        pp,3.27,"1,533",1998,2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was pretty impressed by Hanif Kureishi's novel ""Intimacy""...And this one was just too bland. The story of Gabriel who communicates with his dead broI was pretty impressed by Hanif Kureishi's novel ""Intimacy""...And this one was just too bland. The story of Gabriel who communicates with his dead broter and his old-hippie dad was did not catch me. The whole feeling this book left was - oh well, it is ok - whatever happens - life goes on...even if you do not read me, it will be ok. Should I be giving it another chance? ...more",Notes are private!,0,1,1,not set,"May 08, 2010","Feb 27, 2010",,Paperback,view (with text),/book/show/7792005
1425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ако пътник в зимна нощ,"Calvino, Italo",954529616X,9789545296161,,250        pp,4.03,"97,929","Jun 02, 1979","Jul 15, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book completely swept me off my feet.A true masterpiece it will appeal to readers that have a deep connection with books and the written world. IThis book completely swept me off my feet.A true masterpiece it will appeal to readers that have a deep connection with books and the written world. It is not possible to explain what the book is about,it should be lived through. As one great experiment!And, last but not least, I would like to thank the translator in Bulgarian for the exquisite work! ...more",Notes are private!,0,2,1,not set,"Mar 14, 2010","Feb 27, 2010",,Paperback,view (with text),/book/show/6469811
1426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Коприна,"Baricco, Alessandro",9543300038,,,120        pp,3.84,"59,420",1996,2004,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 22, 2010","Feb 22, 2010",,Paperback,view,/book/show/7769812
1427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тетрадката,"Sparks, Nicholas*",,9789543670284,,196        pp,4.15,"1,690,925","Oct 01, 1996",2009,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a strange book. As I was closing the last page, I felt that something is incomplete, my reader's hunger is not satisfied.The author tries to tThis is a strange book. As I was closing the last page, I felt that something is incomplete, my reader's hunger is not satisfied.The author tries to tackle fundamental questions such as love in the eternal sense of it, the challenges of disease and old age, the beauty of human relationships.However, the writing lacks craftsmanship, it took some effort to go from one sentence to another, and where the thought has to flow freely, it is separated in lots of short and simple sentences.At some parts, I felt like I am reading cliched parts of love-stories, even the words the main characters say at points sounded like I had already read them somewhere else.Тhe book turns out to be too sentimental.As a whole - the story has potential, but I would enjoy it much more if it was written in a slightly different way. ...more",Notes are private!,0,1,1,"Mar 19, 2010","Mar 22, 2010","Feb 16, 2010",,Paperback,view (with text),/book/show/7896814
1428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Елегантността на таралежа,"Barbery, Muriel",,9789549772678,,304        pp,3.80,"184,436",Aug 2006,2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I simply loved that book. Although to many it may appear over-intellectualizing, and even boring at times, I love the subtle humor and the reflection I simply loved that book. Although to many it may appear over-intellectualizing, and even boring at times, I love the subtle humor and the reflection pieces. I guess it will appeal to people with a slightly ironic view on life and those who want to explore fellow humans beneath the obvious surface....more",Notes are private!,0,3,1,not set,"Feb 17, 2010","Jan 28, 2010",,Paperback,view (with text),/book/show/7769996
1429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Salvation at the Dairy Queen,"Gilmore, Susan Gregg*",0307395014,9780307395016,0307395014,293        pp,3.77,"12,787","Jan 01, 2008","Jan 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 31, 2010","Feb 10, 2010","Jan 28, 2010",,Hardcover,view,/book/show/1270360.Looking_for_Salvation_at_the_Dairy_Queen
1430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",0385340990,9780385340991,B002WTC8RA,277        pp,4.19,"752,839","Jul 29, 2008","Jul 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 28, 2010","Jan 12, 2010",,Hardcover,view,/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
1431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stirring It Up: How to Make Money and Save the World,"Hirshberg, Gary",1401303447,9781401303440,1401303447,240        pp,3.72,264,"Jan 01, 2008","Jan 08, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2010",,Hardcover,view,/book/show/2245437.Stirring_It_Up
1432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of the Samurai: Yamamoto Tsunetomo's Hagakure,Yamamoto Tsunetomo,1844837203,9781844837205,1844837203,244        pp,4.02,"15,545",1716,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2009",,Hardcover,view,/book/show/3070411-the-art-of-the-samurai
1433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Covey, Stephen R.",0743269519,9780743269513,0743269519,372        pp,4.16,"740,322",1989,"Nov 09, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2009",,Paperback,view,/book/show/36072.The_7_Habits_of_Highly_Effective_People
1434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да задвижим нещата,"Allen, David",,,,303        pp,4.01,"157,905",2001,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2009",,Hardcover,view,/book/show/8678767
1435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blink: The Power of Thinking Without Thinking,"Gladwell, Malcolm",0316010669,9780316010665,0316010669,296        pp,3.96,"592,173","Jan 11, 2005","Apr 03, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 03, 2010","Dec 29, 2009",,Paperback,view,/book/show/40102.Blink
1436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Laughter and Forgetting,"Kundera, Milan",0060932147,9780060932145,0060932147,313        pp,3.96,"49,429",1979,"May 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 24, 2009",,Paperback,view,/book/show/240976.The_Book_of_Laughter_and_Forgetting
1437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slowness,"Kundera, Milan",0060928417,9780060928414,0060928417,156        pp,3.62,"19,921","Jan 12, 1995","Apr 11, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I used to be a huge fan of Kundera, but after having read 4 of his books, got bored.This one explores the theory that we try to prolong pleasant experI used to be a huge fan of Kundera, but after having read 4 of his books, got bored.This one explores the theory that we try to prolong pleasant experiences and keep them longer in our memory by making them as slow as possible. On the other hand - we tend to wish to escape from bad memories by speeding away from them. Interesting concept, interestingly told story....more",Notes are private!,0,1,1,not set,"Dec 24, 2009","Dec 20, 2009",,Paperback,view (with text),/book/show/26097.Slowness
1438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,За красотата,"Smith, Zadie",,9789547335455,,552        pp,3.77,"82,321","Jun 04, 2005",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I seem to have a problem with British authors lately...Although the books sound promising...at one point I get lost in the clumsiness of relationshipsI seem to have a problem with British authors lately...Although the books sound promising...at one point I get lost in the clumsiness of relationships and get the feeling that nothing is really happening. ""On Beauty"" explores interesting issues such as the power and curse of beauty, family crisis, love, belief etc. But this exploration is done in such a distanced way, as if I am looking through a stained glass, so I cannot feel empathic to the characters' drama. Definitely a good book, but maybe more intellectual than emotional, at least for me......more",Notes are private!,0,1,1,"May 21, 2010","Jun 13, 2010","Dec 06, 2009",,Paperback,view (with text),/book/show/7278402
1439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Габриела, карамфил и канела","Amado, Jorge",,9789545295188,,496        pp,4.14,"8,449",1958,"Jun 28, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 29, 2009","Dec 06, 2009",,Paperback,view,/book/show/6532630
1440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tipping Point: How Little Things Can Make a Big Difference,"Gladwell, Malcolm",0316346624,9780316346627,0316346624,301        pp,4.00,"814,323","Jan 01, 2002",2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although it has some interesting facts, this book was much less exciting for me than ""Outliers"". It took me ages to finish it...And it seemed really rAlthough it has some interesting facts, this book was much less exciting for me than ""Outliers"". It took me ages to finish it...And it seemed really random at times. Maybe he could have done much better with just a concise, 100-page-or-so version....more",Notes are private!,0,0,1,"Feb 13, 2011","Mar 21, 2011","Nov 28, 2009",,Paperback,view (with text),/book/show/2612.The_Tipping_Point
1441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outliers: The Story of Success,"Gladwell, Malcolm",0316017922,9780316017923,0316017922,309        pp,4.19,"786,116","Nov 18, 2008","Nov 18, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 03, 2009","Nov 16, 2009",,Hardcover,view,/book/show/3228917-outliers
