,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anakú Iwachá: Yakama Legends and Stories,"Beavert, Virginia R",0295748249,9780295748245,0295748249,400        pp,4.67,3,unknown,"Jun 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2020",,Paperback,view,/book/show/53167621-anak-iwach
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Sun        (Between Earth and Sky, #1)","Roanhorse, Rebecca*",1534437673,9781534437678,1534437673,454        pp,4.20,"43,608","Oct 13, 2020","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantasy set in pre-Columbian America? YES. Fabulous world creation, characters, intricate and interesting plot, great writing. Crows. Amazing. Can't wFantasy set in pre-Columbian America? YES. Fabulous world creation, characters, intricate and interesting plot, great writing. Crows. Amazing. Can't wait for the next installment....more",Notes are private!,0,0,1,not set,"Dec 17, 2020","Jul 10, 2020",,Hardcover,view (with text),/book/show/50892360-black-sun
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mind Spread Out on the Ground,"Elliott, Alicia*",,,B08C92C24Z,7        pp,4.43,"9,219","Mar 26, 2019","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2020",,Audiobook,view,/book/show/54434328-a-mind-spread-out-on-the-ground
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",1982136456,9781982136451,1982136456,305        pp,3.71,"80,549","Jul 14, 2020","Jul 14, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. I didn't realize this was horror until I was already a few chapters in and hooked. Not my usual fare, but I couldn't stop myself from finis3.5 stars. I didn't realize this was horror until I was already a few chapters in and hooked. Not my usual fare, but I couldn't stop myself from finishing even though I had to squinty-eye skim the violent parts...yeesh. A group of Native men is haunted by a past misdeed and a wronged soul looking for revenge, lots of revenge. Like I said, horror isn't my genre, but this had great build-up, plenty of tension (oh my lord, I am still looking over my shoulder), excellent writing, and interesting, well-developed characters set within the Native context (which is worth the time investment anyway!) ...more",Notes are private!,0,0,1,"Oct 20, 2020","Oct 22, 2020","Jul 10, 2020",,Hardcover,view (with text),/book/show/52180399-the-only-good-indians
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sand Talk: How Indigenous Thinking Can Save the World,"Yunkaporta, Tyson",0062975633,9780062975638,,256        pp,4.37,"3,611","Sep 19, 2019","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2020",,ebook,view,/book/show/45449501-sand-talk
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,941","Jun 30, 2020","Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Gothic novel set in Mexico? Yes, please. Pretty slow start and lots of kookiness, but I still spent a whole day reading it and cheering for the heroA Gothic novel set in Mexico? Yes, please. Pretty slow start and lots of kookiness, but I still spent a whole day reading it and cheering for the heroine to find her way out of the creepy house. ...more",Notes are private!,0,0,1,not set,"Oct 05, 2020","Jul 10, 2020",,Hardcover,view (with text),/book/show/53152636-mexican-gothic
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Women Rose Rooted: The Power of the Celtic Woman,"Blackie, Sharon*",1910463256,9781910463253,1910463256,400        pp,4.29,"3,387","Mar 19, 2016","Mar 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Blackie reimagines the Hero's journey for women, showing that instead of slaying enemies and dragons, women go another way, towards union with the lanBlackie reimagines the Hero's journey for women, showing that instead of slaying enemies and dragons, women go another way, towards union with the land. Really lovely and encouraging. I found Blackie's personal story a little tiresome occasionally, but I enjoyed the interviews with other women, especially the one with Sylvia Linsteadt at the end who wrestles with finding a way to be rooted and claim the stories of a place while living on stolen land. ""I began to wonder if I could walk with old stories over these landscapes, plant them here, see how they take to the bobcats, the Douglas firs, the manzanitas and kestrels. My heritage and the traditions of my ""people"" are based in lands far away. But can we break open the old stories like we break open a fruit, find the seeds and regrow them here? See if they can find their grey fox whiskers, their elk hooves...?""...more",Notes are private!,0,0,1,"Jun 19, 2021","Jun 29, 2021","Jul 10, 2020",,Paperback,view (with text),/book/show/28250803-if-women-rose-rooted
619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,688","Sep 20, 2001",Mar 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ostensibly, the story of a young, imaginative girl making a decision that ruins the futures of people she loves, but also so much more. McEwan writes Ostensibly, the story of a young, imaginative girl making a decision that ruins the futures of people she loves, but also so much more. McEwan writes with tremendous restraint, insight, and skill. Stunning....more",Notes are private!,0,0,1,"Jul 10, 2020","Jul 14, 2020","Jul 10, 2020",,Paperback,view (with text),/book/show/6867.Atonement
620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Oregonians,"Berg, Laura",1880377020,9781880377024,1880377020,360        pp,4.05,43,"Oct 01, 2007","Oct 15, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A collection of narratives and essays on current tribes, their histories and plans for the future, as well as art forms, language, and every day life A collection of narratives and essays on current tribes, their histories and plans for the future, as well as art forms, language, and every day life for tribes of various regions. There are a multitude of authors so there is some repetition but overall the book is a valuable resource for beginning to understand the peoples who lived in Oregon originally, the complicated and painful ways in which their land and culture was stolen from them and the ways they are retaining their culture, restoring land, and making healthy communities for themselves. ...more",Notes are private!,0,0,1,"Jul 09, 2020","Aug 03, 2020","Jul 09, 2020",,Paperback,view (with text),/book/show/2017468.The_First_Oregonians
621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weather,"Offill, Jenny*",0385351100,9780385351102,0385351100,208        pp,3.56,"36,096","Feb 11, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I kept hearing how strange Offill's writing was, so I put off reading her. My bad. I absolutely loved this, and I love her style. It takes tremendous I kept hearing how strange Offill's writing was, so I put off reading her. My bad. I absolutely loved this, and I love her style. It takes tremendous skill to pull a narrative along in short paragraphs. I thought it was brilliant. And the subject matter - a woman's anxiety about climate insecurity - is only more relatable now in the middle of a pandemic....more",Notes are private!,0,0,1,"Jul 09, 2020","Jul 10, 2020","Jul 09, 2020",,Hardcover,view (with text),/book/show/37506228-weather
622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stone Sky        (The Broken Earth, #3)","Jemisin, N.K.*",,,,416        pp,4.35,"137,111","Aug 15, 2017","Aug 15, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All the threads come together in the finale and it (mostly) makes sense. Imagine a planet that exploited its resources (""*someone* must suffer if the All the threads come together in the finale and it (mostly) makes sense. Imagine a planet that exploited its resources (""*someone* must suffer if the rest are to enjoy luxury"") and the people forced to live in the aftermath. Fairly straightforward apocalypse stuff, but Jemisin twists some core premises (a mostly black and queer cast of characters, the complications of motherhood, and others) that turn the story into something new. Lots of reveals and ah ha! moments in this one. I'm super glad I stuck out the whole series....more",Notes are private!,0,0,1,not set,"Jul 09, 2020","Jul 09, 2020",,Paperback,view (with text),/book/show/31817749-the-stone-sky
623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Obelisk Gate        (The Broken Earth, #2)","Jemisin, N.K.*",,,,410        pp,4.30,"162,113","Aug 16, 2016","Aug 18, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I continue to plow through this series. It's gotten more grim, (reminds me of The Hunger Games in a way, same kind of brutality and wounded heroes) buI continue to plow through this series. It's gotten more grim, (reminds me of The Hunger Games in a way, same kind of brutality and wounded heroes) but I'm starting to better understand the world Jemisin's constructed and the competing forces at play (as well as the strange narration). Middle books are always a bit unsatisfying but I do want to know what happens next. ...more",Notes are private!,0,0,1,"Jun 30, 2020","Jul 09, 2020","Jun 30, 2020",,Paperback,view (with text),/book/show/26228034-the-obelisk-gate
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,419","Aug 04, 2015","Aug 04, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've talked to several people who didn't make it past the first chapters of this book and I understand that. Jemisin throws you right into a new worldI've talked to several people who didn't make it past the first chapters of this book and I understand that. Jemisin throws you right into a new world with no explanations, multiple points of view and voices (2nd person?! Who does that?) and it takes a while to figure out what is happening. But goodness, when you do, it's quite a ride! This is a world in apocalypse (aren't we all?) and the undoing of accepted norms and all the chaos and struggle that brings. Jemisin proves the point that diversity in publishing *matters*, in bringing a powerful voice able to articulate oppression and class structures and the ways people survive that. She checks all the representation boxes (all colors and classes, gay, bi, straight, trans, even polyamorous) and while I'm glad to see representation, it can also feel a bit forced. There is plenty of ugliness, including the murder of the protagonist's child (this is not a spoiler, it's the beginning of the book) and other horrors, but they are not out of sync with the harsh world of stone and earth-fury and upheaval, nor do they obscure the fact that this is good story-telling and an addicting read....more",Notes are private!,0,0,1,"Jun 23, 2020","Jun 30, 2020","Jun 23, 2020",,Paperback,view (with text),/book/show/19161852-the-fifth-season
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nella Last's War: The Second World War Diaries of Housewife, 49","Last, Nella",184668000X,9781846680007,184668000X,312        pp,4.15,"1,728",1981,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 23, 2020","Jun 23, 2020",,Paperback,view,/book/show/863963.Nella_Last_s_War
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Eat        (Mindfulness Essentials, #2)",Thich Nhat Hanh,1937006727,9781937006723,1937006727,128        pp,4.16,"3,049",2004,"Aug 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 23, 2020","Jun 23, 2020",,Paperback,view,/book/show/20763856-how-to-eat
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,"Menakem, Resmaa*",1942094477,9781942094470,1942094477,300        pp,4.41,"9,463","Aug 21, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2020",,Paperback,view,/book/show/34146782-my-grandmother-s-hands
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wake,"Kingsnorth, Paul",1908717866,9781908717863,1908717866,365        pp,4.01,"3,290",Apr 2014,"Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm kind of blown away by what Kingsnorth has done here in creating a version of Old English that fits the time period of his novel and is also somehoI'm kind of blown away by what Kingsnorth has done here in creating a version of Old English that fits the time period of his novel and is also somehow, amazingly, readable to a modern audience. When I first began, I thought I would just have to slog through the whole book half understanding, but it really only took a few pages before I got the textual clues and could decipher it. The vocabulary is necessarily limited and that makes Kingsnorth's accomplishment even more incredible. Somehow, even through repetition and limited vocabulary, he brings you right into the world of Buccmaster (what a character!) and his personal and social challenges navigating the end of the world as he knows it....more",Notes are private!,0,0,1,"May 27, 2020","Jun 11, 2020","May 27, 2020",,Hardcover,view (with text),/book/show/21023409-the-wake
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,952","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Colum McCann is just a marvelous story-teller.,Notes are private!,0,0,1,"May 19, 2020","May 27, 2020","May 19, 2020",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sideways Look at Time,"Griffiths, Jay",1585423068,9781585423064,1585423068,403        pp,3.72,498,"Nov 01, 1999","Mar 08, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit of a screed at times, and Griffiths has a chip about Western Christianity about a mile wide (understandable, but sometimes much), but I've also A bit of a screed at times, and Griffiths has a chip about Western Christianity about a mile wide (understandable, but sometimes much), but I've also got four pages of notes from this book. Griffiths agility with words is pretty amazing. Nearly every page has some kind of witty wordplay on it and there are an equal amount of valuable insights about the nature of time and how our perception of it is rooted in culture. One I'll keep on the shelves.""Would society be different if its profoundist models of time were not structured in past-to-future narrative at all, but if time were seen as an *unarrowed* thing - if, for example, the Bible began with the rhapsody of a psalm and ended with the sashay of the song of Solomon?""...more",Notes are private!,0,0,1,"May 19, 2020","Jul 09, 2020","May 19, 2020",,Paperback,view (with text),/book/show/15787.A_Sideways_Look_at_Time
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Old Success        (Richard Jury, #25)","Grimes, Martha*",0802147402,9780802147400,0802147402,243        pp,3.66,"3,889","Nov 05, 2019","Nov 05, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Disappointing.,Notes are private!,0,0,1,not set,"May 17, 2020","May 17, 2020",,Hardcover,view (with text),/book/show/42360879-the-old-success
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knowledge        (Richard Jury #24),"Grimes, Martha*",,,B075VF6RYQ,368        pp,4.01,"4,912","Apr 03, 2018","Apr 03, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was so excited to see a Richard Jury return! I love the good-heartedness of the main cast of characters in these mysteries. This one wasn't Grimes' I was so excited to see a Richard Jury return! I love the good-heartedness of the main cast of characters in these mysteries. This one wasn't Grimes' best, but I still enjoyed it....more",Notes are private!,0,1,1,not set,"May 15, 2020","May 15, 2020",,Kindle Edition,view (with text),/book/show/36374204-the-knowledge
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Living Do: Poems,"Howe, Marie",0393318869,9780393318869,0393318869,91        pp,4.33,"4,656",1997,"Apr 17, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2020",,Paperback,view,/book/show/206472.What_the_Living_Do
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirst,"Oliver, Mary",0807068969,9780807068960,0807068969,88        pp,4.32,"5,980","Jan 01, 2006","Oct 15, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 07, 2020","May 27, 2020","May 07, 2020",,Hardcover,view,/book/show/42632.Thirst
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deaf Republic,"Kaminsky, Ilya",1555978312,9781555978310,1555978312,80        pp,4.41,"8,183","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We lived happily during the warAnd when they bombed other people's houses, weprotestedbut not enough...""""At the trial of God, we will ask: why did yo""We lived happily during the warAnd when they bombed other people's houses, weprotestedbut not enough...""""At the trial of God, we will ask: why did you allow this?And the answer will be an echo: why did you allow this?""A parable/poem about a town's response to oppression and occupation. When a deaf boy is shot in the street by a soldier, the townspeople choose to become deaf. A moving challenge to our collective silence and our acceptance of atrocity....more",Notes are private!,0,0,1,"May 07, 2020","May 20, 2020","May 07, 2020",,Paperback,view (with text),/book/show/40121980-deaf-republic
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dreaming of the Bones        (Duncan Kincaid & Gemma James, #5)","Crombie, Deborah*",0061150401,9780061150401,0061150401,355        pp,4.09,"10,492",1997,"Jan 30, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 06, 2020","May 12, 2020","May 06, 2020",,Mass Market Paperback,view,/book/show/573127.Dreaming_of_the_Bones
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kissed a Sad Goodbye        (Duncan Kincaid & Gemma James, #6)","Crombie, Deborah*",055357924X,9780553579246,055357924X,369        pp,4.05,"7,096","Jan 01, 1999","Jan 02, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 06, 2020","May 06, 2020",,Mass Market Paperback,view,/book/show/76884.Kissed_a_Sad_Goodbye
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Increase: Listening to the Wisdom of Honeybees for Kinder Beekeeping and a Better World,"Freeman, Jacqueline*",1622037448,9781622037445,1622037448,208        pp,4.40,228,"Dec 04, 2014","Sep 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very compelling book about natural beekeeping and entering into the connected flow of life and energy that surrounds bees. The most challenging part oVery compelling book about natural beekeeping and entering into the connected flow of life and energy that surrounds bees. The most challenging part of the book is where Freeman receives direct communication from her bees which she includes as ""In Our Own Words."" This was definitely a stretch for me, but I tried to just read without judgement and hear the overall message that was being communicated. Mostly, I came away with the understanding that bees are far more complicated, beautiful and important than I ever understood and I am anxious to interact more with them....more",Notes are private!,0,0,1,May 2020,"May 17, 2020","May 01, 2020",,Paperback,view (with text),/book/show/28862364-song-of-increase
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am the Clay,"Potok, Chaim",0449001121,9780449001127,0449001121,228        pp,3.61,"1,718",1992,"Sep 10, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2020",May 2020,"Apr 30, 2020",,Paperback,view,/book/show/11504.I_Am_the_Clay
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mirth,"Wharton, Edith",1844082938,9781844082933,1844082938,351        pp,3.97,"97,910","Oct 14, 1905","Jan 19, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2020","Apr 30, 2020","Apr 27, 2020",,Paperback,view,/book/show/17728.The_House_of_Mirth
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Delights: Essays,"Gay, Ross",1616207922,9781616207922,1616207922,274        pp,4.16,"15,782","Feb 12, 2019","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2020","May 06, 2020","Apr 27, 2020",,Hardcover,view,/book/show/38746152-the-book-of-delights
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Refugia: Poems (Volume 1)        (Volume 1) (Test Site Poetry Series),"Bello, Kyce",1948908344,9781948908344,1948908344,96        pp,4.30,46,unknown,"Sep 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Refugia are habitats of retreat, where organisms and ecosystems go to try and survive. Kyce Bello takes that idea and explores what it means to be aliRefugia are habitats of retreat, where organisms and ecosystems go to try and survive. Kyce Bello takes that idea and explores what it means to be alive now, in a world that is changing, where much of what we love is dying. What does it mean to be a mother now? A child? How do you make plans to survive? How do you bear the weight of guilt? What will carry on? What will be left behind?An absolutely beautiful and timely collection that has held my hand through all these early pandemic days and will go on and on with me through the years ahead. ...more",Notes are private!,0,0,1,"Apr 27, 2020","May 07, 2020","Apr 27, 2020",,Paperback,view (with text),/book/show/45318468-refugia
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rocannon's World,"Le Guin, Ursula K.",0441732968,9780441732968,0441732968,258        pp,3.78,"20,190",1966,"Jan 01, 1966",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2020",,Mass Market Paperback,view,/book/show/92610.Rocannon_s_World
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ambition and Survival: Becoming a Poet,"Wiman, Christian",1556592604,9781556592607,1556592604,248        pp,4.24,215,"Nov 01, 2004","Sep 11, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved Wiman's essays here, and as always, his transparent wrestling with faith and religion. But the book is filled with criticism and  of poeI loved Wiman's essays here, and as always, his transparent wrestling with faith and religion. But the book is filled with criticism and  of poets and poetic forms I am not overly familiar with and it did become something of a slog for me. There's no obscuring Wiman's incisive intelligence and since the essays move through time, it's interesting to see his personal development (ouch, early Wiman is harsh!) I finally gave myself permission to skim some of the poetry critiques. Maybe I'll go back to them when I've taken a deeper dive into some of the poetry. ...more",Notes are private!,0,0,1,not set,"Apr 27, 2020","Apr 27, 2020",,Paperback,view (with text),/book/show/1599258.Ambition_and_Survival
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Ways: A Journey on Foot,"Macfarlane, Robert*",0147509793,9780147509796,0147509793,448        pp,4.14,"9,888","Jun 07, 2012","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeous prose, interesting stories of Macfarlane's walks to discover ancient paths and ancient ways. Beautiful.Gorgeous prose, interesting stories of Macfarlane's walks to discover ancient paths and ancient ways. Beautiful....more",Notes are private!,0,0,1,not set,"Apr 27, 2020","Apr 27, 2020",,Paperback,view (with text),/book/show/17707726-the-old-ways
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feel Free,"Smith, Zadie",1594206252,9781594206252,1594206252,452        pp,3.82,"7,790","Feb 06, 2018","Feb 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zadie Smith is whip-smart, cultured, intelligent, and yet somehow still down to earth. I really enjoy her essays (particularly when she talks about thZadie Smith is whip-smart, cultured, intelligent, and yet somehow still down to earth. I really enjoy her essays (particularly when she talks about the writing life) but this collection was a bit of a miss for me. There are some interesting pieces, but overall it has the feel of cleaning out the back of the closet and throwing everything into a book together. ...more",Notes are private!,0,0,1,not set,"Apr 13, 2020","Apr 13, 2020",,Hardcover,view (with text),/book/show/35642245-feel-free
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less,"Greer, Andrew Sean",0316465186,9780316465182,,272        pp,3.64,"203,356","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this. It reminded me of a P.G. Wodehouse novel - if he made Bertie Wooster a gay, middle-aged, slightly lost novelist and set him loose in the wLoved this. It reminded me of a P.G. Wodehouse novel - if he made Bertie Wooster a gay, middle-aged, slightly lost novelist and set him loose in the world without Jeeves. Sweet, funny, and quite brilliant, though I imagine not everyone will agree. Nice skewering of the publishing world and writer's egos. It was a charming break from the too serious reading I've been doing....more",Notes are private!,0,0,1,not set,"Apr 13, 2020","Apr 13, 2020",,ebook,view (with text),/book/show/31933085-less
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Those Who Leave and Those Who Stay        (The Neapolitan Novels, #3)","Ferrante, Elena",,,,418        pp,4.35,"148,719","Oct 30, 2013","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's no doubt Ferrante is an incredibly skilled and intelligent writer. Her ability to detail the interior life of women is pretty astounding and yThere's no doubt Ferrante is an incredibly skilled and intelligent writer. Her ability to detail the interior life of women is pretty astounding and you never know quite what is coming next with her characters. In this third installation I got pretty tired of the inside of Elena Greco's head and her constant insecurities and stupid choices. (It's strange to be stuck inside Elena when Lila is clearly the character that interests Ferrante more. Whenever Lila is on the page the whole thing comes to life.) The book drags in the middle and Elena does a lot of dumb things, but of course in the end I want to read the last installation so I can know what she and Lila are going to do next and how much worse they can make their own lives. ...more",Notes are private!,0,1,1,not set,"Apr 08, 2020","Apr 08, 2020",,Paperback,view (with text),/book/show/23156040-those-who-leave-and-those-who-stay
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire in the Earth,"Whyte, David*",0962152420,9780962152429,0962152420,88        pp,4.40,149,Jan 1992,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2020",,Paperback,view,/book/show/1080109.Fire_in_the_Earth
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,634","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was hooked from the first page of this book, which reads as true and intimate as memoir even though it is fiction. It's difficult (especially in a tI was hooked from the first page of this book, which reads as true and intimate as memoir even though it is fiction. It's difficult (especially in a time of global fear) to take it all in at once. Vuong's language is unbelievably gorgeous and skilled, but his subject matter is devastating. Written in the style of letters, Vuong tries to break across language and culture barriers to explain himself, his sexuality, his pain, and his love to his mother, a woman who carries a world of scars and pain of her own. Vuong writes so beautifully you can't look away, even when the world he is describing is too familiar, and too brutal to bear. ...more",Notes are private!,0,1,1,not set,"Apr 02, 2020","Apr 02, 2020",,Hardcover,view (with text),/book/show/41880609-on-earth-we-re-briefly-gorgeous
